cell,x,y,area µm²,PSD-95,NeuN,CD68,CD11c,E5,E9,CD8,H2A.x,CD3e,ATG7,CD163,ApoE,E7,Olig2,HLA-A,SMA,TMEM119,Vimentin,CD11b,Synaptophysin,a-Beta,Neurofilament,CD4,CD40,CD45,CD34,PCNA,Claudin-5,E2,E10,DAPI_1,CD31,HLA-DR,Gal3,AQP4,GFAP,E6,CD74,IBA1,CD14,P2Rx7,MAP2,CD44,E3,CollagenIV,S100B,E4,E1,E8,UMAP_1,UMAP_2,TSNE_1,TSNE_2
1492,8859,8094,93.24,360.64,11.888,48.571,100.799,78.225,114.558,60.94,9.779,176.245,176.082,7.018,109.631,1.0,37.093,3.181,1.0,37.233,42.953,95.556,157.623,1.0,21.08,76.105,78.442,122.878,10.336,91.305,1.0,99.174,216.949,26.101,14.409,42.238,76.302,222.255,132.875,194.66,50.51,179.691,63.937,194.549,110.568,126.45,11.424,8.057,370.904,1.0,3.345,50.204,1.6730652,-1.5919724,-0.71456534,3.9731786
1493,19580,9513,73.34,296.26,32.304,259.245,246.97,37.148,59.313,91.909,8.023,116.431,511.829,8.021,3.03,4.205,28.07,39.171,1.0,491.701,33.776,168.528,208.419,1.0,144.073,208.825,268.728,302.698,67.393,258.369,41.822,45.232,153.103,44.926,140.458,224.718,83.33,2.676,226.814,163.957,314.563,423.172,62.938,763.173,207.245,1.0,1.0,39.307,488.126,19.044,1.0,18.893,38.072807,43.2493,5.205504,14.877241
1494,17492,5300,136.16,94.24,10.527,208.276,113.904,78.225,2.535,90.91,11.534,162.603,144.156,10.027,43.64,35.19,30.648,8.634,1.0,2.035,28.531,85.278,3.117,1.0,6.02,205.738,478.927,66.934,38.346,138.715,7.804,47.39,25.412,327.307,9.046,38.115,196.784,57.99,67.841,130.894,153.931,401.227,93.907,3.404,1.0,112.639,21.849,5.032,171.625,48.571,2.173,45.731,-16.125294,-33.935356,-1.3474007,-10.013397
1495,2745,8843,56.0,622.6,30.943,45.173,134.066,428.204,427.608,35.965,11.534,168.899,466.513,8.021,2.015,199.732,31.937,41.353,8.431,390.248,24.598,251.778,551.297,5.283,231.925,180.018,402.591,242.758,13.449,117.268,36.152,29.05,509.889,17.315,224.937,52.548,72.285,284.273,60.615,285.585,74.715,430.486,53.947,629.733,442.494,1.0,204.275,16.121,527.201,186.365,80.732,451.296,69.522125,22.81328,-4.0253353,27.508785
1496,8450,12328,94.66,43.18,1.0,84.816,133.058,20.717,50.106,107.893,2.756,152.109,90.601,9.024,121.814,28.78,3.578,56.621,3.123,48.621,83.594,137.694,3.117,2.071,149.093,201.623,462.332,274.726,3.075,49.539,18.009,155.273,117.425,9.785,72.07,56.672,99.394,223.931,132.875,116.723,71.414,436.756,174.826,52.693,1.0,210.468,82.657,2.008,594.93,133.872,17.415,62.133,-31.67751,-33.658726,1.0005913,-16.800852
1498,4342,451,190.74,14.32,84.023,518.622,187.493,2.643,1.0,2.998,58.938,146.862,289.371,2.003,1.0,4.205,8.734,12.997,1.0,450.291,2.311,126.389,111.059,1.0,3.51,145.037,13.169,211.789,17.598,165.807,1.0,19.34,16.023,229.415,27.819,43.269,1.0,140.122,22.678,22.255,412.482,226.715,33.967,13.022,113.79,1.0,2.737,3.016,191.162,1.0,2.173,69.588,36.971653,57.45791,14.382044,22.934978
1500,834,5796,109.01,420.58,33.665,91.612,166.324,33.862,86.935,37.963,36.114,223.466,385.152,7.018,1.0,106.776,26.781,20.631,3.123,613.858,4.933,231.222,386.208,1.0,66.261,330.228,416.973,380.62,3.075,390.441,7.804,20.419,335.252,224.394,153.867,70.074,51.201,98.218,1.0,77.755,519.204,448.251,59.941,388.097,342.594,2.151,124.355,14.105,213.304,84.66,8.035,65.115,34.212383,46.2563,10.997202,17.240192
1501,19181,2827,85.7,72.04,15.971,492.571,179.429,191.599,284.894,45.955,48.404,236.059,120.468,9.024,78.159,129.214,52.561,47.896,1.0,16.528,57.374,155.167,20.049,1.0,3.51,190.306,138.183,123.877,47.682,335.129,23.679,79.755,277.039,466.614,41.228,95.848,65.257,89.837,73.26,165.138,461.992,137.892,105.895,174.112,7.445,61.999,2.737,39.307,245.866,2.64,1.0,370.779,-1.5504389,-23.859604,-4.681014,-7.685976
1503,361,7142,31.55,518.26,29.582,54.235,141.122,60.151,139.111,18.982,13.29,200.38,406.779,5.012,1.0,190.116,34.515,26.084,8.431,641.809,2.311,139.75,553.413,4.212,171.683,261.296,317.405,292.708,8.262,180.481,33.884,64.651,323.985,19.825,267.847,107.189,31.121,275.893,19.065,94.287,96.719,260.155,56.944,496.292,390.932,1.0,270.296,12.089,372.206,263.463,146.394,45.731,61.232796,31.602436,-0.9087564,25.866179
1504,7254,2798,50.74,407.26,71.774,15.724,86.686,1.0,11.742,34.966,8.023,88.098,236.846,8.021,11.152,4.205,29.359,1.0,1.0,333.31,12.799,66.778,352.343,1.0,31.121,97.711,186.86,158.842,8.262,98.078,1.0,44.153,318.352,17.315,38.546,37.084,62.245,212.198,24.485,35.245,47.209,154.612,24.976,513.123,893.655,1.0,1.0,10.073,274.52,2.64,1.0,8.455,55.555077,42.72088,5.2936664,25.024933
1505,18063,10014,142.56,522.7,21.416,191.286,174.388,91.37,139.111,88.912,18.557,179.393,254.355,14.039,6.076,27.711,34.515,16.269,1.0,629.387,1.0,302.139,506.85,1.0,111.442,197.508,311.874,338.662,29.009,382.539,2.134,132.618,98.647,132.778,65.365,127.808,79.314,29.495,55.195,241.894,443.289,475.421,124.876,424.162,100.9,38.98,1.0,11.081,310.99,101.064,1.0,224.657,33.88705,39.729095,9.095357,15.85541
1506,6586,16809,135.88,7.66,1.0,528.816,241.929,32.219,2.535,52.948,20.313,45.074,156.514,22.063,48.716,27.711,2.289,65.346,5.247,11.352,58.685,210.667,1.0,3.141,91.362,344.631,214.518,176.824,12.411,203.058,27.081,27.971,57.335,127.758,97.548,47.393,116.462,66.371,93.132,45.872,215.543,379.282,149.851,1.0,1.0,104.583,21.849,2.008,438.632,101.064,9.208,87.481,-23.951422,-41.29435,-3.0391676,-16.69611
1507,699,898,97.22,56.5,131.659,48.571,219.752,147.235,2.535,1.999,55.427,47.172,391.331,1.0,1.0,147.378,2.289,65.346,8.431,337.451,2.311,159.278,197.837,5.283,46.181,115.201,8.744,335.665,4.112,299.007,49.759,4.237,72.357,318.521,266.506,36.053,1.0,76.428,6.42,86.021,169.334,356.293,3.997,51.491,436.048,1.0,21.849,3.016,175.532,220.813,152.257,112.828,41.200752,59.82566,13.280471,24.23332
1508,21897,14109,197.84,473.86,18.693,170.898,198.582,109.444,37.829,92.908,8.023,150.011,436.646,8.021,5.061,88.613,2.289,16.269,1.0,581.766,2.311,203.472,479.335,20.273,93.872,253.065,456.801,254.746,4.112,242.566,2.134,75.44,211.316,108.932,106.934,56.672,118.47,143.475,42.55,309.202,190.238,317.629,133.867,390.502,200.8,3.302,2.737,4.024,253.681,58.414,1.0,150.104,42.052887,35.208366,5.093132,17.987217
1509,8810,11227,213.19,234.1,11.888,309.082,62.492,91.37,383.106,110.89,18.557,180.442,178.142,350.048,86.28,145.241,53.85,35.9,2.062,18.599,49.508,315.5,32.748,1.0,73.791,368.295,462.332,321.679,16.561,232.407,7.804,181.165,248.872,141.563,74.752,230.904,177.708,121.685,93.132,167.5,491.698,402.272,624.376,81.545,20.335,170.185,25.323,9.065,380.021,63.335,10.38,90.463,12.210026,-30.855259,-9.245424,-24.31763
1510,16920,1845,87.27,47.62,11.888,259.245,100.799,99.586,90.005,19.981,34.359,87.048,18.508,21.06,111.662,84.339,87.365,5.362,1.0,45.515,19.354,60.611,43.331,1.0,18.57,176.931,257.664,243.757,13.449,215.475,1.0,136.933,151.226,592.117,1.0,182.449,63.249,39.552,58.808,270.234,561.012,304.044,126.874,284.711,10.668,105.734,34.01,4.024,326.619,73.177,1.0,212.728,0.30597496,-22.485622,-2.1366618,-3.5601764
1511,2430,16002,60.55,9.88,3.722,156.173,19.145,120.946,30.157,86.914,58.938,165.751,23.658,39.114,30.442,43.738,262.674,81.705,7.37,10.317,59.996,153.111,1.0,4.212,146.583,432.082,348.382,205.795,2.037,525.898,42.956,66.809,100.524,415.158,124.366,7.186,52.205,113.304,71.454,54.138,35.107,425.262,158.842,3.404,4.223,109.187,82.657,1.0,490.731,110.906,72.525,118.793,-21.60944,-34.48185,-4.1871524,-10.864197
1512,25142,192,98.07,52.06,6.444,20.255,181.445,22.36,260.341,16.984,13.29,130.072,241.996,16.045,204.049,200.8,22.914,41.353,1.0,285.689,52.13,254.861,20.049,1.0,638.553,225.286,213.412,342.658,3.075,87.919,1.0,199.505,209.438,18.57,30.501,50.486,152.607,369.758,136.488,104.915,48.309,521.4,171.829,517.931,1.0,75.81,1.0,21.161,308.385,135.512,2.173,103.882,0.5458069,5.9549313,1.9160992,5.4321933
1513,20475,10215,170.98,471.64,21.416,138.051,167.332,14.145,54.71,79.921,22.069,121.678,203.89,7.018,1.0,6.342,33.226,5.362,1.0,770.178,1.0,360.722,434.888,1.0,63.751,191.335,262.09,357.643,7.224,315.939,2.134,39.838,128.692,177.959,54.638,97.91,66.261,11.057,1.0,159.234,523.605,586.188,52.948,437.386,233.026,1.0,1.0,13.097,227.631,4.281,1.0,15.91,30.80812,43.017044,10.726486,16.166153
1515,12156,8839,83.71,209.68,18.693,127.857,65.517,295.113,269.548,84.916,431.149,161.554,39.106,14.039,115.723,70.449,38.382,24.993,4.185,8.247,160.945,88.361,17.932,3.141,76.302,237.632,218.944,99.901,32.121,188.383,20.277,234.028,305.207,282.126,136.435,39.146,96.382,121.685,194.297,214.734,141.828,169.242,169.831,1.0,4.223,198.959,91.344,9.065,507.664,312.675,50.246,74.061,-22.953266,-21.745375,-8.280645,-12.48318
1516,11645,13089,75.61,40.96,1.0,441.602,91.727,60.151,7.138,127.873,122.144,204.578,372.793,215.645,127.905,20.232,93.81,95.883,2.062,1.0,56.063,442.944,13.699,2.071,36.141,295.247,416.973,424.576,10.336,311.424,15.741,240.501,143.714,110.187,129.73,763.91,193.772,94.866,94.939,227.723,541.208,832.803,700.3,68.321,13.89,166.733,101.769,2.008,696.523,35.448,51.419,53.187,15.4905815,-28.437935,-10.444079,-24.964159
1517,1512,1511,178.66,256.3,17.332,179.959,130.033,1.0,8.673,7.993,8.023,182.541,352.195,99.295,2.015,43.738,13.89,32.628,4.185,374.719,7.555,78.083,375.625,2.071,159.133,183.104,89.505,232.768,2.037,130.814,23.679,2.079,77.991,70.026,235.664,164.923,8.028,29.495,51.582,1.0,207.841,340.618,159.841,152.473,284.587,1.0,188.638,8.057,110.408,74.818,16.243,6.964,42.39807,57.130356,12.223491,23.753187
1518,19838,14330,228.54,449.44,9.166,50.837,160.275,143.949,146.783,96.904,4.511,153.159,314.089,16.045,1.0,142.035,2.289,23.903,2.062,463.749,2.311,190.111,434.888,2.071,26.101,194.421,425.824,201.799,2.037,199.671,5.536,182.244,262.017,78.812,180.686,54.61,86.342,47.933,91.325,259.606,202.34,275.829,73.927,327.989,207.245,1.0,35.748,4.024,218.514,101.064,13.898,224.657,38.403877,31.72366,3.8316584,18.778437
1519,9748,8875,95.65,225.22,7.805,65.561,240.921,227.747,287.963,87.913,30.847,165.751,302.76,11.03,189.835,138.83,43.538,11.906,2.062,27.916,124.236,110.972,9.466,1.0,41.161,219.113,398.166,178.822,23.822,129.685,5.536,163.904,335.252,54.966,64.024,40.176,94.374,267.512,165.392,254.883,64.813,376.147,146.854,251.051,17.113,247.297,54.859,8.057,399.558,130.591,1.0,242.549,-26.030468,-10.918337,-10.44967,-9.018431
1520,12179,13061,97.5,7.66,1.0,227.531,93.743,61.794,7.138,83.917,27.336,210.874,191.531,7.018,91.357,26.643,2.289,24.993,3.123,7.211,90.15,158.25,1.0,2.071,46.181,211.911,228.9,207.793,1.0,234.664,21.411,157.431,136.203,258.28,49.274,51.517,59.233,185.379,91.325,200.564,238.648,293.594,185.815,2.202,1.0,320.956,110.456,2.008,574.09,22.325,53.764,30.821,-22.080505,-31.938995,-0.12220216,-12.963361
1522,13225,4246,73.62,191.92,11.888,38.378,305.438,7.572,13.276,76.924,13.29,137.418,314.089,9.024,161.409,6.342,35.804,30.447,1.0,38.268,386.441,72.944,1.0,1.0,103.912,204.71,279.791,316.684,26.935,161.292,2.134,115.356,164.37,29.866,64.024,253.585,125.498,438.482,402.045,39.968,83.517,198.501,156.844,567.22,55.784,357.786,34.01,7.048,256.286,28.887,2.173,3.982,-7.5037155,-2.558959,-1.7391242,3.3443103
1523,912,7805,15.07,680.32,32.304,350.99,197.574,112.73,393.848,75.925,15.046,278.034,416.048,8.021,11.152,270.249,29.359,60.984,4.185,600.4,1.0,273.361,644.424,3.141,199.294,244.834,460.12,339.661,5.15,195.156,16.875,31.207,797.195,31.121,208.846,81.415,39.153,135.094,4.613,239.532,331.066,243.435,125.875,447.004,761.529,1.0,216.437,12.089,114.316,61.695,11.553,427.439,68.892456,25.766396,-2.8868032,28.05915
1525,15463,6289,19.33,143.08,7.805,164.102,236.889,14.145,22.484,82.918,6.267,169.949,31.897,5.012,80.189,122.803,22.914,53.349,1.0,9.282,80.972,167.5,7.35,1.0,101.402,234.546,556.369,210.79,21.748,162.42,8.938,99.174,115.547,37.396,31.842,137.087,64.253,202.141,158.166,120.266,194.639,291.504,288.712,1.0,4.223,248.448,101.769,5.032,660.053,5.921,1.0,47.222,-28.640587,-28.915756,1.5794785,-15.020669
1526,5762,4522,73.34,464.98,52.719,73.49,167.332,79.868,106.885,69.931,48.404,39.827,456.214,12.033,10.137,88.613,282.009,54.44,1.0,286.724,4.933,112.0,324.828,14.92,18.57,213.969,314.086,225.775,7.224,321.583,1.0,41.996,376.564,299.696,74.752,135.025,59.233,32.847,152.747,184.032,92.318,239.255,12.988,451.812,519.835,87.319,1.0,9.065,423.003,55.133,1.0,194.836,53.61047,33.955044,1.4190762,23.408396
1527,5454,11891,64.38,203.02,5.083,508.429,135.074,40.434,2.535,106.894,25.58,443.834,310.999,390.169,124.86,2.068,51.272,982.55,2.062,4.106,725.996,648.5,3.117,1.0,28.611,888.886,632.704,925.075,775.925,761.82,573.639,82.991,53.579,397.588,867.247,641.226,274.093,254.102,76.873,181.67,592.919,252.84,957.043,318.372,1.0,312.9,32.273,643.142,344.854,117.468,1.0,102.391,-15.189476,41.638615,-19.277378,-23.528753
1529,618,17321,233.23,18.76,1.0,181.092,166.324,165.309,93.074,98.902,2.756,110.134,157.544,7.018,12.168,135.625,6.156,65.346,8.431,1.0,88.839,114.056,1.0,5.283,61.241,199.565,393.741,106.894,2.037,58.569,41.822,85.149,162.492,102.657,125.707,142.241,180.72,130.065,113.004,149.787,166.033,438.846,137.863,1.0,1.0,122.998,174.739,2.008,369.601,176.522,32.658,75.552,-29.444435,-37.133904,-1.4388696,-15.536591
1530,3600,8359,171.12,522.7,59.525,80.286,126.001,336.191,237.323,51.949,11.534,236.059,427.377,9.024,3.03,174.089,26.781,47.896,6.308,574.519,19.354,228.139,472.985,3.141,196.784,282.901,502.159,221.779,14.486,187.254,23.679,100.253,577.491,24.845,195.436,10.279,52.205,227.284,67.841,306.84,58.211,254.93,66.934,490.282,429.603,1.0,80.92,11.081,350.064,4.281,167.5,314.119,66.41336,25.139172,-3.1901991,27.304895
1532,23079,11658,234.8,647.02,26.86,130.122,274.188,5.929,57.779,89.911,6.267,118.529,357.344,45.133,35.518,3.137,37.093,78.433,2.062,499.982,58.685,219.917,498.383,10.637,56.221,158.412,236.645,290.71,114.075,140.973,67.902,105.647,104.28,32.376,308.075,173.17,128.511,7.705,2.807,122.628,254.051,306.134,103.897,456.621,287.81,1.0,23.586,122.977,165.112,1.0,2.173,9.946,45.722645,37.673763,5.210709,20.527933
1534,3473,2157,26.58,27.64,15.971,79.153,163.3,1.0,109.954,1.0,22.069,199.331,451.065,31.09,1.0,228.58,71.897,29.356,2.062,219.434,16.732,36.972,64.496,2.071,131.523,140.922,71.804,259.741,1.0,284.332,18.009,1.0,245.117,129.013,192.754,30.898,2.004,88.161,69.647,1.0,7.601,147.297,9.991,195.751,142.794,1.0,20.111,20.153,419.095,192.926,5.69,18.893,43.888466,56.053726,12.789995,25.846943
1535,19336,15527,59.41,316.24,7.805,158.439,163.3,1.0,90.005,80.92,20.313,122.727,178.142,5.012,19.274,2.068,4.867,29.356,2.062,631.457,25.909,203.472,356.576,11.707,3.51,184.133,220.05,255.745,2.037,515.739,4.402,16.104,102.402,182.979,125.707,49.455,108.43,371.435,122.036,19.894,589.618,557.974,116.884,133.238,65.452,2.151,44.435,9.065,261.495,37.089,2.173,15.91,24.844788,38.954483,11.927994,11.807718
1538,9698,9297,256.4,123.1,14.61,114.265,183.461,160.38,119.161,81.919,30.847,220.318,180.202,461.383,98.463,89.681,105.412,32.628,3.123,29.987,57.374,355.583,1.0,1.0,71.281,288.045,442.419,289.711,17.598,218.861,14.607,183.323,200.049,239.455,72.07,409.26,222.888,160.237,129.262,223.0,326.665,332.258,386.614,49.087,1.0,180.544,35.748,13.097,426.91,120.749,5.69,165.015,10.961203,-31.799381,-9.052034,-24.556421
1539,17661,14159,110.29,23.2,3.722,293.224,210.679,129.161,251.134,75.925,90.541,188.837,86.481,15.042,93.387,1.0,1.0,50.078,2.062,49.656,200.276,384.361,11.583,1.0,13.55,194.421,83.973,193.807,150.383,151.132,5.536,331.123,171.882,262.045,97.548,106.158,62.245,176.998,304.494,277.319,295.859,416.902,173.827,29.852,13.89,3.302,23.586,3.016,325.317,304.473,71.352,425.948,-16.332254,-37.874496,-6.0189857,-13.181787
1540,6396,1767,158.62,402.82,18.693,139.184,177.413,1.0,183.613,51.949,9.779,167.85,380.002,14.039,123.845,28.78,28.07,4.272,1.0,540.356,19.354,157.222,413.722,12.778,16.06,165.614,184.648,283.717,20.71,199.671,1.0,120.751,205.682,67.516,49.274,54.61,78.31,69.723,353.269,8.085,202.34,361.518,37.963,558.805,297.477,1.0,1.0,10.073,424.305,17.404,1.0,2.491,48.755783,45.273026,6.8778453,22.98165
1543,11288,14812,311.69,16.54,1.0,271.704,189.51,45.363,66.986,101.899,9.779,169.949,186.381,552.657,88.311,39.464,19.046,54.44,4.185,21.705,62.618,274.389,13.699,4.212,96.382,325.083,511.01,221.779,7.224,178.224,29.348,207.057,153.103,75.046,137.776,375.238,268.069,123.361,113.004,201.745,327.765,461.836,534.466,17.83,4.223,226.581,133.042,2.008,490.731,197.847,79.56,182.907,13.570641,-33.373947,-9.190221,-25.21624
1545,1613,5264,396.26,183.04,63.608,159.571,102.815,45.363,94.608,10.99,16.801,182.541,315.119,6.015,1.0,69.381,12.601,33.718,3.123,426.481,4.933,135.639,202.07,1.0,63.751,239.69,214.518,198.802,8.262,179.353,13.473,17.183,183.148,91.362,186.05,57.703,7.024,81.456,38.937,52.957,404.781,407.497,23.977,192.144,194.355,1.0,169.527,9.065,148.18,145.355,23.278,56.169,38.212025,56.18615,13.020642,22.471016
1546,24044,7483,58.42,45.4,9.166,128.99,278.22,1.0,1.0,43.957,20.313,159.455,380.002,19.054,27.396,27.711,114.435,29.356,1.0,2.035,130.791,161.333,1.0,1.0,23.59,150.181,241.07,72.928,6.187,15.675,1.0,61.415,10.389,132.778,19.773,465.963,734.939,79.78,11.839,31.702,139.628,364.653,161.839,16.628,1.0,59.697,2.737,9.065,219.816,2.64,1.0,3.982,-42.415226,-22.15274,7.963557,-19.385368
1547,17512,3124,26.58,109.78,10.527,158.439,393.14,94.656,194.355,38.962,13.29,164.702,398.54,14.039,136.027,77.928,30.648,6.453,1.0,13.423,154.39,179.833,13.699,1.0,101.402,282.901,414.761,259.741,9.299,194.027,1.0,105.647,230.094,316.011,1.0,393.796,165.659,4.352,271.976,217.096,334.367,584.098,163.837,182.527,4.223,203.562,1.0,6.04,369.601,1.0,1.0,190.363,-25.966717,-15.663172,6.5281277,-13.396799
1548,4719,8893,179.94,489.4,41.831,228.663,160.275,226.104,180.544,91.909,15.046,222.417,236.846,10.027,30.442,136.693,29.359,68.618,4.185,334.345,11.488,272.333,456.053,3.141,108.932,256.151,517.648,252.748,26.935,279.817,20.277,75.44,329.618,122.737,155.208,89.663,90.358,267.512,51.582,193.479,399.28,385.552,102.898,426.567,413.49,25.169,35.748,10.073,346.156,43.65,78.387,203.782,58.044586,24.82193,-1.3459567,26.788593
1549,9427,12373,105.46,1.0,2.361,319.276,114.912,5.929,120.696,96.904,29.091,154.208,200.8,11.03,103.54,39.464,7.445,36.99,1.0,3.07,63.929,84.25,1.0,1.0,56.221,304.507,295.279,187.813,5.15,445.753,5.536,158.51,185.026,310.991,23.796,47.393,102.406,155.208,100.358,102.553,159.432,319.719,174.826,4.606,1.0,268.014,56.597,1.0,588.417,137.153,10.38,65.115,-19.92566,-30.948357,-3.412865,-11.56534
1551,15003,7376,185.48,87.58,9.166,160.704,381.043,1.0,5.604,74.926,22.069,151.06,145.186,133.398,139.073,4.205,91.232,20.631,1.0,2.035,151.768,176.75,3.117,2.071,252.005,316.853,321.831,294.706,6.187,153.39,2.134,54.942,154.981,198.039,54.638,145.334,112.446,91.513,170.812,36.426,164.933,208.951,310.69,13.022,1.0,264.561,6.212,5.032,450.355,45.291,3.345,15.91,-29.592026,-29.02581,2.4731889,-16.778658
1553,1370,12808,144.83,3.22,2.361,313.612,426.407,1.0,1.0,23.977,27.336,216.121,330.567,8.021,35.518,39.464,92.521,66.437,6.308,2.035,98.016,79.111,1.0,2.071,297.186,210.883,117.163,153.847,9.299,147.746,59.965,6.394,21.656,85.087,159.231,285.545,96.382,213.874,118.423,5.723,27.405,229.85,147.853,4.606,4.223,208.166,254.659,12.089,391.743,89.581,4.518,74.061,-33.403286,-46.467262,-1.4753299,-19.912237
1554,20473,2897,151.79,624.82,17.332,122.194,104.831,2.643,2.535,66.934,83.518,179.393,262.594,9.024,115.723,6.342,35.804,4.272,1.0,419.234,8.866,180.861,489.917,1.0,146.583,168.7,190.179,227.773,13.449,287.719,1.0,91.622,42.312,233.18,33.183,77.291,109.434,111.628,69.647,167.5,450.99,363.608,87.913,454.217,336.148,1.0,1.0,8.057,321.409,7.562,1.0,81.516,36.912643,37.407207,7.46132,18.204903
1555,7174,5932,186.62,340.66,22.777,280.765,309.47,50.293,116.092,46.954,16.801,212.973,642.626,35.102,160.393,49.08,55.139,12.997,1.0,189.412,252.717,186.0,335.411,200.158,78.812,226.315,426.93,502.498,16.561,324.969,1.0,80.834,331.496,103.912,57.319,102.034,297.186,146.827,257.524,149.787,98.92,384.507,127.873,673.011,255.584,364.691,2.737,12.089,300.57,35.448,1.0,44.24,34.36161,25.873632,-9.307703,10.534984
1556,23147,16572,144.83,3.22,1.0,243.388,91.727,91.37,97.677,77.923,16.801,225.565,4.09,12.033,96.433,127.077,3.578,95.883,3.123,405.776,284.181,301.111,20.049,5.283,1.0,276.728,370.508,234.766,9.299,134.2,11.205,68.967,254.506,81.322,105.593,59.765,67.265,792.154,421.917,142.702,545.609,482.735,572.428,1.0,1.0,395.766,216.437,2.008,287.545,294.631,26.796,250.004,-3.3130035,-53.217136,14.748249,3.3088179
1557,22595,7048,28.0,229.66,17.332,142.582,80.638,7.572,36.295,72.928,20.313,74.456,6.149,4.009,27.396,41.601,28.07,8.634,1.0,221.505,1.0,405.944,53.913,1.0,18.57,165.614,231.113,35.965,10.336,214.346,1.0,29.05,76.113,400.098,6.364,184.511,52.205,66.371,19.065,120.266,387.177,75.194,53.947,130.834,1.0,25.169,63.546,7.048,495.941,10.842,1.0,72.57,-4.0623827,-25.884537,-6.459931,-1.2389524
1558,14160,3240,119.96,96.46,9.166,450.663,77.614,5.929,145.249,51.949,27.336,176.245,141.066,8.021,116.738,33.053,30.648,3.181,1.0,16.528,44.264,134.611,5.233,1.0,76.302,175.902,201.243,159.841,14.486,297.878,5.536,128.302,154.981,353.662,9.046,354.619,98.39,101.57,145.521,96.649,412.482,298.819,99.901,157.282,26.781,144.865,28.798,8.057,380.021,22.325,4.518,60.642,-0.6285267,-24.661121,-0.36981216,-4.895761
1559,23965,10044,196.0,600.4,28.221,221.867,215.719,93.013,90.005,79.921,15.046,165.751,385.152,6.015,16.229,5.274,34.515,18.45,1.0,705.994,1.0,332.972,504.733,1.0,46.181,197.508,327.362,362.638,23.822,239.18,2.134,66.809,192.538,85.087,168.617,81.415,92.366,26.143,1.0,215.915,367.373,428.396,127.873,463.834,245.916,1.0,9.687,14.105,287.545,5.921,1.0,114.319,39.957504,40.287773,6.7517796,19.030582
