cell,x,y,area µm²,ATG7,P2Rx7(Park7),GalMac3,CD31,CD44,Trem2,TMEM119,CD74,AQP4,S100B,CD3e,SMA,CD8,CD14,Neurofilament,GFAP,HLA-A,P2Ry12,CD68,H2A.x,PSD-95,Synaptophysin,CD40,CollagenIV,DAPI_1,CD11c,IBA1,PCNA,CD45,ApoE,MAP2,Claudin5,CD4,CD11b,Vimentin,A-Beta,iNOS,CD34,NeuN,CD163,HLA-DR,UMAP_1,UMAP_2,TSNE_1,TSNE_2
1985,5874,1839,74.62,8.536,1.0,95.666,61.972,12.497,177.997,1.0,49.455,2.158,3.225,94.336,5.49,33.356,139.694,1.0,23.99,147.195,125.743,26.333,12.95,27.464,1.0,281.117,50.023,353.747,71.745,312.846,15.286,4.077,177.294,1.0,100.432,164.298,96.453,100.598,9.227,133.919,60.434,13.08,215.145,41.002,3.3816528,7.781514,0.11408806,0.76208997
1987,12612,1485,76.89,16.071,1.0,5.455,29.141,7.387,124.789,148.092,389.672,4.473,1.0,56.386,3.245,28.301,76.377,38.937,25.035,17.244,104.6,70.39,48.799,42.901,87.618,191.876,6.3,435.875,51.379,298.621,51.001,55.36,20.188,10.322,22.056,81.048,91.029,7.036,5.701,60.075,1.0,4.624,90.142,55.74,-0.10026932,5.5340424,-0.2731584,-0.65980476
1988,13082,14088,210.35,346.559,150.577,132.418,90.113,11.22,57.465,407.546,182.449,115.601,153.409,62.54,3.245,269.962,202.006,498.392,67.879,177.362,69.714,126.563,39.239,126.702,172.312,190.636,113.619,42.737,207.874,365.367,304.067,319.983,262.443,50.717,55.98,313.721,387.15,49.29,92.673,161.346,90.784,5.832,35.837,125.217,15.6077175,-65.23917,17.972452,-0.34146976
1989,11678,7854,354.75,263.668,334.0,78.96,83.077,9.942,57.465,366.687,298.947,34.57,42.161,109.721,2.122,218.394,229.142,283.418,2.045,53.213,201.857,71.492,60.749,116.778,237.757,323.258,24.849,115.441,152.136,354.425,154.064,323.06,58.565,114.417,18.547,179.24,264.58,1.0,2.175,115.985,4.794,17.912,44.034,153.64,2.7465897,-45.108795,7.492756,-13.628788
1990,14723,11608,198.55,302.422,321.99,136.873,79.56,13.775,44.435,427.975,372.146,91.292,107.797,115.875,2.122,275.017,265.323,114.81,27.124,105.425,253.657,161.809,45.214,110.162,337.85,180.721,77.846,34.659,163.927,717.698,267.332,272.802,78.953,49.163,48.961,198.452,345.932,20.618,2.175,149.742,61.699,11.872,20.468,183.115,5.851822,-64.36873,13.929094,-0.40428576
1991,17860,8284,114.13,322.876,372.213,101.234,112.391,11.22,59.637,510.715,284.514,57.722,93.335,108.695,3.245,217.383,214.066,519.468,1.0,47.411,219.829,48.362,81.063,144.344,380.197,227.82,18.224,72.357,162.855,343.483,237.74,348.701,68.16,170.348,16.207,162.163,107.3,2.509,2.175,129.699,2.265,13.08,14.32,78.899,13.092348,-50.337826,18.279198,2.3354385
1992,6119,3431,157.34,336.871,141.843,91.211,70.18,25.272,71.582,578.132,91.724,86.662,51.061,82.028,5.49,104.136,89.443,51.582,39.664,31.167,168.029,89.115,29.679,83.699,303.202,299.708,14.249,25.235,173.574,177.165,75.491,250.237,257.646,70.914,24.396,185.644,114.893,10.054,272.493,93.832,1.0,8.248,7.148,51.529,13.668037,-22.57308,11.839054,-6.902479
1993,3692,9734,159.75,395.002,304.521,188.104,83.077,80.205,68.324,216.531,104.096,88.977,93.335,143.568,3.245,268.95,163.815,144.316,56.384,41.61,217.714,151.896,63.139,116.778,183.861,142.298,16.899,178.72,297.913,243.911,242.842,419.472,167.7,80.236,11.528,232.606,198.414,102.107,286.596,156.072,3.529,19.12,50.182,170.483,25.39842,-25.755238,15.814462,-6.177757
1994,4745,20933,147.39,37.601,91.62,2.114,5.69,107.032,65.066,57.181,408.229,20.679,49.949,69.72,1.0,114.247,132.659,38.937,18.765,19.564,97.2,401.922,52.384,18.642,1.0,144.777,6.3,255.462,121.052,222.027,317.333,335.368,11.794,1.0,5.679,243.279,435.961,46.272,1.0,29.483,3.529,4.624,3.049,173.641,1.246109,68.78285,-15.777323,6.4795895
1996,19615,3253,117.68,81.738,1.0,43.321,22.106,168.352,156.279,325.828,395.858,262.615,46.611,103.567,2.122,25.267,304.519,34.722,194.321,42.77,146.886,75.897,110.938,34.079,147.289,274.919,7.625,221.803,97.47,318.317,169.371,194.851,8.196,18.09,13.868,274.231,97.537,96.071,5.701,88.558,89.519,5.832,12.271,61.003,-0.35730743,1.2687798,-0.40376535,-2.7535985
1997,1439,2640,285.54,425.144,297.97,94.552,44.384,18.885,103.072,508.672,193.789,79.716,48.836,102.541,4.367,76.835,130.649,43.152,31.304,47.411,127.857,299.488,41.629,67.159,170.387,310.864,14.249,71.011,258.253,300.809,119.37,365.112,248.052,129.953,18.547,309.452,190.821,56.835,237.234,64.295,4.794,69.855,63.502,108.374,20.54881,-25.498459,15.92345,-8.168534
1999,4921,3355,139.14,257.209,223.728,80.074,66.662,3.555,67.238,513.779,316.474,10.261,11.012,107.669,4.367,132.447,103.513,165.392,1.0,31.167,127.857,144.186,47.604,105.752,241.607,315.821,14.249,171.988,167.143,287.679,174.473,210.236,47.772,111.309,24.396,134.413,118.147,4.018,5.701,87.503,1.0,22.744,8.172,91.531,1.051094,-27.168541,5.3139033,-9.393364
2001,7861,8591,235.93,306.728,272.859,107.916,72.525,29.105,67.238,325.828,235.028,62.352,85.548,132.285,2.122,228.505,180.9,135.886,36.529,42.77,228.286,244.417,64.334,94.725,126.116,412.499,27.499,211.032,184.293,404.758,263.25,271.776,45.373,55.378,22.056,198.452,297.121,4.018,5.701,129.699,9.852,16.704,86.043,112.585,-6.1606407,-37.919918,4.474669,-13.456516
2002,3229,13922,218.88,82.815,168.046,76.732,38.521,1.0,63.98,280.883,268.019,17.206,15.462,33.821,2.122,261.872,239.192,127.456,6.225,45.091,89.8,88.013,51.189,87.007,143.439,214.186,11.599,100.631,106.045,433.207,479.581,220.493,36.978,125.292,8.019,202.721,210.345,1.0,2.175,144.468,1.0,23.952,20.468,73.635,0.5734863,-69.49977,8.612674,2.6199148
2003,13964,3531,69.5,441.292,285.961,93.438,79.56,6.11,87.87,439.212,49.455,70.455,77.761,86.13,4.367,119.303,101.503,173.823,26.079,21.885,187.057,105.636,29.679,123.394,349.399,307.145,16.899,15.81,181.077,153.093,91.818,172.286,83.75,175.009,25.566,107.731,143.094,11.563,173.768,114.93,1.0,21.536,6.123,50.476,13.34613,-27.179281,9.972977,-8.319101
2004,21084,9783,128.06,201.231,103.63,90.097,50.246,225.839,231.204,82.718,212.347,212.839,103.347,117.926,3.245,188.06,246.227,127.456,327.033,39.289,267.4,140.882,72.699,126.702,262.78,89.001,6.3,112.748,158.568,272.36,86.716,263.571,26.185,36.734,12.698,68.24,118.147,46.272,15.104,138.138,1.0,5.832,8.172,94.689,11.8639145,9.705957,-15.714415,19.103306
2005,10040,14238,61.97,561.861,176.78,646.953,312.894,107.032,126.961,14.279,103.065,3.315,183.445,110.746,3.245,620.825,261.303,1.0,137.892,382.732,96.143,150.795,60.749,319.666,1.0,535.205,121.569,481.651,131.77,190.296,615.298,722.044,214.472,1.0,422.124,375.625,631.205,319.412,2.175,307.979,537.172,31.2,25.591,121.006,62.495193,-58.43953,-10.238673,-18.389914
2006,2784,10668,147.53,195.848,366.754,112.371,108.873,21.44,62.895,463.727,346.372,21.837,25.474,115.875,3.245,247.717,324.62,262.342,22.945,92.662,260.0,146.389,28.484,152.063,180.012,139.819,16.899,22.542,231.456,351.142,209.168,377.42,59.765,111.309,10.358,242.212,324.238,2.509,4.526,144.468,1.0,14.288,37.886,124.164,11.456854,-68.22662,14.903742,1.7114292
2007,6636,19130,313.39,144.176,64.325,2.114,20.933,252.666,43.349,126.641,232.966,22.994,56.624,53.309,2.122,77.846,113.563,81.089,40.709,35.808,64.429,154.099,38.044,5.411,6.775,111.311,11.599,174.681,128.555,437.584,241.821,365.112,15.391,1.0,17.377,290.24,401.251,26.654,3.351,6.275,41.466,4.624,13.295,137.849,2.3078423,61.097034,-14.083702,5.963203
2008,5537,21471,183.2,75.279,57.774,2.114,19.761,633.359,43.349,77.61,226.78,2.158,75.536,63.566,1.0,20.212,93.463,97.949,53.249,32.328,77.114,333.633,11.755,12.026,18.324,56.775,10.275,77.743,139.274,346.766,175.493,498.449,8.196,1.0,6.849,262.49,491.28,38.727,5.701,10.494,25.027,2.208,10.222,282.067,6.105198,59.74039,-16.406658,11.373982
2009,646,14289,200.4,48.366,47.948,17.706,27.968,2.277,28.147,129.706,382.455,3.315,9.9,63.566,2.122,23.245,78.387,76.873,6.225,21.885,53.857,118.853,66.724,39.593,79.919,95.199,11.599,167.949,94.254,378.497,491.826,171.261,36.978,67.807,3.34,134.413,111.638,1.0,37.434,5.22,27.556,8.248,34.812,66.267,15.726416,30.170448,-2.426643,6.18978
2010,15687,9856,314.96,255.056,168.046,111.258,88.94,11.22,57.465,341.15,208.223,51.934,126.709,110.746,2.122,138.514,186.931,68.443,46.979,91.502,188.114,107.839,59.554,75.98,162.688,108.833,64.597,128.904,149.992,411.323,199.984,183.569,41.776,88.005,70.018,166.433,245.055,40.236,2.175,98.052,112.281,11.872,18.418,106.269,6.1175213,-73.54439,-2.0994875,-5.63524
2011,18510,19871,83.15,313.187,1.0,73.391,19.761,30.382,22.717,1.0,110.282,11.418,79.986,78.951,2.122,42.456,845.225,1.0,7.27,112.387,87.686,242.214,2.195,1.0,1.0,165.847,12.924,92.553,38.516,749.429,176.514,477.935,36.978,1.0,6.849,657.394,484.772,200.196,2.175,117.04,12.381,2.208,952.868,147.323,-59.62561,-21.943285,-22.10035,-13.197777
2012,13019,12668,97.78,271.204,316.531,74.505,72.525,9.942,27.061,233.896,143.272,106.341,79.986,98.438,2.122,258.839,115.573,262.342,9.36,28.847,206.086,57.173,44.019,196.169,418.694,118.748,16.899,27.927,129.627,184.825,213.249,292.29,52.569,313.285,5.679,92.788,279.765,7.036,2.175,129.699,9.852,14.288,8.172,103.111,24.300056,-69.32474,16.802158,6.197827
2013,1103,20007,379.63,52.672,54.498,2.114,10.38,225.839,68.324,74.546,240.183,13.733,66.636,51.258,2.122,16.167,112.558,119.025,61.609,38.129,76.057,177.229,30.874,7.616,1.0,95.199,7.625,111.402,82.464,362.084,108.145,279.982,6.996,1.0,12.698,236.875,306.883,19.109,3.351,7.329,4.794,2.208,27.64,179.957,15.542194,61.07068,-13.052213,9.7697115
2014,6266,1904,42.5,3.153,1.0,24.388,26.796,57.21,175.825,16.322,459.777,132.965,7.675,106.644,4.367,56.612,269.343,5.215,96.093,36.969,206.086,154.099,57.164,26.361,37.572,201.792,7.625,367.21,117.836,357.708,101.002,106.644,44.174,2.554,17.377,241.144,162.619,26.654,9.227,105.436,1.0,3.416,22.517,87.32,0.030132294,6.6877785,-0.6986324,-0.40813312
2016,4007,4459,63.11,431.603,306.705,160.261,49.074,101.922,98.728,585.282,350.495,132.965,309.155,78.951,2.122,119.303,341.705,60.013,77.283,85.7,168.029,137.578,27.289,48.414,58.746,468.274,75.196,247.384,230.384,401.475,220.392,278.956,53.768,86.451,34.924,343.606,194.075,28.163,6.876,92.777,13.646,11.872,117.806,193.642,-2.9859543,-33.490025,1.3827711,-15.21184
2017,14083,4149,392.28,524.183,200.8,215.946,49.074,136.414,60.723,411.632,182.449,116.759,135.609,99.464,2.122,49.534,143.714,34.722,62.654,35.808,124.686,270.851,29.679,42.901,156.913,282.356,12.924,136.982,352.579,287.679,153.044,469.73,267.24,63.146,9.189,239.01,192.99,194.16,284.246,81.173,7.323,7.04,62.477,258.908,22.603113,-21.826538,16.180006,-7.9955573
2018,18701,14098,85.42,167.859,171.321,44.435,39.694,3.555,381.054,233.896,23.681,6.788,8.787,71.771,2.122,382.197,9.04,5.215,1.0,6.801,42.229,46.159,185.026,155.371,49.121,44.381,3.65,458.763,187.509,92.912,387.743,173.312,3.399,1000.0,3.34,185.644,59.573,1.0,5.701,101.216,16.175,1000.0,10.222,52.582,2.7295341,-20.762238,8.210762,-2.9033003
2019,14690,6862,124.65,395.002,299.062,87.87,80.732,15.052,54.208,694.58,197.913,114.444,68.861,95.361,3.245,212.327,276.378,283.418,32.349,50.892,208.2,82.506,28.484,148.755,285.879,405.062,23.524,18.503,164.999,464.939,171.412,296.392,51.37,248.031,20.886,164.298,169.127,4.018,3.351,143.413,2.265,8.248,9.197,106.269,5.494648,-42.002777,8.803278,-16.362715
2020,6031,19897,268.2,78.509,98.17,1.0,10.38,184.959,30.318,121.534,444.313,10.261,58.849,37.924,2.122,76.835,111.553,47.367,40.709,24.206,96.143,202.562,22.51,16.437,4.85,50.578,12.924,115.441,111.405,298.621,189.779,379.471,2.199,1.0,11.528,166.433,274.342,17.6,2.175,9.439,13.646,3.416,25.591,172.588,8.259132,67.1662,-13.996877,7.617052
2021,6623,15178,57.56,103.268,171.321,1.0,8.035,275.661,17.288,98.04,278.328,24.152,219.045,55.36,2.122,64.701,100.498,114.81,79.373,30.007,87.686,103.433,12.95,2.103,1.0,133.622,14.249,23.888,72.817,387.251,185.698,208.185,9.395,1.0,6.849,209.125,137.671,17.6,2.175,4.165,50.318,3.416,2.025,164.166,16.74881,51.849182,-10.640199,11.574166
2022,13448,95,122.09,58.055,1.0,24.388,45.556,16.33,193.199,577.11,257.709,51.934,6.562,62.54,3.245,26.278,109.543,76.873,50.114,57.854,121.514,295.083,71.504,44.003,183.861,168.326,12.924,387.406,88.895,428.83,96.92,151.773,34.58,35.18,23.226,171.769,132.248,8.545,12.753,117.04,1.0,9.456,12.271,145.218,-1.1287804,-0.15159607,0.33878645,-2.5641153
2023,18862,21249,341.54,222.761,100.354,102.348,65.489,11.22,28.147,206.316,106.158,106.341,126.709,50.232,2.122,36.39,100.498,123.241,100.273,46.251,84.514,95.723,41.629,150.96,318.601,80.325,114.944,53.508,201.443,288.773,154.064,191.774,58.565,58.485,27.905,142.952,171.296,34.199,2.175,17.879,28.82,14.288,16.369,91.531,40.689472,19.940594,4.3738823,13.261231
2024,4762,20455,217.17,36.525,137.475,12.137,6.863,89.147,62.895,58.202,346.372,34.57,88.885,66.643,1.0,107.169,245.222,51.582,53.249,32.328,95.086,236.707,54.774,17.54,1.0,100.156,15.574,250.077,85.679,301.904,352.028,319.983,24.986,1.0,8.019,186.712,170.212,53.817,2.175,25.263,13.646,3.416,7.148,194.694,7.057602,64.491745,-11.50713,6.4029617
2025,8794,20812,61.68,118.339,74.151,45.548,73.697,1.0,18.374,103.147,183.48,4.473,7.675,70.745,2.122,247.717,163.815,237.051,3.09,24.206,99.314,75.897,67.919,168.603,536.11,91.48,18.224,124.865,173.574,191.39,271.414,336.393,27.384,77.129,9.189,108.798,317.73,2.509,2.175,24.208,1.0,15.496,23.542,148.376,42.152206,10.57749,7.3964386,11.720299
2026,8055,3553,148.24,411.15,347.102,218.174,43.211,49.545,90.041,320.721,98.941,121.389,510.512,79.976,3.245,71.779,146.729,47.367,126.397,53.213,155.343,36.246,22.51,29.669,178.087,227.82,16.899,27.927,160.711,304.092,40.797,193.825,101.739,21.198,23.226,183.51,183.228,22.127,133.808,95.942,6.058,4.624,10.222,75.741,0.47042847,-23.074322,-0.039916202,-9.896208
2027,2517,5302,159.04,330.412,249.931,92.324,90.113,18.885,56.379,362.601,160.799,65.825,55.511,136.388,3.245,229.516,144.719,355.076,5.18,42.77,198.686,73.695,24.9,159.781,230.058,405.062,19.549,19.849,181.077,236.252,108.145,308.7,50.17,209.19,22.056,263.558,126.824,65.89,5.701,141.303,2.265,33.615,99.363,74.688,11.607555,-42.733154,9.917401,-12.778466
2029,19424,3393,170.7,105.421,1.0,47.776,49.074,20.162,145.421,484.156,246.368,168.851,4.337,123.054,3.245,97.058,148.739,72.658,42.799,25.366,248.371,137.578,75.089,93.623,260.855,308.385,10.275,205.647,133.914,376.309,132.635,158.953,82.551,100.434,20.886,123.74,158.28,5.527,23.331,128.644,1.0,14.288,13.295,66.267,1.0531921,-7.606411,2.6487696,-4.2692347
2030,17071,4747,66.09,429.45,240.105,87.87,98.32,7.387,53.122,513.779,75.229,72.771,21.024,101.515,3.245,126.381,79.392,161.177,6.225,34.648,184.943,59.376,35.654,116.778,518.786,253.849,18.224,23.888,271.116,145.434,82.634,293.315,76.555,314.838,18.547,99.192,131.163,11.563,3.351,109.656,1.0,38.447,38.911,96.795,15.792524,-34.609337,11.433156,-9.83702
2031,18874,17653,149.66,333.641,137.475,106.803,52.592,688.292,299.614,131.748,130.901,452.46,392.59,54.335,4.367,108.18,711.556,13.646,754.43,50.892,102.486,82.506,130.057,159.781,108.792,201.792,12.924,314.702,160.711,319.411,167.33,302.546,188.088,16.537,11.528,227.269,99.707,115.689,25.681,74.844,1.0,7.04,5.098,79.952,38.60694,69.41991,-16.252977,20.99061
2032,22502,15638,133.6,38.678,1.0,63.368,12.725,727.894,167.138,160.35,424.724,314.707,98.898,75.874,2.122,7.067,554.772,1.0,429.441,54.373,66.543,285.17,78.673,77.083,2.925,112.551,8.95,256.809,89.967,574.358,128.554,249.211,96.942,2.554,10.358,264.625,143.094,112.671,15.104,19.988,1.0,4.624,72.723,293.647,36.212765,69.20517,-15.624774,20.961105
2033,12642,7884,126.64,232.449,300.154,86.756,38.521,20.162,68.324,264.54,409.26,46.146,32.149,106.644,2.122,217.383,189.946,215.975,10.405,42.77,223.0,80.303,128.862,81.493,187.711,314.582,16.899,246.038,140.345,409.135,339.782,235.878,62.163,49.163,16.207,151.49,197.329,2.509,12.753,111.766,3.529,8.248,11.246,166.272,-6.605236,-42.512367,3.7868855,-13.784674
2034,5833,16795,150.51,126.952,134.2,3.227,11.553,173.462,37.92,46.966,60.796,53.092,138.947,79.976,1.0,72.79,123.614,102.165,86.688,52.052,89.8,269.75,381.002,14.232,1.0,164.608,11.599,260.848,117.836,521.837,166.309,260.494,3.399,1.0,9.189,185.644,220.107,16.091,2.175,18.933,12.381,3.416,31.738,529.449,4.6789474,61.87655,-19.205318,7.9615707
2035,2424,18613,114.84,45.137,132.016,23.274,12.725,210.509,30.318,146.049,343.279,43.831,189.008,71.771,2.122,42.456,324.62,127.456,94.003,122.829,105.657,377.69,4.585,20.848,1.0,300.948,48.698,40.044,147.849,413.512,152.023,452.294,38.178,1.0,15.037,435.394,549.853,32.69,3.351,18.933,7.323,2.208,4.074,384.178,-4.150696,63.006424,-17.374388,4.501309
2036,16824,14904,140.0,118.339,89.436,52.231,51.419,1.0,56.379,373.837,424.724,12.576,21.024,73.822,2.122,63.69,236.177,89.519,9.36,20.725,70.771,322.619,120.498,51.722,195.41,107.593,16.899,272.965,143.561,678.307,317.333,214.339,23.786,83.344,5.679,232.606,276.511,2.509,3.351,8.384,1.0,20.328,5.098,92.584,23.307598,10.761676,4.204003,5.375975
2037,9193,15568,76.18,168.935,176.78,7.682,12.725,250.111,15.116,81.696,88.632,28.782,125.597,74.848,2.122,61.668,118.589,194.899,55.339,27.686,64.429,45.057,10.56,29.669,29.873,172.045,10.275,64.279,83.535,343.483,113.247,227.672,6.996,2.554,5.679,209.125,215.769,44.763,2.175,6.275,30.085,2.208,21.492,156.798,17.301193,49.169205,-9.916216,12.538025
2038,11226,8640,113.7,238.908,241.197,72.278,73.697,20.162,36.834,354.429,168.015,61.195,33.262,104.592,2.122,240.639,122.609,258.127,4.135,31.167,239.914,51.666,30.874,154.268,293.578,387.71,19.549,14.464,148.921,204.52,88.757,267.674,50.17,168.795,16.207,141.885,203.837,1.0,2.175,125.479,7.323,8.248,6.123,145.218,11.453918,-40.146397,9.488933,-12.145206
2040,16673,18551,87.55,177.547,136.384,80.074,67.835,1.0,17.288,211.423,338.124,66.983,96.673,66.643,2.122,112.225,175.875,13.646,28.169,26.526,50.686,43.956,24.9,180.732,324.376,46.86,12.924,9.078,177.862,304.092,155.085,225.621,65.761,91.112,4.509,115.202,197.329,5.527,146.736,11.549,1.0,67.439,4.074,87.32,37.92473,17.05209,4.218938,11.895828
2041,3732,16961,44.77,84.968,338.367,45.548,10.38,172.184,20.546,43.902,37.084,93.607,419.29,79.976,1.0,31.334,99.493,51.582,267.47,23.045,69.714,25.232,9.365,2.103,1.0,127.424,61.947,27.927,49.235,181.542,55.083,85.105,15.391,2.554,12.698,158.962,57.404,56.835,3.351,3.11,11.116,3.416,5.098,48.371,19.9236,47.426094,-8.596234,14.797807
2042,20875,9998,112.99,86.044,45.764,91.211,65.489,96.812,101.986,224.702,397.92,259.143,39.937,141.516,3.245,181.993,160.8,123.241,85.643,41.61,268.457,108.94,69.114,95.828,272.405,55.536,76.521,171.988,138.202,324.882,237.74,254.34,59.765,42.949,17.377,122.673,148.518,25.145,9.227,144.468,17.439,5.832,8.172,119.954,9.302067,-55.5148,2.7282178,2.819358
2043,5873,4494,118.54,400.385,346.01,92.324,88.94,52.1,50.95,351.365,74.198,35.728,39.937,84.079,4.367,169.859,143.714,60.013,43.844,20.725,151.114,31.84,24.9,130.01,285.879,274.919,14.249,10.425,155.352,190.296,106.104,248.186,44.174,150.151,20.886,93.856,133.332,7.036,11.578,82.228,1.0,22.744,9.197,78.899,11.949448,-26.94061,9.220586,-8.236214
2044,12845,15102,154.64,130.181,67.6,5.455,40.866,1.0,32.49,200.187,395.858,4.473,15.462,56.386,1.0,111.214,291.454,60.013,1.0,36.969,62.314,156.302,63.139,55.03,237.757,175.763,14.249,209.686,91.039,734.111,415.294,231.775,62.163,128.4,5.679,233.673,305.798,1.0,2.175,11.549,2.265,23.952,65.551,107.321,24.497314,11.227599,4.3731365,5.975882
2045,10051,19139,126.07,217.378,151.669,65.595,78.387,1.0,29.233,158.307,61.827,32.255,84.435,65.617,2.122,171.882,96.478,258.127,28.169,17.244,58.086,29.637,22.51,184.04,682.399,43.141,15.574,14.464,160.711,121.361,187.739,230.749,23.786,229.387,11.528,67.173,168.042,1.0,2.175,13.659,1.0,17.912,7.148,136.797,48.058086,11.661461,8.269638,14.441581
2046,3810,21512,186.33,81.738,85.069,3.227,11.553,146.634,90.041,128.684,443.282,14.891,45.499,71.771,2.122,37.401,216.076,72.658,42.799,27.686,149.0,373.284,39.239,5.411,1.0,93.959,8.95,295.853,113.548,287.679,272.434,331.265,14.192,1.0,9.189,283.837,463.078,14.582,2.175,19.988,11.116,2.208,4.074,229.433,0.20222473,69.426895,-15.878646,6.0234776
2047,18648,5181,206.94,392.849,219.361,106.803,85.423,12.497,65.066,505.607,166.985,76.243,74.423,90.233,3.245,119.303,113.563,224.405,6.225,25.366,180.714,113.346,34.459,137.728,547.659,258.806,12.924,31.966,207.874,231.875,85.696,310.752,65.761,159.473,18.547,137.615,133.332,2.509,5.701,126.534,2.265,16.704,13.295,116.796,16.088469,-35.51416,11.677754,-10.354788
2048,10433,5241,154.07,478.97,337.275,124.622,63.144,63.597,59.637,545.445,219.563,75.086,154.521,99.464,4.367,153.681,376.881,114.81,75.194,74.098,162.743,67.086,63.139,99.136,164.613,293.511,18.224,103.323,250.75,544.815,158.146,402.036,176.095,176.563,20.886,346.808,142.01,79.471,187.872,133.919,6.058,14.288,247.932,162.061,6.0091896,-35.057728,8.779246,-18.117577
2049,10146,12347,238.78,145.252,243.38,46.662,9.208,230.949,27.061,207.337,352.557,38.043,186.783,108.695,1.0,158.737,285.424,182.253,108.633,62.495,191.286,161.809,87.038,20.848,6.775,242.694,11.599,190.837,141.417,438.678,257.128,380.497,40.576,1.0,4.509,189.913,472.84,28.163,1.0,95.942,37.672,7.04,22.517,197.852,-3.912201,46.68674,-9.886028,2.0725496
2050,5534,6512,65.38,442.369,390.774,122.395,125.289,25.272,55.293,449.426,181.418,58.879,124.484,90.233,4.367,281.084,164.82,199.114,41.754,56.693,208.2,56.072,36.849,152.063,251.231,452.161,20.874,19.849,252.894,362.084,169.371,348.701,68.16,227.834,22.056,212.327,149.603,53.817,162.015,139.193,2.265,57.775,49.157,64.161,10.401579,-38.004425,10.188077,-14.316639
2051,2814,19331,221.58,39.754,116.731,2.114,10.38,186.237,23.803,120.512,228.842,14.891,92.223,55.36,2.122,9.089,155.775,64.228,43.844,46.251,59.143,89.115,4.585,3.205,1.0,177.002,7.625,69.664,74.96,316.128,374.477,376.394,4.598,1.0,12.698,443.933,431.622,22.127,4.526,7.329,55.376,2.208,35.837,241.013,-1.0982914,61.08062,-14.664828,4.962687
2052,12032,15888,59.84,263.668,242.289,38.866,98.32,1.0,18.374,185.887,97.91,34.57,29.924,56.386,2.122,214.349,111.553,127.456,1.0,19.564,68.657,25.232,30.874,217.119,501.462,163.368,15.574,13.117,172.502,147.622,178.555,278.956,36.978,417.379,6.849,105.596,233.124,2.509,2.175,16.824,2.265,32.407,12.271,98.9,48.219475,12.432852,7.9150224,14.986365
2053,18023,12581,200.26,299.193,281.593,96.779,119.426,20.162,53.122,433.083,111.313,71.613,77.761,93.31,3.245,276.028,180.9,460.456,33.394,36.969,221.943,115.549,34.459,180.732,468.74,92.72,14.249,9.078,188.58,214.368,136.717,316.906,66.96,143.936,8.019,78.913,207.091,5.527,119.705,136.029,1.0,13.08,6.123,56.792,22.584902,-63.95575,17.772533,4.6163554
2055,12890,19541,293.92,204.46,20.652,72.278,90.113,1.0,41.177,131.748,384.517,26.467,65.523,49.206,1.0,127.392,436.178,178.038,9.36,49.732,68.657,110.042,36.849,110.162,303.202,55.536,19.549,100.631,210.018,394.91,271.414,284.084,62.163,119.078,6.849,168.567,329.661,4.018,248.987,12.604,1.0,29.992,126.003,162.061,33.231964,9.200907,7.4072084,8.306282
2056,14399,16810,63.25,643.676,10.826,247.13,425.458,108.309,45.521,57.181,61.827,36.885,58.849,103.567,2.122,156.715,791.959,30.506,26.079,452.348,61.257,452.588,27.289,19.745,45.272,307.145,476.651,395.484,162.855,527.308,789.792,634.862,38.178,22.751,398.728,187.779,825.365,450.701,3.351,25.263,380.367,20.328,10.222,74.688,57.071884,-53.024376,-12.339834,-18.96144
2057,10503,16613,238.63,237.832,148.393,18.819,45.556,6.11,37.92,145.028,304.102,56.564,48.836,66.643,2.122,169.859,185.926,279.203,16.675,41.61,103.543,125.462,42.824,160.884,345.549,164.608,16.899,188.144,123.195,311.751,285.7,302.546,77.754,126.846,9.189,140.817,237.463,2.509,28.032,16.824,1.0,9.456,4.074,139.955,36.911003,10.001751,7.007516,10.129219
2058,8128,6841,73.34,121.569,58.866,215.946,265.993,16.33,115.016,4.064,112.344,2.158,68.861,137.414,559.991,160.759,696.481,1.0,13.54,246.979,240.971,113.346,24.9,72.672,1.0,582.304,220.939,481.651,190.724,193.578,349.987,119.977,21.388,1.0,293.447,439.663,314.476,191.142,6.876,222.531,122.397,56.567,593.228,225.222,-48.348034,-17.30411,-18.385508,-13.895712
2059,1275,767,286.53,108.651,1.0,115.712,66.662,20.162,147.592,136.856,42.238,72.771,53.286,83.053,4.367,2.011,194.971,1.0,148.342,163.439,119.4,64.883,46.409,4.308,2.925,175.763,292.485,85.821,116.764,100.572,82.634,135.362,84.95,16.537,120.319,340.404,96.453,216.796,12.753,21.043,119.868,16.704,16.369,76.793,6.3441086,7.2329655,-10.663675,-6.5934987
2060,7339,19900,138.72,38.678,19.561,2.114,15.07,62.32,19.46,68.417,249.461,1.0,104.46,44.078,2.122,65.713,67.332,207.544,57.429,9.122,73.943,155.201,26.094,15.334,112.642,29.507,11.599,103.323,94.254,211.085,160.187,235.878,2.199,5.661,10.358,142.952,183.228,10.054,2.175,4.165,18.704,4.624,3.049,117.848,23.182568,43.544518,-7.023634,10.9477005
