cell,x,y,area µm²,ATG7,P2Rx7(Park7),GalMac3,CD31,CD44,Trem2,TMEM119,CD74,AQP4,S100B,CD3e,SMA,CD8,CD14,Neurofilament,GFAP,HLA-A,P2Ry12,CD68,H2A.x,PSD-95,Synaptophysin,CD40,CollagenIV,DAPI_1,CD11c,IBA1,PCNA,CD45,ApoE,MAP2,Claudin5,CD4,CD11b,Vimentin,A-Beta,iNOS,CD34,NeuN,CD163,HLA-DR,UMAP_1,UMAP_2,TSNE_1,TSNE_2
1,15234,12907,416.01,251.827,223.728,84.528,74.87,13.775,72.667,331.957,286.576,51.934,84.435,104.592,2.122,283.106,133.664,376.152,8.315,40.449,223.0,110.042,71.504,143.242,308.977,85.283,14.249,87.167,169.286,292.056,219.372,291.264,92.145,246.477,5.679,145.087,276.511,4.018,31.558,140.248,1.0,81.935,18.418,92.584,18.035828,-69.12826,15.850586,3.9985788
2,9137,14431,329.6,190.466,265.216,3.227,17.415,285.881,24.889,427.975,271.111,19.521,142.284,66.643,2.122,68.746,256.278,232.835,89.823,72.937,83.457,198.157,10.56,13.129,6.775,255.088,12.924,40.044,187.509,461.656,243.862,493.32,18.989,7.215,9.189,454.606,492.365,14.582,17.454,6.275,11.116,2.208,4.074,329.438,-3.3227234,49.915916,-10.390502,0.6057319
3,1340,11145,494.47,146.329,282.685,121.281,66.662,25.272,60.723,237.982,283.483,25.309,21.024,135.362,2.122,191.093,166.83,194.899,35.484,41.61,260.0,106.738,35.654,111.265,108.792,116.269,26.174,147.753,180.005,312.846,141.819,228.698,52.569,103.541,8.019,152.558,254.818,7.036,4.526,157.127,4.794,25.16,73.748,197.852,10.100174,-76.97476,12.271806,4.2339892
4,6271,19411,213.48,165.706,101.446,1.0,5.69,245.001,19.46,157.285,183.48,6.788,65.523,62.54,2.122,68.746,131.654,173.823,40.709,20.725,51.743,145.288,14.145,10.924,8.699,66.691,12.924,95.245,113.548,249.382,166.309,331.265,2.199,1.0,13.868,218.731,196.244,26.654,1.0,7.329,16.175,3.416,4.074,162.061,18.237291,52.855545,-10.302491,11.059784
5,14675,10267,246.03,349.789,340.551,125.736,92.458,25.272,50.95,417.761,299.978,161.905,227.944,115.875,12.225,232.55,177.885,178.038,58.474,84.54,246.257,204.765,35.654,153.166,310.902,132.382,43.398,44.084,156.424,443.055,171.412,261.52,72.957,100.434,46.622,195.25,281.935,55.326,2.175,138.138,59.17,10.664,10.222,159.956,13.24654,-62.513054,16.313099,0.59244424
6,22812,20514,213.48,228.143,77.426,116.826,23.278,15.052,14.03,329.914,248.43,117.917,62.186,124.08,1.0,46.501,178.89,650.139,21.9,25.366,258.943,214.678,42.824,114.573,426.393,82.804,46.048,33.313,320.423,341.295,385.702,403.062,144.914,122.185,11.528,234.74,382.811,20.618,318.329,44.251,9.852,22.744,85.018,241.013,44.89336,-0.3003769,13.404259,11.656621
7,97,20167,58.13,24.683,77.426,44.435,3.345,4.832,10.773,10.193,177.294,72.771,118.922,62.54,1.0,9.089,289.444,1.0,96.093,35.808,66.543,50.564,2.195,9.821,1.0,92.72,91.095,31.966,80.32,292.056,313.251,56.386,5.797,1.0,3.34,267.827,125.739,19.109,1.0,9.439,17.439,4.624,252.031,171.535,21.40978,36.760826,-18.623722,-7.471844
8,7546,16881,90.82,129.105,158.22,2.114,15.07,233.504,17.288,41.859,229.873,60.037,256.869,59.463,1.0,105.147,123.614,106.38,57.429,30.007,84.514,329.227,5.78,23.053,33.723,152.213,11.599,29.274,102.829,412.417,284.679,343.573,23.786,2.554,12.698,293.442,368.71,50.799,2.175,5.22,26.291,3.416,6.123,175.746,2.748394,57.507294,-15.794793,9.613913
9,9329,2821,49.75,42.984,1.0,27.729,24.451,107.032,79.183,4.064,306.164,50.776,13.237,132.285,3.245,52.568,150.749,47.367,48.024,25.366,273.743,36.246,58.359,58.338,143.439,277.398,7.625,196.222,78.176,240.629,35.695,55.36,16.591,4.107,23.226,121.606,158.28,20.618,4.526,146.578,1.0,3.416,23.542,113.638,3.805294,6.2622833,1.0616205,0.052982446
10,15705,21220,94.8,67.744,10.826,15.478,5.69,2.277,21.632,74.546,375.238,55.407,52.174,41.001,1.0,49.534,109.543,1.0,17.72,2.16,45.4,132.071,90.623,59.44,203.11,54.297,8.95,202.954,101.758,194.673,632.646,137.414,32.181,44.502,1.0,141.885,322.068,1.0,4.526,4.165,1.0,9.456,9.197,78.899,14.949772,31.254927,-2.9792595,6.067542
11,3649,15455,277.01,185.083,294.695,14.365,32.658,1.0,21.632,254.325,241.214,76.243,28.812,63.566,2.122,82.902,206.026,182.253,15.63,42.77,92.971,73.695,15.34,109.06,181.936,146.016,14.249,17.156,88.895,236.252,119.37,260.494,18.989,77.129,10.358,148.288,243.971,2.509,3.351,10.494,11.116,5.832,116.782,125.217,26.581059,29.100372,11.17823,7.0701594
12,14859,4444,286.82,392.849,198.616,99.007,60.799,29.105,75.925,282.926,288.638,119.074,138.947,85.105,3.245,68.746,203.011,93.734,32.349,53.213,140.543,85.81,38.044,66.056,181.936,293.511,15.574,155.832,220.737,391.628,146.921,264.597,238.457,61.593,17.377,233.673,229.87,8.545,347.712,108.601,2.265,48.111,63.502,107.321,21.92922,-22.795525,16.435057,-7.129098
13,15246,13650,245.88,344.406,120.007,113.485,59.627,224.561,85.698,219.595,165.954,138.753,219.045,59.463,3.245,248.728,130.649,114.81,202.681,50.892,57.029,103.433,63.139,118.983,262.78,102.635,16.899,110.055,253.966,282.208,199.984,341.522,207.276,64.7,6.849,156.827,183.228,105.125,280.72,160.291,6.058,9.456,62.477,126.27,29.222584,-13.400257,16.623966,-4.7096066
14,7045,7450,61.68,393.926,394.049,228.197,110.046,67.43,65.066,166.479,472.149,44.988,216.82,399.985,2.122,489.378,146.729,1.0,76.238,267.864,162.743,201.461,39.239,66.056,1.0,452.161,51.347,45.43,261.469,332.541,260.189,427.678,116.131,1.0,134.356,280.635,99.707,144.361,3.351,140.248,38.937,15.496,12.271,82.057,-8.1198845,-33.83425,0.35360166,-14.0966425
15,6653,20385,419.0,95.733,86.161,5.455,8.035,170.907,11.859,118.469,364.929,16.049,117.81,69.72,1.0,49.534,219.092,119.025,37.574,38.129,57.029,165.114,21.315,20.848,45.272,55.536,11.599,114.094,99.614,412.417,327.537,405.113,4.598,16.537,5.679,323.327,365.456,47.781,1.0,4.165,52.847,9.456,43.009,258.908,-0.9224472,62.894485,-15.002152,4.998916
16,7234,15408,384.32,164.629,152.761,85.642,16.243,121.084,43.349,140.942,321.628,56.564,136.722,68.694,1.0,92.002,233.162,127.456,28.169,74.098,106.714,270.851,30.874,18.642,2.925,209.228,8.95,198.915,139.274,286.585,291.822,407.164,9.395,1.0,10.358,221.933,274.342,49.29,3.351,12.604,7.323,4.624,17.394,399.968,-2.5328712,61.028915,-17.335815,5.5384383
18,6119,17955,291.51,110.804,182.239,4.341,22.106,149.189,36.834,172.607,532.975,39.2,94.448,60.489,2.122,107.169,181.905,106.38,29.214,50.892,95.086,197.055,23.705,24.156,1.0,222.862,10.275,122.173,140.345,260.324,241.821,334.342,23.786,1.0,17.377,250.75,536.837,52.308,3.351,19.988,9.852,3.416,18.418,241.013,-0.8035507,66.34007,-15.86799,5.04072
19,11163,17415,140.71,291.657,38.121,45.548,85.423,2.277,58.551,194.058,93.786,106.341,55.511,77.925,3.245,261.872,172.86,173.823,35.484,48.571,225.114,26.333,28.484,239.172,651.601,240.215,20.874,14.464,188.58,184.825,166.309,296.392,492.705,265.121,11.528,162.163,330.746,2.509,181.995,107.546,1.0,9.456,32.763,126.27,38.60764,-3.1454277,10.5275135,15.837361
20,5713,20705,221.72,123.722,222.636,2.114,11.553,236.059,19.46,99.061,301.009,3.315,78.873,69.72,1.0,79.868,95.473,102.165,44.889,26.526,99.314,162.911,10.56,26.361,39.497,92.72,14.249,26.581,146.777,216.556,128.554,352.804,8.196,2.554,6.849,151.49,328.577,22.127,3.351,9.439,2.265,5.832,5.098,404.179,8.001678,62.294174,-14.30934,9.309602
21,16676,8134,128.77,336.871,243.38,100.12,61.972,12.497,58.551,101.104,205.13,76.243,83.323,104.592,3.245,225.472,134.669,249.696,12.495,39.289,202.914,234.504,98.988,110.162,397.52,345.568,16.899,219.111,204.659,313.94,312.231,314.854,68.16,143.936,22.056,156.827,278.681,4.018,3.351,128.644,1.0,11.872,37.886,155.745,3.2306442,-44.62018,6.2752743,-13.010169
22,6153,4009,76.61,285.198,269.584,80.074,53.764,3.555,98.728,533.187,284.514,14.891,25.474,81.002,4.367,143.57,133.664,1.0,4.135,26.526,144.771,241.112,131.252,64.954,195.41,349.287,12.924,297.199,126.411,561.228,256.107,192.8,65.761,156.365,19.717,200.587,138.756,2.509,5.701,89.612,1.0,19.12,20.468,50.476,-7.394907,-32.21395,3.467155,-15.254759
24,5762,5789,169.7,341.177,343.826,94.552,64.317,49.545,49.864,533.187,150.489,38.043,46.611,97.413,2.122,185.026,127.634,110.595,50.114,25.366,160.629,237.808,76.283,130.01,251.231,385.231,18.224,165.256,202.515,282.208,194.882,382.548,106.537,103.541,13.868,164.298,230.954,10.054,31.558,119.15,1.0,19.12,36.862,70.477,2.7370644,-33.654045,7.0117183,-10.850479
25,19621,4144,71.21,435.909,1.0,337.341,324.62,267.996,180.168,68.417,183.48,235.991,25.474,198.954,4.367,88.969,725.627,1.0,78.328,640.314,218.771,469.109,35.654,83.699,2.925,629.403,309.71,422.411,166.071,527.308,707.137,648.196,74.156,4.107,299.296,417.25,391.489,367.702,6.876,149.742,331.049,23.952,308.385,113.638,55.258392,-50.92108,-13.010715,-18.63975
26,13429,4948,60.69,347.636,234.646,94.552,60.799,98.09,72.667,497.436,166.985,93.607,206.807,82.028,6.612,111.214,167.835,211.759,59.519,56.693,186.0,145.288,18.925,59.44,166.538,343.089,16.899,31.966,174.646,489.011,77.532,355.881,78.953,195.207,23.226,166.433,530.329,5.527,6.876,111.766,1.0,19.12,106.535,97.847,4.705467,-40.551575,10.342732,-17.47427
27,7452,8862,325.9,385.314,289.236,125.736,103.011,94.257,63.98,193.037,101.003,76.243,166.758,104.592,3.245,245.694,118.589,186.468,74.149,60.174,168.029,252.127,30.874,57.235,203.11,383.991,18.224,23.888,262.541,177.165,128.554,354.855,122.127,89.558,15.037,213.394,179.974,73.435,261.915,98.052,23.762,13.08,32.763,133.639,19.39569,-27.001402,14.411469,-7.478971
28,5522,18148,82.43,86.044,75.243,1.0,13.898,127.472,17.288,124.598,240.183,40.358,61.073,58.437,1.0,62.679,134.669,127.456,18.765,33.488,79.229,258.735,8.17,6.513,1.0,126.185,4.975,41.391,109.261,213.274,166.309,284.084,11.794,1.0,9.189,262.49,261.326,58.344,2.175,4.165,16.175,5.832,17.394,206.274,14.066387,61.410786,-12.575673,9.321668
29,5599,3026,161.32,331.488,51.223,122.395,51.419,7.387,93.299,405.503,214.409,46.146,122.259,162.03,4.367,95.035,82.407,5.215,9.36,42.77,144.771,172.824,52.384,52.825,205.035,325.737,8.95,151.792,128.555,332.541,133.656,138.439,46.573,106.649,30.245,235.808,105.13,5.527,16.279,89.612,1.0,37.239,17.394,83.11,1.61833,-14.446634,3.721729,-5.5170064
30,4633,17155,294.78,70.973,178.964,2.114,8.035,251.389,37.92,118.469,210.285,16.049,164.533,49.206,1.0,49.534,89.443,102.165,62.654,21.885,79.229,60.477,9.365,14.232,14.474,159.65,8.95,14.464,66.385,239.535,375.497,235.878,8.196,1.0,8.019,170.702,188.651,7.036,11.578,6.275,9.852,2.208,2.025,113.638,15.114026,52.121254,-9.920034,10.26206
31,14948,17983,327.18,178.624,81.793,96.779,98.32,1.0,22.717,175.672,263.895,9.103,59.961,63.566,2.122,117.28,109.543,152.747,14.585,60.174,62.314,68.187,53.579,141.036,326.301,169.566,60.622,147.753,155.352,329.258,262.23,199.979,44.174,80.236,50.131,77.846,238.547,19.109,5.701,12.604,35.143,11.872,4.074,127.322,34.703785,15.7304325,4.8176427,10.621088
32,11731,7635,201.68,312.111,328.541,84.528,91.285,9.942,40.091,441.255,245.337,42.673,83.323,108.695,2.122,217.383,117.584,253.911,2.045,47.411,207.143,88.013,29.679,137.728,359.023,330.695,23.524,34.659,170.358,232.969,127.533,304.598,53.768,108.202,13.868,165.365,182.143,2.509,2.175,106.491,16.175,11.872,8.172,102.058,10.74823,-40.45808,9.7131,-11.955245
33,12836,15294,86.84,220.608,183.331,38.866,69.007,1.0,23.803,169.543,194.82,54.249,58.849,50.232,2.122,164.804,144.719,253.911,3.09,21.885,64.429,284.068,20.12,125.599,428.318,139.819,11.599,7.732,133.914,248.288,181.616,228.698,41.776,195.207,9.189,118.404,186.482,2.509,4.526,11.549,1.0,19.12,10.222,59.95,44.940002,9.946283,8.26718,12.793246
34,7942,15774,182.07,199.078,348.193,33.298,17.415,186.237,18.374,170.564,346.372,6.788,207.92,69.72,1.0,88.969,245.222,148.532,97.138,81.059,87.686,135.375,8.17,27.464,4.85,207.989,11.599,27.927,141.417,318.317,134.676,375.369,14.192,11.876,11.528,295.577,361.117,83.998,2.175,8.384,14.91,2.208,46.083,487.341,0.773468,55.64312,-11.097447,0.7746729
35,8374,18634,62.11,154.941,159.311,48.89,71.352,2.277,12.945,113.362,165.954,69.298,37.712,38.95,1.0,158.737,131.654,241.266,27.124,78.739,75.0,92.419,16.535,35.182,110.717,61.733,69.897,60.24,144.633,262.513,260.189,354.855,10.594,19.644,44.282,282.769,289.528,26.654,2.175,9.439,95.842,29.992,36.862,252.592,18.07182,42.074043,-5.982535,12.598862
36,16451,18972,177.95,236.755,100.354,57.799,57.282,1.0,17.288,213.466,219.563,47.304,29.924,58.437,2.122,126.381,150.749,47.367,8.315,16.084,84.514,70.39,59.554,195.066,357.098,62.973,15.574,138.329,122.123,285.491,227.535,255.366,138.917,131.507,5.679,76.779,235.293,20.618,86.796,21.043,1.0,17.912,25.591,73.635,37.823166,16.287622,4.842432,11.898643
37,8093,14448,107.17,109.727,75.243,1.0,6.863,381.693,9.687,63.31,150.489,40.358,146.734,51.258,2.122,25.267,106.528,249.696,68.924,38.129,60.2,299.488,11.755,4.308,8.699,110.072,20.874,38.698,97.47,357.708,118.349,291.264,21.388,2.554,5.679,279.567,266.749,8.545,25.681,3.11,14.91,3.416,4.074,133.639,13.201845,55.791492,-13.409172,11.706549
38,4997,6782,480.82,288.428,281.593,90.097,81.905,40.602,54.208,358.515,268.019,62.352,89.998,110.746,3.245,245.694,159.795,237.051,39.664,35.808,200.8,158.505,48.799,131.113,181.936,395.146,20.874,77.743,175.718,292.056,133.656,269.725,45.373,249.585,18.547,228.337,298.205,10.054,4.526,124.424,2.265,16.704,8.172,97.847,3.5187092,-42.136932,7.6034455,-13.382982
39,7644,19482,115.27,53.749,93.803,8.796,13.898,15.052,65.066,61.267,441.22,24.152,12.125,65.617,1.0,186.037,136.679,110.595,19.81,25.366,88.743,132.071,102.573,46.209,129.965,70.409,14.249,240.652,83.535,464.939,377.538,244.083,3.399,14.983,8.019,200.587,202.752,2.509,1.0,14.714,4.794,8.248,5.098,150.482,19.556126,22.320398,-1.4975128,5.531484
41,9325,10036,395.83,126.952,204.075,66.709,43.211,22.717,34.662,242.067,215.44,25.309,41.049,106.644,1.0,259.85,106.528,211.759,11.45,40.449,248.371,104.535,57.164,113.47,218.509,85.283,11.599,130.251,116.764,352.237,215.29,223.57,28.583,64.7,3.34,130.144,304.713,2.509,2.175,137.083,9.852,22.744,22.517,108.374,10.761254,-76.76962,12.40117,4.190677
42,5813,3864,20.75,342.253,272.859,100.12,179.225,3.555,63.98,317.656,119.56,50.776,94.448,81.002,4.367,146.603,85.423,1.0,4.135,41.61,97.2,89.115,24.9,109.06,343.624,276.159,14.249,13.117,138.202,471.504,57.124,158.953,50.17,157.919,31.415,135.481,81.267,10.054,2.175,91.722,1.0,14.288,39.935,58.898,9.343725,-26.800419,8.763969,-6.54394
43,11139,12568,177.66,178.624,231.37,38.866,13.898,127.472,47.692,224.702,212.347,115.601,151.184,102.541,1.0,150.648,171.855,140.101,66.834,41.61,181.771,76.999,40.434,64.954,62.595,127.424,11.599,132.943,128.555,272.36,220.392,246.134,24.986,13.429,3.34,166.433,277.596,5.527,1.0,99.107,6.058,8.248,33.788,118.901,4.638056,36.676823,-6.7611084,3.8236885
44,2325,7045,82.29,265.821,276.134,92.324,111.218,18.885,46.607,362.601,136.056,34.57,21.024,105.618,3.245,272.995,139.694,266.557,1.0,33.488,173.314,54.97,23.705,153.166,241.607,452.161,22.199,18.503,191.796,209.991,111.206,273.828,45.373,185.885,20.886,154.692,217.938,4.018,3.351,124.424,2.265,34.823,7.148,68.372,11.258198,-40.910282,9.534214,-12.345508
45,15874,16408,147.25,235.679,133.108,88.983,88.94,9.942,11.859,222.66,192.759,72.771,81.098,69.72,2.122,123.347,116.578,211.759,31.304,31.167,79.229,45.057,24.9,142.139,324.376,162.129,19.549,19.849,161.783,288.773,128.554,262.545,60.964,80.236,8.019,112.0,301.459,8.545,3.351,10.494,3.529,9.456,3.049,125.217,42.921814,13.809004,6.502517,12.642293
46,19636,13129,210.07,228.143,376.58,110.144,80.732,26.55,74.839,306.42,368.022,80.874,100.01,103.567,4.367,292.206,133.664,190.684,18.765,40.449,266.343,65.985,60.749,182.937,486.064,74.128,8.95,110.055,137.13,295.338,217.331,250.237,57.366,75.575,9.189,67.173,171.296,4.018,35.084,148.687,1.0,16.704,8.172,97.847,22.07733,-64.88177,18.265064,5.790341
47,14572,6413,224.71,398.232,348.193,146.896,54.937,428.96,69.41,380.988,182.449,202.421,320.28,133.311,2.122,181.993,236.177,144.316,113.858,60.174,173.314,134.273,63.139,89.212,220.434,398.865,16.899,170.642,192.868,251.571,174.473,277.93,237.258,38.288,19.717,180.308,143.094,94.562,130.282,150.797,4.794,11.872,89.117,103.111,16.80126,-28.256313,14.318596,-9.398921
48,993,15519,121.66,69.897,207.351,23.274,42.039,1.0,34.662,153.199,229.873,11.418,17.687,49.206,1.0,63.69,129.644,194.899,3.09,30.007,67.6,49.463,16.535,91.417,180.012,118.748,12.924,15.81,87.823,285.491,102.022,178.44,26.185,72.468,5.679,162.163,105.13,1.0,2.175,5.22,8.587,68.647,3.049,95.742,25.989195,28.84788,-0.86439675,9.684799
49,15262,19872,123.94,228.143,68.692,102.348,43.211,11.22,8.601,242.067,212.347,85.504,170.096,30.744,1.0,67.735,110.548,68.443,54.294,20.725,75.0,49.463,16.535,134.421,337.85,51.818,11.599,3.693,159.639,344.577,156.105,243.057,105.337,101.988,2.17,109.865,300.375,5.527,236.059,9.439,6.058,63.815,2.025,95.742,39.619404,16.29723,4.44659,12.463072
50,5922,14999,69.5,135.564,308.889,22.161,11.553,357.421,48.778,56.16,155.644,55.407,288.018,41.001,2.122,77.846,140.699,140.101,183.871,32.328,91.914,151.896,51.189,8.719,6.775,178.242,7.625,180.066,81.392,310.657,214.27,243.057,10.594,13.429,8.019,149.356,243.971,90.035,3.351,5.22,7.323,2.208,3.049,62.056,12.36805,50.948475,-12.459619,14.190745
51,4690,1205,163.59,67.744,1.0,25.502,42.039,66.152,62.895,218.574,136.056,76.243,3.225,49.206,3.245,56.612,140.699,9.43,46.979,32.328,92.971,71.492,17.73,34.079,216.584,142.298,6.3,7.732,58.882,329.258,35.695,71.771,59.765,35.18,16.207,136.548,86.691,20.618,36.259,79.063,1.0,2.208,18.418,45.213,6.911171,-0.14592361,2.809932,-1.6286653
52,8073,20447,296.05,178.624,196.433,58.913,59.627,1.0,19.46,129.706,146.365,98.238,43.274,59.463,2.122,197.16,94.468,140.101,9.36,24.206,96.143,78.1,20.12,207.195,665.075,64.212,20.874,25.235,125.339,139.963,163.248,268.699,9.395,120.631,8.019,109.865,126.824,4.018,2.175,14.714,13.646,19.12,3.049,96.795,47.446175,11.838959,7.6397963,14.195444
54,18480,7394,178.66,392.849,361.295,95.666,103.011,25.272,54.208,432.061,248.43,95.922,78.873,105.618,2.122,194.127,242.207,464.671,13.54,43.93,184.943,117.752,27.289,142.139,478.364,362.921,18.224,17.156,186.437,287.679,90.798,397.933,60.964,216.958,20.886,119.471,156.111,7.036,3.351,126.534,4.794,10.664,68.625,182.062,12.5487175,-46.32788,11.4232,-13.684025
55,15334,835,60.83,292.734,1.0,143.555,352.761,224.561,208.401,61.267,256.678,110.971,19.912,53.309,4.367,60.657,714.571,1.0,143.117,521.965,95.086,313.807,34.459,32.977,64.52,338.132,212.989,349.708,163.927,731.922,442.846,681.017,39.377,33.627,363.635,256.087,339.423,390.338,8.052,241.52,241.266,8.248,89.117,118.901,53.29577,-50.81234,-13.087371,-17.808136
57,8388,13096,45.2,548.943,212.81,454.281,458.289,209.231,79.183,7.129,78.322,10.261,130.047,148.696,2.122,481.288,213.061,1.0,145.207,667.0,151.114,182.736,39.239,96.93,1.0,447.203,524.349,445.299,114.62,212.18,644.891,664.607,135.319,1.0,568.348,240.077,683.27,738.932,1.0,251.014,905.158,13.08,11.246,64.161,62.834946,-58.714813,-10.099864,-18.731768
58,10374,11464,277.15,146.329,284.869,33.298,15.07,110.864,23.803,263.518,270.08,79.716,97.785,110.746,1.0,167.837,119.594,182.253,41.754,28.847,238.857,81.405,22.51,78.185,72.22,79.086,10.275,30.62,102.829,204.52,114.268,219.467,34.58,30.519,4.509,138.683,342.678,2.509,2.175,99.107,23.762,8.248,6.123,88.373,4.060467,35.02331,12.022218,5.9467926
59,18674,14877,234.09,342.253,199.708,70.05,98.32,2.277,30.318,334.0,306.164,50.776,37.712,51.258,2.122,101.102,61.302,72.658,16.675,17.244,68.657,45.057,40.434,190.656,478.364,79.086,14.249,124.865,133.914,231.875,224.474,270.751,47.772,126.846,8.019,73.577,187.567,4.018,13.928,9.439,3.529,34.823,9.197,132.586,43.212406,15.03109,6.559004,14.959824
60,5277,5871,157.62,340.1,308.889,91.211,69.007,55.932,70.496,287.012,166.985,48.461,48.836,98.438,3.245,220.416,108.538,60.013,26.079,33.488,198.686,136.476,106.158,121.189,191.561,385.231,14.249,286.429,187.509,379.591,244.883,255.366,62.163,150.151,18.547,187.779,188.651,85.508,84.446,124.424,4.794,34.823,24.566,91.531,-3.9731789,-34.175068,4.3566008,-12.009374
61,9849,13544,150.09,187.236,154.944,27.729,18.588,216.896,45.521,198.144,262.864,36.885,178.996,63.566,2.122,155.703,344.72,228.62,88.778,38.129,69.714,282.967,27.289,40.695,6.775,122.467,12.924,18.503,130.698,309.563,320.394,293.315,28.583,1.0,11.528,218.731,364.371,14.582,23.331,102.271,56.641,2.208,11.246,134.691,1.6520691,49.05156,-9.586383,3.5418973
62,2735,18251,33.83,33.295,111.272,5.455,4.518,95.535,340.877,26.537,435.034,31.097,141.171,94.336,1.0,77.846,180.9,5.215,22.945,26.526,112.0,443.776,153.957,88.109,1.0,232.778,20.874,913.833,96.398,300.809,215.29,368.189,65.761,1.0,17.377,388.433,268.919,5.527,2.175,72.734,17.439,4.624,6.123,249.434,-2.595501,70.042534,-16.457058,0.72584975
63,7361,15415,84.85,120.492,160.403,21.047,12.725,242.446,145.421,70.46,295.854,105.183,227.944,72.797,1.0,208.282,241.202,85.304,82.508,39.289,116.229,178.331,95.403,24.156,16.399,216.665,24.849,371.249,160.711,332.541,646.932,348.701,32.181,1.0,16.207,245.413,198.414,64.381,67.992,44.251,19.968,8.248,49.157,148.376,-4.134556,56.55063,-12.826185,1.7801594
64,22284,16481,67.8,126.952,90.528,23.274,65.489,7.387,23.803,141.963,88.632,46.146,2.112,30.744,2.122,49.534,136.679,232.835,77.283,16.084,66.543,14.217,32.069,164.192,430.243,121.227,10.275,14.464,127.483,346.766,65.287,252.289,41.776,145.49,6.849,105.596,74.759,20.618,10.402,14.714,11.116,2.208,5.098,36.791,44.439003,17.676432,5.331161,14.411313
65,1060,2306,333.43,400.385,332.908,99.007,84.25,12.497,87.87,382.009,76.26,12.576,29.924,92.284,5.49,84.924,84.418,93.734,8.315,71.777,152.171,39.55,24.9,94.725,153.064,276.159,60.622,40.044,175.718,116.985,84.675,198.954,47.772,195.207,80.546,184.577,121.401,71.926,10.402,81.173,55.376,40.863,6.123,90.478,10.840223,-25.175903,8.966581,-7.7013364
66,8973,21287,225.7,93.58,88.344,76.732,72.525,1.0,15.116,103.147,196.882,21.837,22.137,49.206,1.0,213.338,82.407,165.392,2.045,20.725,83.457,104.535,63.139,161.987,407.145,54.297,19.549,95.245,157.496,317.222,254.066,337.419,12.993,75.575,4.509,130.144,249.394,2.509,2.175,14.714,1.0,25.16,4.074,103.111,39.141327,11.830383,6.489725,11.00083
67,12306,18147,110.72,132.334,82.885,117.94,15.07,61.042,10.773,70.46,252.554,51.934,343.641,56.386,6.612,71.779,152.76,5.215,111.768,42.77,65.486,103.433,24.9,12.026,37.572,136.1,14.249,348.361,152.136,304.092,202.025,138.439,74.156,1.0,6.849,183.51,238.547,10.054,1.0,13.659,78.138,4.624,77.846,69.425,17.192371,38.304096,-6.156537,8.259629
68,19285,8695,277.29,378.855,291.42,110.144,101.838,29.105,63.98,273.733,137.087,71.613,56.624,87.156,3.245,197.16,277.383,207.544,18.765,47.411,221.943,69.289,34.459,137.728,420.618,116.269,7.625,42.737,161.783,219.839,101.002,281.007,44.174,137.722,11.528,72.51,145.264,96.071,4.526,132.864,1.0,14.288,119.855,95.742,25.513155,-62.847443,18.323277,5.9446635
69,7569,15790,116.69,195.848,285.961,4.341,17.415,160.687,25.975,145.028,284.514,42.673,110.022,81.002,2.122,79.868,123.614,401.443,76.238,43.93,73.943,65.985,27.289,20.848,2.925,119.988,11.599,108.709,98.542,184.825,165.289,276.905,3.399,1.0,15.037,141.885,213.599,50.799,2.175,12.604,12.381,3.416,32.763,192.589,17.46531,46.274563,-8.459642,13.921821
70,16095,2132,52.02,278.739,6.459,122.395,103.011,3.555,150.85,378.945,111.313,235.991,86.66,76.899,2.122,62.679,187.936,22.076,74.149,91.502,152.171,152.998,20.12,29.669,72.22,320.779,116.269,645.907,293.626,513.083,137.737,306.649,35.779,4.107,55.98,223.0,260.241,58.344,5.701,90.667,18.704,57.775,20.468,85.215,-5.197729,-17.037956,-0.5732312,-6.3055634
72,5036,10004,475.99,233.526,281.593,110.144,101.838,35.492,56.379,328.893,254.616,61.195,97.785,112.798,2.122,282.095,153.765,203.329,34.439,54.373,242.029,95.723,44.019,127.805,139.59,139.819,51.347,100.631,217.521,284.396,196.922,327.162,48.971,97.327,31.415,169.635,343.762,26.654,3.351,147.633,41.466,16.704,11.246,124.164,12.524145,-73.5133,13.341759,3.7628608
74,515,13210,297.19,49.443,90.528,73.391,36.176,21.44,42.263,134.813,282.452,9.103,2.112,107.669,2.122,164.804,147.734,47.367,3.09,28.847,240.971,128.766,44.019,62.748,54.896,96.438,10.275,83.128,152.136,458.373,547.95,154.85,45.373,21.198,3.34,243.279,174.55,2.509,15.104,125.479,13.646,48.111,18.418,106.269,15.776646,23.980316,-2.7088454,5.5009255
75,14471,9167,78.88,750.25,313.256,316.181,213.229,156.854,57.465,43.902,112.344,119.074,150.071,105.618,2.122,236.594,614.068,182.253,53.249,437.265,213.486,204.765,32.069,122.291,191.561,499.261,215.639,33.313,253.966,556.851,485.704,681.017,122.127,98.88,277.07,361.75,498.873,360.157,3.351,207.762,333.578,13.08,193.628,158.903,54.37982,-51.53776,-12.817248,-18.112528
77,12857,11977,37.81,270.127,171.321,213.719,77.215,71.262,62.895,312.549,260.802,65.825,392.59,145.619,558.869,229.516,1000.0,1.0,135.802,194.767,262.114,177.229,24.9,134.421,1.0,186.918,325.609,91.206,153.208,487.917,379.579,516.911,39.377,1.0,72.357,487.692,899.124,198.687,2.175,109.656,33.878,15.496,365.763,519.975,-46.182793,-14.738285,-17.71021,-15.403153
