cell,x,y,area µm²,SMA,NeuN,HLA-A,CD4,CD44,S100B,GalMac3,P2Ry12,CD11b,Claudin5,CD34,iNOS,ApoE,CD11c,CD40,PCNA,CollagenIV,CD8,Neurofilament,CD3e,DAPI_1,CD68,ATG7,Vimentin,AQP4,CD14,CD45,TMEM119,CD31,GFAP,P2Rx7(Park7),HLA-DR,Synaptophysin,A-Beta,PSD-95,H2A.x,CD163,MAP2,Trem2,CD74,IBA1,UMAP_1,UMAP_2,TSNE_1,TSNE_2
1,18132,6481,236.08,11.699,15.242,48.424,212.971,53.14,117.388,105.02,217.383,431.292,50.691,17.576,237.658,67.452,254.325,193.194,344.785,47.221,194.806,75.738,202.012,237.156,169.86,200.8,65.203,78.648,170.527,381.957,312.312,104.207,55.193,323.697,77.604,181.897,149.851,143.857,34.3,15.538,135.596,108.474,277.723,491.075,-59.528564,-13.778,-10.140005,14.0182705
2,13234,2852,111.0,9.024,12.19,98.941,206.885,120.922,181.644,137.976,151.659,222.666,44.48,9.841,154.073,75.205,431.04,164.417,388.264,34.615,251.749,140.511,231.305,201.421,125.194,501.071,25.397,225.833,149.336,376.891,375.375,92.183,123.702,481.954,217.17,128.035,144.856,163.837,63.564,9.308,120.641,125.875,233.767,430.093,-34.212547,-27.077896,2.7679946,16.010468
4,3829,9213,69.22,5.012,20.329,236.059,319.463,12.471,1.0,277.012,164.804,331.994,249.456,105.983,148.03,74.098,290.077,247.667,481.288,403.331,198.802,13.456,180.8,286.872,334.363,169.974,580.112,20.702,223.0,398.168,178.177,169.337,12.248,38.092,353.588,32.505,113.887,72.928,41.364,16.577,51.847,61.39,51.949,158.445,-59.288296,50.970562,-24.332838,-11.210265
5,14367,7784,58.13,7.687,18.294,271.111,202.828,12.471,39.796,190.501,193.115,407.22,178.025,65.095,208.454,70.775,394.267,226.083,262.884,256.265,211.789,30.895,179.79,209.19,70.723,238.477,105.009,18.384,132.182,341.43,277.277,185.369,39.856,261.877,126.924,107.709,146.854,141.859,43.382,22.808,66.802,94.144,123.877,130.726,-61.81582,-19.439363,-7.992461,20.029593
6,20470,10840,69.93,10.361,21.346,94.817,202.828,14.556,66.468,63.824,209.294,270.81,47.585,7.631,272.905,24.258,202.23,166.472,423.654,13.606,156.844,1.0,211.103,582.067,69.634,343.514,8.704,12.589,71.636,428.564,428.428,92.183,15.315,162.967,100.69,155.474,167.833,134.866,35.309,30.077,344.967,127.922,367.633,514.36,-59.90925,-8.896965,-12.500361,12.45731
7,1608,11765,102.48,7.687,10.156,65.95,185.587,16.642,2.212,144.156,89.98,139.416,44.48,14.261,152.058,34.226,223.681,175.722,140.536,26.211,143.857,110.616,114.132,22.751,44.577,174.541,30.533,128.483,244.191,162.096,421.421,108.215,84.846,67.765,75.505,91.449,136.864,107.893,17.145,95.5,33.901,114.616,185.815,402.374,0.39486694,21.277332,-2.8963947,-13.545092
8,18096,2917,71.92,18.386,10.156,128.839,279.909,134.478,316.218,95.751,158.737,396.187,88.995,15.366,287.004,36.441,334.0,212.722,416.576,24.11,258.742,145.494,283.831,592.942,209.08,229.343,27.965,120.37,148.327,484.289,240.239,120.239,98.139,447.335,146.862,7.098,271.729,210.79,152.364,19.692,1.0,298.858,431.569,502.163,0.007896423,-73.30553,-0.026839748,25.043222
9,1516,14815,104.04,45.133,10.156,140.18,327.577,78.167,1.0,55.585,154.692,316.949,55.867,3.21,54.374,101.786,64.331,221.972,196.149,56.675,14.986,1.0,81.809,199.868,310.396,71.786,237.267,1.0,854.691,156.017,3.002,41.08,1.0,1.0,28.284,1.0,150.85,152.848,22.191,733.115,1.0,124.851,51.949,478.879,68.57691,18.645374,-17.48378,-20.142015
11,11191,2112,73.2,10.361,2.017,84.508,176.459,194.96,402.297,20.568,34.367,192.575,46.55,14.261,87.607,77.42,271.69,71.917,231.538,23.06,123.877,118.09,106.052,193.653,201.454,305.838,24.113,127.324,216.945,359.667,252.252,70.138,180.963,457.226,289.577,1.0,139.861,38.962,46.409,8.269,1.0,212.878,464.536,290.388,-18.361261,-55.04562,10.934056,18.901165
12,6595,6317,113.13,1.0,41.692,325.752,256.582,20.813,11.911,385.152,131.436,244.732,263.949,100.458,146.016,120.614,240.025,203.472,491.4,120.754,145.855,1.0,199.992,389.414,243.941,215.642,357.969,11.43,432.891,233.019,290.29,108.215,58.261,36.855,173.097,1.0,22.978,48.952,112.0,86.154,1.0,42.966,138.862,352.479,8.165562,12.869804,-18.020864,-13.553153
13,17087,11326,190.88,10.361,11.173,91.724,151.104,29.156,147.698,65.884,163.793,250.75,48.621,134.716,205.432,39.764,180.779,159.278,156.715,90.29,116.884,15.948,149.486,105.095,129.552,320.68,34.386,35.768,65.582,200.597,163.162,59.116,52.126,160.494,77.604,54.863,124.876,104.896,25.218,14.5,126.623,154.535,195.805,390.178,-69.1967,-14.132061,0.66936105,-8.58262
14,17873,14151,288.66,1.0,6.087,1.0,247.454,76.081,153.76,1.0,68.746,308.925,1.0,1.0,2.007,5.43,89.868,122.278,93.013,8.353,1.0,1.0,58.576,232.495,288.607,244.185,115.281,116.893,183.645,232.006,146.145,1.0,28.608,47.983,229.763,2.016,1.0,10.99,50.445,95.5,78.766,3.047,194.806,208.34,13.64962,85.43286,15.24893,-25.48245
15,4834,13023,35.53,13.036,10.156,216.471,484.78,124.05,1.0,204.92,145.592,277.831,72.431,5.42,296.068,336.584,130.727,243.556,306.362,49.322,188.812,1.0,104.031,277.551,260.282,74.07,158.94,2.159,946.518,259.362,8.007,76.15,1.0,5.946,47.172,1.0,180.82,214.786,77.691,849.423,1.0,172.959,98.902,210.557,69.15425,21.356766,-17.89643,-21.401112
16,16438,14964,81.44,3.675,2.017,42.238,334.676,168.89,176.795,61.764,153.681,458.373,15.493,3.21,7.042,36.441,92.933,238.417,83.913,44.069,4.996,20.93,80.799,108.202,85.975,297.846,65.203,106.463,375.373,275.573,146.145,23.044,54.171,218.604,353.588,15.228,24.976,150.85,22.191,72.654,45.865,28.636,167.833,223.862,14.57486,82.49856,15.840456,-24.225319
18,5960,12459,136.87,7.687,7.104,111.313,210.942,502.586,43.433,87.511,174.915,142.425,43.445,4.315,247.729,90.711,175.672,206.556,192.104,16.757,178.822,1.0,58.576,198.314,129.552,95.762,67.771,167.886,363.264,145.885,120.119,80.158,214.706,17.073,133.221,10.146,130.87,155.845,63.564,152.615,1.0,179.1,447.553,502.163,19.45858,30.689121,-3.838884,-21.350437
19,16459,8541,166.01,10.361,140.372,70.074,165.303,9.342,15.549,68.973,200.193,404.211,52.762,20.892,254.778,46.409,237.982,183.944,312.429,18.858,231.769,45.843,156.557,145.49,125.194,185.958,21.545,6.795,121.082,372.839,449.449,114.227,26.563,439.917,63.962,168.686,146.854,168.832,50.445,24.885,93.722,192.407,241.759,436.746,-54.860455,-12.089928,-9.015944,12.468164
20,15618,3966,123.08,7.687,22.364,121.622,226.155,68.782,184.069,150.335,125.369,351.051,47.585,17.576,220.538,37.549,379.966,193.194,399.387,100.795,219.781,78.229,245.447,220.065,473.809,215.642,60.067,98.35,240.155,525.83,364.364,108.215,141.085,344.715,226.614,90.432,126.874,156.844,48.427,28.0,66.802,144.299,356.644,436.746,-1.3298683,-64.62379,-2.084683,23.85383
21,12103,6288,97.78,7.687,18.294,405.136,190.658,129.264,31.309,424.288,174.915,623.87,283.619,180.024,245.715,53.054,304.377,231.222,934.276,295.132,327.673,58.299,281.811,355.233,643.759,692.879,883.15,7.954,903.127,871.326,104.103,340.68,42.923,260.641,55.567,64.009,130.87,135.865,62.555,41.5,39.883,149.417,228.772,409.027,57.038563,36.90548,-20.35921,-11.656909
25,10811,6966,62.54,2.337,15.242,138.118,126.762,1.0,24.035,119.438,101.102,431.292,81.748,30.837,47.325,13.183,208.359,205.528,381.186,323.495,98.902,1.0,214.133,207.636,207.99,249.894,370.81,1.0,47.418,379.931,107.106,19.036,6.113,4.709,34.58,51.814,8.992,16.984,39.345,16.577,102.695,18.401,16.984,125.182,-56.253845,51.765644,-25.70066,-10.784193
27,3846,4190,303.45,3.675,18.294,45.331,151.104,179.318,181.644,62.794,104.136,162.485,14.458,18.681,94.656,97.356,296.206,121.25,256.817,25.161,148.852,232.688,165.648,52.271,104.495,284.145,17.693,331.296,159.427,262.402,236.235,35.068,134.95,179.04,123.776,58.928,64.936,69.931,31.273,20.731,117.65,47.06,112.888,346.936,-24.56106,-35.075676,11.61488,9.89366
29,2657,10875,111.43,9.024,20.329,104.096,187.615,8.3,1.0,144.156,125.369,126.377,116.946,28.627,155.08,51.947,213.466,200.389,219.405,56.675,163.837,60.791,156.557,60.039,101.227,230.485,72.907,49.675,150.345,158.044,348.348,191.381,42.923,46.746,113.283,164.621,149.851,135.865,20.173,92.385,48.856,146.346,166.834,329.195,-2.4058018,21.660143,-1.4429969,-13.422814
30,7537,13453,204.38,5.012,14.225,30.898,210.942,2.043,1.0,12.329,234.572,179.536,35.163,1.0,7.042,24.258,85.782,270.278,99.08,14.656,24.976,5.983,48.475,126.846,107.763,221.351,13.841,47.357,74.664,150.951,210.209,102.203,36.788,23.255,124.826,142.262,93.907,158.842,46.409,4.115,93.722,80.838,195.805,364.676,44.474007,7.4062157,4.9960175,-26.769985
31,6226,527,77.32,3.675,3.035,204.099,124.734,54.183,136.786,197.71,4.033,89.265,127.298,81.671,2.007,161.593,295.184,13.333,243.672,215.297,41.959,140.511,87.87,18.09,84.885,426.859,180.769,442.553,143.282,287.731,328.328,130.259,218.796,374.389,373.526,72.139,51.949,56.944,8.064,9.308,114.659,38.872,96.904,301.476,-15.254581,-37.900757,8.108579,12.523265
32,580,2611,191.02,5.012,69.16,45.331,112.563,1.0,3.425,11.299,17.178,149.446,28.951,17.576,16.106,27.581,346.258,23.611,232.55,24.11,94.906,5.983,122.213,55.378,231.957,320.68,6.136,12.589,229.055,273.547,574.574,153.305,16.338,98.675,476.364,157.507,65.935,18.982,22.191,20.731,255.237,93.121,415.585,311.455,-16.850353,-2.6246052,0.9339244,0.6546494
33,3403,13853,128.63,17.048,7.104,153.582,401.614,72.953,1.0,55.585,208.282,155.464,43.445,1.0,54.374,271.239,67.396,242.528,165.815,19.909,111.889,1.0,87.87,181.224,287.518,298.987,318.163,3.318,722.5,229.98,4.003,77.152,2.023,2.236,24.086,1.0,107.893,157.843,25.218,796.462,1.0,118.71,95.905,769.376,70.88734,19.7957,-18.481445,-20.426357
36,11587,9417,58.84,6.349,14.225,52.548,222.098,12.471,2.212,65.884,169.859,273.819,37.233,3.21,147.023,25.366,208.359,250.75,217.383,20.959,138.862,3.491,183.83,150.151,144.804,294.421,11.272,32.291,149.336,217.822,211.21,72.142,22.473,69.001,99.641,249.988,107.893,146.854,55.491,76.808,48.856,88.003,276.724,397.939,-9.077406,26.95532,0.4931665,-10.9800825
37,17644,8044,217.17,14.373,26.433,89.663,168.345,31.241,57.982,107.079,247.717,362.084,67.255,19.787,284.99,51.947,262.497,199.361,291.195,34.615,225.775,55.808,214.133,145.49,169.86,373.199,25.397,35.768,135.209,430.59,359.359,162.323,54.171,344.715,152.109,219.499,184.816,193.807,59.527,37.346,267.201,165.794,294.706,403.483,-56.43885,-17.3227,-6.8633986,14.582488
38,15773,4548,222.86,11.699,22.364,81.415,212.971,24.984,36.159,116.348,210.305,403.208,50.691,9.841,266.863,55.269,300.291,215.806,363.997,27.262,267.733,95.668,199.992,176.563,233.047,320.68,16.409,49.675,110.991,470.104,331.331,152.303,36.788,308.86,153.159,353.648,171.829,221.779,46.409,16.577,428.716,143.276,280.72,328.087,-51.922516,-20.54095,-2.8335922,13.470822
39,15429,7098,206.51,10.361,30.502,77.291,170.374,10.385,28.885,100.9,199.182,250.75,57.938,6.525,224.567,55.269,228.788,186.0,219.405,30.413,213.787,130.546,179.79,16.537,53.292,305.838,11.272,25.338,102.918,301.916,307.307,162.323,20.428,331.115,103.838,302.834,166.834,206.794,37.327,16.577,321.039,135.087,234.766,282.627,-54.914936,-17.001106,-4.992154,11.901443
40,18949,12631,231.81,1.0,10.156,21.619,185.587,64.611,131.937,40.136,109.191,212.636,3.07,2.105,132.924,27.581,113.362,136.667,110.202,11.505,64.936,8.474,44.435,42.949,138.267,529.614,56.215,83.284,178.6,245.177,143.142,6.01,50.081,64.056,89.147,25.391,9.991,59.941,17.145,80.962,183.452,45.013,63.937,262.669,7.6781445,83.21669,12.495744,-26.059246
41,3187,4863,112.14,3.675,7.104,31.929,140.961,401.434,114.964,33.957,129.414,193.578,11.352,102.668,98.684,92.926,250.239,115.083,291.195,25.161,96.904,210.267,161.608,78.683,236.315,196.233,24.113,315.071,119.064,227.953,216.215,20.038,148.243,73.947,141.616,20.309,62.938,49.951,27.236,12.423,27.919,35.801,259.741,426.767,-21.337505,-33.7082,10.915113,9.282471
42,17112,2864,124.51,13.036,12.19,101.003,152.118,144.906,194.981,85.452,146.603,222.666,64.149,23.102,220.538,27.581,361.58,128.444,308.385,22.009,236.764,48.334,272.72,237.156,290.786,228.201,60.067,202.654,81.727,377.905,321.321,90.179,98.139,478.245,85.999,5.065,187.813,171.829,63.564,16.577,1.0,185.242,388.612,243.82,-5.665428,-67.269966,-1.1965003,22.0126
44,3731,6414,250.0,3.675,20.329,82.446,164.288,51.054,64.044,108.109,124.358,151.452,73.466,27.522,167.164,89.603,245.132,145.917,339.73,87.139,177.823,95.668,172.719,156.365,104.495,277.295,85.748,86.761,395.555,247.204,284.284,110.219,133.927,193.876,167.85,106.693,49.951,94.906,49.436,62.269,132.605,68.555,338.662,397.939,-5.2284603,5.6073666,-6.815433,-5.8770247
46,14294,7841,196.56,9.024,21.346,127.808,199.786,9.342,8.274,108.109,165.815,224.672,41.374,5.42,213.489,57.484,322.764,229.167,301.307,24.11,209.791,23.421,162.618,126.846,109.942,394.891,11.272,56.629,175.573,376.891,374.374,146.291,38.833,319.988,111.184,218.483,104.896,143.857,43.382,29.038,90.731,98.239,340.66,428.984,-50.756752,-6.0951195,-9.096962,9.847693
48,7078,3453,122.66,9.024,12.19,126.777,161.246,213.731,419.271,229.637,147.614,238.714,27.916,78.356,179.249,71.882,261.475,124.333,275.017,31.464,171.829,110.616,223.224,168.795,136.088,328.672,107.577,451.825,296.664,279.626,222.221,83.164,240.269,228.495,881.421,9.13,91.909,104.896,21.182,114.192,3.991,72.65,470.53,228.297,-8.295856,-42.387505,6.403531,15.399155
49,8003,14028,147.67,5.012,17.277,51.517,189.644,4.128,17.973,46.315,244.683,176.527,42.409,39.678,6.035,29.796,136.856,256.917,48.523,56.675,11.989,1.0,57.566,181.224,45.666,122.022,49.794,50.834,90.809,98.266,213.212,69.136,68.486,17.073,174.146,15.228,93.907,138.862,27.236,78.885,1.0,77.767,47.953,303.694,43.307663,5.8091927,4.410963,-26.835674
50,5634,3222,302.45,3.675,4.052,30.898,115.606,137.606,186.494,21.598,50.546,138.413,16.528,8.736,42.289,27.581,237.982,41.083,279.062,19.909,58.942,277.531,121.203,88.005,41.309,237.335,66.487,265.237,105.945,261.388,260.26,16.03,164.603,209.949,77.604,2.016,48.952,30.97,28.245,9.308,39.883,70.602,136.864,290.388,-29.063261,-41.092403,13.41634,11.110675
52,13013,914,137.44,9.024,2.017,105.127,165.303,92.766,99.203,126.647,15.156,190.569,53.797,12.051,31.212,46.409,278.84,41.083,465.11,14.656,117.883,170.406,123.223,366.109,771.221,172.257,135.826,138.913,246.209,459.973,220.219,86.171,111.432,454.754,501.549,1.0,140.86,66.934,17.145,5.154,1.0,163.747,547.453,401.265,-10.689369,-56.44329,8.259868,20.565655
53,4314,14340,137.15,7.687,12.19,49.455,148.061,16.642,1.0,45.286,171.882,134.401,60.008,5.42,9.056,18.721,88.847,232.25,30.323,39.868,6.994,5.983,69.688,24.305,21.699,96.904,43.374,147.026,228.045,84.081,101.1,82.162,86.892,14.6,30.382,92.465,134.866,155.845,16.136,42.538,12.964,100.286,47.953,208.34,38.654297,5.2175407,2.9751031,-28.130117
54,3382,6478,107.88,6.349,56.952,116.467,150.089,47.926,54.345,183.292,133.459,177.53,107.629,58.465,175.221,44.194,338.086,167.5,334.674,226.852,196.804,30.895,163.628,265.121,89.243,270.445,89.6,188.747,365.282,242.138,344.344,133.265,121.657,134.53,212.973,43.684,105.895,112.888,45.4,92.385,63.811,110.522,98.902,289.28,0.9967022,12.432047,-7.88997,-11.766203
55,19407,8582,124.65,11.699,10.156,98.941,204.857,47.926,319.856,128.707,206.26,434.301,60.008,25.312,272.905,53.054,208.359,150.028,164.804,64.028,167.833,15.948,161.608,35.18,97.959,209.934,26.681,78.648,219.973,340.417,198.197,166.331,185.053,390.462,99.641,50.798,153.847,103.897,17.145,140.154,72.784,169.888,196.804,372.437,-65.147385,-21.751535,-7.6734004,17.932356
56,19259,694,66.37,18.386,3.035,98.941,170.374,137.606,381.687,52.495,50.546,358.072,79.678,24.207,97.677,19.828,219.595,76.028,110.202,12.555,49.951,113.107,145.446,467.096,200.364,110.605,21.545,96.032,80.718,305.969,144.143,92.183,74.621,478.245,73.407,2.016,176.824,116.884,110.991,7.231,1.0,227.208,213.787,129.617,-24.084133,-64.71509,11.542279,23.509228
57,814,13083,101.34,9.024,32.537,62.858,142.99,16.642,1.0,86.481,121.325,119.355,47.585,1.0,192.341,9.86,174.65,187.028,140.536,16.757,136.864,28.404,141.405,18.09,32.593,169.974,26.681,56.629,223.0,147.912,333.333,106.211,29.631,8.418,227.664,126.002,137.863,127.873,14.118,55.0,21.937,145.323,310.69,302.585,1.2810745,30.02898,-1.0474925,-14.8786
60,16106,3481,167.85,13.036,18.294,156.675,240.354,105.28,140.424,121.498,133.459,355.063,71.396,29.732,238.665,54.162,450.448,203.472,394.331,29.363,237.763,140.511,275.75,207.636,319.111,268.161,18.977,128.483,212.909,520.764,287.287,118.235,88.937,324.933,193.035,39.619,215.785,209.791,41.364,18.654,42.874,181.148,398.602,479.988,-0.9649277,-66.263214,-1.3367206,23.438885
62,2393,1241,169.28,3.675,18.294,89.663,111.549,4.128,32.522,59.704,11.111,132.395,50.691,60.675,22.148,51.947,368.73,48.278,258.839,103.946,61.939,225.214,108.072,94.219,204.722,406.309,69.055,45.039,311.8,230.993,557.557,136.271,98.139,167.912,425.995,113.807,45.955,6.994,15.127,84.077,258.228,54.225,558.442,351.371,-16.753002,-4.3728924,0.5011988,1.2822105
63,12487,8592,131.61,7.687,21.346,70.074,200.8,12.471,21.61,88.541,173.904,388.163,36.198,18.681,216.51,46.409,272.712,228.139,312.429,23.06,205.795,95.668,189.891,215.404,68.544,257.886,9.988,23.02,156.4,320.153,323.323,74.146,13.27,158.021,110.134,177.832,89.911,141.859,66.591,16.577,63.811,102.333,458.542,413.462,-50.681232,-1.0359602,-11.182159,9.041097
65,6768,3944,138.58,5.012,19.312,57.703,179.502,156.377,164.671,62.794,125.369,250.75,27.916,21.997,131.917,75.205,367.709,110.972,266.928,33.565,187.813,427.007,165.648,77.129,204.722,413.159,29.249,225.833,187.682,337.377,289.289,41.08,212.661,208.713,199.331,43.684,64.936,81.919,32.282,22.808,258.228,77.767,141.859,434.528,-22.793888,-32.99841,10.154952,10.47004
66,13117,12086,106.03,9.024,11.173,72.136,193.701,6.214,14.336,93.691,144.581,195.584,27.916,19.787,177.235,56.377,418.782,188.056,173.904,15.707,144.856,13.456,122.213,46.056,65.276,558.157,6.136,2.159,168.509,295.837,266.266,128.255,12.248,39.328,324.206,135.149,84.916,124.876,29.255,44.615,96.713,107.451,227.773,342.501,-35.202328,8.638958,-2.2905545,-6.42981
68,10160,10621,184.34,9.024,10.156,64.92,225.141,88.595,25.248,84.422,178.96,240.72,35.163,4.315,209.461,78.528,233.896,242.528,241.65,23.06,172.828,1.0,150.496,196.76,146.983,267.019,34.386,35.768,259.327,233.019,252.252,95.189,99.162,41.801,225.565,201.207,114.886,140.86,71.636,34.231,54.838,126.899,371.629,553.166,5.576145,22.638525,-5.11954,-16.478064
69,16533,1385,55.57,9.024,3.035,45.331,134.876,92.766,130.725,24.688,35.379,114.34,52.762,65.095,97.677,12.075,159.328,88.361,238.616,11.505,95.905,30.895,105.041,468.65,92.511,143.714,36.954,70.536,28.245,218.835,195.194,68.134,70.531,530.173,39.827,1.0,128.872,36.964,86.773,4.115,1.0,134.064,141.859,168.424,-27.429136,-58.706116,16.723518,18.30977
71,5761,4201,249.44,6.349,27.45,46.362,170.374,123.007,187.706,54.555,124.358,250.75,33.092,10.946,104.727,47.517,309.485,123.306,197.16,49.322,114.886,322.374,170.699,75.575,129.552,286.429,11.272,259.442,115.027,301.916,151.15,32.062,201.414,196.349,175.195,18.277,60.94,86.914,54.482,30.077,33.901,60.367,155.845,237.168,-24.396473,-37.321312,12.10759,10.473384
72,15999,1796,64.67,13.036,3.035,95.848,184.573,154.291,272.573,51.465,67.735,303.91,71.396,24.207,125.875,20.936,235.939,106.861,226.483,20.959,113.887,190.337,143.426,426.701,270.087,200.8,15.125,182.952,113.009,402.221,237.236,72.142,52.126,437.444,155.257,2.016,237.763,77.923,141.264,9.308,1.0,201.619,238.762,264.887,-21.537865,-64.95239,11.05965,22.482943
74,11783,10713,160.89,7.687,12.19,97.91,201.814,12.471,20.398,116.348,149.637,180.539,62.079,12.051,188.312,40.871,215.509,195.25,321.529,78.735,161.839,5.983,143.426,209.19,121.926,281.862,56.215,14.907,86.773,204.65,289.289,94.187,63.374,43.037,108.036,147.344,103.897,128.872,83.745,19.692,111.668,120.757,320.68,430.093,-5.9334908,24.378376,-0.8909111,-10.247981
75,5403,10971,429.23,9.024,21.346,69.043,209.928,19.77,8.274,134.887,131.436,142.425,48.621,7.631,152.058,28.688,247.175,200.389,243.672,74.533,130.87,45.843,144.436,115.97,101.227,161.982,38.238,78.648,180.618,222.887,386.386,115.229,50.081,67.765,89.147,206.288,90.91,118.882,33.291,15.538,30.91,93.121,198.802,451.16,-1.3654785,19.520254,-2.974943,-12.589657
76,8220,573,132.61,6.349,2.017,29.867,101.407,168.89,203.467,3.06,13.134,73.217,28.951,6.525,2.007,12.075,115.405,13.333,162.781,35.666,6.994,302.444,59.586,50.717,58.739,349.223,3.568,250.171,55.491,312.048,369.369,15.028,152.333,348.425,129.023,1.0,56.944,7.993,10.082,4.115,1.0,58.32,128.872,350.262,-29.289675,-46.014492,14.528905,13.793408
77,17529,4023,83.29,13.036,13.208,94.817,262.667,121.965,175.583,120.468,183.004,238.714,72.431,23.102,308.152,57.484,391.202,269.25,407.476,26.211,268.732,75.738,279.791,582.067,250.478,462.253,44.658,210.767,126.127,537.988,258.258,90.179,71.554,387.989,219.269,17.26,203.797,227.773,133.191,19.692,6.982,206.737,360.64,192.817,-1.3313141,-71.78409,0.16289775,25.373524
79,4473,1832,275.02,11.699,39.658,63.889,180.516,97.98,130.725,47.345,55.601,154.461,44.48,37.468,90.628,34.226,264.54,73.972,266.928,66.129,104.896,165.424,162.618,84.897,279.892,343.514,8.704,119.211,90.809,280.639,264.264,47.092,149.265,255.696,125.875,84.335,53.947,47.953,73.655,55.0,135.596,107.451,156.844,305.911,-28.060677,-35.70896,11.389366,7.6615705
80,13246,9192,95.37,7.687,15.242,54.61,158.203,13.514,24.035,125.618,154.692,227.681,39.304,6.525,230.609,57.484,269.647,225.056,280.073,28.312,202.798,8.474,196.962,192.1,84.885,293.279,11.272,29.973,100.9,277.599,422.422,72.142,56.216,259.405,122.727,186.979,102.898,148.852,36.318,17.615,84.749,115.639,196.804,336.957,-53.518185,-2.9798603,-8.506587,9.038033
82,6889,5905,108.02,1.0,20.329,273.173,264.695,45.84,70.106,343.956,78.857,228.684,108.664,81.671,148.03,121.722,216.531,160.306,338.719,243.659,123.877,1.0,180.8,275.997,243.941,188.241,233.415,27.655,430.873,205.663,63.062,55.108,44.968,122.166,282.231,2.016,23.977,40.96,27.236,317.731,1.0,51.155,61.939,588.647,57.304913,22.273527,-15.030834,-16.994108
83,16549,4612,168.42,11.699,16.26,306.164,211.956,47.926,234.989,218.308,211.316,456.367,169.743,138.031,281.969,63.022,342.172,261.028,252.772,349.757,218.782,20.93,224.235,210.743,201.454,169.974,149.951,115.734,291.618,282.665,150.149,215.429,111.432,363.261,440.686,62.993,175.825,156.844,48.427,127.692,120.641,141.228,238.762,104.115,0.26076698,-56.645573,-6.3429127,22.308764
84,13226,12935,84.14,2.337,223.791,14.402,275.852,2.043,14.336,24.688,119.303,228.684,8.247,1.0,112.783,23.151,256.368,191.139,232.55,15.707,113.887,3.491,49.485,105.095,112.121,466.819,20.261,2.159,159.427,217.822,229.228,75.148,3.045,85.074,355.687,122.953,8.992,57.943,88.791,406.0,264.21,35.801,106.894,190.599,-20.700867,15.040657,11.68328,-17.530796
85,1833,8315,219.02,9.024,15.242,68.012,167.331,17.685,1.0,44.256,123.347,164.491,51.726,3.21,124.868,49.732,230.831,152.083,183.004,23.06,156.844,177.88,140.395,78.683,176.397,257.886,7.42,36.927,152.364,210.729,329.329,128.255,48.036,91.256,294.824,209.337,113.887,115.885,29.255,32.154,216.353,114.616,236.764,311.455,-16.514824,2.4215126,2.2079015,-2.1081858
86,13948,9842,207.37,9.024,92.558,59.765,160.231,4.128,10.699,59.704,210.305,251.753,48.621,51.834,196.369,39.764,233.896,237.389,301.307,22.009,177.823,28.404,174.739,175.009,56.561,260.169,9.988,3.318,80.718,278.613,355.355,106.211,3.045,223.55,94.394,176.816,142.858,129.871,70.627,16.577,174.479,145.323,324.676,316.999,-54.761635,-2.4009552,-8.917367,9.567288
87,2088,12187,65.38,14.373,9.138,195.851,423.927,68.782,2.212,257.444,101.102,151.452,143.862,57.36,219.531,32.011,337.064,236.361,626.892,141.763,141.859,1.0,141.405,80.236,93.601,214.501,239.835,208.449,497.473,248.217,209.208,154.307,122.68,25.728,144.764,11.163,222.778,85.915,16.136,45.654,3.991,211.855,141.859,395.721,8.13912,16.704948,-17.271753,-13.637908
90,7927,7662,146.11,1.0,12.19,9.248,170.374,3.086,10.699,49.405,66.724,200.599,1.0,1.0,42.289,44.194,296.206,133.583,170.87,25.161,67.933,85.703,122.213,18.09,100.137,300.129,30.533,1.0,130.164,265.441,387.387,37.072,20.428,81.365,104.888,216.451,1.0,41.959,19.164,29.038,147.56,1.0,67.933,422.332,-23.666859,16.478352,7.2403884,-7.0590405
91,6837,11471,95.79,7.687,9.138,75.229,146.032,81.295,9.487,108.109,168.848,119.355,38.268,10.946,200.397,67.452,192.015,233.278,128.403,18.858,191.809,105.633,128.274,28.966,41.309,164.265,40.806,97.191,156.4,160.07,89.088,84.166,109.387,90.02,74.456,167.669,122.878,124.876,18.155,41.5,15.955,116.663,171.829,399.048,3.1779785,36.68946,0.48373368,-17.634758
92,19422,6057,197.42,17.048,13.208,97.91,191.672,116.751,145.273,81.332,217.383,409.226,83.819,4.315,230.609,30.904,241.046,213.75,396.353,17.808,128.872,145.494,201.002,157.919,240.673,190.525,47.226,75.172,93.836,340.417,199.198,104.207,144.153,339.77,70.258,10.146,236.764,158.842,50.445,18.654,39.883,260.986,198.802,340.283,-4.8721046,-70.05479,-1.5634747,20.97141
93,14094,2270,129.48,10.361,13.208,87.601,161.246,109.451,154.972,56.614,103.124,300.901,53.797,21.997,164.143,35.334,371.794,113.028,429.721,24.11,208.792,195.319,253.528,328.821,267.908,228.201,103.725,63.582,114.018,442.748,303.303,70.138,88.937,425.08,139.517,1.0,154.846,137.863,63.564,13.462,1.0,175.006,370.63,363.567,-6.515106,-64.24155,3.5674534,20.554033
94,5735,8446,92.67,1.0,12.19,97.91,152.118,26.027,9.487,312.029,114.247,166.497,73.466,94.933,112.783,142.765,231.853,150.028,249.739,80.836,106.894,88.195,122.213,105.095,105.585,237.335,283.494,25.338,287.582,255.309,169.168,48.094,50.081,49.219,153.159,117.872,18.982,59.941,32.282,84.077,18.946,3.047,63.937,447.834,1.6760521,15.993536,-9.062238,-13.867842
