cell,x,y,area µm²,CD4,CD34,H2A.x,E5,HLA-DR,E9,ApoE,HLA-A,S100B,Gal3,CD45,PSD-95,CD74,CD8,E3,CD40,E7,PCNA,Vimentin,CD44,ATG7,E6,E1,IBA1,GFAP,SMA,a-Beta,CollagenIV,CD14,Synaptophysin,CD31,TMEM119,Neurofilament,AQP4,CD68,E2,CD11c,DAPI_1,Olig2,CD163,E4,Claudin-5,P2Rx7,CD3e,E8,E10,CD11b,NeuN,MAP2,UMAP_1,UMAP_2,TSNE_1,TSNE_2
5239,11419,18635,128.34,98.684,1.0,127.516,116.396,74.957,158.399,33.792,25.425,8.474,65.492,174.274,350.227,59.421,8.601,82.839,25.545,135.674,124.193,10.287,8.651,235.121,98.716,44.06,244.915,48.234,3.794,36.287,23.907,126.674,460.328,37.41,196.554,217.085,109.937,56.072,71.973,188.71,34.704,6.808,10.1,73.817,5.017,181.32,62.51,117.741,87.079,83.552,14.409,93.045,48.91281,-29.895668,-31.290241,10.988879
5240,21003,16789,395.55,334.336,33.303,26.065,86.723,104.304,203.37,57.216,81.604,306.181,71.815,373.218,78.253,173.926,166.052,58.852,359.364,121.604,223.575,19.574,17.395,243.702,94.117,35.448,505.168,60.043,3.794,44.805,78.629,245.957,210.199,38.548,336.235,138.793,55.468,145.288,37.562,147.35,103.462,62.566,55.601,61.042,11.713,244.498,94.325,106.259,101.627,143.372,14.409,30.455,5.6517925,6.2163906,-1.5830616,-8.34072
5242,6851,14638,111.71,262.835,3.393,8.161,96.614,128.957,206.582,71.27,84.046,301.198,50.318,464.134,354.46,220.663,234.462,88.483,345.864,183.915,273.266,2.327,14.116,368.73,115.96,46.521,452.651,73.032,6.589,66.708,31.543,204.421,848.407,80.647,477.034,63.633,1.0,257.634,97.781,296.882,45.49,42.819,14.145,99.367,6.357,282.668,97.506,96.69,136.786,156.533,23.796,112.682,3.3058128,49.607376,12.131449,7.121188
5243,17712,18297,163.02,262.835,1.0,256.419,98.262,379.0,248.341,60.729,142.667,15.948,86.99,306.904,76.137,208.979,9.687,95.538,82.0,139.694,90.03,43.454,104.835,138.286,86.07,39.139,422.307,65.947,3.794,27.77,27.725,379.086,364.824,10.103,169.735,193.597,558.063,137.578,49.391,136.745,42.794,7.97,441.854,68.707,6.357,182.636,76.296,115.828,66.468,126.623,5.023,7.136,55.247643,-16.264912,-25.795769,4.972678
5244,3415,6202,178.23,246.722,9.375,8.161,119.693,170.043,245.129,34.964,109.693,384.656,35.143,365.731,137.516,426.305,251.836,108.237,280.818,175.875,428.551,3.653,20.674,422.664,97.566,77.278,394.298,109.638,6.589,88.61,27.725,225.722,358.76,59.028,421.161,43.277,70.323,105.636,74.124,206.739,265.243,47.465,40.434,101.922,7.696,380.067,118.717,150.276,117.388,101.498,80.115,111.455,-15.137623,24.67051,7.578941,-2.138365
5248,22463,14700,132.18,191.334,8.178,48.742,86.723,84.348,196.945,63.072,59.621,292.479,69.286,335.783,239.109,124.853,163.88,48.975,309.045,95.473,145.933,2.327,25.046,351.569,96.417,50.212,219.239,41.149,5.192,50.889,28.997,129.869,460.328,48.788,264.718,199.861,22.045,74.796,61.22,252.341,44.142,41.657,15.156,78.927,5.017,473.518,91.143,96.69,113.751,103.891,19.773,213.318,-9.777283,61.92907,21.807756,-1.3785958
5250,12322,6918,129.2,358.505,18.946,100.065,111.45,133.652,216.219,86.495,124.348,349.778,83.196,484.456,158.681,265.063,286.584,72.962,451.409,147.734,273.266,26.207,80.789,389.568,94.117,60.054,428.143,86.021,6.589,72.792,53.177,343.94,176.848,56.753,428.983,27.619,392.182,122.158,59.069,233.252,232.887,56.758,102.113,68.707,10.374,156.312,104.93,108.172,102.84,137.39,10.387,16.955,8.581238,1.6605072,-7.4442143,-3.2528384
5251,5473,2046,110.72,160.115,5.786,49.935,215.307,94.913,148.762,52.531,63.285,360.989,21.233,351.827,143.865,248.705,156.279,104.004,123.727,117.584,282.583,18.247,6.465,557.498,122.857,71.127,265.922,81.298,6.589,99.562,26.452,105.373,272.352,63.58,462.507,94.95,2.238,97.926,74.124,370.057,107.506,25.394,13.134,121.084,9.035,120.775,68.873,136.879,83.442,87.141,64.024,185.091,-31.48124,1.949501,2.0353374,16.062803
5252,25013,5398,118.82,275.926,16.553,100.065,81.777,242.826,187.309,3.342,142.667,373.445,8.587,248.076,36.981,309.463,160.623,80.017,271.0,103.513,102.453,27.534,97.184,106.416,109.062,57.594,261.254,57.681,5.192,65.491,20.089,214.006,336.021,38.548,148.503,94.95,52.993,78.1,57.994,60.389,71.105,25.394,176.937,71.262,6.357,6.265,92.204,115.828,122.238,101.498,7.705,15.727,26.484444,6.226818,-11.637224,3.988
5255,11505,12588,92.24,226.581,5.786,11.742,75.183,104.304,190.521,46.675,55.957,302.444,60.434,301.556,326.945,137.705,246.407,56.03,288.182,103.513,230.822,6.307,18.488,421.438,89.519,32.988,261.254,58.862,3.794,41.155,34.088,324.77,505.806,65.855,256.896,54.238,20.807,116.65,73.048,218.404,34.704,59.081,290.184,45.712,7.696,385.332,95.385,83.293,96.778,99.105,53.297,86.909,1.8817444,57.223263,17.854658,9.075373
5256,2244,15183,197.84,277.941,58.428,66.645,96.614,107.826,219.431,41.991,81.604,314.9,140.101,240.589,65.554,218.326,213.83,70.14,349.545,121.604,337.451,76.622,18.488,167.704,97.566,48.982,417.639,68.309,3.794,59.407,200.8,241.697,199.587,46.513,294.889,88.687,135.933,124.361,44.014,217.344,297.599,56.758,98.069,52.1,54.566,176.055,94.325,73.724,102.84,137.39,33.183,12.045,1.3115635,0.14531708,-2.528177,-8.835426
5257,23029,9050,399.38,338.364,9.375,22.484,114.748,159.478,161.611,81.81,88.932,318.637,88.254,510.126,229.585,280.253,219.26,75.784,445.273,143.714,244.28,27.534,21.767,670.269,101.015,56.363,407.136,71.851,6.589,55.756,67.176,142.649,299.639,69.269,464.742,63.633,98.796,184.939,76.274,255.522,173.567,49.788,70.768,85.315,15.731,434.032,105.99,134.966,104.052,138.587,27.819,136.0,-28.130209,49.528667,17.840155,-9.900823
5258,501,6318,142.41,218.524,12.964,67.839,182.337,143.043,322.222,33.792,151.216,302.444,28.82,383.914,29.573,312.968,160.623,168.911,318.864,199.996,249.456,7.633,150.741,338.086,115.96,143.714,303.268,103.734,6.589,137.283,25.18,205.486,123.791,48.788,487.091,83.989,196.591,264.243,79.501,191.892,49.534,54.435,43.468,133.859,11.713,255.028,98.567,180.897,123.45,124.23,10.387,20.636,-27.582977,25.796333,8.157232,-6.1850476
5259,14812,16381,118.39,269.884,2.196,103.645,65.292,132.478,145.55,46.675,81.604,281.268,88.254,363.592,317.421,127.189,204.058,50.386,353.227,105.523,195.624,14.267,44.72,341.763,104.464,26.836,432.811,54.138,5.192,43.588,32.815,253.413,510.354,40.823,360.819,80.857,135.933,102.332,64.446,179.166,50.883,61.405,25.267,41.88,5.017,307.676,92.204,62.241,118.601,155.337,19.773,15.727,6.5470905,56.181988,15.696704,10.484873
5261,19299,12244,327.47,242.694,5.786,43.968,85.074,170.043,119.852,57.216,80.383,327.357,122.397,409.585,295.197,166.916,206.229,87.072,316.409,89.443,221.505,23.554,27.232,423.89,80.322,35.448,298.599,74.213,5.192,53.323,26.452,232.112,446.684,52.202,290.419,98.082,237.442,133.172,62.295,214.162,54.927,60.243,26.278,61.042,7.696,426.134,82.659,104.345,68.893,114.659,31.842,55.0,-10.301928,62.577454,21.537823,1.9590329
5262,458,13624,306.86,262.835,291.727,47.548,124.639,90.217,161.611,121.63,329.522,293.724,269.086,377.497,121.642,86.295,257.265,104.004,415.818,185.926,518.617,330.02,33.79,374.859,121.708,84.66,219.239,93.106,6.589,92.261,213.526,143.714,299.639,165.983,176.44,146.622,238.68,173.925,101.008,214.162,193.789,67.213,20.212,90.425,335.786,205.012,110.232,131.138,111.326,182.854,33.183,41.5,-6.8119984,-33.582375,0.2354523,-21.627449
5263,24109,14079,264.64,231.616,4.589,8.161,90.02,242.826,151.974,74.783,160.987,339.813,51.582,394.61,201.012,329.326,204.058,89.894,305.364,179.895,272.231,2.327,17.395,347.892,111.361,46.521,339.446,63.585,5.192,64.274,30.27,413.167,561.895,57.891,296.007,126.266,3.476,105.636,76.274,221.586,207.271,38.172,69.757,76.372,6.357,412.972,119.777,121.569,108.902,142.176,27.819,133.545,-2.9460049,40.664265,16.02753,-0.33588806
5264,7852,3905,93.81,145.009,5.786,6.968,111.45,91.391,155.186,56.045,66.949,240.162,21.233,278.025,165.031,104.989,186.684,75.784,182.636,117.584,235.998,6.307,8.651,465.566,107.913,68.666,274.091,70.67,6.589,66.708,27.725,126.674,325.41,70.407,468.094,60.502,1.0,75.897,107.46,214.162,49.534,38.172,12.122,81.482,9.035,116.826,98.567,142.621,119.813,127.819,18.432,134.773,25.224646,40.878136,3.8145192,16.102085
5266,9501,15063,91.96,296.068,1.0,4.581,81.777,159.478,190.521,31.45,37.638,247.636,13.646,282.303,155.506,383.074,163.88,54.619,247.682,103.513,348.838,3.653,10.837,275.572,118.259,34.218,530.843,62.404,3.794,43.588,31.543,104.308,578.571,28.308,323.943,60.502,1.0,116.65,70.898,205.678,400.061,19.586,22.234,62.32,5.017,124.723,102.809,67.983,137.999,138.587,42.569,70.955,-1.2980537,23.008114,2.8099923,2.9038858
5267,5720,6659,367.12,246.722,22.535,27.258,152.663,125.435,277.251,41.991,75.498,288.742,30.085,363.592,100.477,230.011,204.058,106.826,301.682,189.946,302.253,8.96,15.209,365.053,118.259,68.666,381.46,86.021,5.192,72.792,30.27,124.544,393.627,60.166,477.034,65.199,20.807,200.359,56.918,220.525,134.47,28.879,16.167,86.592,7.696,211.593,114.475,125.397,148.91,112.266,93.525,93.045,10.485657,30.592669,3.6381035,10.814636
5268,25816,10343,124.08,313.188,30.91,15.323,131.233,157.13,180.884,61.9,108.472,313.655,100.9,482.317,247.575,468.368,186.684,94.127,382.682,127.634,292.936,43.454,20.674,378.536,109.062,76.048,461.987,117.904,5.192,77.659,98.991,240.632,376.951,85.198,435.688,134.096,71.561,147.491,89.179,202.497,298.947,67.213,49.534,117.252,21.087,401.126,137.806,115.828,112.539,143.372,22.455,99.182,-18.609478,12.443851,14.151665,-8.971343
5271,9104,19955,203.39,191.334,1.0,54.71,99.911,99.609,126.277,29.108,57.178,22.176,28.82,255.563,188.312,144.716,5.343,43.331,67.273,119.594,125.228,2.327,4.279,214.283,104.464,35.448,365.121,41.149,6.589,30.203,22.634,217.201,446.684,29.445,224.49,187.334,144.599,105.636,69.822,166.439,37.401,2.162,168.848,67.43,3.678,128.672,57.207,123.483,84.654,100.302,14.409,69.727,51.119385,-22.413578,-29.84806,8.165546
5272,19517,15397,410.89,226.581,4.589,2.194,93.317,242.826,206.582,31.45,55.957,283.759,94.577,356.105,279.323,301.284,252.922,64.496,320.091,131.654,317.781,6.307,18.488,303.764,113.661,41.6,333.611,63.585,5.192,50.889,26.452,160.755,528.545,44.237,206.611,87.121,107.461,150.795,65.521,182.347,111.551,52.112,13.134,49.545,7.696,349.794,91.143,90.948,128.3,164.908,66.706,88.136,0.28030777,40.60298,15.846265,8.737022
5279,1999,7096,145.4,340.378,16.553,22.484,155.96,207.609,296.524,33.792,154.88,348.532,38.937,426.698,88.836,263.895,195.371,144.924,299.227,197.986,266.02,6.307,37.069,388.342,118.259,106.805,339.446,113.181,6.589,114.163,28.997,217.201,358.76,44.237,574.252,76.16,118.602,146.389,79.501,243.857,81.891,47.465,107.169,138.969,11.713,244.498,132.503,156.017,122.238,146.962,13.068,34.136,-22.855898,29.44285,8.934485,-4.4688826
5280,10724,13142,92.38,319.23,2.196,3.387,99.911,152.435,235.492,44.333,69.391,297.461,49.053,449.16,209.478,166.916,169.31,82.839,280.818,121.604,257.738,2.327,14.116,418.987,96.417,39.139,523.841,64.766,3.794,43.588,32.815,195.901,563.411,51.064,469.211,124.701,88.892,208.069,52.617,230.07,48.186,35.849,15.156,68.707,5.017,277.403,103.869,142.621,117.388,137.39,30.501,101.636,1.8735399,42.25811,11.154756,5.688614
5281,21326,19370,95.94,241.686,1.0,8.161,114.748,188.826,283.675,39.648,66.949,18.439,36.408,317.6,192.546,434.484,11.859,87.072,83.227,133.664,260.844,2.327,1.0,260.863,88.369,48.982,363.954,58.862,2.397,60.624,20.089,193.771,666.495,26.032,252.426,271.889,25.758,110.042,61.22,177.045,277.377,6.808,73.802,92.98,3.678,127.356,89.022,157.931,111.326,133.801,29.16,91.818,-34.985146,10.173534,-33.73596,5.2044897
5282,22154,9714,72.34,266.863,44.071,36.806,71.886,91.391,171.248,51.36,167.093,267.566,156.541,371.079,57.088,127.189,194.285,53.208,399.864,115.573,208.047,87.235,30.511,438.599,88.369,39.139,332.444,60.043,5.192,53.323,128.261,165.015,135.918,63.58,266.953,19.79,100.033,136.476,45.089,238.554,215.36,161.305,14.145,63.597,77.331,544.593,85.841,89.034,107.689,132.605,14.409,82.0,-22.476442,49.332687,10.032703,-16.547607
5284,8792,9428,162.03,245.715,308.477,18.903,111.45,166.522,229.068,147.395,256.246,220.232,157.805,475.899,32.748,74.611,135.648,68.729,369.182,183.915,405.776,215.924,86.254,436.147,97.566,69.897,346.449,78.936,6.589,80.093,227.525,178.86,205.651,163.707,283.715,62.067,1.0,152.998,60.144,204.618,142.559,61.405,17.178,109.587,262.133,83.921,100.688,173.241,106.477,179.265,22.455,20.636,-6.537323,-23.966827,0.4246707,-19.94515
5285,20879,12918,426.39,265.856,38.089,22.484,73.535,197.043,142.338,60.729,148.774,394.621,146.424,473.76,186.196,210.147,235.548,43.331,450.182,87.433,215.293,60.701,22.86,430.018,90.669,30.527,486.495,55.319,2.397,42.371,82.447,222.527,383.015,82.923,383.168,71.462,152.026,173.925,50.466,221.586,61.668,56.758,126.381,52.1,35.818,441.929,98.567,106.259,95.566,119.444,30.501,58.682,-23.714785,50.172867,17.695972,-10.487579
5287,1508,14188,86.7,310.166,17.75,38.0,116.396,126.609,193.733,29.108,81.604,338.567,86.99,372.149,140.691,79.284,212.745,63.085,339.727,173.865,289.83,6.307,14.116,282.926,89.519,52.672,383.794,49.415,3.794,41.155,32.815,300.274,475.487,35.134,388.755,264.06,284.483,93.52,50.466,255.522,42.794,68.374,23.245,77.65,6.357,351.111,132.503,121.569,107.689,160.122,27.819,40.273,-5.243162,45.68064,15.664141,4.3346457
5288,20236,10413,262.23,349.442,6.982,6.968,129.584,240.478,229.068,54.873,69.391,322.374,73.08,443.812,177.73,439.158,212.745,113.881,380.227,113.563,228.751,8.96,21.767,320.925,111.361,73.587,454.985,84.84,7.986,70.358,27.725,151.17,304.187,52.202,349.644,184.202,170.595,147.491,66.596,147.35,228.842,54.435,18.189,91.702,9.035,360.324,111.293,127.31,101.627,162.515,17.091,41.5,-16.817657,12.46278,13.57531,-8.429675
5289,2511,9614,376.22,292.039,10.571,21.29,129.584,147.739,241.916,49.018,84.046,230.197,35.143,362.522,76.137,315.305,123.703,87.072,246.455,123.614,355.05,3.653,11.93,296.41,91.818,78.509,416.472,76.574,5.192,82.526,30.27,168.21,434.557,35.134,461.389,98.082,118.602,237.808,56.918,208.86,205.923,37.01,18.189,96.812,7.696,183.953,125.08,113.914,113.751,161.319,53.297,64.818,-6.9658756,23.344711,4.470051,0.23294806
5290,3678,18154,186.33,198.383,1.0,10.548,109.802,193.522,209.794,18.567,57.178,4.737,11.116,350.757,87.778,173.926,5.343,94.127,36.591,147.734,187.342,1.0,1.0,216.735,98.716,44.06,272.924,42.33,2.397,25.336,26.452,144.779,511.869,43.099,374.228,204.558,7.19,132.071,49.391,187.65,36.053,4.485,116.269,64.875,3.678,206.328,66.752,106.259,66.468,119.444,30.501,45.182,39.62013,-25.998543,-34.675488,7.9409814
5291,20385,13456,175.25,253.771,102.695,60.677,96.614,193.522,139.125,104.062,233.042,384.656,320.933,414.933,179.846,168.084,244.235,65.907,455.091,103.513,349.874,233.171,28.325,342.989,102.165,36.679,339.446,78.936,3.794,58.19,461.685,313.054,285.995,110.23,217.785,35.448,86.416,134.273,57.994,222.646,193.789,82.314,112.225,39.325,114.827,527.482,100.688,100.517,89.504,133.801,37.205,48.864,-13.039196,-18.14513,5.188025,-17.88582
5294,3390,14666,210.78,182.27,10.571,6.968,91.668,113.696,216.219,73.612,81.604,275.04,86.99,314.391,233.818,297.779,245.321,57.441,290.636,109.543,399.565,4.98,20.674,363.827,115.96,41.6,307.936,71.851,3.794,43.588,36.633,229.982,548.252,54.477,223.372,165.412,8.428,115.549,79.501,275.672,156.04,48.627,92.002,57.21,6.357,274.771,100.688,94.776,110.114,134.998,46.592,53.773,2.8783264,41.146698,8.186629,5.680924
5295,13192,17712,172.83,148.03,209.175,46.355,86.723,109.0,161.611,66.585,317.309,5.983,150.218,304.764,81.428,54.747,40.091,36.275,101.636,157.785,169.743,153.57,4.279,145.64,75.724,36.679,527.342,31.702,2.397,19.252,310.245,218.267,213.231,214.909,279.245,57.37,124.792,80.303,32.185,136.745,73.802,9.131,72.79,41.88,223.298,95.767,79.478,56.5,71.318,117.051,37.205,25.545,64.62389,-12.14678,-25.968596,0.30960715
5296,7763,2722,120.1,169.178,2.196,4.581,106.505,84.348,90.942,40.819,54.736,75.738,13.646,397.819,112.118,72.274,129.133,67.318,134.773,87.433,275.337,3.653,11.93,396.923,99.865,56.363,288.096,49.415,5.192,32.637,22.634,68.097,285.995,86.336,557.49,21.356,10.903,57.173,52.617,277.793,58.972,20.748,11.111,52.1,6.357,140.518,86.901,94.776,72.53,121.837,161.913,156.864,-42.143234,-6.100319,1.110544,19.06017
5297,5722,3514,278.0,230.609,95.516,14.129,221.901,116.043,206.582,91.179,217.165,238.916,105.958,271.607,67.671,262.726,251.836,188.665,326.227,206.026,371.613,108.462,15.209,389.568,158.495,176.932,284.595,182.851,10.78,204.207,130.806,135.194,235.97,171.672,399.93,33.882,39.375,144.186,183.809,210.981,153.344,57.92,17.178,182.404,159.019,54.964,115.535,257.448,123.45,119.444,57.319,74.636,-3.4940948,-15.063881,-2.292714,-14.519092
5298,23608,15141,68.79,298.082,40.481,2.194,75.183,177.087,119.852,41.991,99.923,316.146,47.789,460.925,28.515,164.579,123.703,43.331,332.364,103.513,178.025,2.327,11.93,184.865,87.22,21.915,401.3,73.032,3.794,44.805,30.27,368.436,202.619,37.41,459.154,109.042,5.952,85.81,16.055,194.013,69.757,39.334,15.156,90.425,6.357,303.727,84.78,112.0,131.937,160.122,26.478,24.318,5.6683006,7.4816513,13.682621,-14.404121
5300,20087,7434,158.76,258.806,9.375,35.613,149.366,148.913,200.158,27.937,88.932,344.796,45.259,414.933,253.925,351.526,264.866,99.771,375.318,143.714,226.681,8.96,25.046,464.34,95.267,47.751,330.11,88.383,6.589,52.106,23.907,184.186,414.85,52.202,318.356,46.409,108.699,130.969,55.843,160.076,234.235,43.98,266.928,71.262,7.696,418.237,109.172,152.19,89.504,140.98,19.773,83.227,-23.343655,47.594772,16.506247,-7.5634465
5301,10999,16178,80.16,244.708,3.393,4.581,147.718,159.478,254.765,32.621,52.293,258.847,21.233,312.252,223.235,388.916,188.855,56.03,347.091,155.775,311.57,1.0,16.302,270.669,109.062,45.291,569.356,63.585,3.794,33.854,34.088,129.869,552.8,32.859,335.117,87.121,1.0,137.578,61.22,166.439,324.563,37.01,74.813,53.377,3.678,182.636,132.503,90.948,154.972,123.034,69.388,109.0,-1.0556526,23.208858,3.3461676,2.901109
5302,244,7571,134.31,362.533,10.571,189.581,169.149,193.522,290.1,75.954,320.973,257.601,88.254,482.317,18.99,200.8,98.728,84.25,461.227,250.247,261.879,44.781,231.623,313.571,110.212,55.133,394.298,109.638,12.178,64.274,44.269,355.656,101.052,33.997,553.02,68.331,260.963,288.474,41.863,224.768,161.433,52.112,256.817,86.592,10.374,270.822,116.596,129.224,117.388,215.157,10.387,4.682,-27.144768,22.169153,8.255549,-7.99962
5305,25658,8914,135.31,340.378,10.571,18.903,114.748,121.913,213.006,18.567,102.366,322.374,57.905,444.881,133.283,391.253,167.138,81.428,386.364,159.795,257.738,15.594,18.488,376.085,106.763,55.133,405.968,75.394,5.192,72.792,20.089,225.722,167.753,68.131,463.624,40.146,49.279,119.955,49.391,156.895,324.563,40.495,32.345,80.205,7.696,218.174,114.475,117.741,95.566,158.926,108.275,43.955,-11.500488,13.242216,2.0313995,-2.895598
5306,19851,16854,132.46,228.595,41.678,30.839,101.559,249.87,213.006,24.423,42.523,222.723,73.08,301.556,132.225,87.463,98.728,54.619,301.682,151.755,188.377,11.614,13.023,287.829,101.015,16.994,321.94,42.33,2.397,28.987,55.722,129.869,389.079,22.618,249.074,115.306,127.268,93.52,24.658,184.468,41.445,31.202,213.338,40.602,7.696,141.834,95.385,69.897,119.813,140.98,66.706,58.682,16.594986,29.048182,-0.32817626,8.213809
5307,23730,707,152.65,314.195,1.0,147.806,197.173,106.652,187.309,67.756,114.578,149.231,23.762,319.739,14.757,386.579,35.748,104.004,210.864,137.684,127.298,31.514,164.95,303.764,126.306,77.278,493.498,107.277,5.192,75.225,8.636,271.518,135.918,28.308,186.497,15.092,548.16,219.084,68.747,95.385,281.421,6.808,6.056,108.309,7.696,106.296,64.631,178.983,102.84,112.266,3.682,8.364,28.455055,-0.16168976,-14.831272,0.9905072
5308,8614,10000,102.76,271.898,112.266,15.323,108.153,213.478,177.672,132.17,308.76,293.724,141.366,335.783,62.379,122.516,206.229,80.017,372.864,177.885,245.315,213.271,17.395,282.926,101.015,72.357,366.289,90.745,5.192,76.442,158.804,281.103,261.741,152.329,161.913,52.672,128.506,140.882,50.466,209.92,100.765,89.284,130.425,117.252,172.41,133.937,94.325,190.466,93.141,111.069,18.432,37.818,-2.0281754,-16.100098,-0.7755964,-13.250569
5309,9656,2901,55.43,140.981,5.786,12.935,258.168,66.739,274.039,8.027,36.417,59.545,9.852,194.596,23.224,30.211,18.374,144.924,66.045,204.016,201.835,44.781,11.93,383.439,105.613,112.957,674.391,95.468,3.794,38.721,64.631,29.756,276.9,22.618,375.346,2.566,76.513,602.383,41.863,108.111,77.846,2.162,13.134,142.802,19.748,2.316,113.414,223.0,74.955,175.675,26.478,13.273,23.043478,20.536388,-6.206162,10.970202
5310,22753,18039,312.26,213.489,129.016,45.161,80.129,136.0,155.186,45.504,225.714,13.456,218.504,205.292,69.787,122.516,5.343,50.386,177.727,113.563,152.144,243.785,15.209,195.897,71.125,41.6,249.583,38.787,2.397,30.203,199.527,218.267,202.619,109.092,163.03,165.412,3.476,103.433,41.863,213.102,79.194,17.263,157.726,64.875,156.34,285.3,73.115,73.724,76.167,158.926,21.114,36.591,63.3487,-13.045792,-25.931173,0.85484254
5311,13706,12046,273.74,293.046,6.982,89.323,91.668,251.043,158.399,80.639,58.4,348.532,86.99,376.427,245.459,386.579,238.805,68.729,334.818,97.483,312.605,11.614,66.58,276.798,104.464,34.218,478.326,62.404,3.794,36.287,27.725,247.022,343.601,43.099,275.893,43.277,246.108,227.895,52.617,165.379,161.433,118.324,61.668,57.21,5.017,291.881,105.99,85.207,90.716,155.337,15.75,26.773,6.2796507,13.516373,17.182323,1.4548501
5313,22682,11111,88.97,291.032,71.588,66.645,147.718,116.043,219.431,70.098,123.127,332.339,155.276,347.548,71.904,110.832,226.861,91.305,344.636,145.724,390.248,141.629,20.674,414.083,109.062,73.587,398.966,94.287,6.589,61.84,147.35,96.853,179.88,99.99,307.181,15.092,38.138,123.259,63.37,268.248,582.065,308.831,15.156,76.372,113.488,545.909,113.414,110.086,135.574,130.212,25.137,26.773,-12.515377,1.9185028,10.759362,-16.244411
5315,21208,14004,110.72,248.736,15.357,16.516,118.045,116.043,145.55,54.873,74.276,343.55,131.249,394.61,226.41,92.137,226.861,53.208,353.227,99.493,204.941,14.267,16.302,409.18,112.511,34.218,316.105,65.947,3.794,46.022,31.543,157.56,580.086,52.202,285.95,170.11,74.037,93.52,57.994,279.914,56.275,55.597,97.058,58.487,6.357,545.909,105.99,104.345,94.353,172.086,50.615,86.909,-12.378078,62.25145,22.04593,-1.8586338
5317,8049,12677,191.59,185.291,40.481,12.935,179.04,111.348,180.884,44.333,84.046,296.216,40.201,280.164,99.418,133.032,183.426,116.703,290.636,185.926,274.302,2.327,11.93,327.054,136.652,74.818,345.282,94.287,6.589,80.093,28.997,187.381,505.806,55.615,285.95,121.569,1.0,139.781,90.254,262.946,104.81,26.556,117.28,115.974,7.696,165.526,115.535,171.328,118.601,136.194,26.478,67.273,12.002563,39.82612,7.3767614,9.694115
5318,3075,15248,385.17,234.637,60.82,26.065,113.099,134.826,229.068,40.819,81.604,256.355,47.789,289.79,124.817,156.4,175.825,65.907,248.909,141.704,271.196,4.98,13.023,249.831,94.117,58.824,272.924,80.117,3.794,66.708,31.543,151.17,490.646,52.202,311.651,176.373,4.714,154.099,60.144,252.341,61.668,47.465,74.813,68.707,7.696,183.953,93.264,115.828,96.778,125.426,26.478,32.909,11.396336,40.81353,7.754622,9.869148
5320,3679,19573,187.89,245.715,9.375,120.355,132.881,123.087,158.399,61.9,77.94,19.685,105.958,349.687,103.651,201.968,24.889,96.949,112.682,222.107,208.047,19.574,3.186,247.379,99.865,89.581,391.964,80.117,6.589,81.309,179.166,212.941,292.059,71.544,345.174,253.099,174.309,94.622,79.501,352.029,65.713,16.101,81.891,91.702,13.052,211.593,76.296,136.879,70.106,126.623,15.75,18.182,58.793488,-12.919443,-27.879082,2.0240355
5321,14613,16439,286.11,236.651,3.393,43.968,66.941,147.739,145.55,36.135,63.285,285.005,92.048,287.651,270.857,254.547,197.542,50.386,285.727,99.493,245.315,10.287,31.604,349.118,98.716,34.218,351.117,57.681,5.192,38.721,31.543,220.397,637.692,33.997,240.134,55.804,176.784,149.693,64.446,178.105,85.935,50.95,101.102,31.66,6.357,270.822,108.111,79.466,116.176,139.783,23.796,35.364,6.4571953,56.980145,15.222304,11.082429
5322,10669,16955,165.01,227.588,48.856,17.71,71.886,124.261,161.611,68.927,103.587,275.04,107.223,340.061,179.846,208.979,179.083,60.263,328.682,141.704,308.464,77.948,16.302,297.636,101.015,31.757,504.001,61.223,5.192,53.323,175.348,229.982,320.862,112.506,364.171,74.594,49.279,208.069,49.391,207.799,153.344,50.95,18.189,64.875,90.723,153.68,103.869,83.293,114.964,123.034,19.773,74.636,-0.39601135,-2.908327,0.04209292,-10.355135
5323,6537,6180,136.87,214.496,15.357,55.903,103.208,172.391,222.643,37.306,59.621,272.549,23.762,299.416,137.516,119.011,206.229,70.14,268.545,133.664,244.28,7.633,15.209,414.083,99.865,68.666,187.729,69.489,6.589,65.491,35.361,88.333,489.131,61.304,364.171,49.541,1.0,101.23,84.877,216.283,125.032,99.738,36.39,78.927,7.696,145.783,117.656,150.276,94.353,137.39,26.478,117.591,18.803314,42.882736,5.9801874,13.619279
5326,24842,2114,108.73,274.919,2.196,65.452,253.223,112.522,187.309,11.54,101.144,60.791,7.323,276.955,4.175,453.179,23.803,129.403,158.091,256.278,158.355,30.187,32.697,341.763,165.392,156.017,269.423,117.904,9.383,120.247,35.361,307.729,192.008,47.65,366.406,96.516,130.981,84.709,99.932,135.685,197.834,4.485,105.147,176.017,14.391,53.648,87.962,186.638,73.743,106.284,5.023,39.045,33.23729,2.688408,-12.789692,7.978536
5329,17874,17352,242.9,246.722,1.0,409.194,119.693,259.261,155.186,136.855,107.251,48.334,90.784,171.065,115.292,172.758,31.404,71.551,129.864,123.614,161.461,51.414,534.383,143.189,95.267,64.975,332.444,74.213,3.794,61.84,21.362,389.737,304.187,28.308,159.678,73.028,256.011,181.635,68.747,99.627,138.514,208.931,233.561,75.095,7.696,185.269,83.72,81.379,84.654,130.212,5.023,2.227,29.854939,-10.1089325,-15.836631,-2.2901893
