cell,x,y,area µm²,CD4,CD34,H2A.x,E5,HLA-DR,E9,ApoE,HLA-A,S100B,Gal3,CD45,PSD-95,CD74,CD8,E3,CD40,E7,PCNA,Vimentin,CD44,ATG7,E6,E1,IBA1,GFAP,SMA,a-Beta,CollagenIV,CD14,Synaptophysin,CD31,TMEM119,Neurofilament,AQP4,CD68,E2,CD11c,DAPI_1,Olig2,CD163,E4,Claudin-5,P2Rx7,CD3e,E8,E10,CD11b,NeuN,MAP2,UMAP_1,UMAP_2,TSNE_1,TSNE_2
2,13388,13303,93.09,241.686,20.143,3.387,106.505,349.652,132.701,16.225,38.859,289.988,47.789,453.438,161.856,251.042,164.966,91.305,322.545,117.584,248.421,6.307,13.023,285.378,119.409,53.903,348.783,68.309,3.794,42.371,27.725,196.966,448.2,65.855,417.809,33.882,74.037,216.881,49.391,178.105,63.016,30.041,52.568,59.765,6.357,124.723,85.841,113.914,133.149,125.426,196.777,64.818,5.218397,31.329784,3.7090058,7.9537787
3,10699,14641,92.95,215.503,2.196,144.226,109.802,144.217,116.64,45.504,75.498,246.39,65.492,322.948,282.498,197.295,200.8,48.975,236.636,93.463,240.139,11.614,14.116,278.023,90.669,47.751,387.296,51.777,5.192,42.371,36.633,206.551,677.106,45.375,291.537,62.067,26.996,188.244,54.767,250.22,45.49,32.364,19.2,67.43,5.017,241.866,101.748,138.793,87.079,132.605,17.091,74.636,9.250935,53.807457,12.83065,10.617775
4,4407,17658,56.85,120.84,210.371,8.161,121.342,72.609,306.161,190.728,204.952,12.211,333.578,151.813,15.816,23.2,8.601,82.839,112.682,123.614,432.692,174.797,1.0,162.801,102.165,73.587,209.903,97.83,5.192,41.155,414.599,106.438,266.288,164.845,127.272,134.096,31.948,90.216,65.521,174.924,216.709,21.909,9.089,100.645,313.02,53.648,56.146,67.983,99.203,67.999,76.093,19.409,65.21787,-12.776268,-25.038189,0.15809208
5,4937,8203,231.81,229.602,38.089,22.484,213.658,130.13,341.495,41.991,93.817,286.251,27.556,320.808,70.845,266.232,148.678,146.335,262.409,206.026,247.385,6.307,14.116,314.796,136.652,62.515,411.804,115.543,6.589,81.309,28.997,151.17,475.487,48.788,466.977,38.58,49.279,168.418,60.144,249.159,72.453,21.909,102.113,127.472,7.696,119.458,118.717,238.31,162.246,157.729,54.638,80.773,14.347963,31.999165,2.8671632,11.302448
8,8432,19281,127.77,156.087,1.0,12.935,116.396,262.783,225.855,54.873,73.055,7.228,85.725,350.757,155.506,338.674,7.515,64.496,111.455,133.664,204.941,15.594,1.0,226.541,117.109,40.369,505.168,47.053,3.794,42.371,22.634,204.421,436.073,33.997,180.909,134.096,130.981,129.868,78.425,255.522,96.721,5.647,34.367,75.095,5.017,243.182,74.175,110.086,95.566,130.212,14.409,62.364,52.906296,-12.537476,-30.53316,4.7211094
9,20489,14692,77.74,184.284,4.589,11.742,57.05,112.522,222.643,59.558,37.638,272.549,84.461,353.966,337.528,130.695,194.285,60.263,290.636,111.553,189.412,7.633,17.395,426.341,99.865,48.982,237.912,42.33,5.192,46.022,35.361,123.479,552.8,51.064,290.419,231.177,55.468,56.072,70.898,209.92,38.749,56.758,16.167,67.43,6.357,427.451,101.748,79.466,119.813,108.677,29.16,138.455,-8.012966,64.27716,22.692488,-0.9510386
10,24582,11753,226.27,228.595,6.982,5.774,132.881,99.609,174.46,51.36,71.834,318.637,84.461,342.2,183.021,211.316,221.432,118.114,294.318,141.704,297.077,8.96,16.302,430.018,117.109,62.515,348.783,82.479,5.192,76.442,28.997,85.138,376.951,64.718,338.47,121.569,54.23,119.955,70.898,244.917,115.595,45.142,47.512,87.87,7.696,480.099,87.962,134.966,99.203,113.462,41.228,94.273,-17.999825,54.71444,20.211287,-4.6409206
11,26101,12068,75.9,413.893,14.16,66.645,141.124,254.565,190.521,86.495,213.501,322.374,81.932,469.482,45.447,647.137,196.457,102.593,439.136,151.755,307.429,22.227,30.511,268.217,63.078,63.745,869.29,82.479,16.369,89.827,34.088,404.647,182.912,51.064,340.705,101.213,33.186,362.27,61.22,165.379,365.008,78.829,125.369,122.362,10.374,484.047,108.111,156.017,87.079,211.568,18.432,2.227,-12.013678,8.151596,0.3215263,-4.439117
12,1082,15914,101.34,212.482,16.553,36.806,142.772,185.304,331.859,13.883,81.604,363.48,99.635,332.574,190.429,217.158,286.584,98.36,359.364,208.036,262.914,20.9,23.953,262.088,155.046,51.442,268.256,74.213,6.589,72.792,32.815,145.844,525.513,51.064,271.423,409.682,274.58,132.071,70.898,229.01,40.097,53.273,135.481,98.09,10.374,430.083,79.478,146.448,216.803,149.354,78.774,331.136,-4.3324327,47.45707,16.224043,5.1849127
14,25570,16706,108.16,240.679,3.393,10.548,134.53,161.826,315.797,40.819,74.276,309.918,56.641,360.383,116.351,142.379,162.795,65.907,331.136,224.117,222.54,3.653,11.93,379.762,104.464,58.824,247.249,67.128,3.794,54.54,30.27,70.227,452.748,49.926,317.238,210.821,1.0,78.1,63.37,328.697,106.158,42.819,14.145,64.875,7.696,466.937,107.051,94.776,165.883,175.675,157.89,73.409,-10.528793,59.565186,20.388054,-1.295366
15,21850,18871,214.05,217.517,1.0,8.161,103.208,191.174,161.611,24.423,41.302,20.93,27.556,278.025,140.691,355.032,14.03,78.606,58.682,137.684,189.412,4.98,2.093,200.8,79.173,46.521,347.616,57.681,3.794,37.504,21.362,119.219,357.244,38.548,208.846,284.415,3.476,100.129,47.24,213.102,199.182,5.647,54.59,78.927,6.357,233.968,64.631,104.345,91.928,107.48,96.207,178.955,-37.412445,10.540092,-34.048267,5.0108266
16,1560,20308,282.69,302.11,18.946,127.516,101.559,181.783,209.794,2.171,208.616,34.632,8.587,362.522,3.117,211.316,6.429,82.839,74.636,155.775,227.716,55.394,138.718,65.966,69.976,63.745,443.314,52.957,3.794,48.456,17.544,442.988,7.064,16.929,236.782,293.81,232.491,279.663,45.089,94.325,108.854,12.616,80.88,85.315,6.357,62.862,86.901,211.517,78.592,148.158,3.682,1.0,65.719376,5.414013,-31.56948,-4.5009108
17,9252,17660,147.53,134.939,14.16,61.871,70.238,55.0,161.611,50.189,63.285,23.421,38.937,174.274,126.933,180.937,8.601,53.208,59.909,143.714,90.03,38.147,4.279,144.415,103.314,53.903,349.95,50.596,10.78,50.889,31.543,139.454,329.958,52.202,189.849,137.227,1.0,95.723,68.747,108.111,58.972,4.485,28.301,81.482,10.374,136.569,61.449,108.172,90.716,103.891,10.387,25.545,46.510834,-17.953886,-29.20317,7.2879524
18,5575,11015,103.47,275.926,34.499,9.355,91.668,271.0,328.646,13.883,97.48,337.322,79.403,357.175,80.37,491.737,176.911,113.881,266.091,183.915,321.922,12.94,10.837,281.701,119.409,60.054,370.957,87.202,5.192,64.274,28.997,247.022,379.983,38.548,427.866,41.712,24.52,183.838,77.35,271.43,245.02,31.202,17.178,158.132,9.035,205.012,125.08,182.81,142.848,149.354,27.819,57.455,-9.068846,21.102589,3.5735874,-0.46868792
20,6246,1068,187.75,177.235,34.499,28.452,109.802,101.957,71.669,71.27,152.438,7.228,38.937,424.559,101.535,238.189,43.349,44.742,144.591,93.463,285.689,96.522,3.186,395.697,90.669,58.824,349.95,29.34,3.794,30.203,109.172,141.584,213.231,102.265,463.624,21.356,24.52,127.665,66.596,189.771,293.555,6.808,105.147,43.157,86.705,69.443,72.054,71.81,65.256,102.695,13.068,97.955,-35.74931,-8.131351,-2.7436001,18.39168
22,17562,19577,146.25,140.981,1.0,125.129,75.183,119.565,103.791,34.964,32.753,10.965,113.546,183.9,335.411,33.716,8.601,65.907,46.409,111.553,102.453,12.94,34.883,264.54,82.621,48.982,188.896,48.234,5.192,32.637,23.907,130.934,663.463,28.308,122.802,321.995,223.825,57.173,76.274,144.169,46.838,13.778,9.089,53.377,6.357,386.648,77.357,90.948,59.194,102.695,22.455,50.091,51.049637,-29.61211,-30.06346,12.08191
23,25966,17685,165.15,223.559,1.0,2.194,94.965,177.087,158.399,72.441,109.693,270.057,16.175,360.383,142.807,388.916,12.945,77.195,107.773,193.966,354.015,2.327,14.116,242.476,101.015,45.291,377.959,62.404,3.794,55.756,25.18,130.934,389.079,51.064,449.097,185.768,1.0,194.852,27.884,243.857,227.494,49.788,13.134,39.325,5.017,439.296,82.659,119.655,93.141,199.604,27.819,73.409,-14.798199,44.698387,15.160142,-3.1639452
24,2919,13636,345.94,301.103,56.035,76.194,71.886,206.435,254.765,64.243,156.101,318.637,122.397,271.607,31.69,144.716,125.875,32.042,326.227,105.523,179.06,83.255,11.93,231.444,76.873,14.533,456.152,28.16,6.589,16.819,82.447,457.899,140.466,44.237,298.242,83.989,51.755,211.374,31.11,265.067,76.498,28.879,491.4,41.88,47.87,145.783,118.717,100.517,97.99,146.962,18.432,25.545,6.71389,-4.5949078,-10.645893,-18.799002
26,18698,9702,118.11,295.06,4.589,203.903,85.074,303.87,171.248,52.531,96.259,374.691,35.143,300.486,126.933,392.421,227.947,68.729,343.409,105.523,127.298,24.88,167.136,110.093,86.07,51.442,310.27,81.298,5.192,55.756,20.089,310.924,248.097,27.17,113.862,83.989,371.138,172.824,62.295,94.325,91.328,39.334,290.184,67.43,7.696,187.901,117.656,119.655,84.654,124.23,6.364,4.682,21.952154,-0.5946274,-12.556065,-1.4201127
29,13117,14133,107.17,327.286,108.677,46.355,85.074,373.13,177.672,126.314,169.535,298.707,194.477,417.072,221.119,262.726,229.033,75.784,436.682,175.875,257.738,117.749,41.441,394.471,111.361,71.127,464.321,107.277,5.192,64.274,255.522,313.054,334.505,137.538,407.752,38.58,145.836,246.62,96.706,241.736,40.097,60.243,18.189,92.98,117.505,258.976,119.777,123.483,128.3,175.675,19.773,82.0,-8.80416,-10.21637,4.180545,-13.787495
30,8614,6801,66.09,224.567,17.75,6.968,58.698,163.0,193.733,52.531,110.914,367.217,37.672,544.353,133.283,197.295,208.401,56.03,370.409,73.362,246.35,6.307,11.93,480.275,87.22,50.212,470.157,39.968,3.794,28.987,32.815,212.941,516.417,63.58,694.936,43.277,1.0,83.607,64.446,213.102,69.757,40.495,115.258,72.54,9.035,214.225,96.446,127.31,101.627,144.569,21.114,102.864,-4.889332,36.13624,10.472906,2.1131968
31,23597,10354,246.03,256.792,12.964,10.548,134.53,148.913,241.916,54.873,107.251,292.479,56.641,366.801,172.439,328.158,181.254,77.195,359.364,97.483,219.434,11.614,20.674,468.017,124.007,57.594,377.959,67.128,5.192,69.141,65.903,155.43,513.385,59.028,335.117,62.067,34.424,132.071,94.555,197.194,146.603,39.334,48.523,75.095,10.374,470.885,98.567,150.276,122.238,124.23,23.796,102.864,-20.160301,53.09179,19.480715,-4.9455876
33,9354,19951,380.48,222.552,24.928,39.194,91.668,218.174,145.55,53.702,110.914,22.176,92.048,234.171,183.021,294.274,14.03,56.03,107.773,123.614,193.553,59.375,3.186,183.639,110.212,45.291,468.989,39.968,3.794,47.239,95.173,178.86,402.722,60.166,235.664,140.359,138.409,167.316,61.22,182.347,172.219,59.081,119.303,66.152,57.244,116.826,72.054,136.879,77.38,121.837,15.75,48.864,55.05327,-12.17511,-29.298235,3.853943
34,20769,15380,93.09,189.32,2.196,6.968,108.153,295.652,245.129,37.306,87.71,324.865,85.725,381.775,241.226,166.916,170.396,72.962,284.5,131.654,226.681,7.633,14.116,393.245,119.409,41.6,289.263,54.138,3.794,50.889,31.543,185.251,487.615,45.375,270.305,132.53,55.468,86.912,44.014,241.736,94.024,45.142,56.612,68.707,6.357,505.107,109.172,100.517,116.176,184.05,72.07,120.045,-12.342186,59.423527,21.311571,-1.9724449
35,23651,12741,43.92,272.905,11.768,2.194,127.936,140.696,235.492,43.162,97.48,352.269,51.582,443.812,107.885,525.621,235.548,126.581,393.727,173.865,486.524,6.307,19.581,324.602,107.913,84.66,533.178,83.66,6.589,84.96,21.362,261.933,217.778,55.615,378.698,44.843,4.714,106.738,57.994,152.653,544.316,48.627,75.824,53.377,7.696,293.198,90.083,156.017,105.265,125.426,66.706,40.273,-11.856239,11.617979,0.20509242,-2.5919745
36,5873,5068,74.48,156.087,8.178,24.871,121.342,150.087,312.585,71.27,60.842,220.232,33.878,298.347,233.818,126.021,208.401,78.606,253.818,111.553,229.787,3.653,9.744,416.535,81.472,47.751,295.098,56.5,5.192,37.504,27.725,114.958,619.501,57.891,508.322,18.224,7.19,81.405,76.274,229.01,30.66,39.334,55.601,55.932,5.017,315.573,102.809,131.138,140.424,114.659,19.773,145.818,14.195398,47.607944,8.912535,13.132612
37,6151,15672,159.33,207.447,137.39,28.452,225.198,101.957,312.585,18.567,75.498,202.793,35.143,206.362,113.176,107.326,109.587,163.267,245.227,232.157,186.307,18.247,9.744,295.184,179.188,148.635,347.616,155.691,13.575,162.836,35.361,119.219,336.021,96.576,240.134,118.437,54.23,154.099,111.761,207.799,32.008,25.394,16.167,193.902,22.426,83.921,83.72,209.603,154.972,114.659,15.75,34.136,20.84957,24.967846,-3.0926588,8.915031
38,18970,19367,200.83,206.44,24.928,36.806,132.881,90.217,213.006,9.198,41.302,32.141,31.349,271.607,123.758,101.484,9.687,106.826,50.091,155.775,131.439,7.633,2.093,204.477,81.472,78.509,299.766,71.851,5.192,52.106,22.634,128.804,417.882,33.997,218.903,213.953,49.279,154.099,60.144,140.987,50.883,4.485,12.122,117.252,10.374,95.767,82.659,146.448,89.504,120.641,55.979,68.5,44.389626,-20.370142,-32.309284,8.35735
39,7734,18029,299.18,231.616,91.927,34.419,96.614,125.435,113.428,50.189,151.216,9.719,107.223,256.633,122.7,194.958,11.859,78.606,66.045,109.543,227.716,87.235,4.279,228.993,94.117,63.745,463.154,57.681,3.794,48.456,109.172,178.86,326.926,82.923,271.423,73.028,8.428,155.201,61.22,155.834,134.47,7.97,10.1,63.597,100.097,195.798,60.389,98.603,74.955,89.534,10.387,41.5,59.610718,-11.190025,-27.883741,1.4346685
41,20533,16084,139.57,322.251,14.16,15.323,93.317,207.609,180.884,26.766,54.736,333.585,138.837,398.889,89.894,241.695,126.961,41.919,343.409,131.654,258.773,19.574,11.93,393.245,96.417,31.757,459.653,36.426,2.397,38.721,36.633,204.421,386.047,28.308,293.772,102.779,117.364,110.042,39.713,216.283,88.632,59.081,163.793,59.765,6.357,370.854,103.869,117.741,101.627,123.034,38.546,53.773,-6.3299,27.136168,17.505646,-5.1301575
42,13178,11104,90.82,415.907,380.261,177.645,207.064,171.217,264.402,67.756,331.965,205.284,467.622,267.329,41.214,58.253,112.845,174.555,505.409,246.227,285.689,604.645,136.532,399.374,143.55,93.272,513.338,135.617,7.986,106.862,204.618,741.197,120.759,179.637,37.876,44.843,153.264,118.853,78.425,250.22,40.097,62.566,587.457,122.362,342.481,70.759,129.322,154.103,104.052,113.462,17.091,28.0,-17.20451,-56.604958,-8.830774,-21.843163
44,3178,16993,116.97,192.341,3.393,22.484,76.832,151.261,177.672,29.108,82.825,260.092,73.08,338.991,208.419,147.053,181.254,60.263,309.045,127.634,233.927,4.98,15.209,292.733,129.755,24.376,292.764,63.585,3.794,59.407,31.543,208.681,551.284,40.823,279.245,253.099,18.331,102.332,74.124,259.764,29.312,40.495,85.935,52.1,5.017,290.565,101.748,85.207,108.902,125.426,26.478,80.773,2.6801987,52.427906,12.263325,9.579043
45,7775,2097,85.28,210.468,5.786,4.581,149.366,94.913,135.913,31.45,74.276,182.863,22.497,534.727,187.254,162.242,125.875,75.784,116.364,127.634,338.486,8.96,4.279,510.919,124.007,72.357,502.834,69.489,5.192,55.756,20.089,108.568,299.639,122.746,595.483,16.658,22.045,88.013,85.953,275.672,50.883,23.071,8.078,63.597,6.357,194.482,87.962,113.914,87.079,97.909,132.412,219.455,26.61235,36.27189,1.2793833,17.648302
47,15830,19992,169.99,218.524,1.0,244.484,81.777,147.739,145.55,53.702,68.17,8.474,78.138,234.171,112.118,171.589,2.086,63.085,63.591,105.523,128.334,36.821,88.44,113.771,69.976,45.291,346.449,39.968,9.383,36.287,18.817,269.388,319.346,27.17,130.624,127.832,249.822,210.272,34.336,90.083,41.445,7.97,78.857,63.597,6.357,127.356,68.873,92.862,56.769,129.016,3.682,8.364,54.964592,-17.683697,-27.249834,5.632928
48,5793,3033,43.63,273.912,2.196,12.935,160.906,86.696,107.003,44.333,97.48,65.773,19.968,331.504,61.321,170.421,150.85,72.962,160.545,125.624,371.613,3.653,4.279,439.825,101.015,79.739,354.618,56.5,5.192,65.491,23.907,178.86,386.047,70.407,403.282,47.975,3.476,88.013,61.22,210.981,338.045,59.081,96.047,69.985,7.696,223.439,48.723,108.172,62.831,137.39,237.005,82.0,-37.615585,-4.3488293,-2.129964,16.748247
50,23450,10382,67.23,228.595,1.0,2.194,121.342,120.739,184.096,53.702,68.17,302.444,35.143,334.713,98.36,460.189,172.567,80.017,245.227,129.644,229.787,1.0,15.209,383.439,69.976,60.054,269.423,83.66,5.192,63.057,25.18,173.535,329.958,36.272,322.826,71.462,76.513,88.013,47.24,127.201,263.895,37.01,17.178,95.535,5.017,349.794,97.506,144.534,99.203,114.659,19.773,99.182,-20.785343,38.681656,14.509035,-5.3341465
51,19266,3767,162.17,151.051,1.0,95.29,81.777,80.826,171.248,3.342,36.417,196.565,12.381,103.681,10.524,168.084,83.526,39.097,201.045,87.433,72.431,27.534,286.272,12.032,51.582,42.83,247.249,67.128,3.794,47.239,9.908,155.43,8.58,14.654,128.389,1.0,288.197,198.157,34.336,16.908,162.781,23.071,37.401,39.325,3.678,1.0,69.933,83.293,74.955,94.32,3.682,1.0,35.92475,-0.56617355,-15.761636,4.806406
53,3111,9589,201.82,245.715,87.141,33.226,157.609,249.87,261.19,107.576,222.05,268.812,118.604,316.53,83.544,364.379,214.916,127.992,376.545,137.684,378.86,73.968,19.581,271.894,151.597,124.03,303.268,147.426,9.383,133.632,144.805,232.112,319.346,79.509,293.772,54.238,75.275,338.039,152.624,233.252,143.907,42.819,258.839,140.247,104.114,60.229,108.111,152.19,121.025,125.426,21.114,61.136,0.73004913,-3.7598858,-1.9274099,-12.751485
54,9292,7659,191.87,314.195,16.553,14.129,98.262,198.217,254.765,84.152,143.889,342.304,88.254,356.105,140.691,371.389,230.118,65.907,344.636,135.674,249.456,15.594,16.302,418.987,83.771,40.369,468.989,64.766,3.794,43.588,106.627,212.941,201.103,71.544,453.567,29.185,5.952,264.243,45.089,207.799,58.972,43.98,16.167,72.54,33.139,236.601,122.959,115.828,89.504,127.819,15.75,48.864,-5.8845806,4.597706,3.3230882,-8.521059
56,5729,1445,217.74,129.903,20.143,57.097,137.827,110.174,119.852,73.612,91.374,346.041,32.614,335.783,100.477,99.147,107.415,95.538,107.773,119.594,257.738,42.127,5.372,444.728,82.621,72.357,240.246,65.947,5.192,69.141,35.361,120.284,402.722,82.923,458.037,55.804,10.903,121.056,69.822,306.427,164.13,79.991,49.534,95.535,27.783,20.743,83.72,152.19,73.743,102.695,29.16,106.545,-32.027313,1.2271414,2.479414,16.561836
57,24857,4217,174.11,243.701,2.196,65.452,141.124,113.696,219.431,11.54,80.383,218.986,3.529,238.45,18.99,379.568,109.587,104.004,264.864,145.724,114.876,31.514,135.439,52.482,88.369,71.127,267.089,109.638,5.192,76.442,14.999,133.064,287.511,22.618,119.45,57.37,61.658,117.752,69.822,40.239,185.7,11.455,110.202,104.477,7.696,1.0,102.809,142.621,76.167,107.48,3.682,5.909,30.439316,4.025038,-13.196184,4.8081794
58,1250,14649,205.66,226.581,17.75,66.645,99.911,207.609,216.219,38.477,108.472,304.935,49.053,270.537,61.321,194.958,167.138,74.373,288.182,185.926,400.6,6.307,20.674,217.961,99.865,31.757,293.931,51.777,3.794,41.155,27.725,229.982,296.607,22.618,227.842,110.608,303.052,145.288,38.637,205.678,261.198,109.031,255.806,72.54,3.678,135.253,101.748,144.534,89.504,131.408,14.409,5.909,9.743696,8.161079,-5.8899717,0.75235224
59,13527,17731,317.52,203.418,1.0,33.226,86.723,128.957,155.186,26.766,80.383,8.474,43.995,355.035,157.623,289.6,63.98,51.797,74.636,119.594,199.765,4.98,5.372,208.155,87.22,40.369,602.034,32.883,3.794,21.686,18.817,259.803,348.149,35.134,347.409,104.345,51.755,102.332,49.391,105.99,181.656,7.97,119.303,46.99,3.678,208.96,82.659,73.724,88.291,137.39,22.455,29.227,55.096542,-8.146515,-30.057135,3.0086076
61,25990,6842,90.54,178.242,8.178,54.71,114.748,120.739,216.219,6.856,130.455,298.707,28.82,225.615,90.952,143.547,159.537,89.894,283.273,127.634,138.686,18.247,23.953,302.539,78.023,35.448,206.402,81.298,5.192,41.155,22.634,215.071,328.442,37.41,251.309,134.096,184.212,62.68,34.336,95.385,46.838,32.364,115.258,112.142,7.696,129.988,94.325,194.293,76.167,134.998,7.705,34.136,23.47119,16.061026,-8.002999,5.713366
62,13951,15684,227.97,219.531,3.393,30.839,85.074,154.783,180.884,43.162,70.612,311.163,104.694,376.427,307.896,265.063,223.603,57.441,355.682,121.604,309.499,11.614,26.139,351.569,111.361,34.218,421.14,73.032,6.589,41.155,31.543,247.022,501.258,45.375,297.124,85.555,104.985,148.592,71.973,174.924,92.676,56.758,70.768,57.21,5.017,299.779,89.022,79.466,131.937,109.873,34.523,35.364,2.147274,39.266026,8.89979,5.8629713
63,25341,9485,405.35,292.039,34.499,5.774,141.124,148.913,216.219,44.333,136.561,252.618,102.165,424.559,176.672,286.095,146.507,96.949,355.682,157.785,264.984,34.167,14.116,461.888,113.661,63.745,429.31,80.117,6.589,64.274,55.722,250.217,334.505,69.269,520.614,94.95,91.368,167.316,53.692,188.71,160.085,56.758,75.824,99.367,17.07,373.486,99.627,115.828,122.238,151.747,80.115,91.818,-22.997213,34.796593,16.356735,-9.1887665
64,6824,16203,233.8,301.103,5.786,20.097,151.015,130.13,225.855,41.991,66.949,288.742,74.344,353.966,201.012,240.526,198.628,57.441,336.045,159.795,354.015,11.614,22.86,275.572,124.007,45.291,437.479,60.043,5.192,48.456,34.088,183.12,520.965,52.202,338.47,47.975,87.654,188.244,55.843,339.303,67.061,34.687,25.267,89.147,7.696,283.984,128.261,112.0,122.238,154.14,140.458,111.455,2.6262102,37.80771,7.6109033,5.5886235
65,8745,18669,221.15,503.521,137.39,168.097,157.609,117.217,190.521,52.531,319.752,20.93,413.246,449.16,12.641,25.537,10.773,67.318,371.636,127.634,292.936,339.307,94.998,528.08,146.999,47.751,712.904,51.777,136.529,43.588,200.8,876.456,5.548,154.605,32.289,2.566,36.9,259.837,66.596,198.255,80.543,63.728,794.74,94.257,144.288,157.628,98.567,157.931,71.318,154.14,14.409,1.0,-19.287155,-59.392372,-10.071482,-22.909468
66,5875,10558,297.19,245.715,6.982,5.774,114.748,166.522,274.039,68.927,73.055,289.988,21.233,340.061,199.953,377.232,177.997,98.36,291.864,167.835,285.689,2.327,11.93,366.279,110.212,50.212,319.606,73.032,5.192,46.022,31.543,214.006,566.443,45.375,392.107,94.95,1.0,135.375,65.521,250.22,157.389,31.202,16.167,123.639,6.357,280.036,104.93,134.966,124.663,130.212,30.501,85.682,-2.3942184,33.72782,7.5248613,3.5951471
67,13459,18214,100.2,207.447,213.96,15.323,129.584,157.13,110.215,81.81,198.846,5.983,155.276,264.12,67.671,204.305,68.324,63.085,84.455,113.563,256.703,172.143,2.093,167.704,102.165,62.515,372.124,56.5,5.192,48.456,191.892,212.941,148.046,159.156,312.768,55.804,116.126,76.999,47.24,157.955,220.753,109.031,14.145,66.152,149.645,141.834,69.933,98.603,108.902,108.677,21.114,56.227,63.814064,-10.981264,-26.457584,0.2356235
68,22215,16832,201.25,216.51,9.375,11.742,61.995,120.739,135.913,40.819,52.293,287.496,78.138,316.53,175.613,136.537,163.88,44.742,295.545,113.563,201.835,2.327,15.209,320.925,80.322,28.067,258.919,51.777,2.397,31.42,30.27,124.544,481.551,41.961,326.178,220.216,9.665,110.042,36.487,238.554,41.445,49.788,29.312,62.32,6.357,444.561,85.841,98.603,94.353,126.623,55.979,115.136,-9.721718,59.596016,20.809776,-1.5243499
70,3326,4051,163.31,278.948,12.964,18.903,162.554,186.478,293.312,60.729,102.366,293.724,38.937,377.497,135.399,399.432,199.714,115.292,360.591,157.785,305.359,8.96,19.581,481.501,132.054,106.805,330.11,146.245,7.986,105.646,30.27,166.08,258.709,60.166,582.074,54.238,60.42,376.589,96.706,252.341,102.113,40.495,65.713,98.09,9.035,193.166,125.08,167.5,130.725,138.587,17.091,68.5,-17.744549,25.3753,7.238446,-2.584305
71,9197,14696,327.61,295.06,14.16,20.097,137.827,267.478,158.399,60.729,153.659,172.898,66.757,488.734,172.439,254.547,151.936,123.758,263.636,161.805,329.169,30.187,8.651,383.439,150.448,99.424,564.688,102.553,9.383,125.114,87.538,562.272,517.933,123.884,473.681,101.213,14.617,200.359,118.213,274.611,192.441,28.879,241.65,91.702,37.157,198.431,100.688,94.776,114.964,160.122,31.842,68.5,-2.8232174,12.2013645,2.4156747,-6.809922
72,5581,17690,179.22,164.143,89.534,45.161,118.045,59.696,171.248,57.216,158.544,9.719,103.429,288.721,99.418,138.874,8.601,63.085,62.364,133.664,202.87,54.068,1.0,260.863,115.96,58.824,475.992,67.128,3.794,44.805,154.986,235.307,458.812,93.163,278.128,253.099,62.896,197.055,81.651,216.283,48.186,13.778,57.623,77.65,54.566,199.747,87.962,127.31,94.353,111.069,14.409,69.727,58.846603,-15.487291,-27.390572,2.0109272
73,5612,6245,175.81,320.237,100.302,80.968,182.337,659.565,283.675,95.864,158.544,331.094,143.895,335.783,14.757,244.032,129.133,89.894,255.045,153.765,260.844,88.562,15.209,290.281,157.345,88.351,492.331,82.479,3.794,98.345,72.266,301.339,182.912,73.82,563.077,27.619,34.424,192.649,90.254,159.016,91.328,30.041,109.191,130.027,84.027,49.7,148.411,228.741,121.025,162.515,15.75,24.318,-3.184021,2.857605,0.380813,-8.215003
75,20592,11764,173.97,268.877,9.375,8.161,154.312,111.348,241.916,39.648,73.055,309.918,84.461,389.262,235.934,178.6,197.542,92.716,295.545,103.513,219.434,11.614,16.302,415.309,92.968,45.291,318.439,58.862,5.192,55.756,51.904,234.242,436.073,57.891,263.601,68.331,15.855,182.736,63.37,214.162,129.077,197.315,15.156,78.927,10.374,491.945,100.688,96.69,91.928,139.783,35.864,89.364,-18.130348,56.303417,20.449644,-4.308043
76,10719,19369,244.46,302.11,140.98,20.097,104.856,117.217,196.945,63.072,159.765,14.702,45.259,238.45,110.001,337.505,6.429,96.949,61.136,149.744,164.567,85.908,1.0,135.834,102.165,60.054,409.47,78.936,5.192,53.323,153.713,226.787,346.633,94.301,231.195,105.911,34.424,171.722,76.274,170.682,95.372,6.808,197.16,117.252,55.905,32.589,70.994,123.483,106.477,95.516,37.205,57.455,56.04341,-9.431141,-29.691132,1.4054649
78,8510,8269,131.33,212.482,4.589,6.968,108.153,134.826,203.37,37.306,96.259,286.251,30.085,398.889,140.691,191.453,231.204,67.318,304.136,121.604,234.963,1.0,13.023,376.085,107.913,50.212,314.938,62.404,5.192,59.407,27.725,141.584,413.334,93.163,371.993,79.292,1.0,68.187,57.994,271.43,41.445,34.687,62.679,80.205,6.357,287.933,86.901,100.517,97.99,109.873,101.57,88.136,10.487667,44.52858,7.862772,11.718357
79,896,2106,386.45,301.103,4.589,3.387,187.282,160.652,187.309,67.756,125.57,199.056,51.582,340.061,216.886,289.6,191.027,92.716,402.318,137.684,304.323,12.94,13.023,562.401,132.054,69.897,291.597,70.67,6.589,78.876,27.725,180.99,322.378,54.477,576.487,49.541,44.327,154.099,74.124,258.704,63.016,35.849,16.167,78.927,6.357,366.905,99.627,154.103,85.867,146.962,19.773,143.364,-17.877522,37.94467,11.144935,-1.321541
