cell,x,y,area µm²,ATG7,P2Rx7(Park7),GalMac3,CD31,CD44,Trem2,TMEM119,CD74,AQP4,S100B,CD3e,SMA,CD8,CD14,Neurofilament,GFAP,HLA-A,P2Ry12,CD68,H2A.x,PSD-95,Synaptophysin,CD40,CollagenIV,DAPI_1,CD11c,IBA1,PCNA,CD45,ApoE,MAP2,Claudin5,CD4,CD11b,Vimentin,A-Beta,iNOS,CD34,NeuN,CD163,HLA-DR,UMAP_1,UMAP_2,TSNE_1,TSNE_2
1,14055,12980,198.27,657.944,671.742,249.751,44.956,30.0,22.978,97.903,22.978,117.836,579.753,97.253,2.279,218.782,83.706,57.422,247.615,14.986,139.694,24.023,30.0,109.891,283.625,28.922,10.009,21.785,158.473,36.566,115.885,122.878,42.353,80.752,3.997,54.808,101.503,58.563,2.081,97.903,45.166,15.478,8.18,58.693,-45.603413,11.57229,20.854939,-10.894909
2,9366,13985,44.2,265.26,471.504,69.931,9.991,254.0,40.96,107.893,37.963,85.679,300.283,80.028,2.279,193.807,75.0,148.693,224.626,23.977,147.734,160.159,20.0,197.803,6.888,92.006,15.014,32.178,117.349,79.455,100.9,122.878,49.971,1.0,7.993,171.561,137.684,60.42,102.63,96.904,9.413,2.609,8.18,72.863,-56.75557,-40.227203,14.0776,13.546864
3,6509,19210,120.1,328.237,231.875,7.993,7.993,223.0,30.97,48.952,14.986,2.072,483.815,55.712,1.0,99.901,159.882,35.849,180.736,9.991,20.096,33.032,74.0,4.996,4.925,33.059,8.007,158.19,89.265,45.981,149.851,144.856,31.471,1.0,8.992,131.966,84.418,106.842,2.081,11.989,78.817,5.826,5.103,69.827,-72.993126,-44.847397,3.3158276,24.3441
4,22453,15728,108.87,165.236,48.05,89.911,20.98,286.0,311.689,11.989,11.989,71.745,374.322,97.253,2.279,41.959,168.588,30.87,693.821,14.986,67.332,24.023,360.0,81.919,158.014,96.143,6.005,319.277,130.389,57.488,100.9,142.858,77.176,12.193,10.99,79.174,56.277,290.673,30.192,45.955,29.393,7.435,6.128,63.754,31.46909,18.894768,-23.553982,2.728516
5,17532,11656,242.61,596.201,609.372,220.78,75.925,43.0,56.944,84.916,32.968,78.176,592.266,112.45,2.279,212.788,61.941,145.374,229.85,13.987,165.825,22.021,106.0,103.897,250.259,23.752,6.005,97.133,235.705,31.336,100.9,160.84,39.088,196.882,6.994,45.671,103.513,90.13,4.244,120.88,7.309,39.609,8.18,65.778,-47.06781,11.908487,20.847681,-10.2810135
7,22706,18471,160.18,517.171,112.608,117.883,171.829,221.0,55.945,182.818,18.982,91.039,129.264,70.91,2.279,69.931,110.912,193.498,264.335,130.87,45.221,28.027,42.0,194.806,466.153,85.801,214.213,101.03,179.536,42.843,241.759,293.707,67.382,185.689,133.867,116.738,73.362,207.113,30.192,11.989,74.611,75.0,6.128,72.863,-11.474129,27.72963,1.409864,-7.776211
8,381,19925,67.94,73.857,136.68,189.811,344.656,14.0,20.98,8.992,38.962,28.869,96.937,55.712,1.0,25.975,151.176,5.978,155.657,340.66,67.332,20.019,5.0,7.993,8.851,263.677,345.345,28.281,48.142,105.607,117.883,59.941,9.706,3.798,312.688,128.921,80.397,467.076,2.081,22.978,423.735,5.826,11.257,57.681,72.98349,26.339169,-5.4126215,-20.302462
9,10963,16254,94.94,297.366,353.331,158.842,84.916,11.0,27.973,67.933,14.986,113.548,233.544,96.239,2.279,178.822,130.5,12.616,155.657,69.931,61.302,34.033,19.0,112.888,391.572,120.963,254.254,259.519,153.458,55.396,187.813,145.855,45.618,77.954,59.941,147.195,99.493,93.844,3.162,26.974,43.063,83.043,10.231,85.009,66.36192,25.21611,-1.3686312,-15.248964
10,11725,2106,79.73,120.781,1.0,62.938,14.986,833.0,404.596,14.986,14.986,556.238,548.469,100.292,3.558,12.988,721.412,1.0,730.395,26.974,126.629,16.015,35.0,49.951,2.963,137.509,8.007,29.58,161.482,51.212,14.986,177.823,112.0,1.0,21.979,98.463,68.337,229.396,12.893,52.948,1.0,2.609,6.128,42.498,41.254,-27.966064,-36.910206,-2.8606915
12,17271,20421,16.63,372.692,33.826,29.971,18.982,201.0,165.835,19.981,4.996,41.732,83.381,16.198,4.837,13.987,217.559,2.659,673.967,3.997,47.231,8.007,32.0,128.872,295.401,33.059,9.008,28.281,54.16,52.258,41.959,30.97,71.735,34.58,2.998,55.823,86.428,86.416,21.542,15.985,1.0,1.0,4.077,25.292,21.166073,9.207359,-21.62756,-4.832322
13,5248,15697,176.81,165.236,380.686,25.975,5.995,228.0,40.96,33.967,10.99,10.647,470.259,45.58,1.0,60.94,33.647,64.06,434.666,10.99,77.382,21.02,27.0,7.993,2.963,52.708,5.004,145.199,46.136,36.566,62.938,82.918,5.353,1.0,6.994,100.494,87.433,78.989,2.081,8.992,24.135,2.609,3.051,61.729,-59.466892,-45.79876,14.262739,18.936342
14,19804,10685,9.66,491.239,402.57,160.84,85.915,21.0,78.922,186.814,84.916,109.261,456.703,110.424,4.837,262.738,115.265,19.254,120.128,14.986,295.474,27.026,31.0,189.811,572.138,66.152,7.006,38.674,232.696,103.515,155.845,254.746,47.794,16.391,11.989,43.64,93.463,49.279,8.568,160.84,1.0,25.13,15.359,34.401,-42.48951,12.637462,5.6484385,-3.899414
15,13901,1330,109.44,131.895,1.0,11.989,48.952,19.0,98.902,42.958,23.977,119.98,30.198,68.883,4.837,15.985,110.912,15.935,205.816,19.981,88.438,18.017,25.0,14.986,177.64,124.065,8.007,38.674,86.256,35.52,17.983,42.958,140.294,84.95,25.975,130.951,53.262,41.851,275.617,62.938,4.155,2.609,7.154,37.438,26.995377,36.136566,-13.968575,-5.3445697
16,22307,20614,156.06,503.587,475.881,235.765,7.993,1.0,1.999,69.931,1.0,46.019,734.087,47.606,1.0,9.991,16.235,110.525,122.218,1.999,6.025,15.014,436.0,43.957,142.312,12.376,6.005,149.096,202.605,27.152,55.945,118.882,27.118,61.164,1.0,62.93,58.287,1.0,1.0,1.0,60.94,23.522,4.077,37.438,-54.598297,29.468542,20.589787,-2.7786837
18,7855,9594,207.51,383.806,300.809,106.894,31.969,6.0,24.976,61.939,13.987,40.66,291.941,107.384,2.279,140.86,46.706,42.487,206.861,10.99,116.578,26.025,76.0,44.956,132.499,20.649,5.004,98.432,131.392,71.087,65.935,132.868,156.618,131.122,4.996,93.387,112.558,30.71,65.87,77.923,112.467,34.783,8.18,56.669,-28.434196,28.059216,8.25648,-4.3180833
19,7085,19878,159.61,80.031,33.826,1.999,4.996,85.0,10.99,20.98,1.999,1.0,484.858,42.541,1.0,16.984,23.853,12.616,165.062,3.997,20.096,10.009,8.0,3.997,28.477,6.171,6.005,36.075,47.139,38.659,46.954,56.944,1.0,2.399,4.996,47.701,63.312,23.283,1.0,1.999,208.161,2.609,3.051,32.377,-69.8974,-33.28436,7.514748,18.861607
20,22131,16085,73.48,151.653,37.108,113.887,27.973,441.0,297.703,28.972,40.96,302.201,166.805,68.883,2.279,21.979,487.441,1.0,598.728,19.981,57.282,21.02,28.0,154.846,83.432,121.997,10.009,23.085,107.319,133.851,60.94,214.786,77.176,5.197,12.988,118.768,126.629,119.84,39.922,58.942,1.0,4.217,6.128,58.693,31.94873,-14.683037,-30.987818,-5.3231397
21,6452,14776,249.58,446.784,924.501,72.928,21.979,236.0,64.936,34.966,14.986,31.013,604.78,50.646,1.0,205.795,163.147,15.935,317.629,16.984,50.246,31.03,106.0,8.992,1.0,64.084,21.02,158.19,152.455,43.889,165.835,356.644,48.882,1.0,5.995,143.134,83.412,268.39,44.247,12.988,25.186,4.217,9.205,179.14,-47.988235,-55.16919,21.199001,20.212505
22,20491,18877,185.05,187.464,90.724,170.83,139.861,27.0,73.927,36.964,15.985,145.705,258.571,86.108,2.279,97.903,196.882,34.189,382.417,80.92,71.352,22.021,21.0,149.851,187.454,124.065,351.351,95.834,142.425,52.258,93.907,69.931,85.882,75.155,89.911,106.585,74.367,231.253,7.487,56.944,126.138,20.304,8.18,58.693,60.193474,28.207178,-5.1423006,-16.420424
23,11915,4159,160.32,456.663,308.469,124.876,25.975,9.0,53.947,45.955,13.987,86.751,506.757,91.173,2.279,41.959,49.971,4.319,260.155,11.989,120.599,33.032,79.0,37.963,116.798,115.792,6.005,268.612,216.648,33.428,77.923,50.95,24.941,59.765,10.99,71.052,84.418,73.418,3.162,76.924,63.043,15.478,7.154,52.62,-36.559837,27.945122,11.881431,-4.6420517
24,8267,17968,114.7,194.873,289.867,12.988,14.986,106.0,26.974,56.944,36.964,59.954,264.828,65.844,2.279,146.854,85.882,39.168,170.287,15.985,47.231,84.083,32.0,41.959,53.992,68.22,10.009,342.661,64.19,113.976,162.838,166.834,10.794,3.798,8.992,145.165,133.664,64.134,3.162,14.986,38.857,9.043,5.103,81.973,-60.248123,-33.15037,1.9418219,19.264807
25,7644,16890,315.24,346.76,565.605,18.982,6.994,234.0,57.943,53.947,7.993,39.588,324.267,65.844,1.0,133.867,85.882,69.038,193.276,6.994,56.277,21.02,63.0,11.989,2.963,82.699,8.007,149.096,97.289,19.829,132.868,133.867,10.794,3.798,9.991,114.707,70.347,121.697,9.649,18.982,38.857,5.826,4.077,43.511,-53.49301,-52.67085,18.3235,19.727537
26,5431,20577,325.33,120.781,111.514,1.0,4.996,327.0,45.955,52.948,28.972,4.216,215.816,68.883,2.279,35.965,81.529,32.53,162.972,8.992,57.282,30.029,51.0,7.993,4.925,28.922,8.007,108.824,66.196,57.488,77.923,118.882,3.176,26.185,5.995,130.951,140.699,25.139,2.081,12.988,58.837,4.217,4.077,75.9,-76.026146,-36.469116,4.763325,22.52276
27,19443,16522,52.3,280.078,86.347,122.878,21.979,786.0,294.706,70.93,11.989,712.734,544.297,72.936,2.279,57.943,636.529,1.0,819.219,32.968,71.352,16.015,46.0,57.943,10.813,165.432,6.005,23.085,131.392,107.699,62.938,234.766,144.647,1.0,7.993,125.875,71.352,199.686,161.013,40.96,1.0,2.609,4.077,54.644,36.39836,-32.20243,-38.662468,-5.4742846
28,16700,9161,278.0,565.33,406.946,210.79,43.957,7.0,49.951,41.959,19.981,74.96,570.367,128.661,2.279,143.857,44.529,69.038,113.858,31.969,143.714,26.025,228.0,60.94,158.014,209.901,18.017,117.918,162.485,24.014,64.936,94.906,36.912,65.361,31.969,79.174,100.498,38.138,3.162,86.914,50.424,23.522,8.18,59.705,-43.47851,21.359138,15.725909,-7.765642
29,7873,2430,41.36,41.75,1.0,15.985,18.982,193.0,90.91,6.994,52.948,177.862,76.081,150.951,3.558,49.951,219.735,14.276,288.369,16.984,202.006,16.015,40.0,54.946,124.648,219.208,6.005,111.423,74.22,41.797,19.981,28.972,49.971,13.592,14.986,95.418,123.614,147.693,25.867,87.913,42.012,9.043,6.128,60.717,34.25338,33.878437,-16.847189,5.3197923
30,16125,20903,225.27,294.896,50.239,174.826,104.896,25.0,5.995,68.932,46.954,202.515,443.146,90.16,1.0,12.988,107.647,1.0,296.729,149.851,50.246,20.019,22.0,63.937,161.939,107.519,396.396,98.432,142.425,24.014,192.808,54.946,91.324,47.172,142.858,98.463,79.392,160.691,2.081,4.996,105.106,25.13,4.077,65.778,63.39528,26.912022,-4.3114133,-16.564268
31,813,5836,258.96,569.035,486.823,228.772,30.97,9.0,38.962,64.936,22.978,68.529,506.757,116.503,2.279,161.839,47.794,42.487,161.927,14.986,135.674,29.028,133.0,59.941,63.806,267.814,11.01,133.507,199.596,17.737,80.92,150.85,17.324,83.55,8.992,107.601,94.468,51.136,3.162,98.902,16.774,23.522,8.18,57.681,-39.18548,17.218357,15.01784,-9.40517
32,20725,11698,74.05,480.125,135.586,133.867,67.933,597.0,381.619,144.856,40.96,853.151,541.169,139.806,7.396,161.839,711.618,20.914,848.478,46.954,266.328,45.044,48.0,194.806,242.409,52.708,11.01,52.964,229.687,110.838,141.859,293.707,132.676,19.189,23.977,139.073,102.508,160.691,50.734,150.85,1.0,9.043,13.308,75.9,36.375793,-36.955605,-40.07947,-7.531272
33,7925,17500,121.24,81.266,90.724,32.968,21.979,140.0,61.939,32.968,138.862,4.216,194.96,93.2,1.0,87.913,133.765,22.573,116.993,66.934,53.262,119.118,26.0,3.997,1.0,123.031,147.146,245.229,87.259,177.786,246.754,146.854,8.618,1.0,94.906,191.866,153.765,162.548,2.081,5.995,100.9,4.217,5.103,181.164,60.73436,2.468937,1.4711947,20.580198
34,19398,2705,44.2,139.304,1.0,107.893,12.988,647.0,347.653,161.839,96.904,741.675,476.516,136.767,2.279,29.971,745.353,1.0,680.236,26.974,187.936,44.043,36.0,35.965,8.851,263.677,6.005,24.384,145.434,171.51,26.974,216.784,58.676,2.399,15.985,166.485,119.594,194.115,12.893,93.907,1.0,2.609,12.282,81.973,41.184013,-33.605225,-39.72103,-5.004491
35,18564,21127,131.19,291.192,3.188,13.987,14.986,18.0,16.984,18.982,7.993,68.529,431.675,60.778,2.279,10.99,84.794,27.551,292.549,7.993,39.191,11.01,263.0,73.927,205.118,18.581,6.005,112.722,101.301,25.06,29.971,27.973,31.471,42.975,1.999,47.701,63.312,97.558,4.244,8.992,36.754,5.826,4.077,35.413,-2.1583405,37.201424,-5.484245,0.62800395
36,7592,11345,30.84,180.054,317.222,68.932,41.959,17.0,32.968,106.894,33.967,42.804,9.342,84.081,2.279,270.73,54.324,83.973,5.18,11.989,212.056,16.015,26.0,165.835,389.609,104.416,11.01,17.888,94.28,9.369,99.901,110.89,31.471,346.592,2.998,68.006,95.473,2.857,2.081,119.881,1.0,31.565,7.154,65.778,-14.254688,48.30404,1.780208,-0.12744543
37,11863,1729,125.93,98.554,1.0,45.955,35.965,279.0,325.675,10.99,29.971,249.678,193.918,91.173,4.837,48.952,483.088,87.292,466.016,25.975,108.538,55.054,28.0,85.915,136.424,145.783,8.007,33.477,129.386,68.995,11.989,50.95,51.059,10.794,22.978,90.341,82.407,149.55,8.568,65.935,1.0,2.609,13.308,49.584,33.553005,-0.2480278,-27.016716,-1.5216367
38,494,18087,113.42,102.258,174.977,22.978,37.963,1.0,10.99,63.937,5.995,24.582,13.514,36.461,2.279,35.965,33.647,20.914,5.18,4.996,55.272,5.004,10.0,145.855,236.521,90.972,8.007,16.589,62.184,1.0,17.983,53.947,14.059,69.559,6.994,39.579,48.236,1.0,1.0,7.993,1.0,10.652,3.051,28.328,-10.408554,50.802296,0.8598341,1.7127355
39,4067,1628,142.27,243.032,1.0,65.935,33.967,6.0,118.882,65.935,22.978,168.215,232.501,120.556,4.837,26.974,91.324,17.595,227.76,15.985,73.362,24.023,208.0,42.958,169.79,131.304,7.006,181.573,110.328,57.488,33.967,59.941,44.529,108.735,23.977,121.814,69.342,41.851,13.974,69.931,1.0,9.043,7.154,65.778,15.020334,46.844067,-7.457308,7.3533545
40,2599,16979,287.53,146.713,365.367,59.941,9.991,14.0,28.972,18.982,3.997,29.941,347.209,63.817,2.279,19.981,57.588,49.125,185.961,11.989,56.277,14.013,204.0,13.987,18.664,57.879,6.005,181.573,69.205,12.507,33.967,43.957,18.412,7.996,7.993,116.738,65.322,39.994,3.162,4.996,48.321,9.043,3.051,35.413,-60.136467,-24.261417,10.197134,10.766259
41,14010,18175,336.7,720.922,521.837,261.739,92.908,193.0,53.947,48.952,37.963,59.954,417.076,59.765,2.279,174.826,66.294,37.508,343.753,30.97,50.246,27.026,104.0,48.952,124.648,133.373,14.013,98.432,230.69,40.751,174.826,303.697,57.588,30.382,16.984,95.418,73.362,621.197,24.786,18.982,3.103,18.696,4.077,133.593,-29.70121,11.877329,14.138218,-15.939739
42,7046,4447,98.35,556.686,503.235,325.675,184.816,9.0,47.953,69.931,35.965,78.176,369.108,96.239,3.558,136.864,66.294,4.319,81.463,134.866,136.679,24.023,26.0,35.965,144.275,298.839,121.12,81.544,248.744,15.645,126.874,135.865,47.794,24.786,171.829,118.768,116.578,255.392,29.11,92.908,151.376,23.522,7.154,61.729,67.50207,11.120979,3.338891,-19.554443
43,12924,16294,217.32,427.026,232.969,185.815,30.97,1.0,20.98,54.946,2.998,32.085,424.376,66.857,2.279,71.929,38.0,35.849,197.456,11.989,16.075,16.015,151.0,42.958,244.371,50.64,8.007,120.516,167.5,33.428,118.882,83.917,21.676,55.567,5.995,88.311,63.312,41.851,2.081,3.997,47.269,89.478,4.077,45.535,-31.890816,37.253815,10.005058,0.41243446
44,8224,15253,269.76,103.493,251.571,16.984,8.992,127.0,25.975,28.972,12.988,14.935,576.624,58.752,2.279,87.913,77.176,22.573,183.871,23.977,38.186,22.021,84.0,11.989,2.963,42.366,6.005,188.069,44.13,40.751,85.915,93.907,22.765,1.0,5.995,114.707,85.423,34.424,2.081,13.987,101.952,4.217,6.128,43.511,-66.95628,-47.427044,12.106206,20.733446
45,7182,18673,121.95,65.213,295.338,76.924,28.972,169.0,134.866,13.987,14.986,16.006,370.15,80.028,1.0,118.882,61.941,9.297,201.636,43.957,45.221,25.024,9.0,7.993,1.0,52.708,152.151,311.482,79.235,44.935,161.839,109.891,4.265,1.0,29.971,108.616,81.402,112.413,2.081,17.983,35.702,41.217,3.051,69.827,-64.42299,-48.131023,10.888573,24.646965
46,15860,19241,118.96,503.587,318.317,274.726,13.987,1.0,5.995,71.929,2.998,40.66,484.858,48.62,1.0,32.968,21.676,5.978,199.546,6.994,23.111,18.017,189.0,68.932,146.238,11.342,6.005,89.338,208.623,38.659,74.926,61.939,43.441,68.16,2.998,48.716,55.272,45.565,1.0,3.997,31.496,12.261,3.051,40.474,-41.055786,34.90713,13.703586,-1.2980938
47,21376,16962,57.7,176.35,22.884,134.866,9.991,862.0,175.825,64.936,16.984,479.062,242.929,61.791,3.558,31.969,550.559,2.659,720.991,22.978,130.649,20.019,33.0,172.828,34.365,126.134,10.009,41.272,80.238,92.008,67.933,119.881,135.941,1.0,14.986,140.088,50.246,195.972,121.01,67.933,1.0,5.826,8.18,61.729,27.379929,-22.600037,-32.468204,-8.808755
48,8283,14020,117.4,29.402,127.927,45.955,5.995,126.0,17.983,3.997,34.966,27.797,266.913,46.593,4.837,90.91,576.676,10.957,166.107,170.83,58.287,107.106,11.0,11.989,1.0,98.211,64.063,225.743,58.172,31.336,62.938,19.981,10.794,1.0,24.976,274.101,68.337,132.838,1.0,80.92,289.133,4.217,498.449,120.435,41.471794,32.86474,-20.16126,9.113639
49,4569,8072,30.42,327.002,447.432,273.727,94.906,16.0,58.942,60.94,30.97,109.261,216.859,113.463,2.279,220.78,58.676,9.297,68.924,126.874,322.61,49.048,26.0,177.823,79.507,343.307,199.198,366.044,197.59,15.645,216.784,128.872,44.529,58.366,101.899,204.049,120.599,90.13,4.244,123.877,78.817,62.13,9.205,80.96,71.63197,16.338491,0.4176803,-20.24753
50,13118,2628,163.31,92.379,1.0,32.968,10.99,10.0,147.853,5.995,10.99,38.516,199.132,103.332,2.279,9.991,79.353,12.616,290.459,8.992,117.584,27.026,157.0,14.986,46.141,231.618,5.004,258.22,61.181,28.198,43.957,21.979,32.559,14.992,8.992,98.463,86.428,78.989,4.244,79.921,75.662,13.87,6.128,43.511,27.643295,48.45491,-11.58828,9.001482
52,6848,19277,192.16,96.084,346.766,41.959,5.995,44.0,35.965,16.984,9.991,14.935,407.691,60.778,1.0,46.954,20.588,20.914,148.342,4.996,23.111,16.015,87.0,2.998,6.888,28.922,4.003,176.377,72.214,26.106,92.908,57.943,18.412,1.0,5.995,97.448,75.372,32.567,2.081,5.995,222.883,5.826,3.051,43.511,-64.838974,-44.603397,11.555618,20.407166
55,3097,2348,148.67,362.813,173.883,304.696,99.901,41.0,115.885,80.92,26.974,70.673,190.789,134.74,2.279,94.906,82.618,17.595,150.432,144.856,140.699,80.079,34.0,57.943,79.507,337.102,168.167,341.362,197.59,41.797,259.741,266.734,60.853,63.962,171.829,245.674,338.69,249.822,6.406,83.917,86.178,73.391,8.18,89.058,72.346344,15.194487,0.26482028,-19.459372
57,7833,12441,412.46,230.684,556.851,122.878,13.987,18.0,32.968,77.923,17.983,40.66,369.108,99.279,2.279,180.82,69.559,55.762,273.74,10.99,143.714,26.025,173.0,66.934,140.35,34.093,8.007,123.114,130.389,31.336,94.906,108.892,24.941,75.155,2.998,88.311,104.518,28.853,2.081,96.904,115.622,17.087,8.18,49.584,-50.238804,-1.529686,17.285591,6.8473787
59,4917,8541,90.11,475.185,489.011,509.491,332.668,26.0,74.926,79.921,88.912,87.823,316.968,151.965,4.837,312.688,213.206,40.827,176.556,377.623,194.971,82.081,26.0,139.861,42.216,602.882,219.218,189.368,235.705,66.903,224.776,184.816,302.441,47.172,351.649,340.091,144.719,348.236,5.325,183.817,588.833,38.0,25.616,230.76,75.85303,14.278791,0.48613837,-23.726887
62,18079,12894,147.81,609.785,545.909,255.745,44.956,7.0,40.96,59.941,27.973,37.444,543.255,102.318,2.279,232.768,73.912,30.87,61.609,18.982,140.699,32.031,137.0,99.901,183.528,21.683,5.004,151.694,255.765,21.921,136.864,144.856,42.353,68.16,4.996,68.006,98.488,30.71,5.325,117.883,5.206,60.522,9.205,58.693,-50.49315,13.815769,20.655281,-8.576795
63,14934,7081,237.21,424.556,373.026,158.842,78.922,9.0,50.95,25.975,22.978,24.582,284.641,112.45,1.0,124.876,40.176,52.444,136.847,89.911,144.719,24.023,238.0,37.963,79.507,253.335,56.055,164.685,120.358,20.875,77.923,50.95,30.382,44.374,100.9,105.57,90.448,93.844,3.162,111.889,126.138,10.652,8.18,50.596,-32.60649,22.915709,11.0780115,-8.1652775
64,4917,15770,141.99,222.04,467.127,57.943,6.994,212.0,38.962,49.951,14.986,56.738,394.135,61.791,2.279,43.957,38.0,70.698,317.629,11.989,75.372,34.033,35.0,7.993,4.925,77.528,7.006,82.843,80.238,35.52,49.951,65.935,14.059,5.197,6.994,106.585,80.397,88.273,2.081,7.993,23.083,5.826,3.051,47.559,-58.24385,-50.041386,16.15895,20.43727
65,12524,19863,144.97,339.351,55.71,230.77,232.768,36.0,32.968,93.907,81.919,66.385,216.859,86.108,2.279,140.86,104.382,29.211,172.377,150.85,65.322,43.042,21.0,104.896,191.379,87.87,364.364,165.984,198.593,106.653,300.7,157.843,53.235,30.382,165.835,110.646,121.604,130.981,5.325,26.974,243.915,33.174,5.103,86.021,67.81775,24.954779,-3.4912224,-17.594471
66,10652,14430,157.19,207.221,157.47,9.991,12.988,136.0,24.976,40.96,4.996,54.594,253.357,58.752,2.279,26.974,49.971,82.314,313.449,6.994,51.252,9.008,11.0,15.985,85.395,66.152,9.008,50.365,57.169,28.198,67.933,81.919,2.088,63.962,4.996,101.509,73.362,82.703,2.081,2.998,104.055,5.826,3.051,31.365,-67.32045,-31.389767,6.0779448,19.89139
67,20581,5554,342.96,61.508,5.377,41.959,21.979,212.0,132.868,46.954,21.979,330.07,255.443,99.279,2.279,39.961,285.029,62.4,346.888,10.99,113.563,33.032,110.0,29.971,177.64,168.534,7.006,220.546,93.277,40.751,51.949,112.888,30.382,19.189,11.989,109.631,84.418,169.976,4.244,96.904,173.459,9.043,10.231,57.681,32.031612,21.418549,-20.14321,1.6635216
68,3012,673,128.34,176.35,1.0,11.989,19.981,10.0,129.871,30.97,25.975,107.117,141.778,56.725,3.558,9.991,112.0,2.659,113.858,13.987,112.558,32.031,139.0,12.988,48.104,111.655,7.006,245.229,49.145,19.829,58.942,18.982,91.324,27.584,25.975,92.372,69.342,51.136,74.519,52.948,17.825,15.478,9.205,41.486,26.000484,49.60543,-11.246704,9.984939
69,8628,19914,246.45,352.934,541.532,271.729,36.964,4.0,27.973,63.937,5.995,63.17,614.165,55.712,2.279,190.81,54.324,45.806,162.972,10.99,51.252,17.016,329.0,100.9,334.654,15.478,8.007,98.432,165.494,21.921,144.856,135.865,21.676,87.748,8.992,82.22,77.382,41.851,3.162,15.985,16.774,34.783,4.077,40.474,-51.391922,29.219059,21.075275,0.36223605
71,20928,6867,118.54,70.152,26.166,67.933,21.979,216.0,99.901,4.996,17.983,353.651,224.159,104.345,2.279,104.896,223.0,55.762,449.296,11.989,143.714,24.023,25.0,45.955,193.342,216.106,6.005,33.477,101.301,29.244,24.976,150.85,14.059,9.395,16.984,81.204,70.347,158.835,6.406,121.879,33.599,4.217,8.18,37.438,29.630058,15.704464,-21.519888,-0.7349196
72,14233,176,41.5,151.653,1.0,44.956,29.971,98.0,151.849,84.916,71.929,294.697,136.564,69.897,3.558,39.961,315.5,30.87,582.008,15.985,90.448,37.036,26.0,78.922,173.715,103.382,11.01,36.075,78.232,77.363,3.997,59.941,81.529,48.571,23.977,75.113,48.236,136.552,36.679,138.862,1.0,5.826,12.282,57.681,28.602997,10.546406,-23.082552,-2.6153657
75,7888,12896,179.79,178.82,130.115,18.982,2.998,56.0,26.974,40.96,11.989,13.863,258.571,111.437,1.0,78.922,36.912,72.357,381.372,7.993,122.609,21.02,18.0,8.992,4.925,19.615,5.004,63.356,60.178,48.073,54.946,62.938,7.529,17.79,1.999,81.204,119.594,21.426,2.081,65.935,167.149,17.087,8.18,49.584,-64.75001,-30.956436,7.3838906,16.734934
76,22097,5744,159.33,357.874,6.471,124.876,41.959,642.0,577.423,184.816,31.969,555.166,462.959,148.925,6.117,48.952,741.0,12.616,539.164,43.957,156.78,45.044,111.0,110.89,173.715,254.37,12.011,215.35,271.813,53.304,200.8,294.706,70.647,56.966,33.967,181.713,92.458,318.526,29.11,129.871,5.206,9.043,12.282,75.9,42.167114,-28.116714,-38.026375,-1.0074921
79,8045,13247,167.14,214.63,345.671,35.965,9.991,446.0,55.945,160.84,63.937,97.47,243.972,111.437,2.279,150.85,91.324,82.314,269.56,25.975,172.86,50.049,19.0,66.934,30.44,83.733,20.019,43.87,97.289,124.437,127.873,204.796,93.5,9.395,3.997,196.942,199.996,49.279,224.802,102.898,11.516,7.435,8.18,87.033,-60.294006,-40.072636,7.053987,25.932606
80,19157,11786,104.89,660.414,498.859,230.77,58.942,8.0,66.934,81.919,28.972,65.313,735.129,116.503,3.558,229.771,82.618,25.892,97.138,19.981,194.971,26.025,175.0,125.875,265.961,35.127,5.004,134.806,244.732,20.875,124.876,134.866,36.912,87.748,6.994,52.777,95.473,67.848,6.406,122.878,26.238,23.522,8.18,58.693,-52.20675,16.044558,21.274654,-8.681933
81,1149,18142,170.41,171.41,347.86,116.884,12.988,2.0,23.977,42.958,12.988,24.582,291.941,60.778,2.279,18.982,46.706,30.87,112.813,10.99,77.382,15.014,314.0,46.954,73.619,76.494,6.005,142.601,69.205,34.474,34.966,73.927,20.588,33.181,9.991,90.341,89.443,26.996,3.162,7.993,19.928,13.87,5.103,44.523,-59.492268,-19.152191,10.080053,9.5933075
82,9371,14850,261.8,222.04,329.258,2.998,3.997,184.0,12.988,39.961,3.997,5.288,402.477,51.659,2.279,16.984,9.706,45.806,191.186,10.99,31.151,14.013,41.0,3.997,4.925,45.469,6.005,124.414,52.154,47.027,72.928,66.934,2.088,2.399,6.994,96.433,73.362,52.993,2.081,1.999,138.757,2.609,3.051,40.474,-64.04997,-45.485023,11.002298,22.481766
83,20023,14613,28.85,198.577,119.173,52.948,36.964,387.0,76.924,16.984,9.991,417.965,108.408,106.371,2.279,30.97,306.794,74.017,580.963,20.98,64.317,12.011,21.0,62.938,187.454,74.425,12.011,30.879,34.099,35.52,49.951,92.908,49.971,51.37,13.987,47.701,57.282,207.113,5.325,11.989,14.671,2.609,4.077,39.462,24.308086,3.239685,-23.688616,-5.6567683
84,1104,1131,70.78,273.904,4.283,194.806,97.903,58.0,137.863,105.895,47.953,124.267,126.136,54.699,4.837,8.992,229.529,2.659,257.02,193.807,100.498,35.034,35.0,13.987,53.992,203.696,132.131,36.075,85.253,64.81,57.943,114.886,54.324,31.782,157.843,208.11,103.513,405.799,104.792,53.947,98.797,9.043,16.385,58.693,55.142063,28.777012,-7.7120066,-14.306253
