cell,x,y,area µm²,ATG7,P2Rx7(Park7),GalMac3,CD31,CD44,Trem2,TMEM119,CD74,AQP4,S100B,CD3e,SMA,CD8,CD14,Neurofilament,GFAP,HLA-A,P2Ry12,CD68,H2A.x,PSD-95,Synaptophysin,CD40,CollagenIV,DAPI_1,CD11c,IBA1,PCNA,CD45,ApoE,MAP2,Claudin5,CD4,CD11b,Vimentin,A-Beta,iNOS,CD34,NeuN,CD163,HLA-DR,UMAP_1,UMAP_2,TSNE_1,TSNE_2
627,11624,2901,13.22,54.099,1.0,50.95,18.982,287.0,260.74,1.999,16.984,164.999,268.999,88.134,3.558,11.989,384.059,90.611,368.833,19.981,147.734,24.023,43.0,67.933,8.851,241.96,5.004,24.384,95.283,36.566,9.991,35.965,55.412,1.0,19.981,104.555,114.568,208.97,8.568,118.882,1.0,4.217,7.154,64.766,34.551315,3.8562546,-25.926596,-0.4865879
628,11798,2038,244.46,109.667,1.0,44.956,17.983,581.0,357.643,15.985,13.987,309.704,331.567,92.187,3.558,14.986,482.0,30.87,562.154,20.98,79.392,21.02,34.0,55.945,34.365,127.168,6.005,34.776,111.331,60.626,17.983,89.911,77.176,3.798,17.983,86.28,66.327,314.812,11.812,48.952,1.0,2.609,8.18,45.535,39.868042,-18.346687,-33.476746,-1.8449273
629,15320,12145,88.83,669.058,214.368,147.853,22.978,3.0,40.96,35.965,16.984,21.366,692.375,71.923,2.279,105.895,27.118,32.53,37.574,16.984,115.573,23.022,218.0,39.961,142.312,15.478,4.003,210.153,117.349,26.106,74.926,70.93,51.059,28.983,3.997,53.793,94.468,21.426,2.081,83.917,17.825,25.13,9.205,47.559,-46.5299,31.063614,16.09851,-4.01796
630,17260,2279,99.77,298.601,1.0,21.979,51.949,8.0,105.895,363.637,323.677,12.791,8.3,115.49,3.558,23.977,100.029,9.297,139.982,30.97,101.503,145.144,40.0,32.968,338.58,262.643,9.008,260.818,181.542,211.261,155.845,192.808,67.382,100.34,11.989,214.201,126.629,41.851,7.487,61.939,9.413,12.261,12.282,73.875,14.250914,43.678432,-6.15449,4.64804
633,1503,18878,181.93,65.213,165.129,1.0,3.997,34.0,30.97,14.986,5.995,1.0,307.582,54.699,2.279,1.999,19.5,39.168,271.65,7.993,59.292,7.006,16.0,2.998,1.0,36.161,4.003,78.945,37.108,18.783,7.993,24.976,1.0,2.399,7.993,68.006,58.287,32.567,4.244,4.996,193.439,2.609,3.051,36.426,-69.97573,-30.73993,6.341139,18.784445
634,12849,16578,181.93,308.48,154.187,202.798,185.815,3.0,23.977,126.874,176.824,73.888,262.742,137.78,2.279,140.86,193.618,12.616,137.892,153.847,160.8,145.144,48.0,108.892,216.894,216.106,286.286,129.61,236.708,227.998,264.736,206.794,132.676,52.769,100.9,212.171,255.273,145.836,28.029,74.926,96.694,47.652,55.36,137.641,68.982796,20.94521,-1.3933723,-17.71514
635,3548,128,40.08,202.282,1.0,95.905,35.965,442.0,381.619,81.919,98.902,445.834,447.317,46.593,6.117,20.98,599.529,1.0,418.992,36.964,144.719,61.06,43.0,57.943,2.963,166.466,9.008,37.375,246.738,152.681,27.973,340.66,86.971,1.0,27.973,288.314,78.387,143.98,21.542,69.931,1.0,10.652,18.436,60.717,41.230278,-23.615154,-35.398933,0.25441638
636,22809,15204,116.12,70.152,22.884,40.96,5.995,362.0,116.884,12.988,9.991,255.038,191.832,71.923,2.279,5.995,176.206,1.0,408.542,9.991,70.347,59.058,207.0,68.932,81.47,51.674,4.003,295.893,36.105,56.442,71.929,67.933,42.353,5.197,5.995,87.296,64.317,162.548,9.649,10.99,173.459,4.217,5.103,51.608,31.637554,22.448788,-20.91404,2.8150918
637,10019,12520,217.03,219.57,266.889,47.953,4.996,139.0,26.974,42.958,26.974,4.216,449.403,97.253,1.0,84.916,30.382,49.125,410.632,10.99,121.604,29.028,14.0,9.991,1.0,24.786,7.006,33.477,77.229,47.027,52.948,79.921,12.971,1.0,3.997,75.113,106.528,56.706,1.0,84.916,175.562,7.435,7.154,38.45,-55.151577,-37.134827,12.175924,16.32138
638,12334,19424,46.33,350.465,72.123,204.796,163.837,31.0,36.964,49.951,6.994,158.568,363.894,93.2,1.0,108.892,60.853,62.4,176.556,178.822,26.126,19.018,25.0,71.929,152.126,63.05,162.161,207.555,187.56,33.428,208.792,114.886,48.882,56.966,199.801,84.25,107.533,298.1,4.244,19.981,137.705,33.174,5.103,49.584,67.37293,24.787941,-2.9535534,-17.346334
639,19165,13370,147.96,727.096,689.249,356.644,69.931,9.0,56.944,115.885,31.969,95.326,827.938,53.686,3.558,224.776,72.824,57.422,247.615,15.985,99.493,29.028,123.0,118.882,307.177,32.025,6.005,108.824,234.702,35.52,141.859,127.873,47.794,68.16,6.994,54.808,50.246,101.271,25.867,118.882,28.341,20.304,9.205,68.815,-49.547646,13.588683,22.45505,-10.045168
640,8928,15809,327.89,191.168,433.207,18.982,11.989,308.0,80.92,50.95,10.99,11.719,519.27,55.712,2.279,87.913,85.882,69.038,216.266,11.989,39.191,20.019,37.0,9.991,12.776,49.606,7.006,117.918,64.19,42.843,121.879,97.903,12.971,1.0,7.993,119.784,90.448,90.13,2.081,15.985,83.023,4.217,3.051,54.644,-59.278755,-52.215588,15.957302,21.420172
641,6849,7245,269.05,793.779,521.837,206.794,33.967,11.0,51.949,59.941,17.983,53.523,444.189,135.754,2.279,149.851,48.882,69.038,215.221,13.987,139.694,62.061,256.0,46.954,140.35,199.559,10.009,137.404,219.657,59.58,113.887,198.802,70.647,159.105,11.989,139.073,129.644,86.416,57.221,80.92,40.96,31.565,10.231,85.009,-38.33416,14.75256,16.401165,-11.436596
642,366,231,91.53,327.002,42.579,2.998,6.994,287.0,222.778,61.939,3.997,55.666,18.728,263.415,2.279,1.0,265.441,112.184,194.321,30.97,112.558,50.049,134.0,3.997,30.44,133.373,20.019,308.884,124.37,39.705,147.853,341.659,59.765,26.185,18.982,217.247,192.961,225.682,4.244,17.983,99.848,26.739,67.668,75.9,35.2185,32.27717,-17.707205,9.516184
643,11923,19973,361.72,470.246,348.954,218.782,45.955,35.0,20.98,42.958,6.994,61.026,425.419,53.686,1.0,110.89,36.912,34.189,183.871,9.991,46.226,18.017,220.0,64.936,134.462,15.478,9.008,110.124,194.581,26.106,98.902,99.901,44.529,37.378,5.995,61.915,64.317,110.556,47.49,8.992,34.651,13.87,3.051,41.486,-40.148705,33.795662,14.013612,-1.3342581
644,23234,17456,98.35,630.778,409.135,279.721,104.896,3.0,24.976,201.799,14.986,346.148,409.777,107.384,2.279,90.91,105.471,117.163,269.56,56.944,63.312,24.023,26.0,158.842,403.348,126.134,303.303,67.254,211.633,31.336,172.828,313.687,64.118,121.328,68.932,102.524,92.458,116.126,16.136,20.98,68.301,18.696,6.128,80.96,-22.41892,20.093882,5.9438396,-12.048111
645,15215,11591,54.58,310.949,255.947,81.919,79.921,12.0,54.946,93.907,39.961,47.091,63.568,100.292,2.279,250.75,41.265,122.141,5.18,7.993,265.323,23.022,25.0,141.859,393.534,41.332,9.008,16.589,135.404,12.507,100.9,163.837,38.0,282.231,7.993,56.838,106.528,6.571,2.081,131.869,3.103,91.087,7.154,41.486,-14.32888,47.817795,1.754961,-0.43517742
646,22016,5962,26.44,21.993,1.0,23.977,19.981,334.0,513.487,2.998,25.975,2.072,437.932,89.147,3.558,39.961,29.294,2.659,898.637,12.988,133.664,36.035,4.0,27.973,1.0,246.096,6.005,32.178,25.072,41.797,3.997,17.983,4.265,1.0,27.973,71.052,72.357,60.42,6.406,114.886,2.052,2.609,8.18,51.608,31.848839,-5.117031,-27.997488,-3.5721776
647,20657,20163,58.7,743.15,617.032,262.738,52.948,1.0,11.989,139.861,10.99,124.267,460.874,54.699,1.0,48.952,70.647,77.336,199.546,9.991,51.252,13.012,106.0,113.887,352.318,17.547,8.007,41.272,158.473,30.29,93.907,123.877,28.206,128.324,7.993,59.884,50.246,97.558,4.244,6.994,27.289,25.13,4.077,41.486,-43.403515,14.610569,21.041676,-11.8621855
648,12324,3358,276.87,68.917,1.0,32.968,10.99,35.0,40.96,3.997,12.988,64.241,150.12,76.989,2.279,14.986,92.412,27.551,280.009,12.988,114.568,20.019,31.0,17.983,52.029,138.543,5.004,54.263,51.151,26.106,4.996,14.986,69.559,10.794,12.988,63.945,99.493,136.552,5.325,60.94,69.353,4.217,7.154,48.571,26.610432,39.43028,-13.225858,5.624755
649,15230,13085,290.51,402.329,309.563,139.861,50.95,6.0,22.978,71.929,25.975,35.3,401.434,96.239,2.279,171.829,46.706,72.357,89.823,6.994,127.634,20.019,127.0,79.921,283.625,22.717,7.006,88.039,138.413,33.428,92.908,119.881,26.029,107.336,3.997,46.686,91.453,19.569,1.0,85.915,59.888,17.087,8.18,45.535,-30.50189,31.378342,7.864249,-1.3573976
652,23017,15762,153.93,166.471,126.832,33.967,39.961,12.0,68.932,53.947,11.989,214.306,78.167,65.844,2.279,43.957,100.029,102.228,238.21,7.993,62.307,14.013,184.0,121.879,440.639,83.733,5.004,142.601,81.241,20.875,48.952,113.887,43.441,114.332,7.993,60.899,50.246,43.708,9.649,13.987,10.464,4.217,3.051,64.766,7.7372494,27.459091,-9.048532,-2.4257736
653,6173,2047,75.61,120.781,1.0,138.862,17.983,197.0,231.769,57.943,11.989,354.723,170.976,133.727,519.047,34.966,380.794,1.0,404.362,43.957,214.066,28.027,15.0,36.964,1.0,210.935,47.046,60.758,128.383,45.981,67.933,91.909,97.853,1.0,30.97,132.982,147.734,195.972,13.974,133.867,12.567,10.652,24.59,25.292,37.09472,20.63154,-25.355364,0.65161216
654,9088,12980,371.1,228.214,316.128,24.976,3.997,133.0,18.982,37.963,14.986,87.823,423.333,102.318,2.279,81.919,39.088,83.973,344.798,8.992,166.83,26.025,24.0,13.987,2.963,29.957,5.004,120.516,69.205,44.935,77.923,65.935,7.529,2.399,7.993,90.341,101.503,56.706,2.081,58.942,200.8,10.652,7.154,44.523,-54.86921,-37.50298,12.664305,16.109274
655,18104,1194,94.8,140.539,1.0,102.898,11.989,543.0,567.433,123.877,36.964,812.42,429.59,64.831,4.837,32.968,686.588,1.0,829.668,28.972,101.503,29.028,38.0,73.927,6.888,99.245,6.005,30.879,164.491,38.659,15.985,175.825,42.353,3.798,13.987,88.311,59.292,181.117,22.623,113.887,1.0,4.217,12.282,42.498,39.784115,-35.27921,-39.934883,-5.5895996
657,128,20023,197.28,109.667,95.101,42.958,8.992,3.0,25.975,24.976,7.993,29.941,159.505,67.87,2.279,8.992,41.265,5.978,102.363,3.997,49.241,30.029,86.0,30.97,38.291,24.786,5.004,367.343,49.145,19.829,75.925,40.96,3.176,19.189,5.995,84.25,73.362,21.426,2.081,6.994,57.785,17.087,3.051,40.474,27.078995,51.453663,-11.350914,11.448935
658,23299,14319,23.02,240.562,114.796,89.911,17.983,432.0,144.856,30.97,7.993,344.004,134.478,73.949,3.558,74.926,280.676,10.957,595.593,16.984,174.87,19.018,29.0,119.881,211.006,60.981,7.006,37.375,64.19,56.442,46.954,79.921,76.088,6.597,5.995,63.945,65.322,207.113,250.75,68.932,52.527,5.826,5.103,35.413,23.057056,2.4702873,-23.990753,-6.162982
659,17234,20510,90.11,229.449,20.696,74.926,19.981,331.0,146.854,17.983,5.995,248.606,283.598,54.699,3.558,15.985,403.647,1.0,737.71,10.99,64.317,13.012,19.0,82.918,63.806,57.879,7.006,24.384,116.346,53.304,25.975,89.911,120.706,10.794,3.997,73.082,84.418,75.275,7.487,35.965,1.0,2.609,5.103,52.62,30.558468,-11.35281,-29.747484,-5.2219524
660,10198,3911,171.98,288.722,151.999,87.913,11.989,16.0,89.911,30.97,5.995,62.098,377.45,74.962,2.279,6.994,89.147,1.0,175.512,8.992,65.322,25.024,210.0,11.989,32.403,101.314,5.004,282.902,84.25,32.382,96.904,59.941,41.265,14.992,9.991,113.692,85.423,91.987,4.244,38.962,66.198,7.435,6.128,50.596,6.429288,47.63435,-5.6957736,8.897641
661,20681,7064,88.83,130.66,77.594,78.922,43.957,39.0,117.883,27.973,28.972,181.077,150.12,81.042,3.558,154.846,101.118,93.93,157.747,10.99,141.704,21.02,61.0,79.921,326.804,244.028,6.005,88.039,115.343,12.507,23.977,77.923,56.5,68.16,17.983,55.823,75.372,41.851,5.325,119.881,1.0,5.826,7.154,47.559,24.452295,28.33081,-16.657297,-1.6743529
662,8923,10726,312.4,450.488,410.229,129.871,28.972,9.0,32.968,43.957,14.986,28.869,374.322,118.529,1.0,206.794,77.176,65.719,224.626,8.992,173.865,28.027,242.0,73.927,185.491,40.298,6.005,119.217,181.542,27.152,100.9,116.884,41.265,94.744,4.996,64.96,101.503,82.703,1.0,105.895,19.928,33.174,9.205,52.62,-44.694798,7.7229156,16.919926,3.7869778
663,14406,4080,164.3,612.255,263.607,137.863,22.978,6.0,71.929,55.945,14.986,57.81,499.457,114.477,2.279,34.966,18.412,24.233,75.194,10.99,94.468,35.034,155.0,36.964,103.059,149.919,5.004,323.174,150.449,29.244,71.929,32.968,29.294,69.559,10.99,90.341,92.458,36.281,4.244,61.939,29.393,12.261,8.18,49.584,-40.81991,27.385044,13.545052,-5.547282
665,10084,20839,62.96,146.713,265.795,66.934,32.968,1.0,8.992,38.962,2.998,1.0,341.995,58.752,1.0,125.875,24.941,25.892,92.958,4.996,41.201,10.009,89.0,42.958,228.67,23.752,8.007,72.45,118.352,35.52,81.919,91.909,115.265,28.983,3.997,48.716,69.342,8.428,21.542,7.993,57.785,26.739,3.051,31.365,-24.811523,40.554413,7.676947,3.4176385
666,3362,12154,131.04,383.806,578.735,215.785,23.977,4.0,39.961,58.942,15.985,12.791,593.309,110.424,2.279,152.848,45.618,10.957,125.353,14.986,120.599,30.029,189.0,29.971,40.253,23.752,6.005,195.863,209.627,32.382,124.876,124.876,27.118,42.975,3.997,93.387,109.543,6.571,2.081,92.908,22.032,25.13,9.205,53.632,-54.2835,8.05172,19.76278,4.3499646
667,21135,8015,45.05,94.849,13.036,101.899,25.975,414.0,455.545,120.88,105.895,800.629,335.738,134.74,2.279,134.866,738.824,19.254,794.139,53.947,212.056,117.116,34.0,68.932,34.365,296.77,7.006,28.281,151.452,180.925,127.873,273.727,66.294,1.0,19.981,208.11,118.589,108.699,92.899,139.861,1.0,4.217,47.155,177.116,39.047234,-34.7296,-39.967247,-5.7884984
668,9042,3979,152.22,398.624,202.332,252.748,117.883,27.0,70.93,47.953,36.964,136.058,201.217,98.266,3.558,72.928,122.882,12.616,207.906,153.847,144.719,26.025,17.0,25.975,95.208,242.994,86.085,50.365,133.398,20.875,54.946,26.974,55.412,16.391,148.852,91.357,75.372,138.409,5.325,111.889,130.344,21.913,7.154,55.657,62.006638,19.37777,0.6656356,-17.474318
670,9710,13371,272.89,306.01,545.909,105.895,4.996,170.0,46.954,68.932,23.977,73.888,458.788,55.712,2.279,127.873,51.059,55.762,413.767,17.983,38.186,35.034,23.0,30.97,8.851,70.289,6.005,42.571,87.259,67.949,105.895,95.905,26.029,5.197,5.995,123.845,109.543,249.822,73.438,79.921,79.868,2.609,10.231,52.62,-48.68192,-47.015198,18.77721,17.566689
671,9533,18072,200.54,333.177,379.591,195.805,18.982,1.0,11.989,43.957,2.998,42.804,673.604,62.804,2.279,64.936,33.647,30.87,103.408,7.993,14.065,19.018,366.0,47.953,177.64,21.683,8.007,216.649,120.358,29.244,90.91,92.908,9.706,24.786,4.996,93.387,68.337,30.71,3.162,2.998,133.499,15.478,4.077,71.851,-50.618214,35.20819,18.92373,0.072137155
672,23332,14675,35.11,236.858,144.34,56.944,25.975,243.0,81.919,48.952,6.994,337.573,51.054,89.147,2.279,38.962,236.059,97.249,515.13,8.992,50.246,23.022,29.0,93.907,391.572,75.46,9.008,39.973,92.274,56.442,64.936,346.654,90.235,48.571,5.995,92.372,39.191,106.842,20.461,22.978,65.146,4.217,5.103,44.523,21.011833,8.225639,-20.961432,-5.827632
673,126,1619,238.21,899.977,464.939,335.665,186.814,23.0,132.868,137.863,68.932,123.195,469.216,149.938,4.837,17.983,238.235,1.0,295.684,335.665,85.423,47.046,33.0,1.999,4.925,265.745,172.171,232.238,193.578,54.35,261.739,197.803,42.353,12.193,242.758,246.689,140.699,342.665,7.487,61.939,177.665,38.0,12.282,99.179,67.3605,10.135088,4.713349,-20.273537
674,8201,13672,144.4,112.137,719.886,69.931,5.995,175.0,147.853,37.963,30.97,44.947,652.748,70.91,1.0,242.758,40.176,25.892,224.626,17.983,42.206,39.038,111.0,41.959,6.888,44.435,6.005,288.099,102.304,62.718,205.795,142.858,35.824,3.798,3.997,185.774,124.619,43.708,2.081,138.862,17.825,5.826,9.205,78.936,-50.993355,-58.133698,20.571571,22.23127
675,20617,17707,176.24,80.031,5.377,100.9,6.994,664.0,182.818,14.986,10.99,246.462,328.438,46.593,2.279,11.989,331.824,1.0,688.596,19.981,61.302,17.016,23.0,116.884,14.739,118.894,8.007,21.785,56.166,81.548,20.98,101.899,121.794,2.399,7.993,107.601,72.357,90.13,135.065,57.943,1.0,2.609,6.128,43.511,27.544186,-14.848343,-30.239922,-7.471014
676,5140,5967,310.41,615.959,391.628,111.889,40.96,80.0,52.948,82.918,21.979,52.451,401.434,124.609,2.279,153.847,55.412,49.125,298.819,11.989,123.614,32.031,261.0,90.91,142.312,233.686,12.011,147.797,162.485,37.613,89.911,129.871,32.559,69.559,13.987,128.921,114.568,90.13,7.487,93.907,22.032,25.13,10.231,65.778,-34.18132,17.980667,13.250864,-10.731279
677,17103,729,88.55,59.038,2.094,25.975,6.994,36.0,94.906,19.981,25.975,292.554,43.755,53.686,2.279,42.958,220.824,39.168,337.483,9.991,49.241,23.022,51.0,29.971,79.507,98.211,5.004,120.516,95.283,12.507,10.99,59.941,11.882,12.193,6.994,75.113,45.221,138.409,13.974,99.901,106.158,12.261,12.282,50.596,31.370571,31.12418,-16.921202,3.0229495
678,1255,18960,232.95,104.728,166.223,118.882,110.89,81.0,34.966,8.992,15.985,27.797,221.03,84.081,1.0,28.972,236.059,9.297,242.39,154.846,76.377,34.033,9.0,14.986,6.888,201.627,212.211,271.211,56.166,29.244,63.937,28.972,6.441,2.399,152.848,154.302,90.448,234.967,3.162,21.979,142.963,28.348,174.338,93.106,69.394844,30.46415,-6.7413936,-15.813377
680,23324,15286,123.23,181.289,86.347,31.969,33.967,6.0,53.947,67.933,10.99,76.032,105.28,66.857,2.279,30.97,103.294,59.081,383.462,11.989,65.322,21.02,108.0,92.908,489.705,44.435,7.006,132.208,105.313,56.442,91.909,157.843,67.382,105.937,4.996,81.204,76.377,136.552,7.487,13.987,81.972,7.435,5.103,58.693,7.30072,27.507626,-9.137734,-2.1652663
681,10505,11433,172.69,202.282,241.723,149.851,67.933,99.0,26.974,15.985,19.981,74.96,274.213,131.701,1.0,141.859,163.147,34.189,247.615,202.798,187.936,43.042,19.0,47.953,4.925,128.202,217.216,91.936,101.301,82.594,175.825,61.939,36.912,13.592,175.825,195.927,116.578,348.236,3.162,97.903,248.121,10.652,9.205,63.754,75.71321,24.127563,-3.4080992,-21.429804
682,5305,1689,147.81,40.515,1.0,6.994,11.989,24.0,81.919,8.992,9.991,46.019,61.482,140.819,2.279,23.977,102.206,1.0,115.948,16.984,81.402,21.02,128.0,17.983,61.843,178.876,4.003,273.809,63.187,11.461,36.964,26.974,84.794,33.181,13.987,72.067,60.297,62.277,21.542,44.956,53.579,7.435,5.103,42.498,30.769867,47.78225,-13.211115,9.601433
684,1282,14072,158.33,144.244,712.227,212.788,9.991,1.0,12.988,14.986,14.986,7.431,440.018,50.646,2.279,32.968,23.853,7.638,148.342,7.993,51.252,13.012,296.0,11.989,22.589,40.298,3.002,289.398,134.401,13.553,47.953,54.946,34.735,7.996,2.998,81.204,65.322,32.567,2.081,4.996,30.444,41.217,5.103,37.438,-57.3553,-2.0780087,20.128983,7.763508
685,21187,8717,80.87,240.562,76.499,134.866,25.975,633.0,538.462,45.955,28.972,795.269,506.757,102.318,3.558,142.858,646.324,7.638,848.478,31.969,197.986,39.038,42.0,87.913,67.731,60.981,5.004,30.879,147.44,74.225,88.912,284.716,46.706,5.197,10.99,77.143,101.503,184.831,23.705,130.87,1.0,4.217,26.642,65.778,38.04866,-37.427574,-39.84278,-6.4376903
686,7311,15835,45.62,151.653,227.498,3.997,8.992,173.0,33.967,27.973,10.99,26.725,205.388,60.778,2.279,60.94,18.412,72.357,205.816,13.987,92.458,14.013,11.0,8.992,4.925,71.323,6.005,38.674,43.127,17.737,51.949,78.922,2.088,1.0,9.991,107.601,84.418,34.424,5.325,16.984,14.671,2.609,4.077,47.559,-70.18968,-35.905502,6.677356,22.246185
687,16335,773,137.58,197.342,20.696,100.9,22.978,4.0,193.807,55.945,41.959,117.836,414.991,65.844,3.558,31.969,100.029,42.487,282.099,18.982,33.161,36.035,143.0,25.975,14.739,47.537,6.005,307.585,180.539,20.875,73.927,15.985,52.147,30.382,29.971,61.915,35.171,125.411,7.487,118.882,26.238,21.913,14.334,49.584,19.200155,48.63038,-7.8135786,9.862531
688,7029,7440,95.94,436.905,532.779,231.769,56.944,93.0,87.913,153.847,497.503,44.947,191.832,727.453,2.279,903.097,153.353,1.0,124.308,212.788,169.845,128.127,92.0,57.943,4.925,408.46,34.033,438.793,244.732,359.803,503.497,747.253,102.206,1.0,51.949,305.573,166.83,285.102,4.244,142.858,15.722,17.087,14.334,106.264,74.49092,11.637209,2.395216,-25.15661
689,18510,11939,107.59,546.807,479.163,269.731,43.957,7.0,40.96,55.945,23.977,6.359,633.978,153.991,2.279,206.794,49.971,85.633,60.564,8.992,161.805,28.027,149.0,68.932,148.2,20.649,5.004,269.912,282.846,22.968,125.875,135.865,33.647,131.122,4.996,51.762,96.478,12.141,4.244,113.887,40.96,26.739,12.282,70.839,-52.746853,16.75359,20.857466,-7.5317497
690,3331,15127,87.41,146.713,401.475,131.869,95.905,1.0,36.964,58.942,23.977,99.614,103.194,58.752,1.0,90.91,70.647,4.319,79.373,124.876,81.402,21.02,22.0,43.957,93.246,190.252,144.143,269.912,70.208,22.968,167.833,58.942,35.824,63.962,88.912,109.631,78.387,155.121,3.162,21.979,67.249,39.609,8.18,32.377,73.01217,27.1937,-4.9632187,-20.796923
691,12109,11684,277.15,319.593,242.817,47.953,4.996,65.0,7.993,29.971,6.994,41.732,515.099,103.332,1.0,65.935,58.676,39.168,391.822,2.998,103.513,20.019,38.0,33.967,85.395,16.512,8.007,60.758,72.214,41.797,55.945,78.922,29.294,62.563,2.998,56.838,104.518,60.42,1.0,57.943,76.714,7.435,8.18,46.547,-53.811756,-37.40618,13.484406,16.00666
693,7381,14076,220.16,330.707,539.344,56.944,6.994,194.0,37.963,53.947,19.981,2.072,497.372,47.606,1.0,198.802,80.441,37.508,327.033,16.984,57.282,29.028,60.0,16.984,1.0,32.025,7.006,98.432,117.349,39.705,116.884,123.877,19.5,1.0,4.996,94.402,69.342,69.704,3.162,110.89,94.591,2.609,8.18,46.547,-48.87359,-47.58963,18.233355,17.716108
694,22337,15807,53.58,112.137,14.13,141.859,13.987,839.0,307.693,116.884,101.899,620.552,336.781,82.055,2.279,33.967,646.324,1.0,843.253,37.963,116.578,84.083,49.0,145.855,1.0,135.441,11.01,94.534,134.401,221.721,132.868,267.733,133.765,1.0,12.988,202.018,70.347,195.972,25.867,55.945,1.0,4.217,18.436,107.277,30.44841,-27.042263,-35.090626,-8.636406
695,4997,4053,153.22,682.642,643.292,257.743,19.981,56.0,47.953,232.768,39.961,282.907,723.659,83.068,123.796,97.903,233.882,1.0,235.075,37.963,98.488,34.033,15.0,28.972,16.701,214.037,17.016,76.347,272.816,104.561,79.921,197.803,31.471,2.399,19.981,160.393,155.775,60.42,12.893,72.928,1.0,7.435,25.616,56.669,-35.599598,7.4210243,18.764612,-14.824653
697,16795,6881,172.26,541.868,380.686,201.799,11.989,252.0,40.96,99.901,26.974,421.18,742.429,95.226,130.192,116.884,195.794,4.319,307.179,37.963,129.644,32.031,18.0,61.939,10.813,254.37,18.017,19.187,122.364,116.068,59.941,105.895,67.382,1.0,10.99,146.18,141.704,82.703,195.61,111.889,4.155,7.435,47.155,73.875,-32.996185,4.579298,18.96907,-15.981515
698,22834,18549,221.44,473.951,36.014,38.962,49.951,298.0,79.921,150.85,8.992,16.006,302.368,54.699,1.0,23.977,94.588,150.352,564.244,11.989,27.131,21.02,130.0,115.885,289.513,32.025,17.016,88.039,146.437,74.225,164.836,317.683,60.853,195.483,8.992,86.28,58.287,498.643,10.731,8.992,64.095,44.435,10.231,68.815,-13.293619,25.3907,3.622113,-8.294488
699,13653,1340,100.49,141.774,1.0,11.989,5.995,5.0,91.909,4.996,4.996,40.66,280.47,85.094,2.279,4.996,54.324,1.0,255.975,8.992,47.231,18.017,120.0,2.998,18.664,74.425,3.002,236.135,66.196,30.29,27.973,9.991,22.765,14.992,8.992,47.701,64.317,110.556,8.568,23.977,29.393,5.826,6.128,43.511,22.21778,48.065536,-10.039596,9.063687
700,767,20106,500.15,76.326,97.289,11.989,2.998,45.0,43.957,31.969,13.987,16.006,298.197,56.725,1.0,3.997,21.676,14.276,238.21,3.997,61.302,38.037,50.0,4.996,1.0,13.41,5.004,84.142,38.111,29.244,22.978,32.968,1.0,1.0,4.996,87.296,79.392,64.134,2.081,5.995,95.642,2.609,3.051,40.474,-70.40759,-30.878368,6.1895347,19.05948
701,8949,16482,300.46,220.805,325.976,64.936,8.992,144.0,30.97,28.972,19.981,11.719,601.651,68.883,1.0,91.909,97.853,64.06,293.594,11.989,39.191,34.033,51.0,15.985,8.851,71.323,8.007,95.834,105.313,55.396,106.894,114.886,16.235,1.0,10.99,126.89,116.578,90.13,2.081,16.984,67.249,4.217,5.103,63.754,-58.635918,-47.114693,14.552638,18.971317
702,14590,8323,202.96,510.996,403.664,261.739,53.947,35.0,41.959,28.972,27.973,191.796,628.764,141.833,18.908,150.85,209.941,20.914,284.189,75.925,163.815,31.03,20.0,49.951,79.507,271.95,54.053,77.646,199.596,51.212,114.886,126.874,29.294,23.387,70.93,140.088,120.599,164.405,3.162,139.861,66.198,21.913,111.772,77.924,-32.04901,5.058811,6.3276386,-17.684366
703,20387,13218,185.19,105.963,178.26,75.925,36.964,115.0,107.893,57.943,40.96,234.672,115.708,130.688,3.558,188.812,153.353,82.314,246.57,18.982,230.147,29.028,31.0,103.897,279.699,53.742,4.003,225.743,86.256,27.152,105.895,69.931,46.706,26.185,11.989,44.655,96.478,41.851,43.166,137.863,15.722,10.652,8.18,55.657,24.205666,23.8014,-17.349897,-1.2091907
704,4785,15863,188.89,340.586,69.934,3.997,7.993,273.0,60.94,80.92,11.989,6.359,477.558,68.883,2.279,75.925,150.088,75.676,383.462,10.99,67.332,29.028,151.0,12.988,1.0,94.075,10.009,208.854,55.163,50.165,160.84,149.851,29.294,2.399,9.991,135.012,105.523,123.554,3.162,19.981,78.817,4.217,5.103,55.657,-73.84382,-43.1692,2.6984112,24.22716
705,18230,10921,71.35,825.885,761.465,272.728,89.911,30.0,61.939,114.886,31.969,87.823,694.46,127.648,3.558,288.712,89.147,258.218,330.168,19.981,209.041,42.041,66.0,104.896,134.462,39.264,6.005,34.776,344.03,44.935,158.842,222.778,110.912,525.685,11.989,111.662,113.563,84.559,39.922,127.873,2.052,184.391,9.205,74.888,-47.32368,12.63035,21.608593,-11.974522
706,12781,159,149.24,155.357,1.0,116.884,20.98,605.0,451.549,14.986,15.985,557.31,874.864,58.752,2.279,23.977,718.147,1.0,797.274,35.965,99.493,33.032,24.0,51.949,1.0,108.553,9.008,28.281,172.515,49.119,14.986,172.828,100.029,1.0,17.983,73.082,56.277,273.961,17.218,131.869,1.0,2.609,11.257,33.389,39.41209,-27.419449,-37.373962,-3.7424996
