cell,x,y,area µm²,ATG7,P2Rx7(Park7),GalMac3,CD31,CD44,Trem2,TMEM119,CD74,AQP4,S100B,CD3e,SMA,CD8,CD14,Neurofilament,GFAP,HLA-A,P2Ry12,CD68,H2A.x,PSD-95,Synaptophysin,CD40,CollagenIV,DAPI_1,CD11c,IBA1,PCNA,CD45,ApoE,MAP2,Claudin5,CD4,CD11b,Vimentin,A-Beta,iNOS,CD34,NeuN,CD163,HLA-DR,UMAP_1,UMAP_2,TSNE_1,TSNE_2
1,17606,12757,165.15,311.658,289.194,93.575,98.783,10.668,41.161,410.229,162.455,21.885,26.615,135.225,3.227,245.222,126.251,383.681,1.0,37.108,218.541,36.271,31.03,151.256,401.75,85.875,11.046,32.937,198.991,227.511,149.075,350.801,42.082,197.123,7.129,116.965,279.567,2.516,5.685,125.249,5.983,22.255,47.749,105.559,40.497353,-32.56656,0.42919916,7.5642548
2,8889,14135,56.0,162.712,217.145,52.883,48.379,194.355,43.169,177.53,207.864,32.328,173.625,49.157,2.114,228.137,153.305,158.101,72.063,87.441,94.986,182.542,17.016,56.838,1.0,158.133,43.416,25.272,188.941,349.314,292.079,349.793,26.05,1.0,46.966,315.914,374.558,38.898,3.342,113.225,24.667,2.181,10.146,128.334,19.477322,52.455147,0.4727607,-9.873287
3,598,10518,50.03,315.914,244.029,428.271,193.542,38.597,79.314,23.066,139.245,14.923,115.712,144.446,2.114,214.066,361.722,1.0,73.093,416.794,160.46,147.271,23.022,25.366,1.0,306.091,170.663,191.347,190.951,196.526,498.979,540.319,52.102,1.0,307.442,207.396,457.808,301.155,2.171,160.319,474.342,12.809,65.025,149.038,27.411476,8.103718,-18.931627,-6.023938
4,5277,5871,146.68,336.128,296.721,83.402,57.452,46.116,66.261,281.843,169.518,47.411,47.776,98.338,3.227,219.092,107.213,49.339,24.688,31.637,197.421,131.71,92.091,109.631,185.077,356.557,12.162,287.159,175.875,390.984,251.511,258.059,52.102,138.899,16.322,194.629,195.25,88.924,82.981,118.235,4.737,35.245,25.391,91.065,-13.905544,-8.626774,-10.368201,12.877017
5,6543,19181,37.95,119.093,192.412,1.0,8.057,253.435,54.213,115.343,512.609,9.122,132.418,48.132,2.114,147.734,182.363,129.903,73.093,38.203,79.146,183.579,61.06,26.381,22.092,147.811,9.93,468.563,142.709,376.026,516.22,520.157,25.048,2.532,15.301,251.016,486.625,35.866,3.342,14.026,28.404,6.904,6.081,301.218,24.068928,72.92395,-1.9706689,-15.452898
6,13959,9670,69.64,373.364,299.947,74.246,61.484,12.816,45.177,253.759,149.336,110.066,88.983,103.462,3.227,187.936,231.461,395.766,18.508,43.674,188.973,74.654,29.028,119.784,319.299,83.581,13.278,18.885,164.82,210.416,117.635,307.454,55.108,74.546,11.215,124.412,260.356,5.548,2.171,115.229,1.0,10.447,46.732,148.003,38.339622,-32.337257,1.0175947,7.352179
8,22436,19933,108.59,381.875,116.062,46.779,40.315,48.265,28.109,182.545,165.482,26.526,103.462,60.428,1.0,33.161,239.477,367.569,273.923,19.601,36.905,64.28,26.025,168.515,482.284,28.527,41.183,67.43,231.152,271.318,187.615,463.705,66.13,125.109,11.215,148.882,209.125,140.466,29.108,4.006,7.228,10.447,76.204,137.651,25.56617,-48.528694,9.312266,9.044958
9,10884,5886,90.39,609.55,255.858,123.077,57.452,179.316,77.306,407.22,329.964,135.592,192.559,97.314,3.227,198.991,273.546,101.706,75.153,56.804,163.628,148.308,93.092,112.677,169.737,343.94,17.743,312.708,211.051,509.582,207.899,472.778,100.199,99.061,16.322,278.677,182.442,270.836,234.061,137.273,4.737,11.628,82.302,140.756,-14.227324,-26.857536,0.5653493,20.390293
10,2906,19887,93.95,77.601,196.714,2.017,5.032,113.79,14.052,70.208,95.855,6.801,116.826,54.28,1.0,20.096,70.138,37.254,15.419,22.884,88.65,29.009,5.004,9.122,1.0,147.811,7.697,64.875,128.639,433.722,58.81,386.084,3.004,1.0,8.15,265.911,471.683,1.0,1.0,20.038,32.141,2.181,6.081,111.77,29.589693,51.74317,9.541485,-17.96635
11,10801,16149,153.5,260.591,313.927,62.039,62.492,6.371,25.096,166.497,149.336,78.739,100.12,60.428,2.114,174.87,131.261,399.794,31.897,30.543,104.49,119.262,22.021,147.195,388.328,168.456,40.067,131.304,123.614,265.975,176.459,300.398,24.046,94.465,10.193,174.415,323.327,5.548,4.513,19.036,5.983,19.894,4.049,204.941,25.33422,-47.088516,9.306443,8.691132
12,6346,2719,105.32,88.24,1.0,28.467,32.25,3.148,128.511,500.5,155.391,61.334,5.455,189.529,3.227,16.075,154.307,1.0,53.525,40.391,171.02,131.71,69.068,16.229,66.194,241.861,11.046,317.818,139.694,347.178,213.985,157.251,42.082,68.417,29.601,228.674,227.269,19.191,63.072,70.138,3.491,8.085,21.326,63.114,-12.694065,13.2533455,20.094643,-5.9971023
14,16349,20476,149.09,109.518,21.432,33.554,12.089,1.0,30.117,70.208,480.318,49.732,100.12,75.797,1.0,35.171,138.275,33.226,22.628,7.565,80.202,279.019,57.056,83.235,188.912,42.29,6.581,177.294,129.644,448.68,212.971,231.849,24.046,36.241,1.0,108.454,209.125,7.064,1.0,6.01,2.246,8.085,18.277,121.087,10.870716,-26.866245,11.795165,-1.5321696
15,5746,15096,149.52,68.026,260.159,2.017,11.081,161.055,27.105,122.364,43.382,10.282,117.94,37.886,1.0,98.488,71.14,73.508,52.495,17.413,103.434,34.196,24.023,16.229,18.257,108.814,5.465,133.859,50.246,236.059,120.677,201.606,4.006,25.515,5.086,114.837,164.298,7.064,3.342,3.004,30.895,63.585,3.033,37.233,35.501328,39.630985,12.23419,-13.485717
16,13916,3996,118.96,496.776,315.002,92.558,79.63,50.413,82.326,233.699,136.218,78.739,54.458,91.166,3.227,92.458,175.349,198.383,25.718,29.449,144.619,47.682,33.032,68.006,378.741,260.212,14.394,4.832,184.921,198.663,100.393,273.18,52.102,177.204,21.429,170.16,103.462,179.88,24.423,86.171,2.246,68.309,156.49,106.594,-34.792282,-10.458691,-10.058239,22.32239
17,15745,13447,74.48,289.316,162.302,78.316,91.727,21.41,40.157,326.979,123.1,27.686,47.776,46.083,3.227,261.303,161.321,472.302,29.837,39.297,63.305,26.935,31.03,165.47,330.804,58.348,14.394,21.44,190.951,428.38,293.093,282.252,49.096,227.767,8.15,106.326,218.731,7.064,3.342,125.249,1.0,24.617,10.146,82.783,33.63736,-37.177498,5.426835,8.436913
18,6816,7285,255.97,492.521,284.892,96.627,64.509,21.41,44.173,88.262,183.645,72.937,78.96,133.175,3.227,223.112,104.207,287.004,38.076,39.297,224.877,203.29,77.076,105.57,288.62,316.413,17.743,216.896,219.092,512.787,289.037,386.084,113.225,109.787,20.408,232.93,285.971,28.287,80.639,112.223,14.702,22.255,9.13,207.011,-11.741966,-19.554466,-10.72546,12.626035
19,5883,19915,138.58,99.942,113.912,2.017,12.089,187.91,50.197,99.295,432.891,2.16,100.12,70.674,2.114,129.644,164.327,97.677,30.867,30.543,94.986,172.168,82.081,9.122,1.0,137.488,9.93,159.409,169.845,223.237,708.921,430.439,23.044,2.532,12.236,385.067,543.192,29.803,3.342,15.028,3.491,4.543,16.244,231.857,20.240578,69.569496,-1.6324345,-13.933894
20,7126,14959,194.01,115.901,149.398,3.035,12.089,208.319,27.105,80.238,261.345,24.206,135.759,48.132,2.114,84.418,95.189,117.819,81.332,41.485,112.939,240.636,14.013,19.274,8.67,156.986,7.697,142.802,64.317,287.344,217.027,277.212,21.04,1.0,6.107,159.521,176.038,22.223,2.171,4.006,14.702,2.181,18.277,337.451,34.641716,57.77855,5.6386313,-15.720704
22,10699,17951,338.98,264.847,183.809,132.233,129.025,1.0,39.153,143.428,268.409,46.251,134.645,87.068,2.114,210.046,301.602,133.931,71.033,164.035,113.995,193.953,57.056,101.509,405.585,236.126,140.525,150.467,188.941,330.082,257.596,294.349,65.128,51.563,93.954,216.971,255.019,131.37,8.027,34.066,90.686,12.809,31.488,228.751,21.093012,-37.045467,-9.677803,-6.441397
23,6289,16634,350.92,101.006,137.569,2.017,10.073,141.719,39.153,113.337,239.145,9.122,117.94,53.255,1.0,84.418,130.259,61.423,57.644,36.014,93.93,246.86,21.02,11.152,6.752,143.223,7.697,132.582,101.503,247.812,203.843,291.325,2.002,1.0,8.15,187.182,171.769,72.249,2.171,7.012,12.211,3.362,34.537,187.342,36.279636,55.66159,6.9044533,-14.649554
24,79,20346,355.46,68.026,51.541,5.069,18.137,9.594,32.125,87.259,251.255,21.885,11.023,47.108,1.0,22.106,88.175,49.339,32.927,17.413,102.378,170.093,21.02,91.357,121.8,67.524,9.93,99.367,57.282,209.348,163.274,200.598,2.002,39.305,6.107,137.179,172.837,4.032,1.0,8.014,1.0,6.904,8.114,120.052,8.868736,12.37664,13.738238,-3.107568
25,12470,7721,188.04,359.534,277.365,83.402,70.557,13.89,60.237,433.298,418.764,63.655,70.05,127.028,2.114,231.152,208.415,133.931,17.478,165.129,218.541,170.093,78.077,90.341,175.489,317.56,15.511,169.629,167.835,492.487,227.17,360.882,214.427,56.16,16.322,320.169,201.654,4.032,98.206,125.249,4.737,12.809,10.146,316.746,-11.7630005,-13.842178,-14.307654,12.028701
26,6362,3735,175.96,288.252,260.159,74.246,69.549,13.89,55.217,291.873,136.218,42.77,28.843,64.526,3.227,124.619,41.08,33.226,13.359,18.507,158.348,65.318,24.023,77.143,256.023,247.596,9.93,54.655,106.528,181.568,81.123,158.259,42.082,140.431,19.387,146.754,103.462,2.516,8.027,77.152,1.0,22.255,6.081,47.585,-33.981277,-1.0164948,-7.508084,18.921076
28,4072,5021,80.73,404.217,358.016,86.454,63.501,5.297,56.221,561.684,107.964,34.648,18.819,80.92,4.341,155.775,205.409,45.31,7.179,27.261,162.572,65.318,18.017,123.845,223.426,309.532,15.511,21.44,131.654,397.395,99.379,386.084,80.158,126.641,19.387,242.505,269.962,5.548,12.712,88.175,1.0,10.447,39.619,64.149,-28.803276,-8.235531,-15.713232,17.955517
29,9250,17070,212.48,131.859,175.207,10.156,25.194,10.668,31.121,173.518,400.6,99.624,60.027,59.403,2.114,116.578,103.205,129.903,33.957,27.261,91.818,217.813,38.037,64.96,217.674,140.929,11.046,220.729,88.438,372.82,300.193,301.406,13.024,54.627,9.172,214.843,322.26,4.032,2.171,11.02,2.246,5.723,5.065,107.629,15.574099,-28.49424,9.270209,-0.7839913
30,17946,3827,172.12,466.987,27.884,122.06,61.484,3.148,94.374,313.94,271.436,155.317,99.007,115.757,2.114,78.387,330.66,65.452,105.02,143.245,150.956,176.318,41.04,66.991,142.893,257.918,42.299,191.347,184.921,459.365,212.971,236.889,55.108,40.837,65.353,201.013,178.173,78.313,16.225,80.158,54.562,9.266,270.313,100.382,-15.833813,0.17072105,-11.444331,8.193603
31,13555,4512,149.66,287.188,177.357,67.125,42.331,7.445,70.277,344.03,302.718,60.174,96.779,95.265,3.227,100.498,169.337,69.48,2.03,43.674,163.628,125.486,93.092,43.64,196.582,282.005,11.046,321.651,167.835,557.662,241.369,230.841,36.07,43.902,17.344,187.182,199.519,1.0,54.873,110.219,1.0,10.447,75.188,93.136,-9.633522,-2.2124977,-12.147317,10.587664
32,9317,8450,240.2,238.249,240.803,165.804,156.243,11.742,54.213,252.756,272.445,43.93,38.866,140.348,2.114,197.986,157.313,295.06,15.419,192.484,258.67,134.822,40.039,110.646,93.038,386.378,84.715,151.744,162.81,337.561,228.184,230.841,42.082,54.627,160.35,162.712,230.471,72.249,3.342,122.243,115.599,17.532,34.537,109.699,-9.084904,-11.386349,-13.519583,7.2445526
33,4643,18072,127.63,78.665,135.419,1.0,16.121,148.165,35.137,73.217,94.845,13.763,140.214,65.551,2.114,78.387,69.136,61.423,40.136,26.166,96.042,62.206,12.011,7.091,1.0,123.724,7.697,156.854,62.307,300.166,350.904,199.59,4.006,1.0,10.193,206.332,217.663,20.707,2.171,16.03,20.93,12.809,3.033,156.285,36.26907,49.238926,9.375576,-12.021091
34,3386,2664,86.98,265.911,140.795,70.177,58.46,18.187,78.31,313.94,248.227,30.007,58.913,121.905,3.227,85.423,94.187,21.141,11.299,28.355,130.891,161.794,55.054,86.28,280.95,225.804,11.046,218.174,169.845,214.69,165.303,216.728,64.126,148.092,20.408,173.351,170.702,4.032,6.856,78.154,1.0,19.894,36.57,117.981,-19.293037,5.0375824,-6.781368,14.588377
35,4183,16656,154.64,44.62,64.446,2.017,3.016,162.129,57.225,68.202,318.864,21.885,149.124,58.378,1.0,44.216,117.233,105.734,52.495,53.521,71.754,432.551,33.032,12.168,2.917,148.958,6.581,275.661,118.589,254.222,147.047,350.801,19.036,1.0,8.15,222.291,376.692,14.643,2.171,16.03,52.071,3.362,71.123,246.35,34.045094,66.679306,3.223971,-17.945824
36,13083,17909,316.66,209.524,79.501,43.727,58.46,1.0,29.113,202.605,319.873,12.603,62.254,41.985,2.114,180.9,137.273,254.778,12.329,23.978,62.249,134.822,66.065,121.814,326.969,150.104,18.859,128.749,196.981,490.35,299.179,271.163,83.164,171.075,8.15,178.671,313.721,4.032,49.018,18.034,8.474,42.33,7.098,100.382,20.77304,-36.412262,8.233376,2.5337305
37,15297,14860,307.85,302.083,204.241,53.9,89.71,1.0,30.117,230.69,129.155,25.366,73.391,40.96,2.114,118.589,195.389,585.093,12.329,25.072,63.305,20.71,26.025,122.829,420.925,129.459,11.046,38.047,146.729,193.321,366.117,259.067,34.066,115.916,8.15,105.262,188.846,1.0,3.342,10.018,1.0,39.968,42.667,68.29,28.764812,-47.59401,8.970727,9.742995
38,6360,15368,222.01,149.946,136.494,3.035,8.057,204.023,52.205,77.229,457.109,19.564,180.308,80.92,2.114,129.644,170.339,170.185,64.854,53.521,115.051,322.589,37.036,10.137,1.0,134.047,13.278,246.279,123.614,420.901,287.008,362.898,22.042,1.0,12.236,285.061,390.567,13.127,10.369,13.024,22.176,3.362,4.049,391.283,27.214176,71.234726,-0.19289349,-17.52234
39,7694,18528,223.14,109.518,173.056,10.156,12.089,132.052,19.072,120.358,262.355,38.129,168.057,55.305,2.114,130.649,154.307,238.665,57.644,46.956,66.474,134.822,12.011,32.473,66.194,65.23,11.046,77.65,85.423,234.99,211.956,280.236,9.016,25.515,8.15,183.99,197.385,10.096,2.171,9.016,5.983,3.362,5.065,148.003,32.353508,43.961945,10.48311,-14.42682
40,16549,18765,146.39,283.997,75.199,84.42,24.186,3.148,20.076,103.307,70.627,151.836,195.9,50.182,2.114,99.493,110.219,17.113,63.824,27.261,75.978,304.953,22.021,110.646,344.226,65.23,13.278,40.602,229.142,232.853,137.919,287.293,230.459,36.241,2.021,124.412,379.894,25.255,346.492,23.044,2.246,12.809,16.244,92.101,2.3602638,-42.170433,6.694274,14.948313
41,9195,14177,149.24,126.54,402.105,58.987,15.113,241.619,60.237,206.617,454.082,52.052,137.987,56.329,2.114,252.258,138.275,93.649,86.481,53.521,117.163,198.103,50.049,70.037,10.587,252.184,16.627,319.096,193.966,692.287,388.429,431.447,41.08,7.129,5.086,263.783,466.346,23.739,73.612,149.297,24.667,2.181,11.163,150.074,17.340307,61.313858,-2.845493,-13.05806
42,4911,6630,325.48,424.431,351.564,123.077,50.396,106.271,64.253,158.473,320.882,65.976,137.987,119.855,2.114,194.971,352.704,182.27,90.601,51.333,191.085,202.252,37.036,61.915,112.213,340.499,12.162,154.299,194.971,275.591,186.601,347.777,62.122,77.61,17.344,243.569,150.423,51.026,129.828,102.203,23.421,24.617,85.351,163.532,-14.222155,-20.304825,-10.573991,11.966009
43,17118,5544,203.39,345.703,294.571,75.264,88.702,22.484,67.265,792.377,226.027,103.105,50.003,88.092,2.114,147.734,115.229,214.496,19.538,67.746,209.037,97.477,24.023,108.616,261.775,306.091,24.44,21.44,189.946,435.859,110.535,348.785,43.084,158.817,24.494,199.949,150.423,35.866,4.513,105.209,9.719,23.436,38.602,91.065,-26.082623,-10.2324295,-16.469284,16.96827
45,6278,17640,106.45,149.946,98.857,3.035,15.113,144.942,44.173,102.304,421.791,23.045,101.234,70.674,1.0,208.036,126.251,21.141,43.226,31.637,121.387,411.804,55.054,7.091,2.917,292.327,9.93,336.981,209.041,556.594,409.728,492.939,31.06,4.064,11.215,227.61,416.183,38.898,1.0,27.052,8.474,5.723,19.293,517.581,25.12444,73.60159,-2.0986404,-16.944424
46,4861,21319,173.97,57.387,132.193,1.0,6.04,182.539,34.133,77.229,281.527,7.962,27.729,57.354,1.0,29.141,111.221,45.31,42.196,23.978,91.818,147.271,11.01,9.122,10.587,69.817,6.581,80.205,91.453,386.71,238.326,336.688,6.01,1.0,4.064,232.93,273.163,10.096,2.171,11.02,27.158,2.181,4.049,213.223,34.77187,59.618317,4.4213076,-15.878045
47,10448,9261,413.17,251.016,267.687,109.852,65.517,10.668,42.165,229.687,274.464,53.213,100.12,134.2,2.114,258.288,295.59,170.185,31.897,120.267,236.494,219.888,32.031,105.57,175.489,310.679,36.718,117.252,168.84,354.657,271.795,327.616,135.269,46.966,53.095,255.272,229.404,34.351,36.135,123.245,20.93,16.351,19.293,205.976,-9.252045,-16.425152,-11.413031,12.391965
48,3198,3343,95.23,289.316,266.611,53.9,44.347,3.148,126.503,469.407,118.055,16.084,14.365,92.191,2.114,107.533,98.195,37.254,1.0,32.732,137.227,76.729,78.077,54.808,121.8,251.037,12.162,110.864,169.845,296.96,124.734,223.784,37.072,192.526,11.215,238.249,126.942,2.516,4.513,59.116,4.737,207.649,24.374,60.008,-27.877014,-1.506752,-7.5838265,16.91953
50,8586,12432,86.98,126.54,292.42,42.71,8.057,115.939,16.06,358.072,116.036,61.334,160.261,105.511,2.114,155.775,180.359,254.778,100.9,32.732,249.166,43.533,31.03,56.838,2.917,75.552,8.813,38.047,119.594,274.523,112.563,291.325,23.044,5.597,5.086,119.093,363.885,14.643,1.0,107.213,10.965,6.904,10.146,93.136,19.232195,38.713753,1.3468686,-5.7002764
51,5368,17348,105.18,105.262,181.659,3.035,13.097,212.616,33.129,129.386,380.418,39.289,101.234,78.871,1.0,138.689,121.241,137.96,51.465,28.355,108.715,125.486,26.025,18.259,83.451,185.66,9.93,151.744,117.584,493.555,277.88,350.801,10.018,10.193,11.215,286.125,294.51,13.127,5.685,12.022,14.702,3.362,4.049,181.131,22.089367,61.36058,1.3975978,-13.6034775
52,3192,6867,89.11,287.188,259.084,97.645,50.396,66.526,70.277,443.328,107.964,81.059,123.508,106.535,4.341,263.313,132.263,178.242,49.405,51.333,193.197,31.084,20.019,113.692,87.286,425.374,13.278,80.205,184.921,184.773,93.293,266.123,320.64,69.949,19.387,292.508,219.798,16.159,387.483,158.315,1.0,9.266,10.146,104.523,-16.931343,-31.766953,1.4364558,17.69347
53,16320,15683,90.11,256.335,171.981,416.063,335.68,1.0,56.221,25.072,57.509,45.091,222.629,104.486,4.341,245.222,312.624,1.0,62.794,444.149,54.857,49.757,15.014,35.518,54.689,259.065,465.34,90.425,199.996,140.967,258.61,51.404,83.164,10.193,412.653,229.738,57.567,480.035,26.766,54.106,618.835,12.809,62.993,105.559,-37.464745,47.554047,-13.950729,-8.952294
54,21456,13069,83.15,185.054,148.323,229.895,68.541,21.41,109.434,7.018,79.709,101.944,292.793,159.815,6.569,183.915,599.198,1.0,20.568,81.97,181.58,157.645,13.012,107.601,6.752,155.839,67.972,130.027,123.614,679.465,199.786,184.469,122.243,1.0,24.494,321.233,382.029,752.903,5.685,424.849,3.491,17.532,909.551,99.347,-54.697212,57.184273,-19.51354,-19.646486
55,14487,6318,42.21,460.604,194.563,325.522,426.407,323.258,125.498,60.178,97.873,26.526,41.094,132.151,3.227,234.167,804.609,1.0,47.345,594.054,207.981,91.252,64.063,122.829,6.752,827.956,196.335,718.951,175.875,490.35,774.845,885.08,102.203,7.129,458.62,438.262,502.635,261.741,8.027,184.367,413.305,82.479,237.792,106.594,38.95999,11.48768,-21.848942,-7.406948
56,2891,15187,391.28,113.773,273.064,43.727,46.363,1.0,30.117,243.729,342.073,27.686,22.161,59.403,2.114,93.463,91.181,162.129,12.329,34.92,93.93,204.327,35.034,91.357,208.086,154.692,18.859,128.749,114.568,288.413,177.473,257.05,21.04,74.546,14.279,92.495,287.038,10.096,2.171,11.02,8.474,10.447,7.098,92.101,16.035477,-21.526257,10.457202,-2.1939418
57,16531,19581,205.66,245.696,48.315,63.056,33.258,2.074,8.028,163.488,202.818,24.206,192.559,51.206,1.0,63.312,109.217,41.282,56.614,27.261,54.857,72.579,14.013,113.692,273.28,60.642,8.813,16.33,126.629,306.576,274.838,154.227,28.054,4.064,4.064,104.198,135.481,5.548,1.0,9.016,1.0,10.447,4.049,68.29,9.457191,-43.05749,13.96209,2.4467847
58,9999,14562,83.71,79.728,85.953,1.0,6.04,161.055,18.068,44.13,45.4,18.404,199.241,46.083,1.0,25.121,25.048,133.931,58.674,26.166,67.53,20.71,13.012,10.137,6.752,74.405,8.813,43.157,53.262,146.309,78.08,163.3,9.016,7.129,3.043,111.645,202.721,7.064,1.0,2.002,52.071,24.617,4.049,82.783,35.698082,40.01237,12.280505,-13.320721
59,1759,1121,212.34,218.035,2.075,35.589,49.387,8.519,95.378,426.277,266.391,26.526,23.274,46.083,3.227,23.111,63.124,9.056,12.329,23.978,150.956,129.636,43.042,40.595,223.426,131.753,12.162,99.367,79.392,301.234,67.938,128.017,49.096,83.739,28.58,263.783,134.413,8.58,12.712,62.122,1.0,10.447,27.423,61.044,-18.08189,13.528152,19.434576,-4.3523
60,10241,19975,194.15,215.907,76.274,64.073,56.444,1.0,15.056,93.277,68.609,72.937,78.96,51.206,2.114,181.905,127.253,186.298,19.538,29.449,91.818,49.757,19.018,154.302,403.668,53.76,21.092,11.22,148.739,85.407,160.231,260.075,31.06,88.336,10.193,97.815,78.913,10.096,3.342,12.022,2.246,8.085,4.049,110.735,15.895374,-51.813633,14.242951,6.3155413
62,19924,7345,76.75,492.521,277.365,246.172,97.775,10.668,76.302,77.229,176.582,242.338,476.555,124.978,2.114,93.463,476.953,146.016,251.265,115.89,177.356,81.916,17.016,41.61,85.369,348.528,46.764,177.294,179.895,247.812,125.748,203.623,24.046,48.498,81.696,128.668,180.308,128.338,10.369,123.245,149.231,18.713,378.039,139.721,-46.898403,49.715878,-16.366835,-15.074053
63,13034,726,20.75,14.831,1.0,10.156,10.073,4.223,161.643,544.633,441.973,93.822,1.0,45.058,2.114,12.055,209.417,1.0,3.06,46.956,64.362,169.056,87.086,5.061,20.175,101.932,6.581,412.353,43.211,628.18,264.695,77.614,48.094,11.725,13.258,469.115,138.683,1.0,3.342,99.197,1.0,18.713,47.749,127.298,-7.006462,15.233025,19.185633,-8.609394
64,22729,21203,193.72,297.827,137.569,58.987,7.048,1.0,3.008,209.627,273.455,41.61,105.689,37.886,1.0,14.065,161.321,440.077,64.854,14.13,50.633,223.0,73.072,79.174,252.188,33.115,13.278,141.524,201.001,351.451,254.553,321.567,25.048,91.4,1.0,75.473,219.798,40.414,6.856,1.0,47.089,6.904,18.277,283.619,26.033123,-43.066357,7.820933,8.459136
65,7684,12922,124.93,248.888,306.399,429.288,312.494,78.342,36.141,4.009,129.155,6.801,150.237,157.766,2.114,485.425,509.017,1.0,116.348,493.388,198.477,146.234,26.025,71.052,1.0,376.055,165.082,239.891,103.513,303.371,447.254,392.132,79.156,1.0,419.804,311.658,415.115,486.099,2.171,246.491,450.675,21.074,336.371,464.784,29.571198,9.384611,-18.575346,-9.43432
66,8767,10745,123.79,514.863,341.886,374.353,432.455,275.994,68.269,28.081,170.527,65.976,127.963,115.757,2.114,335.675,611.222,13.085,106.049,527.308,242.83,214.701,23.022,133.997,62.359,491.898,165.082,114.697,364.821,809.816,570.988,780.24,79.156,34.709,281.905,436.134,405.51,408.786,3.342,215.429,327.357,15.17,146.328,392.318,37.57496,12.195587,-20.986471,-8.156692
68,534,5037,66.09,279.741,111.761,99.679,21.161,10.668,107.426,225.675,426.836,17.244,17.706,72.723,2.114,84.418,258.516,21.141,20.568,39.297,153.068,83.991,54.053,29.427,20.175,262.506,8.813,335.703,152.76,361.067,341.776,402.213,105.209,48.498,8.15,201.013,151.49,78.313,140.368,73.144,27.158,123.809,140.23,111.77,-5.772808,0.14201355,-7.634576,10.455539
69,9622,13350,78.03,103.134,196.714,25.415,5.032,175.019,41.161,129.386,112.0,77.578,101.234,61.452,2.114,163.815,80.158,295.06,59.704,18.507,104.49,52.869,44.043,36.534,12.505,123.724,7.697,210.509,91.453,218.964,125.748,205.639,12.022,1.0,4.064,86.112,199.519,11.612,5.685,99.197,62.036,3.362,7.098,88.995,34.205822,39.82583,12.650883,-14.390207
70,4219,18139,242.19,52.067,156.926,2.017,11.081,136.348,48.189,96.286,393.536,10.282,50.003,95.265,2.114,168.84,209.417,73.508,34.987,34.92,136.171,293.542,62.061,22.32,6.752,218.922,9.93,278.216,119.594,519.198,760.646,451.608,8.014,4.064,10.193,371.236,474.885,11.612,2.171,16.03,29.65,71.851,5.065,201.835,20.030441,71.44108,-2.226479,-14.067223
71,6031,15026,149.95,82.92,209.618,5.069,4.024,252.361,66.261,94.28,450.045,26.526,99.007,67.6,2.114,124.619,196.391,146.016,116.348,37.108,85.482,405.579,44.043,8.107,1.0,146.664,11.046,242.446,147.734,511.719,323.52,330.64,4.006,10.193,8.15,240.377,377.76,22.223,4.513,11.02,9.719,4.543,6.081,187.342,26.201195,70.9659,-0.7891593,-15.507953
72,12860,17476,182.49,206.332,38.637,19.312,65.517,1.0,21.08,299.898,272.445,7.962,17.706,49.157,2.114,135.674,369.738,186.298,3.06,33.826,89.706,89.178,17.016,86.28,357.649,155.839,17.743,13.775,163.815,590.784,487.822,344.753,34.066,103.658,6.107,256.335,360.683,4.032,2.171,7.012,12.211,34.064,22.342,111.77,20.606083,-30.298412,6.959628,1.8154557
73,22972,16057,176.95,103.134,134.343,32.537,65.517,7.445,35.137,173.518,199.791,100.784,16.592,41.985,2.114,71.352,106.211,440.077,54.555,17.413,89.706,135.86,37.036,150.241,583.91,108.814,6.581,87.87,111.553,296.96,112.563,328.624,30.058,137.367,10.193,91.431,206.99,8.58,49.018,14.026,1.0,3.362,22.342,88.995,25.475847,-49.547066,10.196232,9.050891
74,4329,1884,108.02,287.188,1.0,68.143,54.428,6.371,86.342,233.699,114.018,78.739,62.254,149.569,6.569,53.262,86.171,9.056,46.315,31.637,107.659,26.935,33.032,52.777,254.106,187.954,9.93,16.33,133.664,331.151,32.441,153.219,52.102,106.722,24.494,187.182,114.135,14.643,36.135,81.16,1.0,5.723,24.374,58.973,-24.465977,10.811188,18.878742,-2.3646836
75,11687,20862,121.66,112.709,14.98,43.727,60.476,1.0,15.056,144.431,148.327,11.443,57.799,51.206,2.114,93.463,149.297,73.508,34.987,31.637,67.53,242.71,17.016,90.341,315.464,46.878,13.278,26.55,199.996,370.683,123.72,265.115,82.162,42.37,2.021,163.776,287.038,2.516,186.043,9.016,7.228,21.074,17.26,70.361,7.3724174,-41.85519,13.336638,3.3590748
76,14948,17983,306.43,173.351,78.425,86.454,83.662,1.0,21.08,172.515,272.445,9.122,56.686,64.526,2.114,116.578,110.219,146.016,13.359,56.804,63.305,66.355,47.046,127.905,317.382,156.986,51.229,147.912,145.724,337.561,270.781,204.631,37.072,77.61,43.902,80.792,244.346,19.191,5.685,12.022,34.632,11.628,5.065,127.298,13.342972,-38.438793,11.322793,2.3450456
77,19959,8284,221.44,496.776,374.146,99.679,93.743,23.558,67.265,535.605,165.482,110.066,75.619,104.486,3.227,245.222,289.578,154.073,31.897,50.239,216.429,50.794,27.026,182.729,616.507,214.334,13.278,16.33,227.132,385.642,141.976,448.584,57.112,174.14,14.279,105.262,142.952,37.382,4.513,137.273,2.246,28.16,56.895,72.431,-39.30166,-15.10117,-6.7289743,23.908443
