cell,x,y,area µm²,ATG7,P2Rx7(Park7),GalMac3,CD31,CD44,Trem2,TMEM119,CD74,AQP4,S100B,CD3e,SMA,CD8,CD14,Neurofilament,GFAP,HLA-A,P2Ry12,CD68,H2A.x,PSD-95,Synaptophysin,CD40,CollagenIV,DAPI_1,CD11c,IBA1,PCNA,CD45,ApoE,MAP2,Claudin5,CD4,CD11b,Vimentin,A-Beta,iNOS,CD34,NeuN,CD163,HLA-DR,UMAP_1,UMAP_2,TSNE_1,TSNE_2
2274,13589,3049,95.23,377.62,56.918,124.095,123.985,7.445,126.503,460.38,292.627,63.655,103.462,116.782,5.455,70.347,141.281,226.581,25.718,149.811,218.541,77.766,64.063,76.128,185.077,402.435,72.437,283.326,150.749,418.764,155.16,252.01,44.086,106.722,137.877,324.425,216.596,148.046,5.685,107.213,98.16,9.266,8.114,100.382,-16.259655,-2.0058937,-13.069245,9.023175
2275,13878,15486,276.01,245.696,70.898,55.935,58.46,1.0,25.096,193.578,220.982,38.129,180.308,54.28,2.114,107.533,205.409,113.79,14.389,43.674,59.081,101.626,32.031,74.098,290.537,151.251,12.162,91.702,160.8,303.371,216.013,242.937,45.088,86.804,7.129,149.946,204.856,5.548,2.171,15.028,15.948,5.723,47.749,121.087,11.8264885,-40.77307,12.22864,2.8018522
2276,3810,21512,173.26,81.856,80.576,3.035,11.081,122.384,87.346,128.383,459.127,14.923,45.548,73.748,2.114,38.186,223.445,69.48,42.196,27.261,149.9,365.121,33.032,5.061,1.0,89.316,7.697,285.881,109.543,295.892,283.965,338.704,12.022,1.0,8.15,293.572,472.75,16.159,2.171,19.036,10.965,2.181,5.065,232.892,30.863424,71.11783,0.9803584,-17.051449
2277,8128,6201,264.5,405.281,323.605,86.454,66.525,49.339,48.189,390.169,241.164,60.174,106.803,119.855,2.114,227.132,189.377,101.706,47.345,28.355,158.348,58.056,74.073,130.951,267.528,345.087,16.627,150.467,160.8,358.93,181.53,308.462,47.092,143.495,12.236,159.521,134.413,5.548,4.513,118.235,2.246,18.713,33.521,80.713,-22.700745,-11.291832,-12.13427,15.813366
2278,7886,5379,84.85,477.626,475.229,204.462,57.452,52.561,48.189,302.907,140.255,198.247,436.462,92.191,2.114,180.9,169.337,238.665,122.528,37.108,150.956,45.607,25.024,86.28,160.15,331.324,26.673,21.44,240.197,178.363,85.18,260.075,53.104,80.675,17.344,168.032,133.346,17.675,5.685,101.201,2.246,10.447,8.114,87.96,-32.590836,-11.495224,-10.978594,22.164232
2279,6795,6920,158.9,626.572,304.249,600.197,209.671,180.39,105.418,33.096,255.291,12.603,141.328,165.963,78.96,291.454,736.472,1.0,121.498,507.612,198.477,423.215,36.035,62.93,1.0,817.634,121.55,413.63,230.147,633.522,673.423,760.079,51.1,1.0,257.39,702.109,490.894,336.021,4.513,225.449,185.354,41.149,532.513,321.922,39.951645,12.551905,-21.830408,-8.205387
2280,4521,19647,155.06,63.77,119.288,1.0,4.024,108.419,51.201,27.078,372.345,10.282,78.96,56.329,1.0,45.221,135.269,41.282,34.987,17.413,97.098,377.57,30.029,6.076,1.0,62.936,9.93,195.179,118.589,224.306,103.436,308.462,23.044,1.0,11.215,258.463,443.933,5.548,1.0,21.04,8.474,2.181,5.065,282.583,33.95599,67.32201,3.034293,-17.84565
2281,16927,10114,128.2,346.767,337.584,147.493,88.702,11.742,60.237,407.22,107.964,84.54,130.191,106.535,2.114,192.961,163.325,444.105,15.419,66.652,220.653,79.841,27.026,104.555,196.582,134.047,37.835,67.43,190.951,298.029,177.473,259.067,60.118,126.641,39.816,144.626,219.798,47.994,5.685,121.241,18.439,18.713,32.505,78.642,40.680794,-29.390041,-0.6591384,7.9463077
2282,6275,1737,109.87,43.556,1.0,45.762,22.17,439.271,207.828,177.53,257.309,241.178,225.97,141.372,3.227,32.156,437.875,17.113,265.684,37.108,169.964,257.234,91.09,27.396,48.937,205.158,7.697,301.211,136.679,497.829,78.08,170.356,65.128,2.532,17.344,230.802,148.288,134.402,12.712,100.199,1.0,3.362,12.179,55.867,-63.979324,8.659985,24.206877,-10.506947
2283,14435,19970,176.95,48.875,7.452,17.277,21.161,1.0,19.072,132.395,282.536,3.321,68.936,37.886,1.0,51.252,359.718,37.254,5.12,56.804,116.107,82.953,41.04,42.625,117.965,68.67,9.93,163.242,79.392,576.894,572.002,208.663,20.038,14.79,2.021,226.546,346.808,1.0,2.171,6.01,8.474,17.532,35.553,104.523,16.285831,-17.016163,6.3183823,-4.569848
2284,10273,12837,31.41,220.163,161.227,15.242,4.024,277.068,44.173,192.575,70.627,79.899,364.07,141.372,1.0,160.8,181.361,89.621,53.525,27.261,228.045,63.243,113.112,33.488,1.0,84.728,8.813,472.395,64.317,149.514,314.392,247.978,15.028,2.532,2.021,314.85,271.029,20.707,1.0,104.207,30.895,11.628,23.358,74.502,39.794975,40.94614,9.689186,-9.613469
2285,10897,16403,206.23,252.08,234.351,51.866,79.63,1.0,13.048,140.419,175.573,20.725,60.027,78.871,2.114,195.976,145.289,137.96,57.644,34.92,79.146,230.262,21.02,197.957,614.589,158.133,24.44,35.492,155.775,247.812,202.828,283.26,21.04,217.041,12.236,139.307,233.673,22.223,2.171,13.024,4.737,15.17,7.098,126.263,21.357277,-49.223717,11.343451,7.3539543
2286,11913,3748,114.27,87.176,8.527,33.554,29.226,114.865,76.302,72.214,416.745,59.014,43.321,85.018,3.227,43.211,112.223,57.395,61.764,17.413,187.916,152.458,37.036,27.396,140.975,202.865,8.813,294.824,94.468,279.865,80.109,140.114,87.173,31.644,16.322,112.709,174.971,14.643,6.856,91.181,1.0,3.362,15.228,138.686,-7.8564835,19.295113,17.467617,-6.452211
2287,18996,14368,67.94,371.236,334.358,88.489,94.751,1.0,25.096,241.723,123.1,86.861,78.96,59.403,3.227,125.624,117.233,198.383,11.299,21.79,104.49,40.421,22.021,155.317,466.944,131.753,11.046,36.77,155.775,271.318,165.303,340.72,63.124,192.526,7.129,96.751,204.856,7.064,176.674,17.032,1.0,30.521,114.823,114.876,19.306885,-53.98513,12.076795,9.3625765
2288,4015,1465,45.34,585.08,36.487,229.895,19.145,27.855,88.35,316.949,166.491,227.254,688.161,136.249,6.569,30.146,241.481,1.0,269.803,36.014,108.715,26.935,25.024,17.244,6.752,176.485,9.93,23.995,174.87,326.877,47.654,111.888,46.09,2.532,20.408,210.588,103.462,82.86,16.225,68.134,1.0,4.543,10.146,64.149,-18.00837,2.7344437,-9.004212,8.147542
2290,15853,1357,90.39,619.125,3.151,278.726,168.34,104.123,151.603,206.617,315.836,104.265,174.739,101.412,3.227,67.332,624.248,5.028,114.289,431.019,136.171,482.346,13.012,12.168,58.524,276.27,177.36,224.561,161.805,689.081,393.501,430.439,53.104,16.322,282.926,292.508,232.606,422.429,8.027,122.243,205.284,6.904,369.908,181.131,-36.007027,45.696804,-20.14912,-8.886093
2291,16476,13788,70.07,528.693,33.26,71.195,63.501,21.41,39.153,286.858,141.264,16.084,270.518,41.985,2.114,144.719,174.347,295.06,254.355,21.79,52.745,50.794,27.026,88.311,154.397,56.054,9.93,21.44,181.905,394.189,153.132,304.43,37.072,161.882,7.129,54.195,210.192,114.695,10.369,85.169,69.51,11.628,28.439,84.854,15.294933,-45.227318,5.588389,8.258682
2292,6251,7556,288.1,332.936,321.454,95.61,72.573,37.523,50.197,295.886,367.3,93.822,158.033,127.028,3.227,241.202,151.301,133.931,61.764,44.768,238.606,241.673,58.057,113.692,156.315,396.7,27.789,110.864,226.127,368.547,230.212,366.93,91.181,71.482,19.387,220.163,259.288,8.58,88.837,119.237,10.965,19.894,11.163,121.087,-11.5117,-15.442429,-11.721139,12.850502
2293,16970,10951,72.77,374.428,377.372,260.414,326.607,136.348,62.245,62.184,61.545,77.578,186.99,130.102,3.227,254.268,680.36,105.734,43.226,347.86,245.998,165.944,29.028,122.829,219.591,193.689,159.501,144.079,159.795,213.621,486.808,702.619,56.11,79.143,182.822,210.588,217.663,179.88,3.342,141.281,121.827,39.968,377.022,92.101,33.045998,9.21147,-19.556034,-7.4884024
2294,18641,8084,92.81,440.39,383.825,125.112,53.42,74.045,60.237,466.398,67.6,285.268,269.405,124.978,4.341,203.011,312.624,190.327,106.049,54.616,216.429,43.533,31.03,111.662,298.207,404.729,16.627,80.205,193.966,270.249,120.677,463.705,354.708,79.143,12.236,229.738,152.558,34.351,557.301,127.253,8.474,41.149,51.814,106.594,-16.696636,-32.140236,1.5794886,18.010721
2295,10594,3341,138.72,152.073,1.0,66.108,16.121,715.339,358.431,83.247,296.664,294.551,360.729,138.298,3.227,39.191,490.981,1.0,437.676,97.289,193.197,198.103,58.057,53.793,1.0,296.915,11.046,222.006,139.694,499.966,406.685,203.623,102.203,1.0,26.537,376.556,151.49,213.231,9.198,133.265,7.228,5.723,110.758,211.152,-65.99628,7.629883,24.87324,-11.101763
2296,2329,9325,126.21,201.013,320.379,95.61,99.791,19.261,53.209,219.657,278.5,39.289,37.753,134.2,4.341,258.288,185.369,178.242,22.628,45.862,254.446,48.72,47.046,168.515,217.674,130.606,13.278,86.592,184.921,272.386,168.345,338.704,54.106,138.899,9.172,160.585,235.808,4.032,4.513,141.281,1.0,13.989,48.765,106.594,31.589996,-22.722206,0.0076574306,3.2644994
2297,4891,20560,174.11,55.259,149.398,1.0,9.065,166.426,36.141,119.355,427.845,26.526,36.639,54.28,1.0,51.252,168.335,89.621,40.136,32.732,105.547,164.907,11.01,8.107,4.835,111.108,8.813,77.65,82.407,300.166,192.686,343.745,2.002,1.0,7.129,264.847,334.0,60.121,2.171,11.02,5.983,2.181,4.049,222.54,34.32228,65.228165,3.406997,-16.217573
2298,6175,16824,143.12,93.559,148.323,5.069,7.048,135.274,26.101,123.367,429.864,20.725,131.304,59.403,1.0,77.382,185.369,121.847,37.046,32.732,96.042,370.308,24.023,16.229,4.835,121.431,7.697,192.624,96.478,242.47,308.307,281.244,2.002,1.0,8.15,195.693,189.913,57.09,1.0,7.012,18.439,3.362,39.619,186.307,36.387375,63.586823,4.3017206,-14.795734
2299,18630,2820,103.61,45.684,1.0,17.277,33.258,18.187,79.314,288.864,308.773,53.213,1.0,114.732,2.114,19.091,98.195,5.028,30.867,16.319,155.18,217.813,38.037,12.168,139.058,314.119,6.581,136.414,94.468,209.348,50.696,93.743,45.088,54.627,13.258,123.348,95.99,7.064,20.91,84.166,1.0,3.362,16.244,119.017,-12.798895,17.182991,18.324825,-4.9046206
2300,10615,11194,303.87,118.029,76.274,4.052,1.0,88.01,9.032,575.726,313.818,16.084,13.251,145.471,1.0,94.468,203.405,49.339,15.419,48.05,205.869,211.589,99.098,15.213,24.01,140.929,12.162,167.074,150.749,549.114,672.409,490.923,22.042,43.902,1.0,356.342,837.769,1.0,1.0,46.09,3.491,8.085,20.309,261.879,12.921064,57.263588,-3.511877,-11.363029
2301,2990,2341,126.78,409.537,176.282,65.091,71.565,20.335,63.249,223.669,128.145,13.763,13.251,80.92,3.227,107.533,72.142,49.339,8.209,25.072,118.219,71.542,31.03,136.027,374.906,269.388,14.394,13.775,214.066,180.499,100.393,321.567,60.118,238.492,19.387,192.502,97.058,4.032,10.369,79.156,1.0,31.702,7.098,88.995,-35.569565,-1.5291996,-6.669215,19.887238
2303,16530,2438,49.18,423.367,88.103,144.441,47.371,6.371,86.342,308.925,69.618,78.739,407.505,95.265,3.227,100.498,103.205,262.835,56.614,19.601,153.068,23.822,258.258,102.524,288.62,368.026,12.162,150.467,184.921,179.431,53.739,162.292,53.104,48.498,15.301,124.412,114.135,11.612,4.513,102.203,1.0,19.894,8.114,79.678,-31.54554,-0.77596474,-9.882108,24.396635
2304,887,2960,240.91,351.022,303.173,90.523,93.743,11.742,61.241,288.864,135.209,24.206,16.592,94.24,3.227,100.498,227.453,25.169,8.209,72.123,156.236,35.234,25.024,96.433,179.324,302.65,30.021,18.885,149.744,173.02,109.521,248.986,39.076,218.574,57.181,176.543,151.49,16.159,9.198,65.128,23.421,41.149,155.474,81.748,-32.850727,-5.2447166,-8.997778,18.547518
2306,9574,8215,239.49,266.974,350.489,85.437,81.646,12.816,40.157,445.334,242.173,33.488,14.365,114.732,2.114,245.222,169.337,254.778,3.06,43.674,226.989,136.897,41.04,119.784,252.188,307.238,17.743,50.822,195.976,305.508,138.933,321.567,47.092,128.173,14.279,137.179,248.615,2.516,2.171,106.211,2.246,23.436,8.114,122.122,-24.803484,-17.907814,-12.609185,17.714087
2308,5657,13663,89.54,72.281,171.981,60.004,24.186,1.0,66.261,140.419,237.127,45.091,7.682,61.452,2.114,298.489,103.205,97.677,12.329,44.768,90.762,129.636,63.062,81.204,144.81,155.839,22.208,322.928,99.493,287.344,229.198,176.405,29.056,79.143,11.215,95.687,183.51,11.612,2.171,154.307,14.702,8.085,15.228,98.312,21.82286,-14.680645,2.7996154,-0.9439656
2309,14906,3079,225.99,290.38,22.507,34.571,75.597,6.371,136.543,365.093,353.173,70.617,36.639,137.274,7.682,30.146,436.873,109.762,19.538,57.898,142.507,221.963,51.05,41.61,117.965,326.736,9.93,308.876,129.644,575.826,296.136,110.88,84.166,34.709,50.031,318.042,161.096,11.612,37.306,55.108,3.491,8.085,7.098,72.431,-10.374861,1.348671,-12.099251,8.661482
2311,9076,13965,120.53,148.882,265.536,53.9,8.057,272.771,41.161,130.389,278.5,54.373,242.676,61.452,2.114,233.162,193.385,182.27,95.751,58.992,78.09,323.626,18.017,66.991,25.927,155.839,16.627,30.382,131.654,385.642,196.743,300.398,30.058,5.597,8.15,299.955,420.452,72.249,33.792,112.223,8.474,2.181,10.146,253.597,20.094545,54.57055,0.106752366,-10.379799
2312,5768,10226,130.19,222.291,261.235,95.61,97.775,6.371,50.197,329.988,127.136,83.38,9.91,114.732,3.227,264.318,91.181,295.06,3.06,39.297,201.645,32.121,28.027,122.829,302.042,90.463,22.208,12.497,168.84,245.675,209.928,253.018,40.078,143.495,21.429,177.607,244.346,7.064,3.342,129.257,10.965,28.16,12.179,62.079,35.45305,-30.731098,1.2224219,5.867624
2313,9508,18956,308.7,228.674,136.494,53.9,62.492,1.0,29.113,101.301,207.864,75.258,37.753,67.6,2.114,182.91,258.516,166.157,13.359,65.558,79.146,129.636,21.02,120.799,453.522,66.377,86.947,132.582,118.589,331.151,330.619,331.648,37.072,123.577,42.88,204.204,218.731,25.255,11.54,20.038,65.773,22.255,41.651,181.131,19.148077,-41.057266,9.6749935,4.1644506
2314,2676,21005,135.45,89.304,55.843,1.0,5.032,201.874,89.354,128.383,230.064,3.321,35.525,53.255,2.114,6.025,110.219,37.254,44.256,27.261,85.482,255.159,33.032,4.046,1.0,58.348,6.581,200.289,104.518,295.892,294.108,394.148,6.01,1.0,7.129,351.022,389.5,4.032,2.171,14.026,7.228,2.181,4.049,143.862,29.686583,66.56528,2.1905806,-16.005844
2315,5511,13958,175.39,171.224,263.385,74.246,30.234,34.3,41.161,205.614,317.855,93.822,37.753,57.354,2.114,289.444,204.407,133.931,32.927,40.391,74.922,258.271,19.018,96.433,173.572,152.398,12.162,73.817,126.629,253.154,206.885,264.107,33.064,95.997,5.086,141.435,163.231,8.58,8.027,134.267,3.491,5.723,10.146,113.84,26.362267,-19.070164,1.1789525,0.57548225
2316,17596,9328,20.89,389.323,246.18,80.35,51.404,17.113,69.273,93.277,315.836,41.61,85.642,112.683,2.114,230.147,172.343,266.863,6.149,21.79,216.429,121.336,101.1,99.479,261.775,64.083,7.697,418.74,161.805,568.347,538.533,161.284,57.112,114.383,5.086,58.45,132.279,13.127,37.306,129.257,7.228,129.713,25.391,123.158,26.047215,-15.297842,-3.8622117,-0.5773277
2318,17816,19453,43.07,182.927,6.377,12.19,35.274,39.671,44.173,87.259,84.755,42.77,9.91,39.935,2.114,36.176,152.303,25.169,229.637,22.884,63.305,21.748,29.028,85.265,288.62,58.348,9.93,12.497,66.327,339.698,44.611,199.59,27.052,36.241,9.172,140.371,187.779,46.478,4.513,8.014,9.719,2.181,11.163,66.22,5.993202,-30.728157,15.152329,-0.2694395
2319,12580,12620,180.5,221.227,244.029,60.004,33.258,10.668,47.185,396.187,379.409,38.129,42.207,97.314,2.114,245.222,122.243,105.734,8.209,31.637,224.877,108.888,65.064,148.21,405.585,150.104,12.162,163.242,140.699,437.996,263.681,277.212,52.102,148.092,4.064,158.457,316.923,2.516,1.0,125.249,9.719,11.628,9.13,155.25,35.68566,-16.798002,-3.3170843,3.3110254
2320,4042,19735,298.61,57.387,154.775,2.017,4.024,89.084,34.133,86.256,413.718,3.321,56.686,49.157,1.0,41.201,222.443,65.452,22.628,40.391,92.874,120.299,14.013,4.046,2.917,77.846,6.581,144.079,50.246,311.919,240.354,291.325,1.0,1.0,10.193,260.591,218.731,7.064,1.0,8.014,14.702,2.181,6.081,203.906,37.820812,63.002747,4.612138,-13.9344845
2322,2746,3725,102.33,247.824,154.775,35.589,26.202,3.148,32.125,359.075,74.664,28.847,12.137,70.674,3.227,40.196,75.148,21.141,4.09,28.355,90.762,344.374,12.011,23.335,87.286,209.746,9.93,41.88,134.669,324.74,47.654,223.784,31.06,57.692,13.258,159.521,186.712,2.516,149.737,34.066,1.0,8.085,7.098,42.409,-17.338696,9.63805,18.873264,0.17409539
2324,20594,11613,117.82,47.812,22.507,45.762,30.234,69.748,121.482,109.325,389.5,88.021,2.114,121.905,3.227,168.84,192.383,53.367,62.794,43.674,229.101,220.925,60.059,70.037,240.683,56.054,4.349,250.111,110.548,373.889,137.919,192.534,38.074,31.644,9.172,180.799,183.51,13.127,4.513,139.277,1.0,8.085,10.146,116.946,7.7000313,-4.2473145,14.737667,-3.6875803
2325,16891,3784,71.21,410.601,96.706,54.918,55.436,16.039,99.394,441.322,613.518,40.449,12.137,141.372,3.227,161.805,282.564,57.395,24.688,55.71,179.468,240.636,82.081,82.22,125.635,271.682,12.162,243.724,203.011,365.341,364.088,215.719,37.072,256.879,23.472,251.016,110.933,34.351,15.054,94.187,3.491,55.319,87.384,164.567,-12.061676,-2.4878693,-15.009183,11.6294155
2326,18926,13977,345.09,249.952,244.029,86.454,69.549,17.113,57.225,324.973,264.373,45.091,66.709,53.255,3.227,251.253,93.185,105.734,7.179,19.601,70.698,143.121,37.036,148.21,369.154,78.993,8.813,118.529,152.76,280.934,189.644,240.921,36.07,174.14,6.107,62.706,226.202,5.548,6.856,126.251,4.737,55.319,9.13,90.03,31.057861,-35.051468,3.5711746,6.313633
2327,13803,6712,122.66,315.914,223.597,74.246,51.404,13.89,73.289,273.819,201.809,48.571,74.505,97.314,2.114,172.86,267.534,141.988,12.329,37.108,160.46,241.673,63.062,100.494,177.407,308.385,14.394,121.084,167.835,364.273,159.217,274.188,84.166,106.722,15.301,175.479,164.298,23.739,41.991,106.211,9.719,73.032,23.358,83.819,-12.984421,-16.109238,-10.499533,13.487055
2328,7168,19659,119.67,111.645,141.871,69.16,89.71,134.2,33.129,47.139,147.318,21.885,217.06,50.182,1.0,197.986,122.243,57.395,88.541,134.492,62.249,43.533,8.007,42.625,39.349,112.255,100.342,13.775,89.443,265.975,168.345,290.317,17.032,1.0,128.684,135.051,152.558,172.3,1.0,18.034,157.95,5.723,6.081,137.651,33.068565,42.75733,-10.19636,-9.845765
2330,11104,14764,197.56,146.754,183.809,17.277,19.145,13.89,49.193,208.623,312.809,72.937,51.117,64.526,1.0,141.704,224.447,186.298,44.256,50.239,86.538,135.86,69.068,64.96,256.023,202.865,13.278,170.907,78.387,371.752,305.264,244.954,18.034,37.773,6.107,185.054,210.192,10.096,2.171,15.028,3.491,5.723,22.342,143.862,15.431362,-30.43892,9.697733,0.3973183
2331,13448,95,111.86,59.514,1.0,22.364,40.315,12.816,187.748,598.795,270.427,50.892,4.341,64.526,3.227,27.131,111.221,69.48,47.345,56.804,123.499,294.579,63.062,39.579,177.407,159.28,11.046,398.301,86.428,447.612,104.45,163.3,29.056,33.176,21.429,185.054,138.683,8.58,13.883,112.223,1.0,9.266,13.195,146.968,-10.079296,14.057972,19.6388,-6.90514
2332,20975,20826,324.05,196.757,227.899,110.87,65.517,1.0,24.092,241.723,153.373,75.258,143.555,38.911,5.455,58.287,108.215,335.343,27.777,17.413,82.314,93.327,49.048,141.104,371.071,77.846,26.673,80.205,133.664,283.071,119.663,239.913,42.082,125.109,9.172,123.348,220.865,8.58,2.171,22.042,10.965,11.628,7.098,50.691,25.306803,-49.833946,10.1786,8.562134
2333,4066,20106,76.18,2.064,7.452,1.0,1.0,47.19,120.478,2.003,267.4,1.0,7.682,104.486,1.0,37.181,67.132,1.0,4.09,22.884,72.81,768.664,6.005,1.0,1.0,76.699,2.116,394.468,101.503,146.309,281.937,151.203,1.0,1.0,3.043,170.16,94.923,1.0,1.0,7.012,27.158,2.181,9.13,523.793,35.388783,67.45295,2.251288,-21.499231
2334,11749,20506,191.73,163.776,54.767,116.974,98.783,1.0,24.092,113.337,129.155,49.732,64.482,68.625,2.114,154.77,100.199,158.101,6.149,54.616,79.146,50.794,47.046,119.784,275.198,74.405,81.366,62.32,202.006,216.827,287.008,264.107,21.04,42.37,40.837,96.751,206.99,60.121,2.171,10.018,47.089,19.894,4.049,115.911,13.230869,-44.51776,13.188524,4.133342
2335,8456,3358,51.31,38.236,1.0,23.381,42.331,14.965,103.41,305.916,291.618,68.296,4.341,78.871,3.227,38.186,157.313,1.0,96.78,31.637,197.421,59.093,47.046,19.274,45.102,228.098,8.813,273.106,74.367,299.097,78.08,110.88,51.1,43.902,26.537,144.626,151.49,38.898,5.685,90.179,1.0,4.543,7.098,52.762,-10.315491,17.513588,18.392618,-6.130185
2337,5181,4700,128.2,395.706,245.104,69.16,47.371,2.074,36.141,328.985,169.518,43.93,94.552,58.378,3.227,99.493,79.156,49.339,5.12,20.696,118.219,110.963,18.017,98.463,225.344,213.187,14.394,57.21,146.729,208.279,89.237,196.566,47.092,174.14,14.279,191.438,119.471,4.032,4.513,47.092,2.246,16.351,10.146,56.903,-33.324944,-2.3870487,-7.6008654,18.841087
2339,6968,16884,146.96,180.799,153.7,7.104,16.121,121.31,24.092,213.639,167.5,61.334,72.278,48.132,2.114,54.267,141.281,206.44,48.375,45.862,61.193,261.383,9.008,12.168,6.752,89.316,11.046,35.492,111.553,178.363,134.876,292.333,2.002,2.532,15.301,216.971,215.529,44.962,3.342,4.006,20.93,3.362,25.391,186.307,34.621117,47.678192,10.197907,-13.985912
2340,19614,3254,110.72,81.856,1.0,38.641,18.137,141.719,147.587,330.991,409.682,263.223,46.662,105.511,2.114,24.116,307.614,33.226,191.531,42.579,146.732,73.617,96.095,30.442,140.975,252.184,6.581,219.451,93.463,323.672,176.459,202.615,7.012,14.79,12.236,285.061,102.394,98.02,5.685,82.162,90.686,5.723,13.195,62.079,-12.700966,15.564041,21.389166,-8.296112
2342,23103,15252,141.28,89.304,96.706,42.71,25.194,34.3,90.358,188.563,124.109,78.739,94.552,77.846,2.114,52.257,138.275,154.073,201.83,26.166,86.538,134.822,86.085,109.631,369.154,100.785,6.581,174.739,95.473,216.827,114.592,241.929,52.102,42.37,7.129,111.645,203.788,23.739,78.297,21.04,62.036,4.543,7.098,74.502,8.970615,-36.265625,14.980425,0.6542727
2343,16336,7611,168.42,408.473,344.037,187.168,90.718,13.89,50.197,435.304,277.491,111.226,136.873,99.363,3.227,211.051,284.568,436.048,50.435,50.239,186.86,133.785,22.021,138.058,353.814,392.113,45.648,31.66,248.237,269.181,121.691,342.737,58.114,232.363,33.687,231.866,248.615,96.504,3.342,121.241,18.439,34.064,61.977,375.754,-26.857975,-21.087765,-14.164055,19.466995
2344,4644,16312,164.59,102.07,147.248,18.294,25.194,204.023,68.269,85.253,138.236,40.449,242.676,51.206,2.114,83.412,154.307,105.734,100.9,56.804,96.042,170.093,33.032,10.137,4.835,192.542,40.067,220.729,87.433,182.636,139.947,312.494,43.084,1.0,38.794,321.233,251.817,41.93,2.171,22.042,44.597,3.362,7.098,170.778,32.76226,50.50458,8.270113,-15.84617
2345,12698,4785,383.32,543.588,340.811,227.86,136.082,159.981,76.302,257.771,109.982,106.585,257.154,98.338,3.227,177.885,599.198,105.734,109.139,195.767,167.852,218.85,33.032,89.326,219.591,316.413,98.109,187.514,173.865,340.767,494.922,535.279,43.084,79.143,114.383,173.351,282.769,204.135,5.685,119.237,150.476,21.074,197.141,84.854,31.504936,8.47533,-19.227695,-7.4344454
2346,5129,18418,148.52,101.006,95.631,1.0,6.04,204.023,26.101,126.377,250.245,12.603,99.007,65.551,2.114,62.307,111.221,166.157,61.764,40.391,87.594,254.121,7.006,10.137,2.917,158.133,8.813,108.309,144.719,335.425,186.601,321.567,8.014,2.532,10.193,289.316,434.327,13.127,22.081,14.026,18.439,3.362,14.212,252.562,28.093596,61.51928,3.6856036,-17.149055
2347,13725,14546,123.08,222.291,159.076,96.627,34.266,1.0,20.076,74.22,423.809,98.463,281.656,75.797,1.0,105.523,303.606,85.593,71.033,64.463,59.081,254.121,31.03,32.473,50.854,138.635,21.092,169.629,167.835,434.79,241.369,253.018,87.173,20.919,14.279,177.607,247.548,28.287,26.766,11.02,25.913,5.723,129.051,144.897,11.06197,-15.487492,-4.5594196,-6.4199576
2348,7039,15172,64.38,434.006,146.172,310.263,182.453,140.645,55.217,8.021,73.655,3.321,36.639,88.092,2.114,408.037,167.333,1.0,34.987,460.562,80.202,147.271,22.021,66.991,1.0,426.521,196.335,630.804,57.282,170.883,588.229,743.95,85.169,1.0,380.988,213.78,743.846,446.684,1.0,104.207,583.958,11.628,7.098,143.862,-40.29348,-46.963276,-19.242212,-4.8405256
2350,9276,8284,298.19,182.927,189.186,53.9,55.436,8.519,56.221,247.741,143.282,18.404,23.274,118.831,2.114,174.87,138.275,242.694,1.0,21.79,221.709,58.056,36.035,61.915,144.81,284.299,11.046,127.472,144.719,239.264,141.976,233.865,23.044,145.028,12.236,138.243,232.606,2.516,2.171,94.187,27.158,57.681,55.879,92.101,-21.343155,-16.314365,-9.82439,15.508103
2351,9510,21181,119.1,143.562,76.274,93.575,56.444,1.0,23.088,115.343,133.191,36.969,53.344,74.772,2.114,179.895,134.267,339.371,6.149,19.601,90.762,128.598,16.015,153.287,516.798,46.878,21.092,32.937,177.885,260.633,238.326,287.293,24.046,63.821,6.107,146.754,208.058,5.548,4.513,12.022,1.0,10.447,13.195,121.087,20.81526,-47.895615,10.597726,6.832468
2352,15672,18293,284.54,320.169,93.48,78.316,67.533,2.074,12.044,202.605,220.982,53.213,64.482,56.329,2.114,99.493,260.52,146.016,16.448,18.507,81.258,143.121,18.017,169.53,382.576,156.986,12.162,15.052,173.865,265.975,145.018,309.47,74.146,79.143,5.086,122.284,341.471,2.516,15.054,13.024,2.246,21.074,89.416,109.699,17.048033,-45.11379,9.921725,5.9975696
2353,1213,16477,213.34,111.645,114.987,11.173,24.186,1.0,24.092,181.542,452.064,23.045,7.682,77.846,1.0,41.201,115.229,77.536,49.405,40.391,69.642,189.804,46.045,48.716,75.781,166.162,9.93,223.284,119.594,559.799,377.273,254.026,31.06,27.048,7.129,372.3,204.856,7.064,2.171,8.014,9.719,10.447,11.163,129.369,37.176804,69.6203,7.661739,-4.1625304
2356,10411,4203,296.77,315.914,194.563,226.843,93.743,103.048,132.527,182.545,165.482,151.836,261.609,107.56,266.064,58.287,454.909,13.085,250.235,101.666,196.365,98.514,27.026,54.808,16.34,299.209,76.902,233.504,126.629,384.573,247.454,230.841,86.171,7.129,91.911,354.214,300.913,166.237,6.856,136.271,73.247,18.713,401.413,99.347,-49.92016,50.647865,-17.490301,-15.379306
