cell,x,y,area µm²,Neurofilament,CD3e,CD45,CD4,NeuN,ATG7,A-Beta,S100B,IBA1,CD68,MAP2,CD31,HLA-A,GFAP,CD11b,SMA,DAPI_1,GalMac3,CollagenIV,CD14,PSD-95,CD11c,CD34,Synaptophysin,AQP4,P2Ry12,CD40,Claudin5,HLA-DR,Trem2,iNOS,CD163,CD74,ApoE,H2A.x,PCNA,TMEM119,CD44,P2Rx7(Park7),CD8,Vimentin,UMAP_1,UMAP_2,TSNE_1,TSNE_2
2,9206,14216,68.79,3.073,224.842,109.631,194.388,66.662,351.634,3.581,133.262,246.444,38.793,24.715,312.736,507.087,136.348,61.293,5.274,442.501,516.208,627.432,93.575,47.067,307.868,427.212,95.182,78.786,50.153,209.765,423.739,45.955,93.293,201.44,25.0,30.84,222.587,52.0,498.383,3.058,1.0,149.819,169.0,336.739,-87.74088,-22.600876,-26.930492,1.7552629
3,3318,15330,85.85,50.743,235.205,118.768,292.634,12.725,244.599,1.0,235.976,564.014,84.145,1.0,283.849,309.482,87.365,104.954,3.137,31.775,272.217,311.278,243.12,6.265,132.035,225.541,337.364,145.461,74.065,395.477,368.116,115.885,38.526,184.381,28.0,78.844,236.204,4.0,543.889,100.797,136.654,196.969,595.0,349.652,-69.446915,-4.7577553,-20.931768,-4.123336
4,5002,8973,164.87,3.073,148.156,39.579,178.876,78.387,135.102,6.163,9.442,340.1,57.69,1.0,483.649,721.158,24.203,95.598,2.068,299.28,352.849,248.987,87.471,11.53,334.747,1.0,224.121,22.113,20.927,199.519,460.451,55.945,319.463,53.242,51.0,19.164,107.461,32.5,588.336,2.029,1.0,118.876,257.0,248.696,-93.28281,-22.764751,-26.811348,-0.18572836
5,7224,18855,246.59,158.519,105.667,183.744,286.429,12.725,152.326,3.581,33.362,228.143,61.469,21.751,63.588,46.01,48.694,201.632,5.274,57.815,4.142,16.279,72.212,77.34,39.078,11.395,210.667,128.792,1.0,339.123,23.249,127.873,11.142,13.794,19.0,279.942,13.379,49.0,162.914,339.487,22.032,255.907,120.0,47.957,-4.9864693,-5.2796535,5.853327,-15.453721
7,14436,8855,37.1,1.0,238.314,11.152,402.255,29.141,25.606,2.291,1.0,489.735,63.989,1.0,648.545,327.047,1.0,319.1,554.457,116.998,620.925,244.286,85.437,37.854,3.24,508.297,420.333,1.0,22.255,337.842,746.356,44.956,560.846,305.924,36.0,50.301,821.74,2.5,331.178,1.0,1.0,1.0,40.0,495.217,-92.752655,-31.491371,-31.06432,1.955743
8,5323,14434,129.76,63.178,215.516,310.649,246.096,5.69,188.005,1.0,124.82,484.352,152.173,78.074,3.407,13.076,48.694,390.828,1.0,257.852,9.377,18.629,28.467,3.632,146.594,26.989,334.0,118.791,171.043,226.415,6.562,99.901,5.057,58.573,28.0,177.447,22.045,164.5,243.342,315.824,153.479,142.451,24.0,9.217,-15.874313,12.513187,0.6536245,-16.23122
10,4089,18698,48.47,27.944,193.753,251.765,296.77,3.345,165.86,1.0,103.714,299.193,28.715,1.0,8.222,9.782,59.006,234.897,2.068,60.182,1.0,12.753,25.415,4.949,100.676,24.909,261.121,11.001,1.0,118.831,4.337,161.839,7.085,4.199,18.0,68.465,1.0,26.5,188.312,401.217,97.745,15.735,37.0,3.348,-22.301994,5.9514236,4.0581913,-16.436928
11,6720,16533,134.17,38.307,207.225,278.162,257.472,3.345,311.034,83.605,81.201,362.707,506.169,18.786,5.814,33.934,30.648,382.512,2.068,237.73,17.755,11.578,161.735,8.897,119.715,3.079,186.0,86.565,123.218,246.908,2.112,150.85,5.057,2.066,95.0,379.842,28.234,80.5,171.38,400.188,86.178,76.146,18.0,103.13,-10.273382,15.943596,-0.4073815,-13.1128025
12,2793,16758,95.23,44.525,181.317,279.177,290.565,3.345,201.538,6.163,99.493,408.997,244.136,1.0,8.222,21.858,31.937,349.247,4.205,38.877,5.189,13.928,39.658,23.375,67.077,19.712,419.212,79.898,164.4,218.731,6.562,191.809,8.099,82.029,30.0,165.77,3.476,10.0,131.166,150.181,71.456,28.996,61.0,24.478,-25.276852,9.971464,2.9115531,-19.421923
13,12070,5860,148.52,152.301,159.555,305.573,130.27,33.831,347.943,8.744,9.442,144.176,50.131,365.62,146.637,11.978,87.365,198.513,3.137,6.918,39.745,22.155,92.558,153.68,223.871,1.0,340.727,106.567,143.145,154.692,7.675,68.932,14.185,94.823,31.0,56.788,34.424,16.0,60.263,443.4,3.103,360.522,224.0,9.217,55.220894,-31.790329,17.297077,5.9073286
14,8844,1389,147.96,83.905,102.558,73.082,125.099,3.345,74.818,7.453,86.83,288.428,35.014,140.326,93.678,26.249,173.73,113.271,5.274,212.873,9.377,24.506,135.285,131.304,67.077,2.04,199.455,228.803,74.065,57.354,8.787,74.926,36.497,42.581,19.0,404.492,40.613,131.5,42.272,206.767,8.361,1.0,2.0,18.609,64.40844,9.308186,3.8577592,14.202756
18,2776,13027,153.07,154.373,215.516,228.415,216.106,71.352,333.18,3.581,250.046,171.088,169.81,401.193,63.588,18.565,78.342,220.343,4.205,105.161,49.17,18.629,92.558,124.723,149.954,28.028,243.182,126.57,156.43,122.673,9.9,213.787,16.213,105.485,32.0,133.335,33.186,185.5,344.935,304.507,53.579,304.531,297.0,28.0,31.181892,-26.087818,11.718972,-2.6526294
19,3676,17012,57.7,67.324,215.516,503.546,313.317,5.69,184.314,1.0,690.451,235.679,133.276,1.0,38.312,41.619,96.388,207.869,2.068,105.161,39.745,9.227,151.562,2.316,100.676,17.633,354.182,1.0,161.743,248.188,6.562,252.748,13.171,88.426,26.0,313.674,8.428,55.0,233.818,399.16,112.467,740.673,229.0,228.739,-8.925026,-8.300789,9.406619,-12.419359
20,11793,13084,124.65,1.0,436.249,473.088,532.559,174.535,491.888,6.163,227.534,290.581,144.614,1.0,16.647,115.171,48.694,897.085,443.338,371.482,198.915,539.285,306.193,235.285,395.224,1.0,165.818,42.116,779.476,376.265,2.112,137.863,36.497,354.968,308.0,116.469,31.948,22.0,736.493,5.115,1.0,83.513,82.0,765.217,-50.62096,-27.012516,-15.026875,2.184495
21,6619,6761,214.9,90.122,212.407,356.335,204.73,54.937,232.296,41.012,2.407,383.161,225.24,365.62,121.361,20.76,15.179,382.512,3.137,186.833,41.84,18.629,135.285,116.826,256.35,1.0,124.333,29.892,105.948,166.219,4.337,216.784,17.227,69.235,29.0,495.31,39.375,226.0,353.401,494.841,1.0,286.85,271.0,2.174,30.225605,-10.253824,6.9019675,-0.11680291
23,6062,19236,23.45,15.508,79.759,142.119,381.571,8.035,158.478,1.0,86.83,273.357,94.223,1.0,32.294,32.836,11.312,218.264,3.137,34.142,1.0,16.279,109.852,29.957,16.679,28.028,255.515,125.458,2.328,240.504,17.687,227.773,5.057,2.066,15.0,244.912,1.0,40.0,246.517,289.074,50.424,117.403,152.0,12.739,-20.880188,8.587986,3.3163757,-16.466122
25,8156,15044,36.24,117.066,232.096,580.704,361.922,22.106,375.01,620.535,335.876,267.974,385.231,341.905,98.493,76.748,209.823,490.624,7.411,18.755,59.642,40.96,328.574,57.597,627.055,2.04,229.727,186.576,228.166,318.631,6.562,414.586,49.682,132.139,35.0,130.74,274.58,7.0,413.722,467.063,265.998,509.341,382.0,19.783,16.04721,-20.533297,15.443992,-5.747138
26,5889,17865,89.26,38.307,205.152,150.241,277.121,29.141,319.647,1.0,209.242,153.864,40.053,1.0,2.204,15.271,26.781,270.241,1.0,98.059,1.0,9.227,16.26,2.316,36.839,20.751,273.455,5.445,140.488,159.815,2.112,95.905,3.028,1.0,17.0,71.06,1.0,130.0,121.642,359.035,84.075,307.478,10.0,3.348,-15.167061,-4.3377533,6.477041,-15.266542
27,10706,17034,135.31,224.842,186.499,447.707,172.671,40.866,490.658,21.651,12.256,166.782,37.533,377.478,128.583,11.978,2.289,305.586,2.068,27.04,39.745,22.155,111.887,173.423,356.026,2.04,126.576,2.111,182.999,252.031,12.125,122.878,6.071,2.066,101.0,115.171,35.662,22.0,224.293,390.929,1.0,381.15,280.0,1.0,41.14618,-31.846287,15.685795,2.0104547
28,3493,19032,94.09,7.218,212.407,379.686,235.755,5.69,62.515,1.0,150.146,259.362,155.952,1.0,29.887,28.445,42.249,366.919,2.068,124.1,1.0,9.227,72.212,2.316,45.798,11.395,346.333,6.556,4.985,419.812,11.012,162.838,8.099,5.265,20.0,159.283,1.0,79.0,213.711,457.803,45.166,48.15,131.0,83.174,-16.686733,10.850105,2.0158875,-15.372774
29,832,17651,59.41,42.452,212.407,566.491,354.683,8.035,267.974,2.291,65.724,448.828,159.731,1.0,53.959,87.726,33.226,292.072,3.137,38.877,30.321,20.98,240.068,10.213,179.073,5.158,421.455,18.78,1.0,372.423,23.249,536.464,1.0,5.265,77.0,395.41,13.379,25.0,204.186,679.003,38.857,20.155,129.0,123.087,-3.186985,9.447826,1.3921963,-10.451553
31,3257,15049,98.78,106.703,213.443,170.546,253.335,5.69,146.175,1.0,147.332,308.881,361.295,1.0,14.24,30.641,43.538,301.428,2.068,254.301,14.613,11.578,56.952,4.949,71.557,21.791,335.121,104.345,226.838,252.031,11.012,135.865,20.27,99.088,31.0,360.381,15.855,116.5,183.021,320.968,128.241,157.186,117.0,24.478,-12.535875,16.391191,-0.27296552,-14.597238
32,11683,1964,22.31,1.0,57.997,2.015,160.261,15.07,143.714,8.744,233.162,257.209,40.053,1.0,396.989,285.331,186.621,29.068,3.137,128.834,238.708,545.161,103.748,2.316,168.993,359.642,114.242,146.572,4.985,235.381,646.234,40.96,26.355,28.72,15.0,2.297,48.041,14.5,138.574,1.0,1.0,8.367,5.0,478.783,-106.85334,-23.167141,-29.425753,9.453475
35,6287,17421,79.45,11.363,267.331,133.997,542.901,17.415,149.866,1.0,179.694,613.533,85.405,1.0,257.37,230.441,102.834,152.773,1.0,58.999,190.538,299.525,206.497,12.846,109.636,93.519,197.212,104.345,60.781,500.5,247.969,237.763,107.492,152.396,28.0,68.465,929.439,11.5,383.033,136.806,91.436,192.549,418.0,329.696,-71.1959,-7.6041183,-18.729765,-4.9554224
36,1241,17348,200.4,9.29,242.46,305.573,293.668,33.831,142.484,1.0,243.011,361.63,179.888,1.0,98.493,100.9,83.498,199.553,3.137,314.667,124.566,174.944,103.748,4.949,67.077,104.954,348.576,89.899,7.642,286.612,118.922,102.898,10.128,52.176,20.0,176.149,59.182,154.0,351.285,372.41,56.734,79.093,275.0,101.957,-19.825264,14.5238,-3.8517334,-17.918957
37,778,10975,81.72,1.0,166.809,8.107,416.733,43.211,46.521,1.0,1.0,422.991,166.03,1.0,47.941,280.94,8.734,259.846,3.137,423.563,92.104,151.438,70.177,1.0,104.036,17.633,18.939,1.0,1.0,80.408,214.595,183.817,17.227,2.066,295.0,93.116,7.19,1.0,397.849,1.0,1.0,1.0,1.0,120.739,-97.70544,-9.922691,-21.235945,8.250259
38,10711,7757,153.78,185.463,164.737,121.814,194.388,275.373,71.127,12.616,1.0,354.095,207.603,75.11,68.402,21.858,10.023,337.812,2.068,275.607,9.377,10.402,68.143,51.016,98.436,10.356,355.303,16.557,93.992,135.481,9.9,84.916,15.199,58.573,29.0,481.039,15.855,160.0,117.409,294.218,1.0,132.137,129.0,3.348,47.08574,0.6622448,3.963947,7.2134767
39,3814,17846,339.97,46.598,240.387,213.186,316.419,19.761,66.206,1.0,226.127,462.822,290.748,1.0,193.578,349.003,71.897,209.948,4.205,165.527,168.547,213.728,278.726,15.478,135.395,76.887,321.667,133.237,101.963,450.55,142.284,496.504,51.711,38.316,60.0,446.009,126.03,32.5,335.411,138.864,154.531,89.407,482.0,330.87,-61.216637,-6.7723618,-16.746572,-4.50822
40,2330,4098,63.11,1.0,246.605,346.183,220.242,12.725,25.606,2.291,203.614,627.528,171.069,1.0,65.995,107.487,367.085,670.465,247.812,364.38,108.858,57.414,817.901,56.281,79.397,1.0,668.121,155.462,127.203,228.977,12.125,501.499,139.947,183.315,641.0,357.786,236.204,398.5,198.895,1.0,420.58,3.947,11.0,218.174,25.011053,30.06831,-10.155422,3.6996422
42,5911,13726,69.5,54.888,130.538,216.232,223.345,3.345,304.883,1.0,117.785,193.695,52.651,6.929,2.204,9.782,44.827,412.659,1.0,17.571,6.236,13.928,39.658,4.949,177.953,21.791,295.879,104.345,115.247,130.358,6.562,101.899,5.057,46.845,23.0,111.279,34.424,13.0,88.836,132.691,156.634,208.757,19.0,5.696,-22.642021,-0.4987831,5.7546453,-18.454075
43,11888,10574,47.61,5.145,174.063,11.152,210.935,15.07,28.067,2.291,5.221,355.171,27.455,1.0,228.483,244.712,34.515,41.542,3.137,216.424,173.783,628.607,3.035,2.316,105.156,309.744,68.273,4.334,6.314,117.55,411.502,34.966,36.497,103.352,22.0,2.297,147.074,31.0,139.632,1.0,1.0,2.473,5.0,343.783,-108.92648,-18.44757,-26.572128,9.110373
46,9434,4984,105.46,1.0,166.809,21.305,172.671,36.176,84.66,7.453,1.0,538.178,24.936,12.858,199.596,365.47,8.734,36.344,3.137,335.973,95.245,532.233,4.052,11.53,132.035,135.101,143.394,4.334,7.642,17.65,354.766,63.937,67.938,47.911,19.0,2.297,45.565,20.5,331.178,4.087,1.0,1.0,3.0,330.87,-102.62764,-15.986755,-25.401318,7.6219726
48,10667,15552,67.8,185.463,194.789,352.274,293.668,256.613,381.161,57.791,1.0,375.625,164.77,143.291,140.619,25.152,39.671,270.241,2.068,124.1,44.981,13.928,150.545,103.664,233.951,1.0,214.03,54.339,253.407,293.015,5.45,191.809,13.171,123.609,28.0,888.423,35.662,65.5,195.72,366.237,1.0,288.323,246.0,6.87,29.873363,-4.3022223,4.140424,0.033942383
50,11766,18745,431.5,83.905,80.796,396.945,316.419,45.556,555.863,31.977,99.493,424.068,128.237,220.365,129.787,49.303,137.637,214.106,4.205,90.957,68.019,85.621,143.424,143.15,272.029,49.858,113.121,205.467,14.285,389.073,58.849,134.866,13.171,21.257,22.0,272.157,51.755,76.0,281.44,308.622,2.052,279.482,129.0,59.696,44.069958,-20.830906,11.709653,7.283057
52,6404,14278,275.45,92.195,171.991,351.259,392.947,92.458,228.605,6.163,107.935,397.155,216.421,78.074,25.072,47.108,47.405,468.794,1.0,54.264,11.472,16.279,169.874,10.213,143.234,36.344,327.273,24.336,121.89,259.715,6.562,291.709,16.213,66.036,69.0,481.039,41.851,37.0,194.662,450.601,133.499,248.54,63.0,66.739,-1.1744499,7.099203,1.3859605,-9.854342
53,4814,15380,130.76,48.67,207.225,319.787,270.916,3.345,281.507,12.616,213.463,343.33,163.511,1.0,2.204,8.685,47.405,438.647,1.0,90.957,7.283,16.279,31.519,10.213,126.435,35.305,319.424,102.122,129.86,181.588,2.112,108.892,3.028,45.779,28.0,74.952,19.569,41.5,195.72,216.027,147.169,155.712,56.0,3.348,-23.565582,3.245102,4.5835876,-19.344982
54,3471,6445,160.89,193.753,182.354,180.698,107.519,12.725,73.587,48.756,8.035,297.04,169.81,107.718,122.565,24.054,49.983,327.416,6.342,188.017,57.547,24.506,179.03,127.356,98.436,4.119,122.091,116.568,152.444,190.554,12.125,135.865,15.199,68.169,24.0,610.779,56.706,98.5,210.536,299.363,1.0,211.704,169.0,18.609,42.763733,2.4857216,3.3683028,1.9590998
55,9963,18875,217.88,61.106,99.449,255.826,375.366,214.401,58.824,167.5,1.0,196.925,99.262,155.148,88.864,63.575,93.81,372.117,5.274,44.795,28.226,10.402,193.272,76.024,198.112,20.751,107.515,5.445,3.657,380.108,11.012,160.84,13.171,60.705,19.0,203.395,288.197,53.5,301.547,46.269,1.0,195.496,120.0,5.696,34.82076,-19.138828,15.173213,-1.287833
57,7533,8394,80.45,3.073,155.41,18.259,97.177,12.725,119.108,6.163,1.0,390.696,19.897,12.858,205.614,489.522,93.81,39.463,2.068,138.303,123.519,321.855,10.156,8.897,123.075,125.745,23.424,22.113,4.985,91.935,427.077,35.965,160.231,44.713,16.0,4.892,43.089,2.5,132.225,4.087,1.0,39.31,47.0,494.043,-106.18028,-18.82668,-27.191914,8.492327
58,3861,4935,199.41,21.726,136.756,98.463,88.904,3.345,50.212,10.035,2.407,318.57,166.03,48.43,86.457,11.978,73.186,240.095,4.205,157.242,46.028,6.876,154.614,123.407,49.158,1.0,166.939,118.791,97.977,70.162,7.675,64.936,18.242,91.624,31.0,300.7,65.372,80.5,68.729,184.133,5.206,30.469,47.0,8.043,63.368057,7.2399445,4.214424,13.816717
61,10424,12395,78.31,345.054,185.463,382.732,176.807,47.901,381.161,423.058,55.875,190.466,56.43,774.706,106.918,30.641,176.308,357.563,6.342,14.02,57.547,17.454,155.631,128.672,275.389,18.672,533.576,57.673,202.926,161.096,7.675,66.934,24.327,142.8,26.0,107.387,437.985,14.5,216.886,410.477,1.0,428.301,266.0,1.0,50.687077,-33.19932,18.696526,3.3662589
62,775,14111,350.21,189.608,199.971,232.476,244.028,10.38,322.107,3.581,103.714,314.264,135.796,9.893,49.145,26.249,49.983,336.772,6.342,47.162,27.179,13.928,48.814,33.905,88.357,9.316,253.273,141.016,124.547,145.727,14.35,194.806,12.156,61.772,25.0,243.614,26.996,26.5,288.847,122.403,59.888,192.549,153.0,16.261,-19.84518,0.5223179,5.6076307,-18.661743
63,1480,6589,190.74,168.882,168.882,291.36,142.68,148.739,240.908,38.43,5.221,239.985,42.573,416.015,135.805,19.663,66.741,284.795,4.205,11.653,50.217,12.753,346.886,160.261,213.791,1.0,132.182,61.007,78.051,163.658,7.675,103.897,9.114,68.169,516.0,213.774,45.565,17.5,252.867,263.353,2.052,311.898,260.0,2.174,41.59881,-23.635017,12.439825,3.6203728
64,11924,15340,15.92,5.145,260.077,52.777,232.652,15.07,297.501,6.163,26.327,248.597,29.975,110.682,606.418,756.288,6.156,55.056,8.479,73.203,283.736,549.862,8.121,6.265,156.674,611.211,105.273,25.447,11.628,130.358,659.584,45.955,137.919,160.925,18.0,25.651,81.465,4.0,243.342,1.0,1.0,11.314,37.0,730.0,-101.85997,-29.836254,-30.675455,6.269517
67,5742,13059,121.24,96.34,166.809,132.982,162.329,3.345,122.799,1.0,157.182,381.008,329.801,6.929,21.461,9.782,127.325,436.568,2.068,251.934,22.991,9.227,56.952,7.581,88.357,41.542,305.97,54.339,123.218,139.323,7.675,90.91,11.142,75.632,29.0,133.335,31.948,86.5,145.982,63.759,149.273,227.912,20.0,69.087,-24.577248,11.383289,2.5753338,-20.482376
68,13751,11792,154.07,83.905,163.7,262.933,183.012,64.317,454.979,10.035,67.131,174.318,143.354,546.448,127.38,7.587,66.741,254.648,3.137,16.387,37.651,29.207,99.679,144.466,188.033,1.0,92.939,82.12,167.057,163.658,6.562,94.906,20.27,82.029,28.0,125.551,30.71,22.0,158.681,245.863,2.052,191.075,144.0,8.043,53.77416,-21.998438,13.05888,8.095757
70,11035,14693,87.13,88.05,207.225,187.805,234.72,38.521,126.49,28.105,3.814,286.275,197.525,27.68,105.714,44.912,3.578,327.416,3.137,347.809,44.981,92.673,157.666,56.281,114.115,14.514,493.212,1.0,220.195,262.277,55.511,143.857,23.313,122.543,94.0,506.987,14.617,119.5,224.293,230.43,1.0,133.611,172.0,37.391,26.688887,4.9581947,2.0762088,1.3787129
71,1545,15664,100.91,75.614,164.737,321.817,236.789,8.035,224.914,1.0,316.177,474.664,81.625,6.929,68.402,97.607,86.076,208.908,2.068,76.754,55.453,93.848,96.627,8.897,107.396,41.542,348.576,185.465,104.62,180.308,61.073,231.769,65.91,102.286,29.0,213.774,19.569,76.0,294.139,247.921,132.447,114.456,246.0,118.391,-23.220978,-0.9879856,-5.875713,-10.714605
72,5865,1706,266.49,23.799,109.812,72.067,130.27,3.345,47.751,2.291,566.631,250.75,33.754,12.858,31.09,13.076,412.201,29.068,5.274,115.814,15.66,11.578,418.098,66.81,48.038,6.198,282.424,334.37,47.496,70.162,7.675,56.944,200.8,62.838,24.0,63.275,82.703,371.5,79.311,26.721,574.111,1.0,1.0,361.391,63.392197,22.4017,-2.0362477,15.489255
73,5866,19295,102.9,46.598,136.756,170.546,309.18,8.035,62.515,2.291,44.618,269.051,333.58,1.0,33.498,47.108,10.023,536.364,3.137,296.912,2.047,19.805,67.125,10.213,48.038,38.424,219.636,18.78,2.328,290.454,26.587,333.667,23.313,30.853,23.0,215.071,9.665,116.5,177.73,120.345,133.499,21.628,149.0,16.261,-24.412659,17.937092,0.7387956,-20.615156
75,827,15982,150.94,67.324,192.717,319.787,262.643,8.035,202.768,2.291,206.428,261.515,275.631,3.964,45.534,27.347,52.561,288.953,2.068,88.59,19.849,11.578,68.143,10.213,112.996,28.028,363.152,85.454,159.086,187.992,11.012,185.815,11.142,84.161,35.0,145.012,20.807,169.0,266.624,410.477,32.547,146.872,217.0,23.304,-14.072968,5.384186,3.228021,-13.9223995
77,11714,12894,28.99,1.0,255.932,29.427,181.978,59.627,57.594,1.0,1.0,207.69,28.715,1.0,204.411,346.808,1.0,50.898,4.205,527.724,351.802,551.038,1.0,1.0,108.516,291.032,17.818,1.0,52.81,259.715,447.101,43.957,73.009,46.845,21.0,3.595,13.379,28.0,285.673,1.0,1.0,2.473,2.0,319.13,-92.368515,-18.005295,-24.991245,3.9404671
78,862,17681,192.87,5.145,238.314,204.049,429.143,50.246,122.799,1.0,176.88,568.32,202.564,1.0,147.841,228.245,97.677,143.417,3.137,386.87,223.0,122.055,280.761,1.0,84.997,101.836,244.303,55.451,1.0,266.119,193.458,213.787,13.171,19.125,188.0,151.499,20.807,58.0,634.899,214.998,31.496,71.726,338.0,252.217,-63.4591,-7.461273,-17.69811,-3.878267
79,7120,9597,137.72,90.122,159.555,129.936,101.314,78.387,7.151,2.291,2.407,379.931,147.134,161.077,106.918,17.467,44.827,306.625,8.479,107.528,16.708,10.402,144.441,78.656,43.558,8.277,249.909,1.0,128.532,123.954,14.35,50.95,22.298,99.088,36.0,256.588,17.093,59.5,36.981,207.796,1.0,11.314,117.0,3.348,61.205376,3.428215,4.797231,12.3914385
81,11608,13303,102.9,7.218,202.044,53.793,193.354,113.563,138.793,3.581,31.955,246.444,24.936,24.715,176.728,185.431,38.382,60.254,4.205,366.748,129.802,554.564,9.138,11.53,135.395,114.31,66.03,17.669,8.971,71.442,226.832,33.967,52.725,22.323,18.0,6.19,14.617,29.5,165.031,2.029,1.0,21.628,5.0,287.435,-99.886345,-11.138996,-23.254984,6.677468
82,329,17408,268.48,40.38,239.351,295.421,284.36,47.901,172.011,20.36,183.915,389.62,123.198,48.43,27.48,20.76,61.585,130.943,4.205,148.956,5.189,12.753,44.744,10.213,108.516,9.316,334.0,106.567,2.328,243.065,12.125,89.911,4.043,3.132,18.0,222.856,13.379,127.0,320.595,273.642,96.694,163.08,188.0,12.739,-20.568398,13.89362,0.7229707,-17.080767
83,5313,11145,397.39,125.357,153.337,301.512,161.295,43.211,194.156,2.291,1.0,266.898,154.692,430.837,118.954,11.978,26.781,355.484,3.137,99.243,32.415,16.279,96.627,143.15,185.793,1.0,131.061,23.225,157.758,193.115,7.675,167.833,6.071,78.83,56.0,324.053,31.948,47.5,213.711,385.785,1.0,292.743,235.0,3.348,38.260612,-20.689877,11.034125,1.8585292
84,553,17848,124.93,11.363,207.225,179.683,288.497,10.38,201.538,44.884,126.227,118.339,50.131,1.0,22.665,16.369,30.648,134.061,12.753,17.571,1.0,12.753,15.242,32.589,24.519,22.83,320.545,77.675,23.584,243.065,14.35,120.88,2.014,18.059,18.0,112.577,7.19,10.0,199.953,444.428,154.531,80.566,114.0,12.739,-23.022694,5.5963287,4.206077,-16.305748
85,8791,15090,89.26,3.073,211.37,20.29,208.866,71.352,111.727,2.291,24.92,144.176,40.053,18.786,93.678,139.323,43.538,115.35,5.274,369.115,322.481,240.76,32.537,35.221,239.55,98.717,187.121,155.462,68.751,117.55,174.546,43.957,119.663,70.301,21.0,8.784,145.836,29.5,268.74,20.548,1.0,46.677,128.0,160.652,-96.74485,-6.396347,-21.588219,6.984801
87,2606,3154,84.85,1.0,144.01,328.924,237.823,3.345,119.108,8.744,549.746,404.691,145.874,1.0,28.683,47.108,470.208,197.473,5.274,222.342,86.868,11.578,907.425,99.715,204.832,4.119,375.485,1000.0,182.999,80.408,3.225,91.909,139.947,79.896,32.0,200.8,223.825,227.5,332.236,162.527,859.088,1.0,1.0,184.13,60.155884,24.963345,-2.6515892,14.566629
89,12495,17979,337.27,150.228,214.479,397.96,237.823,92.458,511.573,33.267,76.98,259.362,196.265,413.05,132.194,20.76,51.272,292.072,3.137,99.243,19.849,16.279,102.731,194.482,260.83,1.0,174.788,106.567,230.823,187.992,5.45,118.882,15.199,7.397,27.0,269.562,41.851,109.0,303.663,326.112,1.0,202.863,201.0,13.913,49.84265,-20.792068,12.178985,7.8234286
90,8061,15624,52.87,17.581,223.806,78.159,172.671,127.634,149.866,3.581,33.362,292.734,36.274,481.231,256.166,435.73,162.129,54.017,2.068,437.767,325.623,543.986,79.333,32.589,125.315,192.276,145.636,111.012,112.59,236.662,389.253,45.955,51.711,140.668,27.0,16.569,66.61,70.0,393.615,4.087,1.0,114.456,156.0,357.87,-93.6299,-16.618225,-22.47117,3.7793546
91,5606,16281,279.28,46.598,215.516,219.277,293.668,3.345,119.108,16.488,181.101,321.8,90.444,9.893,5.814,14.174,43.538,380.433,2.068,157.242,8.33,12.753,56.952,11.53,49.158,38.424,305.97,65.452,151.116,246.908,4.337,127.873,11.142,87.36,26.0,340.919,19.569,124.0,212.653,410.477,125.086,194.022,118.0,43.261,-12.017532,5.3715134,2.5918322,-13.779188
92,11749,3898,163.31,65.251,163.7,257.857,118.894,19.761,219.993,117.163,16.477,300.269,276.89,383.407,132.194,15.271,89.943,191.236,6.342,105.161,33.462,18.629,89.506,143.15,167.873,1.0,411.364,72.119,87.35,81.688,8.787,82.918,23.313,70.301,23.0,318.864,49.279,101.5,114.234,370.352,2.052,227.912,111.0,6.87,51.775703,-9.543985,8.117784,6.7367516
93,3208,8149,55.0,1.0,178.209,224.354,172.671,15.07,646.905,38.43,19.292,261.515,36.274,1.0,370.51,222.756,334.859,76.887,2.068,70.835,253.368,386.496,95.61,7.581,191.392,313.902,217.394,104.345,2.328,135.481,429.302,81.919,42.583,60.705,23.0,3.595,93.844,5.5,475.102,4.087,117.725,34.889,37.0,656.043,-87.95024,-14.45525,-20.191626,3.125734
95,5885,12234,191.59,114.994,193.753,241.613,172.671,19.761,260.592,10.035,48.839,248.597,121.938,110.682,43.127,11.978,84.787,335.733,2.068,161.976,18.802,16.279,76.281,52.332,142.114,19.712,363.152,53.228,100.634,109.865,4.337,138.862,17.227,78.83,28.0,408.384,28.234,88.0,207.361,438.255,26.238,379.677,95.0,29.174,9.035582,-5.1861877,6.0133514,-6.1427546
96,6039,10261,273.74,114.994,171.991,281.207,127.168,19.761,170.781,4.872,5.221,298.116,133.276,199.614,112.936,18.565,29.359,323.258,2.068,100.427,39.745,17.454,185.133,126.04,217.151,1.0,197.212,99.9,147.13,194.396,7.675,97.903,12.156,104.418,49.0,307.187,50.517,71.5,195.72,358.006,1.0,322.212,263.0,3.348,33.81466,-16.83931,10.046383,1.085604
97,14069,7934,28.57,295.311,179.245,374.61,229.55,122.944,221.223,3.581,1.0,234.602,53.91,472.338,141.823,5.391,47.405,236.976,5.274,102.794,33.462,19.805,130.199,156.312,217.151,1.0,438.273,73.23,173.699,189.273,4.337,82.918,18.242,76.698,31.0,151.499,23.283,61.0,235.934,294.218,1.0,126.243,213.0,3.348,53.448456,-24.696518,19.883053,4.6043286
99,6725,2641,91.53,40.38,98.413,102.524,98.211,64.317,242.138,2.291,106.528,317.494,35.014,104.754,200.8,238.125,155.684,62.333,4.205,312.3,251.274,447.612,25.415,36.538,78.277,193.315,214.03,122.125,36.868,74.004,301.367,44.956,41.569,40.448,21.0,42.517,48.041,14.5,125.875,144.008,2.052,24.575,4.0,421.261,-102.11554,-12.974861,-23.701996,8.141891
