cell,x,y,area µm²,CD40,SMA,MAP2,CD8,CD31,Synaptophysin,AQP4,CD34,PCNA,IBA1,S100B,CD163,Claudin5,GFAP,PSD-95,Trem2,NeuN,HLA-DR,CD14,CD11b,CD3e,P2Rx7(Park7),DAPI_1,CD11c,CD4,GalMac3,ApoE,CD45,HLA-A,CD68,Vimentin,A-Beta,H2A.x,TMEM119,CD74,P2Ry12,CollagenIV,CD44,Neurofilament,ATG7,iNOS,UMAP_1,UMAP_2,TSNE_1,TSNE_2
1,12351,15727,259.81,63.34,2.516,63.717,195.783,95.451,302.961,104.949,16.475,71.2,59.969,186.984,2.489,36.467,334.757,156.715,125.177,8.614,93.727,92.924,66.124,76.648,225.581,76.779,285.747,148.897,141.4,85.929,202.969,41.179,60.877,178.454,6.565,218.174,105.734,6.477,161.473,38.12,34.9,17.08,216.776,26.565,59.332146,-16.24156,3.0253563,-13.114506
2,9623,15270,4.41,8.793,1.0,350.426,364.004,95.451,35.586,115.89,1.0,208.9,56.5,172.105,3.978,1.0,92.953,59.646,1.0,17.752,119.97,57.777,70.031,29.924,264.302,14.875,552.995,58.205,61.75,152.146,417.137,1.0,108.148,22.36,496.326,60.522,318.424,2.095,66.545,31.664,4.178,59.292,318.439,46.23,11.035366,10.719299,16.035368,7.348672
3,3196,8744,41.79,138.148,4.032,5.48,186.929,13.715,272.366,494.482,4.439,56.35,63.438,585.521,3.978,32.527,508.447,144.581,179.592,1.0,86.729,267.31,36.167,132.272,148.14,23.413,16.908,895.356,196.75,375.265,45.731,17.437,92.391,114.373,34.393,18.696,121.847,10.859,170.514,614.279,101.642,5.02,122.374,87.528,52.35706,-17.748825,-3.6495976,-12.315808
4,10334,19190,84.99,4.117,1.0,137.635,166.27,8.265,333.557,1.0,16.475,72.55,72.109,489.872,2.489,1.0,130.416,5.045,3.791,5.569,37.741,59.129,34.864,45.499,392.635,73.577,510.045,79.134,126.55,114.719,295.142,1.0,23.06,7.572,1.0,147.391,41.282,1.0,5.52,9.069,1.0,113.563,311.178,1.0,2.4403687,-10.060482,1.1648858,-0.37099272
5,14699,9313,218.88,72.691,1.0,195.872,356.626,126.329,203.194,2.094,25.072,181.9,89.453,455.864,5.466,20.704,428.981,126.381,118.201,11.66,62.235,68.591,66.124,127.822,267.621,149.356,433.688,136.339,144.1,74.414,204.324,8.305,89.24,99.586,9.348,221.391,100.9,5.382,25.862,26.822,4.178,119.594,456.411,59.996,9.965791,4.537342,6.90014,2.3215146
6,4206,17485,131.75,38.404,1.0,43.558,164.795,10.082,534.421,194.673,157.47,123.85,108.531,550.45,11.422,24.645,386.977,15.156,65.182,11.66,112.972,165.923,53.099,94.448,603.94,189.913,40.769,129.363,393.85,80.171,83.685,43.005,123.905,428.204,3.783,75.0,97.677,40.434,12.301,28.436,153.551,109.543,196.028,14.766,-9.69183,-52.54664,-14.352143,-2.5265844
8,6632,301,112.71,354.78,7.064,45.798,493.86,640.36,354.84,414.606,981.086,472.15,125.875,436.734,11.422,1000.0,136.092,274.006,58.205,8.614,79.73,236.218,50.494,107.797,213.412,70.375,220.525,284.236,569.35,226.999,98.596,813.715,73.483,492.285,23.262,44.435,57.395,18.526,143.391,620.735,27.485,29.141,289.393,317.612,38.462822,-24.784904,13.383551,-11.142773
11,2884,14081,235.51,21.261,1.0,240.67,383.188,39.144,433.324,11.942,54.303,127.9,40.891,380.407,5.466,2.97,201.935,15.156,7.976,49.732,46.489,73.999,57.007,130.047,393.741,56.5,328.697,69.367,167.05,78.732,102.662,1.0,98.694,88.084,3.783,94.304,83.176,8.668,86.887,9.069,10.534,171.855,289.393,130.791,-4.104952,-3.253399,0.9839341,3.0078957
12,5880,5820,155.35,58.665,4.032,171.233,505.665,119.064,204.525,39.297,74.936,250.75,68.641,561.078,5.466,22.675,146.309,140.536,70.763,43.64,69.233,78.054,51.797,112.247,454.588,170.702,762.976,157.268,335.8,87.369,231.434,10.132,152.268,47.007,23.262,388.696,125.069,14.145,41.683,21.981,4.178,109.543,462.636,93.427,3.1198158,31.665062,8.424181,12.543764
13,11840,2803,4.97,269.062,5.548,1.0,138.233,44.593,539.742,304.092,102.448,102.25,14.875,522.818,8.444,48.29,250.75,180.982,40.067,2.523,200.45,179.441,64.821,383.69,420.292,49.029,7.363,327.489,76.6,48.503,38.954,35.7,325.596,91.37,37.175,63.739,68.674,10.859,184.075,39.733,378.141,302.509,352.673,44.264,-40.4048,56.82457,-18.554024,9.9175205
14,13480,17227,112.71,22.819,1.0,32.359,1.0,28.245,398.738,347.86,33.67,127.9,59.969,308.139,5.466,8.882,534.557,39.423,327.489,2.523,30.743,340.309,24.445,69.973,1.0,65.038,2.591,115.411,61.75,5.318,99.951,17.437,73.483,332.905,17.696,86.261,33.226,3.191,68.805,4.228,405.685,1.0,4.112,12.799,-63.02041,-64.10749,2.9415078,-28.680279
15,7500,7219,163.45,52.431,4.032,319.067,390.566,204.433,80.814,81.97,83.534,256.15,110.266,369.78,5.466,18.734,309.782,209.294,24.719,22.32,77.981,67.24,49.192,105.572,254.346,36.221,545.041,116.806,158.95,68.656,265.322,4.653,95.543,188.313,123.44,184.391,142.794,19.622,34.903,30.05,8.416,143.714,445.0,107.193,17.374046,14.389301,10.683606,3.9329145
18,6295,18000,17.77,19.702,1.0,5.48,266.613,4.633,628.867,80.876,6.158,651.7,394.703,556.827,2.489,1.0,1.0,13.134,2.395,2.523,160.21,210.533,106.501,101.122,121.588,404.442,21.68,372.137,14.5,60.019,223.301,4.653,240.508,2.643,1.0,353.304,262.029,512.549,25.862,7.456,1.0,1.0,149.346,4.933,53.25867,-13.075613,-5.0011334,-13.343499
21,10980,771,150.51,242.568,4.032,12.2,530.75,79.104,397.407,183.731,88.692,258.85,92.922,516.441,11.422,52.231,338.162,241.65,182.383,4.046,147.963,190.256,139.063,141.171,654.831,193.115,69.403,388.88,203.5,35.548,181.281,48.484,149.117,212.959,34.393,332.391,67.063,33.862,134.351,25.208,282.796,91.453,348.523,181.921,-48.557217,58.166634,-18.251654,13.994244
24,4336,5268,311.97,131.914,5.548,307.868,383.188,202.616,195.213,134.492,47.425,254.8,136.281,447.362,3.978,58.142,205.341,185.026,66.577,48.209,79.73,83.461,70.031,143.396,339.532,86.385,696.164,197.73,229.15,107.522,300.564,37.527,152.268,120.946,17.696,356.522,195.966,30.576,46.204,81.695,20.069,218.087,449.15,134.724,12.545006,27.295036,11.005124,9.738466
26,17012,3361,121.24,163.084,2.516,189.152,355.151,215.331,134.023,209.991,59.461,225.1,165.766,691.798,11.422,34.497,331.351,267.939,158.663,20.797,112.972,91.572,175.532,223.494,364.977,130.144,260.295,309.351,206.2,64.337,319.541,43.005,249.962,196.528,12.131,338.826,213.69,15.24,37.163,21.981,10.534,65.322,619.28,174.055,-30.732735,23.552608,-6.706436,13.836352
27,565,10417,235.37,57.106,1.0,437.783,400.895,62.756,180.581,91.818,50.864,291.25,115.469,391.035,3.978,6.911,371.084,63.69,12.162,16.229,70.982,90.221,58.309,118.922,265.409,50.096,325.516,150.292,200.8,51.382,201.613,1.0,133.36,117.66,3.783,113.609,171.797,10.859,14.561,26.822,2.059,95.473,486.495,34.431,13.385649,4.3747253,7.5467377,2.488936
28,8651,8306,190.17,57.106,2.516,267.549,464.347,182.636,229.799,32.732,37.108,235.9,87.719,315.579,3.978,14.793,355.191,259.85,56.81,48.209,48.238,72.647,51.797,103.347,228.9,61.837,483.002,120.992,115.75,110.401,287.009,1.0,82.937,83.155,156.833,282.522,141.182,11.954,46.204,31.664,26.425,63.312,434.626,99.327,18.089098,13.714928,11.003797,3.2423763
29,1891,18128,201.25,13.468,1.0,3.24,21.659,1.0,252.413,89.63,339.731,73.9,65.172,685.421,2.489,1.0,461.902,3.022,44.253,1.0,34.242,72.647,29.654,45.499,595.09,33.019,26.452,94.482,123.85,35.548,38.954,1.0,26.211,117.66,1.0,26.739,25.169,15.24,12.301,7.456,87.87,123.614,173.206,1.0,-11.058006,-65.43237,-16.800213,-6.444082
30,1523,3376,194.86,74.25,4.032,198.112,461.396,86.369,320.254,51.333,78.375,264.25,101.594,334.709,3.978,26.615,228.045,71.779,9.372,14.706,62.235,67.24,70.031,121.147,289.748,51.163,379.602,136.339,314.2,72.974,234.145,15.611,92.391,116.016,3.783,134.522,199.189,22.908,12.301,21.981,8.416,19.091,414.916,36.398,4.245617,3.9247246,4.1326694,2.8425088
31,5492,15882,230.39,8.793,1.0,186.913,201.685,10.082,255.073,13.036,81.814,117.1,105.062,681.17,3.978,1.0,434.657,3.022,5.186,46.686,28.993,115.905,29.654,63.298,332.894,120.538,78.947,90.296,113.05,47.063,94.529,1.0,32.514,91.37,1.0,189.217,47.727,2.095,10.041,7.456,8.416,53.262,257.234,1.0,-6.124859,-29.680565,-7.1888137,-2.7822683
32,15106,10851,231.53,125.68,2.516,224.991,366.956,140.86,100.767,116.985,42.267,248.05,132.812,486.684,5.466,14.793,360.867,284.117,24.719,43.64,104.224,92.924,89.568,156.746,245.495,25.548,424.143,193.545,195.4,77.293,297.853,4.653,394.927,222.817,3.783,105.565,184.687,13.049,52.984,30.05,27.485,47.231,505.168,105.226,26.008602,14.507603,13.070538,0.32679
33,12411,17970,177.38,10.351,1.0,269.789,297.601,71.838,140.674,84.159,6.158,214.3,70.375,348.524,2.489,6.911,425.575,237.605,157.268,19.274,49.988,105.091,36.167,43.274,195.711,83.183,573.675,176.802,149.5,61.458,291.076,1.0,76.634,199.814,1.0,211.739,97.677,3.191,10.041,18.753,4.178,159.795,407.654,2.967,21.24249,10.277164,10.06521,1.76971
34,6069,3722,158.9,96.069,5.548,213.791,374.334,140.86,172.599,1.0,26.792,212.95,70.375,352.776,5.466,20.704,148.58,92.002,10.767,11.66,60.485,55.073,63.519,185.67,255.452,88.519,468.685,123.782,136.0,64.337,211.102,6.479,70.331,10.859,31.61,129.696,136.348,16.336,34.903,28.436,2.059,93.463,346.449,103.26,6.137703,3.2125893,5.053345,3.5465012
36,11357,18593,327.18,18.144,1.0,144.354,256.284,37.327,286.999,13.036,25.072,204.85,80.781,393.161,2.489,2.97,698.03,110.202,282.841,4.046,53.487,68.591,47.889,58.849,347.276,81.048,260.295,101.458,153.55,70.095,291.076,1.0,38.817,20.717,6.565,120.043,92.844,5.382,5.52,21.981,2.059,93.463,461.598,2.967,9.297911,-16.55126,1.8061872,-4.2224183
37,12194,18988,45.05,32.17,1.0,238.43,245.954,15.531,509.146,124.644,66.339,307.45,96.391,369.78,2.489,1.0,734.357,168.848,206.102,71.052,34.242,105.091,53.099,47.724,243.282,39.423,454.368,168.43,237.25,113.28,383.25,1.0,51.423,268.824,3.783,54.087,126.681,1.0,7.781,26.822,35.96,119.594,567.411,1.0,10.331451,-15.778732,2.5616074,-4.6767335
38,11491,15371,267.06,49.314,2.516,139.874,269.564,64.573,197.874,110.419,9.597,203.5,56.5,348.524,2.489,18.734,271.184,150.648,148.897,57.346,83.229,64.536,51.797,94.448,245.495,120.538,517.998,199.126,176.5,75.853,232.79,4.653,67.18,122.589,6.565,269.652,88.01,2.095,118.529,13.911,24.306,33.161,477.159,20.665,20.92196,8.384388,8.641102,0.22683282
39,3837,6344,163.87,64.899,4.032,5.48,58.549,20.98,308.282,446.337,86.972,69.85,16.609,313.453,3.978,26.615,242.803,33.356,120.992,2.523,46.489,198.367,24.445,112.247,17.595,120.538,18.498,73.553,22.6,57.14,1.0,13.784,149.117,116.016,28.827,253.565,4.223,10.859,84.627,10.683,116.473,3.01,4.112,69.829,83.004456,-17.505604,1.5527884,-22.386362
40,14471,5032,120.1,136.59,2.516,139.874,480.579,100.9,510.477,201.238,197.017,214.3,115.469,723.681,23.332,18.734,390.383,191.093,56.81,10.137,263.434,137.535,129.945,158.971,590.664,43.692,226.889,234.007,285.85,88.808,159.593,13.784,168.025,242.535,17.696,91.087,125.069,20.717,62.025,25.208,39.138,137.684,584.009,272.382,-40.95437,40.354862,-12.533273,14.410451
41,10456,19258,124.22,30.612,2.516,59.238,145.612,15.531,392.087,13.036,138.556,75.25,56.5,385.721,2.489,14.793,141.768,13.134,97.272,16.229,39.49,49.666,43.982,52.174,558.581,214.462,279.384,139.13,202.15,75.853,150.104,8.305,38.817,48.65,6.565,268.043,30.003,3.191,43.943,9.069,1.0,97.483,227.15,12.799,-7.99448,-25.183586,-5.5356884,-1.582062
43,8679,8792,66.23,170.877,2.516,280.989,322.687,151.758,102.097,362.084,203.895,199.45,58.234,277.319,2.489,87.698,192.853,183.004,45.648,32.98,53.487,67.24,45.284,110.022,168.053,98.125,352.559,105.644,133.3,101.764,244.989,83.185,95.543,79.868,187.443,66.957,118.624,8.668,91.407,264.065,31.722,21.101,357.86,87.528,22.821608,0.25608253,9.575645,-4.389961
44,1673,3985,50.88,66.457,4.032,48.038,433.359,30.062,263.055,504.33,16.475,318.25,47.828,506.877,2.489,36.467,295.024,154.692,239.588,157.855,62.235,174.034,43.982,145.621,383.784,125.875,253.932,155.873,252.1,139.19,90.463,50.311,155.42,88.084,31.61,110.391,281.365,24.003,41.683,39.733,69.86,47.231,293.542,154.39,43.808197,-6.4916306,-0.05579113,-8.740752
45,6973,12886,220.87,58.665,1.0,251.87,312.357,13.715,199.204,103.854,73.217,218.35,59.969,479.245,6.955,1.0,125.875,73.802,34.486,11.66,63.984,60.48,45.284,134.497,259.877,185.644,443.232,153.082,221.05,75.853,186.703,1.0,117.603,97.942,31.61,387.087,107.345,2.095,32.643,9.069,4.178,59.292,447.075,34.431,0.38342857,20.923943,5.9935875,9.966193
46,3293,16559,230.11,30.612,1.0,59.238,122.001,11.898,314.933,130.115,258.917,88.75,92.922,643.973,5.466,4.941,643.539,13.134,69.367,1.0,74.482,152.405,41.377,54.399,480.033,45.827,28.043,109.83,215.65,47.063,89.107,10.132,171.177,285.255,9.348,47.652,42.894,51.388,14.561,12.297,31.722,143.714,356.822,1.0,-13.98551,-55.16896,-14.019967,-2.669107
47,1373,6421,109.87,58.665,2.516,16.679,117.575,15.531,503.826,391.628,195.298,88.75,2.734,241.185,2.489,20.704,245.074,47.512,183.778,2.523,35.991,167.275,19.235,112.247,20.914,146.154,5.772,79.134,44.2,55.7,17.266,17.437,57.726,152.164,23.262,245.522,7.445,6.477,62.025,9.069,94.226,3.01,4.112,81.628,85.347336,-20.07547,0.37678117,-22.372852
48,16058,6180,88.97,117.888,4.032,171.233,383.188,228.045,155.306,131.209,62.9,302.05,203.922,570.643,14.399,107.402,266.643,219.405,49.834,28.412,118.221,119.961,120.828,192.345,318.512,114.135,247.568,190.754,169.75,108.961,230.079,90.49,149.117,130.804,9.348,121.652,187.91,21.812,37.163,183.37,7.356,105.523,438.776,252.717,-23.405563,14.142975,-3.7497568,10.559194
49,5626,14136,120.53,8.793,1.0,48.038,250.381,2.816,267.045,1.0,52.583,106.3,80.781,415.479,3.978,1.0,372.219,1.0,10.767,58.869,49.988,59.129,43.982,121.147,329.575,56.5,174.393,56.81,126.55,44.184,78.263,1.0,86.088,70.01,3.783,66.957,44.505,1.0,32.643,7.456,3.119,139.694,255.159,24.598,-4.6125584,-20.946106,-3.7427392,-3.136941
50,11821,11732,75.47,217.632,1.0,1.0,127.904,19.164,200.534,273.455,7.878,218.35,37.422,401.663,5.466,12.822,788.848,132.447,588.401,1.0,44.739,284.884,43.982,134.497,25.339,23.413,5.772,197.73,63.1,36.987,327.674,26.569,92.391,239.248,34.393,12.261,30.003,6.477,168.253,9.069,529.633,1.0,13.449,146.524,-66.08356,-66.396996,3.8289473,-30.81386
52,8802,16099,78.31,35.287,1.0,202.592,518.945,50.042,72.832,1.0,2.719,314.2,84.25,437.797,5.466,1.0,50.95,49.534,67.972,20.797,76.231,88.869,73.939,112.247,446.844,256.087,538.678,133.549,181.9,91.687,300.564,1.0,117.603,4.286,1.0,786.043,162.129,2.095,89.147,20.367,1.0,99.493,439.813,24.598,-1.4693718,33.05871,7.564663,15.1050005
53,4574,1262,230.11,86.718,2.516,121.955,459.92,111.798,268.375,64.463,54.303,293.95,158.828,372.968,6.955,52.231,154.256,85.935,48.439,31.457,74.482,80.758,80.451,101.122,462.332,197.385,358.922,218.659,222.4,70.095,200.258,50.311,133.36,91.37,12.131,483.609,147.627,59.056,21.342,47.803,3.119,93.463,478.196,38.364,-9.149115,22.70015,2.5772333,12.168961
56,11929,314,136.44,212.956,4.032,3.24,524.848,44.593,373.463,187.013,111.045,360.1,23.547,672.668,17.377,42.379,330.216,269.962,296.793,5.569,116.471,238.922,98.686,216.82,808.608,269.962,34.406,460.038,333.1,47.063,117.573,66.748,215.297,293.47,31.61,533.478,78.342,13.049,245.1,42.961,213.936,39.191,496.869,197.654,-51.320034,55.96756,-17.534431,15.662389
57,6762,5812,136.59,50.872,5.548,233.951,402.371,182.636,119.39,45.862,14.756,219.7,63.438,469.68,5.466,28.586,127.01,156.715,33.091,17.752,81.48,67.24,33.562,96.673,264.302,176.038,378.011,120.992,208.9,71.535,212.457,6.479,133.36,50.293,156.833,353.304,139.571,11.954,25.862,25.208,5.238,157.785,394.168,91.461,1.670517,17.593306,5.6365967,8.890736
58,10270,13550,258.96,141.265,2.516,95.076,244.479,39.144,380.115,185.919,35.389,90.1,68.641,243.311,5.466,4.941,399.465,180.982,211.683,8.614,72.732,82.11,51.797,154.521,206.774,84.25,247.568,109.83,158.95,65.777,114.862,4.653,123.905,145.592,9.348,149.0,79.953,7.572,147.912,12.297,16.891,45.221,189.804,136.691,60.174503,-15.625782,2.7746701,-13.3536005
59,10456,10001,233.8,66.457,1.0,357.146,427.456,39.144,134.023,98.383,19.914,241.3,72.109,274.131,3.978,1.0,206.476,227.494,35.881,37.549,69.233,65.888,47.889,103.347,193.498,75.712,710.481,164.244,153.55,81.611,312.764,1.0,123.905,50.293,6.565,235.87,146.016,2.095,28.122,26.822,8.416,7.03,471.972,32.465,17.826952,18.995869,11.3256,5.600268
60,359,5292,134.45,96.069,4.032,36.839,248.905,24.613,447.956,369.744,50.864,215.65,39.156,281.57,5.466,26.615,271.184,77.846,146.106,26.889,53.487,160.516,37.469,114.472,165.841,88.519,23.271,148.897,63.1,74.414,64.708,30.221,139.662,102.872,23.262,150.609,100.9,15.24,77.846,78.467,47.613,51.252,113.037,61.963,77.962265,-17.085938,2.5728848,-19.937572
61,9638,14096,178.8,63.34,1.0,144.354,299.077,40.96,118.06,124.644,31.95,191.35,61.703,402.726,5.466,2.97,233.722,138.514,107.039,22.32,74.482,60.48,42.679,141.171,165.841,173.904,486.183,158.663,172.45,67.216,151.46,1.0,127.057,114.373,6.565,366.174,83.176,6.477,75.586,12.297,17.95,105.523,301.841,128.825,21.841557,6.7934723,8.26462,-0.21187851
62,5818,10442,288.66,66.457,2.516,65.957,350.724,46.409,164.618,160.752,56.022,217.0,112.0,603.588,3.978,4.941,540.233,160.759,178.197,14.706,53.487,86.165,32.259,114.472,307.449,108.798,319.153,101.458,308.8,51.382,113.506,4.653,127.057,245.821,12.131,354.913,81.565,7.572,37.163,20.367,8.416,19.091,476.121,93.427,-22.883583,12.714886,-5.818011,7.6681504
63,5220,18122,133.03,10.351,1.0,171.233,86.586,2.816,443.965,81.97,252.04,42.85,92.922,629.095,2.489,2.97,426.71,9.089,5.186,10.137,32.492,92.924,41.377,54.399,432.462,21.279,24.861,80.529,141.4,68.656,57.931,1.0,29.363,158.737,1.0,7.435,49.339,16.336,5.52,7.456,48.672,125.624,173.206,2.967,-10.570955,-55.344185,-13.895482,-5.5892324
64,8511,16996,187.33,8.793,1.0,106.276,183.978,19.164,451.947,111.514,90.411,95.5,63.438,436.734,2.489,2.97,292.753,11.111,42.858,11.66,28.993,75.35,24.445,49.949,410.336,78.913,137.806,100.063,153.55,84.49,114.862,1.0,26.211,122.589,3.783,144.174,39.671,1.0,7.781,12.297,1.0,139.694,283.168,1.0,-4.6052647,-31.879486,-5.809775,-3.320965
65,3181,2470,74.48,33.729,2.516,119.715,378.761,133.595,127.372,125.738,57.742,204.85,40.891,483.496,3.978,28.586,150.85,126.381,70.763,31.457,60.485,69.943,60.914,107.797,327.362,107.731,411.417,140.525,275.05,77.293,236.856,6.479,41.968,102.872,14.914,293.783,128.292,7.572,7.781,23.595,12.653,109.543,384.832,8.866,-1.7049446,16.808563,5.1210804,8.917881
67,11786,18094,246.31,15.027,1.0,209.312,291.699,39.144,123.381,54.616,23.353,212.95,58.234,347.462,2.489,6.911,254.156,118.291,80.529,13.183,53.487,67.24,49.192,65.523,241.07,121.606,508.454,176.802,154.9,65.777,261.255,1.0,57.726,117.66,3.783,290.565,104.123,2.095,10.041,10.683,6.297,157.785,411.804,6.9,17.94595,6.620838,7.691847,0.9850103
69,12225,959,166.86,55.548,5.548,9.96,356.626,44.593,385.435,178.26,114.484,194.05,18.344,769.38,15.888,56.172,301.835,180.982,294.003,5.569,84.979,110.498,79.149,190.12,686.914,370.288,42.36,365.161,261.55,34.108,55.22,43.005,183.782,53.579,34.393,539.913,44.505,8.668,123.05,21.981,235.124,47.231,286.28,166.189,-49.338093,59.62005,-18.325808,14.918105
70,2050,8009,215.61,41.521,4.032,32.359,219.393,46.409,293.65,205.614,124.8,117.1,56.5,603.588,3.978,40.408,231.451,47.512,112.62,7.091,49.988,114.553,28.352,116.697,264.302,139.75,78.947,141.92,249.4,21.153,37.598,10.132,120.754,94.656,14.914,340.435,70.285,8.668,39.423,12.297,4.178,19.091,212.626,50.163,56.940193,-6.0350094,-1.1553252,-12.077126
72,2427,12475,177.66,77.367,1.0,319.067,588.3,86.369,249.752,2.094,31.95,214.3,49.563,518.567,6.955,4.941,138.362,75.824,5.186,25.366,76.231,68.591,49.192,152.296,418.08,106.663,627.761,118.201,199.45,80.171,181.281,1.0,108.148,19.074,14.914,255.174,129.903,9.763,46.204,9.069,5.238,121.604,420.103,103.26,3.6293926,20.12674,7.501355,8.548322
73,9754,10456,103.33,64.899,1.0,14.439,29.037,13.715,425.342,122.456,109.325,1.0,18.344,103.026,2.489,6.911,366.543,19.2,88.901,1.0,28.993,53.721,17.932,83.323,3.213,23.413,1.0,27.51,23.95,15.395,3.711,2.826,26.211,163.666,6.565,21.913,1.0,11.954,50.724,4.228,21.128,1.0,1.0,16.732,78.42014,-28.59732,-0.10194172,-19.180859
74,12846,8403,144.97,61.782,1.0,200.352,288.747,53.675,257.734,1.0,114.484,107.65,153.625,453.738,3.978,6.911,237.127,63.69,17.743,11.66,56.986,72.647,86.963,147.846,246.601,153.625,277.793,141.92,95.5,70.095,208.391,1.0,73.483,33.862,9.348,305.043,123.458,3.191,25.862,21.981,2.059,57.282,409.729,40.331,-6.3578415,-7.3236313,-1.1330076,2.1036735
75,10314,1325,54.15,198.93,2.516,16.679,479.103,73.655,547.723,235.158,112.764,276.4,325.328,539.822,5.466,38.438,293.889,233.561,123.782,1.0,186.454,268.662,176.834,92.223,405.91,115.202,53.495,441.899,106.3,45.624,322.252,116.059,234.205,88.084,23.262,70.174,249.139,396.438,145.652,33.278,222.411,53.262,207.439,130.791,-46.378746,53.452797,-20.550526,11.2676525
76,14796,11881,135.73,220.749,2.516,1.0,64.452,26.429,443.965,587.488,258.917,142.75,151.891,366.591,17.377,40.408,557.261,148.626,287.027,2.523,144.464,395.733,98.686,183.445,1.0,115.202,16.908,242.378,56.35,61.458,261.255,85.011,278.325,313.188,37.175,177.957,118.624,98.49,227.018,9.069,465.011,1.0,12.411,164.222,-62.65597,-70.216675,0.7231187,-29.986137
77,7065,14682,33.4,5.676,1.0,77.157,263.662,26.429,614.234,14.13,37.108,83.35,105.062,215.679,3.978,1.0,299.565,3.022,3.791,20.797,67.483,55.073,50.494,138.947,421.399,21.279,378.011,62.391,103.6,100.324,137.905,1.0,92.391,22.36,1.0,38.0,57.395,2.095,32.643,15.525,2.059,193.966,286.28,38.364,1.1817589,-13.454365,0.035033002,-1.693384
78,2819,8090,74.19,75.808,4.032,3.24,82.16,10.082,506.486,310.657,209.053,37.45,11.406,135.971,3.978,20.704,259.832,39.423,107.039,1.0,35.991,205.126,21.84,110.022,14.276,50.096,1.0,69.367,22.6,107.522,15.91,21.09,54.574,119.303,31.61,23.522,1.0,8.668,102.708,12.297,204.402,71.352,4.112,93.427,83.48,-25.135403,-1.5140536,-21.595263
79,1440,3760,153.93,108.537,5.548,59.238,420.078,31.878,296.31,288.773,104.167,302.05,42.625,484.559,5.466,30.556,339.298,83.913,176.802,8.614,48.238,219.996,46.587,152.296,244.389,162.163,96.446,187.964,264.25,65.777,106.729,35.7,152.268,298.4,14.914,379.043,102.511,18.526,55.244,17.139,79.394,19.091,236.486,89.494,52.13183,-6.0866966,-1.2471743,-10.963282
80,16636,8659,155.77,21.261,2.516,278.749,282.845,271.638,47.558,30.543,23.353,179.2,105.062,510.065,6.955,50.26,338.162,217.383,127.968,31.457,107.723,51.018,85.661,101.122,216.731,76.779,355.74,136.339,160.3,70.095,261.255,11.958,92.391,65.081,26.045,308.261,120.235,14.145,10.041,31.664,4.178,197.986,464.71,91.461,24.606833,20.053097,14.357708,0.72476745
81,9547,12963,111.29,147.499,1.0,191.392,257.759,60.94,402.728,235.158,40.547,181.9,82.516,225.244,3.978,50.26,536.827,170.87,130.758,2.523,62.235,99.683,51.797,132.272,223.369,23.413,355.74,116.806,140.05,62.898,163.659,57.616,114.451,290.184,9.348,73.391,117.013,7.572,95.928,34.892,22.188,27.131,332.963,73.762,24.451508,-6.819401,4.387662,-6.5796695
82,880,16728,228.97,15.027,1.0,3.24,34.939,1.0,298.971,155.281,257.198,90.1,32.219,680.107,2.489,1.0,377.895,7.067,26.115,1.0,34.242,141.59,23.142,58.849,513.223,66.106,4.182,127.968,133.3,29.79,32.176,1.0,29.363,150.521,1.0,66.957,10.668,2.095,30.382,7.456,94.226,49.241,171.131,1.0,-8.840536,-64.78177,-16.06793,-6.290395
83,1995,19119,93.95,43.08,1.0,1.0,216.442,1.0,353.51,367.555,61.181,271.0,96.391,539.822,11.422,1.0,309.782,15.156,126.573,1.0,109.473,244.329,94.778,49.949,567.432,90.654,18.498,234.007,207.55,119.037,101.307,22.916,60.877,173.525,3.783,113.609,44.505,19.622,23.602,10.683,726.679,1.0,168.019,4.933,-1.8631821,-58.32688,-19.379501,9.381621
84,9449,6406,160.75,47.755,2.516,160.034,409.749,93.635,239.111,2.094,21.633,190.0,87.719,369.78,5.466,12.822,267.778,102.113,31.696,77.143,84.979,56.425,47.889,112.247,327.362,165.365,506.863,115.411,134.65,101.764,217.879,2.826,86.088,20.717,112.309,335.609,104.123,8.668,19.081,17.139,2.059,117.584,331.925,42.297,3.3514957,10.322277,5.244212,6.434135
85,4096,300,154.21,19.702,4.032,236.191,344.821,108.165,199.204,182.636,92.131,258.85,54.766,523.881,5.466,40.408,184.907,85.935,49.834,16.229,44.739,59.129,55.704,54.399,372.721,153.625,397.1,150.292,200.8,71.535,253.122,4.653,41.968,71.653,12.131,290.565,147.627,4.286,3.26,28.436,1.0,107.533,437.738,8.866,-1.586359,15.453115,4.91534,8.5291
88,1142,13333,157.76,10.351,1.0,72.677,365.48,24.613,245.762,81.97,100.728,177.85,21.812,683.296,8.444,2.97,138.362,27.289,56.81,25.366,70.982,76.702,49.192,143.396,355.02,187.779,389.146,127.968,376.3,71.535,56.575,1.0,158.571,65.081,6.565,517.391,47.727,4.286,64.285,9.069,8.416,49.241,348.523,146.524,-9.821976,23.757156,3.6525958,13.506555
89,12373,9214,56.0,136.59,1.0,106.276,260.71,119.064,396.077,1.0,174.664,149.5,146.688,334.709,5.466,109.373,175.825,79.868,5.186,7.091,79.73,76.702,106.501,143.396,206.774,95.99,258.704,168.43,99.55,67.216,276.166,128.843,86.088,50.293,6.565,137.739,202.411,4.286,32.643,86.536,3.119,77.382,295.617,32.465,1.6427402,-7.536913,0.79867893,0.56769645
