class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,E3,Vimentin,CD163,P2Ry12,a-BetaPSD-95,CD11c,HLA-A,TMEM119,CD31,Gal3,HLA-DR,CD8,ATG7,MAP2,GFAP,CollagenIV,CD3e,CD4,NeuN,Neurofilament,CD74,Claudin-5,CD40,CD11b,E1,E10,Synaptophysin,CD34,ApoE,E2,PCNA,Olig2,E4,DAPI_1,H2A.x,E5,E6,E9,S100B,SMA,CD44,CD45,E8,CD68,AQP4,IBA1,CD14,E7,None,UMAP_1,UMAP_2,TSNE_1,TSNE_2
dense,56,15887,507,287.46,89.23,0.45,0.78,8.676,14.455,1.0,1.0,500.5,57.099,231.325,4.315,290.127,72.269,89.564,1.0,1.0,476.918,338.393,6.28,2.376,1.0,32.415,10.59,263.033,1.0,2.084,59.275,18.91,13.632,88.541,635.864,1.0,33.186,1.0,184.931,5.685,15.478,33.934,76.214,1.0,6.696,44.075,554.597,6.097,1.0,327.204,15.011,1.0,192.685,107.655,109.045,13.63,-40.070755,-7.4556065,-15.947719,-6.347435
dense,57,12651,551,603.76,163.28,0.28,0.73,7.58,7.727,1.0,1.0,395.727,60.336,331.225,7.631,277.181,56.295,83.66,1.0,3.467,416.893,261.953,4.168,2.376,1.0,47.075,29.771,381.766,2.119,2.084,113.388,46.771,8.369,67.943,653.279,12.118,551.874,1.0,422.96,10.369,8.796,77.846,174.571,1.0,2.139,47.388,390.502,3.548,1.0,380.722,15.011,1.0,10.794,178.758,133.978,9.841,-63.196846,9.557171,-20.811588,1.8743775
dense,58,13045,554,827.9,248.91,0.17,0.65,7.58,189.364,36.497,1.0,303.137,56.021,378.4,7.631,402.326,57.524,97.83,70.113,1.0,521.938,267.224,5.224,9.256,1.0,47.075,61.739,349.012,16.662,3.167,80.087,66.671,8.369,73.093,653.279,29.588,28.234,1.0,477.058,24.423,8.796,77.846,292.214,1.0,2.139,45.731,395.912,3.548,51.533,434.24,17.813,27.819,82.151,281.858,152.263,11.104,-54.494106,-2.0752497,-20.25797,-2.285412
dense,59,15441,574,793.79,293.87,0.12,0.6,7.58,4.364,1.0,1.0,439.585,61.415,264.625,7.631,305.231,79.642,88.383,16.708,1.0,451.193,280.404,4.168,1.0,1.0,36.604,15.386,312.164,21.137,2.084,71.763,56.721,12.58,73.093,757.77,1.0,49.279,1.0,282.307,10.369,8.796,28.445,159.143,1.0,3.278,35.791,554.597,7.371,11.366,373.077,15.011,4.352,175.895,185.868,130.654,7.315,-42.703175,-5.5117035,-17.062138,-5.054167
dense,60,16561,562,237.71,79.77,0.47,0.8,6.483,78.364,1.0,1.0,220.293,40.917,220.225,4.315,279.339,52.609,86.021,1.0,1.0,521.938,188.148,5.224,1.0,1.0,26.132,8.992,471.84,1.0,2.084,59.275,36.821,9.421,62.794,680.193,2.588,28.234,1.0,166.899,9.198,7.682,50.401,253.643,1.0,3.278,49.045,444.599,2.274,1.0,319.559,19.215,1.0,69.559,107.655,95.747,4.789,-41.237335,-2.1844282,-15.974485,-3.429642
dense,61,18118,578,418.21,130.16,0.31,0.8,5.386,122.091,1.0,1.0,368.924,35.523,214.675,16.471,292.285,19.432,86.021,224.047,1.0,590.539,151.245,3.112,2.376,1.0,95.245,5.795,222.09,2.119,1.0,84.25,66.671,4.158,98.84,574.119,2.588,465.219,2.129,275.094,11.54,8.796,308.385,386.714,1.0,4.417,55.672,594.269,4.823,4.887,317.01,19.215,7.705,216.471,157.427,203.792,13.63,-64.45972,20.883087,-19.64248,5.0578303
dense,62,11420,640,2795.68,525.13,0.13,0.71,6.483,44.727,1.0,1.0,481.007,89.464,311.8,4.315,311.704,62.439,101.372,4.142,2.233,442.618,348.937,4.168,1.0,1.0,49.17,79.322,377.672,7.712,2.084,105.063,96.522,7.316,78.242,702.358,4.176,113.651,1.0,513.123,15.054,8.796,72.357,201.571,1.0,4.417,42.418,296.733,4.823,1.0,365.431,12.209,7.705,112.933,192.979,120.681,7.315,-58.395058,-2.1025524,-21.053642,-1.8818296
dense,63,14612,580,237.14,72.1,0.57,0.84,8.676,14.455,1.0,1.0,739.285,40.917,297.925,3.21,344.069,73.498,62.404,16.708,1.0,639.845,214.507,4.168,1.0,1.0,42.887,31.37,234.373,1.0,2.084,75.925,62.691,13.632,52.495,781.518,2.588,74.037,1.0,303.946,5.685,7.682,50.401,85.857,1.0,4.417,35.791,412.141,4.823,1.0,452.079,19.215,1.0,41.576,192.979,117.356,8.578,-45.09977,-12.036705,-17.530134,-6.9641037
dense,64,18727,629,542.65,153.55,0.29,0.8,14.159,229.727,1.0,1.0,390.854,27.971,242.425,52.939,305.231,35.406,94.287,98.387,1.0,605.545,190.784,7.336,175.756,1.0,170.642,36.165,193.43,6.594,34.589,109.225,74.631,13.632,109.139,439.547,70.882,426.844,1.0,249.848,8.027,15.478,204.093,321.143,1.0,6.696,57.328,567.22,6.097,6.183,288.977,24.819,1.0,384.37,239.196,188.832,19.944,-64.849884,22.459465,-20.031813,6.5790315
dense,65,23990,627,327.18,122.92,0.27,0.63,6.483,91.818,11.142,1.0,96.027,1.0,9.325,21.997,3.158,36.635,1.0,1.0,1.0,481.206,293.583,4.168,9.256,1.0,51.264,1.0,62.414,1.0,4.251,1.0,14.93,7.316,109.139,385.718,1.0,61.658,1.0,44.278,2.171,8.796,39.423,89.714,1.0,5.556,30.821,109.195,16.291,95.588,199.781,13.61,1.0,210.874,57.883,162.236,4.789,-4.021469,13.021246,-5.177733,-4.643158
dense,66,13346,695,2606.43,717.7,0.06,0.59,10.869,68.273,31.426,1.0,373.798,38.759,336.775,6.525,307.389,56.295,74.213,13.566,1.0,506.931,209.235,6.28,12.008,1.0,53.358,32.968,361.295,4.356,4.251,100.9,54.731,10.474,73.093,567.786,10.529,275.818,1.0,303.946,5.685,9.91,105.291,203.5,1.0,3.278,55.672,336.404,3.548,4.887,421.497,17.813,7.705,44.374,178.758,115.694,14.893,-58.260338,8.476543,-19.633461,0.82323074
dense,67,13101,654,468.24,126.47,0.37,0.81,13.063,78.364,1.0,1.0,658.878,57.099,270.175,6.525,283.654,52.609,120.266,16.708,1.0,476.918,285.675,7.336,3.752,1.0,36.604,15.386,500.5,1.0,3.167,88.413,24.88,9.421,78.242,605.783,2.588,40.613,1.0,394.108,18.567,11.023,50.401,307.643,1.0,3.278,45.731,341.814,4.823,42.463,360.334,17.813,1.0,119.929,143.206,119.018,9.841,-50.66944,-13.207661,-19.34028,-6.321809
dense,68,17452,642,426.1,136.47,0.29,0.79,10.869,44.727,1.0,1.0,376.234,61.415,250.75,7.631,346.227,67.354,91.926,1.0,1.0,558.382,259.317,6.28,25.769,1.0,30.321,12.189,340.824,1.0,3.167,75.925,18.91,16.79,114.289,749.854,2.588,35.662,1.0,170.505,8.027,8.796,50.401,168.786,1.0,5.556,47.388,386.895,8.645,4.887,329.753,16.412,1.0,208.076,121.875,122.343,11.104,-40.265297,-4.051796,-15.771336,-4.6582856
dense,69,14180,640,226.7,72.94,0.54,0.87,10.869,7.727,16.213,1.0,537.049,59.257,297.925,6.525,408.799,75.956,80.117,1.0,1.0,489.781,293.583,5.224,1.0,1.0,36.604,32.968,394.049,3.237,1.0,80.087,80.602,9.421,47.345,616.865,8.941,20.807,1.0,358.043,10.369,12.137,22.956,83.929,1.0,6.696,42.418,406.731,3.548,1.0,362.883,17.813,1.0,72.357,228.53,110.707,8.578,-46.97744,-9.085932,-18.45859,-5.6222878
dense,70,8864,746,2986.77,510.6,0.14,0.81,14.159,512.273,41.569,1.0,792.89,47.39,364.525,49.624,376.434,48.923,162.777,158.075,4.7,498.356,261.953,11.56,28.521,1.0,95.245,10.59,402.238,28.968,11.835,179.987,128.363,99.953,165.784,390.468,42.294,102.509,1.0,632.137,56.045,11.023,165.67,272.929,1.0,5.556,44.075,554.597,6.097,617.763,497.952,22.017,27.819,385.769,303.189,283.579,12.367,-35.09567,-25.801561,-16.093008,-12.012158
dense,71,17533,699,364.35,123.9,0.3,0.73,10.869,54.818,1.0,1.0,463.951,51.705,142.525,5.42,255.605,50.151,84.84,1.0,1.0,573.388,151.245,6.28,2.376,1.0,30.321,13.787,197.525,1.0,2.084,80.087,16.92,8.369,78.242,635.864,1.0,46.803,1.0,120.014,6.856,9.91,44.912,269.071,1.0,5.556,42.418,370.666,4.823,28.21,260.944,16.412,4.352,229.063,75.658,115.694,11.104,-33.609253,-4.060953,-13.922089,-5.7435055
dense,72,15730,715,566.24,162.42,0.27,0.74,8.676,1.0,1.0,1.0,317.756,60.336,189.7,3.21,290.127,69.812,86.021,1.0,1.0,496.212,232.958,5.224,1.0,1.0,30.321,16.984,340.824,1.0,2.084,55.113,16.92,11.527,62.794,672.277,1.0,40.613,1.0,199.357,8.027,9.91,33.934,170.714,1.0,4.417,34.134,549.188,8.645,2.296,327.204,15.011,1.0,131.122,104.1,99.072,8.578,-40.320263,-3.3847961,-16.076092,-4.3563633
dense,73,23937,679,203.96,74.58,0.46,0.85,8.676,253.273,1.0,1.0,434.712,1.0,184.15,30.837,277.181,99.303,3.362,1.0,1.0,455.481,367.388,4.168,2.376,1.0,135.038,2.598,111.545,1.0,3.167,5.163,112.442,8.369,268.773,61.162,1.0,145.836,1.0,505.91,10.369,5.455,176.648,191.929,1.0,2.139,52.358,316.569,22.662,133.163,421.497,27.621,41.228,210.874,306.744,243.686,6.052,-47.017258,9.809673,-13.525486,1.0296395
dense,74,14999,689,304.87,104.33,0.35,0.84,7.58,1.0,1.0,1.0,615.02,50.626,214.675,3.21,283.654,64.897,48.234,1.0,1.0,481.206,217.142,3.112,1.0,6.176,28.226,170.43,316.258,1.0,2.084,75.925,18.91,9.421,67.943,548.788,1.0,25.758,1.0,321.978,5.685,8.796,149.203,26.071,1.0,3.278,32.478,175.915,6.097,1.0,355.237,10.808,1.0,33.181,121.875,74.138,4.789,-39.419083,-4.774315,-17.08724,-6.1104574
dense,75,14028,713,351.27,128.29,0.27,0.74,7.58,118.727,1.0,1.0,322.629,60.336,284.05,20.892,287.97,88.244,114.362,1.0,1.0,408.318,240.865,4.168,65.674,1.0,32.415,15.386,308.07,1.0,37.839,75.925,18.91,8.369,57.644,574.119,62.941,65.372,1.0,340.011,11.54,7.682,44.912,72.357,1.0,4.417,39.104,408.534,3.548,1.0,350.14,13.61,1.0,68.16,139.651,97.409,6.052,-43.335037,-1.2550488,-17.101305,-3.8044283
dense,76,24914,713,284.26,89.4,0.45,0.79,10.869,68.273,1.0,1.0,212.983,20.419,12.1,6.525,85.149,66.125,8.085,1.0,1.0,425.468,333.121,6.28,1.0,1.0,17.755,4.197,177.053,1.0,6.418,17.65,4.98,11.527,98.84,227.398,1.0,51.755,1.0,73.13,1.0,6.569,33.934,18.357,1.0,3.278,20.881,145.26,13.742,1.0,174.296,10.808,1.0,166.101,8.11,70.814,6.052,-2.8160057,14.340881,19.549353,-3.838905
dense,77,13588,709,280.42,99.13,0.36,0.78,9.773,4.364,1.0,1.0,271.461,65.73,272.95,2.105,354.857,68.583,83.66,1.0,1.0,579.82,232.958,6.28,2.376,1.0,34.509,23.378,365.389,1.0,2.084,42.625,26.871,11.527,73.093,759.353,10.529,15.855,1.0,282.307,8.027,9.91,61.379,68.5,1.0,4.417,37.448,303.946,3.548,1.0,370.528,12.209,1.0,13.592,125.431,94.085,12.367,-42.50505,-2.7869225,-16.581533,-3.970041
dense,78,11377,765,829.04,267.56,0.15,0.69,6.483,27.909,1.0,1.0,393.29,70.045,211.9,16.471,272.866,50.151,100.191,10.425,2.233,410.461,238.23,5.224,34.025,1.0,40.792,15.386,545.537,3.237,10.752,121.713,60.701,7.316,52.495,618.448,18.471,128.506,1.0,401.321,15.054,9.91,50.401,201.571,1.0,5.556,42.418,307.552,4.823,1.0,329.753,16.412,7.705,111.534,146.762,119.018,7.315,-49.5554,-4.899021,-18.942024,-3.9936917
dense,79,14712,755,545.7,198.16,0.17,0.64,13.063,54.818,1.0,1.0,476.134,46.311,245.2,19.787,331.123,78.413,88.383,1.0,1.0,494.069,206.599,6.28,62.921,1.0,34.509,23.378,463.652,1.0,19.42,80.087,44.781,16.79,52.495,681.777,32.765,35.662,1.0,260.668,9.198,14.365,66.868,55.0,1.0,5.556,35.791,343.617,4.823,2.296,401.11,15.011,1.0,119.929,146.762,104.058,9.841,-44.13012,-6.408308,-17.183231,-5.106154
dense,80,12541,745,310.69,105.65,0.35,0.8,9.773,14.455,1.0,1.0,288.517,46.311,300.7,4.315,367.803,71.041,81.298,10.425,1.0,457.624,412.198,6.28,2.376,1.0,38.698,48.952,410.426,3.237,2.084,63.438,44.781,10.474,114.289,570.952,1.0,20.807,1.0,379.682,9.198,8.796,33.934,122.5,1.0,2.139,35.791,484.271,3.548,3.591,373.077,19.215,1.0,77.954,271.192,100.734,13.63,-48.903564,-4.4432983,-18.427063,-3.7555828
dense,81,24102,775,472.72,149.47,0.27,0.74,10.869,64.909,6.071,1.0,183.744,1.0,3.775,16.471,35.523,37.863,1.0,1.0,1.0,476.918,267.224,8.392,1.0,1.0,24.038,1.0,29.66,1.0,4.251,1.0,14.93,18.896,140.036,458.545,2.588,92.606,1.0,1.0,1.0,8.796,55.89,103.214,1.0,3.278,34.134,260.668,16.291,13.957,80.003,13.61,1.0,307.416,4.555,172.21,8.578,-2.455038,11.977936,-3.4665434,-4.4140363
dense,82,16383,832,2047.79,498.83,0.1,0.65,10.869,81.727,6.071,1.0,310.446,35.523,206.35,9.841,238.343,44.007,103.734,4.142,2.233,504.788,177.604,6.28,40.905,1.0,38.698,13.787,328.541,1.0,10.752,84.25,26.871,12.58,57.644,485.46,15.294,181.736,2.129,152.473,11.54,12.137,88.824,213.143,1.0,6.696,44.075,379.682,3.548,1.0,301.719,16.412,1.0,154.908,86.324,115.694,12.367,-51.3294,15.977417,-16.67867,1.7604098
dense,83,26890,782,250.15,81.73,0.47,0.85,20.739,17.818,1.0,1.0,242.222,1.0,1.0,10.946,1.0,99.303,1.0,1.0,1.0,500.5,314.67,14.728,1.0,1.0,5.189,1.0,230.279,1.0,21.587,1.0,1.0,24.159,134.887,544.038,1.0,17.093,1.0,1.0,1.0,12.137,61.379,1.0,1.0,7.835,25.851,96.572,8.645,1.0,6.097,17.813,1.0,65.361,1.0,1.0,11.104,-4.320631,15.105558,-4.4238663,-3.662417
dense,84,25329,776,226.84,68.05,0.62,0.89,8.676,192.727,1.0,1.0,144.759,33.365,20.425,13.156,57.099,67.354,6.904,1.0,1.0,575.532,280.404,4.168,1.0,1.0,24.038,8.992,267.127,1.0,9.668,30.138,8.96,10.474,103.99,388.884,1.0,44.327,1.0,47.884,6.856,9.91,55.89,124.429,1.0,5.556,34.134,150.67,7.371,4.887,176.844,13.61,1.0,266.84,11.665,90.76,7.315,-4.929901,13.082218,-5.06083,-3.8742106
dense,85,11889,780,240.13,70.9,0.6,0.88,7.58,1.0,1.0,1.0,700.3,66.809,358.975,3.21,341.911,72.269,75.394,1.0,2.233,517.65,298.855,6.28,2.376,1.0,55.453,277.523,430.898,1.0,2.084,100.9,38.811,12.58,119.438,654.862,8.941,33.186,1.0,552.794,13.883,11.023,165.67,145.643,1.0,6.696,55.672,343.617,4.823,1.0,431.691,15.011,1.0,24.786,136.096,115.694,7.315,-51.930363,-12.713871,-20.034163,-6.7259216
dense,86,14219,801,385.52,182.4,0.15,0.61,6.483,41.364,16.213,1.0,256.841,54.942,284.05,4.315,307.389,66.125,82.479,4.142,1.0,440.474,185.512,3.112,3.752,1.0,32.415,12.189,299.881,1.0,2.084,71.763,28.861,8.369,57.644,627.948,1.0,26.996,1.0,257.061,10.369,7.682,33.934,215.071,1.0,4.417,25.851,334.601,3.548,3.591,373.077,9.407,1.0,63.962,143.206,109.045,8.578,-41.751293,-0.28010654,-15.857754,-3.4130592
dense,87,16272,788,255.55,86.83,0.43,0.84,13.063,14.455,1.0,1.0,554.105,46.311,284.05,9.841,432.533,58.753,97.83,51.264,1.0,485.494,151.245,6.28,3.752,6.176,40.792,8.992,263.033,5.475,2.084,92.575,98.512,11.527,31.897,602.616,1.0,45.565,1.0,177.718,8.027,11.023,55.89,157.214,1.0,4.417,27.507,321.978,4.823,1.0,446.982,12.209,1.0,167.5,331.63,122.343,12.367,-41.826065,-6.573125,-16.598433,-6.027573
dense,88,8069,890,1977.23,462.81,0.12,0.77,28.415,334.0,193.701,1.0,337.249,22.577,395.05,52.939,598.674,26.804,140.34,252.321,3.467,609.833,85.348,18.952,34.025,6.176,187.396,10.59,504.594,71.478,6.418,134.2,162.193,27.317,284.222,54.829,45.471,56.706,1.0,852.134,104.062,21.047,544.412,251.714,1.0,8.974,57.328,419.354,3.548,577.595,661.054,33.226,78.104,367.58,402.733,346.744,13.63,-35.010735,-28.985394,-16.258343,-13.194002
dense,89,17179,832,281.77,77.95,0.58,0.89,9.773,38.0,1.0,1.0,344.559,50.626,173.05,3.21,268.551,45.236,71.851,1.0,1.0,532.657,185.512,4.168,1.0,1.0,19.849,7.394,177.053,1.0,2.084,55.113,16.92,7.316,73.093,754.604,2.588,45.565,1.0,163.292,17.396,12.137,165.67,174.571,1.0,4.417,47.388,251.652,3.548,2.296,283.88,17.813,1.0,156.307,100.544,109.045,8.578,-35.037796,-0.95453453,-14.3442545,-4.243885
dense,90,12553,867,1224.8,247.75,0.25,0.78,16.352,21.182,102.421,1.0,546.795,109.962,295.15,17.576,320.335,84.557,106.096,73.255,50.333,466.2,298.855,37.961,14.76,130.404,86.868,208.792,209.807,20.018,51.925,188.312,120.402,54.687,212.129,699.192,32.765,40.613,1.0,646.563,43.162,16.592,215.071,49.214,5.803,5.556,95.433,388.699,9.92,8.774,418.949,17.813,57.99,7.996,274.747,185.507,35.1,-53.49205,-8.704924,-23.222277,-3.518666
dense,91,24256,851,233.94,71.56,0.57,0.87,9.773,68.273,1.0,1.0,69.224,1.0,1.0,6.525,1.0,53.838,1.0,1.0,1.0,575.532,301.491,5.224,42.281,1.0,17.755,4.197,185.242,1.0,5.334,1.0,4.98,9.421,88.541,423.715,1.0,46.803,1.0,1.0,1.0,9.91,66.868,6.786,1.0,6.696,47.388,116.408,12.468,1.0,87.648,17.813,1.0,219.269,8.11,80.787,6.052,-4.5261555,13.237144,-5.0464478,-3.9645772
dense,92,13967,849,239.2,81.24,0.46,0.81,9.773,4.364,1.0,1.0,451.768,68.967,211.9,4.315,257.762,56.295,95.468,1.0,3.467,395.455,283.04,5.224,2.376,1.0,24.038,15.386,336.73,2.119,4.251,75.925,24.88,19.948,78.242,734.022,4.176,28.234,1.0,260.668,16.225,12.137,28.445,124.429,1.0,5.556,24.194,468.042,3.548,1.0,299.171,13.61,1.0,180.092,100.544,107.383,9.841,-40.35402,-6.450119,-16.02436,-5.459525
dense,93,23808,871,437.47,139.62,0.28,0.78,14.159,105.273,1.0,1.0,420.093,1.0,1.0,31.942,7.473,37.863,5.723,1.0,1.0,444.762,232.958,9.448,61.545,1.0,38.698,2.598,95.168,1.0,23.754,13.488,6.97,18.896,134.887,398.384,34.353,132.219,1.0,69.523,1.0,15.478,132.736,157.214,1.0,4.417,37.448,220.996,12.468,125.389,108.036,16.412,1.0,363.382,114.765,202.13,8.578,37.407093,7.3334293,4.345816,0.37828726
dense,94,18425,950,2320.9,387.68,0.19,0.79,6.483,300.364,117.635,1.0,137.449,19.34,189.7,9.841,164.983,21.889,94.287,1.0,1.0,569.101,153.881,4.168,16.136,1.0,61.736,7.394,136.111,7.712,4.251,67.6,52.741,5.211,98.84,461.712,7.353,205.257,1.0,184.931,6.856,8.796,187.626,332.714,1.0,3.278,40.761,659.186,2.274,105.953,322.107,17.813,64.695,452.929,196.534,180.521,9.841,-57.015438,20.22263,-17.310692,3.388134
dense,95,12125,863,202.75,64.01,0.62,0.91,6.483,14.455,1.0,1.0,651.568,51.705,250.75,7.631,268.551,37.863,110.819,1.0,1.0,500.5,164.425,7.336,6.504,1.0,38.698,18.582,512.783,1.0,2.084,84.25,30.851,14.685,47.345,487.043,10.529,43.089,1.0,358.043,20.91,12.137,50.401,68.5,1.0,6.696,37.448,413.944,4.823,1.0,345.043,16.412,1.0,150.71,86.324,102.396,9.841,-47.067505,-11.846144,-18.26553,-6.6157346
dense,96,24309,878,277.15,82.17,0.52,0.86,15.256,38.0,1.0,1.0,171.561,1.0,1.0,7.631,3.158,45.236,1.0,1.0,1.0,485.494,261.953,6.28,1.0,1.0,13.566,82.518,29.66,1.0,3.167,1.0,4.98,12.58,67.943,456.962,1.0,56.706,1.0,19.032,1.0,11.023,66.868,8.714,1.0,3.278,35.791,82.146,13.742,1.0,77.454,13.61,1.0,135.319,15.221,50.867,11.104,-3.3567677,13.77383,-4.5688033,-4.3902555
dense,97,10682,946,1853.58,413.87,0.14,0.74,10.869,75.0,1.0,1.0,251.968,91.622,259.075,4.315,313.862,53.838,106.096,1.0,5.933,569.101,330.485,7.336,47.785,6.176,53.358,87.314,451.369,1.0,4.251,125.875,54.731,11.527,109.139,745.105,5.765,87.654,1.0,552.794,18.567,9.91,94.313,234.357,1.0,6.696,49.045,323.782,4.823,1.0,421.497,16.412,1.0,192.685,125.431,119.018,12.367,-56.745316,-1.5886497,-20.452888,-2.4493275
dense,98,25183,883,210.07,74.71,0.47,0.83,7.58,21.182,1.0,1.0,81.407,34.444,3.775,9.841,80.834,62.439,4.543,1.0,1.0,483.35,148.609,5.224,1.0,1.0,21.943,4.197,119.734,1.0,6.418,21.812,28.861,6.263,57.644,216.315,1.0,41.851,1.0,37.065,1.0,9.91,33.934,49.214,1.0,4.417,20.881,166.899,4.823,2.296,146.263,10.808,1.0,131.122,57.883,84.111,7.315,-4.282089,13.950542,-5.679436,-4.563714
dense,99,15683,886,203.74,78.07,0.42,0.84,5.386,4.364,1.0,1.0,303.137,47.39,211.9,4.315,264.235,57.524,83.66,1.0,1.0,431.899,180.24,4.168,2.376,1.0,28.226,15.386,271.221,1.0,2.084,67.6,16.92,9.421,42.196,531.372,2.588,34.424,1.0,192.144,10.369,9.91,33.934,139.857,1.0,4.417,29.164,442.796,3.548,1.0,319.559,12.209,1.0,184.29,104.1,105.72,8.578,-36.13101,-0.90206146,-13.554182,-4.34941
dense,100,14545,922,1153.8,191.23,0.4,0.85,8.676,17.818,6.071,1.0,493.19,43.075,275.725,7.631,333.281,56.295,90.745,29.274,1.0,506.931,217.142,4.168,2.376,1.0,40.792,24.976,291.693,17.781,1.0,88.413,84.582,12.58,67.943,589.951,1.0,77.751,1.0,224.603,6.856,11.023,50.401,114.786,1.0,4.417,32.478,338.208,3.548,1.0,408.755,16.412,7.705,59.765,136.096,114.032,9.841,-42.700535,-6.259945,-16.54374,-5.0667186
dense,101,13341,908,439.6,172.9,0.18,0.66,44.864,101.909,11.142,1.0,278.771,164.983,383.95,60.675,251.289,127.565,122.628,224.047,121.867,764.185,209.235,67.53,72.554,218.399,315.151,52.149,238.467,83.784,48.675,388.113,442.789,118.901,814.619,593.117,112.176,239.918,119.525,729.513,73.612,22.161,242.516,118.643,100.26,4.417,44.075,300.339,7.371,65.786,561.663,12.209,74.752,75.155,157.427,242.023,12.367,-61.522827,4.7287254,-23.210794,0.057928454
dense,102,16679,887,198.41,58.82,0.72,0.92,7.58,17.818,1.0,1.0,337.249,30.129,106.45,2.105,231.87,31.72,47.053,1.0,1.0,414.749,169.697,3.112,2.376,1.0,26.132,7.394,566.008,1.0,2.084,63.438,12.94,7.316,78.242,596.284,1.0,17.093,1.0,91.162,3.342,7.682,28.445,58.857,1.0,3.278,39.104,193.948,3.548,1.0,250.75,15.011,1.0,94.744,100.544,79.125,9.841,-13.015154,21.696152,-5.469954,-0.21328431
dense,103,12890,929,627.14,201.36,0.19,0.67,11.966,11.091,1.0,1.0,607.71,56.021,256.3,4.315,303.073,59.982,82.479,4.142,2.233,429.755,230.322,7.336,1.0,1.0,30.321,37.763,332.635,1.0,2.084,96.738,34.831,13.632,67.943,726.106,8.941,38.138,1.0,343.617,18.567,11.023,44.912,110.929,1.0,3.278,47.388,332.798,4.823,1.0,337.398,17.813,1.0,13.592,160.982,102.396,11.104,-44.519836,-9.523201,-17.73426,-5.874087
dense,104,14183,924,376.36,127.63,0.29,0.74,10.869,7.727,1.0,1.0,205.673,50.626,353.425,4.315,320.335,77.185,83.66,1.0,1.0,397.599,190.784,4.168,2.376,1.0,36.604,52.149,320.352,2.119,2.084,75.925,42.791,9.421,67.943,629.531,1.0,18.331,1.0,321.978,8.027,9.91,44.912,137.929,1.0,6.696,35.791,457.222,3.548,1.0,362.883,13.61,1.0,27.584,228.53,105.72,7.315,-44.08372,-1.4343128,-17.06325,-3.2911708
dense,105,19444,931,505.41,128.51,0.38,0.8,17.449,357.545,1.0,1.0,697.863,45.232,203.575,33.048,208.136,37.863,84.84,1.0,1.0,436.187,301.491,18.952,50.537,1.0,63.83,8.992,283.504,1.0,21.587,75.925,36.821,26.264,170.933,365.136,96.294,208.97,1.0,531.155,22.081,24.388,231.538,434.929,1.0,11.252,65.612,426.567,8.645,238.117,268.589,37.429,1.0,829.303,125.431,373.339,14.893,-29.74582,-17.105818,-13.5548,-9.855907
dense,106,23522,914,358.95,109.0,0.38,0.86,14.159,344.091,1.0,1.0,364.051,2.079,37.075,27.522,18.261,34.177,2.181,1.0,1.0,429.755,190.784,9.448,1.0,1.0,49.17,1.0,95.168,1.0,2.084,9.325,14.93,14.685,109.139,425.298,1.0,156.978,1.0,239.029,2.171,6.569,39.423,743.5,1.0,6.696,37.448,929.673,6.097,599.623,273.686,13.61,1.0,923.046,72.103,619.349,7.315,-3.288437,-33.804085,-12.175445,-10.144505
dense,107,26691,912,223.64,98.72,0.29,0.67,37.188,34.636,1.0,1.0,217.856,141.248,1.0,27.522,20.419,122.649,1.0,1.0,1.0,500.5,206.599,31.625,1.0,1.0,24.038,96.904,430.898,1.0,38.923,34.3,2.99,57.845,191.531,588.368,2.588,50.517,1.0,1.0,22.081,25.502,50.401,2.929,1.0,7.835,34.134,107.392,13.742,1.0,41.776,20.616,1.0,42.975,1.0,24.271,17.418,-5.505335,16.176912,-4.594967,-2.543921
dense,108,14030,960,824.7,253.03,0.16,0.61,11.966,7.727,1.0,1.0,325.066,66.809,281.275,5.42,277.181,71.041,87.202,7.283,3.467,414.749,190.784,7.336,1.0,1.0,28.226,18.582,443.18,2.119,3.167,71.763,24.88,14.685,83.392,642.197,2.588,24.52,1.0,253.455,11.54,11.023,33.934,168.786,2.601,5.556,30.821,435.583,4.823,1.0,357.786,17.813,7.705,184.29,111.21,112.369,9.841,-42.399994,-3.1175232,-16.954647,-3.9449916
dense,109,24574,933,291.86,89.1,0.46,0.86,9.773,118.727,1.0,1.0,78.971,2.079,3.775,8.736,76.518,64.897,1.0,1.0,1.0,474.775,161.789,4.168,1.0,1.0,17.755,12.189,95.168,1.0,5.334,9.325,10.95,12.58,114.289,76.994,1.0,45.565,1.0,47.884,1.0,9.91,33.934,51.143,1.0,4.417,40.761,121.818,11.194,1.0,212.523,12.209,1.0,161.903,18.776,75.8,6.052,-1.6134415,15.941841,22.681166,2.4170527
dense,110,12198,976,1013.45,341.16,0.11,0.66,10.869,14.455,1.0,1.0,376.234,71.124,300.7,5.42,305.231,61.21,81.298,1.0,3.467,519.794,261.953,8.392,3.752,1.0,38.698,36.165,373.578,1.0,2.084,117.55,68.661,18.896,83.392,599.45,10.529,23.283,1.0,383.289,12.712,11.023,50.401,118.643,1.0,5.556,39.104,275.094,6.097,1.0,403.658,16.412,1.0,35.979,125.431,107.383,8.578,-48.66111,-2.880642,-18.639265,-3.7987206
