cell,x,y,area µm²,PSD-95,NeuN,CD68,CD11c,E5,E9,CD8,H2A.x,CD3e,ATG7,CD163,ApoE,E7,Olig2,HLA-A,SMA,TMEM119,Vimentin,CD11b,Synaptophysin,a-Beta,CD4,CD40,CD45,CD34,PCNA,Claudin-5,E2,E10,DAPI_1,CD31,HLA-DR,Gal3,AQP4,GFAP,E6,CD74,IBA1,CD14,P2Rx7,MAP2,CD44,E3,CollagenIV,S100B,E4,E1,E8,None,UMAP_1,UMAP_2,TSNE_1,TSNE_2
7905,17204,4553,199.98,48.571,17.297,67.367,122.649,47.731,1.0,82.326,260.855,270.845,282.548,33.313,185.923,18.819,16.549,14.098,1.0,17.458,267.264,114.265,10.033,1.0,99.139,169.827,226.818,212.487,137.81,151.849,2.093,94.336,11.217,140.881,15.66,78.499,73.435,23.299,158.11,162.496,36.089,72.281,143.714,83.861,3.281,339.155,8.536,9.575,407.557,33.435,3.079,77.372,25.722168,20.222702,-20.73456,2.795985
7906,25368,337,198.98,36.161,12.408,28.944,101.76,11.385,389.991,10.036,193.871,146.831,345.525,17.156,369.814,174.739,21.732,5.763,1.0,50.374,164.621,58.765,13.646,1.0,418.718,46.698,89.364,241.706,5.275,93.907,2.093,289.213,159.932,99.125,28.226,21.171,90.538,202.807,206.868,84.854,24.737,65.898,104.265,465.488,1.0,88.632,6.383,9.575,294.504,109.117,6.198,129.109,-9.4432955,-3.4213753,5.4511213,12.7348175
7907,17020,13672,384.89,27.888,2.63,70.86,48.923,70.577,184.445,178.712,87.618,178.983,98.554,13.117,180.758,4.341,85.222,12.907,2.682,7.583,124.986,96.143,33.517,2.181,96.622,82.24,154.409,108.135,15.251,118.882,10.837,215.364,87.277,69.897,62.783,24.356,84.502,184.968,307.634,200.8,19.576,16.958,142.554,110.703,3.281,47.393,27.913,108.189,349.943,155.607,44.661,243.667,28.267818,-19.758003,-5.5449934,-21.42937
7908,5327,10967,252.14,68.22,25.445,130.241,148.454,52.923,195.496,105.418,207.729,324.814,361.578,9.078,147.699,135.759,34.689,49.819,2.682,40.499,366.86,139.184,2.807,1.0,28.68,336.116,441.591,270.925,122.134,319.681,11.93,81.002,262.102,130.442,90.009,58.328,43.254,186.083,235.039,173.884,53.633,77.601,195.927,156.218,3.281,193.789,33.295,11.004,334.725,184.799,5.158,81.068,53.981716,5.5478935,-36.686283,2.2988727
7909,13499,10245,158.62,95.109,17.297,77.846,35.406,190.0,124.77,115.458,62.21,126.162,72.622,9.078,140.467,149.124,174.626,59.344,4.364,4.292,58.928,98.408,6.42,1.0,94.106,205.37,329.909,85.873,60.854,246.754,4.279,84.079,56.626,241.094,46.028,40.281,103.616,203.922,144.024,188.377,39.185,18.022,136.753,41.847,3.281,208.223,3.153,8.146,449.952,156.688,4.119,226.422,39.22207,18.866745,-27.634775,11.506154
7910,18017,10902,183.2,157.158,82.485,42.916,138.624,35.269,314.845,71.281,42.577,99.752,338.116,7.732,28.893,42.207,51.533,1.0,2.682,73.415,65.025,61.031,188.877,1.0,68.942,100.011,240.318,63.611,95.057,87.913,5.372,73.822,125.875,84.511,77.443,16.925,113.677,72.357,167.861,124.193,35.057,25.47,41.61,339.446,229.082,1.0,39.754,9.575,479.303,22.623,1.0,25.636,-12.611481,-36.20558,10.277636,-4.115031
7911,21878,734,179.65,104.416,9.148,27.198,37.863,5.154,18.681,33.129,10.239,112.383,244.267,6.385,315.06,85.642,52.829,162.936,1.0,45.437,105.677,29.316,114.81,1.0,121.786,78.432,386.364,137.354,237.568,93.907,171.508,153.824,165.608,54.238,73.255,23.294,108.647,410.189,211.202,84.854,14.416,29.725,198.247,645.215,14.685,75.229,1.0,298.27,254.283,51.815,1.0,109.4,-34.68606,6.222128,14.836137,-19.791014
7912,5794,14489,563.54,11.342,1.0,76.1,56.295,150.538,153.502,69.273,85.309,228.359,98.554,9.078,135.302,39.98,6.183,34.34,9.409,2.646,377.022,107.469,1.0,5.723,139.401,158.403,237.864,131.788,46.603,79.921,41.441,143.568,115.658,71.984,115.142,40.281,92.55,235.141,233.956,168.708,13.384,16.958,204.049,44.181,1.0,222.656,163.553,1.0,492.347,118.847,124.706,66.286,39.582504,32.569946,-27.958067,1.2417159
7913,64,5182,131.61,175.773,62.928,70.86,286.077,9.308,40.783,34.133,9.084,268.548,629.543,7.732,127.037,1.0,43.759,245.094,7.727,163.934,167.669,124.459,268.363,21.074,58.877,215.525,191.227,379.451,375.803,345.655,226.158,28.693,69.114,164.89,357.038,30.726,217.299,139.254,395.399,20.669,26.801,94.623,61.334,450.317,183.466,1.0,124.798,309.704,265.153,124.253,24.909,13.318,-55.81028,-7.0160313,25.790749,-14.361885
7914,13143,13954,123.94,88.904,17.297,65.621,115.277,89.269,45.204,109.434,183.476,114.679,230.684,7.732,109.475,4.341,3.591,18.861,2.682,27.333,124.986,91.612,194.297,2.181,106.688,145.709,298.0,58.046,3.85,215.785,8.651,48.181,147.444,59.458,79.538,38.157,117.701,130.335,253.459,187.342,13.384,24.406,172.721,159.72,83.11,230.904,6.383,5.288,412.992,52.896,8.277,154.977,12.924612,-23.68649,-2.466899,-11.410196
7915,18569,17335,181.5,85.801,74.336,51.649,126.336,44.615,54.044,68.269,22.943,167.5,135.6,6.385,8.232,68.936,1.0,5.763,6.045,109.623,130.067,83.684,290.042,4.543,1.0,113.975,239.091,35.784,12.401,59.941,14.116,14.334,60.032,40.668,124.566,19.048,80.477,209.497,291.382,94.171,6.16,14.831,81.059,1.0,160.658,5.124,65.591,1.0,627.141,44.247,5.158,122.949,14.980267,-36.116623,1.6553862,-16.840683
7916,10948,764,186.05,155.09,43.372,21.958,99.303,11.385,1.0,44.173,26.408,84.824,555.451,6.385,103.276,5.455,221.272,2.191,1.0,96.456,229.662,45.173,185.264,1.0,11.065,75.893,66.045,219.444,35.203,328.672,1.0,42.027,8.947,178.461,8.33,28.603,24.139,201.692,428.988,54.832,8.224,28.661,27.686,494.665,201.712,128.839,1.0,6.717,401.035,1.0,1.0,89.691,-34.91207,-42.707336,26.99393,-0.29108536
7917,22306,6777,216.04,147.851,25.445,55.142,170.572,4.115,23.102,53.209,10.239,187.021,380.101,5.039,84.68,31.07,48.942,117.689,1.0,91.519,116.856,84.816,118.423,1.0,28.68,197.753,172.818,158.224,314.524,177.823,87.347,32.796,25.975,104.345,80.585,31.787,121.725,320.992,252.375,65.184,27.833,55.259,186.645,404.801,58.021,10.279,19.301,319.708,293.417,5.325,1.0,23.173,-39.87275,4.0990524,16.852259,-18.870455
7918,1283,9435,152.36,186.115,36.853,104.044,213.579,69.538,290.533,111.442,41.422,314.479,624.603,10.425,74.35,214.833,402.673,234.378,11.091,52.02,159.539,112.0,149.134,5.723,51.327,341.193,561.864,180.486,83.656,422.578,160.578,53.309,245.074,177.417,256.509,44.527,174.039,407.959,327.138,83.819,29.897,28.661,166.92,487.662,83.11,21.619,161.4,218.236,260.805,123.172,102.875,223.958,-58.66944,4.364704,28.191923,-19.571243
7919,8104,14363,281.56,4.102,2.63,84.832,74.727,68.5,339.157,79.314,119.956,240.99,147.948,15.81,101.21,16.592,4.887,15.288,6.045,2.646,204.255,93.878,1.0,2.181,114.237,244.72,318.864,130.397,33.777,115.885,20.674,159.978,264.373,85.555,66.972,70.006,113.677,260.785,165.694,223.575,18.544,24.406,186.645,48.849,1.0,290.7,96.809,1.0,429.298,124.253,26.989,211.64,58.6623,15.941067,-37.429386,7.093204
7920,15497,15240,135.16,6.171,12.408,95.311,277.476,97.577,107.088,61.241,3.31,252.472,217.1,37.352,436.965,130.191,2.296,152.219,7.727,17.458,62.993,229.796,11.839,3.362,63.909,265.03,387.591,212.487,60.854,126.874,135.439,84.079,116.793,58.414,183.208,37.096,181.082,256.325,278.38,115.911,11.32,36.109,327.038,36.012,1.0,33.991,36.525,265.399,585.834,121.01,25.949,94.618,-32.379715,22.99635,-14.20615,-13.589403
7921,11853,8201,250.15,103.382,18.927,76.1,131.251,103.808,80.566,85.338,69.14,191.614,251.676,14.464,237.578,21.047,39.872,22.433,4.364,12.521,219.499,112.0,2.807,3.362,76.491,155.864,126.182,215.27,26.652,180.82,10.837,142.542,54.356,160.715,95.245,53.02,112.671,298.693,242.624,129.369,50.537,44.62,216.812,115.371,1.0,340.186,13.918,9.575,356.466,63.708,7.237,141.427,23.307693,24.571192,-19.499477,6.135175
7922,25565,15104,171.83,32.025,5.889,60.381,52.609,9.308,93.827,23.088,57.591,150.276,17.053,7.732,1.0,76.732,1.0,9.335,7.727,75.061,123.969,46.306,38.937,6.904,1.0,120.321,213.318,1.0,76.531,47.953,19.581,84.079,120.199,104.345,110.953,15.863,57.338,210.612,356.393,35.163,4.096,39.3,316.596,1.0,76.267,2.031,82.815,2.429,390.164,4.244,55.056,99.545,-11.796436,45.90652,-18.760979,-21.363619
7923,17728,12690,350.77,44.435,14.038,53.395,134.937,28.0,126.98,111.442,47.197,129.607,319.593,10.425,107.408,4.341,1.0,6.954,1.0,68.478,150.393,91.612,163.586,1.0,73.975,120.321,217.0,208.313,70.83,101.899,3.186,104.592,161.067,76.16,56.5,26.479,109.653,118.07,447.408,171.813,16.48,25.47,91.502,276.425,85.39,6.155,3.153,8.146,424.95,78.844,1.0,57.663,-8.629074,-29.030115,11.176072,-6.527541
7924,3141,5832,263.08,194.388,27.075,41.17,206.207,120.423,387.781,24.092,9.084,205.393,596.201,6.385,13.397,251.585,16.549,22.433,6.045,157.351,28.439,87.082,349.656,2.181,116.753,190.137,320.091,220.836,35.203,158.842,10.837,26.642,260.967,47.975,141.321,38.157,22.127,5.46,474.496,117.981,14.416,31.853,13.763,512.171,229.082,1.0,144.176,16.721,420.602,97.224,61.293,161.136,53.29593,-27.243958,19.254038,11.783669
7925,13357,57,323.63,114.758,49.891,25.451,89.472,21.769,1.0,6.02,26.408,106.641,351.7,7.732,150.798,6.569,3.591,1.0,1.0,213.308,184.946,63.296,239.459,1.0,21.131,68.277,61.136,300.143,102.183,160.84,1.0,47.155,5.541,116.871,3.094,36.034,8.042,13.265,507.001,78.642,25.769,58.45,25.366,571.69,320.315,62.858,1.0,5.288,433.646,4.244,1.0,25.636,-32.418465,-40.88841,26.223446,0.197897
7926,2697,14632,339.83,5.137,4.259,107.537,142.31,385.231,619.85,72.285,81.844,321.369,218.335,11.771,142.534,320.635,29.506,62.917,12.773,4.292,384.136,143.714,4.613,10.447,91.589,243.451,489.455,282.056,109.308,201.799,55.65,126.131,360.867,118.959,145.509,46.65,78.465,235.141,239.373,322.958,11.32,21.214,206.369,117.706,10.123,255.647,385.314,1.0,415.166,398.87,219.304,465.393,73.07977,19.638546,-43.15932,10.039231
7927,23114,2836,247.16,102.348,18.927,56.888,105.446,10.346,1.0,15.056,169.617,221.469,194.873,10.425,88.813,6.569,13.957,1.0,1.0,104.685,68.074,84.816,250.298,1.0,141.917,91.126,52.545,231.967,89.357,135.865,1.0,43.052,44.139,182.636,11.472,15.863,40.236,37.794,166.778,91.065,9.256,35.045,38.129,449.15,53.459,1.0,1.0,12.433,295.591,36.679,1.0,7.159,-12.562351,-52.17164,6.2727838,2.9871964
7929,7947,6797,650.24,123.031,20.556,91.818,93.159,2.038,122.56,51.201,32.183,273.141,570.269,9.078,73.316,44.435,37.28,1.0,1.0,121.143,46.732,145.98,158.166,1.0,28.68,267.569,401.091,144.311,109.308,152.848,1.0,22.539,239.398,83.467,11.472,25.418,105.628,142.599,453.909,42.409,26.801,64.834,75.258,475.992,103.637,139.149,2.077,13.863,312.984,2.081,1.0,78.604,-30.092533,-24.984535,19.051172,4.4437876
7930,14105,15520,237.64,16.512,20.556,90.072,148.454,31.115,1.0,41.161,410.994,253.621,126.956,10.425,29.927,3.227,48.942,26.005,6.045,53.666,92.465,98.408,98.552,2.181,126.819,112.705,53.773,148.485,50.879,264.736,27.232,9.205,33.922,109.564,110.953,28.603,65.387,210.612,219.87,46.55,8.224,30.789,156.477,17.339,26.089,7.186,67.744,11.004,401.035,36.679,20.751,5.927,22.952646,-18.390018,-5.5876784,-15.109558
7931,18449,6868,375.36,262.643,41.742,58.635,67.354,8.269,40.783,70.277,119.956,125.014,91.145,5.039,62.986,14.365,118.911,3.381,1.0,109.623,99.579,114.265,371.335,1.0,26.164,116.513,244.0,115.092,43.753,159.841,3.186,26.642,89.548,129.398,54.406,30.726,78.465,287.544,269.711,105.559,43.313,54.195,172.721,239.079,258.733,26.774,2.077,32.442,347.769,3.162,1.0,3.464,1.1881752,-34.26956,2.0733254,-7.184992
7932,8070,4182,339.55,203.696,41.742,39.423,147.225,1.0,54.044,71.281,77.224,220.321,572.739,9.078,35.092,25.502,67.082,3.381,1.0,99.748,26.407,44.041,217.781,1.0,46.295,146.978,166.682,129.006,58.004,198.802,1.0,32.796,98.63,135.661,20.896,22.233,79.471,189.427,270.795,11.352,30.929,26.534,74.098,523.841,140.13,1.0,7.459,12.433,351.03,12.893,1.0,7.159,-31.521202,-43.762077,19.639242,2.6372406
7933,12903,4991,380.91,99.245,17.297,63.874,150.911,36.308,1.0,86.342,40.267,212.283,414.677,7.732,176.626,3.227,30.802,4.572,1.0,28.979,289.623,93.878,31.711,1.0,53.844,168.558,224.364,151.267,95.057,212.788,2.093,69.72,3.27,110.608,54.406,59.39,128.767,172.703,319.553,131.439,23.705,35.045,127.47,522.674,28.37,152.551,2.077,8.146,341.247,59.383,1.0,34.259,0.20599747,14.848429,-8.245564,10.630247
7935,279,11337,156.06,41.332,9.148,56.888,173.03,5.154,49.624,34.133,2.155,174.39,355.404,5.039,23.728,52.231,2.296,16.479,9.409,9.229,283.525,37.245,51.582,4.543,174.63,148.248,139.682,63.611,83.656,34.966,46.906,14.334,112.252,22.922,147.604,17.986,23.133,164.898,410.568,11.352,5.128,26.534,148.355,59.353,144.692,6.155,149.558,3.858,444.517,85.331,10.356,98.313,33.153275,45.78336,-30.272871,-6.6686287
7936,6726,7211,69.07,261.609,131.375,81.339,153.369,7.231,25.312,83.33,7.929,334.0,383.806,10.425,57.82,14.365,35.984,66.489,1.0,91.519,140.23,142.582,338.817,1.0,204.826,311.997,566.773,236.141,113.583,232.768,67.673,43.052,174.69,15.614,141.321,24.356,131.785,355.556,526.504,109.699,28.865,36.109,257.422,570.523,521.027,64.92,1.0,163.927,545.613,2.081,1.0,29.332,-34.08994,-24.77027,21.167818,-6.925592
7937,17069,10758,312.97,233.686,40.113,62.128,182.86,13.462,129.19,80.318,21.788,188.169,283.782,13.117,8.232,12.137,33.393,8.144,1.0,157.351,64.009,90.48,299.074,1.0,43.778,125.399,261.182,172.138,83.656,129.871,13.023,65.617,142.903,85.555,91.057,48.774,92.55,119.185,358.56,108.664,40.217,53.131,110.066,372.124,222.24,3.062,13.918,59.597,584.746,20.461,1.0,1.0,-10.688297,-38.887634,7.399296,-5.64319
7938,17870,14621,178.8,9.273,5.889,81.339,168.114,40.462,5.42,44.173,12.549,230.655,376.397,14.464,209.685,115.712,91.7,297.485,2.682,19.104,202.223,117.663,15.452,2.181,11.065,311.997,458.773,97.004,62.28,237.763,125.602,145.619,105.441,132.53,137.132,32.849,174.039,441.407,332.555,110.735,11.32,30.789,209.85,59.353,5.562,26.774,38.678,271.116,346.682,2.081,36.344,51.504,-33.041107,21.721134,-15.745865,-11.686568
7939,777,5993,224.0,140.612,51.52,49.902,166.886,47.731,219.808,24.092,13.704,277.734,614.724,9.078,37.158,143.555,65.786,197.466,7.727,99.748,291.655,88.214,165.392,3.362,56.36,252.337,464.909,300.143,314.524,376.624,216.321,34.847,226.91,148.188,322.481,44.527,155.931,115.84,342.307,79.678,60.857,39.3,75.258,275.258,115.041,198.944,139.87,231.099,386.903,130.74,51.938,71.213,-57.03369,-0.9762764,26.608465,-17.34724
7942,15669,14266,303.16,14.444,2.63,102.297,84.557,73.692,96.038,93.37,378.657,118.124,120.781,15.81,249.975,5.455,30.802,30.768,2.682,9.229,184.946,114.265,6.42,2.181,51.327,108.897,121.273,186.052,73.68,230.77,14.116,222.544,85.007,116.871,60.689,80.623,87.52,206.152,229.621,178.025,32.993,56.323,183.164,40.68,1.0,102.034,10.689,6.717,403.209,124.253,15.554,219.031,25.418156,-16.682652,-6.41593,-19.75188
7943,25858,12461,268.06,321.59,43.372,62.128,223.41,74.731,3.21,102.406,4.465,141.09,518.405,9.078,33.026,34.411,11.366,74.824,2.682,241.287,127.018,112.0,477.919,18.713,8.549,136.823,377.773,177.703,99.332,200.8,42.534,220.493,22.569,65.721,219.858,24.356,189.13,178.278,354.226,257.738,16.48,38.236,42.77,419.973,276.979,23.681,5.306,133.914,422.776,69.114,12.435,66.286,-21.798573,-33.75959,17.653572,-4.261573
7944,19194,8453,511.81,183.012,58.039,58.635,157.055,97.577,476.188,49.193,50.661,221.469,340.586,7.732,4.099,163.602,23.027,2.191,1.0,84.936,103.644,89.347,306.3,1.0,436.332,152.056,419.5,166.572,112.158,75.925,2.093,47.155,258.697,64.677,81.632,22.233,66.393,110.266,337.973,171.813,39.185,38.236,50.892,383.794,153.815,2.031,20.377,12.433,415.166,57.221,1.0,248.594,49.708496,-28.943386,14.211428,13.799984
7945,5718,2323,123.08,168.534,20.556,35.93,150.911,1.0,16.471,32.125,14.859,144.534,581.383,10.425,87.78,23.274,157.782,65.298,1.0,157.351,137.181,67.827,237.653,1.0,18.615,139.362,226.818,261.185,284.596,252.748,68.766,16.385,48.68,91.818,121.425,34.972,112.671,85.737,412.735,34.127,19.576,40.364,34.648,453.818,140.13,138.118,1.0,109.618,377.12,3.162,1.0,66.286,-50.54753,-14.186893,25.123648,-11.010173
7946,10635,15672,208.22,71.323,7.519,90.072,152.14,47.731,27.522,89.354,360.178,211.134,225.744,9.078,42.324,35.525,3.591,58.154,6.045,33.916,134.132,91.612,261.137,3.362,124.302,160.942,267.318,149.876,38.053,248.752,41.441,21.513,86.142,67.809,152.84,28.603,108.647,256.325,199.283,65.184,5.128,29.725,161.118,286.929,92.233,46.362,78.509,49.592,409.731,64.789,17.633,81.068,11.88455,-25.549747,-3.0788429,-12.307826
7947,20141,13455,64.53,50.64,31.964,63.874,182.86,109.0,175.604,102.406,3.31,282.328,357.874,13.117,26.827,65.595,3.591,329.634,1.0,99.748,175.8,116.531,120.23,2.181,3.516,182.521,466.136,102.57,217.616,223.777,104.835,259.468,211.017,156.539,300.491,37.096,186.112,171.588,171.112,336.416,11.32,29.725,43.93,380.293,151.534,12.341,9.612,491.21,453.213,103.711,8.277,248.594,-47.804413,4.0675545,21.226421,-18.459278
7948,9208,9989,20.04,102.348,27.075,86.579,153.369,8.269,3.21,73.289,72.605,222.617,380.101,11.771,178.692,31.07,258.848,23.623,1.0,5.937,412.592,87.082,1.0,1.0,6.033,234.565,236.636,152.659,43.753,336.664,4.279,66.643,47.544,324.605,54.406,85.931,88.526,352.211,441.99,55.867,44.345,40.364,252.78,136.379,1.0,291.731,1.0,12.433,340.16,64.789,1.0,134.036,20.066452,26.50427,-16.95699,3.2337978
7949,12839,465,338.84,158.193,12.408,9.733,107.904,19.692,1.0,10.036,18.324,67.6,482.595,3.693,109.475,9.91,4.887,1.0,1.0,93.165,98.563,32.714,261.137,1.0,18.615,22.579,41.5,181.877,49.454,79.921,1.0,69.72,3.27,68.853,7.283,17.986,18.103,79.047,382.397,67.255,16.48,28.661,48.571,515.672,238.205,1.0,2.077,3.858,411.905,6.406,1.0,24.404,-24.566786,-15.5420685,5.699429,21.068209
7951,10618,16462,205.38,50.64,5.889,63.874,153.369,2.038,102.668,47.185,113.027,153.721,461.602,7.732,2.033,15.478,1.0,60.535,4.364,38.853,62.993,55.367,234.04,2.181,76.491,124.13,101.636,138.745,120.709,116.884,34.883,4.077,255.291,59.458,148.651,27.541,145.87,216.186,204.701,18.599,3.064,19.086,60.174,125.875,224.521,1.0,20.377,86.751,472.78,9.649,2.04,110.631,3.6029854,-42.42103,33.493298,9.644852
7954,2460,184,87.27,57.879,23.816,393.963,486.369,37.346,1.0,3.008,4.465,84.824,612.255,2.346,135.302,44.435,23.027,68.87,4.364,677.423,36.57,84.816,380.367,867.745,3.516,245.99,40.273,610.418,1.0,177.823,1.0,3.051,14.623,36.492,91.057,338.6,11.06,481.546,372.645,48.621,105.235,261.655,62.495,120.04,217.678,366.991,1.0,8.146,466.258,5.325,1.0,57.663,-43.77725,-37.998234,28.940079,-4.778618
7955,12682,7369,36.24,105.45,10.778,74.353,110.362,4.115,5.42,86.342,5.62,261.659,154.122,11.771,189.023,2.114,38.576,17.67,1.0,28.979,90.432,152.776,57.002,1.0,31.196,205.37,225.591,149.876,16.676,127.873,1.0,112.798,64.573,43.799,10.425,62.575,84.502,373.395,214.452,105.559,37.121,35.045,204.049,69.856,14.685,358.743,1.0,8.146,445.604,4.244,1.0,51.504,32.407524,24.06311,-23.511412,7.662868
7956,15860,15781,175.39,30.991,38.483,56.888,233.24,34.231,1.0,78.31,22.943,139.941,60.273,10.425,117.739,3.227,10.07,15.288,4.364,68.478,103.644,116.531,196.103,2.181,94.106,100.011,210.864,141.528,32.352,81.919,13.023,32.796,15.758,33.361,150.745,24.356,73.435,123.645,302.217,99.347,11.32,26.534,79.899,11.504,14.685,1.0,69.897,2.429,573.876,41.003,5.158,4.695,19.713764,-30.05709,-1.3460083,-16.95995
7957,6999,4717,592.39,197.491,89.003,74.353,107.904,58.115,202.126,89.354,9.084,83.676,678.937,13.117,154.931,57.799,33.393,14.098,1.0,104.685,424.787,125.592,215.975,38.787,16.098,195.215,477.182,307.1,60.854,201.799,2.093,146.645,169.014,45.887,128.755,58.328,65.387,129.22,538.423,223.575,54.665,51.003,25.366,468.989,222.24,143.272,1.0,15.292,386.903,38.841,2.04,184.54,-33.700424,-33.49668,22.836048,-2.2557614
7958,2884,13458,233.66,2.034,1.0,77.846,98.074,293.846,352.418,21.08,27.563,252.472,219.57,9.078,110.508,180.308,2.296,36.721,12.773,1.0,352.632,118.796,1.0,6.904,134.368,232.027,174.045,122.049,154.912,96.904,49.092,104.592,275.725,68.853,144.462,32.849,30.175,73.472,262.127,213.223,8.224,23.342,126.31,29.009,3.281,173.17,285.198,1.0,378.207,313.458,246.332,310.185,68.66078,18.235493,-41.53265,9.466471
7959,25481,15540,38.09,2.034,1.0,51.649,19.432,2.038,73.936,54.213,3.31,51.524,2.235,10.425,13.397,72.278,1.0,46.247,2.682,10.875,189.011,44.041,1.0,6.904,1.0,158.403,326.227,46.915,1.0,5.995,17.395,35.873,117.928,16.658,44.981,22.233,53.314,613.11,547.091,49.656,2.032,33.981,667.0,1.0,1.0,468.025,10.689,1.0,657.579,44.247,1.0,15.782,34.918297,0.5735378,-23.79227,-20.506626
7960,19788,14921,130.33,196.457,22.186,62.128,252.9,159.885,458.507,65.257,2.155,177.834,476.42,10.425,28.893,336.227,2.296,111.735,7.727,177.1,88.4,83.684,365.915,6.904,33.713,181.252,483.318,108.135,156.337,133.867,137.625,86.13,191.718,37.536,277.453,29.664,189.13,178.278,489.665,146.968,12.352,30.789,47.411,429.31,135.568,4.093,117.263,286.837,576.05,148.039,72.728,222.726,51.836655,-25.23119,16.408195,13.592481
7961,11050,5131,230.96,98.211,33.594,84.832,171.801,56.038,1.0,102.406,17.169,209.986,612.255,10.425,249.975,70.05,90.405,136.74,1.0,93.165,127.018,138.051,13.646,1.0,53.844,667.423,423.182,212.487,156.337,291.709,77.51,104.592,10.082,259.884,74.302,57.267,173.033,394.579,279.463,155.25,42.281,48.875,240.017,570.523,78.548,211.316,2.077,248.249,262.979,59.383,1.0,114.327,-42.16557,11.015223,-12.6972065,22.874985
7962,19516,8997,174.82,141.646,18.927,39.423,93.159,104.846,507.131,41.161,7.929,187.021,235.623,5.039,11.331,170.284,17.844,2.191,1.0,66.832,31.488,70.092,179.844,1.0,86.557,119.052,338.5,73.351,303.123,21.979,2.093,73.822,302.97,42.755,65.925,14.801,51.302,2.115,245.874,200.8,40.217,28.661,19.564,194.731,213.116,1.0,19.301,11.004,376.033,57.221,1.0,235.044,48.93627,-28.501673,2.0819683,-1.2534963
7964,8487,17213,418.14,41.332,4.259,67.367,41.55,24.885,89.407,73.289,213.504,118.124,155.357,7.732,22.695,114.599,48.942,37.912,9.409,19.104,176.816,51.969,131.069,5.723,68.942,228.219,318.864,27.436,42.328,173.827,41.441,88.182,111.117,90.774,126.66,27.541,93.556,318.762,237.206,54.832,9.256,19.086,192.446,120.04,51.178,155.644,46.213,2.429,437.995,9.649,64.412,94.618,15.710983,-14.708572,-7.2581773,-11.353361
7965,13696,14557,215.18,52.708,9.148,76.1,139.852,10.346,54.044,95.378,16.014,227.21,304.775,10.425,167.328,48.89,13.957,167.698,4.364,30.624,232.711,104.071,134.682,2.181,139.401,193.945,404.773,134.571,127.835,231.769,144.183,58.437,66.843,57.37,181.113,43.465,149.894,92.426,302.217,66.22,13.384,26.534,175.042,187.729,35.212,106.158,38.678,315.421,359.727,121.01,6.198,143.89,-37.48469,19.027002,-14.999215,-10.946086
7966,9246,6385,345.09,171.637,36.853,70.86,104.218,3.077,87.197,83.33,29.873,199.652,257.85,10.425,109.475,61.14,32.097,2.191,1.0,89.873,155.474,116.531,199.716,1.0,68.942,224.41,419.5,120.657,56.579,135.865,1.0,38.95,155.391,74.072,37.651,30.726,70.417,183.853,482.08,77.607,25.769,55.259,155.317,468.989,263.295,32.96,10.689,11.004,490.173,6.406,1.0,31.795,-26.97094,-24.829582,16.72929,4.695624
7967,1118,2740,133.46,71.323,35.223,20.212,256.587,4.115,78.356,2.004,19.479,244.434,560.391,3.693,79.515,16.592,8.774,6.954,1.0,167.226,82.302,48.571,176.231,15.17,84.04,195.215,21.864,261.185,75.106,155.845,2.093,6.128,91.818,144.013,105.717,54.082,10.054,1.0,365.061,1.0,3.064,52.067,14.923,137.546,219.959,1.0,25.76,11.004,285.807,18.299,2.04,74.909,-43.16139,-53.120667,32.735546,4.799372
7968,13627,11641,251.43,130.27,23.816,74.353,121.421,11.385,89.407,115.458,319.756,275.438,194.873,9.078,112.574,41.094,39.872,23.623,4.364,25.687,223.565,76.888,35.324,2.181,46.295,160.942,304.136,62.22,66.555,225.775,15.209,86.13,132.686,142.969,71.16,44.527,100.598,143.714,202.534,85.889,40.217,21.214,248.139,118.873,12.404,342.248,44.06,11.004,486.912,41.003,7.237,183.308,27.48391,16.427286,-20.627914,-0.2698031
7969,21861,15187,214.33,36.161,25.445,76.1,158.284,3.077,82.777,12.044,73.76,116.976,518.405,10.425,34.059,64.482,2.296,2.191,6.045,73.415,146.328,33.847,181.651,6.904,1.0,176.174,204.727,71.96,10.976,81.919,8.651,22.539,120.199,85.555,97.34,14.801,83.495,422.453,372.645,5.141,5.128,30.789,182.003,72.19,67.144,24.712,11.765,32.442,406.47,6.406,2.04,3.464,-8.740345,34.154377,-14.195655,-17.441763
7970,25931,6185,338.12,271.95,35.223,46.409,59.982,113.154,82.777,149.595,12.549,213.431,209.691,7.732,96.044,105.689,26.914,6.954,1.0,114.56,79.253,109.735,461.66,2.181,21.131,79.701,262.409,122.049,22.377,78.922,4.279,162.03,113.388,46.931,72.208,36.034,95.568,53.403,376.979,217.364,36.089,43.556,60.174,253.084,96.795,165.954,2.077,21.009,395.6,69.114,2.04,29.332,-3.8040657,-38.438858,6.266012,-9.076717
7971,15114,1227,250.86,33.059,10.778,7.986,10.83,9.308,12.051,15.056,62.21,94.01,138.069,6.385,114.64,4.341,156.486,3.381,1.0,14.166,32.505,20.255,8.226,1.0,46.295,45.428,50.091,33.001,12.401,159.841,1.0,68.694,12.352,154.451,2.047,19.048,16.091,162.669,397.566,51.726,13.384,19.086,72.937,463.154,14.685,154.613,4.23,3.858,379.294,19.38,1.0,57.663,-14.428915,14.494808,-3.1172156,22.947994
