cell,x,y,area µm²,PSD-95,NeuN,CD68,CD11c,E5,E9,CD8,H2A.x,CD3e,ATG7,CD163,ApoE,E7,Olig2,HLA-A,SMA,TMEM119,Vimentin,CD11b,Synaptophysin,a-Beta,CD4,CD40,CD45,CD34,PCNA,Claudin-5,E2,E10,DAPI_1,CD31,HLA-DR,Gal3,AQP4,GFAP,E6,CD74,IBA1,CD14,P2Rx7,MAP2,CD44,E3,CollagenIV,S100B,E4,E1,E8,None,UMAP_1,UMAP_2,TSNE_1,TSNE_2
1,18359,16414,105.03,147.851,89.003,53.395,232.011,59.154,16.471,58.229,2.155,188.169,331.942,7.732,68.151,64.482,1.0,6.954,2.682,104.685,570.115,89.347,497.79,4.543,1.0,124.13,207.182,298.752,120.709,164.836,3.186,5.103,49.815,19.79,179.019,28.603,19.109,46.713,431.155,77.607,1.0,29.725,40.449,31.343,131.007,12.341,66.667,2.429,574.963,44.247,1.0,150.049,9.637077,-41.721878,5.2445636,-16.543766
2,20047,6163,289.8,116.826,25.445,112.776,98.074,1.0,3.21,63.249,382.121,170.945,125.721,22.542,96.044,15.478,29.506,46.247,1.0,12.521,366.86,76.888,47.969,1.0,28.68,139.362,185.091,435.106,167.738,251.749,38.162,58.437,18.028,149.232,57.547,60.452,74.441,150.404,233.956,71.396,92.85,36.109,166.92,257.752,12.404,199.975,1.0,102.472,274.937,15.055,1.0,2.232,24.225887,17.152302,-18.8093,-1.5092824
3,16207,2185,295.77,39.264,14.038,39.423,18.203,5.154,5.42,21.08,5.62,143.386,131.895,27.927,207.618,7.682,28.21,46.247,1.0,12.521,123.969,36.112,13.646,1.0,76.491,131.746,97.955,102.57,58.004,80.92,44.72,113.823,24.84,139.837,30.321,32.849,66.393,353.326,257.793,102.453,17.512,20.15,194.767,449.15,12.404,321.628,1.0,233.957,333.638,18.299,1.0,57.663,-18.733034,12.054344,-4.996642,19.387611
4,3590,8520,291.65,114.758,59.669,65.621,136.166,250.231,420.934,49.193,7.929,347.779,519.64,10.425,12.364,204.809,34.689,280.815,9.409,73.415,199.174,172.031,113.004,4.543,91.589,286.61,614.636,84.482,236.143,314.686,120.137,116.9,291.618,170.11,201.009,17.986,296.776,193.887,266.461,287.76,23.705,41.428,112.387,353.451,142.411,1.0,77.432,339.717,494.521,7.487,162.129,286.781,-58.77738,6.90053,28.514105,-20.906229
5,11823,7898,356.18,88.904,17.297,130.241,147.225,58.115,58.465,87.346,37.957,176.686,402.329,14.464,209.685,14.365,33.393,12.907,1.0,12.521,292.671,113.133,2.807,1.0,33.713,181.252,202.273,149.876,109.308,207.793,3.186,89.207,53.22,127.31,90.009,67.883,114.683,257.44,329.305,112.805,44.345,66.962,245.819,205.235,1.0,264.926,4.23,9.575,384.729,21.542,1.0,102.009,18.228447,26.601933,-17.145727,5.1521354
6,14188,7104,274.88,84.767,14.038,90.072,73.498,5.154,38.573,96.382,110.717,222.617,157.827,11.771,150.798,37.753,30.802,4.572,1.0,4.292,266.248,96.143,1.0,2.181,61.393,223.141,466.136,120.657,109.308,164.836,4.279,101.515,106.576,112.696,42.887,29.664,93.556,208.382,224.204,106.594,41.249,40.364,275.986,101.367,1.0,263.895,11.765,9.575,410.818,2.081,2.04,12.086,27.587555,25.7706,-22.606844,2.167053
7,18391,8539,121.24,148.885,41.742,105.79,155.827,17.615,217.597,58.229,267.785,175.538,669.058,6.385,26.827,75.619,32.097,2.191,1.0,114.56,158.523,107.469,161.779,1.0,89.073,253.606,345.864,155.442,59.429,201.799,1.0,60.489,216.693,176.373,28.226,60.452,237.42,72.357,191.698,126.263,95.946,96.751,68.296,352.284,142.411,1.0,2.077,9.575,385.816,22.623,1.0,85.995,-33.803997,-30.387272,19.501637,3.3942955
8,24896,14579,23.59,117.86,7.519,60.381,42.779,25.923,84.987,68.269,3.31,211.134,24.462,7.732,6.165,86.756,1.0,49.819,6.045,33.916,247.955,38.378,255.718,5.723,1.0,134.285,394.955,3.783,96.482,20.98,133.253,135.362,122.469,47.975,210.434,12.678,113.677,362.246,315.219,81.748,7.192,8.447,148.355,12.671,87.671,29.867,75.279,155.352,79.268,6.406,41.542,51.504,-14.87698,44.03681,-17.20271,-22.730997
9,22371,1788,80.02,170.602,28.705,16.719,121.421,8.269,257.381,31.121,5.62,143.386,324.533,11.771,140.467,8.796,16.549,18.861,1.0,116.206,118.888,50.837,461.66,1.0,240.055,30.196,107.773,240.315,5.275,69.931,1.0,112.798,221.234,25.009,15.66,17.986,66.393,303.153,258.876,132.475,20.608,28.661,130.951,581.027,119.603,160.799,3.153,12.433,310.81,59.383,1.0,122.949,-14.68881,-10.034842,5.134043,16.501755
10,3217,17073,333.72,13.41,1.0,86.579,79.642,49.808,91.617,109.434,29.873,141.09,7.174,10.425,93.978,8.796,23.027,61.726,11.091,1.0,320.111,63.296,1.0,5.723,99.139,108.897,190.0,124.831,82.231,71.929,49.092,117.926,99.765,41.712,112.0,28.603,87.52,248.52,212.285,73.466,20.608,31.853,204.049,2.167,1.0,257.709,97.886,1.0,633.664,79.925,95.598,81.068,42.311207,32.23886,-28.694475,1.6647866
11,23033,5404,277.44,110.621,22.186,48.156,39.092,19.692,76.146,64.253,17.169,188.169,83.735,15.81,11.331,63.368,15.253,1.0,1.0,40.499,35.553,51.969,122.036,1.0,31.196,77.163,170.364,92.83,50.879,43.957,1.0,63.566,48.68,36.492,32.415,23.294,85.508,120.3,264.294,64.149,26.801,27.597,60.174,194.731,42.055,18.526,1.0,9.575,491.26,29.11,2.04,10.855,10.574669,-25.33858,3.850976,-1.2503232
13,5947,2705,181.36,112.689,53.15,63.874,131.251,1.0,12.051,35.137,7.929,156.017,525.815,9.078,34.059,13.251,55.42,80.777,1.0,91.519,144.295,279.633,174.425,1.0,21.131,155.864,164.227,350.233,196.24,232.768,88.44,30.744,47.544,197.251,121.425,34.972,246.474,16.609,474.496,36.198,20.608,74.409,46.251,426.975,103.637,8.217,1.0,158.21,376.033,3.162,1.0,49.041,-48.32582,-13.047676,24.716208,-10.352206
14,14360,4082,176.95,44.435,4.259,32.437,50.151,1.0,118.139,34.133,4.465,164.055,162.766,9.078,200.387,8.796,17.844,1.0,1.0,7.583,158.523,49.704,1.0,1.0,242.572,124.13,113.909,56.655,70.83,56.944,1.0,148.696,147.444,38.58,11.472,28.603,30.175,254.095,292.465,54.832,22.673,32.917,133.272,166.722,1.0,261.833,21.454,6.717,390.164,34.516,2.04,2.232,10.360634,13.079874,-11.778681,14.828237
15,5611,10514,495.89,88.904,17.297,77.846,95.616,66.423,204.336,97.386,85.309,232.952,265.26,6.385,102.243,158.033,51.533,58.154,4.364,17.458,246.939,122.194,6.42,2.181,94.106,272.647,401.091,148.485,72.255,194.806,18.488,79.976,255.291,91.818,73.255,51.959,52.308,181.623,296.799,166.637,62.921,36.109,158.798,156.218,23.808,194.82,34.372,9.575,396.687,192.367,10.356,100.777,55.72702,3.5607452,-36.49968,3.5348625
17,9064,6237,394.41,201.627,35.223,70.86,121.421,23.846,107.088,63.249,47.197,204.245,312.184,7.732,105.342,27.729,43.759,2.191,1.0,94.811,122.953,108.602,210.555,1.0,109.204,238.374,420.727,156.833,35.203,145.855,2.093,58.437,223.505,83.467,39.745,40.281,83.495,187.198,488.581,129.369,32.993,46.748,103.105,499.333,229.082,55.641,2.077,12.433,315.158,39.922,1.0,25.636,-27.82262,-24.768208,17.338512,4.4580793
18,17339,9701,100.2,166.466,27.075,74.353,213.579,123.538,54.044,107.426,37.957,206.541,566.565,9.078,50.588,16.592,50.237,333.206,1.0,116.206,326.209,175.429,172.618,1.0,157.015,174.905,402.318,181.877,582.444,203.797,384.642,183.569,54.356,40.668,288.972,39.219,295.77,351.096,350.975,172.849,68.082,41.428,197.087,640.547,60.301,20.588,3.153,334.0,318.419,73.438,4.119,76.141,-52.79499,1.6384239,24.04069,-19.077606
19,21527,10106,207.08,174.739,30.334,74.353,247.985,35.269,89.407,86.342,7.929,141.09,401.094,10.425,21.662,2.114,32.097,27.195,1.0,259.39,26.407,126.724,145.521,1.0,84.04,122.86,232.955,252.837,12.401,93.907,1.0,30.744,69.114,34.404,73.255,118.842,136.816,179.393,310.885,133.51,79.434,132.923,89.181,458.486,44.336,46.362,1.0,142.489,448.865,5.325,1.0,19.477,-21.327656,-41.199577,12.093565,-1.2699988
20,23293,13977,296.34,9.273,22.186,70.86,71.041,66.423,3.21,78.31,26.408,168.648,499.883,7.732,80.548,81.187,1.0,27.195,1.0,17.458,149.376,157.306,17.259,67.128,28.68,199.023,354.455,116.483,23.802,126.874,2.093,63.566,49.815,49.019,31.368,60.452,82.489,232.911,272.962,172.849,14.416,36.109,146.035,137.546,1.0,55.641,2.077,8.146,297.765,70.195,2.04,151.281,1.5404224,-13.7638855,-11.304369,-0.58057344
21,660,13649,51.59,9.273,1.0,55.142,123.878,241.923,407.673,57.225,1.0,257.066,323.298,9.078,98.111,117.94,3.591,30.768,16.136,1.0,268.281,85.949,1.0,9.266,111.72,192.676,457.545,59.437,9.551,16.984,50.185,84.079,272.319,17.702,143.415,30.726,116.695,139.254,559.01,239.104,12.352,15.895,112.387,111.87,1.0,371.115,248.597,2.429,493.434,241.019,139.259,275.694,68.44018,16.840496,-41.883545,8.02054
23,12869,13589,207.65,25.82,1.0,58.635,101.76,87.192,49.624,95.378,7.929,106.641,298.601,9.078,88.813,3.227,20.436,15.288,1.0,4.292,254.053,107.469,31.711,2.181,106.688,120.321,245.227,140.136,95.057,154.846,7.558,57.412,148.58,35.448,70.113,40.281,109.653,171.588,240.457,183.201,13.384,32.917,198.247,66.355,30.651,207.192,1.0,2.429,411.905,46.409,3.079,178.381,22.485931,19.452324,-19.830282,5.371107
24,21694,16843,244.75,22.717,36.853,81.339,109.133,171.308,155.712,39.153,4.465,275.438,47.925,10.425,73.316,242.676,12.661,177.224,6.045,103.04,233.727,139.184,49.776,3.362,1.0,338.654,250.136,37.175,246.118,162.838,123.416,33.821,112.252,127.31,180.066,32.849,182.088,328.797,355.309,162.496,4.096,45.684,229.575,1.0,103.637,2.031,244.291,444.047,264.066,295.078,3.079,380.398,-27.460281,32.88678,-18.004723,-12.955938
25,20797,6434,221.15,178.876,23.816,39.423,109.133,16.577,82.777,32.125,65.675,149.128,310.949,6.385,27.86,16.592,20.436,1.0,1.0,84.936,190.027,78.02,243.072,1.0,217.408,89.856,83.227,176.312,48.029,95.905,1.0,11.257,100.9,63.633,40.792,24.356,44.26,170.473,281.63,107.629,42.281,32.917,57.854,377.959,131.007,20.588,2.077,11.004,332.551,2.081,1.0,68.75,-12.425293,-49.367756,7.422342,3.3251288
26,8525,13514,358.31,10.307,5.889,91.818,148.454,76.808,45.204,110.438,63.365,183.576,155.357,29.274,158.03,38.866,51.533,37.912,2.682,1.0,460.357,118.796,1.0,2.181,36.229,188.868,371.636,272.316,77.956,161.839,10.837,134.337,151.985,67.809,53.358,84.869,122.731,172.703,236.123,201.835,14.416,26.534,249.3,103.701,1.0,305.133,22.53,1.0,421.689,68.032,11.395,97.081,29.704788,30.853315,-24.378523,0.60972846
27,18039,10694,359.02,239.891,30.334,44.663,122.649,22.808,314.845,54.213,63.365,83.676,145.478,7.732,5.132,35.525,20.436,1.0,1.0,126.081,65.025,95.01,382.174,1.0,28.68,107.628,209.636,130.397,112.158,78.922,2.093,60.489,147.444,65.721,80.585,24.356,52.308,82.392,283.797,119.017,38.153,53.131,49.732,311.437,329.438,2.031,13.918,13.863,481.477,13.974,2.04,17.014,-7.2246437,-38.770203,7.0612454,-5.362979
29,16607,7699,318.65,110.621,14.038,70.86,121.421,1.0,98.248,108.43,124.576,190.466,122.016,15.81,169.394,37.753,34.689,30.768,1.0,12.521,225.597,82.551,28.098,1.0,38.746,143.17,269.773,90.047,69.405,149.851,42.534,126.131,106.576,85.555,36.604,50.897,122.731,142.599,251.292,14.458,32.993,24.406,190.125,47.682,7.842,497.923,1.0,89.609,590.182,8.568,1.0,15.782,34.569283,22.327694,-24.698015,5.8967533
31,3892,5017,335.85,116.826,35.223,53.395,195.148,52.923,23.102,35.137,18.324,92.862,659.179,9.078,15.463,37.753,140.938,96.256,4.364,107.977,114.823,96.143,134.682,3.362,48.811,163.48,245.227,177.703,107.883,284.716,85.161,11.257,90.683,120.003,196.821,30.726,138.828,27.759,298.966,69.325,18.544,29.725,23.045,485.328,103.637,1.0,9.612,106.76,327.115,103.711,11.395,82.3,-51.058968,-14.573797,25.045689,-11.023945
32,15782,2981,183.35,13.41,5.889,34.184,101.76,35.269,255.17,62.245,4.465,219.172,208.456,14.464,173.526,12.137,4.887,3.381,1.0,4.292,141.246,74.622,2.807,1.0,58.877,88.587,51.318,42.741,115.009,68.932,2.093,114.849,139.498,34.404,6.236,29.664,24.139,101.346,206.868,191.483,35.057,46.748,121.669,34.845,5.562,151.52,13.918,6.717,391.251,7.487,3.079,103.24,14.171682,10.33305,-13.962911,14.548349
33,21130,5701,140.0,166.466,31.964,49.902,110.362,4.115,12.051,82.326,36.802,183.576,96.084,23.888,2.033,23.274,240.708,1.0,1.0,78.353,6.081,46.306,140.101,1.0,31.196,96.203,165.455,83.091,48.029,211.789,2.093,36.898,30.516,208.734,30.321,32.849,61.363,87.967,210.118,10.317,21.64,19.086,59.014,234.411,55.74,36.053,1.0,21.009,465.171,7.487,1.0,1.0,-12.968525,-54.99529,3.8096313,0.20481358
34,14811,15166,280.85,26.854,35.223,84.832,182.86,58.115,56.254,73.289,4.465,198.503,207.221,10.425,145.633,80.074,1.0,241.522,9.409,119.498,139.214,98.408,152.747,3.362,68.942,199.023,377.773,254.228,214.766,252.748,219.6,38.95,132.686,104.345,285.83,24.356,149.894,151.519,236.123,131.439,7.192,29.725,164.599,164.388,39.774,8.217,25.76,348.292,453.213,175.068,11.395,188.236,-39.829033,16.230982,-13.944079,-11.514521
35,2892,11152,118.68,93.04,48.261,118.016,99.303,154.692,233.069,87.346,11.394,286.921,587.557,6.385,167.328,162.488,64.49,310.583,11.091,43.791,436.983,167.5,6.42,4.543,111.72,400.854,639.182,236.141,442.783,336.664,370.433,31.77,263.238,188.9,425.104,65.76,232.39,318.762,238.29,160.426,46.409,37.173,287.589,534.345,69.425,187.604,172.165,496.927,334.725,172.906,38.424,153.745,-55.682476,6.648136,26.355103,-21.073734
36,12047,6111,357.74,47.537,17.297,95.311,174.258,32.154,18.681,39.153,71.45,156.017,510.996,7.732,170.427,39.98,30.802,1.0,1.0,30.624,186.979,101.806,4.613,1.0,36.229,304.381,325.0,163.79,113.583,212.788,2.093,26.642,45.274,156.539,46.028,60.452,83.495,108.036,251.292,69.325,29.897,89.304,128.631,366.289,7.842,188.635,1.0,9.575,282.546,25.867,1.0,125.413,8.16828,24.720245,-11.982852,5.4909782
37,12334,4463,15.21,41.332,7.519,156.439,83.328,46.692,1.0,35.137,4.465,129.607,378.867,7.732,252.041,8.796,20.436,4.572,1.0,116.206,67.058,115.398,1.0,1.0,13.582,176.174,101.636,149.876,10.976,113.887,1.0,42.027,3.27,32.317,7.283,82.746,34.199,428.028,405.151,100.382,24.737,280.805,79.899,277.592,5.562,376.269,13.918,9.575,423.863,115.604,1.0,95.85,8.451612,20.370926,-9.923153,18.658665
38,10959,3298,119.53,138.543,23.816,90.072,245.528,2.038,237.489,103.41,7.929,291.514,487.534,14.464,186.957,179.194,67.082,387.979,1.0,93.165,297.753,121.061,105.778,1.0,43.778,304.381,543.455,190.226,461.31,231.769,144.183,195.877,156.526,67.809,247.085,80.623,228.366,394.579,436.573,50.691,36.089,46.748,230.735,571.69,108.199,11.31,38.678,386.88,271.676,53.977,1.0,78.604,-54.20363,4.4734,25.293509,-20.295881
39,19993,9136,34.4,234.72,33.594,49.902,275.018,96.538,529.232,45.177,7.929,211.134,604.845,6.385,7.199,149.124,81.335,1.0,1.0,124.435,46.732,71.224,394.819,1.0,81.524,177.443,356.909,174.921,29.502,125.875,1.0,28.693,234.857,80.335,86.868,15.863,133.798,87.967,303.3,210.117,42.281,18.022,38.129,593.864,197.151,2.031,11.765,49.592,518.436,69.114,1.0,212.872,51.882774,-29.538647,15.712606,12.831604
41,19058,955,235.65,19.615,22.186,34.184,23.118,48.769,40.783,20.076,82.999,63.007,96.084,19.849,234.479,54.458,179.809,3.381,1.0,12.521,177.832,30.449,6.42,2.181,119.27,113.975,128.636,78.916,33.777,144.856,1.0,89.207,19.164,280.762,1.0,28.603,13.073,149.289,293.549,41.374,7.192,21.214,93.822,310.27,10.123,212.347,2.077,3.858,416.254,5.325,7.237,88.459,-11.862675,15.7250595,-5.476003,22.580875
42,11488,6652,247.3,99.245,15.667,63.874,142.31,6.192,115.929,77.306,39.112,278.883,373.927,9.078,185.923,58.913,59.307,9.335,1.0,55.311,160.555,99.541,22.678,1.0,94.106,324.691,390.045,329.362,25.227,210.79,2.093,103.567,183.772,141.925,35.557,43.465,91.544,393.464,269.711,99.347,28.865,40.364,194.767,331.277,42.055,399.981,10.689,11.004,285.807,5.325,2.04,61.359,16.550522,29.11095,-16.89617,6.4797044
43,17097,10140,305.15,274.019,45.002,81.339,240.613,71.615,47.414,99.394,166.153,168.648,402.329,9.078,44.39,19.933,48.942,5.763,1.0,126.081,161.572,93.878,421.917,1.0,38.746,125.399,210.864,371.103,72.255,234.766,3.186,102.541,96.359,107.476,84.774,43.465,90.538,172.703,387.815,154.215,36.089,40.364,97.303,467.822,283.822,9.248,3.153,13.863,321.68,51.815,4.119,87.227,-16.109787,-39.17756,14.338841,-0.12725568
44,21608,14244,142.84,136.475,25.445,65.621,306.967,92.385,129.19,76.302,100.323,174.39,708.574,10.425,11.331,94.552,7.479,9.335,1.0,119.498,66.042,117.663,243.072,99.011,3.516,179.982,159.318,110.918,23.802,132.868,3.186,39.975,240.533,130.442,80.585,31.787,224.341,166.013,177.613,168.708,7.192,20.15,57.854,368.623,78.548,1.0,3.153,3.858,368.423,101.549,3.079,157.44,-34.855934,-30.189543,19.765648,5.8635793
45,2102,3101,124.36,73.391,45.002,35.93,206.207,2.038,91.617,8.028,5.62,236.397,509.761,6.385,46.456,235.993,16.549,171.271,6.045,107.977,61.977,41.776,140.101,10.447,121.786,178.713,274.682,145.702,134.96,230.77,140.904,6.128,88.413,161.759,202.057,25.418,98.586,33.334,201.45,6.176,3.064,27.597,12.603,248.416,167.5,1.0,126.952,122.481,303.2,32.354,11.395,180.845,-39.87537,-51.80557,32.625137,8.193592
46,24484,8697,237.36,110.621,102.041,128.495,161.97,62.269,146.872,49.193,17.169,200.8,630.778,57.547,36.125,4.341,85.222,27.195,1.0,117.852,113.807,149.378,37.13,2.181,41.262,229.488,262.409,218.053,38.053,190.81,5.372,43.052,89.548,146.1,42.887,96.547,143.858,373.395,292.465,128.334,154.772,172.288,234.216,396.632,3.281,112.344,4.23,19.579,385.816,25.867,2.04,66.286,-5.752121,0.096818924,-3.5142913,10.607186
47,13075,4863,375.79,72.357,10.778,58.635,69.812,49.808,1.0,84.334,29.873,227.21,262.79,6.385,164.229,6.569,26.914,5.763,1.0,15.812,121.937,92.745,6.42,1.0,73.975,163.48,246.455,165.181,97.907,123.877,3.186,63.566,4.406,81.379,28.226,34.972,66.393,250.75,291.382,152.144,29.897,35.045,140.233,314.938,14.685,228.842,4.23,8.146,486.912,76.682,1.0,49.041,7.903822,19.392452,-13.21788,8.265785
49,14558,13883,430.51,136.475,14.038,74.353,109.133,123.538,23.102,101.402,214.659,108.938,203.517,10.425,136.335,18.819,3.591,53.391,2.682,63.54,117.872,114.265,380.367,2.181,48.811,91.126,170.364,201.357,75.106,164.836,31.604,154.85,108.847,73.028,131.896,42.404,103.616,249.635,264.294,190.448,41.249,43.556,157.638,197.065,183.466,55.641,1.0,46.734,355.379,46.409,11.395,157.44,8.492788,-30.231186,0.2972815,-10.914596
50,1448,9630,178.94,223.345,28.705,58.635,132.48,97.577,361.259,87.346,10.239,260.51,551.747,9.078,27.86,251.585,68.377,273.671,14.455,78.353,156.49,84.816,206.942,6.904,159.531,239.643,514.0,122.049,229.017,185.815,216.321,42.027,314.323,42.755,238.708,32.849,127.761,370.05,345.557,129.369,23.705,25.47,132.111,444.481,263.295,15.433,209.843,205.373,421.689,153.445,124.706,255.985,-60.22074,4.3458214,28.099815,-19.60425
51,9519,14954,180.36,4.102,1.0,114.523,118.963,73.692,299.374,84.334,249.306,239.841,429.496,14.464,155.964,136.873,6.183,35.53,11.091,10.875,520.317,62.163,2.807,4.543,46.295,243.451,393.727,280.664,87.932,263.737,44.72,75.874,203.07,82.423,126.66,70.006,109.653,245.175,211.202,49.656,23.705,38.236,309.634,183.061,3.281,259.771,162.476,1.0,533.655,229.127,42.582,166.063,51.69966,11.694096,-35.521908,1.3031365
52,8990,687,307.0,34.093,5.889,18.465,56.295,24.885,1.0,33.129,25.253,151.424,323.298,31.966,43.357,3.227,2.296,28.386,1.0,37.208,87.384,71.224,44.356,1.0,11.065,89.856,72.182,113.701,80.806,82.918,10.837,126.131,4.406,115.828,10.425,13.74,30.175,226.221,585.014,114.876,8.224,42.492,96.143,180.727,48.897,30.898,1.0,42.446,379.294,1.0,1.0,130.34,-11.891029,14.205576,-5.198246,24.86527
53,5115,1784,171.27,98.211,59.669,25.451,297.137,1.0,58.465,47.185,80.689,112.383,425.791,9.078,50.588,46.662,35.984,2.191,1.0,45.437,22.342,39.51,125.649,1.0,21.131,195.215,258.727,156.833,36.628,177.823,3.186,23.565,83.872,170.11,61.736,26.479,168.003,86.852,142.94,3.07,10.288,12.703,16.084,459.653,83.11,1.0,2.077,9.575,633.664,29.11,1.0,1.0,-26.398247,-48.046497,17.279667,0.6680939
54,16569,10632,246.17,222.311,33.594,97.058,165.657,15.538,164.553,84.334,5.62,226.062,406.033,263.54,51.622,21.047,37.28,45.056,2.682,84.936,70.107,195.816,309.913,1.0,101.655,282.802,321.318,286.23,65.13,151.849,15.209,131.26,164.473,65.721,88.962,74.253,164.985,395.694,376.979,122.122,164.06,138.243,289.909,450.317,181.185,124.715,16.071,69.601,448.865,18.299,3.079,1.0,-29.83234,-21.154137,2.7468321,-2.874199
55,5498,14974,7.11,5.137,1.0,72.607,21.889,291.769,429.774,77.306,18.324,245.583,10.879,9.078,87.78,50.003,41.167,56.963,14.455,1.0,91.449,82.551,1.0,10.447,111.72,121.591,237.864,63.611,2.425,1.0,92.812,34.847,290.483,20.834,132.943,26.479,112.671,281.969,157.026,271.196,8.224,2.064,168.08,25.508,1.0,257.709,430.527,1.0,566.267,417.25,58.175,375.471,67.89012,20.066597,-41.07506,10.420574
56,20594,3008,213.76,169.568,33.594,62.128,150.911,1.0,5.42,50.197,124.576,219.172,224.509,11.771,86.747,4.341,77.447,1.0,1.0,94.811,150.393,63.296,214.168,1.0,86.557,68.277,53.773,140.136,105.033,213.787,1.0,42.027,21.434,197.251,20.896,23.294,58.344,42.253,314.136,106.594,15.448,33.981,74.098,416.472,197.151,6.155,1.0,9.575,260.805,4.244,1.0,52.736,-13.6637,-51.556923,7.142461,2.7498958
57,18056,12398,135.45,36.161,17.297,63.874,286.077,34.231,206.546,101.402,2.155,172.093,449.253,15.81,182.824,19.933,4.887,156.982,1.0,81.644,293.688,119.929,141.908,1.0,194.761,278.994,385.136,226.401,217.616,185.815,199.926,141.516,224.64,62.589,197.868,30.726,197.178,260.785,448.491,138.686,14.416,32.917,137.913,581.027,55.74,1.0,1.0,311.133,448.865,98.305,3.079,44.113,-48.586605,1.9104214,23.16552,-19.558857
58,9669,9402,200.97,77.528,14.038,62.128,63.668,34.231,14.261,68.269,24.098,215.728,233.153,9.078,194.188,48.89,78.743,20.051,2.682,14.166,183.93,114.265,2.807,1.0,61.393,205.37,241.545,142.919,56.579,149.851,10.837,76.899,82.736,94.95,54.406,56.205,85.508,269.704,242.624,103.488,41.249,25.47,199.408,69.856,3.281,341.217,8.536,23.867,460.823,87.494,2.04,141.427,29.384533,24.962093,-22.271288,6.3980927
59,21808,17540,87.84,7.205,1.0,58.635,25.576,46.692,7.631,92.366,2.155,207.69,12.114,17.156,52.655,72.278,1.0,65.298,6.045,98.102,214.418,121.061,1.0,6.904,1.0,163.48,390.045,69.177,1.0,9.991,19.581,132.285,40.733,16.658,75.349,26.479,57.338,511.65,674.946,156.285,9.256,82.92,257.422,1.0,1.0,188.635,104.345,1.0,527.133,170.744,37.384,151.281,32.29905,-0.42288208,-23.054276,-21.44377
60,19000,7064,563.54,237.823,128.116,69.114,143.539,3.077,42.993,70.277,42.577,145.683,203.517,6.385,31.993,7.682,32.097,1.0,1.0,103.04,123.969,125.592,371.335,1.0,99.139,139.362,231.727,209.705,60.854,170.83,1.0,17.411,91.818,82.423,41.84,39.219,61.363,38.908,323.887,82.783,26.801,42.492,64.815,331.277,254.171,42.238,1.0,11.004,298.852,1.0,1.0,2.232,-9.899971,-43.855873,9.833114,1.9603918
61,13108,3354,346.94,95.109,9.148,25.451,35.406,7.231,45.204,48.189,21.788,164.055,186.229,10.425,179.725,26.615,34.689,5.763,1.0,28.979,80.27,33.847,53.389,1.0,116.753,131.746,204.727,67.786,28.077,100.9,4.279,98.438,138.362,61.545,15.66,16.925,44.26,196.117,296.799,48.621,22.673,24.406,97.303,309.103,62.582,156.675,28.989,8.146,354.292,43.166,1.0,2.232,4.1520042,12.577198,-10.047785,13.882448
62,25458,4925,220.44,164.398,25.445,84.832,163.199,146.385,308.215,81.322,31.028,335.148,464.072,11.771,204.519,140.214,152.599,20.051,1.0,363.076,77.221,155.041,170.812,1.0,21.131,212.986,279.591,300.143,23.802,254.746,2.093,157.927,229.181,159.671,61.736,66.821,139.834,227.336,175.446,266.02,47.441,132.923,156.477,359.286,30.651,132.963,53.749,248.249,211.888,83.169,1.0,97.081,-33.890755,-2.9526615,-3.9896708,4.4458933
63,4203,11628,527.01,44.435,2.63,67.367,112.819,103.808,20.892,24.092,46.042,237.545,292.426,7.732,147.699,93.438,25.619,33.149,7.727,4.292,210.353,83.684,2.807,3.362,172.113,207.909,124.955,180.486,89.357,115.885,35.976,27.667,65.708,70.94,140.274,15.863,26.151,170.473,230.705,74.502,5.128,33.981,154.157,36.012,26.089,216.471,156.017,1.0,365.162,61.545,33.226,84.763,31.168812,43.38865,-28.885511,-5.4873867
64,12002,6650,416.3,54.776,15.667,83.086,105.446,5.154,124.77,67.265,67.985,298.403,336.881,9.078,151.831,50.003,39.872,4.572,1.0,17.458,310.964,96.143,10.033,1.0,58.877,284.071,439.136,155.442,113.583,167.833,2.093,103.567,191.718,140.881,35.557,29.664,60.356,260.785,311.969,93.136,34.025,59.514,214.491,122.374,16.966,263.895,8.536,8.146,352.118,5.325,1.0,56.432,15.500271,29.430588,-15.5888605,4.4659944
65,23499,13332,20.75,299.873,4.259,74.353,176.716,38.385,1.0,100.398,3.31,145.683,678.937,7.732,30.96,38.866,2.296,26.005,1.0,259.39,374.99,156.173,300.881,4.543,1.0,182.521,482.091,163.79,1.0,98.902,1.0,86.13,48.68,15.614,90.009,39.219,133.798,471.511,609.935,209.082,20.608,101.006,165.76,484.161,62.582,27.805,1.0,5.288,752.152,59.383,1.0,74.909,-22.274357,-28.235603,14.430667,6.5836086
66,22263,9483,184.06,68.22,15.667,60.381,82.1,96.538,308.215,49.193,24.098,180.131,519.64,9.078,30.96,102.348,70.969,16.479,1.0,99.748,121.937,122.194,22.678,1.0,129.335,152.056,118.818,156.833,116.434,159.841,4.279,42.027,87.277,84.511,25.085,45.589,79.471,248.52,313.052,119.017,36.089,62.706,172.721,398.966,16.966,26.774,2.077,31.013,268.415,4.244,2.04,201.785,-4.4208145,-3.984312,-0.9531031,12.216479
