cell,x,y,area µm²,SMA,NeuN,HLA-A,CD4,CD44,S100B,GalMac3,P2Ry12,CD11b,Claudin5,CD34,iNOS,ApoE,CD11c,CD40,PCNA,CollagenIV,CD8,Neurofilament,CD3e,DAPI_1,CD68,ATG7,Vimentin,AQP4,CD14,CD45,TMEM119,CD31,GFAP,P2Rx7(Park7),HLA-DR,Synaptophysin,A-Beta,PSD-95,H2A.x,CD163,MAP2,Trem2,CD74,IBA1,UMAP_1,UMAP_2,TSNE_1,TSNE_2
584,5287,1557,105.18,3.943,2.056,45.618,122.88,95.598,163.599,9.386,25.243,130.294,13.767,7.906,70.003,38.615,195.978,59.266,437.405,19.32,73.144,189.728,109.982,266.417,117.273,222.216,3.636,227.374,98.861,282.796,309.58,15.142,94.559,191.948,73.191,26.827,56.055,12.111,74.396,9.448,43.097,131.71,185.481,276.296,3.9614925,24.96735,1.4883255,17.543825
585,13001,9315,187.89,6.885,15.784,92.412,202.05,23.87,24.404,126.792,179.79,198.982,54.195,17.113,185.352,65.166,266.212,224.53,262.843,31.175,192.383,6.033,159.427,126.336,101.849,343.413,39.22,138.793,136.579,313.519,454.99,118.173,52.977,284.261,77.438,221.049,93.092,149.486,40.756,16.84,52.812,110.703,259.92,392.906,5.200714,-55.94522,8.970098,0.443783
586,4671,13551,317.09,6.885,25.289,63.029,215.592,84.163,15.782,12.531,178.78,189.891,33.981,7.906,7.179,19.807,90.103,224.53,80.92,10.699,9.016,1.0,53.473,91.315,124.392,86.898,76.123,98.193,247.692,156.73,279.61,65.647,150.694,4.794,105.04,36.125,109.108,131.304,27.504,138.283,4.238,109.536,182.244,454.217,57.04187,33.871788,-16.544903,-13.787039
587,10794,9156,75.33,2.471,11.56,36.912,223.926,222.422,26.868,32.448,160.598,214.133,10.575,4.453,203.89,99.462,234.764,198.046,399.548,22.553,99.197,1.0,183.645,445.205,304.734,231.629,18.133,16.994,185.509,227.708,201.91,13.121,88.322,16.175,132.643,110.508,36.035,97.971,187.548,30.569,7.476,72.19,245.895,462.632,-27.332993,-33.53115,-7.5388384,-12.809009
588,17594,12186,291.51,12.77,7.336,154.441,239.552,137.18,220.263,170.82,165.648,190.901,74.409,37.829,231.697,44.146,347.977,214.996,229.193,99.068,171.341,58.877,144.291,177.945,192.02,690.534,120.933,276.586,84.59,365.428,291.82,95.95,77.926,218.504,364.08,17.529,160.159,135.345,54.008,14.728,43.097,216.905,239.422,385.693,12.3508625,-38.576447,17.247952,-0.24942741
589,15919,4958,22.31,8.356,18.952,351.412,154.131,50.898,37.954,303.95,245.447,432.317,162.712,106.885,325.418,329.575,209.605,311.4,511.016,473.019,340.68,6.033,223.0,39.707,228.8,152.792,368.706,53.903,117.21,772.232,112.0,152.517,40.503,271.615,39.219,51.622,148.147,208.073,31.582,18.952,23.668,151.55,123.987,28.65,-79.13051,-66.227585,8.182709,-20.241999
590,3095,7309,173.4,8.356,16.84,45.618,154.131,7.237,2.232,78.572,117.163,157.567,46.748,9.056,92.661,54.103,308.143,165.205,166.098,51.65,152.303,315.547,150.345,43.393,157.613,343.413,23.405,52.672,278.273,255.252,318.46,113.122,64.412,133.778,441.579,183.857,83.082,96.961,22.407,42.185,73.861,83.861,241.58,247.444,-19.20533,-1.821682,-2.6524663,2.3737307
591,16815,9490,106.6,11.299,39.017,76.088,178.091,9.316,33.027,82.765,186.86,238.376,49.939,43.584,245.086,46.359,215.895,150.373,218.677,20.398,225.449,33.713,150.345,50.766,145.748,363.417,14.179,18.224,129.443,312.459,470.53,136.355,18.672,337.372,93.362,293.365,143.142,164.638,29.543,16.84,321.587,165.555,277.181,202.964,12.523441,-51.959324,10.52311,2.6644218
592,3016,5097,248.58,5.414,9.448,80.441,182.258,212.027,136.499,104.779,112.112,174.739,44.62,35.528,130.767,103.887,301.853,129.186,385.878,159.417,158.315,157.015,164.473,100.531,145.748,362.24,84.03,351.634,210.994,293.39,310.69,53.526,161.089,137.572,116.718,48.522,55.054,78.779,45.853,16.84,33.382,54.685,215.688,449.408,-2.493989,14.620708,0.13494378,12.59737
593,17722,1468,254.41,40.725,3.112,108.735,194.758,271.281,203.017,98.489,51.506,223.224,73.345,42.433,108.109,67.379,224.281,83.632,317.525,55.961,125.249,36.229,113.009,321.712,197.952,159.852,57.672,263.053,167.16,310.34,227.44,104.031,149.655,433.478,77.438,3.066,141.14,68.677,20.368,17.896,1.0,206.402,364.567,332.798,16.314629,27.709717,6.3401823,18.764246
594,1343,8264,146.53,21.598,5.224,81.529,217.676,111.191,100.777,79.62,121.203,147.466,45.684,2.151,115.319,64.06,287.177,193.808,232.347,23.631,112.223,207.343,108.973,170.572,228.8,291.64,20.769,181.853,183.47,279.618,557.11,89.89,241.134,79.403,221.82,45.423,102.101,76.758,21.388,15.784,5.857,92.03,283.654,745.141,-29.178774,-18.325373,-2.610961,-4.6292443
595,7064,11684,80.3,9.828,7.336,65.206,161.423,405.382,26.868,73.331,157.567,164.638,46.748,3.302,213.159,78.442,145.661,214.996,152.427,19.32,137.273,1.0,124.109,240.613,35.407,111.608,68.215,167.09,157.986,127.067,52.06,45.445,182.92,16.175,51.959,59.886,149.148,157.567,74.396,25.289,2.619,172.557,115.356,153.675,-37.44078,-45.046074,-10.58654,-12.527844
600,18335,2161,125.5,14.242,3.112,113.088,201.008,173.564,135.268,133.082,96.961,379.792,76.537,11.358,134.887,58.528,480.059,117.532,530.996,19.32,159.317,157.015,146.309,445.205,275.072,298.7,97.21,104.345,114.152,701.253,307.36,117.163,77.926,396.806,898.083,3.066,183.182,109.082,34.64,6.28,1.0,251.917,502.658,517.931,24.207008,16.353874,10.549351,15.5226755
601,975,2535,223.28,8.356,15.784,46.706,113.505,2.04,7.159,21.965,16.152,90.9,41.428,9.056,16.448,44.146,179.206,31.722,176.614,22.553,64.126,86.557,105.945,23.118,69.815,319.88,8.908,26.836,160.024,200.164,302.92,139.385,24.909,165.392,110.349,220.016,112.111,26.253,11.194,14.728,154.817,102.534,202.742,180.123,-7.4613743,-8.501505,-7.0001955,7.2913876
602,110,14062,27.86,12.77,11.56,245.853,190.591,71.689,1.0,158.24,180.8,436.358,220.163,72.357,33.957,24.233,63.896,252.074,355.382,449.311,15.028,1.0,89.8,701.406,155.24,116.314,587.484,58.824,125.365,252.074,4.33,121.203,29.068,1.0,22.233,1.0,159.158,154.537,25.465,13.672,1.0,162.054,71.124,37.065,-75.69956,-69.18265,10.026686,-19.660116
603,15750,13259,80.3,6.885,20.008,141.382,285.387,45.7,113.095,225.329,149.486,341.407,114.837,7.906,246.115,69.591,201.219,252.074,318.577,207.913,138.275,1.0,74.664,434.146,282.191,223.392,171.015,30.527,261.963,295.509,217.45,95.95,40.503,98.371,220.759,1.0,148.147,147.466,47.892,122.443,1.0,176.058,432.533,492.686,-33.112495,-28.832375,-2.8526807,-12.29247
604,11595,951,159.61,51.024,3.112,115.265,196.842,202.671,344.676,486.348,17.162,172.719,53.131,12.509,22.628,49.678,320.722,43.375,337.505,32.252,85.169,48.811,85.764,201.906,353.379,389.304,243.501,283.968,279.293,502.089,260.74,87.87,214.106,351.282,336.477,1.0,134.133,52.516,10.174,8.392,1.0,136.379,238.343,354.437,13.928349,17.120682,5.1929145,13.9895315
605,18128,12371,207.37,6.885,8.392,144.647,223.926,131.982,196.858,279.839,149.486,215.144,72.281,49.339,214.189,56.316,134.13,184.274,196.594,73.204,119.237,18.615,67.6,227.71,124.392,497.558,201.327,52.672,77.454,209.699,174.16,75.748,76.887,69.286,166.615,1.0,109.108,110.092,24.446,20.008,18.81,190.063,248.053,270.285,5.1868,-38.724693,14.570871,-4.164787
606,2898,5873,188.18,2.471,11.56,41.265,162.465,86.242,129.109,113.165,82.819,142.416,13.767,40.131,86.481,41.934,246.295,101.642,243.915,22.553,127.253,224.957,157.409,141.081,103.036,256.339,10.226,151.096,110.074,211.818,329.56,49.485,217.225,154.011,95.486,107.408,24.023,62.617,17.31,22.121,59.288,32.511,121.829,317.17,-6.586231,13.610474,-1.6287922,14.1628065
607,4542,9223,243.61,8.356,56.969,44.529,154.131,21.791,1.0,58.655,83.829,206.053,33.981,58.546,89.571,23.126,256.778,137.661,166.098,26.864,104.207,242.572,132.182,32.334,107.781,164.558,8.908,190.466,67.26,246.777,342.88,118.173,21.791,26.291,141.136,121.872,73.072,79.789,23.427,14.728,23.668,53.518,115.356,253.455,-19.39368,-21.702175,-7.0665708,1.284975
609,7360,4403,168.42,3.943,15.784,225.176,183.299,83.124,230.117,219.04,104.031,168.678,158.457,154.073,175.053,82.867,267.26,146.136,297.545,269.34,199.397,204.826,192.727,32.334,161.172,385.774,171.015,181.853,261.963,266.906,265.18,159.587,152.773,344.959,204.834,110.508,76.075,83.829,30.562,15.784,78.718,69.856,105.647,181.325,4.5824566,8.139299,3.2353814,10.956299
610,16351,7476,270.19,11.299,15.784,43.441,173.924,14.514,45.345,93.248,211.103,247.467,42.492,4.453,248.175,76.229,247.343,217.115,267.049,19.32,222.443,58.877,173.555,185.317,122.019,352.827,10.226,46.521,159.005,377.082,454.99,128.274,37.384,347.489,65.76,324.358,116.115,178.78,44.834,14.728,156.436,115.371,243.738,447.004,10.9132,-55.86312,8.849901,1.7299161
611,1355,12528,238.92,11.299,27.401,90.235,180.174,15.554,1.0,123.647,114.132,122.213,59.514,2.151,191.531,27.551,251.536,171.561,138.757,19.32,148.295,38.746,130.164,78.413,112.527,177.502,28.677,92.042,160.024,172.62,431.68,126.254,55.056,18.704,133.705,152.865,159.158,121.203,21.388,53.801,59.288,178.393,305.231,336.404,-34.935715,-36.437134,-7.031651,-6.9569874
615,13481,14971,160.89,5.414,3.112,267.618,389.558,1.0,52.736,50.269,187.871,174.739,220.163,41.282,47.345,339.532,119.454,273.262,121.932,169.117,25.048,6.033,58.518,54.452,75.747,419.898,263.27,31.757,91.726,184.274,349.54,199.992,29.068,183.096,142.198,66.085,106.105,231.305,25.465,23.177,103.005,122.374,113.199,252.253,75.58062,36.418213,-19.515526,-9.290928
616,17795,9839,40.08,1000.0,869.053,1000.0,770.824,475.031,1.0,1000.0,1000.0,915.151,1000.0,1000.0,959.834,345.063,928.718,835.795,867.501,1000.0,1000.0,139.401,861.755,286.692,978.644,1000.0,907.744,1000.0,186.529,939.615,834.61,1000.0,657.991,79.403,799.351,1000.0,1000.0,991.919,865.441,775.067,81.956,1000.0,1000.0,935.083,37.71417,-24.198355,5.5870795,-18.138577
617,6867,5898,64.24,3.943,11.56,404.735,387.474,19.712,85.995,255.729,178.78,238.376,265.911,42.433,180.202,259.877,213.799,265.846,292.287,262.874,188.375,1.0,230.064,157.67,364.057,181.032,136.748,31.757,644.234,190.63,108.67,82.819,48.819,109.752,341.785,1.0,17.016,45.445,17.31,319.92,1.0,65.188,172.535,403.726,-72.56035,-32.065723,-0.3841053,-19.437344
618,5061,10083,95.79,11.299,17.896,194.706,162.465,16.593,4.695,241.054,137.365,281.811,201.013,76.961,167.843,52.997,249.44,244.659,543.615,227.311,209.417,13.582,163.464,308.81,226.428,169.265,431.967,41.6,87.648,335.766,22.09,148.476,93.519,28.82,46.65,35.092,124.123,107.062,41.776,11.56,2.619,143.381,99.174,112.801,-75.60121,-68.21892,9.399501,-20.01403
619,6391,12150,114.7,49.552,8.392,190.353,599.983,143.417,2.232,255.729,159.587,276.76,37.173,11.358,292.461,252.133,210.654,324.112,231.296,59.194,198.395,1.0,153.373,177.945,321.344,156.322,119.615,3.461,794.084,255.252,14.32,52.516,1.0,26.291,65.76,1.0,107.106,163.628,32.601,859.549,1.0,135.211,102.41,406.13,-83.78339,-25.959206,-1.9879165,-23.694393
620,5924,13051,326.61,14.242,10.504,84.794,162.465,51.938,2.232,112.116,159.587,145.446,63.77,6.755,220.368,34.189,182.35,200.164,138.757,18.243,184.367,31.196,57.509,15.745,87.612,181.032,32.631,74.818,179.393,140.839,185.26,127.264,120.547,55.376,83.808,164.229,169.168,165.648,21.388,26.345,12.334,185.395,161.746,326.787,-33.94041,-47.218952,-10.375725,-8.013424
623,6487,2822,98.64,5.414,3.112,42.353,144.756,119.508,185.772,18.821,39.384,138.375,27.597,9.056,42.196,38.615,289.274,41.257,386.929,23.631,102.203,192.244,141.264,163.199,47.272,243.396,72.169,174.472,155.947,389.794,388.39,24.233,145.496,253.911,199.526,1.0,73.072,37.364,32.601,7.336,20.429,93.197,226.476,325.585,3.2515125,19.734856,2.0298288,16.281456
624,18529,4254,46.05,15.713,10.504,93.5,192.675,162.129,161.136,99.537,159.587,278.781,68.026,9.056,251.265,43.04,288.226,169.442,197.645,20.398,162.323,172.113,209.882,181.631,81.679,224.569,53.718,124.03,104.978,362.25,229.66,79.789,102.875,430.949,135.828,13.397,234.233,221.204,34.64,16.84,1.0,257.752,292.285,245.04,27.963802,-31.1916,13.563197,8.996402
625,10971,6526,85.56,3.943,16.84,51.059,256.219,7.237,9.623,72.282,140.395,412.115,14.831,1.0,161.664,92.824,367.894,217.115,351.176,26.864,203.405,222.441,163.464,133.708,62.696,344.59,4.954,20.685,143.714,448.06,645.91,106.052,60.254,243.795,84.869,208.651,61.06,114.132,32.601,68.586,28.525,54.685,198.427,479.462,10.388004,-59.63846,6.573702,1.7443577
629,5067,2571,180.22,2.471,4.168,28.206,186.424,145.496,97.081,13.579,46.455,135.345,14.831,11.358,57.644,22.02,162.433,56.088,318.577,20.398,70.138,81.524,140.255,194.533,256.089,96.311,4.954,112.957,144.734,203.343,240.76,8.071,128.864,95.842,37.096,4.099,38.037,23.222,20.368,9.448,4.238,90.863,159.589,208.975,0.3439064,27.928677,-0.19029243,18.308409
631,9491,9791,274.02,8.356,10.504,42.353,165.59,57.135,20.709,61.8,157.567,191.911,25.47,13.66,174.023,66.272,182.35,213.936,180.82,18.243,141.281,43.778,137.227,128.179,78.12,199.859,18.133,31.757,252.789,162.027,137.53,69.688,61.293,33.878,144.321,189.023,61.06,137.365,61.144,44.297,28.525,81.527,235.107,344.819,-32.955254,-41.250114,-9.250306,-9.699499
632,17081,13331,160.32,1.0,10.504,9.706,232.26,83.124,110.631,2.048,118.173,318.175,3.128,6.755,22.628,28.658,91.151,204.402,168.201,11.777,6.01,8.549,57.509,198.22,155.24,431.664,11.544,21.915,44.834,293.39,213.01,2.01,47.779,124.927,80.623,4.099,11.01,86.859,52.989,7.336,77.099,34.845,123.987,356.841,85.43168,39.288456,-23.493559,-7.7014546
634,1203,11533,167.71,11.299,16.84,94.588,170.799,19.712,1.0,96.392,140.395,146.456,62.706,2.151,203.89,41.934,205.412,180.036,295.442,22.553,169.337,79.008,130.164,196.376,111.341,176.325,22.087,80.969,261.963,164.145,298.48,110.092,43.621,54.111,83.808,164.229,144.143,120.193,33.62,16.84,39.859,162.054,301.995,398.917,-34.90982,-35.889416,-6.8074884,-8.177777
635,7537,13453,232.38,5.414,15.784,32.559,209.342,2.04,1.0,12.531,236.356,176.759,35.045,1.0,7.179,24.233,86.958,280.678,96.694,13.932,25.048,6.033,49.436,135.552,104.222,223.392,14.179,51.442,73.377,150.373,217.45,104.031,38.424,23.762,115.657,153.898,92.091,159.587,44.834,4.168,56.05,90.863,191.954,321.978,66.70712,36.741554,-18.837254,-12.53159
636,13076,6387,99.21,5.414,35.849,199.059,278.095,12.435,19.477,154.047,193.931,245.447,83.984,9.056,222.428,46.359,416.114,247.837,486.829,164.806,228.455,13.582,191.718,472.852,200.325,286.933,80.077,16.994,114.152,359.072,386.17,151.507,12.435,269.086,210.142,52.655,78.077,127.264,86.629,20.008,10.715,111.87,602.989,632.137,18.60537,-56.591217,18.69409,2.1499295
637,2529,11910,270.61,11.299,129.835,65.206,154.131,9.316,1.0,89.055,114.132,112.112,49.939,12.509,177.112,16.488,226.378,205.461,228.141,13.932,169.337,71.458,131.173,159.513,106.595,133.965,31.313,32.988,113.133,134.483,274.06,119.183,42.582,37.672,123.088,85.714,141.14,106.052,43.814,34.793,25.287,183.061,258.841,332.798,-31.015362,-41.956345,-8.269801,-7.6242766
638,18388,4759,224.28,17.184,41.129,96.765,220.801,127.824,119.254,101.634,219.184,392.923,72.281,19.415,272.893,43.04,319.674,222.411,277.565,20.398,187.373,224.957,217.955,189.004,164.732,258.693,22.087,119.108,97.842,497.852,309.58,122.213,84.163,484.061,130.52,80.548,246.245,178.78,50.95,18.952,103.005,257.752,318.177,312.361,31.110668,-36.611088,14.794077,9.124602
640,4227,9384,211.2,8.356,18.952,83.706,213.509,9.316,2.232,80.668,96.961,179.79,41.428,1.0,102.96,51.89,458.045,184.274,208.161,27.942,180.359,305.481,142.273,67.354,111.341,175.148,8.908,108.036,155.947,271.143,197.47,154.537,74.807,54.111,216.512,248.942,114.113,114.132,26.485,28.457,54.431,107.202,197.348,278.7,-18.868814,-18.28345,-6.296807,1.2015781
642,7827,4117,278.57,3.943,18.952,51.059,181.216,37.384,119.254,104.779,151.507,203.022,19.086,18.264,159.604,72.91,347.977,138.72,349.073,36.563,226.451,214.892,179.609,142.924,194.393,503.442,11.544,196.617,153.908,355.894,417.25,59.586,204.75,393.013,120.965,180.758,74.073,123.223,52.989,16.84,247.107,53.518,231.87,402.523,6.0721855,-5.825865,5.56819,7.4110613
643,827,3347,81.3,8.356,16.84,53.235,137.464,11.395,3.464,61.8,83.829,173.729,38.236,3.302,105.02,35.296,248.391,100.582,275.462,29.019,152.303,252.637,166.491,117.12,55.577,329.293,7.59,46.521,86.629,225.59,479.41,101.001,32.186,148.953,62.575,221.049,117.116,109.082,35.659,15.784,141.864,83.861,170.377,187.336,-9.169374,-11.950047,-6.795122,4.7603426
646,2965,5952,132.32,2.471,35.849,47.794,142.673,68.57,50.273,63.896,73.728,176.759,10.575,19.415,111.199,61.847,230.571,107.998,261.792,23.631,174.347,307.997,136.218,50.766,62.696,270.459,7.59,149.866,145.753,241.48,248.53,64.637,103.915,202.065,122.027,231.38,23.022,82.819,26.485,12.616,149.959,29.009,113.199,222.199,-7.0334435,-11.169857,-7.761493,4.64437
647,10009,10189,71.35,52.495,17.896,129.412,334.347,28.028,3.464,175.013,169.689,240.396,28.661,19.415,262.594,278.684,182.35,295.509,412.167,83.981,108.215,1.0,167.5,408.341,81.679,163.382,425.377,19.454,754.328,299.747,57.61,14.131,1.0,1.0,59.39,1.0,83.082,121.203,226.285,543.797,1.0,120.04,215.688,656.181,-81.8536,-31.679749,-0.62646383,-23.176525
648,17434,14253,129.34,1.0,8.392,3.176,242.677,88.322,121.718,1.0,92.92,238.376,1.0,1.0,1.0,15.382,91.151,167.323,88.281,10.699,1.0,1.0,54.482,142.924,76.933,403.424,102.482,39.139,80.512,355.894,258.52,2.01,17.633,123.662,202.711,11.331,1.0,39.384,22.407,40.073,52.812,4.501,309.546,271.487,86.38113,37.272385,-23.931553,-6.860579
649,6225,1696,107.45,1.0,1.0,28.206,108.296,193.315,196.858,32.448,18.172,127.264,9.511,10.207,24.688,45.252,233.716,38.078,244.966,18.243,29.056,141.917,109.982,50.766,405.583,206.919,4.954,249.52,114.152,363.31,143.08,6.051,198.513,221.033,125.211,1.0,17.016,8.071,12.213,9.448,1.0,67.522,180.086,617.711,2.2226992,23.834442,0.11275861,19.223381
650,10372,14395,154.49,8.356,17.896,54.324,211.425,1.0,9.623,9.386,168.678,417.166,59.514,5.604,11.299,22.02,204.364,239.362,88.281,20.398,9.016,11.065,66.591,54.452,108.968,328.117,14.179,13.303,45.853,184.274,135.31,126.254,2.04,21.233,349.217,78.482,127.126,136.355,25.465,14.728,30.144,110.703,210.294,293.126,74.310814,37.05858,-20.68691,-10.881814
651,7996,10737,218.03,5.414,8.392,51.059,183.299,38.424,12.086,49.22,148.476,169.689,21.214,9.056,146.215,45.252,158.24,214.996,187.129,20.398,102.203,8.549,135.209,187.161,245.411,111.608,11.544,47.751,205.897,147.195,213.01,37.364,41.542,50.318,79.561,116.706,54.053,97.971,42.795,24.233,28.525,66.355,109.962,263.072,-24.432312,-39.31423,-13.586393,-6.65025
652,15618,3966,132.75,8.356,23.177,127.235,229.135,69.61,195.626,155.095,123.223,347.468,52.067,19.415,223.458,37.508,380.473,194.867,405.858,106.612,217.433,76.491,244.191,247.985,493.381,228.099,62.943,105.575,233.42,532.811,395.05,110.092,147.575,365.192,222.882,98.111,128.127,160.598,50.95,28.457,39.859,164.388,368.882,410.939,35.00666,-36.557182,17.299732,10.03308
653,1692,10207,74.05,9.828,11.56,120.706,177.049,6.198,10.855,120.503,77.768,195.951,77.601,24.018,164.754,41.934,418.211,192.749,193.439,64.583,169.337,36.229,134.2,19.432,65.069,159.852,72.169,37.909,162.063,266.906,211.9,157.567,103.915,26.291,182.54,52.655,122.121,82.819,23.427,21.064,18.81,172.557,94.859,632.137,-33.202225,-30.794085,-4.1814337,-9.010738
654,16460,8542,189.46,11.299,165.74,72.824,166.632,9.316,14.55,69.137,196.962,394.943,55.259,24.018,256.414,46.359,241.054,184.274,316.474,18.243,230.459,43.778,154.382,172.415,125.578,190.445,20.769,7.151,114.152,377.082,479.41,113.122,25.949,453.711,63.637,173.526,154.153,169.689,58.086,25.289,52.812,234.411,244.816,385.693,17.680893,-51.65653,12.863222,3.1118817
655,7196,5031,301.88,2.471,79.146,35.824,139.547,9.316,21.941,61.8,112.112,160.598,11.639,13.66,110.169,41.934,238.957,134.483,235.502,30.097,201.401,252.637,169.518,30.491,59.137,321.057,2.318,18.224,104.978,259.49,259.63,87.87,76.887,352.547,97.609,345.02,38.037,92.92,35.659,12.616,321.587,47.682,73.282,254.657,-3.6707077,-13.072283,-7.9977813,5.5712986
656,5578,13073,244.32,11.299,9.448,130.5,349.973,178.762,23.173,160.337,175.749,160.598,72.281,12.509,219.338,71.804,272.502,231.946,221.832,199.291,168.335,13.582,121.082,69.197,80.493,146.908,55.036,211.381,445.453,205.461,357.31,111.102,191.236,17.439,419.285,65.052,160.159,139.385,18.33,149.9,1.0,164.388,273.945,605.69,-39.102226,-31.129715,-4.8727036,-10.532602
658,19441,6946,183.2,17.184,14.728,92.412,172.882,47.779,140.195,101.634,199.992,411.105,71.217,13.66,266.713,45.252,236.86,189.571,217.625,19.32,191.381,126.819,176.582,65.511,146.935,232.806,36.584,73.587,100.9,420.516,329.56,152.517,100.796,480.267,70.006,263.405,215.214,178.78,31.582,17.896,140.245,227.409,271.787,236.625,22.650284,-43.46759,12.8258505,4.9375587
659,12738,4139,301.6,6.885,25.289,59.765,169.757,6.198,65.054,95.344,121.203,187.871,37.173,18.264,179.172,48.571,317.577,168.383,308.061,31.175,206.411,141.917,209.882,115.277,193.207,537.565,7.59,16.994,116.191,347.419,396.16,131.304,81.045,319.668,116.718,208.651,108.107,174.739,52.989,56.969,104.624,103.701,221.082,205.368,11.474186,-54.492603,7.896109,4.1054525
660,4215,6676,70.78,120.174,16.84,163.147,391.641,55.056,37.954,105.827,93.93,281.811,42.492,30.924,189.471,224.475,240.005,198.046,289.133,260.718,97.193,28.68,165.482,301.437,173.037,123.375,169.697,45.291,593.264,166.264,33.19,33.324,68.57,35.143,73.191,10.298,20.019,51.506,45.853,870.109,1.0,97.866,87.307,253.455,-78.885994,-26.861282,-2.2359636,-22.061663
661,8830,5926,242.33,2.471,15.784,15.147,169.757,3.079,14.55,36.641,96.961,185.85,5.256,5.604,89.571,52.997,358.46,162.027,267.049,27.942,145.289,436.332,186.673,85.786,181.342,459.905,4.954,2.23,85.609,293.39,349.54,52.516,18.672,209.652,258.978,238.611,12.011,44.435,32.601,23.177,211.486,20.84,153.116,284.711,-5.08778,-10.415348,-7.0905385,4.8544407
662,12430,8675,167.29,9.828,32.681,75.0,216.634,14.514,18.245,96.392,179.79,259.588,41.428,45.886,222.428,62.953,250.488,236.183,267.049,176.66,200.399,28.68,183.645,212.965,106.595,315.173,8.908,36.679,159.005,320.934,375.07,97.971,100.796,218.504,100.794,229.313,114.113,152.517,33.62,24.233,39.859,136.379,215.688,361.65,3.435732,-53.48819,8.657459,-0.63045454
663,5078,4523,119.53,3.943,10.504,46.706,139.547,155.892,130.34,19.869,97.971,207.063,26.534,21.717,90.601,27.551,268.308,123.889,332.247,23.631,85.169,245.088,176.582,222.181,238.292,261.046,60.307,223.683,125.365,294.45,406.15,28.273,125.745,118.604,152.814,5.132,43.042,36.354,72.357,13.672,15.572,65.188,279.339,523.942,-1.6156139,13.121635,-0.60186183,12.169212
664,20644,862,105.03,21.598,3.112,134.853,192.675,144.457,308.953,111.068,90.9,508.076,98.879,10.207,152.395,12.063,548.196,137.661,138.757,19.32,116.231,625.06,151.355,107.904,439.99,142.201,26.041,96.963,109.055,690.66,186.37,190.901,200.592,606.723,468.12,1.0,287.287,159.587,25.465,9.448,1.0,328.943,298.758,382.087,27.329918,20.868462,13.769123,14.980116
666,432,7343,323.06,8.356,11.56,73.912,190.591,4.119,1.0,57.607,97.971,175.749,54.195,12.509,105.02,34.189,364.749,175.799,151.376,85.058,109.217,267.736,141.264,47.079,92.357,275.166,39.22,50.212,92.745,199.105,177.49,64.637,52.977,31.349,228.19,124.971,109.108,82.819,20.368,11.56,98.147,117.706,121.829,157.282,-17.242504,-18.066101,-7.1954985,1.8341167
667,8548,11239,125.93,8.356,9.448,69.559,178.091,206.829,85.995,81.717,156.557,199.992,42.492,19.415,219.338,117.163,271.453,200.164,210.264,27.942,168.335,3.516,139.245,69.197,135.07,239.866,65.579,119.108,214.052,213.936,229.66,83.829,206.829,69.286,144.321,168.361,119.118,149.486,31.582,64.362,13.953,176.058,162.825,404.928,-32.160553,-36.742107,-8.701327,-11.818315
670,18931,1493,538.95,15.713,4.168,181.647,307.263,169.406,289.244,177.109,62.617,329.286,85.048,22.868,95.751,116.056,472.721,142.958,415.322,53.806,121.241,204.826,136.218,201.906,405.583,218.686,93.256,144.945,116.191,642.987,224.11,134.335,105.994,537.172,359.833,3.066,181.18,77.768,16.291,12.616,5.857,207.569,243.738,407.332,23.470314,18.09636,10.932507,15.606523
671,13042,12259,303.45,8.356,60.137,84.794,233.301,7.237,5.927,61.8,155.547,211.103,38.236,9.056,203.89,37.508,304.998,213.936,337.505,18.243,168.335,79.008,159.427,262.731,207.444,497.558,6.272,4.691,229.343,270.084,405.04,121.203,2.04,46.524,371.511,127.037,98.097,137.365,37.698,71.754,120.815,152.717,439.006,334.0,-6.2103767,-40.222305,3.542816,-2.3701303
672,5577,11536,119.67,9.828,104.49,205.588,169.757,30.107,1.0,232.667,136.355,367.67,163.776,24.018,221.398,55.209,177.109,240.421,361.692,326.456,229.457,1.0,159.427,286.692,79.306,163.382,322.578,73.587,95.803,266.906,114.22,140.395,19.712,28.82,50.897,75.383,129.128,139.385,41.776,16.84,4.238,186.562,115.356,128.43,-73.51332,-69.155075,9.570924,-19.47099
673,9196,192,112.14,9.828,28.457,81.529,112.463,141.338,194.395,11.483,36.354,209.083,64.834,12.509,9.239,17.595,189.688,34.9,517.325,18.243,42.082,169.597,80.718,507.873,84.052,264.576,15.497,183.084,96.822,412.041,427.24,59.586,112.231,355.076,213.327,1.0,181.18,32.313,90.706,4.168,43.097,158.553,361.33,490.282,17.486376,26.212818,7.8563776,18.594542
674,19021,7712,244.04,33.368,90.762,262.176,302.054,119.508,162.367,206.461,315.145,417.166,160.585,52.791,361.464,118.269,383.618,267.965,302.803,172.35,285.57,71.458,274.464,36.02,215.749,357.534,155.199,149.866,146.772,405.685,401.71,252.518,145.496,452.447,329.046,187.99,265.265,260.599,112.113,63.305,78.718,263.588,289.049,343.617,27.945992,-35.384636,17.963017,7.780987
