cell,x,y,area µm²,SMA,NeuN,HLA-A,CD4,CD44,S100B,GalMac3,P2Ry12,CD11b,Claudin5,CD34,iNOS,ApoE,CD11c,CD40,PCNA,CollagenIV,CD8,Neurofilament,CD3e,DAPI_1,CD68,ATG7,Vimentin,AQP4,CD14,CD45,TMEM119,CD31,GFAP,P2Rx7(Park7),HLA-DR,Synaptophysin,A-Beta,PSD-95,H2A.x,CD163,MAP2,Trem2,CD74,IBA1,UMAP_1,UMAP_2,TSNE_1,TSNE_2
2,16380,3779,25.58,14.242,17.896,110.912,187.466,73.768,73.677,122.599,94.94,237.366,70.153,15.962,244.056,50.784,323.867,164.145,352.227,22.553,233.465,297.932,216.945,334.614,81.679,284.58,84.03,78.509,93.764,430.051,428.35,121.203,78.966,439.801,95.486,42.324,257.257,232.315,58.086,16.84,13.953,229.743,409.878,337.606,34.866646,-38.905315,15.865262,9.447385
3,3245,10000,131.04,11.299,14.728,107.647,212.467,13.475,3.464,147.758,131.304,189.891,56.323,2.151,155.485,51.89,662.458,229.827,254.431,38.718,198.395,134.368,161.445,198.22,108.968,455.198,16.815,67.436,164.102,347.419,186.37,127.264,58.175,56.641,572.16,141.501,143.142,120.193,41.776,60.137,59.288,148.049,136.933,483.069,-27.67252,1.4840584,-0.9988514,0.016115647
4,14174,8346,172.97,11.299,23.177,114.176,184.341,9.316,109.4,113.165,168.678,211.103,64.834,18.264,243.026,67.379,257.826,187.452,250.224,95.835,193.385,109.204,157.409,120.806,78.12,355.18,47.128,37.909,125.365,298.687,448.33,142.416,91.44,381.632,72.13,200.387,143.142,165.648,40.756,105.547,111.1,164.388,285.812,299.137,11.565441,-52.83828,10.243365,2.0036504
8,10191,2759,133.89,12.77,6.28,100.029,154.131,131.982,178.381,67.041,63.627,228.275,54.195,18.264,157.544,68.485,347.977,80.454,492.087,29.019,207.413,391.038,221.991,207.435,347.447,278.696,139.384,242.138,199.781,400.388,334.0,72.718,188.118,428.42,255.793,2.033,154.153,130.294,42.795,12.616,1.0,223.908,487.554,384.491,16.980145,10.291136,7.7441854,13.400642
9,10106,6504,241.62,12.77,115.051,49.971,215.592,6.198,52.736,107.923,138.375,245.447,18.022,15.962,159.604,41.934,274.598,177.917,305.958,21.476,205.409,79.008,183.645,153.983,117.273,331.647,6.272,73.587,133.52,266.906,411.7,118.173,52.977,236.208,133.705,179.725,43.042,93.93,47.892,15.784,103.005,62.854,328.965,408.534,2.7134151,-54.450794,7.9826016,-0.14471918
10,19402,14778,113.99,1.0,16.84,26.029,201.008,11.395,124.181,1.0,160.598,344.438,15.895,3.302,8.209,2.106,95.344,158.848,228.141,8.544,3.004,1.0,63.564,393.596,216.936,217.509,29.995,31.757,31.582,185.333,196.36,13.121,13.475,55.376,58.328,6.165,22.021,113.122,43.814,4.168,36.621,51.183,147.721,341.213,85.13197,38.651543,-22.365452,-6.612673
11,2887,13374,136.3,8.356,8.392,82.618,192.675,118.468,21.941,68.089,154.537,116.153,44.62,1.0,10.269,37.508,62.848,200.164,39.908,7.466,12.022,51.327,62.555,52.609,40.153,93.958,56.354,176.932,247.692,115.414,169.72,76.758,108.073,4.794,124.15,41.291,114.113,127.264,18.33,43.241,4.238,122.374,231.87,502.303,-49.04972,-25.61369,-16.365889,-14.138376
13,17755,7480,164.02,9.828,11.56,86.971,258.302,80.005,143.89,184.447,181.81,338.377,85.048,41.282,237.876,57.422,355.315,170.502,267.049,74.282,183.365,73.975,180.618,163.199,353.379,232.806,145.974,64.975,171.238,417.338,330.67,132.314,92.48,262.763,559.421,70.217,156.155,134.335,24.446,36.905,35.002,137.546,251.289,277.498,-25.406364,0.09620476,9.572876,8.999853
14,8237,12718,219.87,9.828,142.507,52.147,179.132,25.949,3.464,78.572,147.466,153.527,42.492,5.604,188.441,19.807,229.523,194.867,303.855,18.243,201.401,3.516,57.509,152.14,72.188,237.512,12.861,23.145,124.346,169.442,247.42,138.375,46.74,21.233,59.39,147.699,118.117,111.102,88.667,54.857,69.003,135.211,136.933,253.455,-24.222145,-45.784363,-9.446652,-5.200402
15,13092,9236,99.35,6.885,14.728,52.147,154.131,5.158,44.113,106.875,133.325,204.032,35.045,35.528,164.754,28.658,234.764,153.551,150.324,19.32,140.279,1.0,170.527,83.943,267.954,285.756,23.405,14.533,71.338,170.502,227.44,62.617,151.734,183.096,44.527,156.997,84.083,105.041,38.717,15.784,26.906,82.694,85.149,217.39,-21.560555,-42.991398,-12.695845,-4.49577
16,16624,5719,70.35,12.77,23.177,68.471,164.548,15.554,25.636,88.006,209.083,252.518,48.875,27.471,253.325,26.445,226.378,231.946,186.078,27.942,214.427,21.131,210.891,41.55,41.34,325.763,11.544,18.224,78.473,307.162,459.43,138.375,24.909,319.668,74.253,430.766,155.154,179.79,27.504,15.784,196.914,165.555,218.924,175.314,10.930752,-51.470932,10.69243,2.3007555
17,15895,6358,97.78,14.242,22.121,331.824,184.341,29.068,24.404,346.929,184.84,416.156,242.505,173.638,303.79,46.359,198.075,226.649,483.675,275.806,261.522,63.909,214.927,520.775,182.529,257.516,524.223,23.145,105.997,628.156,120.88,203.022,35.305,296.906,46.65,67.118,192.191,176.759,123.327,16.84,33.382,207.569,119.672,111.599,-79.85389,-66.65652,8.898262,-20.996092
18,8554,3378,218.74,6.885,21.064,146.824,187.466,111.191,211.64,126.792,169.689,233.326,98.879,42.433,206.979,147.033,315.481,186.392,324.886,118.466,207.413,237.539,193.736,216.651,178.969,426.958,109.071,267.974,231.382,315.637,226.33,99.991,217.225,428.42,192.095,61.952,111.11,153.527,41.776,50.633,62.527,138.713,279.339,327.989,9.323011,6.10614,5.6575055,11.381204
21,8617,7366,109.72,1.0,15.784,2.088,170.799,1.0,1.0,24.062,86.859,209.083,1.0,1.0,38.076,33.083,230.571,121.77,140.86,23.631,47.092,46.295,133.191,54.452,43.713,336.353,1.0,1.0,68.28,206.521,186.37,24.233,8.277,46.524,82.746,252.041,2.001,32.313,30.562,13.672,90.052,2.167,15.025,122.419,-10.3042,-28.047386,-12.64451,0.701731
23,5246,5026,117.82,2.471,15.784,27.118,143.714,73.768,62.591,40.834,87.87,182.82,7.383,3.302,88.541,41.934,298.708,85.751,295.442,34.408,131.261,217.408,173.555,85.786,91.171,364.594,16.815,270.435,131.482,271.143,427.24,31.303,181.88,215.975,80.623,131.17,26.025,48.475,36.679,12.616,120.815,43.014,135.854,309.957,-5.505581,12.703987,-1.8879558,13.415499
25,10169,14073,186.9,6.885,13.672,56.5,206.217,1.0,4.695,6.241,179.79,332.316,49.939,1.0,3.06,22.02,149.854,186.392,76.714,13.932,8.014,61.393,59.527,98.688,129.138,279.873,10.226,5.921,92.745,210.758,130.87,93.93,6.198,18.704,296.135,75.383,104.103,140.395,24.446,16.84,28.525,122.374,173.613,135.643,72.774796,37.64868,-20.853062,-11.173961
26,7409,734,172.12,8.356,2.056,44.529,112.463,71.689,146.354,13.579,18.172,80.799,39.3,42.433,9.239,19.807,99.537,26.425,285.978,16.087,28.054,189.728,69.618,172.415,282.191,181.032,31.313,253.211,81.532,223.471,321.79,27.263,179.801,285.525,43.465,3.066,113.112,24.233,25.465,3.112,54.431,114.204,227.555,299.137,4.846266,28.484581,1.9828146,18.396671
27,3068,3325,140.42,3.943,10.504,59.765,180.174,135.101,87.227,50.269,88.88,253.528,20.15,48.188,72.063,50.784,356.363,141.898,301.752,25.786,123.245,164.564,195.755,120.806,216.936,295.17,15.497,84.66,128.423,294.45,402.82,24.233,89.361,112.281,102.917,20.629,60.059,49.485,28.523,15.784,20.429,50.016,221.082,336.404,-5.677433,8.503078,-1.7818958,12.006265
28,1470,14472,104.18,11.299,10.504,188.176,328.097,60.254,1.0,104.779,152.517,333.327,48.875,3.302,73.093,174.691,72.282,273.262,223.935,21.476,47.092,1.0,91.818,327.242,142.189,186.915,232.958,1.0,426.085,285.975,3.22,41.404,1.0,1.0,17.986,1.0,144.143,168.678,18.33,156.236,1.0,195.898,35.523,169.303,-64.39908,-36.554276,-3.419647,-18.185987
30,18197,12070,94.52,18.655,7.336,112.0,213.509,65.452,114.327,45.027,139.385,186.86,76.537,15.962,196.68,22.02,278.791,171.561,161.892,13.932,89.177,43.778,162.455,122.649,92.357,486.968,28.677,50.212,26.485,348.478,214.12,86.859,28.028,88.254,162.369,8.232,227.226,90.9,25.465,18.952,23.668,293.931,189.796,111.599,6.8556776,-42.291027,14.369313,-1.8136266
31,9902,10157,85.14,20.127,10.504,70.647,177.049,15.554,1.0,135.178,153.527,629.289,21.214,2.151,164.754,36.402,198.075,209.699,530.996,30.097,218.435,1.0,172.545,367.792,213.376,297.523,234.276,2.23,98.861,427.932,24.31,10.091,1.0,7.323,44.527,1.0,68.067,81.809,26.485,28.457,1.0,90.863,50.626,147.664,-73.26921,-63.43492,10.732756,-20.341152
32,18977,8763,56.0,17.184,11.56,67.382,138.506,22.83,77.372,52.365,194.941,234.336,72.281,37.829,228.607,25.339,227.426,140.839,277.565,18.243,121.241,43.778,181.627,329.085,49.645,286.933,27.359,53.903,74.396,347.419,311.8,65.647,37.384,269.086,74.253,99.144,166.165,110.092,58.086,18.952,101.386,216.905,318.177,352.032,14.640842,-45.402653,14.857524,1.7119478
33,17479,5895,80.73,11.299,29.513,135.941,216.634,29.068,475.248,165.578,182.82,429.287,78.665,25.169,309.969,61.847,375.232,202.283,352.227,92.602,230.459,58.877,199.791,388.066,125.578,362.24,77.441,32.988,101.919,422.635,412.81,96.961,65.452,644.659,143.259,90.879,183.182,206.053,39.737,23.177,54.431,248.416,232.949,370.065,33.86145,-38.398705,16.63871,7.6836658
34,17064,7538,245.46,11.299,20.008,36.912,145.798,19.712,126.645,123.647,197.972,212.113,54.195,17.113,240.966,57.422,230.571,199.105,249.173,287.66,199.397,23.647,185.664,85.786,82.866,325.763,36.584,61.284,103.958,310.34,299.59,106.052,97.677,356.341,62.575,199.354,118.117,149.486,38.717,17.896,217.963,106.035,226.476,285.913,9.818886,-50.402874,11.78528,1.760705
35,18930,12846,58.42,1.0,13.672,71.735,274.97,60.254,142.658,71.234,163.628,255.548,12.703,6.755,187.411,46.359,130.985,233.005,390.084,141.097,76.15,1.0,58.518,725.367,94.73,759.958,97.21,72.357,255.847,394.032,265.18,20.192,59.214,56.641,141.136,1.0,3.002,63.627,40.756,190.029,2.619,69.856,325.729,519.134,81.28223,32.295044,-20.562885,-4.311555
36,13878,3904,247.73,8.356,21.064,73.912,208.3,12.435,147.586,120.503,135.345,227.265,48.875,21.717,210.069,58.528,440.225,210.758,269.153,31.175,254.508,162.048,226.027,24.961,116.087,370.477,40.538,31.757,128.423,527.514,530.47,139.385,164.208,381.632,144.321,270.637,150.149,202.012,67.26,16.84,169.389,131.71,210.294,421.758,16.223148,-55.900185,8.224823,4.574025
37,2490,6587,470.16,6.885,22.121,66.294,163.507,12.435,9.623,94.296,98.981,159.587,33.981,5.604,114.289,40.827,321.77,130.245,214.471,34.408,181.361,247.605,166.491,34.177,149.308,366.947,6.272,63.745,269.099,284.915,541.57,125.244,152.773,188.154,312.06,233.446,83.082,90.9,28.523,79.146,145.102,68.689,179.008,272.69,-15.83526,-5.664501,-3.5369723,3.9581044
38,12644,8467,98.92,9.828,25.289,71.735,154.131,11.395,36.723,128.889,174.739,314.134,40.364,4.453,212.129,70.698,224.281,224.53,192.387,25.786,254.508,3.516,136.218,23.118,126.765,315.173,12.861,78.509,94.784,271.143,201.91,117.163,45.7,242.53,64.698,319.192,93.092,206.053,34.64,16.84,78.718,129.376,198.427,120.014,4.3456573,-48.579185,6.3591166,-1.1462173
39,7785,4993,212.2,2.471,47.465,23.853,172.882,4.119,29.332,55.51,92.92,206.053,5.256,9.056,93.691,39.721,340.639,104.82,358.537,33.33,179.357,260.186,198.782,155.827,126.765,406.954,2.318,19.454,85.609,318.815,420.58,62.617,82.084,281.732,74.253,269.604,22.021,45.445,78.473,12.616,264.917,8.002,177.929,347.224,-2.2584076,-11.196398,-7.3897786,5.5953407
40,11734,15164,164.87,6.885,12.616,64.118,298.929,2.04,20.709,24.062,192.921,394.943,48.875,2.151,20.568,44.146,129.937,229.827,130.344,23.631,29.056,31.196,73.655,168.729,181.342,323.41,23.405,18.224,184.49,262.668,232.99,93.93,22.83,198.271,678.324,127.037,108.107,197.972,30.562,106.603,60.908,94.364,281.497,271.487,84.151146,29.679596,-24.075678,-3.3078754
41,2194,4000,78.88,8.356,129.835,93.5,179.132,56.096,78.604,71.234,132.314,174.739,30.789,12.509,123.558,29.764,309.191,142.958,534.151,20.398,226.451,101.655,191.718,201.906,211.004,282.226,70.851,69.897,194.684,287.034,461.65,85.849,41.542,212.181,146.444,12.364,136.135,84.839,93.764,15.784,35.002,148.049,309.546,354.437,-4.824751,3.3932915,-0.72674483,9.00575
43,11806,1189,169.56,9.828,1.0,73.912,111.421,93.519,260.912,17.772,11.101,199.992,68.026,7.906,11.299,28.658,484.252,30.663,154.531,18.243,25.048,177.146,113.009,301.437,609.654,277.519,10.226,26.836,114.152,369.666,154.18,47.465,82.084,266.557,327.984,1.0,121.12,15.142,10.174,4.168,1.0,116.539,173.613,327.989,16.780775,32.506607,6.2173123,21.470217
44,3848,15288,409.19,8.356,24.233,48.882,199.967,12.435,1.0,52.365,167.668,139.385,49.939,1.0,11.299,5.425,79.62,218.174,47.269,9.621,10.018,1.0,57.509,24.961,80.493,124.551,29.995,99.424,183.47,144.017,286.27,86.859,62.333,4.794,84.869,77.449,132.131,159.587,19.349,27.401,12.334,117.706,159.589,332.798,60.845795,35.63965,-17.805096,-13.528704
45,3819,6691,137.3,2.471,16.84,23.853,159.34,6.198,9.623,45.027,73.728,174.739,14.831,12.509,85.452,26.445,253.633,102.701,251.276,26.864,107.213,197.277,169.518,174.258,186.088,297.523,6.272,16.994,100.9,206.521,288.49,67.667,99.757,85.725,64.698,174.559,33.032,43.425,32.601,14.728,125.673,36.012,127.224,171.708,-8.286911,-18.011177,-8.934009,3.5605948
46,20605,9631,274.59,11.299,25.289,75.0,223.926,8.277,193.163,81.717,214.133,409.085,56.323,12.509,249.205,39.721,223.233,177.917,241.812,17.165,146.291,33.713,165.482,196.376,154.053,390.481,11.544,37.909,95.803,380.26,316.24,128.274,68.57,284.261,73.191,359.483,172.171,144.436,46.872,15.784,154.817,181.894,276.103,284.711,18.661,-46.094135,13.38183,3.4400105
48,5815,13450,248.02,6.885,17.896,64.118,157.257,36.344,1.0,56.558,193.931,159.587,73.345,30.924,9.239,17.595,101.634,222.411,98.797,52.728,12.022,1.0,65.582,126.336,68.628,133.965,37.902,143.714,112.113,152.492,180.82,91.91,138.22,17.439,102.917,89.846,103.102,119.183,32.601,8.392,13.953,108.369,177.929,285.913,62.342422,36.296757,-18.023088,-13.355243
50,15719,4735,113.7,12.77,16.84,334.0,207.259,59.214,46.577,230.571,229.285,867.675,276.55,106.885,323.358,122.694,294.515,313.519,713.971,505.35,344.688,56.36,252.264,393.596,269.14,592.869,547.946,42.83,155.947,885.586,117.55,205.042,47.779,267.822,50.897,72.283,184.183,212.113,58.086,18.952,10.715,163.221,141.248,202.964,-82.011154,-64.56024,8.349481,-22.137054
51,4407,1537,120.1,2.471,126.667,36.912,114.546,30.107,35.491,7.29,16.152,89.89,10.575,42.433,47.345,12.063,236.86,44.435,452.127,17.165,62.122,33.713,118.055,310.653,190.834,318.703,24.723,94.502,179.393,213.936,353.98,28.273,85.203,184.361,115.657,30.96,21.02,9.081,83.57,14.728,148.34,125.875,416.351,281.105,-3.7172623,2.0852966,-4.161018,9.623675
52,12620,9312,75.61,5.414,105.547,80.441,168.715,8.277,50.273,141.468,147.466,205.042,37.173,44.735,193.591,46.359,186.544,189.571,236.554,21.476,172.343,23.647,174.564,176.101,67.442,255.163,33.949,10.842,195.703,207.58,239.65,57.566,125.745,140.101,71.068,132.203,108.107,129.284,65.221,51.689,96.528,118.873,214.609,235.422,-23.340517,-43.296444,-9.126256,-5.318468
53,10527,5818,88.83,8.356,16.84,299.176,224.968,12.435,18.245,376.28,145.446,705.048,429.751,265.712,241.996,185.754,279.839,210.758,480.52,388.961,303.606,18.615,241.164,277.476,162.359,363.417,571.669,16.994,186.529,516.92,85.36,203.022,22.83,207.123,88.054,34.059,109.108,112.112,66.241,18.952,4.238,51.183,104.568,144.058,-79.22331,-64.72005,8.659486,-21.183767
54,12659,12125,167.43,11.299,21.064,261.088,218.717,57.135,8.391,202.268,150.496,313.124,149.946,17.113,263.624,49.678,279.839,227.708,709.764,201.447,174.347,6.033,180.618,179.788,201.512,789.375,420.106,3.461,724.765,588.959,137.53,205.042,17.633,75.609,109.287,114.64,124.123,124.234,39.737,89.706,57.669,155.051,250.211,444.599,-78.15958,-50.21125,4.8972445,-21.264463
55,10249,11574,77.18,9.828,14.728,127.235,264.553,49.858,13.318,294.515,149.486,292.922,85.048,40.131,205.949,8.744,194.93,242.54,411.116,114.155,109.217,8.549,147.318,334.614,184.901,599.929,426.695,5.921,752.289,369.666,45.4,96.961,51.938,6.058,145.383,33.026,100.099,92.92,61.144,421.298,2.619,159.72,183.323,731.917,-79.0535,-36.058964,1.2755213,-22.343033
56,16967,1744,130.9,11.299,2.056,88.059,110.38,142.378,129.109,39.786,59.586,207.063,57.387,18.264,108.109,16.488,203.316,89.988,189.233,12.854,115.229,182.179,95.855,78.413,156.426,156.322,56.354,42.83,56.047,432.17,284.05,83.829,60.254,433.478,106.102,1.0,140.139,76.758,19.349,4.168,1.0,194.731,214.609,302.744,12.402416,27.924278,4.901433,18.097584
58,1508,5088,107.17,3.943,50.633,32.559,120.797,32.186,77.372,56.558,102.011,180.8,24.406,38.98,115.319,29.764,269.357,116.473,208.161,24.709,108.215,139.401,166.491,111.59,49.645,248.102,24.723,73.587,58.086,160.967,260.74,40.394,63.373,126.191,130.52,103.276,83.082,64.637,66.241,27.401,73.861,60.52,59.257,62.31,-8.776222,-24.15263,-9.805462,3.996217
59,14614,2252,91.1,9.828,14.728,88.059,185.383,174.604,237.508,63.896,119.183,334.337,54.195,19.415,189.471,43.04,329.108,86.81,304.906,23.631,222.443,217.408,241.164,506.03,340.328,197.505,15.497,144.945,130.462,361.191,247.42,55.546,115.35,537.172,221.82,3.066,192.191,168.678,93.764,13.672,30.144,229.743,420.666,330.394,26.069237,26.467052,9.877684,19.257643
60,8062,11685,205.52,8.356,7.336,119.618,187.466,58.175,58.895,138.323,172.719,165.648,47.812,6.755,211.099,75.123,234.764,241.48,215.522,40.874,203.405,6.033,128.145,155.827,100.663,244.572,45.81,100.654,278.273,204.402,232.99,106.052,216.185,127.456,139.013,100.177,130.129,136.355,51.969,63.305,5.857,153.884,335.438,609.296,-35.766224,-32.847683,-6.277275,-10.78075
61,5938,831,292.64,39.253,2.056,133.765,123.922,90.401,285.549,80.668,9.081,117.163,68.026,13.66,9.239,92.824,202.268,22.188,326.989,79.67,62.122,99.139,81.727,128.179,276.259,442.254,58.989,191.696,185.509,298.687,297.37,66.657,130.943,274.144,169.8,6.165,60.059,50.495,23.427,23.177,10.715,59.353,221.082,443.397,4.0275345,21.306393,1.9113965,16.009617
62,15899,5857,225.99,14.242,88.65,66.294,212.467,14.514,37.954,92.199,193.931,337.367,61.642,9.056,262.594,59.635,295.563,209.699,383.775,22.553,230.459,89.073,209.882,166.886,168.291,363.417,10.226,25.606,83.57,417.338,417.25,137.365,48.819,491.648,142.198,252.041,160.159,187.871,72.357,17.896,151.579,197.065,362.409,418.152,21.83794,-53.462227,8.952511,3.728496
63,19557,11040,209.92,17.184,13.672,105.471,178.091,35.305,191.931,80.668,178.78,371.711,73.345,18.264,246.115,39.721,202.268,171.561,221.832,17.165,182.363,56.36,158.418,177.945,93.544,428.134,35.266,61.284,163.083,384.497,339.55,126.254,54.017,237.472,210.142,174.559,230.229,149.486,36.679,67.53,167.77,242.581,403.405,354.437,15.005859,-43.3179,14.487123,1.2777184
64,462,2532,242.33,6.885,39.017,47.794,134.339,1.0,1.0,16.724,21.202,132.314,28.661,19.415,23.658,37.508,274.598,40.197,236.554,25.786,83.164,16.098,116.036,58.138,205.071,422.251,56.354,19.454,260.944,292.331,482.74,137.365,17.633,199.535,344.97,143.567,79.078,26.253,26.485,42.185,164.532,106.035,508.052,300.339,-15.577095,-5.1762733,-3.0782695,6.073654
65,14890,10208,162.6,11.299,17.896,84.794,185.383,10.356,17.014,83.813,179.79,165.648,52.067,15.962,246.115,64.06,231.619,212.877,273.359,21.476,212.423,187.212,152.364,71.041,72.188,405.777,15.497,8.382,82.551,326.231,309.58,135.345,46.74,332.314,110.349,194.188,157.156,181.81,33.62,18.952,91.671,171.39,304.152,312.361,10.144676,-51.925117,10.616481,1.5057288
66,19025,12113,240.77,14.242,115.051,100.029,276.011,71.689,189.467,123.647,176.759,269.69,58.45,19.415,247.145,38.615,312.336,218.174,235.502,37.641,182.363,8.549,164.473,235.083,110.154,310.466,93.256,80.969,150.85,260.549,207.46,99.991,48.819,218.504,150.691,60.919,176.175,142.416,56.047,144.619,94.909,281.093,182.244,150.069,13.155504,-37.509636,15.219176,-1.3035703
67,17025,13253,77.46,1.0,5.224,20.588,205.175,83.124,151.281,27.207,96.961,270.7,7.383,12.509,120.468,51.89,94.296,169.442,221.832,8.544,55.108,1.0,42.373,231.397,61.51,428.134,14.179,20.685,25.465,259.49,252.97,12.111,63.373,162.863,124.15,11.331,31.03,64.637,43.814,12.616,41.478,62.854,213.53,400.119,83.99135,38.505672,-22.889278,-7.0795383
68,4237,8935,210.35,3.943,15.784,60.853,223.926,10.356,3.464,85.91,112.112,241.406,25.47,7.906,124.588,44.146,467.48,155.67,227.089,35.485,157.313,144.433,184.655,113.434,161.172,177.502,15.497,56.363,278.273,337.884,375.07,96.961,90.401,85.725,757.947,153.898,68.067,74.738,23.427,92.874,43.097,59.353,307.389,299.137,-26.665794,3.2704525,-0.45926422,1.1820614
69,14710,11091,114.7,8.356,18.952,79.353,232.26,7.237,17.014,68.089,151.507,194.941,62.706,118.394,206.979,66.272,343.784,194.867,200.8,92.602,126.251,26.164,131.173,78.413,118.46,504.618,77.441,7.151,120.268,275.381,430.57,114.132,26.989,179.303,254.731,78.482,75.074,109.082,32.601,41.129,101.386,139.88,210.294,386.895,-1.7063141,-44.33197,4.8448687,-1.214842
70,5396,12393,254.27,11.299,10.504,73.912,165.59,83.124,3.464,90.103,161.608,134.335,44.62,2.151,229.637,49.678,180.254,198.046,138.757,16.087,174.347,21.131,90.809,153.983,99.476,148.085,32.631,108.036,199.781,124.948,161.95,102.011,64.412,19.968,129.458,164.229,143.142,149.486,23.427,59.081,5.857,164.388,268.551,347.224,-37.292717,-43.4121,-9.540313,-9.124437
71,20466,2618,70.78,18.655,12.616,117.441,254.136,123.666,470.321,162.433,176.759,701.007,91.431,10.207,386.181,79.548,403.535,280.678,187.129,23.631,237.473,531.955,268.409,811.996,566.942,238.689,26.041,132.642,123.327,462.892,220.78,86.859,159.01,652.247,152.814,1.0,262.262,284.841,246.672,21.064,1.0,317.272,284.733,44.278,39.91467,-29.719059,15.892278,14.467185
72,6241,8222,197.84,1.0,41.129,1.0,172.882,1.0,2.232,9.386,47.465,182.82,1.0,1.0,8.209,14.276,282.984,104.82,289.133,32.252,14.026,167.081,135.209,126.336,218.122,279.873,1.0,4.691,80.512,254.193,357.31,2.01,8.277,18.704,175.108,133.236,1.0,4.03,35.659,42.185,57.669,1.0,74.361,264.274,-10.886114,-22.84822,-10.900226,2.2159247
74,13492,2998,203.96,28.954,14.728,468.941,369.765,74.807,278.158,298.708,101.001,386.862,232.93,56.244,174.023,138.183,291.37,166.264,415.322,495.65,238.475,1.0,299.691,262.731,94.73,290.463,355.526,143.714,367.98,249.955,157.51,257.568,202.671,434.743,382.128,15.463,147.146,152.517,41.776,317.808,26.906,149.216,387.222,320.776,-37.84848,-4.371357,2.4908922,-17.364145
75,1431,9143,101.91,8.356,49.577,397.118,274.97,95.598,10.855,371.039,157.567,376.761,334.0,113.79,480.932,29.764,288.226,166.264,894.842,154.029,170.339,3.516,212.909,391.753,342.701,510.502,480.731,98.193,812.433,703.372,39.85,285.851,139.259,64.228,544.558,4.099,121.12,75.748,61.144,73.866,18.81,132.877,208.136,681.426,-78.84794,-49.69934,4.88984,-21.449469
76,3588,3844,91.1,2.471,9.448,47.794,176.007,168.366,76.141,37.689,90.9,208.073,10.575,19.415,67.943,140.395,346.929,114.354,593.039,26.864,136.271,124.302,201.809,290.378,250.157,352.827,16.815,132.642,163.083,306.103,231.88,4.03,72.728,19.968,74.253,3.066,21.02,35.344,109.055,14.728,20.429,24.341,200.584,465.036,-0.9305153,11.567802,-1.1116365,10.768132
77,17766,2886,176.38,15.713,15.784,112.0,244.76,249.451,156.208,103.73,156.557,321.205,71.217,26.32,252.295,70.698,353.218,208.639,447.921,22.553,224.447,157.015,247.218,340.144,227.614,243.396,118.297,154.787,109.055,459.714,361.75,108.072,86.242,613.046,112.472,19.596,216.215,183.83,71.338,16.84,49.574,248.416,406.641,336.404,37.191883,-36.995358,16.416805,10.514536
78,14660,1240,99.21,11.299,2.056,66.294,145.798,154.852,189.467,25.11,45.445,152.517,57.387,57.395,72.063,9.85,138.323,76.216,212.367,13.932,77.152,318.063,92.827,200.063,244.224,203.389,12.861,71.127,52.989,311.4,240.76,52.516,112.231,352.547,54.082,1.0,147.146,35.344,33.62,5.224,1.0,205.235,249.132,233.018,9.472595,30.181984,4.1409216,19.006561
79,4194,15431,362.86,12.77,55.913,75.0,173.924,3.079,1.0,47.124,170.699,129.284,96.751,10.207,17.478,3.213,88.006,209.699,72.507,78.592,12.022,6.033,75.673,56.295,65.069,117.491,80.077,71.127,95.803,153.551,255.19,114.132,48.819,1.0,25.418,79.515,165.164,163.628,22.407,14.728,12.334,157.386,94.859,319.574,62.58094,37.231464,-18.213535,-13.474393
80,7377,2138,72.63,6.885,10.504,41.265,148.923,126.785,225.19,12.531,30.293,103.021,29.725,14.811,45.286,18.701,192.833,61.385,501.552,16.087,83.164,338.194,115.027,308.81,168.291,356.357,8.908,234.756,110.074,374.963,234.1,20.192,65.452,217.239,67.883,4.099,55.054,15.142,73.377,7.336,47.955,131.71,173.613,252.253,4.842449,24.653782,1.7999889,17.44241
81,20335,9664,200.26,14.242,15.784,91.324,154.131,11.395,164.831,86.958,224.235,358.579,66.962,9.056,254.355,33.083,208.557,165.205,186.078,17.165,167.333,61.393,153.373,177.945,55.577,375.184,15.497,50.212,58.086,381.319,292.93,124.234,108.073,351.282,96.547,367.748,167.166,166.658,38.717,15.784,281.109,206.402,262.078,241.433,17.911816,-47.046066,12.336448,3.1913333
82,7641,12059,57.85,8.356,8.392,100.029,235.385,51.938,12.086,114.213,144.436,170.699,51.003,9.056,179.172,68.485,228.474,224.53,221.832,74.282,182.363,6.033,133.191,82.1,349.819,256.339,44.492,115.417,274.196,201.224,264.07,98.981,150.694,95.842,141.136,99.144,108.107,135.345,29.543,140.395,15.572,127.042,351.621,342.415,-34.2928,-34.364662,-5.2125573,-9.918945
83,4075,472,124.36,1.0,242.83,28.206,118.713,1.0,2.232,16.724,5.04,109.082,21.214,7.906,1.0,7.638,183.399,9.475,466.849,102.301,32.062,6.033,77.691,224.024,341.514,354.004,41.856,2.23,112.113,371.785,708.07,90.9,49.858,145.159,115.657,156.997,7.006,1.0,63.183,3.112,201.771,58.186,157.431,498.697,-10.575085,-8.434986,-4.5397763,8.091911
84,19689,13793,159.04,1.0,10.504,16.235,290.595,6.198,116.79,34.545,159.587,326.256,4.192,1.0,2.03,13.169,176.061,216.055,114.571,10.699,2.002,1.0,58.518,187.161,190.834,528.152,12.861,9.612,52.989,299.747,119.77,11.101,43.621,45.259,76.376,42.324,22.021,97.971,26.485,14.728,75.48,32.511,75.44,354.437,85.12854,39.39905,-23.656113,-7.9586086
