cell,x,y,area µm²,Neurofilament,CD3e,CD45,CD4,NeuN,ATG7,A-Beta,S100B,IBA1,CD68,MAP2,CD31,HLA-A,GFAP,CD11b,SMA,DAPI_1,GalMac3,CollagenIV,CD14,PSD-95,CD11c,CD34,Synaptophysin,AQP4,P2Ry12,CD40,Claudin5,HLA-DR,Trem2,iNOS,CD163,CD74,ApoE,H2A.x,PCNA,TMEM119,CD44,P2Rx7(Park7),CD8,Vimentin,UMAP_1,UMAP_2,TSNE_1,TSNE_2
3293,4204,15932,101.05,133.318,201.423,286.429,243.213,5.735,240.81,10.047,231.43,388.457,225.906,13.527,2.189,37.794,65.452,399.335,2.081,202.51,22.577,12.643,62.351,26.008,112.125,45.607,244.303,175.713,174.214,267.576,4.371,378.756,7.079,126.01,27.0,209.405,19.968,68.893,162.855,60.192,175.562,158.892,160.967,23.732,15.597588,-43.451637,18.047007,-6.8138046
3294,7904,2779,35.25,1.0,192.077,65.118,101.836,100.427,182.41,10.047,1.0,318.914,40.228,113.74,318.539,421.338,27.855,15.753,3.162,587.21,121.829,401.531,3.045,37.854,90.798,184.617,169.182,6.6,1.0,27.394,371.832,61.12,48.62,26.864,21.0,3.689,26.291,49.495,445.834,12.423,1.0,5.427,9.475,265.406,61.048637,79.16214,-3.4567397,21.395391
3295,13860,15609,325.19,31.874,188.962,382.606,210.988,17.571,493.045,171.592,126.051,296.836,101.685,442.564,137.768,18.839,113.79,193.845,6.406,96.259,47.39,17.301,122.68,149.731,196.31,1.0,95.182,163.393,215.839,217.428,4.371,71.14,24.303,118.466,26.0,199.993,61.699,101.223,301.129,276.192,1.0,3.951,193.808,10.571,-28.789915,13.103832,-8.544861,-9.195112
3296,9921,16344,33.83,3.205,170.269,10.307,122.626,29.408,177.44,2.292,20.671,398.392,31.075,69.897,332.811,370.05,45.31,63.174,7.487,104.808,364.567,441.119,29.631,15.478,174.983,209.514,27.909,49.158,43.968,267.576,524.66,56.11,63.817,79.67,18.0,10.412,85.725,5.85,369.73,1.0,1.0,29.037,78.335,662.613,43.315144,83.17756,-6.4731207,25.531967
3298,9239,3593,221.29,73.775,132.885,396.05,194.355,24.673,424.705,521.824,6.62,371.899,144.835,104.345,123.496,40.023,116.476,195.953,5.325,203.731,36.602,16.136,210.616,120.775,315.292,1.0,186.0,93.956,27.855,60.386,6.619,159.317,24.303,72.126,74.0,389.575,147.689,154.568,265.756,455.846,1.0,265.137,100.582,29.714,-18.783792,-6.199688,2.3674233,-15.119512
3301,5317,16012,212.06,42.901,229.462,296.77,275.439,5.735,143.892,2.292,231.43,439.235,369.741,1.0,6.946,21.069,21.141,385.636,2.081,197.625,6.394,12.643,51.103,8.897,91.92,58.056,329.515,36.839,148.702,254.379,4.371,181.361,6.066,67.816,31.0,243.019,3.529,117.388,279.691,352.0,96.694,244.479,135.542,5.786,4.487484,-44.77404,11.975555,-2.2147064
3302,1130,6718,46.05,1.0,244.0,7.205,181.88,90.957,181.168,6.169,78.278,293.525,61.149,1.0,505.257,537.294,170.185,31.56,3.162,638.504,502.658,542.416,44.968,4.949,124.472,311.178,55.939,84.997,27.855,131.649,307.78,41.08,47.606,48.417,14.0,6.378,21.233,51.112,559.454,1.0,3.103,77.733,27.485,289.334,58.882183,72.55628,-1.6567768,22.746637
3303,11291,9144,97.78,25.258,188.962,5.137,174.604,10.469,145.134,3.585,2.405,225.085,24.537,4.132,335.189,333.257,73.508,56.851,4.244,88.932,286.891,391.052,29.631,7.581,123.349,392.093,149.0,16.679,14.427,165.96,429.143,29.056,127.648,114.155,17.0,10.412,293.113,4.233,180.005,4.115,1.0,23.134,58.207,295.316,48.45637,86.64969,-6.911701,23.673918
3305,7741,12538,166.86,93.623,195.192,330.898,191.236,19.938,263.175,60.449,121.835,583.842,360.588,251.533,54.518,12.15,90.964,280.256,2.081,239.148,32.286,17.301,153.355,108.929,219.882,5.15,266.727,98.436,182.27,131.649,3.247,198.395,15.185,90.447,28.0,693.443,61.699,156.184,364.37,255.423,206.058,402.371,173.68,8.178,-18.951935,-20.555967,2.9772282,-4.3310666
3306,6630,17303,150.51,34.079,199.346,362.957,312.863,22.306,357.608,15.216,473.101,378.523,182.755,4.132,8.136,28.874,93.649,498.392,2.081,66.949,21.498,13.808,116.545,4.949,160.391,47.682,240.939,3.24,93.649,233.264,3.247,136.271,7.079,3.155,23.0,199.993,45.259,141.636,249.678,316.692,228.141,455.493,77.276,48.856,8.010986,-29.4016,10.122169,-9.7403345
3307,8512,9777,52.16,5.411,213.885,10.307,157.971,36.509,87.978,11.339,6.62,218.462,31.075,13.527,514.771,503.845,225.238,92.68,13.974,269.68,511.288,420.161,38.833,28.64,141.309,262.421,80.606,33.479,49.339,72.263,456.112,40.078,172.228,135.709,21.0,19.824,339.901,49.495,244.319,3.077,1.0,20.183,9.475,462.813,47.83619,78.20637,-3.9774039,25.79484
3308,374,1916,153.93,3.205,111.077,291.599,111.191,19.938,192.351,8.754,1.0,300.148,452.119,295.376,137.768,12.15,6.371,189.63,4.244,206.174,18.261,13.808,98.139,128.672,130.084,1.0,108.636,18.919,43.968,88.099,15.609,101.201,12.145,13.932,17.0,229.573,19.968,162.65,185.365,305.269,1.0,65.928,49.732,3.393,-49.687714,-8.648882,-9.137569,-5.895858
3311,803,13337,142.27,170.808,215.962,342.273,325.337,15.204,440.858,1.0,102.165,440.339,113.453,4.132,49.761,33.334,37.254,234.943,4.244,242.812,19.34,16.136,122.68,36.538,140.187,46.645,231.97,67.077,175.556,202.911,13.361,98.195,16.198,96.913,28.0,238.985,36.408,89.908,461.912,413.269,75.662,231.198,257.371,22.535,0.45470047,-29.444534,6.3366866,-5.2642274
3312,9726,4181,189.32,47.311,175.462,244.028,219.304,121.732,264.418,13.924,1.0,397.288,134.374,213.953,104.468,14.379,5.028,156.962,3.162,196.403,16.104,16.136,244.359,126.04,180.596,1.0,314.939,16.679,111.105,80.181,6.619,120.239,21.264,55.961,23.0,546.887,17.439,146.485,246.462,328.115,1.0,219.393,94.226,4.589,-35.66672,-16.094194,-3.8674884,-5.9440174
3314,7098,15256,193.15,166.397,206.615,270.916,280.637,105.161,209.746,2.292,104.975,264.824,186.678,94.95,72.357,29.989,88.278,366.668,2.081,101.144,8.552,11.479,187.098,20.743,164.881,68.43,236.455,26.759,139.302,225.346,9.99,228.455,23.29,86.136,36.0,312.935,26.291,104.456,251.822,309.423,118.777,228.247,225.59,58.428,-1.6003094,-27.284777,7.6837134,-6.361176
3315,2555,7671,315.53,60.543,175.462,247.13,129.903,19.938,237.082,3.585,133.076,346.51,161.834,179.505,127.064,41.138,143.331,296.063,4.244,132.897,84.07,38.259,178.918,168.158,177.228,3.075,141.152,238.43,211.81,250.42,24.598,88.175,20.251,106.612,30.0,311.591,36.408,106.073,295.769,359.269,55.682,364.004,314.578,44.071,-19.261238,-1.8224363,2.1232133,-10.1973715
3317,2331,8296,114.56,12.026,237.769,119.929,160.05,126.467,188.623,10.047,48.772,182.034,38.92,10.395,310.214,332.142,194.355,51.582,2.081,573.776,336.517,413.175,69.509,43.119,264.781,284.206,82.848,153.314,73.508,311.125,356.1,53.104,46.593,116.311,21.0,13.101,37.672,28.481,564.813,31.115,1.0,139.709,146.136,340.78,58.83087,71.783966,-1.6539674,21.87508
3319,11600,10636,383.04,62.748,219.077,223.345,259.846,48.346,366.306,3.585,154.152,320.018,99.069,19.79,98.521,184.968,217.181,321.354,2.081,198.846,80.834,81.339,163.58,65.494,309.68,20.71,172.545,71.557,127.218,197.633,89.775,129.257,28.356,65.66,56.0,322.347,17.439,114.155,245.391,187.923,1.0,204.637,83.632,105.087,-7.4662952,14.867477,-3.7398758,1.3535603
3321,5628,3595,51.31,1.0,200.385,37.196,90.401,76.754,109.101,4.877,34.722,300.148,33.69,1.0,383.95,402.384,183.613,18.915,4.244,584.768,295.522,403.86,27.585,12.846,163.758,369.271,228.606,218.271,33.226,150.124,577.476,40.078,136.767,99.068,23.0,9.067,64.228,38.18,258.253,18.654,34.651,15.756,16.891,515.455,58.294746,76.88463,-3.0696204,22.999994
3324,2938,13815,141.42,203.887,198.308,181.978,238.016,10.469,182.41,2.292,175.228,290.213,71.61,19.79,41.436,45.598,66.794,472.047,4.244,252.582,36.602,11.479,108.364,64.178,109.88,22.785,260.0,196.992,234.637,279.453,13.361,160.319,13.158,133.553,29.0,205.371,57.905,125.471,205.731,82.0,74.611,365.48,293.39,10.571,16.748648,-35.404774,13.637308,-10.0804615
3325,8424,13656,67.51,7.616,219.077,37.196,179.801,41.244,270.631,1.0,106.38,431.508,40.228,51.107,439.846,238.485,209.125,72.658,3.162,231.82,369.961,616.934,103.252,10.213,219.882,405.579,115.364,54.758,29.198,185.756,537.021,53.104,251.257,89.369,25.0,2.345,37.672,31.714,491.925,1.0,1.0,70.355,77.276,839.681,41.892082,82.89737,-6.681774,27.34687
3326,511,16791,145.26,49.517,233.615,416.733,287.914,19.938,254.478,4.877,62.823,367.484,263.826,1.0,78.304,38.908,29.198,313.978,3.162,259.91,25.813,12.643,100.184,22.059,152.534,7.224,494.333,44.678,194.355,291.33,20.103,565.129,23.29,140.019,45.0,304.868,14.91,164.267,483.35,430.923,43.063,31.988,333.647,64.41,-4.5421925,-43.81966,10.313899,1.2737056
3327,7424,4809,35.11,1.0,268.923,47.537,66.491,48.346,18.396,7.462,67.038,93.725,48.073,4.132,77.114,8.805,5.028,41.044,3.162,720.329,19.34,27.78,29.631,31.273,44.776,196.028,175.909,7.72,53.367,48.509,18.98,24.046,22.277,114.155,27.0,25.202,9.852,301.67,400.814,49.808,1.0,18.708,141.898,11.768,26.249508,-36.74144,19.610365,1.5425819
3329,2682,17928,129.91,14.232,223.231,264.711,242.174,8.102,38.276,2.292,109.19,405.015,155.296,1.0,29.543,21.069,35.911,197.006,3.162,355.169,3.158,5.657,28.608,8.897,27.939,12.411,428.182,24.519,9.056,260.978,15.609,283.566,11.132,12.854,16.0,545.542,7.323,161.034,221.809,412.231,57.785,8.378,110.117,8.178,2.6271896,-55.408817,14.037739,-0.6662203
3332,634,16829,191.31,1.0,179.615,62.016,299.349,12.836,70.582,1.0,133.076,711.891,42.843,1.0,205.557,232.911,93.649,125.348,2.081,170.757,128.302,168.664,78.711,3.632,26.817,13.449,101.909,59.238,23.827,173.878,145.962,142.283,21.264,49.495,92.0,41.336,42.73,1.0,425.468,2.038,24.135,26.086,235.124,199.604,36.132736,55.238132,2.3461826,16.138626
3333,3597,9189,264.64,64.954,172.346,365.025,249.451,337.156,107.858,131.529,2.405,409.431,198.446,361.141,125.875,11.035,10.399,322.408,3.162,135.34,39.838,13.808,138.017,126.04,281.618,2.037,153.485,5.48,154.073,147.485,6.619,127.253,14.171,94.757,27.0,327.725,52.847,154.568,417.965,402.885,1.0,276.942,346.359,4.589,-26.492668,-6.9922485,-1.1318067,-9.189434
3335,4623,12481,94.94,1.0,161.962,53.742,152.773,17.571,189.866,2.292,165.392,504.364,38.92,1.0,196.043,530.604,186.298,53.69,3.162,206.174,218.924,342.15,103.252,10.213,45.899,266.57,323.909,77.157,41.282,216.108,366.214,43.084,92.187,67.816,24.0,10.412,143.895,13.932,319.351,1.0,80.92,268.089,351.656,343.172,41.727375,59.763557,2.6319113,17.962242
3336,9749,11328,78.31,31.874,218.038,384.674,204.75,24.673,383.701,348.647,116.215,230.604,318.745,276.586,113.982,32.219,172.871,154.854,4.244,350.284,54.942,20.794,384.444,95.767,381.518,3.075,305.97,209.312,166.157,159.362,6.619,342.684,32.409,117.388,155.0,583.19,70.551,290.354,349.364,137.038,88.281,307.931,158.848,134.998,-14.294595,-11.013287,3.9692438,-13.128552
3337,13590,8567,313.25,113.47,214.923,281.258,278.558,19.938,300.451,57.864,61.418,370.796,151.373,182.636,106.846,24.414,89.621,288.687,5.325,170.757,54.942,21.958,147.22,158.945,188.453,1.0,330.636,133.155,301.774,264.937,6.619,85.169,24.303,130.32,39.0,272.599,50.318,119.005,207.874,368.615,2.052,152.99,214.996,11.768,-36.132236,-11.676077,-4.9721165,-7.55377
3339,14030,11943,181.21,82.596,182.731,222.311,198.513,17.571,321.575,22.97,93.734,374.107,236.366,104.345,104.468,13.265,119.161,269.718,4.244,120.685,58.178,131.406,121.657,119.458,182.84,1.0,218.515,116.355,230.609,270.215,7.742,158.315,23.29,105.534,51.0,244.363,38.937,64.044,85.679,116.269,1.0,34.939,115.414,11.768,-49.989258,-16.32946,-8.778981,-2.8331113
3340,6524,14200,168.0,109.06,186.885,233.686,291.032,5.735,265.66,15.216,183.658,211.839,150.065,1.0,15.271,35.564,57.395,286.579,1.0,102.366,25.813,21.958,157.445,27.324,96.41,83.991,354.182,128.675,141.988,230.625,8.866,241.481,20.251,85.058,32.0,208.061,37.672,64.044,159.639,286.577,169.253,245.954,85.751,52.446,13.5655365,-32.97622,11.783007,-7.187862
3341,3536,18489,377.64,42.901,229.462,99.245,249.451,8.102,68.097,2.292,173.823,380.73,159.219,4.132,5.757,12.15,57.395,175.93,2.081,174.421,1.0,9.15,31.676,33.905,26.817,59.093,429.303,49.158,2.343,266.256,4.371,92.183,9.105,9.621,22.0,216.128,1.0,102.84,206.803,172.346,81.972,82.16,136.601,6.982,18.971992,-54.11226,15.92374,-4.3344126
3342,7907,16878,244.04,190.656,156.769,288.497,181.88,102.794,363.821,2.292,16.456,209.631,67.687,680.571,106.846,6.575,50.681,246.535,3.162,29.089,38.759,13.808,90.982,181.32,176.106,4.112,155.727,110.756,222.552,243.822,4.371,141.281,6.066,3.155,16.0,127.388,18.704,38.18,191.796,217.0,1.0,352.199,278.559,2.196,-30.546665,13.008457,-4.65179,-15.846584
3344,5574,5617,222.29,98.033,165.077,286.429,94.559,50.713,196.078,15.216,9.43,221.773,119.991,289.113,135.389,9.92,42.625,248.642,3.162,91.374,44.153,12.643,131.882,172.107,187.33,1.0,108.636,81.637,103.048,117.132,6.619,155.309,9.105,55.961,33.0,337.137,52.847,44.646,130.698,414.308,2.052,299.077,254.193,4.589,-32.480984,-0.6545868,-3.315932,-11.2909975
3348,5687,14609,235.37,117.881,231.538,352.615,268.162,5.735,181.168,1.0,114.81,306.771,173.602,4.132,31.921,44.483,62.766,379.313,2.081,146.331,53.863,27.78,178.918,16.794,126.717,20.71,336.242,166.753,171.528,301.888,14.485,203.405,13.158,87.214,44.0,248.397,23.762,70.51,186.437,444.423,107.209,260.71,67.741,79.963,5.708061,-33.763855,10.059285,-4.94642
3349,2766,17402,117.97,12.026,253.346,118.894,240.095,10.469,54.429,2.292,515.253,152.23,50.688,1.0,22.407,15.494,25.169,152.747,2.081,245.254,1.0,23.122,97.117,11.53,22.327,47.682,440.515,86.117,3.685,226.666,13.361,68.134,5.053,23.631,16.0,101.841,17.439,311.369,288.266,164.038,79.868,18.708,421.576,11.768,21.763412,-40.01728,18.882933,-0.41752154
3350,14148,17139,98.5,27.464,163.0,75.46,253.609,3.367,40.761,15.216,1.0,315.602,237.674,104.345,110.414,35.564,128.56,134.832,4.244,206.174,4.237,4.493,67.464,43.119,17.837,1.0,123.212,87.237,73.508,175.198,13.361,59.116,22.277,53.806,16.0,337.137,30.085,76.976,16.006,18.654,12.567,1.0,29.603,45.267,-61.344975,-19.39215,-12.408034,-2.8222735
3351,8092,6228,199.26,186.245,159.885,365.025,133.022,48.346,290.511,39.771,15.051,315.602,71.61,304.771,143.714,33.334,90.964,280.256,6.406,143.889,49.548,12.643,143.13,132.621,286.108,1.0,141.152,54.758,127.218,181.797,8.866,130.259,14.171,85.058,91.0,341.171,45.259,78.592,109.261,533.731,1.0,349.248,239.362,5.786,-30.71072,-0.13623428,-3.584241,-11.7135515
3352,7620,4283,70.35,1.0,206.615,10.307,116.389,62.55,120.284,3.585,1.0,388.457,33.69,7.263,318.539,293.118,10.399,64.228,2.081,456.534,286.891,448.105,11.225,31.273,134.574,238.561,156.848,44.678,3.685,194.993,417.906,53.104,50.646,95.835,15.0,7.723,27.556,4.233,288.266,6.192,1.0,26.086,19.01,358.726,58.781563,79.647415,-4.3482065,21.752632
3354,6002,15112,272.32,49.517,207.654,315.385,267.123,19.938,197.321,56.572,186.468,282.486,74.225,19.79,40.246,44.483,69.48,346.646,2.081,114.578,31.207,16.136,112.454,26.008,142.431,20.71,270.091,98.436,152.73,224.026,9.99,146.291,13.158,94.757,29.0,318.314,40.201,75.359,267.9,417.423,190.284,364.004,152.492,51.249,4.6891785,-29.331924,9.237437,-6.519069
3355,5730,11115,258.39,82.596,167.154,226.447,140.299,135.936,101.646,1.0,9.43,229.501,172.295,239.006,109.225,17.724,46.653,344.538,3.162,191.518,26.892,12.643,166.648,122.091,153.656,36.271,166.939,11.08,154.073,222.707,8.866,196.391,17.211,109.845,42.0,350.583,33.878,117.388,195.012,319.808,1.0,297.601,248.896,2.196,-27.600845,-7.465336,-1.7674552,-9.446356
3356,7136,6852,112.14,89.212,184.808,353.649,111.191,45.979,94.19,8.754,1.0,380.73,180.14,320.429,121.118,23.299,3.685,433.057,3.162,300.211,36.602,12.643,138.017,106.296,180.596,1.0,164.697,1.0,127.218,212.149,7.742,136.271,12.145,91.524,90.0,398.987,30.085,185.282,198.227,510.885,1.0,285.796,301.865,2.196,-27.366112,-10.283829,-2.0732,-8.16933
3357,3734,18826,85.85,36.285,188.962,159.227,260.886,3.367,102.888,2.292,411.278,272.551,407.661,1.0,28.354,24.414,133.931,260.234,3.162,40.081,6.394,5.657,67.464,7.581,43.654,63.243,408.0,15.559,3.685,276.814,5.495,195.389,18.224,9.621,20.0,279.322,3.529,26.864,110.333,369.654,86.178,266.613,118.592,10.571,14.145737,-48.32244,13.782854,-5.615788
3360,7170,1413,84.99,29.669,109.0,13.41,92.48,17.571,37.034,4.877,26.291,121.322,28.459,129.398,80.682,12.15,54.71,49.475,31.273,20.54,8.552,10.315,79.734,343.213,2.122,1.0,177.03,117.475,235.98,102.616,6.619,48.094,13.158,234.854,22.0,81.673,17.439,25.248,1.0,32.154,1.0,1.0,1.0,6.982,-62.717007,-8.994205,-13.421742,-6.1086373
3363,7322,13142,306.15,73.775,183.769,293.668,218.264,10.469,265.66,135.406,155.557,334.368,211.522,289.113,47.382,16.609,108.419,474.155,1.0,104.808,17.183,20.794,177.896,74.708,203.045,14.486,245.424,96.196,182.27,160.682,1.0,165.329,23.29,80.748,28.0,306.213,68.022,68.893,272.188,330.192,207.109,302.028,142.958,6.982,-5.008667,-21.840069,5.099061,-7.7633953
3365,4855,3682,33.12,73.775,134.962,22.717,138.22,36.509,215.959,8.754,22.076,241.643,51.996,1.0,419.629,470.396,260.149,13.646,5.325,274.565,259.92,592.483,65.419,15.478,99.778,249.972,83.97,237.311,5.028,135.608,450.494,35.068,28.356,45.184,21.0,13.101,46.524,25.248,219.665,26.962,25.186,1.0,1.0,477.17,45.53293,88.23479,-8.653305,25.373386
3367,2978,13651,198.55,188.45,203.5,260.575,213.067,5.735,294.239,69.495,169.608,288.006,161.834,13.527,52.139,29.989,113.79,304.494,3.162,145.11,37.68,17.301,106.319,47.067,109.88,25.897,225.242,164.513,226.581,271.535,9.99,110.219,14.171,110.922,31.0,282.011,65.492,96.374,271.116,463.115,152.427,366.956,271.143,20.143,1.633091,-24.571533,8.253891,-7.724779
3368,11164,4911,29.99,1.0,183.769,5.137,112.231,10.469,80.522,3.585,1.0,342.095,20.614,7.263,388.707,318.762,2.343,41.044,4.244,80.383,253.447,389.888,15.315,24.692,72.838,273.832,57.061,15.559,23.827,237.223,333.625,41.08,21.264,106.612,18.0,15.79,26.291,2.617,119.98,1.0,1.0,17.232,51.85,458.028,46.607735,89.258675,-7.8862567,23.495922
3369,12038,14379,235.65,166.397,177.538,388.811,150.694,50.713,393.642,85.004,24.886,235.02,54.611,408.116,122.307,8.805,21.141,352.968,3.162,9.549,46.311,21.958,80.756,168.158,256.924,1.0,376.606,46.918,193.012,212.149,12.237,65.128,7.079,96.913,24.0,45.37,35.143,10.699,139.274,106.923,1.0,353.675,263.727,4.589,-38.956165,13.042456,-7.076587,-14.772382
3370,8374,7492,64.53,3.205,157.808,119.929,107.033,5.735,234.597,13.924,6.62,261.513,46.766,1.0,197.232,346.636,73.508,166.446,3.162,65.727,318.177,264.14,112.454,26.008,397.233,227.15,104.152,40.198,34.569,159.362,307.78,384.768,85.094,95.835,221.0,193.271,128.72,2.617,101.758,36.308,1.0,74.781,56.088,302.495,38.299725,71.694046,-5.1614876,14.743845
3372,1626,15566,34.96,62.748,192.077,310.214,234.897,5.735,96.675,1.0,114.81,358.653,463.887,1.0,25.975,36.679,77.536,355.076,2.081,119.463,6.394,11.479,45.991,3.632,79.573,48.72,375.485,18.919,178.242,231.945,9.99,272.544,12.145,92.602,29.0,400.331,12.381,122.238,227.168,455.846,92.487,57.074,165.205,4.589,1.8679466,-49.807106,12.326604,-1.4424162
3373,7121,2101,41.5,23.053,92.385,1.0,110.152,55.448,28.336,1.0,9.43,321.122,17.999,1.0,198.421,265.244,86.935,9.43,3.162,509.049,145.564,537.759,3.045,7.581,21.204,158.682,151.242,50.278,1.0,78.861,201.025,25.048,341.43,15.01,13.0,3.689,65.492,31.714,123.195,1.0,1.0,1.0,1.0,448.456,60.66302,86.16097,-7.165695,20.076439
3374,381,9263,195.0,38.49,217.0,365.025,188.118,34.142,125.254,29.432,8.025,188.657,197.139,170.11,116.361,25.529,2.343,293.956,4.244,136.561,46.311,55.724,133.927,118.142,262.536,10.336,192.727,51.398,160.786,266.256,18.98,482.965,10.119,92.602,24.0,238.985,18.704,89.908,374.017,138.077,1.0,164.795,291.271,4.589,-17.9553,-9.184462,2.091357,-9.195159
3377,8029,11367,235.08,159.781,174.423,253.335,129.903,29.408,188.623,1.0,9.43,367.484,218.06,276.586,80.682,18.839,35.911,332.946,4.244,168.314,39.838,14.972,93.027,147.099,166.003,1.0,187.121,129.795,250.75,177.838,5.495,281.562,14.171,96.913,31.0,546.887,26.291,83.442,232.528,293.846,1.0,375.809,251.015,1.0,-22.197134,-12.99802,0.18521886,-7.858457
3378,730,4682,173.68,7.616,118.346,275.053,83.124,24.673,232.112,13.924,26.291,289.109,161.834,260.928,115.171,9.92,13.085,231.782,3.162,164.65,56.021,12.643,120.635,131.304,163.758,1.0,115.364,53.638,92.306,39.271,6.619,139.277,8.092,43.029,24.0,291.423,35.143,151.335,271.116,404.962,1.0,256.284,171.561,3.393,-40.363567,-4.589327,-3.6876972,-9.52702
3380,42,15635,192.44,111.265,210.769,443.621,337.812,17.571,353.881,4.877,36.127,293.525,337.051,16.658,68.789,43.368,47.996,184.361,3.162,225.714,25.813,14.972,84.846,33.905,124.472,2.037,367.636,97.316,199.726,274.174,13.361,559.117,18.224,103.379,50.0,431.256,45.259,107.689,381.52,290.731,73.559,85.111,237.243,42.874,-5.123888,-43.127415,8.915071,0.9065523
3382,9585,5467,45.05,14.232,247.115,37.196,200.592,109.896,119.041,51.402,1.0,275.863,36.305,38.58,236.479,290.888,2.343,41.044,2.081,720.329,351.621,510.979,8.158,18.111,104.267,369.271,96.303,2.12,17.113,192.354,338.12,60.118,51.659,131.398,21.0,13.101,23.762,64.044,466.2,9.308,1.0,9.854,6.297,397.011,63.351868,74.73659,-2.5210557,21.787024
3383,154,5689,73.76,1.0,259.577,398.118,701.651,8.102,335.243,6.169,215.975,461.313,48.073,4.132,200.8,306.498,159.444,924.127,3.162,102.366,340.833,228.045,847.645,27.324,268.148,76.729,68.273,130.915,68.137,565.824,157.199,77.152,76.989,136.786,919.0,48.059,119.868,9.083,134.986,1.0,1.0,296.126,267.965,188.836,23.909359,31.307549,-1.5632951,9.372631
3385,6564,8317,208.93,177.424,154.692,279.189,130.943,93.325,194.836,44.94,5.215,311.187,67.687,320.429,123.496,22.184,7.714,278.149,4.244,207.395,63.572,13.808,76.666,154.996,222.127,16.561,160.212,31.239,168.843,105.255,5.495,122.243,12.145,104.456,35.0,455.458,33.878,122.238,208.946,356.154,1.0,272.516,217.115,11.768,-30.54577,-7.8464813,-2.653011,-9.101165
3388,10053,12066,277.15,228.146,188.962,400.186,152.773,19.938,281.813,52.695,12.241,259.305,169.679,207.69,89.007,25.529,53.367,457.294,3.162,106.029,43.075,13.808,149.265,116.826,244.576,1.0,390.061,129.795,184.956,154.083,7.742,159.317,13.158,68.893,34.0,273.943,40.201,99.607,177.862,288.654,1.0,371.383,169.442,11.768,-33.83446,0.43808937,-5.488957,-12.004884
3389,5883,14633,135.16,58.338,226.346,221.276,202.671,5.735,128.981,1.0,96.544,230.604,93.839,7.263,22.407,36.679,50.681,302.386,2.081,95.038,15.025,12.643,67.464,22.059,51.511,25.897,286.909,77.157,163.472,233.264,9.99,143.285,10.119,68.893,36.0,342.515,22.497,60.811,238.959,377.962,86.178,167.746,48.672,40.481,10.59494,-39.55287,12.27368,-5.2227883
3390,622,10276,246.88,51.722,183.769,336.068,203.711,41.244,294.239,72.08,40.342,251.578,70.302,120.003,129.443,27.759,21.141,206.491,5.325,120.685,59.257,13.808,185.053,102.348,315.292,1.0,215.152,40.198,144.673,264.937,12.237,370.74,16.198,108.767,122.0,446.046,41.466,46.262,238.959,273.077,1.0,365.48,298.687,3.393,-16.370289,-9.337839,1.1580297,-10.168306
3391,10011,9178,165.3,67.159,163.0,64.084,66.491,15.204,507.955,6.169,256.722,179.827,23.229,22.922,61.654,9.92,407.851,58.959,3.162,91.374,53.863,13.808,116.545,51.016,243.454,140.009,234.212,30.119,56.052,33.992,8.866,38.074,23.29,83.981,23.0,17.135,57.905,190.131,126.411,37.346,22.032,421.554,170.502,151.747,-72.41672,2.0056305,-14.924961,-9.980203
3392,2995,138,152.65,16.437,105.885,72.357,71.689,3.367,24.608,92.758,2.405,257.097,123.914,157.583,80.682,13.265,50.681,93.734,4.244,200.067,16.104,6.822,61.329,82.605,21.204,1.0,153.485,207.072,14.427,22.115,8.866,86.171,12.145,7.466,16.0,377.474,28.82,114.155,44.947,218.038,2.052,1.0,1.0,10.571,-62.750347,-16.438766,-12.620371,-3.7347093
3393,6968,18940,50.03,1.0,193.115,736.289,394.986,15.204,284.299,2.292,117.62,558.453,164.449,1.0,369.679,367.82,211.81,911.481,3.162,498.057,428.218,205.923,148.243,52.332,18.96,643.14,484.242,222.751,15.77,548.668,349.358,48.094,357.641,161.573,18.0,66.883,385.425,43.029,819.923,1.0,57.785,49.696,409.923,631.507,37.37934,32.210617,-0.23360479,13.156332
3395,5555,12962,134.45,82.596,235.692,365.025,269.202,19.938,239.567,6.169,401.443,423.781,134.374,35.448,46.193,27.759,45.31,512.092,2.081,447.985,19.34,18.465,151.31,65.494,170.493,9.299,280.182,35.719,154.073,255.699,14.485,251.502,17.211,90.447,98.0,287.389,51.582,637.903,457.624,117.308,154.531,243.003,148.255,28.517,-0.5998764,-43.426163,16.469973,1.880223
3396,1372,16237,183.06,12.026,198.308,77.528,457.359,31.775,78.037,1.0,196.304,451.378,123.914,1.0,116.361,123.645,80.222,94.788,3.162,280.671,159.589,177.979,82.801,10.213,39.164,89.178,292.515,146.594,81.565,222.707,185.292,247.493,41.527,174.505,29.0,87.051,45.259,17.165,419.036,80.962,60.94,70.355,427.932,112.266,35.60051,50.942528,3.7283638,15.380235
3397,11181,9661,228.4,60.543,181.692,126.134,189.157,15.204,152.59,3.585,48.772,261.513,138.297,66.765,112.793,186.083,84.25,217.028,2.081,93.817,108.883,224.552,147.22,44.435,204.167,134.822,200.576,44.678,68.137,114.493,124.611,176.351,16.198,108.767,136.0,220.162,33.878,22.015,153.208,67.462,1.0,76.257,95.285,156.533,-3.8928146,20.774921,-4.9073763,2.07036
