cell,x,y,area µm²,Neurofilament,CD3e,CD45,CD4,NeuN,ATG7,A-Beta,S100B,IBA1,CD68,MAP2,CD31,HLA-A,GFAP,CD11b,SMA,DAPI_1,GalMac3,CollagenIV,CD14,PSD-95,CD11c,CD34,Synaptophysin,AQP4,P2Ry12,CD40,Claudin5,HLA-DR,Trem2,iNOS,CD163,CD74,ApoE,H2A.x,PCNA,TMEM119,CD44,P2Rx7(Park7),CD8,Vimentin,UMAP_1,UMAP_2,TSNE_1,TSNE_2
2,6035,14648,245.88,42.901,282.423,555.311,383.552,17.571,140.164,1.0,338.215,513.194,272.979,1.0,134.2,154.864,137.96,659.623,2.081,157.323,90.543,73.189,497.944,4.949,160.391,63.243,388.939,106.276,194.355,564.505,74.043,568.135,76.989,135.709,474.0,670.585,70.551,57.578,203.587,580.462,163.995,369.907,239.362,204.389,-7.828285,-38.719402,6.5554786,-0.10789566
3,1799,15941,102.05,1.0,240.885,28.922,311.823,8.102,130.224,1.0,92.329,589.361,62.457,10.395,287.618,351.096,31.883,46.313,2.081,81.604,189.796,381.738,68.486,7.581,56.001,203.29,203.939,102.916,26.512,118.452,270.696,106.211,37.475,110.922,27.0,29.236,31.349,5.85,518.722,59.154,32.547,24.61,331.528,525.026,42.21235,58.188446,2.9978788,17.76901
4,5454,10311,177.66,102.444,208.692,418.801,208.908,29.408,121.526,12.631,2.405,410.535,155.296,188.9,119.929,32.219,17.113,648.032,3.162,327.079,30.129,13.808,135.972,119.458,197.433,13.449,207.303,3.24,174.214,241.182,8.866,192.383,11.132,91.524,56.0,362.684,78.138,164.267,324.71,498.423,1.0,200.21,220.293,2.196,-25.714611,-12.011787,-0.66138566,-7.000481
5,6745,18972,203.81,51.722,110.038,207.832,404.342,29.408,295.481,2.292,51.582,355.341,136.99,54.238,177.014,174.933,80.222,230.728,5.325,126.791,97.016,207.087,139.04,56.281,124.472,105.776,251.03,42.438,6.371,346.757,158.323,584.168,21.264,30.097,25.0,173.102,104.694,28.481,320.423,168.192,83.023,68.879,169.442,221.139,29.835136,45.544662,4.9086394,11.855235
7,12265,9541,57.7,7.616,183.769,28.922,208.908,24.673,96.675,3.585,1.0,464.624,23.229,22.922,217.45,601.961,11.742,95.842,2.081,259.91,130.46,542.416,1.0,18.111,97.533,386.907,87.333,21.159,5.028,181.797,484.206,51.1,179.32,101.223,23.0,2.345,97.106,10.699,257.181,4.115,1.0,1.0,12.653,334.798,44.201393,85.018166,-6.8584867,25.111586
8,2145,14907,170.27,67.159,179.615,235.755,297.27,69.652,188.623,2.292,173.823,285.798,153.988,13.527,35.489,33.334,50.681,244.427,4.244,213.501,26.892,11.479,76.666,24.692,71.716,17.598,316.061,92.836,218.524,253.059,8.866,214.427,22.277,119.544,31.0,456.802,16.175,135.17,322.567,392.5,112.467,114.623,237.243,15.357,0.31064606,-43.227474,12.346497,-1.9331757
9,4599,18863,157.76,62.748,172.346,164.398,276.479,8.102,64.369,1.0,99.354,347.614,202.369,1.0,22.407,29.989,34.569,224.405,2.081,218.386,2.079,7.986,68.486,4.949,13.347,14.486,395.667,14.439,18.456,284.732,14.485,152.303,13.158,9.621,22.0,315.624,1.0,73.743,207.874,376.923,84.075,37.891,101.642,22.535,10.649868,-52.76776,14.626046,-3.3754754
10,9123,17489,601.77,192.861,218.038,360.888,248.411,41.244,198.563,56.572,47.367,418.262,187.986,201.426,115.171,19.954,111.105,323.462,3.162,113.357,15.025,14.972,218.796,126.04,229.984,1.0,193.848,20.039,207.782,319.044,13.361,120.239,5.053,4.233,21.0,350.583,30.085,67.277,208.946,282.423,1.0,321.211,225.59,14.16,-20.7347,-7.4685173,0.58108866,-9.2745075
11,4987,17483,218.74,27.464,228.423,368.127,296.23,8.102,255.72,1.0,190.684,556.245,215.445,1.0,84.25,130.335,68.137,350.861,1.0,203.731,90.543,167.5,105.297,3.632,149.166,140.009,344.091,12.2,139.302,381.069,61.682,488.977,17.211,21.476,18.0,230.918,60.434,54.345,289.338,96.538,111.416,96.916,155.67,119.444,4.7423897,-45.744408,8.9518,2.5206351
12,6085,1505,127.06,3.205,86.154,95.109,154.852,1.0,5.97,43.648,249.696,478.975,160.526,1.0,27.164,24.414,307.145,47.367,4.244,203.731,6.394,10.315,575.655,24.692,76.206,1.0,207.303,381.785,27.855,37.951,5.495,85.169,182.36,40.874,23.0,405.709,103.429,309.752,173.574,16.577,537.305,1.0,1.0,93.123,-61.288795,-30.987587,-11.489344,1.5114207
16,1069,13292,414.87,51.722,264.769,589.438,347.168,12.836,565.112,592.904,348.051,401.704,203.677,10.395,99.711,108.036,137.96,374.044,7.487,154.88,133.697,47.573,285.26,58.913,409.58,10.336,341.848,251.87,187.641,390.306,9.99,517.033,40.514,165.883,166.0,190.581,353.811,62.427,476.918,343.692,428.993,440.737,330.469,253.442,-6.4338694,-8.010752,4.5806794,-14.590308
18,8903,6913,44.77,1.0,198.308,5.137,159.01,22.306,140.164,3.585,6.62,445.859,28.459,1.0,338.757,669.973,42.625,49.475,2.081,154.88,214.609,450.434,22.473,2.316,95.288,154.533,44.727,18.919,1.0,103.935,348.234,44.086,56.725,32.252,14.0,6.378,123.662,13.932,266.828,2.038,1.0,23.134,8.416,534.598,44.282677,85.38754,-6.7344413,24.922174
21,7445,15718,76.89,82.596,223.231,363.991,251.53,19.938,207.261,1.0,34.722,463.52,147.45,13.527,42.625,21.069,46.653,499.446,4.244,281.892,22.577,14.972,147.22,99.715,143.554,8.262,156.848,31.239,307.145,362.593,11.114,216.431,10.119,159.417,29.0,572.433,25.027,196.597,481.206,263.731,39.908,251.857,273.262,2.196,-13.984122,-33.383896,4.496269,-2.5941541
22,9995,17938,30.84,1.0,312.538,45.469,200.592,60.182,136.437,4.877,48.772,280.278,32.382,1.0,574.236,572.972,18.456,76.873,4.244,401.577,471.371,387.559,27.585,4.949,206.412,329.85,71.636,6.6,64.109,373.151,517.918,53.104,31.396,26.864,15.0,15.79,69.286,33.33,542.304,1.0,1.0,24.61,138.72,258.228,54.77541,71.03989,-1.422751,24.154385
23,1194,19241,127.92,51.722,156.769,163.363,216.185,5.735,131.466,7.462,315.734,125.737,36.305,1.0,15.271,17.724,72.165,81.089,5.325,40.081,2.079,7.986,44.968,8.897,15.592,7.224,396.788,105.156,2.343,181.797,20.103,138.275,11.132,3.155,16.0,73.606,1.0,2.617,103.901,238.808,244.966,77.733,127.067,30.91,24.972008,-46.263306,14.882469,-6.657959
24,12714,7718,38.8,1.0,283.462,117.86,220.343,67.284,75.552,6.169,1.0,347.614,48.073,60.502,273.346,317.647,26.512,48.421,3.162,498.057,361.33,558.717,17.36,48.383,183.963,391.056,118.727,21.159,50.681,198.952,377.451,52.102,37.475,124.932,24.0,29.236,100.9,72.126,531.585,8.269,1.0,2.476,60.326,222.335,61.412186,74.41887,-2.5287275,22.016163
26,8104,2189,93.95,14.232,87.192,22.717,115.35,5.735,196.078,6.169,83.899,514.298,17.999,98.082,173.446,290.888,162.129,7.323,4.244,129.233,149.879,490.021,36.788,27.324,166.003,127.561,103.03,111.876,2.343,30.033,296.542,34.066,110.424,66.738,13.0,2.345,43.995,4.233,66.385,10.346,5.206,11.329,7.356,534.598,48.623707,92.723236,-9.027325,22.868065
29,6189,8171,96.51,274.457,190.0,330.898,136.14,34.142,283.056,8.754,6.62,364.172,165.757,157.583,113.982,12.15,11.742,291.848,2.081,308.76,57.099,14.972,123.702,123.407,204.167,1.0,210.667,1.0,104.391,113.173,9.99,120.239,10.119,86.136,30.0,218.817,33.878,204.68,316.135,407.038,1.0,291.699,285.975,6.982,-29.296661,-8.547745,-2.5662374,-8.627491
30,4380,17873,84.71,60.543,211.808,244.028,303.507,3.367,169.985,97.928,168.203,471.248,54.611,1.0,8.136,22.184,46.653,316.085,2.081,33.974,1.0,13.808,49.058,4.949,86.308,14.486,316.061,110.756,160.786,208.19,5.495,209.417,3.026,2.078,16.0,174.447,14.91,7.466,234.672,168.192,146.118,55.598,68.801,5.786,20.716526,-45.320274,16.378563,-6.9364176
31,2150,4816,192.02,25.258,136.0,36.161,89.361,19.938,119.041,3.585,345.241,105.867,29.767,4.132,161.554,108.036,589.121,57.905,6.406,125.57,146.643,103.462,524.529,70.759,228.862,65.318,275.697,600.176,148.702,111.853,96.517,36.07,71.923,113.078,22.0,39.992,99.635,20.398,53.523,92.385,90.384,111.672,32.782,76.374,-63.30887,-25.54385,-16.033978,-5.943439
33,5202,14110,102.48,53.927,269.962,16.512,420.975,114.63,48.216,3.585,172.418,204.112,72.918,1.0,244.804,377.855,121.847,68.443,4.244,561.564,401.247,606.455,186.076,54.964,30.184,185.654,273.455,315.707,166.157,470.807,356.1,41.08,334.338,276.883,27.0,73.606,476.473,43.029,390.095,6.192,108.261,297.601,405.685,361.119,47.139977,56.516594,3.004481,20.545864
36,10351,5541,123.51,3.205,196.231,283.326,243.213,24.673,304.179,4.877,173.823,233.916,55.919,13.527,205.557,368.935,417.25,857.737,3.162,246.476,386.144,329.343,271.967,41.802,158.146,125.486,224.121,21.159,68.137,311.125,279.686,38.074,175.268,150.796,43.0,45.37,184.361,60.811,271.116,9.308,1.0,129.38,172.62,665.006,33.896793,34.486496,-1.5463243,13.455198
38,6522,16328,195.71,7.616,220.115,202.661,451.122,10.469,112.828,1.0,149.937,801.304,303.054,1.0,250.75,429.143,56.052,558.459,2.081,250.139,259.92,195.444,467.268,4.949,59.369,4.112,125.455,51.398,45.31,328.281,295.418,169.337,104.345,65.66,248.0,163.69,160.334,28.481,504.788,75.769,49.373,114.623,196.986,337.19,25.804081,37.1376,-1.3614522,10.931009
39,10028,18529,150.51,47.311,203.5,628.736,697.493,74.386,437.131,7.462,47.367,680.982,195.831,73.028,348.271,522.799,9.056,194.899,3.162,237.927,230.792,294.413,711.65,98.399,121.104,238.561,131.061,79.397,2.343,775.654,303.285,480.961,93.2,175.583,788.0,420.499,128.72,135.17,685.937,57.077,5.206,396.468,300.806,526.223,26.632668,32.888115,-0.37806422,10.106883
40,13233,19314,184.2,45.106,70.577,204.73,261.925,5.735,198.563,29.432,3.81,270.344,130.452,207.69,127.064,17.724,73.508,206.491,5.325,99.923,6.394,11.479,156.423,123.407,53.756,1.0,177.03,99.556,6.371,270.215,8.866,62.122,20.251,32.252,38.0,187.892,65.492,65.66,85.679,137.038,4.155,1.0,1.0,15.357,-53.997425,-13.330063,-10.346344,-4.8697867
41,11799,14681,115.27,150.96,199.346,427.075,306.625,116.998,274.358,154.792,2.405,288.006,169.679,264.06,128.254,19.954,7.714,328.731,3.162,170.757,32.286,13.808,319.003,106.296,245.699,2.037,292.515,6.6,202.411,226.666,11.114,130.259,16.198,117.388,209.0,417.81,95.842,114.155,272.188,121.462,1.0,204.637,255.252,1.0,-21.576996,-10.042307,0.45506823,-7.473171
42,4773,15991,108.44,78.185,197.269,349.512,273.36,3.367,334.0,1.0,71.253,610.335,504.423,1.0,22.407,26.644,13.085,325.57,2.081,91.374,9.631,18.465,60.306,2.316,151.411,27.972,381.091,74.917,99.02,260.978,7.742,282.564,5.053,58.117,30.0,365.373,9.852,28.481,210.018,468.308,138.757,43.793,82.573,64.41,0.5083866,-46.922287,11.096219,-1.2282469
43,2401,6696,72.2,31.874,234.654,751.801,210.988,29.408,644.634,4.877,287.633,595.985,218.06,4.132,562.343,490.465,292.375,590.073,5.325,225.714,386.144,353.794,943.762,35.221,171.616,182.542,329.515,263.07,99.02,297.929,426.895,66.13,95.226,164.806,211.0,161.001,94.577,52.728,726.668,8.269,190.284,203.161,198.046,509.473,30.012936,34.800953,-0.28640828,11.96549
44,10963,19007,78.6,1.0,150.538,101.314,264.004,67.284,325.302,6.169,62.823,198.592,29.767,88.687,211.504,121.415,121.847,39.991,6.406,423.56,189.796,402.696,70.531,68.126,177.228,172.168,152.364,16.679,1.0,313.765,219.004,38.074,44.567,7.466,18.0,26.546,60.434,38.18,341.861,8.269,1.0,117.575,37.019,207.978,59.906273,83.89676,-4.7926903,18.78724
46,6282,9110,94.09,7.616,163.0,9.273,212.027,64.917,87.978,11.339,13.646,373.003,37.613,19.79,309.025,462.592,34.569,43.152,3.162,225.714,280.418,366.601,23.495,4.949,99.778,26.935,153.485,12.2,14.427,64.345,407.792,34.066,99.279,47.34,25.0,9.067,70.551,140.019,438.33,2.038,1.0,37.891,74.098,406.582,50.09669,81.39758,-5.7242217,23.092533
47,5430,5778,34.4,1.0,161.962,9.273,110.152,15.204,135.194,4.877,5.215,425.989,25.844,1.0,370.868,693.387,88.278,30.506,4.244,128.012,259.92,498.171,29.631,18.111,42.531,206.402,51.455,106.276,17.113,192.354,457.236,52.102,84.081,57.039,13.0,7.723,45.259,1.0,257.181,1.0,1.0,11.329,44.435,638.685,42.628704,84.892044,-6.8295593,25.757124
48,6602,12486,30.13,12.026,95.5,345.376,165.248,5.735,266.903,185.809,81.089,238.331,181.448,38.58,20.029,18.839,73.508,337.161,1.0,11.991,10.71,17.301,44.968,35.221,173.861,5.15,281.303,39.078,127.218,129.009,2.124,217.433,10.119,53.806,32.0,186.548,84.461,12.316,108.189,608.5,159.788,282.845,26.425,9.375,7.4896393,-31.468872,10.284521,-6.787544
49,4708,14505,81.58,34.079,219.077,185.081,289.993,8.102,111.586,2.292,104.975,514.298,614.26,1.0,35.489,33.334,90.964,293.956,2.081,329.522,38.759,55.724,55.193,7.581,96.41,13.449,469.667,8.84,258.806,435.176,22.351,255.51,25.316,146.485,33.0,397.642,19.968,86.675,162.855,199.346,64.095,147.087,116.473,56.035,4.667309,-55.014153,17.527155,-1.4217803
50,4800,6909,30.98,1.0,223.231,12.376,138.22,67.284,176.198,3.585,17.861,438.131,118.683,1.0,294.754,347.751,6.371,54.744,66.951,125.57,309.546,474.885,80.756,493.261,213.147,318.439,26.788,40.198,732.794,249.1,474.092,75.148,37.475,608.806,34.0,73.606,62.963,5.85,368.658,2.038,1.0,68.879,183.214,375.475,51.824547,81.22093,-4.904014,24.002262
51,13942,16975,214.61,159.781,171.308,200.593,170.445,3.367,341.455,48.818,96.544,161.061,68.995,320.429,122.307,16.609,107.077,116.918,4.244,22.983,39.838,10.315,113.477,147.099,86.308,1.0,113.121,172.353,174.214,237.223,7.742,58.114,10.119,4.233,15.0,127.388,47.789,47.879,88.895,45.654,13.619,2.476,171.561,15.357,-51.549118,-3.6684217,-10.100894,-8.606777
54,5316,13296,94.37,93.623,150.538,183.012,226.581,15.204,188.623,2.292,81.089,368.588,79.455,148.188,20.029,32.219,61.423,416.196,3.162,75.498,7.473,16.136,34.743,19.427,162.636,10.336,410.242,126.435,160.786,193.674,9.99,130.259,11.132,48.417,25.0,353.272,27.556,31.714,181.077,352.0,161.892,192.832,29.603,17.75,9.234156,-35.278805,10.68885,-6.2345524
56,9320,15233,280.85,177.424,170.269,300.907,281.676,599.927,189.866,22.97,26.291,190.865,127.836,523.987,113.982,13.265,58.738,273.934,4.244,109.693,43.075,12.643,96.094,129.988,231.107,1.0,135.545,50.278,214.496,260.978,8.866,124.247,31.396,100.146,30.0,237.641,26.291,204.68,277.547,276.192,1.0,266.613,295.509,2.196,-28.61351,-2.587101,-3.8949244,-18.012245
57,5145,16260,60.97,1.0,241.923,472.578,222.422,5.735,228.384,1.0,432.354,365.276,85.993,1.0,40.246,66.782,84.25,256.019,2.081,350.284,656.931,119.762,411.03,2.316,76.206,79.841,410.242,36.839,174.214,286.052,20.103,826.653,39.501,188.515,195.0,732.435,35.143,26.864,431.899,61.231,99.848,666.508,248.896,121.837,-7.671173,-36.02262,5.7738013,0.70198363
58,1154,2121,46.48,14.232,87.192,13.41,61.293,50.713,38.276,2.292,5.215,223.981,23.229,1.0,127.064,122.53,42.625,259.18,95.062,305.097,318.177,190.787,198.346,14.162,20.082,172.168,129.939,98.436,1.0,47.189,106.631,28.054,23.29,20.398,405.0,60.16,30.085,17.165,34.229,1.0,1.0,1.0,1.0,212.764,19.614677,36.45974,-7.988743,17.78999
61,2759,16499,57.56,1.0,197.269,38.23,276.479,19.938,167.5,3.585,114.81,578.323,84.686,1.0,373.246,349.981,90.964,91.627,3.162,69.391,270.708,462.077,144.153,31.273,71.716,271.757,268.97,168.993,78.879,373.151,525.784,61.12,32.409,227.311,26.0,92.429,167.922,23.631,581.964,16.577,51.476,58.549,684.303,635.096,46.96769,49.488026,4.9704733,19.128523
62,12095,2986,37.95,1.0,117.308,201.627,150.694,53.081,48.216,17.801,1.0,217.358,36.305,505.197,106.846,5.46,1.0,178.038,5.325,349.062,11.788,11.479,20.428,251.079,90.798,1.0,235.333,17.799,227.923,152.764,5.495,61.12,22.277,57.039,25.0,442.012,16.175,172.35,93.182,327.077,1.0,5.427,17.95,2.196,-48.07074,-12.555244,-8.635148,-5.224564
63,8055,13034,69.07,53.927,170.269,300.907,182.92,17.571,345.183,2.292,29.101,444.755,172.295,141.925,30.732,3.23,42.625,376.152,1.0,168.314,26.892,16.136,70.531,116.826,135.697,1.0,246.545,21.159,159.444,107.894,1.0,113.225,3.026,57.039,33.0,353.272,32.614,70.51,240.031,362.385,37.805,327.114,105.879,10.571,-10.369232,-21.881393,4.8614187,-7.1883025
64,9041,10591,308.56,67.159,177.538,286.429,147.575,60.182,213.474,50.11,5.215,299.044,74.225,492.671,111.604,28.874,100.363,325.57,4.244,106.029,37.68,16.136,178.918,156.312,291.72,1.0,251.03,76.037,108.419,139.567,5.495,277.554,16.198,123.854,100.0,532.097,133.778,93.141,214.306,386.269,1.0,427.456,267.965,3.393,-27.481983,-2.5754356,-2.6628544,-9.879694
66,7157,13638,206.37,53.927,183.769,209.901,242.174,8.102,222.172,6.169,237.051,516.506,169.679,16.658,10.514,24.414,116.476,425.68,1.0,162.208,4.237,13.808,114.499,6.265,178.351,173.206,312.697,13.32,100.363,86.779,1.0,148.295,18.224,50.573,26.0,600.669,59.17,65.66,259.325,298.0,136.654,80.684,20.069,91.927,-2.0205212,-46.430283,11.337452,-0.66882974
67,3021,17867,89.11,60.543,241.923,413.63,370.037,3.367,71.825,3.585,86.709,613.646,371.048,1.0,34.3,42.253,33.226,374.044,2.081,149.995,1.0,14.972,69.509,1.0,114.37,10.336,359.788,33.479,94.992,341.478,9.99,189.377,5.053,4.233,23.0,427.222,12.381,89.908,531.585,483.885,61.992,57.074,139.779,14.16,-1.597662,-53.253685,12.945565,0.5814465
68,6771,15789,131.19,98.033,205.577,339.171,283.755,5.735,327.787,6.169,89.519,478.975,186.678,104.345,28.354,38.908,39.94,325.57,3.162,30.311,13.946,14.972,151.31,47.067,73.961,45.607,220.758,68.197,133.931,296.609,5.495,348.696,13.158,83.981,27.0,416.466,36.408,18.782,199.299,350.962,117.725,378.761,180.036,12.964,-3.6741676,-31.057842,7.5521994,-3.5073347
69,1823,3803,312.12,23.053,152.615,207.832,60.254,22.306,188.623,21.678,6.62,208.527,87.301,239.006,103.279,9.92,41.282,219.136,5.325,102.366,39.838,7.986,141.085,124.723,89.675,1.0,100.788,70.437,35.911,47.189,4.371,102.203,11.132,46.262,29.0,272.599,25.027,76.976,146.777,354.077,1.0,116.099,59.266,5.786,-52.857956,-6.1068707,-10.803545,-6.4373875
71,14394,18034,90.82,67.159,221.154,103.382,174.604,3.367,179.925,6.169,9.43,461.313,210.215,69.897,72.357,26.644,73.508,133.778,5.325,368.603,20.419,5.657,96.094,72.075,30.184,1.0,192.727,157.794,256.121,274.174,6.619,98.195,21.264,41.951,17.0,417.81,46.524,283.888,116.764,26.962,5.206,1.0,78.335,5.786,-56.923805,-23.616325,-11.4717,-1.3703791
72,6524,16368,195.0,42.901,215.962,282.292,409.54,55.448,275.601,4.877,339.62,518.714,130.452,16.658,167.5,348.866,127.218,387.744,4.244,419.896,376.434,231.538,284.237,6.265,113.247,42.495,236.455,258.59,105.734,196.313,154.952,146.291,104.345,36.563,113.0,159.657,111.016,26.864,527.297,131.846,149.273,263.662,153.551,304.887,31.307964,44.883926,0.6868717,12.934387
73,4221,16825,185.62,71.57,239.846,361.922,349.247,8.102,213.474,2.292,201.924,386.25,425.967,1.0,89.007,103.576,124.532,400.389,3.162,255.024,66.809,137.227,100.184,10.213,131.207,45.607,410.242,126.435,254.778,501.16,80.785,604.208,22.277,115.233,32.0,540.164,52.847,81.825,321.495,362.385,156.634,111.672,195.927,115.855,-7.122469,-41.850113,8.169814,0.7246322
75,1974,9134,450.12,91.417,161.962,210.935,129.903,15.204,335.243,30.724,124.646,212.943,93.839,66.765,137.768,19.954,203.754,222.297,5.325,57.178,58.178,9.15,189.143,122.091,210.902,10.336,151.242,12.2,116.476,179.157,9.99,231.461,15.185,97.99,59.0,321.003,40.201,26.864,208.946,152.615,15.722,164.795,246.777,34.499,-41.6297,-5.3722935,-5.2455926,-2.3259137
76,13706,11769,246.03,60.543,171.308,256.438,195.394,34.142,329.03,101.805,29.101,249.37,144.835,417.511,124.686,8.805,73.508,290.794,4.244,110.914,39.838,16.136,116.545,162.893,179.473,3.075,180.394,52.518,167.5,189.715,6.619,115.229,19.237,108.767,33.0,264.532,55.376,101.223,202.515,263.731,2.052,135.282,165.205,12.964,-34.760353,4.5987644,-7.693685,-9.087796
78,305,12503,584.01,155.371,200.385,449.826,286.874,45.979,420.978,1.0,86.709,264.824,191.908,182.636,81.871,25.529,88.278,262.342,6.406,99.923,38.759,18.465,148.243,126.04,247.944,10.336,189.364,87.237,139.302,164.641,11.114,261.522,19.237,97.99,38.0,442.012,40.201,73.743,385.808,458.962,8.361,334.492,288.093,52.446,-17.308567,-7.697544,1.7401531,-11.150422
79,7350,11324,451.12,159.781,186.885,312.283,142.378,22.306,325.302,29.432,3.81,255.993,265.134,389.326,99.711,21.069,99.02,239.158,3.162,59.621,49.548,16.136,159.49,166.842,226.617,1.0,200.576,70.437,136.617,146.165,4.371,269.538,18.224,96.913,101.0,283.355,121.133,31.714,199.299,429.885,2.052,454.018,212.877,5.786,-24.48684,3.8533401,-1.5677371,-13.761426
80,13290,8469,138.58,210.503,166.115,371.23,195.394,29.408,299.209,122.483,10.835,211.839,133.067,505.197,161.554,9.92,45.31,263.396,4.244,10.77,40.917,17.301,109.387,176.055,232.229,1.0,345.212,65.957,154.073,167.28,7.742,88.175,13.158,89.369,28.0,158.312,42.73,17.165,164.999,380.038,2.052,293.174,243.599,2.196,-36.02576,11.394533,-6.0501904,-14.206709
82,10367,3006,461.63,34.079,114.192,190.252,110.152,27.04,280.571,29.432,9.43,314.498,173.602,226.48,141.336,126.99,34.569,247.589,4.244,149.995,78.676,200.101,78.711,90.502,170.493,67.393,279.061,72.677,64.109,139.567,148.209,149.297,32.409,52.728,65.0,245.708,43.995,39.796,94.254,326.038,1.0,124.953,27.485,111.069,-11.78035,15.292267,-5.434186,-0.13039885
84,8592,14160,193.44,287.689,149.5,382.606,188.118,145.405,292.996,2.292,36.127,317.81,75.533,545.909,104.468,26.644,60.081,448.864,4.244,7.106,29.05,14.972,120.635,156.312,238.964,6.187,179.273,36.839,141.988,129.009,6.619,131.261,11.132,79.67,24.0,230.918,25.027,17.165,253.966,206.615,1.0,411.225,257.371,3.393,-28.993382,8.551117,-4.5197587,-14.8729515
85,2888,9337,33.97,1.0,145.346,7.205,182.92,55.448,13.425,7.462,1.0,392.873,21.921,7.263,338.757,256.325,2.343,49.475,4.244,452.87,260.999,510.979,7.135,12.846,62.736,397.28,44.727,1.0,3.685,171.239,513.423,55.108,54.699,96.913,17.0,9.067,31.349,39.796,386.88,2.038,1.0,6.903,17.95,458.028,58.064865,78.48483,-3.7548687,22.656937
86,3879,5590,185.9,23.053,186.885,165.432,101.836,12.836,84.25,8.754,6.62,378.523,108.223,101.213,91.386,17.724,42.625,271.826,4.244,163.429,40.917,11.479,155.4,120.775,54.879,1.0,202.818,154.434,206.44,164.641,5.495,125.249,17.211,92.602,25.0,390.919,51.582,102.84,118.908,393.538,7.309,210.539,206.521,4.589,-44.150757,-16.557255,-6.804519,-4.435922
88,11800,8882,204.67,104.649,182.731,475.68,248.411,31.775,438.373,185.809,3.81,437.028,129.144,314.166,115.171,34.449,90.964,374.044,4.244,189.076,40.917,19.629,150.288,126.04,372.538,1.0,377.727,25.639,89.621,122.411,7.742,201.401,9.105,77.515,119.0,495.794,60.434,96.374,394.383,146.385,1.0,293.174,280.678,4.589,-19.377823,-8.296738,2.0437274,-11.980174
89,10711,12570,226.7,115.675,232.577,402.255,189.157,22.306,238.325,7.462,20.671,301.252,93.839,151.32,94.954,29.989,29.198,376.152,3.162,131.676,36.602,14.972,173.806,115.51,272.638,1.0,414.727,2.12,210.468,239.863,7.742,434.869,10.119,87.214,90.0,458.147,27.556,51.112,192.868,294.885,1.0,322.687,198.046,1.0,-15.816646,-16.037123,1.6877608,-5.3891973
90,2622,14556,182.92,84.801,217.0,532.559,548.839,10.469,450.799,3.585,114.81,625.789,535.805,1.0,31.921,110.266,35.911,350.861,4.244,294.105,67.888,16.136,172.783,52.332,287.23,12.411,304.848,174.593,223.895,396.905,9.99,349.698,19.237,124.932,346.0,331.759,62.963,240.243,532.657,262.692,108.261,105.77,270.084,105.087,-5.925004,-44.74657,7.1880107,0.6834382
91,800,18515,55.43,1.0,249.192,60.981,293.111,15.204,35.791,2.292,296.063,30.804,50.688,1.0,25.975,9.92,5.028,41.044,3.162,621.406,1.0,14.972,39.856,4.949,11.102,34.196,526.848,49.158,1.0,218.748,15.609,46.09,6.066,23.631,20.0,33.269,2.265,613.655,443.69,80.962,36.754,6.903,391.913,2.196,23.880465,-38.872395,18.732542,0.5262719
93,7175,16926,35.67,1.0,241.923,30.991,213.067,5.735,84.25,3.585,74.063,665.528,109.53,1.0,312.593,432.488,57.395,87.411,5.325,118.242,354.857,566.867,82.801,3.632,108.757,253.084,97.424,61.478,35.911,258.338,639.281,124.247,104.345,18.243,17.0,15.79,54.111,9.083,340.789,6.192,46.218,64.452,113.295,722.434,40.67893,84.16376,-6.791005,26.43035
94,10052,6167,170.27,164.192,196.231,391.913,186.039,81.488,389.914,77.25,1.0,322.225,76.84,295.376,117.55,9.92,7.714,312.924,3.162,198.846,24.734,20.794,147.22,128.672,301.822,1.0,451.727,5.48,103.048,130.329,8.866,119.237,20.251,79.67,36.0,312.935,42.73,188.515,276.475,525.423,1.0,389.09,181.095,2.196,-35.18974,-1.9799709,-5.3016925,-10.653039
98,754,12902,202.96,186.245,210.769,421.904,269.202,10.469,403.582,33.309,50.177,253.786,248.135,76.16,89.007,29.989,78.879,261.288,4.244,86.489,43.075,20.794,215.729,81.289,162.636,7.224,242.061,77.157,116.476,194.993,11.114,155.309,24.303,96.913,38.0,354.616,92.048,59.194,362.226,320.846,22.032,341.87,299.747,41.678,-13.872065,-9.136147,2.537175,-11.118431
99,14334,9417,94.66,131.113,207.654,369.161,285.835,330.055,315.362,33.309,9.43,272.551,80.763,592.884,157.986,18.839,42.625,234.943,16.136,37.638,40.917,23.122,150.288,216.858,180.596,1.0,455.091,53.638,203.754,229.305,11.114,93.185,40.514,144.33,29.0,151.59,22.497,54.345,228.24,237.769,1.0,142.66,220.293,3.393,-35.083813,9.400993,-5.99539,-16.622799
100,11533,17412,32.69,1.0,261.654,36.161,235.937,29.408,275.601,3.585,1.0,549.622,89.916,1.0,273.346,326.567,13.085,69.497,30.192,147.553,186.559,427.147,6.113,247.13,233.352,422.178,11.091,27.879,300.431,181.797,486.453,78.154,27.343,117.388,19.0,15.79,70.551,2.617,361.155,1.0,1.0,1.0,20.069,495.116,46.701473,86.02434,-6.7426853,24.468271
