cell,x,y,area µm²,ATG7,ApoE,TMEM119,E_9,IBA1,PSD95,HLA-DR,Neurofilament,CD163,CD14,CD11b,CD34,AQP4,E_8,CD3e,CD68,P2Rx7,Vimentin,Synaptophysin,Olig-2,DAPI_1,CD45,Gal3,SMA,E_7,PCNA,MAP2,E_1,GFAP,CD8,CD44,A-Beta,CD31,E_4,E_5,NeuN,E_3,CD40,S100B,HLA-A,E_10,E_6,H2A.x,CD74,Claudin5,E_2,CollagenIV,CD11c,CD4,UMAP_1,UMAP_2,TSNE_1,TSNE_2
1,18478,7055,84.14,408.983,54.117,281.935,120.321,318.47,48.571,22.143,345.553,11.246,142.702,103.616,1.0,43.096,15.433,22.695,36.184,278.019,3.086,313.087,22.561,22.017,323.423,34.419,5.826,73.284,55.491,272.88,25.366,18.592,31.336,6.581,7.307,44.543,19.731,55.25,25.485,16.941,294.824,410.36,27.64,58.82,17.604,28.0,25.194,13.974,9.246,24.422,111.079,76.105,34.63449,36.898224,10.67501,-21.371294
2,16716,3408,318.65,188.225,41.859,396.912,113.975,306.551,25.292,50.686,335.359,8.172,142.702,82.489,2.327,138.581,5.124,20.629,66.036,501.366,22.899,120.043,18.968,118.694,195.477,15.323,3.413,47.336,78.7,136.94,14.29,77.653,5.184,108.155,4.784,20.905,44.706,55.25,2.224,20.927,132.582,368.339,37.327,47.577,49.428,25.0,77.614,10.436,13.959,13.22,31.775,49.355,-6.521431,15.337303,13.207738,-2.5114305
3,14058,6752,165.3,133.734,177.715,309.052,105.089,329.305,26.304,128.914,157.986,15.345,283.392,73.435,124.382,151.928,16.464,29.927,130.006,295.333,129.264,1.0,48.914,195.756,172.959,91.71,4.62,102.939,172.545,10.484,28.688,104.042,12.507,225.356,8.568,68.181,40.96,97.592,5.897,35.54,325.483,296.498,206.855,63.638,43.893,27.0,149.187,95.357,11.603,150.697,38.877,104.912,-27.728565,-6.4987335,5.184223,7.29336
4,18240,3727,134.03,399.203,36.752,311.221,159.672,194.949,22.255,35.886,62.163,6.123,102.216,71.423,12.94,67.737,2.031,17.529,12.728,722.981,29.156,403.174,3.396,9.407,198.548,22.484,1.0,64.017,56.5,351.915,1.0,139.226,3.092,24.44,1.0,1.0,4.746,15.555,12.018,6.314,108.309,533.71,1.0,62.032,46.661,20.0,11.081,1.0,1.0,12.202,47.162,38.038,11.861015,26.903118,13.267075,-9.300847
5,5940,2763,93.81,6.589,76.589,6.423,63.199,181.947,4.036,17.914,198.761,8.172,140.678,33.193,113.769,54.39,27.805,27.86,15.926,108.345,310.711,1.0,57.299,97.677,33.754,437.839,2.207,10.267,167.5,1.0,33.119,11.053,10.415,62.391,60.284,66.936,35.965,38.049,9.57,27.569,156.854,181.281,434.505,423.407,93.705,12.0,25.194,183.816,59.903,199.578,36.509,68.903,-16.55277,-95.0322,-15.059987,21.961872
6,13240,5175,175.67,150.501,40.837,324.238,168.558,313.052,19.219,40.114,306.816,12.271,182.176,108.647,18.247,134.474,6.155,24.761,44.713,600.054,67.739,7.435,46.518,59.847,172.959,35.613,8.239,117.766,73.655,32.614,27.581,130.43,11.461,322.466,14.875,42.055,43.457,76.421,3.449,27.569,205.399,349.362,54.28,89.336,49.428,34.0,62.492,23.41,16.315,15.257,29.408,90.509,-19.938072,2.323227,14.77268,3.479555
7,8273,6052,124.79,90.421,13.258,296.036,69.546,275.129,30.353,29.543,500.5,13.295,127.52,107.64,32.841,164.249,2.031,26.827,23.39,606.979,57.311,4.217,100.421,115.892,246.656,38.0,7.033,65.87,83.745,13.646,18.721,111.581,10.415,357.068,70.375,37.078,48.452,69.805,13.243,43.511,222.006,376.472,71.233,765.508,27.289,39.0,32.25,17.512,155.327,20.349,37.693,78.163,-77.37086,-16.90641,9.735625,25.083292
8,14992,8798,103.47,368.464,40.837,165.873,150.787,157.026,58.693,35.886,245.653,10.222,153.836,57.338,1.0,143.714,11.31,28.893,19.125,419.991,2.043,408.0,41.727,9.407,190.36,53.516,5.826,91.818,33.291,437.272,15.398,31.158,19.829,31.137,16.136,45.787,42.209,43.342,21.813,44.839,297.379,648.927,17.953,84.518,84.019,31.0,27.21,11.615,18.671,17.294,72.019,53.471,50.607353,37.32077,1.1459385,-23.951164
9,19143,15495,76.04,273.455,39.816,89.945,11.155,160.277,35.413,5.229,37.698,2.025,55.657,11.06,1.0,60.55,11.31,6.165,7.397,4.463,30.198,382.261,3.396,8.006,82.885,26.065,3.413,26.948,1.0,225.459,13.183,51.264,1.0,1.0,16.136,29.614,33.468,27.464,3.449,32.883,1.0,512.022,13.109,15.455,23.139,12.0,8.057,21.051,8.068,15.257,50.713,5.115,81.023476,-22.580238,-18.726187,-14.637079
10,11495,5393,129.34,62.477,12.236,362.202,87.318,469.078,23.267,53.857,302.739,11.246,134.605,97.58,20.9,76.977,4.093,23.728,115.08,395.752,40.626,2.609,57.299,397.518,265.08,15.323,8.239,101.085,157.409,7.323,27.581,109.068,10.415,295.677,12.352,39.567,32.219,63.189,4.673,42.182,230.949,510.666,59.124,65.244,61.881,35.0,150.195,25.769,16.315,12.202,15.204,95.653,-39.865005,5.235632,9.584547,9.480361
11,13231,14496,28.71,2.397,92.933,1.0,18.771,243.707,12.134,4.171,1.0,6.123,18.207,10.054,267.665,1.0,52.548,16.496,15.926,1.0,530.741,4.217,3.396,86.468,1.0,182.419,17.891,280.868,17.145,1.0,99.571,1.0,1.0,1.0,61.545,268.478,148.352,171.69,2.224,173.699,4.832,133.839,394.545,60.426,196.096,9.0,15.113,661.496,84.643,229.11,4.551,10.26,-16.527895,-109.377556,-24.102938,23.761053
12,20378,8031,268.91,322.357,42.88,203.837,94.934,261.043,53.632,24.257,125.365,10.222,252.015,81.483,2.327,74.924,10.279,25.794,30.853,321.303,18.728,367.783,27.353,61.248,237.444,71.419,4.62,54.75,62.555,241.266,7.645,124.147,19.829,7.697,6.045,37.078,20.98,36.726,29.158,16.941,280.771,582.507,24.007,65.244,34.208,33.0,40.315,8.077,9.246,17.294,116.998,50.384,46.613525,24.209602,0.83007497,-19.15906
13,10007,13399,80.02,323.754,218.574,9.678,54.314,411.652,23.267,27.429,1.0,287.892,228.736,40.236,213.271,40.015,45.331,28.893,34.051,167.211,288.812,9.043,60.892,83.666,47.06,320.871,11.859,141.861,68.609,1.0,46.409,159.332,18.783,8.813,28.75,73.157,70.93,108.177,10.794,75.394,319.096,445.602,175.371,70.063,97.856,26.0,33.258,194.431,21.027,121.165,108.712,75.076,11.282307,-49.084145,-11.093726,7.443207
14,15306,7104,129.62,151.898,41.859,169.127,131.746,163.527,40.474,20.029,304.778,9.197,98.167,52.308,7.633,127.287,6.155,20.629,20.191,437.305,18.728,306.652,34.54,8.006,89.027,32.032,3.413,89.965,9.073,187.522,12.075,121.634,11.461,88.064,7.307,12.197,30.97,45.988,7.121,30.226,238.614,484.912,21.585,68.457,39.742,23.0,21.161,6.897,10.425,16.275,29.408,40.096,5.2827682,15.70425,9.875537,-4.7020836
15,3124,5467,336.14,364.273,113.362,247.225,157.133,253.459,65.778,32.714,190.606,13.295,118.41,114.683,27.534,64.657,22.65,25.794,32.985,506.56,193.918,417.652,180.676,131.304,300.905,144.226,10.652,89.965,137.227,171.715,22.043,22.362,24.014,12.162,28.75,146.558,20.98,59.22,27.934,36.868,375.306,470.001,225.018,103.791,48.044,37.0,46.363,130.74,36.342,123.202,131.201,59.644,35.28246,31.567001,5.774773,-9.411589
16,15786,4074,78.6,188.225,29.601,375.218,130.476,324.971,16.182,18.971,274.196,5.098,114.362,90.538,14.267,170.409,5.124,16.496,9.529,579.277,36.455,23.522,40.529,43.034,181.148,21.29,2.207,60.31,40.355,89.519,9.86,124.147,3.092,203.032,4.784,4.732,43.457,26.14,4.673,24.912,104.477,357.495,19.164,44.365,61.881,18.0,30.234,9.256,15.137,18.312,14.02,62.73,-14.509659,7.834425,13.942522,0.54965574
17,17295,5972,43.21,350.301,43.902,287.358,171.097,196.033,64.766,20.029,221.188,8.172,149.787,89.532,1.0,110.859,6.155,23.728,24.456,548.113,18.728,395.13,32.144,13.61,195.477,57.097,2.207,114.059,53.473,465.725,4.323,96.502,16.691,18.859,3.523,34.59,13.487,59.22,14.467,16.941,232.226,625.883,19.164,78.093,31.44,29.0,36.283,3.359,6.89,15.257,55.448,43.182,47.17448,39.26075,13.89566,-9.907245
18,13492,5481,62.54,68.066,38.794,195.16,149.517,150.525,18.207,43.286,372.057,9.197,119.422,77.459,11.614,123.18,5.124,19.596,30.853,529.068,35.412,1.0,45.32,43.034,114.616,20.097,5.826,134.447,24.209,38.937,28.688,78.909,5.184,436.318,9.83,20.905,35.965,84.36,4.673,35.54,136.414,373.761,32.484,66.85,59.114,29.0,18.137,21.051,11.603,12.202,15.204,55.528,-19.138361,4.5691757,15.307481,2.8328469
19,7349,3164,87.69,1.0,142.985,1.0,41.62,457.159,10.109,22.143,13.233,9.197,124.483,18.103,76.622,24.615,40.176,21.662,16.993,58.135,310.711,1.0,46.518,79.463,10.212,397.258,3.413,147.421,170.527,1.0,23.151,36.185,9.369,40.067,12.352,115.456,65.935,162.428,3.449,51.481,209.231,59.286,382.436,246.735,96.472,14.0,11.081,246.327,64.616,157.826,23.489,49.355,-17.177383,-100.652374,-20.890215,21.749561
20,22100,2133,246.03,425.75,61.267,164.788,177.443,294.632,29.34,33.771,272.157,9.197,197.359,70.417,10.287,85.191,7.186,9.265,60.705,461.544,11.428,409.609,2.198,99.079,242.561,49.935,1.0,60.31,136.218,136.94,7.645,46.238,6.23,1.0,3.523,25.882,28.472,45.988,30.382,20.927,39.325,503.889,13.109,28.304,31.44,19.0,31.242,2.179,6.89,13.22,99.243,45.24,18.485046,33.609486,14.381551,-12.729492
21,8721,6362,40.22,16.369,270.669,51.98,53.044,349.892,42.498,31.657,1.0,31.738,253.027,50.296,453.402,64.657,44.3,36.125,61.772,182.794,538.041,1.0,84.849,55.644,79.815,347.129,10.652,217.852,97.873,1.0,64.13,34.928,18.783,110.388,14.875,183.88,83.417,67.159,5.897,55.467,366.363,316.83,526.535,179.278,66.032,24.0,23.178,335.966,25.739,427.688,3.367,85.365,-10.08025,-99.987595,-17.56709,24.596296
22,15953,9291,147.1,178.445,41.859,247.225,87.318,267.544,42.498,52.8,268.08,16.369,143.714,81.483,2.327,34.882,10.279,25.794,66.036,191.451,3.086,269.652,24.957,185.948,213.902,15.323,4.62,108.499,106.955,313.978,9.86,41.211,16.691,11.046,8.568,35.834,30.97,52.604,53.643,34.211,316.541,288.365,20.375,79.699,48.044,32.0,106.848,8.077,11.603,19.33,89.774,62.73,51.20471,17.657753,-3.1914396,-17.768318
23,18745,16852,190.74,62.477,21.429,25.948,2.269,296.799,5.049,211.371,23.427,1.0,11.122,4.018,1.0,60.55,18.526,3.066,64.97,1.0,91.723,129.696,1.0,33.226,38.872,5.774,7.033,154.835,1.0,133.778,38.656,7.283,1.0,1.0,28.75,25.882,103.398,100.238,1.0,78.051,1.0,308.697,95.451,28.304,68.799,5.0,17.129,48.178,22.205,40.716,62.55,49.355,78.32767,-14.250811,-20.73295,-10.20836
24,2735,3068,70.78,105.79,2.021,319.899,37.812,290.298,1.0,81.343,113.133,8.172,121.447,231.384,3.653,59.523,1.0,13.397,32.985,494.44,11.428,1.0,14.176,23.418,315.235,8.161,1.0,88.111,50.445,1.0,1.0,95.245,1.0,330.279,1.0,1.0,7.244,4.97,2.224,2.328,53.377,288.365,13.109,333.465,21.755,8.0,42.331,1.0,11.603,10.165,36.509,117.258,-25.575447,9.3344555,10.992827,2.499883
25,16370,5868,179.37,204.992,45.945,416.436,138.093,268.628,56.669,64.429,310.894,10.222,195.334,105.628,2.327,125.233,7.186,24.761,36.184,584.471,9.342,279.304,35.737,79.463,197.525,34.419,4.62,75.137,39.345,231.782,14.29,57.547,15.645,55.694,8.568,37.078,37.214,36.726,8.346,23.584,259.054,413.071,32.484,57.214,32.824,29.0,79.63,10.436,10.425,17.294,62.55,58.615,3.740776,20.668827,13.061073,-5.912697
27,13466,15256,360.72,242.716,41.859,126.824,82.24,316.303,42.498,21.086,21.388,3.049,173.067,42.248,2.327,20.508,12.341,8.232,18.059,208.764,5.171,408.0,40.529,111.689,169.888,16.516,3.413,32.508,29.255,250.75,15.398,56.291,1.0,1.0,17.398,37.078,18.482,24.817,9.57,27.569,2.277,623.172,20.375,57.214,28.673,15.0,38.299,5.718,11.603,10.165,62.55,44.211,77.75892,-25.056255,-17.97609,-16.16834
29,8040,858,264.93,469.063,45.945,306.883,237.104,250.208,75.9,38.0,612.633,7.148,132.581,107.64,6.307,5.107,7.186,16.496,73.499,418.26,3.086,494.87,21.363,107.485,360.272,48.742,8.239,15.827,193.736,345.592,7.645,73.883,32.382,4.349,31.273,89.33,25.975,27.464,20.588,26.241,205.399,438.825,39.749,73.275,25.906,25.0,75.597,18.692,59.903,22.385,153.691,61.701,16.3887,44.824905,16.938448,-15.621969
30,129,1762,201.97,27.547,3.043,214.684,23.849,372.645,5.049,67.6,502.539,9.197,105.252,163.979,28.861,29.748,3.062,14.43,227.028,359.393,43.755,1.0,83.651,288.23,227.208,11.742,4.62,88.111,103.927,1.0,17.613,39.955,6.23,245.448,56.5,9.709,29.721,57.897,3.449,18.27,119.807,375.117,33.695,545.471,64.648,22.0,120.961,9.256,71.684,12.202,23.489,86.393,-66.694954,-11.372429,7.3091297,20.499582
31,14902,9812,93.66,209.183,26.537,110.554,101.281,310.885,41.486,64.429,41.776,9.197,95.131,36.211,134.996,106.752,28.836,27.86,32.985,279.75,311.754,203.696,39.331,44.435,57.296,252.839,11.859,253.067,20.173,124.294,43.086,166.872,15.645,18.859,21.182,122.92,120.88,139.934,7.121,83.364,302.488,478.134,266.189,62.032,52.195,24.0,39.307,239.25,30.452,179.211,43.611,37.009,29.687614,-0.15690613,-2.3780391,-5.6910005
32,23210,12114,142.56,1.0,59.224,1.0,31.465,298.966,9.097,12.629,1.0,328.877,514.164,129.773,89.888,474.319,15.433,164.229,55.375,1.0,247.1,1.0,64.486,330.264,178.077,422.323,155.435,75.137,104.936,1.0,28.688,126.66,356.665,127.131,56.5,29.614,105.895,63.189,14.467,32.883,293.546,375.117,217.753,31.516,142.133,31.0,18.137,62.332,15.137,369.642,88.59,78.163,6.7631454,-51.788925,-11.634977,11.140819
34,22616,9532,130.47,323.754,32.666,252.648,173.635,853.726,51.608,157.457,7.116,52.231,279.343,113.677,1.0,34.882,16.464,34.059,92.691,338.617,3.086,433.739,44.122,279.823,321.376,38.0,5.826,58.456,253.273,127.456,13.183,16.079,25.06,15.511,12.352,45.787,28.472,32.756,32.831,32.883,315.263,258.544,40.96,54.002,34.208,52.0,315.519,8.077,6.89,15.257,167.895,90.509,31.644203,24.42582,5.665799,-14.890174
35,14263,4432,141.99,128.145,210.402,232.039,177.443,285.964,9.097,92.971,133.52,17.394,253.027,114.683,67.335,175.543,26.774,30.96,134.271,626.024,120.922,2.609,40.529,30.424,230.279,59.484,2.207,104.792,72.645,4.161,22.043,100.272,15.645,240.983,9.83,44.543,18.482,88.33,4.673,34.211,248.834,335.807,165.684,89.336,97.856,21.0,50.396,108.331,9.246,192.45,32.959,116.23,-22.78237,-0.5841179,11.649894,2.871312
36,14414,6291,83.86,154.692,34.709,274.342,145.709,213.369,28.328,50.686,404.678,11.246,115.374,91.544,3.653,134.474,11.31,21.662,55.375,463.276,51.054,15.478,47.716,22.017,146.346,28.452,8.239,110.353,13.109,7.323,41.979,106.555,8.323,219.775,14.875,40.811,43.457,112.147,4.673,60.781,218.174,376.472,30.062,76.487,38.359,24.0,26.202,30.486,22.205,18.312,12.836,67.874,-17.27491,6.2051544,14.451821,2.6367962
37,19993,13260,303.02,369.862,38.794,235.293,68.277,476.663,53.632,28.486,41.776,10.222,424.082,88.526,4.98,37.962,12.341,31.993,37.25,58.135,18.728,311.478,42.924,188.75,167.841,53.516,7.033,32.508,142.273,200.168,14.29,46.238,20.875,15.511,30.011,60.716,49.701,40.695,13.243,40.854,338.258,430.692,32.484,45.971,30.057,33.0,85.678,23.41,17.493,22.385,147.773,64.788,42.988815,11.204423,-1.5802292,-14.150523
38,3705,3911,212.34,48.505,3.043,402.336,63.199,318.47,9.097,62.314,304.778,8.172,95.131,144.864,42.127,117.02,2.031,18.563,128.94,449.425,42.712,4.217,52.507,173.338,335.706,14.129,3.413,62.163,133.191,1.0,6.538,80.166,4.138,263.307,37.58,15.929,27.224,42.019,2.224,34.211,243.724,392.738,39.749,294.918,104.774,21.0,105.84,15.153,70.506,13.22,35.326,115.201,-66.2677,-7.532791,10.874713,16.037773
39,17634,3404,113.7,191.02,47.988,329.661,130.476,281.63,30.353,22.143,339.437,8.172,122.459,69.411,3.653,115.993,3.062,17.529,8.463,606.979,16.642,245.522,11.781,10.808,170.912,16.516,1.0,64.017,22.191,80.035,1.0,80.166,5.184,76.902,1.0,3.488,23.477,27.464,3.449,10.299,123.639,429.336,9.476,45.971,49.428,22.0,15.113,2.179,3.356,14.239,22.306,30.836,-2.1889648,16.112469,13.726438,-3.9049828
40,3253,6799,173.4,503.993,50.031,122.485,209.178,372.645,34.401,91.914,25.465,456.954,661.939,159.955,20.9,109.832,9.248,21.662,109.749,518.679,54.183,168.304,51.309,157.926,323.423,203.903,2.207,34.362,93.836,51.582,4.323,33.672,18.783,31.137,12.352,59.472,4.746,8.939,21.813,4.985,356.143,453.735,72.444,177.672,14.837,33.0,115.92,3.359,9.246,17.294,100.427,85.365,4.700674,-40.218678,-6.3641334,8.390112
41,17515,16780,119.96,40.122,16.322,50.896,1.0,191.698,3.024,8.4,9.155,1.0,35.413,15.085,1.0,8.187,4.093,1.0,40.448,1.0,2.043,173.13,1.0,54.243,45.013,2.194,2.207,145.568,1.0,92.68,5.43,29.902,1.0,1.0,4.784,4.732,27.224,52.604,2.224,22.255,1.0,162.304,7.055,25.092,86.787,6.0,15.113,2.179,4.534,2.018,15.204,6.144,80.395706,-12.218954,-20.39855,-11.006008
42,14873,6776,245.6,33.136,137.877,1.0,30.196,382.397,12.134,25.314,1.0,20.468,106.264,14.079,24.88,9.214,79.353,36.125,21.257,47.747,173.062,1.0,14.176,107.485,1.0,114.387,16.685,343.885,161.445,16.807,107.324,66.343,14.599,27.789,11.091,88.086,149.601,251.081,7.121,137.831,140.247,148.749,220.175,52.395,151.819,18.0,43.339,202.687,51.657,102.835,6.918,46.269,-23.988323,-107.71829,-24.151787,20.528976
43,9388,3901,71.35,102.996,9.172,174.55,92.395,642.44,18.207,114.114,327.204,8.172,111.325,200.196,24.88,61.577,3.062,28.893,303.792,487.515,13.514,7.435,131.565,644.115,402.238,8.161,2.207,51.043,348.127,1.0,14.29,32.415,12.507,171.779,41.364,22.149,18.482,39.372,3.449,12.956,293.546,262.611,73.655,351.132,24.522,73.0,179.429,8.077,56.369,9.147,88.59,110.057,-59.36236,-9.489967,8.327474,17.52515
44,11073,15604,378.49,214.772,38.794,102.961,31.465,163.527,29.34,14.743,43.814,3.049,191.286,24.139,6.307,19.481,7.186,6.165,20.191,89.3,8.3,372.609,2.198,13.61,132.016,18.903,2.207,56.603,1.0,206.491,7.645,34.928,1.0,1.0,7.307,23.394,15.985,26.14,12.018,19.598,1.0,406.293,11.898,17.061,27.289,14.0,11.081,2.179,3.356,9.147,49.53,9.231,81.61666,-21.93295,-18.649189,-14.266703
45,4382,2202,59.98,19.164,50.031,1.0,64.469,239.373,3.024,35.886,31.582,14.32,110.313,27.157,682.92,43.096,45.331,24.761,24.456,70.255,477.558,1.0,39.331,66.853,7.141,217.032,4.62,286.429,181.627,1.0,54.162,29.902,14.599,103.691,45.148,361.785,107.144,63.189,2.224,12.956,273.106,95.885,271.033,187.309,78.485,11.0,22.17,484.577,71.684,480.642,6.918,50.384,-9.778454,-103.787575,-21.01525,25.735445
46,14973,10407,177.52,253.894,33.687,203.837,108.897,246.958,53.632,46.457,233.42,9.197,234.809,59.35,1.0,44.122,10.279,22.695,36.184,248.586,3.086,298.609,34.54,148.118,177.053,28.452,7.033,64.017,114.018,345.592,18.721,24.875,17.737,15.511,27.489,48.275,38.462,19.525,15.691,32.883,301.211,430.692,26.429,65.244,21.755,28.0,117.936,11.615,8.068,14.239,86.223,61.701,50.746517,23.032602,-1.9315563,-18.209332
47,15813,1423,116.4,214.772,33.687,345.932,209.178,310.885,62.742,72.886,215.071,9.197,176.103,119.713,1.0,41.042,9.248,12.364,62.838,297.064,2.043,445.0,30.946,323.258,291.693,40.387,2.207,54.75,185.664,491.016,4.323,18.592,25.06,12.162,4.784,55.74,19.731,39.372,29.158,8.971,132.582,324.963,27.64,50.789,31.44,24.0,176.405,1.0,5.712,10.165,101.61,70.961,27.144756,33.73598,10.689678,-17.70265
48,4786,7149,122.94,158.884,32.666,3.169,46.698,216.619,16.182,13.686,3.039,416.994,366.389,85.508,239.805,68.764,18.526,30.96,36.184,136.047,320.096,4.217,48.914,303.642,35.801,320.871,10.652,104.792,92.827,1.0,24.258,163.102,13.553,9.93,14.875,117.944,29.721,73.775,21.813,36.868,344.646,310.053,200.8,98.973,115.843,30.0,27.21,209.764,55.191,163.936,40.06,81.249,7.31133,-52.555077,-11.020909,9.841774
49,18433,10516,38.52,332.137,23.472,1.0,13.694,600.183,4.036,10.514,1.0,685.443,494.933,103.616,100.502,66.71,12.341,27.86,71.367,23.508,234.587,2.609,21.363,227.982,46.037,231.355,8.239,23.241,3.018,1.0,28.688,93.989,5.184,7.697,9.83,40.811,80.92,20.848,18.14,7.642,298.656,608.262,111.193,41.153,1.0,19.0,29.226,67.05,13.959,124.22,73.203,58.615,9.027567,-46.171375,-9.49815,8.580083
50,11301,5411,139.29,16.369,86.804,6.423,37.812,243.707,19.219,20.029,9.155,15.345,132.581,20.115,356.554,22.561,42.238,31.993,23.39,132.584,302.368,1.0,39.331,190.151,11.236,213.452,13.065,193.757,134.2,1.0,66.345,82.679,12.507,66.856,12.352,116.7,59.691,126.702,12.018,75.394,239.891,216.524,254.08,33.122,132.447,24.0,25.194,206.226,48.123,91.633,14.02,39.067,-19.715206,-101.59822,-20.999302,21.035885
51,21292,665,147.81,432.736,54.117,351.355,141.901,327.138,41.486,38.0,443.414,4.074,108.289,103.616,1.0,79.031,7.186,9.265,40.448,378.438,4.128,343.652,2.198,124.299,314.211,32.032,3.413,15.827,145.3,234.943,5.43,87.706,9.369,1.0,12.352,40.811,20.98,24.817,36.504,18.27,68.707,526.932,9.476,18.667,27.289,20.0,116.928,6.897,9.246,16.275,151.323,38.038,15.637764,40.517063,15.288015,-15.004859
52,17982,14259,157.19,279.043,47.988,177.805,134.285,219.87,48.571,32.714,70.318,9.197,202.419,58.344,1.0,13.321,15.433,30.96,34.051,18.314,3.086,287.348,30.946,15.011,188.312,38.0,7.033,34.362,7.055,238.104,18.721,46.238,20.875,13.278,24.966,50.763,55.945,55.25,16.915,46.168,317.818,406.293,22.796,52.395,39.742,26.0,50.396,15.153,25.739,12.202,112.263,42.153,56.743706,15.743114,-4.0431423,-18.959717
53,15752,3790,117.68,140.72,26.537,331.831,126.668,285.964,18.207,59.143,270.118,6.123,158.897,104.622,4.98,106.752,3.062,19.596,191.844,497.903,21.856,34.783,54.903,198.558,175.006,15.323,2.207,49.189,116.036,42.098,8.753,58.804,3.092,151.687,3.523,9.709,25.975,39.372,2.224,7.642,114.697,399.516,17.953,36.334,43.893,25.0,86.686,8.077,10.425,10.165,34.142,82.278,-27.513504,9.567083,10.38095,5.690476
55,4554,780,129.48,79.243,16.322,297.121,136.823,290.298,16.182,50.686,604.478,6.123,146.751,70.417,26.207,131.394,2.031,20.629,52.176,520.411,21.856,13.87,62.09,314.851,276.339,26.065,1.0,10.267,200.8,1.0,8.753,63.83,11.461,109.272,69.114,15.929,18.482,31.433,5.897,19.598,216.896,269.388,38.538,188.915,63.265,23.0,134.066,3.359,69.328,12.202,67.284,70.961,-69.16968,-3.285122,11.7836685,18.993011
56,15553,7125,159.18,297.207,33.687,312.306,143.17,242.624,54.644,28.486,208.955,12.271,98.167,73.435,7.633,108.806,7.186,22.695,46.845,529.068,16.642,435.348,36.935,204.163,209.807,39.194,3.413,75.137,62.555,238.104,15.398,96.502,14.599,55.694,8.568,28.37,32.219,65.836,10.794,23.584,287.159,465.935,27.64,62.032,64.648,29.0,48.379,9.256,8.068,16.275,75.57,57.586,15.127697,24.73804,11.495149,-9.326448
57,10130,4209,72.06,80.641,7.129,20.524,122.86,196.033,14.158,52.8,329.243,11.246,101.204,238.426,26.207,109.832,6.155,29.927,298.461,376.707,59.397,1.0,94.432,197.157,203.666,15.323,8.239,76.991,95.855,1.0,23.151,130.43,5.184,449.713,24.966,32.102,43.457,42.019,3.449,14.285,147.912,292.431,54.28,127.883,18.988,31.0,40.315,31.666,35.164,14.239,38.877,82.278,-25.476055,4.6327343,12.760633,4.694029
59,15190,12004,68.93,27.547,4.064,1.0,34.004,417.069,49.584,10.514,1.0,11.246,15.17,365.187,145.61,3.053,60.796,26.827,38.316,1.0,423.333,1.0,8.187,96.276,238.467,91.71,27.543,277.161,71.636,1.0,113.969,7.283,6.23,6.581,88.034,126.653,187.064,322.532,5.897,188.312,195.179,67.419,74.865,60.426,178.108,24.0,46.363,243.968,95.245,159.862,76.754,20.548,-23.428705,-109.18164,-25.744667,20.27354
60,10094,9794,177.52,89.024,34.709,227.7,122.86,257.793,30.353,109.886,135.559,10.222,119.422,110.659,2.327,41.042,7.186,22.695,42.581,515.217,28.113,102.348,165.104,204.163,228.232,34.419,7.033,67.724,102.918,143.263,15.398,58.804,12.507,75.785,16.136,40.811,39.711,43.342,19.364,28.898,288.436,642.149,44.593,73.275,30.057,44.0,64.509,24.589,8.068,20.349,47.162,63.759,9.299671,13.694962,8.499884,-2.9493227
63,10001,17096,81.3,142.117,40.837,206.007,3.539,164.611,27.316,5.229,29.543,3.049,79.948,31.181,1.0,3.053,4.093,6.165,12.728,7.925,1.0,298.609,3.396,8.006,186.265,6.968,1.0,28.801,1.0,13.646,2.108,1.0,1.0,1.0,2.261,10.953,8.492,22.171,7.121,14.285,1.0,238.212,2.211,2.606,23.139,10.0,2.008,1.0,3.356,10.165,34.142,22.606,80.2361,-15.266033,-19.630716,-11.998018
64,2064,3107,190.45,48.505,19.387,263.495,65.738,293.549,2.012,38.0,198.761,157.766,276.307,109.653,11.614,53.363,1.0,12.364,104.418,565.426,7.257,1.0,95.629,256.004,321.376,27.258,1.0,52.896,146.309,1.0,1.0,72.626,4.138,194.103,1.0,1.0,2.249,2.323,2.224,2.328,113.419,297.853,48.225,143.944,16.22,16.0,79.63,1.0,2.178,8.128,40.06,75.076,-38.340675,-1.6314955,11.349494,6.50953
65,7607,5788,120.38,48.505,8.15,190.821,37.812,288.131,22.255,46.457,317.01,11.246,113.35,101.604,40.801,99.565,4.093,21.662,140.668,293.601,38.541,1.0,138.752,466.173,233.349,21.29,9.446,95.525,148.327,4.161,30.904,51.264,9.369,228.705,59.023,47.031,32.219,65.836,5.897,36.868,168.352,314.119,47.015,543.865,30.057,37.0,137.09,31.666,104.67,10.165,27.04,103.884,-62.378464,-9.748199,6.934824,18.711218
66,12547,2698,163.45,175.65,28.58,301.459,212.986,243.707,50.596,45.4,290.506,7.148,98.167,108.647,31.514,70.817,5.124,16.496,41.514,407.872,4.128,348.478,51.309,267.213,267.127,34.419,3.413,71.43,185.664,178.038,7.645,83.936,16.691,44.532,3.523,20.905,19.731,34.079,14.467,16.941,150.467,464.579,22.796,68.457,32.824,25.0,110.88,3.359,9.246,13.22,36.509,71.99,15.651291,25.273252,9.784535,-10.634204
