class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,Neurofilament,CD3e,CD45,CD4,NeuN,ATG7,A-Beta,S100B,IBA1,CD68,MAP2,CD31,HLA-A,GFAP,CD11b,SMA,DAPI_1,GalMac3,CollagenIV,CD14,PSD-95,CD11c,CD34,Synaptophysin,AQP4,P2Ry12,CD40,Claudin5,HLA-DR,Trem2,iNOS,CD163,CD74,ApoE,H2A.x,PCNA,TMEM119,CD44,P2Rx7_Park7,CD8,Vimentin,UMAP_1,UMAP_2,TSNE_1,TSNE_2
diffuse,1003181,13121,13531,421.84,211.57,0.12,0.56,351.868,142.794,564.869,156.279,134.2,509.096,254.665,33.3,221.773,15.523,656.594,138.99,6.587,117.484,111.581,11.978,37.327,132.212,11.142,129.76,261.039,166.28,7.796,195.677,29.258,477.51,323.985,4.171,32.121,18.615,116.498,14.389,26.657,150.003,51.264,318.016,220.66,1.0,368.345,528.031,10.165,25.526615,-15.935074,12.471695,-2.7532287
diffuse,1003182,7601,13543,350.42,144.91,0.21,0.61,205.673,123.458,258.474,172.567,8.4,688.648,401.853,515.497,238.331,21.748,101.594,10.123,11.057,196.457,140.483,4.659,158.418,135.194,21.284,209.68,128.213,144.312,184.49,475.738,233.712,356.293,166.248,2.057,36.271,14.84,84.349,19.538,25.053,90.176,252.321,517.816,413.238,264.865,890.244,292.047,120.147,18.487347,-74.4364,-7.6941266,16.616081
diffuse,1003183,10840,13519,360.51,201.67,0.11,0.53,517.556,138.497,361.464,82.44,219.3,289.43,210.821,5.614,61.713,14.486,479.688,81.969,4.352,10.872,109.068,8.319,206.855,111.337,10.128,86.84,208.657,154.773,1.0,685.785,1.0,385.552,213.82,4.171,29.009,12.324,77.205,16.448,20.242,26.963,164.358,246.088,307.922,1.0,628.175,514.921,1.0,20.479473,-35.413338,13.892515,-9.725459
diffuse,1003184,4952,13543,231.24,193.29,0.08,0.43,317.756,109.494,124.588,166.052,26.9,363.925,76.16,400.139,122.425,20.71,143.219,12.404,12.174,133.279,114.094,4.659,134.2,96.427,18.242,112.0,92.669,51.212,68.959,373.277,187.17,464.971,339.008,8.4,39.383,8.549,106.973,17.478,45.899,74.373,57.547,262.072,247.741,188.817,632.655,313.024,37.661,20.857033,-77.56131,-7.8167944,15.717916
diffuse,1003185,1663,13552,739.14,366.85,0.07,0.58,424.966,170.723,526.247,182.34,56.5,604.602,82.423,617.012,343.199,25.897,63.438,45.476,40.111,216.2,80.166,11.978,152.364,206.764,24.327,202.28,77.702,95.147,164.102,390.354,276.93,473.331,308.962,8.4,99.551,22.389,116.498,33.957,55.52,74.373,95.245,597.736,184.551,338.609,740.17,627.669,491.335,21.308052,-73.26541,-6.498791,16.452995
diffuse,1003186,14088,13534,526.66,183.03,0.2,0.73,176.434,155.684,562.294,177.997,104.6,472.803,411.248,74.829,271.448,32.121,493.562,138.99,8.822,83.921,110.325,15.637,73.655,132.212,11.142,140.12,229.236,151.635,7.796,173.477,114.032,464.971,416.624,4.171,36.271,29.938,124.833,19.538,49.106,52.925,95.245,368.632,250.75,6.761,61.478,404.795,46.826,11.848366,-12.18013,1.7236464,-15.914342
diffuse,1003187,9672,13526,277.79,101.17,0.34,0.81,790.454,124.532,585.466,117.188,63.9,434.6,445.696,139.43,442.547,20.71,334.0,115.041,19.997,164.868,212.109,15.637,37.327,108.355,11.142,162.32,199.303,178.832,28.184,496.231,59.178,460.791,308.962,8.4,31.084,21.131,128.405,23.658,74.762,47.281,51.264,405.928,632.898,1.0,487.061,732.551,1.0,34.068295,-27.956135,16.675783,-4.9722295
diffuse,1003188,9826,13583,1928.12,558.65,0.08,0.63,483.444,143.868,492.776,117.188,171.2,436.511,314.166,132.508,105.867,17.598,441.531,112.76,18.879,141.176,99.015,15.637,140.255,120.284,11.142,163.8,238.59,223.814,28.184,381.815,32.582,469.151,296.444,7.343,30.047,26.164,121.261,18.508,41.088,51.797,145.509,531.136,377.13,1.0,610.256,695.843,1.0,34.486702,-21.664942,13.14113,1.3040005
diffuse,1003189,11103,13552,651.8,212.87,0.18,0.74,278.771,135.274,518.523,81.354,71.3,489.994,267.191,7.921,45.155,13.449,347.875,89.952,2.117,6.923,93.989,8.319,37.327,99.409,9.114,101.64,189.949,173.602,1.0,581.615,1.0,389.732,258.887,1.0,30.047,7.291,70.061,15.419,12.225,40.508,38.698,280.72,368.102,1.0,574.417,475.591,1.0,16.266518,-34.61972,12.106786,-10.275922
diffuse,1003190,11790,13577,1477.57,375.73,0.13,0.68,273.898,133.126,647.26,133.476,211.9,383.027,577.226,10.229,122.425,15.523,347.875,96.795,3.235,6.923,116.608,8.319,61.545,90.463,8.099,95.72,223.624,196.616,21.388,540.631,9.311,385.552,226.338,2.057,29.009,7.291,66.489,14.389,15.432,43.895,70.113,256.744,331.994,1.0,547.538,438.882,5.583,17.740929,-32.62597,11.573122,-9.89664
diffuse,1003191,10950,13563,904.58,265.51,0.16,0.71,585.78,114.865,420.683,84.612,112.0,449.881,364.273,10.229,61.713,12.411,306.25,70.565,4.352,12.846,83.936,8.319,49.436,84.499,9.114,82.4,182.466,154.773,1.0,624.308,2.662,306.134,176.263,3.114,21.748,6.033,65.298,14.389,12.225,43.895,44.981,243.424,313.94,1.0,540.818,423.15,1.0,16.593307,-37.76927,13.327102,-10.716567
diffuse,1003192,11224,13548,467.68,169.4,0.2,0.73,205.673,149.239,564.869,124.789,289.6,470.893,351.746,10.229,61.713,17.598,344.406,97.935,2.117,4.949,106.555,4.659,128.145,123.266,10.128,85.36,223.624,211.261,1.0,637.969,2.662,410.632,216.323,2.057,31.084,14.84,70.061,16.448,10.621,37.122,258.604,355.312,322.967,1.0,567.697,533.276,1.0,27.526215,-37.145638,18.05439,-10.148406
diffuse,1003193,10392,13538,197.35,83.72,0.35,0.81,264.151,124.532,454.155,71.582,60.2,518.646,621.069,21.764,205.215,14.486,771.062,112.76,16.644,143.15,85.192,15.637,67.6,132.212,13.171,122.36,178.725,172.556,89.347,571.369,60.84,393.912,326.489,10.514,19.673,19.873,111.735,17.478,29.864,42.766,70.113,323.344,347.039,1.0,706.572,659.134,69.739,24.68882,-36.54956,17.132784,-8.736953
diffuse,1003194,12710,13554,619.68,196.62,0.2,0.74,351.868,136.348,500.5,109.587,52.8,482.354,552.172,26.379,144.503,15.523,493.562,100.216,3.235,81.947,99.015,8.319,31.273,129.23,10.128,119.4,244.202,181.971,7.796,335.708,22.609,418.992,298.947,2.057,26.935,9.807,86.731,16.448,12.225,76.631,38.698,323.344,289.867,1.0,457.942,323.512,5.583,21.281235,-19.13805,12.303165,-4.253006
diffuse,1003195,3620,13609,2225.17,730.87,0.05,0.69,410.346,157.832,402.66,197.542,45.4,595.052,116.871,623.933,304.564,63.243,56.5,31.791,37.876,192.508,109.068,11.978,358.218,167.997,22.298,188.96,87.056,97.239,102.939,412.554,305.188,556.929,374.06,10.514,82.953,27.422,109.354,22.628,61.934,77.759,183.208,491.176,289.867,421.571,695.372,478.213,335.528,20.867157,-74.00909,-6.730857,16.763529
diffuse,1003196,13665,13570,904.37,253.05,0.18,0.74,444.459,146.016,577.742,200.8,112.0,556.849,498.934,35.607,431.508,53.907,535.188,146.973,26.701,60.229,166.872,19.297,67.6,141.158,13.171,143.08,264.781,157.911,1.0,234.954,90.76,494.23,409.113,7.343,72.579,27.422,155.791,17.478,73.159,240.308,63.83,347.32,395.184,2.152,222.751,493.945,33.078,23.6857,-13.192247,10.206181,-3.1342824
diffuse,1003197,11550,13616,2540.98,911.57,0.04,0.54,317.756,135.274,719.353,116.102,104.6,489.994,339.219,7.921,183.138,18.636,517.844,99.075,5.47,30.615,125.404,8.319,103.927,102.391,22.298,73.52,189.949,220.675,34.98,634.554,4.324,318.674,221.331,5.229,38.346,4.775,90.303,15.419,13.828,233.536,51.264,331.336,301.904,1.0,516.179,357.598,14.748,16.362017,-4.669342,8.778487,-16.198318
diffuse,1003198,4807,13559,335.21,271.42,0.06,0.5,283.644,133.126,111.714,174.739,19.5,417.409,41.712,455.51,50.674,26.935,202.188,11.264,21.114,147.099,93.989,41.253,91.818,84.499,26.355,117.92,130.084,39.705,55.367,485.985,260.308,640.527,281.421,7.343,31.084,9.807,179.605,20.568,61.934,73.244,19.849,230.104,241.723,305.194,460.182,184.543,65.156,21.390125,-77.603165,-8.180673,15.463928
diffuse,1003199,9724,13553,222.36,112.35,0.22,0.69,483.444,139.571,492.776,105.243,108.3,489.994,226.48,109.436,133.464,16.561,809.219,118.462,14.409,166.842,99.015,15.637,25.218,117.301,10.128,172.68,242.331,218.583,1.0,363.031,19.285,452.431,288.932,7.343,23.822,18.615,127.215,16.448,42.692,47.281,38.698,416.584,389.166,1.0,621.455,722.063,1.0,32.625572,-21.452106,15.497576,-3.3216362
diffuse,1003200,13193,13594,1042.16,374.73,0.09,0.58,254.405,148.165,464.454,170.396,134.2,530.107,361.141,51.758,210.735,22.785,389.5,124.164,12.174,125.381,125.404,15.637,55.491,135.194,13.171,122.36,214.27,213.353,1.0,175.185,49.205,485.87,426.639,6.286,40.421,22.389,186.75,23.658,29.864,510.095,44.981,424.576,151.452,1.0,287.709,512.299,23.913,26.507877,-9.342087,10.232456,-1.8096206
diffuse,1003201,10319,13591,427.67,113.12,0.42,0.85,561.415,137.423,585.466,87.87,49.1,537.748,771.389,26.379,116.906,15.523,455.406,109.339,14.409,93.792,99.015,15.637,31.273,117.301,11.142,141.6,212.399,218.583,1.0,402.308,10.973,410.632,286.429,7.343,26.935,14.84,110.545,17.478,41.088,54.054,63.83,461.872,488.464,1.0,545.298,711.575,14.748,31.760986,-29.308388,16.937307,-3.315768
diffuse,1003202,13008,13593,226.06,134.63,0.16,0.57,342.122,144.942,567.443,109.587,26.9,612.243,126.266,26.379,188.657,14.486,562.938,117.322,2.117,48.383,109.068,4.659,25.218,120.284,12.156,128.28,259.169,141.174,1.0,187.138,30.92,456.611,356.534,2.057,33.159,6.033,90.303,16.448,21.846,45.024,51.264,246.088,283.849,1.0,466.901,446.748,1.0,26.370762,-16.335629,12.511816,-2.6899889
diffuse,1003203,14397,13617,461.99,165.89,0.21,0.73,20.493,136.348,116.863,163.88,4.7,276.059,439.433,148.658,199.696,17.598,240.344,103.637,25.584,275.429,65.087,22.956,43.382,102.391,8.099,265.92,216.14,65.857,1.0,190.554,328.459,607.088,501.752,8.4,26.935,38.746,135.549,17.478,42.692,68.729,57.547,32.968,43.127,21.74,1.0,250.094,83.486,-18.450697,-11.08979,-3.4072134,-16.106497
diffuse,1003204,12457,13629,530.28,220.28,0.14,0.59,410.346,148.165,539.121,124.789,89.8,512.916,505.197,33.3,161.061,15.523,389.5,96.795,2.117,56.281,114.094,4.659,31.273,87.481,11.142,104.6,225.494,156.865,1.0,241.785,12.636,414.812,318.977,1.0,25.897,6.033,74.824,16.448,13.828,64.214,38.698,262.072,350.048,1.0,513.939,323.512,5.583,22.853893,-18.676155,12.620108,-3.672602
diffuse,1003205,538,13619,294.92,143.39,0.18,0.68,337.249,167.5,430.982,200.8,19.5,646.625,370.536,460.125,116.906,23.822,247.281,46.616,23.349,153.022,100.272,22.956,67.6,150.104,25.341,169.72,113.247,124.437,68.959,364.738,379.988,402.272,273.91,11.571,36.271,21.131,96.256,18.508,45.899,92.434,32.415,856.144,383.148,145.031,619.215,661.756,55.991,22.52493,-70.41386,-5.83194,15.679715
diffuse,1003206,6926,13692,2234.2,608.24,0.08,0.68,234.912,128.829,206.979,201.886,12.1,488.084,148.188,563.947,232.812,22.785,21.812,3.281,17.762,162.893,149.279,4.659,243.182,54.678,20.27,197.84,64.607,93.054,191.286,439.877,240.361,360.473,253.88,3.114,57.019,17.356,77.205,18.508,42.692,95.82,158.075,341.992,307.922,385.851,482.581,163.567,74.321,19.98326,-77.028564,-8.348115,15.99692
diffuse,1003207,10560,13655,973.8,328.31,0.11,0.66,498.063,127.755,518.523,98.728,123.1,428.87,282.85,33.3,183.138,18.636,347.875,109.339,14.409,60.229,137.97,11.978,61.545,114.319,12.156,134.2,208.657,172.556,14.592,631.138,25.933,427.351,268.902,9.457,29.009,17.356,97.447,20.568,44.295,43.895,88.962,365.968,437.31,1.0,621.455,643.402,5.583,23.138954,-34.248505,13.896346,-10.061749
diffuse,1003208,14090,13634,565.6,241.72,0.12,0.68,308.01,148.165,428.407,146.507,63.9,438.421,251.533,63.293,354.238,29.009,458.875,126.445,13.292,107.613,114.094,19.297,31.273,135.194,25.341,143.08,242.331,126.529,14.592,258.862,242.023,582.008,426.639,12.629,54.944,29.938,128.405,19.538,84.384,42.766,57.547,275.392,241.723,3.304,43.558,389.063,88.069,8.157822,-12.602089,0.9758022,-15.998182
diffuse,1003209,13553,13705,2837.11,763.1,0.06,0.62,220.293,159.981,526.247,177.997,137.9,560.669,367.404,81.751,304.564,19.673,368.688,132.147,14.409,127.356,107.811,15.637,97.873,132.212,17.227,140.12,231.107,177.786,7.796,175.185,132.316,469.151,386.579,8.4,39.383,31.196,151.029,16.448,42.692,236.922,95.245,499.168,253.759,2.152,276.509,559.496,42.243,22.196617,-5.657694,11.733972,0.3269734
diffuse,1003210,10661,13633,268.13,120.88,0.23,0.68,493.19,130.977,510.799,88.955,56.5,381.117,458.223,26.379,177.619,18.636,344.406,87.671,13.292,54.306,120.377,30.275,67.6,105.373,13.171,129.76,255.427,169.418,1.0,550.877,12.636,469.151,238.857,4.171,31.084,9.807,106.973,18.508,52.313,50.668,57.547,259.408,467.401,1.0,666.253,604.071,1.0,24.676785,-35.06022,14.764723,-8.970833
diffuse,1003211,13122,13720,3373.5,1066.69,0.04,0.52,278.771,157.832,469.603,153.022,45.4,572.13,257.796,74.829,288.006,19.673,361.75,121.884,28.936,107.613,112.838,11.978,116.036,188.872,58.81,120.88,221.753,163.141,123.327,233.246,77.463,464.971,389.083,17.914,36.271,18.615,140.312,20.568,29.864,225.634,44.981,413.92,208.623,1.0,370.585,433.638,88.069,18.69867,-2.9987984,7.601511,-16.910141
diffuse,1003212,11175,13628,215.11,102.36,0.26,0.79,351.868,125.606,528.822,99.814,137.9,434.6,223.348,10.229,45.155,13.449,392.969,95.654,2.117,6.923,85.192,4.659,25.218,90.463,9.114,91.28,182.466,206.03,1.0,718.231,2.662,381.372,203.805,2.057,23.822,3.516,62.917,15.419,13.828,31.478,51.264,182.152,265.795,1.0,462.422,472.969,1.0,15.970226,-35.61028,11.979646,-10.217584
diffuse,1003213,13961,13642,194.79,79.32,0.39,0.81,288.517,135.274,420.683,120.446,49.1,493.815,539.646,88.672,177.619,19.673,628.844,129.866,6.587,113.536,76.396,19.297,13.109,135.194,16.213,134.2,203.045,135.943,1.0,156.4,105.72,439.891,421.632,7.343,31.084,28.68,114.117,18.508,34.674,56.312,51.264,344.656,187.56,1.0,115.235,431.016,37.661,11.328688,-12.926476,1.5185443,-16.109283
diffuse,1003214,14657,13718,2029.46,651.82,0.06,0.63,117.956,151.387,134.887,196.457,4.7,214.935,120.003,204.03,437.028,25.897,146.688,102.497,19.997,506.423,81.423,22.956,116.036,75.552,7.085,382.84,193.691,38.659,28.184,277.646,419.882,644.707,464.195,13.686,32.121,110.462,145.075,22.628,66.745,101.464,246.038,70.264,22.063,287.91,1.0,32.465,298.867,-23.788609,-8.24617,-5.2980394,-16.857662
diffuse,1003215,6513,13669,638.51,235.14,0.15,0.65,171.561,132.052,140.036,192.113,82.4,379.207,163.846,460.125,111.387,20.71,63.438,4.421,19.997,145.125,80.166,1.0,285.564,126.248,12.156,112.0,68.348,56.442,367.98,482.569,188.832,393.912,251.376,3.114,27.972,13.582,97.447,18.508,45.899,81.146,189.491,267.4,238.714,302.889,742.41,187.165,170.555,19.574581,-77.66507,-8.188868,16.050873
diffuse,1003216,12691,13689,605.33,288.2,0.09,0.56,200.8,140.645,590.616,112.845,34.3,638.985,345.483,54.065,282.486,22.785,517.844,102.497,3.235,170.791,119.121,4.659,25.218,108.355,12.156,113.48,251.685,183.017,1.0,228.123,62.502,414.812,291.436,1.0,35.234,8.549,74.824,16.448,10.621,59.698,44.981,278.056,307.922,1.0,408.664,250.094,10.165,23.299828,-13.822544,10.829021,-3.4094007
diffuse,1003217,10071,13691,433.0,176.81,0.17,0.6,356.741,147.09,732.227,143.249,189.7,577.86,642.991,187.88,249.37,19.673,309.719,110.479,23.349,48.383,199.543,15.637,109.982,165.015,12.156,137.16,191.82,288.67,28.184,357.908,29.258,427.351,321.481,9.457,45.607,19.873,104.591,22.628,53.917,50.668,340.283,531.136,557.672,1.0,634.895,695.843,33.078,44.050026,-13.569936,16.552698,2.8619373
diffuse,1003218,12914,13685,296.2,127.19,0.23,0.68,327.502,147.09,531.397,122.617,52.8,614.153,311.034,100.208,310.083,20.71,635.781,148.113,49.05,103.664,97.758,11.978,73.655,179.925,86.194,113.48,253.556,183.017,164.102,214.462,163.899,423.172,379.068,43.286,33.159,16.098,89.112,17.478,12.225,60.827,38.698,368.632,220.66,1.0,424.343,344.488,289.702,25.205078,-14.954929,11.544075,-2.8111775
diffuse,1003219,2608,13715,361.79,194.08,0.12,0.62,488.317,144.942,122.013,160.623,15.8,421.229,173.241,229.409,61.713,30.047,70.375,32.932,34.523,105.638,85.192,15.637,170.527,167.997,11.142,128.28,141.309,27.152,164.102,427.923,431.517,536.029,311.466,12.629,34.196,11.065,118.88,18.508,53.917,68.729,44.981,299.368,223.669,230.298,437.783,451.992,124.729,22.970055,-75.73924,-7.618156,15.2956
diffuse,1003220,10984,13705,614.42,246.7,0.13,0.66,351.868,117.013,449.005,88.955,234.1,405.948,646.122,19.457,56.193,12.411,441.531,86.531,5.47,18.769,83.936,8.319,79.709,123.266,9.114,100.16,169.371,172.556,1.0,672.123,12.636,356.293,241.361,4.171,18.636,13.582,89.112,14.389,17.035,59.698,120.377,299.368,286.858,1.0,518.419,590.961,1.0,26.274025,-39.69345,16.275944,-10.64153
diffuse,1003221,7576,13708,377.64,141.44,0.24,0.77,264.151,133.126,320.268,161.709,67.6,581.681,570.962,455.51,210.735,20.71,143.219,20.387,13.292,190.534,137.97,4.659,73.655,147.122,26.355,205.24,135.697,147.45,21.388,328.877,335.108,469.151,286.429,2.057,33.159,19.873,97.447,19.538,21.846,74.373,51.264,523.144,389.166,211.862,684.173,391.685,14.748,19.443802,-73.1909,-6.9060383,16.335642
diffuse,1003222,12811,13781,2824.17,752.21,0.06,0.55,225.166,139.571,732.227,122.617,60.2,787.975,242.138,116.358,376.315,22.785,562.938,103.637,4.352,228.045,115.351,4.659,31.273,120.284,16.213,116.44,255.427,201.846,7.796,195.677,100.734,381.372,251.376,2.057,43.533,13.582,65.298,25.718,10.621,61.956,44.981,411.256,316.949,2.152,384.025,223.874,33.078,23.391592,-6.841138,7.9817247,-3.5217185
diffuse,1003223,11210,13834,3380.18,1051.04,0.04,0.52,395.727,134.2,670.433,95.471,71.3,491.904,217.085,7.921,122.425,15.523,431.125,89.952,3.235,12.846,121.634,4.659,25.218,78.534,13.171,80.92,203.045,208.123,1.0,544.046,1.0,314.494,211.316,2.057,29.009,2.258,52.2,15.419,10.621,38.251,32.415,272.728,347.039,1.0,587.857,360.22,5.583,15.944519,-3.1654491,8.423849,-16.477442
diffuse,1003224,1997,13715,249.72,115.95,0.23,0.75,488.317,146.016,165.784,161.709,12.1,444.151,166.978,245.559,94.829,22.785,63.438,38.634,19.997,89.844,80.166,11.978,97.873,126.248,11.142,91.28,92.669,43.889,82.551,374.985,316.824,473.331,286.429,9.457,31.084,9.807,105.782,17.478,68.348,78.888,32.415,360.64,307.922,140.422,401.944,462.48,69.739,23.666325,-76.04318,-7.5233016,15.31995
diffuse,1003225,12077,13772,1654.1,493.3,0.09,0.56,303.137,144.942,654.985,133.476,219.3,394.488,483.276,12.536,216.254,20.71,399.906,112.76,4.352,34.563,119.121,11.978,97.873,105.373,8.099,114.96,218.011,185.109,7.796,515.015,4.324,439.891,276.414,2.057,42.495,9.807,78.396,14.389,29.864,51.797,214.623,315.352,362.084,1.0,529.619,472.969,10.165,20.649445,-29.34468,12.337981,-8.603819
diffuse,1003226,6791,13726,292.57,191.12,0.1,0.62,122.829,143.868,268.773,211.659,12.1,392.577,154.451,642.39,398.392,34.196,14.875,11.264,14.409,119.458,186.977,1.0,642.782,51.696,13.171,165.28,55.253,87.824,286.429,489.4,135.641,431.531,313.97,6.286,68.43,18.615,93.875,21.598,85.987,77.759,1000.0,528.472,476.428,253.343,619.215,349.732,101.817,20.230577,-74.09735,-8.492602,17.622261
diffuse,1003227,10194,13756,700.06,202.66,0.21,0.78,512.683,138.497,608.639,162.795,474.6,426.96,426.906,28.686,116.906,20.71,604.562,112.76,16.644,52.332,124.147,15.637,176.582,150.104,10.128,126.8,206.787,194.524,7.796,383.523,117.356,431.531,286.429,8.4,27.972,29.938,108.163,21.598,49.106,34.864,214.623,611.056,476.428,1.0,708.812,703.709,14.748,45.918564,-12.868477,14.822122,4.2675505
diffuse,1003228,2134,13768,480.04,188.8,0.17,0.67,478.571,158.906,176.082,173.653,12.1,476.623,170.11,227.102,28.597,23.822,56.5,42.055,21.114,109.587,68.857,15.637,109.982,123.266,19.256,110.52,107.635,48.073,68.959,462.077,326.797,444.071,258.887,10.514,25.897,13.582,102.21,17.478,49.106,72.115,32.415,405.928,223.669,193.426,460.182,449.37,51.408,23.048716,-76.30927,-7.5366945,15.497476
diffuse,1003229,1303,13769,828.11,228.22,0.2,0.73,483.444,162.129,183.807,191.027,78.7,455.612,217.085,510.882,67.232,20.71,150.156,48.897,36.758,162.893,71.37,19.297,97.873,144.14,20.27,163.8,135.697,49.119,150.51,260.569,333.446,515.13,323.985,12.629,29.009,23.647,131.977,17.478,63.538,75.502,26.132,523.144,262.786,189.969,681.933,716.819,46.826,23.509968,-73.18964,-6.691379,15.625213
diffuse,1003230,11867,13756,433.28,156.04,0.22,0.76,254.405,158.906,590.616,111.759,71.3,407.859,583.489,7.921,138.983,14.486,254.219,91.092,3.235,6.923,115.351,8.319,43.382,102.391,9.114,98.68,219.882,165.234,14.592,479.154,14.298,402.272,251.376,1.0,27.972,3.516,67.679,15.419,13.828,68.729,32.415,267.4,383.148,1.0,623.695,383.819,5.583,15.995163,-33.242775,14.3330765,-7.487702
diffuse,1003231,12519,13786,1061.56,333.63,0.12,0.66,166.688,132.052,551.995,117.188,71.3,600.782,210.821,33.3,227.293,17.598,503.969,93.373,2.117,119.458,112.838,4.659,19.164,66.606,9.114,77.96,206.787,164.187,14.592,301.554,44.218,285.234,203.805,1.0,29.009,7.291,49.819,15.419,4.207,56.312,44.981,307.36,335.003,1.0,231.711,74.417,19.33,-3.0845194,15.492943,1.3741522,-5.993166
diffuse,1003232,14500,13795,846.59,390.1,0.07,0.62,225.166,156.758,181.232,213.83,4.7,268.419,433.169,243.252,265.928,25.897,160.563,108.199,26.701,356.375,75.14,22.956,116.036,108.355,27.37,357.68,182.466,88.87,14.592,212.754,476.398,615.448,469.203,14.743,32.121,55.102,140.312,18.508,44.295,100.336,132.943,51.616,76.226,125.443,1.0,132.102,120.147,-20.480309,-9.647491,-4.065007,-16.522127
diffuse,1003233,11743,13774,363.64,152.84,0.2,0.69,303.137,135.274,801.745,110.673,52.8,514.826,204.558,12.536,199.696,17.598,358.281,112.76,3.235,2.974,144.253,4.659,55.491,93.445,12.156,107.56,219.882,210.215,1.0,472.323,2.662,360.473,246.368,2.057,60.131,3.516,65.298,19.538,17.035,33.736,38.698,248.752,398.193,1.0,599.056,412.661,1.0,15.890308,-33.64159,11.200462,-9.773132
diffuse,1003234,11496,13788,566.46,160.43,0.28,0.71,317.756,140.645,500.5,105.243,115.7,377.296,530.251,5.614,111.387,14.486,347.875,92.233,14.409,4.949,92.732,8.319,49.436,108.355,37.512,69.08,191.82,164.187,62.163,526.969,1.0,352.113,218.827,13.686,27.972,14.84,68.87,15.419,9.018,39.38,63.83,286.048,202.605,1.0,531.859,378.575,78.904,14.688728,-33.199036,11.547158,-9.835581
diffuse,1003235,5563,13791,221.01,126.07,0.17,0.63,293.39,104.123,129.737,212.745,8.4,295.161,242.138,437.053,138.983,21.748,66.906,6.702,11.057,107.613,116.608,4.659,218.964,87.481,41.569,91.28,60.865,39.705,266.041,520.138,248.672,381.372,268.902,12.629,36.271,9.807,93.875,16.448,58.727,87.919,63.83,227.44,341.021,215.318,699.852,171.433,37.661,19.829252,-77.84419,-8.185987,16.002577
diffuse,1003236,12609,13794,201.61,76.0,0.44,0.81,161.815,132.052,752.825,166.052,56.5,992.359,342.351,144.044,425.989,22.785,649.656,93.373,4.352,370.196,99.015,1.0,25.218,87.481,12.156,106.08,247.944,214.399,1.0,171.769,170.547,247.615,141.211,1.0,40.421,18.615,42.675,18.508,1.0,60.827,63.83,483.184,368.102,4.457,332.507,82.283,220.963,34.531956,-6.8484535,-5.9913564,6.534961
diffuse,1003237,601,13813,362.5,167.01,0.16,0.71,303.137,154.61,451.58,191.027,15.8,530.107,345.483,573.176,100.348,24.86,143.219,66.003,28.936,139.202,85.192,22.956,103.927,147.122,32.441,180.08,130.084,95.147,75.755,422.8,278.592,398.092,238.857,12.629,39.383,23.647,116.498,19.538,63.538,110.495,95.245,754.912,347.039,211.862,670.733,748.283,33.078,22.604897,-71.51513,-6.3000107,15.827824
diffuse,1003238,13073,13809,448.77,152.27,0.24,0.78,225.166,142.794,624.088,128.047,34.3,686.738,367.404,102.515,227.293,19.673,576.812,111.62,5.47,127.356,92.732,11.978,31.273,129.23,14.185,132.72,274.135,187.201,1.0,163.231,119.018,477.51,334.0,3.114,27.972,14.84,103.4,16.448,25.053,63.085,44.981,365.968,310.931,1.0,460.182,535.898,10.165,31.63787,-13.673401,19.06715,-0.2778714
diffuse,1003239,3246,13839,529.29,247.97,0.11,0.52,424.966,156.758,209.554,179.083,41.7,516.736,110.608,450.896,177.619,25.897,87.719,40.914,33.406,168.816,121.634,15.637,73.655,126.248,22.298,178.6,107.635,67.949,21.388,409.138,444.815,577.828,301.451,10.514,36.271,22.389,109.354,18.508,58.727,91.305,38.698,376.624,283.849,246.429,563.217,449.37,42.243,21.960663,-75.31111,-7.4066916,15.782784
diffuse,1003240,9699,13815,223.57,77.91,0.46,0.82,634.512,153.535,644.686,107.415,56.5,568.31,395.589,74.829,122.425,18.636,413.781,119.603,17.762,109.587,112.838,15.637,43.382,141.158,13.171,141.6,276.006,210.215,1.0,241.785,69.151,414.812,288.932,11.571,31.084,18.615,121.261,20.568,44.295,47.281,82.679,445.888,434.301,1.0,677.453,745.661,5.583,38.69425,-21.399311,16.074553,-0.62455845
diffuse,1003241,2205,13822,238.21,162.53,0.11,0.56,551.668,148.165,122.013,184.512,12.1,449.881,123.135,289.395,116.906,21.748,11.406,39.774,27.819,135.253,81.423,11.978,128.145,84.499,20.27,140.12,58.994,44.935,123.327,409.138,142.29,431.531,246.368,11.571,26.935,18.615,104.591,18.508,49.106,72.115,107.811,485.848,316.949,188.817,294.428,483.457,46.826,23.504887,-76.244514,-7.6815863,15.156789
diffuse,1003242,10595,13833,803.95,346.73,0.08,0.61,468.824,128.829,503.075,86.784,82.4,434.6,317.298,47.143,83.79,16.561,427.656,97.935,13.292,30.615,104.042,15.637,55.491,135.194,16.213,119.4,201.174,193.477,1.0,569.662,15.96,448.251,323.985,7.343,26.935,13.582,114.117,18.508,41.088,50.668,95.245,371.296,380.139,1.0,610.256,693.22,1.0,24.87873,-33.1162,14.125454,-9.211953
