class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,CD40,SMA,MAP2,CD8,CD31,Synaptophysin,AQP4,CD34,PCNA,IBA1,S100B,CD163,Claudin5,GFAP,PSD-95,Trem2,NeuN,HLA-DR,CD14,CD11b,CD3e,P2Rx7_Park7,DAPI_1,CD11c,CD4,GalMac3,ApoE,CD45,HLA-A,CD68,Vimentin,A-Beta,H2A.x,TMEM119,CD74,P2Ry12,CollagenIV,CD44,Neurofilament,ATG7,iNOS,UMAP_1,UMAP_2,TSNE_1,TSNE_2
diffuse,1000196,3532,2655,330.66,167.77,0.15,0.56,52.495,118.529,367.722,320.727,197.373,106.629,1.0,105.471,326.808,164.77,345.336,78.7,52.524,116.491,200.8,6.429,100.191,56.614,267.038,281.262,34.036,190.299,17.324,214.351,246.947,95.089,449.531,505.104,15.271,26.267,1.0,332.275,261.933,450.388,94.154,10.068,96.143,6.519,341.744,362.684,8.153,-20.234718,44.527763,-2.7779083,-0.752057
diffuse,1000197,3942,2663,232.81,109.48,0.24,0.65,34.186,89.147,405.658,360.546,186.83,129.903,58.344,79.353,361.33,82.885,447.362,12.1,61.112,93.393,178.6,6.429,142.702,68.973,245.321,249.62,44.607,270.44,33.647,264.805,224.127,119.994,510.694,505.104,8.136,22.379,16.732,459.091,306.664,395.427,62.032,14.602,123.327,14.798,454.035,424.533,8.153,-14.354927,39.233753,-2.4989076,-0.2649653
diffuse,1000198,3781,2897,10218.22,1331.38,0.07,0.73,47.918,118.529,427.788,344.15,200.009,205.097,112.671,138.118,369.961,192.066,409.102,23.2,75.424,122.266,193.4,28.147,227.723,52.495,245.321,312.905,45.929,242.805,53.235,329.675,297.657,125.529,486.229,544.235,18.839,49.589,32.465,420.269,351.396,424.524,78.093,14.602,143.714,6.519,368.849,427.222,12.921,23.258171,1.0686531,-0.58960974,7.728482
diffuse,1000199,3082,2777,1346.53,384.76,0.11,0.6,70.804,89.147,415.142,335.952,173.65,158.548,67.399,125.059,324.65,153.852,349.587,23.2,46.799,116.491,215.6,20.003,163.957,52.495,267.038,294.824,40.643,227.606,43.441,267.688,262.16,114.46,522.927,479.783,22.407,47.646,32.465,412.505,314.119,385.728,123.064,17.625,164.102,14.798,403.698,421.844,21.266,-1.4477024,21.528908,-2.0884194,0.297674
diffuse,1000200,3615,2739,1280.01,636.42,0.04,0.49,46.773,118.529,456.241,324.24,194.737,140.645,34.199,112.0,331.123,93.803,358.089,23.2,63.974,104.942,197.1,17.288,142.702,42.196,218.174,249.62,39.321,224.842,17.324,264.805,208.914,125.529,429.143,486.689,15.271,18.492,24.598,332.275,276.843,395.427,71.669,11.579,116.531,9.279,415.314,400.331,11.729,9.931885,14.997776,-1.5305289,5.0764585
diffuse,1000201,1781,2770,1007.55,310.49,0.13,0.65,47.918,89.147,329.785,319.556,140.702,122.742,423.538,92.412,359.173,175.689,498.374,12.1,23.9,208.884,213.75,11.859,213.553,42.196,272.467,195.376,35.357,230.369,23.853,282.104,300.193,175.341,726.804,470.576,22.407,20.436,71.795,614.376,306.664,424.524,58.82,7.045,164.102,23.077,159.756,440.668,14.113,-30.733147,-5.717416,2.6126206,1.3237141
diffuse,1000202,2061,2779,612.86,225.43,0.15,0.72,36.474,89.147,389.851,297.304,139.384,119.161,203.215,105.471,328.965,71.967,294.323,12.1,18.175,116.491,204.5,14.573,206.468,21.598,185.598,150.172,34.036,220.697,20.588,280.662,254.553,131.064,702.339,445.256,11.704,16.549,71.795,676.49,269.388,356.631,49.183,4.023,102.939,6.519,179.116,407.054,10.537,-28.394917,-3.2282963,0.8929478,1.7205485
diffuse,1000203,4786,2768,463.91,197.87,0.15,0.72,53.639,89.147,295.009,287.934,198.691,126.323,73.435,118.529,326.808,230.279,319.83,12.1,46.799,151.139,178.6,11.859,50.596,52.495,277.897,281.262,41.964,220.697,17.324,205.701,211.449,142.133,592.245,438.35,86.629,39.872,189.787,523.793,284.299,453.621,90.942,13.091,150.51,61.713,546.965,374.785,22.458,-9.518139,40.800053,-3.4707568,0.5373194
diffuse,1000204,1947,2774,304.08,120.93,0.26,0.76,94.835,59.765,291.848,311.358,173.65,219.419,381.284,366.647,378.592,93.803,345.336,12.1,207.097,133.815,211.9,17.288,128.532,21.598,272.467,172.774,39.321,217.934,14.059,201.377,249.482,261.127,649.331,406.124,257.886,418.87,410.039,554.85,299.209,405.126,90.942,11.579,476.714,6.519,140.395,393.608,15.305,-40.245613,-0.9524517,3.3060458,-1.0613619
diffuse,1000205,3412,2903,2181.75,779.92,0.05,0.54,54.784,118.529,465.725,320.727,198.691,108.419,37.218,98.941,318.177,121.098,434.609,23.2,58.249,208.884,208.2,20.003,93.106,44.256,234.462,258.661,36.679,226.224,14.059,297.961,219.056,114.46,429.143,491.293,15.271,22.379,24.598,306.394,314.119,363.097,78.093,11.579,116.531,12.039,419.186,415.121,16.498,11.657129,12.179066,-1.1750534,6.208282
diffuse,1000206,4013,2873,1201.91,425.96,0.08,0.64,47.918,147.912,528.953,333.61,209.235,151.387,73.435,85.882,376.434,132.016,366.591,12.1,78.287,70.295,211.9,17.288,156.872,52.495,250.75,267.701,45.929,255.241,46.706,321.026,249.482,136.598,461.763,587.97,15.271,34.041,63.929,435.798,321.575,414.825,78.093,32.738,136.918,6.519,349.488,415.121,33.187,-2.9941654,18.646149,-1.2346215,0.740481
diffuse,1000207,3540,2832,231.53,110.31,0.24,0.67,66.227,118.529,525.791,293.79,202.645,122.742,37.218,105.471,328.965,246.656,387.847,23.2,55.387,151.139,193.4,11.859,114.362,42.196,256.179,317.425,34.036,235.896,14.059,264.805,213.985,111.693,367.98,523.518,18.839,24.323,40.331,264.984,284.299,447.155,87.73,8.557,109.735,6.519,574.07,403.02,11.729,-19.47346,45.66118,-2.3308082,-1.3991139
