class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,PSD-95,NeuN,CD68,CD11c,E5,E9,CD8,H2A.x,CD3e,ATG7,CD163,ApoE,E7,Olig2,HLA-A,SMA,TMEM119,Vimentin,CD11b,Synaptophysin,a-Beta,Neurofilament,CD4,CD40,CD45,CD34,PCNA,Claudin-5,E2,E10,DAPI_1,CD31,HLA-DR,Gal3,AQP4,GFAP,E6,CD74,IBA1,CD14,P2Rx7,MAP2,CD44,E3,CollagenIV,S100B,E4,E1,E8,UMAP_1,UMAP_2,TSNE_1,TSNE_2
diffuse,1000913,16551,16186,3646.82,800.44,0.07,0.59,86.092,20.821,52.137,131.821,90.031,105.98,109.93,50.95,149.576,84.25,38.937,206.835,33.313,14.811,55.59,4.964,205.277,109.079,115.364,504.284,293.962,100.377,132.921,367.82,137.421,31.621,173.855,18.111,59.35,30.569,38.841,167.5,22.433,86.767,322.9,257.541,84.521,14.232,83.222,243.894,68.876,101.356,8.714,77.478,12.461,554.741,138.315,21.454,18.36,9.064072,47.054947,0.23110183,7.1834407
diffuse,1000914,14684,16060,248.3,130.38,0.18,0.69,62.885,4.964,46.658,112.36,57.656,1.0,82.697,13.487,138.256,122.255,26.291,99.068,5.039,1.0,61.049,6.286,202.479,24.368,88.455,318.864,285.173,278.209,66.96,272.213,114.684,1.0,92.511,24.692,19.109,44.297,46.409,176.623,5.763,139.918,294.04,197.178,81.267,24.156,91.444,279.153,84.54,265.575,55.0,70.309,4.82,681.032,85.405,26.836,10.469,29.53997,53.866077,2.5866225,8.060617
diffuse,1000915,11970,16079,271.61,95.93,0.37,0.8,156.817,4.964,52.137,140.471,46.094,1.0,190.194,25.975,119.861,198.266,26.291,775.845,7.732,10.207,51.951,6.286,96.143,65.263,112.0,385.085,118.185,225.906,266.041,496.598,197.105,8.655,176.397,31.273,439.634,39.017,76.682,173.202,6.954,120.59,713.62,257.541,235.293,44.003,62.667,428.024,295.131,270.137,12.571,89.428,12.461,719.891,37.533,19.301,60.972,40.415886,5.5210037,3.7163506,4.680312
diffuse,1000916,22240,16158,3189.52,774.79,0.07,0.71,80.566,8.929,53.963,16.136,7.938,99.207,112.796,25.975,121.276,20.908,26.291,13.932,58.894,70.055,26.475,3.643,199.681,53.579,48.091,258.318,569.346,16.691,110.134,607.814,9.526,1.0,26.42,4.949,34.199,80.202,42.625,68.284,4.572,75.895,447.22,145.87,32.456,22.502,79.111,228.224,2.74,192.589,11.286,9.365,2.91,205.01,33.754,23.607,43.611,26.693604,39.614727,-0.18852891,6.935898
diffuse,1000917,12167,16143,2254.66,476.95,0.12,0.76,173.394,12.893,88.664,159.932,61.125,4.386,171.561,13.487,149.576,111.397,32.614,536.602,21.195,19.415,53.77,7.607,185.689,18.526,155.727,472.119,182.636,382.817,171.298,533.67,217.0,8.655,171.313,28.64,331.988,41.129,69.114,194.87,43.865,125.422,287.38,221.323,228.785,63.851,132.556,334.0,302.092,247.329,11.286,106.158,18.191,569.313,45.092,36.525,70.441,36.383972,11.934631,1.7814041,6.2414656
diffuse,1000918,15448,16272,4135.81,1111.46,0.04,0.52,86.092,80.286,52.137,149.12,49.563,17.932,91.297,50.95,128.351,120.446,51.582,159.417,21.195,33.226,68.328,8.929,236.059,53.579,125.455,566.722,235.37,189.293,130.522,381.479,140.263,39.276,206.901,31.273,32.187,27.401,61.545,189.168,33.149,116.966,274.06,242.45,96.453,25.81,103.778,259.565,72.357,156.096,53.714,75.089,23.922,556.36,58.95,10.689,32.564,5.5858994,44.040894,-1.7432492,6.4221826
diffuse,1000919,19972,16194,2459.68,784.28,0.05,0.54,343.577,96.143,50.311,110.198,3.312,183.868,125.696,13.487,78.826,339.429,19.968,7.466,7.732,10.207,35.574,6.286,476.714,56.5,51.455,667.0,472.669,42.843,75.355,237.092,97.632,16.31,222.153,12.846,15.085,92.874,61.545,196.01,22.433,110.926,493.84,121.725,10.762,32.425,149.0,204.718,465.692,470.849,7.429,29.679,12.461,425.211,52.651,3.153,8.891,-4.4865603,21.485847,-3.3212564,3.5395472
diffuse,1000920,23154,16117,215.18,81.55,0.41,0.8,8.736,1.0,74.053,2.081,1.0,89.047,65.498,25.975,111.371,1.0,32.614,4.233,95.245,1.0,39.213,3.643,68.16,138.289,27.909,16.136,499.035,1.0,166.501,553.182,8.105,1.0,8.626,4.949,7.036,67.53,46.409,59.161,20.051,57.775,507.16,257.541,5.339,9.27,112.0,753.188,1.0,42.055,98.714,12.95,2.91,695.605,31.235,3.153,15.204,55.217354,40.183674,7.341406,6.3814616
diffuse,1000921,12960,16127,564.47,190.0,0.2,0.78,93.827,8.929,46.658,100.468,58.813,28.092,157.228,1.0,142.501,51.674,26.291,190.67,11.771,10.207,41.033,4.964,73.756,18.526,85.091,379.409,463.88,204.984,93.345,523.914,117.526,4.828,59.466,19.427,182.088,35.849,31.273,125.305,10.526,125.422,249.64,185.106,147.433,55.581,29.778,255.647,169.821,101.356,42.143,79.868,2.91,674.556,133.276,32.219,30.986,30.635391,52.100407,2.7907884,7.7512393
diffuse,1000922,16201,16204,2034.36,609.52,0.07,0.62,94.933,40.643,48.484,123.172,61.125,1.0,118.529,25.975,118.446,51.674,32.614,99.068,7.732,1.0,57.41,6.286,182.891,33.132,140.591,481.58,314.469,131.759,88.547,436.111,89.105,20.138,95.053,23.375,29.169,20.008,53.977,181.185,9.335,109.718,382.84,194.16,117.062,19.194,66.778,271.318,98.463,142.411,3.571,103.768,2.91,541.788,85.405,31.142,5.735,12.844343,49.82571,1.4210318,7.735391
diffuse,1000923,16058,16145,645.12,207.17,0.19,0.71,82.777,96.143,41.179,130.74,63.438,1.0,109.93,13.487,105.711,75.201,38.937,58.117,7.732,1.0,46.492,6.286,160.504,18.526,91.818,491.04,197.284,199.754,63.363,342.455,73.474,46.931,102.679,26.008,23.133,14.728,65.33,189.168,4.572,113.342,191.92,106.634,110.554,19.194,38.0,142.035,117.608,124.164,2.286,101.378,2.91,551.502,84.145,26.836,4.156,27.079107,53.326443,2.116859,8.603821
diffuse,1000924,21111,16146,914.24,408.98,0.07,0.57,265.116,151.643,53.963,83.169,2.156,31.478,99.897,13.487,128.351,109.587,26.291,4.233,7.732,10.207,51.951,4.964,342.395,79.868,43.045,456.983,317.399,42.843,69.359,342.455,43.632,127.31,150.977,27.324,15.085,51.689,65.33,168.64,20.051,101.262,336.22,133.798,16.186,10.924,58.556,149.871,136.753,425.233,3.571,15.34,64.034,158.055,3.52,4.23,8.891,16.666348,35.88249,-0.24941179,9.184591
diffuse,1000925,11393,16151,254.7,138.86,0.17,0.58,198.811,36.679,68.574,208.584,53.031,7.773,180.161,25.975,138.256,301.424,19.968,576.476,14.464,10.207,39.213,6.286,415.151,21.447,159.091,598.886,229.51,178.832,250.45,361.967,315.053,23.966,285.702,27.324,275.65,58.025,35.057,208.555,30.768,154.414,564.88,266.595,220.107,52.273,218.889,486.788,371.709,507.342,4.857,97.793,8.641,669.699,41.313,25.76,79.91,40.05677,3.886032,1.9619433,-6.0443563
diffuse,1000926,14945,16158,326.33,188.71,0.12,0.54,63.99,4.964,46.658,124.253,79.625,4.386,68.364,50.95,143.916,93.299,45.259,26.864,5.039,42.433,51.951,6.286,163.303,97.395,122.091,498.608,138.692,351.435,78.953,266.359,106.158,20.138,148.435,28.64,12.066,39.017,106.955,208.555,23.623,114.55,131.98,197.178,79.098,19.194,50.333,232.141,93.242,142.411,13.857,87.038,4.82,546.645,71.547,30.066,7.313,26.877314,54.30879,2.2968047,8.230058
diffuse,1000927,23022,16175,271.04,122.66,0.23,0.69,8.736,1.0,39.353,1.0,9.094,105.98,82.697,13.487,126.936,2.81,26.291,2.078,57.547,1.0,44.672,3.643,9.395,135.368,26.227,12.352,452.161,21.921,122.127,486.842,3.842,4.828,6.084,7.581,19.109,81.258,69.114,56.88,2.191,56.567,433.9,218.305,21.609,5.962,46.222,651.329,1.0,46.616,53.714,9.365,10.551,580.647,31.235,36.525,43.611,54.530575,39.57454,6.9194093,6.6008377
diffuse,1000928,15136,16195,739.5,258.58,0.14,0.64,80.566,16.857,46.658,97.224,54.188,1.0,91.297,1.0,121.276,33.576,32.614,13.932,7.732,1.0,42.852,7.607,154.908,3.921,115.364,596.994,121.114,199.754,70.558,332.699,87.684,4.828,64.55,26.008,16.091,13.672,27.489,183.466,8.144,116.966,107.56,70.417,113.808,15.886,29.778,122.447,53.213,60.301,2.286,100.183,2.91,454.355,76.586,14.995,5.735,26.12394,52.960052,2.3321745,8.716684
diffuse,1000929,16970,16215,1160.7,211.66,0.33,0.86,84.987,4.964,41.179,122.091,87.719,99.207,117.096,75.925,153.822,35.386,38.937,131.398,31.966,1.0,44.672,4.964,182.891,56.5,96.864,523.205,428.724,84.686,94.544,387.332,93.368,31.621,97.595,14.162,59.35,31.625,35.057,145.832,15.288,90.391,265.18,197.178,75.844,14.232,107.889,204.718,39.289,137.849,6.143,77.478,2.91,517.501,135.796,35.448,21.517,26.352512,51.119877,2.1550775,8.883973
diffuse,1000930,14715,16195,254.91,96.59,0.34,0.8,59.57,12.893,52.137,109.117,73.844,4.386,105.63,1.0,142.501,58.913,32.614,90.447,7.732,1.0,64.689,6.286,129.723,27.289,86.773,404.006,443.372,184.063,57.366,332.699,94.789,4.828,67.092,22.059,39.23,48.521,42.625,170.921,8.144,127.838,358.42,136.816,94.283,50.619,75.0,243.894,53.213,288.384,19.0,79.868,25.832,681.032,75.327,52.672,18.36,29.268295,52.31175,2.5508568,8.4460125
diffuse,1000931,11209,16212,777.37,208.88,0.22,0.81,89.407,147.679,48.484,109.117,44.937,1.0,117.096,38.462,104.296,122.255,19.968,202.524,9.078,19.415,21.016,6.286,110.134,15.605,68.273,547.801,317.399,450.812,89.747,268.311,138.842,16.31,222.153,22.059,69.411,72.81,50.193,198.291,6.954,87.975,180.82,212.269,133.332,19.194,38.0,169.459,230.735,667.0,25.429,102.573,4.82,598.457,42.573,21.454,57.815,22.303024,41.6131,0.35664842,10.776402
diffuse,1000932,17529,16283,3472.78,463.62,0.2,0.82,145.767,36.679,55.79,121.01,92.344,116.139,121.396,25.975,131.181,86.06,32.614,166.961,40.044,83.866,42.852,6.286,236.059,56.5,127.136,483.472,537.12,189.293,113.732,400.99,109.0,4.828,176.397,18.111,64.381,41.129,91.818,175.483,20.051,78.311,218.56,209.251,86.691,22.502,66.778,173.376,94.983,215.397,3.571,72.699,4.82,496.452,130.757,35.448,34.142,21.952856,47.850945,1.1602777,8.346208
diffuse,1000933,21446,16342,7640.0,1248.25,0.06,0.74,228.648,171.464,48.484,57.221,49.563,65.342,117.096,13.487,135.426,91.489,32.614,5.311,79.089,10.207,41.033,4.964,325.605,33.132,78.364,479.688,437.513,21.921,92.145,482.939,40.789,4.828,110.305,8.897,22.127,73.866,57.761,134.428,16.479,55.359,258.52,233.396,92.114,9.27,79.111,165.541,96.723,461.726,8.714,78.673,2.91,243.869,98.003,6.383,131.991,2.541895,37.342438,-2.8275306,6.381977
diffuse,1000934,16806,16257,798.2,322.11,0.1,0.55,92.722,20.821,46.658,136.146,87.719,102.593,101.33,1.0,149.576,71.582,32.614,133.553,27.927,1.0,42.852,4.964,241.655,36.053,98.545,521.312,167.988,246.827,110.134,348.309,140.263,27.793,178.939,18.111,33.193,33.737,46.409,181.185,14.098,84.351,187.48,323.94,66.081,14.232,87.333,251.729,60.174,174.342,7.429,73.894,25.832,637.316,139.575,12.842,15.204,25.242546,53.396744,1.746446,8.272204
diffuse,1000935,14591,16224,351.63,121.28,0.3,0.77,35.258,1.0,41.179,47.49,72.688,4.386,107.063,13.487,166.557,26.337,32.614,129.243,7.732,5.604,61.049,7.607,42.975,9.763,75.0,188.312,217.792,215.445,66.96,412.697,33.684,27.793,28.962,33.905,64.381,24.233,57.761,138.99,3.381,130.254,34.3,100.598,117.062,25.81,9.222,200.8,44.51,23.808,34.429,82.258,4.82,659.984,87.924,58.055,19.938,30.123556,53.10453,3.1943085,7.506983
diffuse,1000936,12678,16262,1133.34,345.67,0.12,0.67,126.98,104.071,114.232,185.88,51.875,34.864,164.395,25.975,153.822,96.918,32.614,496.728,11.771,5.604,48.311,6.286,135.319,24.368,179.273,424.818,291.032,210.215,182.091,406.844,170.105,20.138,194.191,22.059,309.855,39.017,53.977,186.887,53.391,124.214,234.1,188.124,172.381,63.851,58.556,294.824,187.225,178.904,8.714,93.013,2.91,587.123,148.393,27.913,34.142,35.75643,15.195019,2.1575708,7.108584
diffuse,1000937,20841,16309,2695.33,581.24,0.1,0.65,324.791,195.25,52.137,88.575,24.125,45.024,91.297,25.975,124.106,268.848,26.291,5.311,40.044,24.018,37.393,4.964,359.185,56.5,58.182,589.426,504.894,21.921,92.145,342.455,80.579,43.103,204.359,14.162,9.048,67.53,61.545,156.096,17.67,73.479,396.16,191.142,41.134,7.616,75.0,153.788,211.591,429.795,3.571,46.409,20.101,362.065,48.871,4.23,72.019,11.677841,34.16857,-0.87592614,8.251941
diffuse,1000938,21110,16317,1858.27,485.98,0.1,0.66,283.903,96.143,44.832,56.14,26.437,51.797,119.963,13.487,119.861,113.207,26.291,5.311,48.123,10.207,35.574,4.964,306.017,27.289,56.5,551.585,586.924,27.152,80.152,441.965,40.789,1.0,112.847,10.213,33.193,60.137,35.057,138.99,12.907,77.103,325.12,112.671,66.081,14.232,46.222,149.871,148.936,388.74,6.143,57.164,2.91,112.72,57.69,10.689,73.597,15.093088,35.349785,-0.7727318,8.684468
diffuse,1000939,16664,16253,302.38,118.3,0.27,0.74,89.407,16.857,41.179,78.844,98.125,136.458,114.23,1.0,132.596,44.435,32.614,119.544,41.391,1.0,41.033,4.964,146.513,71.105,86.773,496.716,226.581,84.686,89.747,400.99,89.105,16.31,89.969,16.794,67.399,43.241,38.841,152.675,10.526,87.975,278.5,242.45,102.961,10.924,33.889,153.788,58.434,96.795,13.857,72.699,4.82,454.355,134.536,35.448,16.782,28.227459,51.32018,2.5343175,8.913501
diffuse,1000940,13464,16301,1046.42,411.71,0.08,0.64,41.888,1.0,44.832,42.084,77.312,55.183,148.628,1.0,170.802,84.25,32.614,183.126,19.849,10.207,73.787,6.286,28.983,76.947,95.182,86.142,176.777,367.126,100.54,572.693,47.895,73.724,62.008,58.913,178.063,35.849,50.193,113.901,10.526,147.166,307.36,209.251,137.671,45.657,83.222,302.659,81.059,5.562,53.714,93.013,69.765,740.94,139.575,51.596,57.815,49.030495,31.716866,5.254459,5.121004
diffuse,1000941,21210,16260,191.8,102.36,0.23,0.67,216.492,143.714,44.832,47.49,4.469,55.183,117.096,1.0,121.276,55.293,26.291,3.155,17.156,5.604,15.557,4.964,255.647,38.974,41.364,409.682,179.707,11.461,72.957,414.648,18.053,16.31,74.718,10.213,33.193,52.745,38.841,119.603,14.098,98.846,305.14,176.051,27.033,10.924,38.0,126.365,41.03,320.315,8.714,30.874,2.91,133.768,11.078,10.689,23.095,24.717842,41.60342,2.9800563,9.980643
diffuse,1000942,11668,16287,492.12,220.14,0.13,0.68,104.878,60.464,86.837,190.205,64.594,4.386,151.495,13.487,162.312,279.707,38.937,428.835,13.117,10.207,24.656,7.607,294.824,3.921,159.091,326.432,80.1,382.817,210.874,320.992,258.211,66.069,206.901,27.324,267.601,39.017,50.193,191.449,47.437,132.67,265.18,139.834,202.752,73.775,223.0,373.176,256.841,174.342,1.0,101.378,4.82,590.361,42.573,30.066,86.223,37.238632,9.886215,2.2859387,5.9368496
diffuse,1000943,19878,16535,12274.26,3140.68,0.02,0.42,343.577,135.786,48.484,84.25,71.531,366.736,145.762,25.975,156.652,286.946,32.614,3.155,71.011,10.207,41.033,6.286,406.756,18.526,96.864,761.602,428.724,42.843,113.732,549.279,107.579,12.483,247.573,11.53,17.097,174.188,35.057,184.606,23.623,80.727,393.94,130.779,161.534,19.194,79.111,185.129,376.93,493.658,3.571,133.642,4.82,323.206,144.614,7.459,304.014,-17.293556,32.983223,-4.5487585,6.086841
diffuse,1000944,15106,16293,274.31,149.29,0.15,0.65,50.729,16.857,50.311,152.364,48.406,4.386,71.231,38.462,166.557,111.397,89.519,15.01,3.693,5.604,102.902,89.536,292.025,249.289,140.591,591.318,68.381,79.455,101.739,330.748,106.158,119.655,293.328,90.502,10.054,16.84,118.307,231.363,9.335,170.117,116.44,163.979,105.13,12.578,79.111,212.553,60.174,64.863,2.286,106.158,121.338,642.173,82.885,10.689,7.313,24.966148,54.35756,1.9467394,8.130322
diffuse,1000945,21956,16398,3925.32,721.41,0.09,0.71,142.451,40.643,44.832,24.786,47.25,48.41,119.963,13.487,148.161,28.147,32.614,10.699,81.782,5.604,48.311,6.286,196.882,68.184,88.455,360.489,666.023,48.073,111.334,582.449,26.579,16.31,31.504,16.794,64.381,52.745,23.705,108.199,10.526,61.399,376.18,260.559,118.147,15.886,79.111,189.047,23.625,270.137,13.857,89.428,10.551,234.154,142.095,42.984,120.943,25.476086,39.160625,-0.27783084,7.360741
diffuse,1000946,20504,16407,5553.97,1290.17,0.04,0.6,324.791,112.0,46.658,84.25,71.531,112.753,135.729,13.487,146.746,241.701,32.614,12.854,101.977,10.207,57.41,4.964,398.361,50.658,93.5,653.756,607.431,32.382,107.736,535.621,82.0,27.793,184.023,16.794,38.224,90.762,31.273,166.36,15.288,106.094,271.84,317.903,131.163,17.54,99.667,181.212,368.228,406.986,8.714,104.963,23.922,444.64,142.095,8.536,190.384,-5.119377,30.032932,-3.7029476,4.9315705
diffuse,1000947,15678,16289,359.02,140.55,0.23,0.77,128.085,12.893,130.669,190.205,46.094,1.0,84.131,363.137,153.822,201.886,38.937,60.272,5.039,1.0,97.443,4.964,510.294,217.158,159.091,566.722,261.736,210.215,106.537,322.943,263.895,77.552,435.679,47.067,8.042,20.008,178.852,199.432,36.721,123.006,100.9,369.211,91.029,39.041,255.889,298.741,115.868,265.575,84.571,94.208,64.034,428.449,67.768,7.459,2.578,22.798632,54.79797,0.6854551,10.663378
diffuse,1000948,16951,16315,394.34,120.13,0.34,0.82,78.356,56.5,43.005,96.143,98.125,95.82,114.23,1.0,136.841,35.386,32.614,127.087,36.005,1.0,44.672,6.286,163.303,9.763,90.136,508.068,525.402,178.832,90.946,379.527,89.105,1.0,105.221,19.427,58.344,29.513,35.057,161.798,11.716,71.063,69.82,185.106,83.436,14.232,50.333,138.118,30.587,137.849,2.286,83.453,2.91,438.164,128.237,51.596,18.36,26.575363,50.084515,2.399556,9.4015255
diffuse,1000949,14840,16311,407.55,130.42,0.3,0.78,48.519,191.286,75.879,127.497,58.813,1.0,88.43,50.95,160.897,145.783,32.614,45.184,5.039,1.0,44.672,6.286,180.092,21.447,90.136,513.744,232.44,435.12,76.555,240.994,120.368,4.828,199.275,31.273,15.085,25.289,103.17,193.729,4.572,131.462,227.44,100.598,76.928,14.232,46.222,236.059,171.561,28.37,2.286,88.233,6.73,551.502,85.405,36.525,12.047,27.546844,54.72857,2.3768175,7.9314833
diffuse,1000950,16464,16342,672.41,224.93,0.17,0.69,142.451,68.393,46.658,99.386,70.375,72.115,108.496,13.487,119.861,77.011,26.291,89.369,41.391,1.0,28.295,4.964,199.681,12.684,83.409,636.727,194.355,42.843,100.54,457.574,94.789,4.828,138.267,20.743,11.06,41.129,46.409,183.466,10.526,103.678,456.1,97.58,81.267,10.924,21.556,286.988,103.685,115.041,2.286,54.774,2.91,557.979,84.145,8.536,67.284,22.490143,51.99653,1.9117244,8.623774
diffuse,1000951,18356,16324,252.28,90.47,0.39,0.8,226.438,28.75,21.09,56.14,16.031,31.478,64.065,13.487,192.027,51.674,13.646,18.243,2.346,120.696,53.77,6.286,213.672,82.789,95.182,483.472,317.399,42.843,75.355,75.145,93.368,1.0,153.519,11.53,25.145,74.922,65.33,216.538,20.051,13.08,116.44,369.211,97.537,5.962,13.333,8.835,1.0,210.836,3.571,70.309,2.91,255.203,89.184,1.0,5.735,25.540552,47.141056,2.305296,10.631818
diffuse,1000952,21676,16332,536.11,208.73,0.15,0.68,198.811,52.536,41.179,42.084,28.75,48.41,109.93,1.0,121.276,22.717,26.291,3.155,52.162,5.604,33.754,4.964,224.866,53.579,63.227,419.142,261.736,32.382,77.754,438.062,16.632,31.621,41.672,8.897,21.121,55.913,57.761,121.884,17.67,75.895,285.16,127.761,63.912,20.848,70.889,165.541,27.106,311.192,8.714,53.579,2.91,146.721,42.573,11.765,72.019,26.727444,42.179497,3.0417173,9.692777
diffuse,1000953,16367,16391,1454.55,430.99,0.1,0.63,133.611,12.893,43.005,146.958,61.125,82.275,89.864,38.462,121.276,181.978,32.614,64.583,58.894,10.207,33.754,6.286,258.445,53.579,96.864,602.67,273.455,131.759,117.33,494.646,96.211,27.793,128.099,26.008,16.091,58.025,53.977,193.729,6.954,106.094,356.2,166.997,89.945,15.886,66.778,279.153,58.434,192.589,1.0,42.824,2.91,486.737,26.195,12.842,116.209,15.857044,50.415413,1.5351808,8.798757
diffuse,1000954,14925,16350,374.94,124.12,0.31,0.79,46.309,8.929,44.832,119.929,50.719,116.139,114.23,13.487,132.596,147.592,32.614,51.65,26.581,1.0,77.426,6.286,104.538,47.737,86.773,481.58,296.891,168.372,106.537,434.16,72.053,1.0,130.641,24.692,15.085,80.202,31.273,166.36,18.861,139.918,247.42,254.523,82.352,15.886,38.0,212.553,107.166,64.863,3.571,57.164,4.82,546.645,65.248,20.377,94.114,27.467548,51.78056,2.285004,8.622815
diffuse,1000955,15977,16540,17740.33,2824.6,0.03,0.6,191.075,52.536,66.748,141.552,49.563,95.82,92.73,50.95,131.181,200.076,38.937,23.631,72.357,14.811,37.393,6.286,331.202,71.105,112.0,742.682,223.651,116.068,130.522,521.963,124.632,31.621,191.649,27.324,15.085,77.034,50.193,199.432,9.335,106.094,305.14,188.124,81.267,22.502,103.778,255.647,53.213,279.26,4.857,21.315,22.011,582.266,6.039,4.23,141.46,-16.071785,33.098454,-4.3601813,6.1154222
diffuse,1000956,18248,16356,326.47,102.09,0.39,0.8,248.54,12.893,26.569,83.169,62.281,45.024,69.798,1.0,167.972,147.592,19.968,22.553,52.162,1.0,28.295,4.964,219.269,33.132,106.955,702.949,422.865,37.613,92.145,256.604,116.105,4.828,89.969,15.478,19.109,58.025,16.136,214.257,17.67,25.16,154.18,447.683,118.147,4.308,25.667,51.929,16.664,397.863,4.857,108.548,2.91,349.112,74.067,11.765,100.427,21.838776,44.558887,1.3627157,10.340941
diffuse,1000957,12231,16372,442.66,148.73,0.25,0.77,223.123,8.929,70.4,186.961,20.656,180.481,220.293,13.487,54.771,163.88,32.614,763.99,23.888,5.604,95.623,6.286,451.529,3.921,101.909,438.062,264.666,199.754,182.091,410.746,290.895,8.655,260.282,23.375,455.731,156.236,53.977,197.151,36.721,119.382,449.44,405.429,170.212,58.889,239.444,306.576,302.092,708.055,33.143,26.094,6.73,638.935,38.793,5.306,160.398,41.825882,4.6390533,2.297675,-7.189725
diffuse,1000958,16649,16384,325.62,102.33,0.39,0.83,146.872,4.964,39.353,59.383,69.219,78.888,105.63,1.0,109.956,111.397,19.968,73.204,68.318,1.0,26.475,6.286,182.891,9.763,71.636,685.92,182.636,163.141,105.337,539.523,45.053,1.0,44.214,28.64,4.018,58.025,12.352,184.606,10.526,108.51,258.52,88.526,99.707,25.81,33.889,126.365,47.991,96.795,1.0,66.724,2.91,434.925,67.768,1.0,152.507,23.281044,50.748795,2.1301115,9.116554
diffuse,1000959,19048,16392,474.57,133.79,0.33,0.82,374.52,151.643,53.963,170.744,55.344,75.502,69.798,25.975,167.972,520.408,26.291,4.233,83.128,10.207,4.639,3.643,524.286,27.289,118.727,719.977,806.645,32.382,129.323,322.943,161.579,35.448,346.71,7.581,7.036,66.474,57.761,218.818,23.623,62.607,89.8,393.356,104.046,7.616,157.222,106.776,300.352,644.192,3.571,51.189,4.82,478.642,67.768,4.23,152.507,10.249846,19.613747,-2.8299026,-3.545575
diffuse,1000960,15078,16458,1569.89,414.08,0.12,0.69,100.458,8.929,50.311,136.146,50.719,183.868,114.23,13.487,126.936,183.788,38.937,33.33,62.933,1.0,70.148,4.964,381.571,68.184,117.045,680.244,247.088,157.911,132.921,547.328,123.211,8.655,156.061,23.375,18.103,110.827,23.705,189.168,21.242,124.214,236.32,173.033,79.098,35.733,120.222,251.729,61.915,169.781,4.857,27.289,4.82,556.36,19.897,8.536,168.289,15.4219055,51.006783,1.1506546,8.678043
diffuse,1000961,17838,16736,13699.17,2292.76,0.03,0.52,159.028,36.679,92.316,118.847,65.75,82.275,114.23,13.487,153.822,256.179,57.905,177.738,77.743,10.207,39.213,4.964,266.84,59.421,120.409,562.937,586.924,53.304,152.109,461.477,111.842,27.793,145.893,22.059,52.308,52.745,42.625,165.219,35.53,86.767,378.4,233.396,130.078,39.041,161.333,271.318,86.28,251.89,10.0,70.309,12.461,545.026,66.508,8.536,149.351,-14.42939,32.72119,-3.9869175,5.890489
diffuse,1000962,15533,16481,816.96,242.77,0.17,0.72,144.662,322.107,59.442,149.12,43.781,99.207,94.164,163.338,128.351,230.842,38.937,7.466,71.011,1.0,39.213,4.964,350.79,56.5,105.273,729.438,191.425,168.372,144.914,447.818,144.526,8.655,237.405,16.794,11.06,90.762,27.489,208.555,6.954,107.302,467.2,154.924,68.251,22.502,107.889,330.082,77.578,265.575,6.143,16.535,2.91,580.647,3.52,3.153,131.991,18.070053,51.144707,1.0841997,8.986801
diffuse,1000963,15286,16508,1758.49,557.62,0.07,0.57,154.607,92.179,64.921,145.877,51.875,89.047,102.763,38.462,131.181,163.88,32.614,18.243,71.011,10.207,35.574,6.286,336.798,30.211,101.909,778.631,159.199,126.529,122.127,492.695,121.789,8.655,191.649,23.375,19.109,66.474,31.273,217.678,6.954,129.046,147.52,148.888,75.844,22.502,91.444,228.224,54.953,165.219,2.286,18.925,4.82,600.076,4.779,4.23,146.194,14.386341,50.914703,0.770271,8.504926
diffuse,1000964,20244,16471,473.86,148.98,0.27,0.82,335.842,112.0,106.927,161.013,76.156,407.373,138.595,38.462,169.387,505.929,32.614,6.388,77.743,10.207,51.951,4.964,722.966,41.895,192.727,797.551,592.783,110.838,146.113,582.449,232.632,4.828,387.382,10.213,12.066,207.981,95.602,189.168,35.53,75.895,298.48,130.779,174.55,101.892,391.556,275.235,483.096,630.507,4.857,158.737,4.82,472.165,157.212,8.536,351.36,-6.3273525,-10.266479,-8.456911,-4.2944026
diffuse,1000965,12245,16479,383.46,131.89,0.28,0.79,177.814,12.893,64.921,235.614,19.5,261.756,161.528,13.487,90.146,116.826,45.259,99.068,31.966,5.604,93.803,6.286,261.244,6.842,69.955,627.267,197.284,403.738,124.526,363.918,302.263,16.31,262.824,28.64,123.737,159.404,61.545,227.942,134.359,107.302,98.68,281.686,104.046,68.813,231.222,192.965,309.054,498.219,74.286,26.094,4.82,535.311,53.91,4.23,237.73,22.738049,35.671402,0.051886424,11.099643
diffuse,1000966,16592,16521,757.97,271.25,0.13,0.64,196.601,24.786,50.311,136.146,61.125,85.661,104.197,25.975,97.221,229.033,26.291,57.039,61.586,33.226,33.754,4.964,258.445,30.211,66.591,816.472,252.947,74.225,122.127,490.744,97.632,27.793,153.519,20.743,2.006,60.137,50.193,208.555,10.526,91.599,480.52,188.124,85.606,17.54,50.333,326.165,86.28,251.89,1.0,46.409,2.91,608.172,52.651,1.0,144.616,18.027428,52.13707,1.1471132,8.842054
