class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,PSD-95,NeuN,CD68,CD11c,E5,E9,CD8,H2A.x,CD3e,ATG7,CD163,ApoE,E7,Olig2,HLA-A,SMA,TMEM119,Vimentin,CD11b,Synaptophysin,a-Beta,Neurofilament,CD4,CD40,CD45,CD34,PCNA,Claudin-5,E2,E10,DAPI_1,CD31,HLA-DR,Gal3,AQP4,GFAP,E6,CD74,IBA1,CD14,P2Rx7,MAP2,CD44,E3,CollagenIV,S100B,E4,E1,E8,UMAP_1,UMAP_2,TSNE_1,TSNE_2
dense,1,13662,46,393.77,109.8,0.41,0.87,197.773,14.194,2.301,63.739,86.05,1.0,13.823,5.562,89.147,645.4,7.091,232.429,9.325,9.073,1.0,1.0,228.897,24.079,32.672,485.097,215.619,38.841,104.193,51.05,328.054,2.476,228.045,1.0,86.096,29.543,112.0,2.171,17.454,43.662,422.242,281.23,156.424,9.476,65.66,141.261,1000.0,695.957,82.8,8.027,15.17,862.717,47.846,1.0,152.416,65.103226,4.4022064,4.4418845,-8.219774
dense,2,3113,51,595.38,172.87,0.25,0.83,133.734,59.432,15.309,347.272,49.6,1.0,24.314,7.842,86.592,843.4,2.523,844.429,71.763,31.273,103.108,4.187,784.591,103.208,52.468,502.7,563.097,129.659,321.558,131.13,556.0,12.805,388.313,16.896,77.936,8.136,152.364,160.278,104.426,114.765,609.675,281.23,56.738,38.538,447.155,164.16,369.969,560.223,1.0,2.171,31.112,577.59,4.513,5.897,75.838,64.72507,-3.3576965,1.1936913,-11.202792
dense,3,5268,70,2387.91,401.04,0.19,0.82,75.517,57.547,79.047,320.728,2.35,1.0,33.639,16.966,82.76,942.4,17.752,372.571,7.938,71.636,34.116,1.0,722.153,146.069,68.304,447.689,466.008,61.545,246.908,195.194,668.982,6.903,588.647,1.0,55.788,75.925,258.318,20.91,203.151,85.139,257.996,306.705,51.379,82.131,395.427,81.149,415.22,603.658,159.378,1.0,13.399,552.245,1.0,2.224,77.578,32.46119,-24.648144,0.37442112,-10.626336
dense,4,11462,73,2017.73,331.74,0.23,0.9,268.797,80.166,6.203,112.0,15.85,1.0,32.474,7.842,71.262,703.0,17.752,534.571,1.0,15.127,3.76,1.0,266.359,57.05,30.033,454.291,747.056,122.091,145.91,85.084,441.036,2.476,377.628,1.0,292.424,86.629,56.5,19.739,36.259,30.626,325.627,317.623,130.698,13.109,81.825,29.625,653.657,1000.0,248.139,1.0,11.628,600.822,2.171,2.224,91.502,62.196808,4.22068,4.217974,-8.539866
dense,5,2459,124,3232.94,528.75,0.15,0.82,35.93,48.123,164.898,393.12,82.0,1.0,1.0,5.562,43.157,775.0,14.706,123.143,74.537,27.236,72.751,2.593,531.719,155.96,93.378,370.674,1000.0,129.659,238.125,45.044,621.411,21.659,361.602,14.45,5.663,22.407,233.091,84.152,163.191,14.036,426.106,293.967,55.666,45.804,256.408,92.599,100.204,370.196,274.246,1.0,29.34,535.349,9.198,5.897,126.31,29.813509,-23.771393,-0.8113984,-10.9425335
dense,6,6302,94,712.56,231.24,0.17,0.75,73.189,59.432,43.926,259.196,7.75,3.871,26.645,19.247,113.419,760.6,5.569,220.857,14.875,160.436,36.876,1.0,584.791,162.554,51.148,388.278,338.258,144.795,196.409,111.11,595.643,9.854,569.949,1.0,46.462,18.839,243.182,5.685,164.366,46.032,275.387,348.557,64.241,47.015,324.301,46.799,481.355,321.332,242.918,2.171,13.399,676.856,1.0,3.449,32.328,31.534409,-23.694077,0.6240204,-10.628598
dense,7,6585,82,262.73,77.37,0.55,0.86,172.157,14.194,24.414,255.576,7.75,12.483,31.308,5.562,89.147,951.4,2.523,683.714,14.875,9.073,18.938,1.0,822.053,1.0,51.148,412.482,220.729,8.568,383.035,195.194,407.339,1.0,388.313,1.0,112.907,40.246,157.409,5.685,44.486,64.993,501.466,361.295,86.751,33.695,227.311,89.736,523.125,706.815,1.0,4.513,8.085,712.761,1.0,3.449,42.77,65.86923,-1.7563171,1.7021831,-11.024234
dense,8,7862,324,750.58,189.83,0.26,0.82,104.626,125.404,60.836,230.239,10.45,1.0,26.645,26.089,130.027,746.2,4.046,798.143,2.388,75.673,34.116,1.0,822.053,14.188,155.403,284.857,90.425,16.136,314.971,69.068,439.054,11.329,495.158,1.0,174.688,1.0,192.727,2.171,55.064,18.776,126.6,75.607,114.62,96.662,308.136,126.948,483.096,522.217,1.0,1.0,11.628,611.383,1.0,1.0,75.838,65.894295,-2.436119,1.6836196,-10.956325
dense,9,12470,408,2452.93,443.98,0.16,0.76,198.937,17.964,98.559,145.783,33.4,1.0,16.154,7.842,38.047,591.4,11.66,233.714,16.262,35.309,9.279,1.0,528.597,301.03,28.713,456.491,504.332,220.477,117.367,173.172,544.107,9.854,310.85,2.223,74.439,8.136,137.227,23.252,98.549,82.769,460.888,343.098,80.32,67.6,279.039,181.335,883.392,429.918,460.47,3.342,13.399,750.778,5.685,1.0,34.068,27.127962,-20.309036,-0.3280045,-9.931877
dense,10,4862,435,2039.12,302.51,0.28,0.88,61.545,23.619,166.199,389.5,5.05,1.0,17.32,7.842,92.98,829.0,14.706,523.0,14.875,21.182,46.535,1.0,644.106,198.822,63.025,487.297,463.453,106.955,275.451,177.176,605.554,17.232,492.487,1.0,39.468,86.629,152.364,66.585,147.912,93.434,219.35,368.574,32.085,112.404,469.786,89.736,495.279,511.359,20.145,2.171,9.856,706.425,1.0,5.897,98.463,62.368145,-5.249901,0.5462922,-10.240016
dense,11,7225,425,275.66,80.83,0.53,0.88,146.542,4.77,1.0,197.663,14.5,1.0,32.474,7.842,98.09,775.0,16.229,866.286,5.162,3.018,7.899,1.0,381.869,50.455,35.312,289.258,213.064,38.841,369.862,91.09,264.625,1.0,350.917,1.0,263.281,1.0,137.227,4.513,31.558,37.737,155.584,326.721,149.992,21.585,81.825,58.249,648.436,386.484,1.0,1.0,11.628,592.374,1.0,1.0,79.319,66.40044,-0.5861778,2.4683163,-9.77724
dense,12,5251,467,1086.79,237.58,0.24,0.84,80.175,100.9,137.582,372.609,2.35,1.0,23.148,10.123,103.199,784.0,2.523,528.143,7.938,31.273,12.039,1.0,694.056,7.594,48.509,357.471,445.568,16.136,323.754,117.116,613.482,33.464,489.816,1.0,115.238,58.086,167.5,11.54,247.812,59.068,180.704,233.918,51.379,60.335,421.291,86.874,328.199,429.918,1.0,1.0,9.856,539.573,1.0,1.0,81.059,63.833916,-4.946789,0.90363663,-10.716408
dense,13,3348,445,317.87,134.5,0.22,0.79,73.189,317.664,28.316,253.163,34.75,1.0,19.651,32.932,100.645,749.8,2.523,744.143,59.275,23.2,31.356,1.0,837.663,76.832,82.82,295.859,236.059,76.682,385.231,25.024,445.0,1.0,588.647,2.223,80.267,4.568,192.727,97.035,16.279,15.221,186.501,324.902,35.3,9.476,253.175,35.35,383.892,576.511,1.0,2.171,6.314,412.85,2.171,5.897,82.8,67.04425,-1.665062,2.0634513,-11.517405
dense,14,1636,663,5234.47,758.02,0.11,0.76,73.189,72.626,7.504,198.87,169.75,12.483,1.0,10.123,1.0,717.4,5.569,120.571,163.338,11.091,90.689,12.153,335.041,304.327,30.033,397.079,601.422,175.068,38.325,9.008,528.25,15.756,342.904,30.346,9.16,75.925,91.818,218.836,46.836,1.0,308.236,217.541,70.673,7.055,127.087,1.0,84.54,636.234,288.169,9.198,15.17,372.721,108.747,96.493,136.753,29.906326,-19.55264,4.6615615,-13.20273
dense,15,3666,664,3744.25,757.91,0.08,0.66,80.175,91.475,23.113,237.478,32.05,1.0,3.331,16.966,92.98,769.6,1.0,506.286,57.888,25.218,58.953,1.0,512.987,43.861,30.033,524.705,259.054,190.205,143.714,21.02,425.179,5.427,356.259,1.0,18.485,8.136,177.591,79.468,29.207,15.221,211.621,179.328,26.725,20.375,146.485,18.175,366.488,543.935,1.0,1.0,9.856,474.099,2.171,2.224,81.059,68.13071,11.693386,3.6911864,-11.730322
dense,16,8437,664,2430.83,320.09,0.3,0.83,88.325,8.54,128.477,393.12,36.1,1.0,47.628,14.685,117.252,686.8,23.843,280.0,2.388,81.727,54.814,1.0,531.719,66.941,129.009,311.262,629.527,76.682,367.666,139.138,583.75,9.854,377.628,1.0,248.127,8.136,288.591,9.198,247.812,118.32,111.141,253.934,157.496,126.935,456.854,84.011,545.751,294.185,82.8,1.0,9.856,716.985,1.0,43.849,215.071,31.151077,-25.89449,-0.5212247,-9.881617
dense,17,10759,742,3593.94,472.53,0.2,0.84,102.297,70.742,240.344,389.5,10.45,1.0,46.462,12.404,66.152,865.0,25.366,319.857,5.162,91.818,89.309,1.0,587.913,399.941,168.6,322.264,611.642,91.818,451.099,203.202,752.232,6.903,631.385,1.0,73.273,18.839,389.5,60.729,451.138,139.651,244.47,259.393,79.248,132.989,576.476,212.822,684.984,364.766,394.334,1.0,11.628,579.702,1.0,1.0,119.348,29.901567,-29.20523,-1.026183,-9.844523
dense,18,5727,826,4078.89,352.91,0.41,0.92,40.587,12.309,254.652,453.446,5.05,6.741,24.314,7.842,108.309,785.8,31.457,296.714,10.713,99.891,78.271,1.0,472.403,218.604,78.861,399.28,900.355,152.364,310.58,197.196,718.536,11.329,468.447,1.0,73.273,25.975,258.318,18.567,415.879,220.235,124.667,264.852,38.516,129.356,602.34,126.948,526.606,174.739,352.564,3.342,11.628,659.96,1.0,4.673,34.068,30.297817,-27.606915,-1.1091982,-9.798889
dense,19,2885,840,463.62,171.96,0.2,0.71,92.983,40.583,19.211,196.457,99.55,1.0,1.0,5.562,12.497,857.8,1.0,688.857,71.763,17.145,25.837,2.593,335.041,70.238,20.795,447.689,72.54,379.409,148.105,1.0,363.732,1.0,345.575,1.0,19.651,33.111,152.364,107.576,44.486,4.555,256.064,148.393,51.379,1.0,20.398,9.587,531.828,728.533,1.0,1.0,8.085,512.116,13.883,5.897,119.348,69.047226,4.3880806,3.1615357,-11.177797
dense,20,5426,870,1445.1,260.11,0.27,0.83,74.353,34.928,90.754,302.63,1.0,1.0,44.131,12.404,91.702,890.2,89.326,453.571,7.938,61.545,29.977,1.0,378.747,30.673,111.853,258.452,614.197,144.795,249.103,213.212,546.089,11.329,519.198,2.223,67.445,79.493,313.818,10.369,285.421,165.722,354.611,182.967,27.797,135.411,456.854,481.894,530.087,495.071,60.174,1.0,15.17,556.469,1.0,1.0,70.617,32.502,-25.453712,-0.002028647,-10.120267
dense,21,23225,893,976.64,216.86,0.26,0.85,32.437,14.194,262.457,611.5,6.4,118.698,26.645,14.685,167.074,451.0,58.869,519.143,171.662,73.655,72.751,1.0,850.15,442.802,142.206,51.61,864.586,523.205,585.031,531.531,865.214,6.903,278.797,4.668,630.475,636.079,223.0,80.639,514.604,145.577,306.304,132.016,68.529,170.527,430.99,401.745,637.993,11.859,502.24,1.0,34.654,406.514,74.783,9.57,175.042,32.79332,-31.351326,-2.3432255,-9.852468
dense,22,22313,982,2144.16,438.17,0.14,0.77,77.846,10.425,248.148,542.728,3.7,12.483,39.468,21.527,63.597,298.0,92.372,456.143,121.713,87.782,83.79,1.0,719.031,366.97,106.575,117.623,379.138,296.159,523.554,533.533,740.339,21.659,228.045,1.0,612.989,532.611,485.364,36.135,441.735,100.544,238.673,137.475,85.679,198.378,350.165,324.458,691.946,22.717,444.807,1.0,20.484,433.97,46.675,117.305,157.638,33.79516,-31.119926,-2.3322296,-9.768797
dense,23,8106,997,2031.73,488.33,0.11,0.67,168.664,16.079,3.602,143.37,7.75,1.0,27.811,7.842,91.702,811.0,2.523,278.714,2.388,7.055,3.76,1.0,494.256,17.485,44.55,399.28,164.519,38.841,106.389,83.082,379.589,2.476,366.944,1.0,63.947,8.136,81.727,2.171,25.681,28.256,205.824,233.918,86.751,13.109,120.621,38.212,622.329,750.25,20.145,1.0,9.856,577.59,1.0,1.0,68.876,68.35619,5.6993637,3.3296177,-10.933288
dense,24,22966,978,756.77,241.64,0.16,0.74,42.916,10.425,189.613,564.446,3.7,15.353,27.811,14.685,69.985,528.4,86.28,393.143,117.55,37.327,65.852,1.0,690.934,653.812,140.886,84.617,261.609,197.773,798.004,635.635,712.589,11.329,276.126,1.0,264.447,578.993,298.682,20.91,553.388,137.281,277.319,126.557,76.032,238.338,405.126,290.109,726.754,17.288,368.228,1.0,13.399,412.85,37.306,1.0,157.638,33.77066,-32.12426,-1.9904215,-9.987402
dense,25,6419,1007,434.28,130.86,0.32,0.8,103.462,25.504,16.609,212.141,2.35,6.741,27.811,7.842,76.372,886.6,1.0,863.714,5.162,31.273,14.798,1.0,675.325,17.485,51.148,317.863,77.65,23.705,253.495,135.134,399.411,6.903,358.93,1.0,123.398,29.543,177.591,2.171,52.713,82.769,205.824,102.902,55.666,21.585,169.117,18.175,669.321,451.636,1.0,1.0,9.856,510.004,1.0,1.0,30.587,66.34102,-1.4371643,2.0816689,-10.849967
dense,26,7091,1132,1128.01,286.47,0.17,0.78,89.49,10.425,49.129,197.663,11.8,1.0,51.125,5.562,86.592,672.4,2.523,625.857,2.388,27.236,21.698,1.0,319.431,14.188,76.222,383.877,292.269,159.932,207.387,131.13,405.357,6.903,308.179,1.0,342.548,4.568,106.955,3.342,106.776,28.256,145.923,102.902,133.914,30.062,421.291,9.587,625.81,283.326,1.0,1.0,9.856,640.951,1.0,3.449,72.357,65.77673,-0.27197266,1.9689275,-9.779549
dense,27,10914,1163,548.19,158.26,0.28,0.82,131.406,21.734,56.934,272.467,7.75,1.0,51.125,7.842,44.435,1000.0,13.183,242.714,2.388,9.073,27.217,1.0,500.5,40.564,81.501,456.491,156.854,311.295,194.213,123.122,546.089,3.951,431.051,1.0,63.947,33.111,162.455,1.0,162.015,69.733,16.458,359.475,91.039,77.287,463.32,75.424,684.984,527.647,152.416,1.0,9.856,719.097,1.0,1.0,103.685,63.13282,-0.7898407,1.4562178,-10.952052
dense,28,7260,1164,298.33,92.78,0.44,0.79,197.773,85.821,2.301,138.543,13.15,1.0,63.947,16.966,77.65,701.2,2.523,871.429,1.0,39.345,14.798,1.0,285.091,66.941,16.836,377.275,292.269,114.523,231.538,105.104,224.982,9.854,369.615,1.0,418.319,4.568,465.182,8.027,10.402,64.993,136.261,175.689,159.639,9.476,20.398,6.725,744.159,516.788,1.0,1.0,6.314,594.486,1.0,1.0,79.319,64.70053,0.78513336,3.126972,-8.925599
dense,29,9398,1187,548.33,197.76,0.18,0.73,124.42,12.309,29.617,313.489,23.95,1.0,59.285,7.842,69.985,893.8,8.614,749.286,2.388,51.455,14.798,1.0,700.3,63.644,64.345,377.275,105.754,167.5,192.018,67.066,514.375,3.951,313.521,1.0,272.607,15.271,162.455,3.342,213.728,219.05,111.141,268.492,178.933,25.218,421.291,41.074,617.108,549.364,9.702,1.0,16.941,630.391,1.0,1.0,176.782,64.92823,-2.2849617,1.5596558,-10.644109
dense,30,8769,1239,355.32,198.12,0.11,0.6,158.185,14.194,28.316,132.511,32.05,12.483,55.788,51.178,115.974,528.4,8.614,119.286,13.488,338.036,14.798,1.0,247.628,33.97,40.59,504.901,259.054,38.841,174.453,283.283,286.429,5.427,572.62,1.0,121.067,140.146,470.227,9.198,43.311,78.028,167.178,330.361,113.548,19.164,94.757,43.937,674.542,196.457,171.561,1.0,11.628,710.649,3.342,2.224,60.174,23.78656,-9.878014,0.89826936,-3.8486867
dense,31,21397,1255,289.3,102.86,0.34,0.78,299.07,16.079,1.0,80.63,5.05,87.121,46.462,10.123,77.65,337.6,13.183,754.429,59.275,31.273,35.496,1.0,219.531,10.891,10.238,465.293,374.028,424.818,552.097,147.146,280.482,9.854,121.201,1.0,301.749,240.046,106.955,25.594,3.351,62.623,507.263,226.639,84.607,10.687,65.66,404.607,838.141,370.196,98.463,8.027,13.399,609.271,56.045,2.224,152.416,41.890816,0.16252899,2.4108262,-6.643837
dense,32,1639,1351,1100.43,324.65,0.13,0.78,56.888,23.619,119.371,557.207,1.0,26.836,14.988,7.842,224.561,672.4,29.934,258.143,70.375,67.6,87.93,7.373,847.028,221.901,172.559,346.469,644.857,159.932,547.705,287.287,811.696,3.951,318.864,16.896,88.427,157.986,238.136,227.034,382.971,42.477,103.412,232.098,2.072,141.465,793.087,172.748,288.169,218.174,84.54,115.774,11.628,490.996,56.045,276.46,4.481,30.482216,-28.59758,-1.0432619,-10.070753
dense,33,3997,1352,734.88,190.75,0.25,0.77,198.937,164.987,17.91,207.315,1.0,141.664,44.131,19.247,177.294,758.8,16.229,733.857,173.05,39.345,23.077,4.187,278.847,53.752,60.386,379.476,172.184,265.886,339.123,401.401,452.929,6.903,447.078,13.228,150.209,443.414,182.636,177.845,17.454,87.509,230.944,202.984,6.359,4.633,107.689,26.762,608.406,717.674,1.0,12.712,13.399,577.59,73.612,10.794,14.923,59.126324,2.4234161,2.394746,-9.349265
dense,34,535,1543,1409.21,281.75,0.22,0.8,40.587,25.504,242.945,408.804,1.0,15.353,2.166,7.842,225.839,735.4,36.026,49.857,77.312,122.091,92.069,10.56,394.356,505.446,56.427,333.267,486.448,106.955,306.189,99.098,670.964,15.756,390.984,38.906,6.828,108.036,212.909,262.169,274.844,10.48,82.157,226.639,1.0,148.731,615.272,69.699,56.693,191.027,408.258,190.728,15.17,229.101,82.981,35.279,4.481,30.751549,-26.783722,-0.89904314,-10.764564
dense,35,11326,1579,2151.05,407.0,0.16,0.81,137.227,17.964,154.492,388.293,32.05,72.767,52.291,7.842,140.247,638.2,55.823,385.429,3.775,91.818,75.511,1.0,731.519,175.743,135.608,324.465,780.271,190.205,437.925,377.377,684.839,8.378,439.064,1.0,470.775,347.082,323.909,26.766,374.744,182.313,404.851,283.049,101.758,180.215,421.291,321.596,704.129,473.353,244.659,10.369,11.628,581.814,3.342,287.478,108.906,29.426891,-30.375057,-1.5263464,-9.36223
dense,36,3445,1770,857.11,261.43,0.16,0.7,160.514,100.9,24.414,218.174,1.0,135.922,21.982,12.404,188.792,661.6,20.797,678.571,170.275,23.2,29.977,2.593,597.278,24.079,35.312,465.293,218.174,281.023,332.536,279.279,474.732,1.0,479.131,7.114,82.599,422.007,91.818,125.143,45.661,10.48,344.95,232.098,2.072,9.476,220.845,35.35,634.512,782.826,1.0,12.712,16.941,619.831,75.954,8.346,20.145,60.018208,1.8395996,1.8937749,-10.285535
dense,37,15747,1858,1542.74,380.66,0.13,0.72,72.024,8.54,7.504,16.685,7.75,15.353,73.273,5.562,75.095,193.6,26.889,260.714,12.1,29.255,6.519,1.0,63.438,149.366,31.353,64.813,248.834,258.318,1.0,97.096,266.607,21.659,94.489,5.891,109.41,122.307,127.136,5.685,25.681,57.883,518.857,253.934,95.326,33.695,127.087,433.232,597.963,201.886,434.364,2.171,87.793,676.856,24.423,2.224,115.868,50.22739,-22.665962,5.810574,0.8729874
dense,38,17271,2107,2492.16,474.56,0.14,0.82,25.451,14.194,302.781,329.174,114.4,213.431,31.308,19.247,91.702,235.0,93.895,382.857,107.838,140.255,86.55,1.0,203.922,334.0,77.542,7.601,389.358,296.159,255.69,335.335,722.5,15.756,171.952,1.0,334.389,372.057,485.364,29.108,375.919,159.797,360.408,186.607,251.822,143.887,262.874,619.292,634.512,17.288,547.491,32.621,93.106,524.789,86.495,3.449,288.169,39.77121,-29.309677,7.123952,-1.0580785
dense,39,5840,2251,3753.41,577.85,0.14,0.78,141.885,19.849,111.566,340.033,2.35,135.922,48.793,10.123,121.084,762.4,40.595,349.429,17.65,71.636,14.798,1.0,434.941,40.564,64.345,489.498,151.744,167.5,295.211,333.333,472.75,5.427,407.011,1.0,103.581,286.429,147.318,51.36,258.389,183.498,132.397,279.41,34.229,113.615,434.223,252.897,639.733,435.348,147.195,1.0,15.17,697.977,9.198,1.0,39.289,28.222237,-24.702972,0.043216087,-9.477749
dense,40,3866,2271,540.52,167.44,0.24,0.8,190.787,23.619,27.016,242.304,9.1,95.733,33.639,10.123,204.121,814.6,11.66,658.0,175.825,29.255,34.116,4.187,587.913,53.752,47.189,355.271,87.87,258.318,413.774,389.389,369.679,3.951,358.93,13.228,94.256,336.379,76.682,173.161,46.836,29.441,91.818,292.148,49.235,32.484,227.311,86.874,552.713,527.647,1.0,93.522,18.713,535.349,9.198,4.673,54.953,59.829468,1.2440643,2.0634077,-10.064217
dense,41,8595,2335,3783.05,558.9,0.15,0.84,132.57,25.504,175.305,343.652,6.4,89.991,53.456,10.123,91.702,661.6,49.732,235.0,24.588,93.836,39.635,1.0,522.353,119.693,107.894,443.289,925.905,288.591,383.035,549.549,579.786,17.232,415.024,1.0,91.924,268.589,263.364,26.766,199.625,119.505,310.168,414.066,55.666,117.247,531.214,207.097,667.58,218.174,450.028,2.171,15.17,592.374,24.423,2.224,96.723,27.832031,-30.22512,-1.5237468,-9.021113
dense,42,21227,2338,718.6,190.27,0.25,0.76,231.538,19.849,63.437,225.413,2.35,6.741,70.942,7.842,167.074,271.0,13.183,587.286,9.325,59.527,2.38,1.0,263.238,1.0,158.042,353.07,131.304,379.409,310.58,195.194,381.571,6.903,292.152,1.0,95.421,54.518,106.955,26.766,51.538,61.438,285.048,135.656,128.555,48.225,156.184,270.072,603.185,370.196,2.74,1.0,15.17,579.702,11.54,1.0,84.54,40.64157,0.70318985,2.8835442,-7.3662133
dense,43,6106,2444,247.3,72.13,0.6,0.88,267.633,46.238,11.406,165.087,2.35,23.966,69.776,10.123,85.315,721.0,8.614,849.571,19.038,37.327,2.38,1.0,266.359,20.782,97.337,414.683,167.074,122.091,275.451,291.291,282.464,3.951,225.374,1.0,242.299,261.454,147.318,71.27,16.279,106.47,49.308,159.311,85.679,28.851,120.621,35.35,620.589,619.946,1.0,1.0,15.17,776.123,8.027,1.0,72.357,60.433,0.77527237,2.5530996,-9.088226
dense,44,17327,2495,580.1,265.0,0.1,0.57,54.559,16.079,345.707,324.348,64.45,302.422,59.285,16.966,190.069,276.4,39.072,361.0,84.25,140.255,53.434,1.0,66.559,492.257,97.337,18.604,348.478,114.523,284.233,467.467,464.821,17.232,302.837,4.668,175.854,500.5,379.409,13.883,314.804,136.096,254.132,244.836,184.293,90.607,156.184,521.968,286.429,39.005,977.375,4.513,75.394,655.736,6.856,4.673,195.927,44.620132,-29.940243,7.5241528,-0.54012585
dense,45,17253,2527,249.79,101.92,0.3,0.72,74.353,6.655,69.941,295.391,75.25,299.552,68.61,16.966,172.184,371.8,55.823,255.571,92.575,49.436,29.977,1.0,160.216,301.03,86.779,25.205,179.849,258.318,260.081,541.541,484.643,15.756,281.468,2.223,145.546,493.364,223.0,9.198,137.334,156.242,561.368,268.492,189.652,40.96,91.524,467.582,458.73,60.723,834.66,3.342,91.335,558.581,4.513,3.449,194.186,47.256027,-28.504303,6.9653263,-0.20683372
dense,46,10202,2824,1076.84,297.91,0.15,0.72,242.017,27.389,138.883,312.283,11.8,26.836,77.936,7.842,99.367,672.4,43.64,325.0,30.138,63.564,49.294,1.0,325.675,132.881,69.624,434.487,169.629,265.886,420.36,629.629,552.036,11.329,356.259,5.891,194.505,614.671,192.727,61.9,414.704,230.9,238.673,293.967,94.254,145.098,460.087,164.16,606.666,636.234,286.429,1.0,34.654,535.349,2.171,1.0,70.617,25.255867,-27.373596,-0.958518,-8.732321
dense,47,5710,2856,426.88,111.96,0.43,0.87,245.51,23.619,20.512,168.707,1.0,12.483,47.628,10.123,80.205,780.4,17.752,134.714,14.875,43.382,5.14,1.0,256.994,17.485,89.419,548.91,690.847,38.841,187.626,251.251,324.089,5.427,302.837,2.223,21.982,250.75,66.591,82.981,37.434,127.801,271.522,224.82,49.235,32.484,149.718,192.785,731.976,712.245,6.221,1.0,15.17,695.865,6.856,1.0,68.876,10.832439,-16.015873,-2.6734483,-4.8384824
dense,48,17026,2880,321.92,124.25,0.26,0.71,27.78,4.77,34.82,124.065,123.85,445.957,35.971,10.123,193.902,325.0,17.752,268.429,155.012,15.127,25.837,1.0,10.366,399.941,88.099,5.401,179.849,334.0,290.82,431.431,262.643,5.427,198.663,3.446,158.369,621.807,96.864,6.856,145.561,87.509,586.487,272.131,216.45,47.015,188.515,722.341,197.667,6.429,818.997,11.54,112.59,605.047,2.171,7.121,307.314,49.725945,-27.997826,7.7329907,1.2843776
dense,49,4667,3119,1417.45,268.36,0.25,0.83,122.091,27.389,164.898,260.402,1.0,46.931,20.817,14.685,141.524,629.2,28.412,66.571,116.163,35.309,47.914,2.593,244.506,57.05,82.82,364.073,463.453,273.455,314.971,485.485,429.143,15.756,310.85,5.891,3.331,418.439,132.182,119.287,75.044,66.178,337.221,357.656,13.863,25.218,201.447,172.748,561.415,495.071,248.139,32.621,18.713,621.943,26.766,8.346,37.549,20.479748,-22.403053,-1.612114,-7.5533657
dense,50,105,3180,1086.86,221.24,0.28,0.86,112.776,40.583,352.211,534.283,11.8,84.25,9.16,14.685,255.221,791.2,81.712,133.429,30.138,57.509,75.511,7.373,731.519,390.05,98.657,357.471,547.767,326.432,451.099,165.164,758.179,18.708,505.842,23.01,27.811,268.589,394.545,249.286,258.389,48.402,267.658,181.148,9.575,135.411,392.194,267.209,302.092,478.783,136.753,82.981,22.255,571.254,37.306,95.268,140.233,29.600067,-27.999249,-1.2589402,-9.673029
dense,51,7570,3208,619.9,163.26,0.29,0.82,72.024,10.425,55.633,79.424,2.35,46.931,26.645,7.842,82.76,510.4,11.66,1000.0,7.938,13.109,13.419,1.0,809.566,14.188,106.575,20.804,121.084,46.409,404.991,273.273,262.643,18.708,105.174,5.891,335.554,336.379,167.5,5.685,48.012,17.591,254.132,426.803,43.876,28.851,395.427,63.974,148.936,245.321,131.531,1.0,22.255,655.736,3.342,1.0,14.923,64.307175,-1.6711311,3.3703098,-7.9111257
dense,52,3180,3241,1061.92,235.58,0.24,0.82,60.381,19.849,162.297,315.902,5.05,89.991,18.485,10.123,211.786,746.2,26.889,58.857,110.613,126.127,58.953,5.78,275.725,205.416,84.14,331.066,256.499,311.295,257.886,217.216,546.089,8.378,444.406,13.228,5.663,289.996,177.591,127.485,187.872,93.434,306.304,323.082,11.719,78.498,498.883,121.223,469.172,256.179,291.65,99.377,20.484,545.909,30.279,3.449,23.625,29.115192,-25.313042,-0.57846045,-9.516125
dense,53,20243,3244,751.86,270.5,0.13,0.75,302.563,117.864,23.113,101.141,55.0,204.819,75.604,12.404,128.749,362.8,10.137,215.714,64.825,39.345,2.38,1.0,238.262,14.188,11.557,586.317,279.494,553.477,183.235,249.248,187.321,12.805,302.837,1.0,68.61,564.721,112.0,30.279,23.331,105.285,410.648,184.787,80.32,24.007,39.796,244.309,554.453,777.397,70.617,2.171,16.941,406.514,20.91,1.0,162.859,13.528652,-15.811922,-5.943379,-6.6127853
dense,54,1093,3321,789.03,210.85,0.22,0.76,240.853,31.158,42.625,224.207,3.7,81.379,61.616,12.404,178.572,818.2,7.091,831.571,3.775,49.436,89.309,5.78,503.622,53.752,162.001,379.476,251.389,288.591,367.666,117.116,524.286,2.476,356.259,12.005,181.683,311.404,137.227,148.566,44.486,37.737,51.24,243.016,42.804,32.484,259.641,72.562,676.282,565.652,1.0,79.468,20.484,626.167,78.297,14.467,54.953,61.69866,0.10669708,1.8677412,-10.061894
dense,55,9021,3375,2353.94,310.73,0.31,0.86,281.605,44.353,37.422,225.413,2.35,98.603,94.256,10.123,184.959,748.0,34.503,247.857,71.763,55.491,43.775,1.0,375.625,63.644,49.828,414.683,729.171,84.25,288.624,479.479,484.643,8.378,449.749,1.0,119.901,454.118,76.682,57.216,91.498,137.281,366.205,317.623,53.523,63.967,259.641,270.072,658.878,647.092,68.876,20.91,22.255,691.641,19.739,2.224,23.625,17.058311,-21.276157,-1.3324347,-7.966388
