cell,x,y,area µm²,PSD-95,NeuN,CD68,CD11c,E5,E9,CD8,H2A.x,CD3e,ATG7,CD163,ApoE,E7,Olig2,HLA-A,SMA,TMEM119,Vimentin,CD11b,Synaptophysin,a-Beta,CD4,CD40,CD45,CD34,PCNA,Claudin-5,E2,E10,DAPI_1,CD31,HLA-DR,Gal3,AQP4,GFAP,E6,CD74,IBA1,CD14,P2Rx7,MAP2,CD44,E3,CollagenIV,S100B,E4,E1,E8,None,UMAP_1,UMAP_2,TSNE_1,TSNE_2
1,23374,6921,247.16,87.87,10.877,81.901,119.249,50.95,2.568,40.355,15.637,145.37,69.497,158.631,86.629,44.098,26.115,4.275,1.0,18.581,115.661,231.935,1.0,1.0,111.442,198.308,249.258,82.137,11.439,88.269,1.0,51.596,8.525,122.925,117.1,59.093,80.638,212.709,196.795,129.477,188.732,170.921,157.666,159.765,1.0,103.065,1.0,13.183,325.642,1.0,1.0,2.556,13.245632,-0.5649195,6.1499085,-0.515701
2,15615,3387,125.64,55.293,9.466,240.025,108.036,13.057,102.939,19.164,6.489,127.456,72.658,6.02,120.268,79.461,10.767,1.0,1.0,5.137,29.995,62.858,11.428,1.0,146.583,105.885,177.645,106.478,5.176,138.793,3.302,68.82,219.237,202.898,6.4,128.598,40.315,98.584,134.497,47.828,203.258,199.432,77.298,46.187,12.327,234.512,4.6,5.061,419.339,46.717,1.0,15.005,20.083641,15.381796,0.09142467,-4.602916
3,3869,9684,129.91,328.933,16.521,149.318,87.648,274.864,84.119,65.582,10.148,183.307,267.611,8.028,65.221,226.438,33.091,63.233,7.062,48.571,37.902,332.969,205.388,4.24,189.254,208.692,442.613,186.601,25.009,129.607,40.131,90.35,232.407,27.22,142.75,39.383,43.339,239.172,250.194,153.492,66.93,278.12,41.692,331.965,91.612,25.743,281.8,14.198,407.462,192.334,157.936,249.972,-14.084492,-41.984943,8.258498,16.466553
4,11742,3490,334.57,394.085,56.03,249.831,145.753,2.722,60.595,82.736,15.637,144.316,201.222,9.032,95.803,24.207,37.277,10.826,1.0,329.863,26.041,202.037,305.497,1.0,73.791,143.269,433.065,329.605,11.439,208.838,1.0,147.405,285.085,136.035,34.75,145.196,108.864,88.661,276.893,91.054,178.674,281.541,77.298,487.066,424.612,59.765,2.8,8.107,387.667,11.159,4.513,10.336,0.8497696,-54.811447,0.93589973,18.276104
5,15714,7355,31.27,176.911,22.165,70.869,99.881,1.0,11.978,90.809,114.44,108.487,16.807,14.052,77.454,13.156,307.955,9.734,1.0,28.922,31.313,69.043,15.599,1.0,6.02,116.269,232.548,29.398,19.79,332.852,2.151,156.017,145.864,642.091,11.8,100.589,101.807,126.702,85.548,44.226,32.289,59.161,89.506,3.443,7.796,243.791,4.6,9.122,584.3,12.853,2.171,49.238,21.880236,14.413624,2.1763291,-5.2132454
7,23195,3280,111.71,61.809,10.877,510.919,36.679,2.722,413.46,52.464,8.319,366.668,7.323,767.067,49.931,15.366,31.696,257.574,803.595,1.0,308.08,636.071,1.0,1.0,1.0,508.808,508.258,202.828,32.317,102.048,17.113,142.023,221.119,375.953,13.15,257.234,317.535,19.194,1.0,59.835,320.591,372.774,503.552,4.664,1.0,11.825,213.4,376.64,300.568,314.246,1.0,10.336,-41.652782,38.014454,11.731759,-26.766607
8,4510,16385,231.53,20.546,1.0,195.897,447.492,76.786,15.115,119.064,6.489,95.842,112.703,7.024,34.64,58.465,14.953,112.364,7.062,1.0,43.174,91.724,1.0,4.24,78.812,300.077,476.032,127.777,19.79,144.534,40.131,109.727,72.492,105.882,126.55,176.318,321.567,115.124,98.898,158.294,224.49,409.267,203.445,2.221,1.0,140.18,76.6,2.015,300.568,133.071,80.639,78.804,7.566059,37.92924,1.2647173,-15.144843
10,6646,3083,100.63,261.609,15.11,62.288,215.071,1.0,13.546,25.218,8.319,62.12,377.206,6.02,2.019,4.315,14.953,1.0,1.0,454.997,2.318,176.263,309.668,1.0,21.08,146.385,230.161,243.397,10.395,116.976,1.0,22.53,74.373,74.417,10.45,116.15,44.347,189.553,23.249,53.832,184.262,274.699,50.848,435.773,186.755,1.0,1.0,10.137,357.314,14.546,1.0,53.907,11.64595,-68.25687,-3.484493,22.076654
11,7772,5928,202.25,526.561,27.809,345.44,173.277,54.395,57.458,104.936,8.319,180.146,407.766,5.016,17.31,45.204,45.648,7.551,1.0,490.158,4.954,236.059,424.376,1.0,33.631,245.038,511.839,325.548,11.439,159.462,2.151,38.678,335.881,19.354,86.05,148.308,123.985,240.826,34.374,147.488,173.087,256.452,123.077,405.241,352.122,4.093,2.8,23.335,332.24,19.625,1.0,38.346,-3.1899986,-59.988655,1.937219,20.056787
13,10389,6452,269.76,163.88,13.699,328.28,212.013,25.114,99.802,78.7,15.637,239.158,315.032,102.406,157.986,68.41,45.648,15.193,1.0,12.376,72.169,308.226,15.599,1.0,36.141,308.385,479.613,326.562,26.053,212.283,10.207,91.427,234.288,185.854,50.95,359.935,258.059,164.743,312.492,142.685,354.114,369.353,381.475,368.603,32.714,223.687,11.8,17.244,419.339,7.773,1.0,114.593,-15.45256,25.907658,-2.3244085,4.274806
14,12844,11084,73.2,146.507,15.11,91.707,289.487,32.003,242.516,66.591,19.297,180.146,245.481,6.02,101.919,88.302,199.126,7.551,2.212,6.171,101.164,52.548,7.257,1.0,214.354,187.923,361.452,180.516,11.439,309.886,10.207,75.279,145.864,235.673,71.2,114.075,161.284,96.93,176.771,68.24,218.903,378.476,154.614,22.983,1.0,297.916,78.4,7.091,592.218,45.024,1.0,8.78,13.216213,24.0723,2.1796257,-9.571352
15,19235,14473,28.43,1.0,16.521,62.288,89.687,1000.0,1000.0,14.118,1.0,224.405,90.573,7.024,13.233,1000.0,1.0,361.295,31.309,6.171,708.735,103.065,1.0,16.12,1.0,185.846,275.516,3.028,515.636,322.517,645.516,245.367,435.593,201.587,705.7,24.86,131.041,1.0,45.499,304.782,22.232,284.962,1.0,1.0,1.0,1.0,908.2,543.14,101.296,683.368,580.725,870.846,-2.6182652,65.01693,-3.8626864,-25.515585
16,4993,13155,32.83,1.0,2.411,166.479,495.403,71.619,8.841,62.555,156.522,133.778,266.557,7.024,87.648,17.576,186.568,116.731,2.212,29.957,55.036,410.291,1.0,2.08,121.482,519.192,402.032,498.979,4.132,222.617,17.113,5.306,68.729,157.012,104.95,244.785,202.615,174.667,78.873,97.058,68.047,405.846,400.803,24.204,1.0,177.294,166.6,1.0,613.333,77.195,1.0,175.28,2.324068,34.74106,1.6425426,-16.492699
17,25383,8593,486.65,428.833,22.165,389.568,511.713,154.295,126.463,59.527,15.637,162.231,558.459,108.43,43.814,10.946,84.715,75.243,2.212,165.432,192.102,237.09,365.979,84.16,23.59,292.808,380.548,471.595,21.878,230.655,12.509,97.886,145.864,180.61,138.7,254.121,243.946,201.131,256.869,245.947,287.067,594.014,129.181,335.628,55.367,529.882,4.6,20.29,429.897,73.808,2.171,95.921,-9.952808,-19.438496,-12.686402,7.4840226
18,12928,16165,40.22,79.183,1.0,306.216,185.509,207.69,60.595,102.918,13.808,128.509,29.453,7.024,85.609,18.681,6.581,29.387,4.637,16.512,8.908,287.607,113.622,5.32,1.0,174.423,331.613,223.113,22.922,200.8,19.415,238.908,100.712,139.969,106.3,36.271,92.735,138.28,98.898,242.345,155.208,102.497,130.199,32.753,10.061,21.104,222.4,2.015,443.094,185.561,51.36,85.028,21.68202,36.841293,-3.5942001,-11.808597
19,21806,7912,158.76,287.67,13.699,80.675,167.16,1.0,4.137,55.491,11.978,87.411,293.956,6.02,26.485,48.519,33.091,1.0,1.0,487.056,7.59,113.375,263.785,1.0,61.241,168.192,331.613,212.971,6.219,160.61,1.0,83.891,27.339,80.972,25.3,67.393,91.727,85.353,254.644,31.018,216.668,353.387,88.489,449.207,46.306,124.715,1.0,14.198,490.602,2.693,1.0,10.336,8.61985,-49.640232,-0.111058995,15.8595705
20,11645,13089,80.3,40.091,1.0,458.211,90.706,63.007,7.273,129.155,130.907,199.114,364.56,205.82,127.404,21.997,100.063,94.895,2.212,1.0,56.354,428.848,13.514,2.08,41.161,288.654,442.613,417.842,11.439,314.479,15.962,234.602,143.983,115.059,130.6,739.617,190.518,93.623,116.697,229.137,522.849,868.853,692.772,68.17,12.327,225.234,110.8,2.015,709.67,38.251,54.873,57.019,-21.067001,38.10543,7.24069,-21.807981
21,25612,5163,223.57,459.237,51.797,92.933,183.47,243.86,269.177,77.691,43.082,212.813,349.807,7.024,61.144,170.079,182.383,20.652,2.212,531.525,6.272,204.099,434.804,2.08,68.771,152.615,304.161,212.971,7.263,253.621,9.056,135.564,373.508,257.961,104.95,86.065,105.84,77.083,63.298,302.381,395.46,298.647,79.333,417.454,112.0,2.546,94.6,12.168,344.118,156.776,5.685,125.486,4.677311,-51.902218,5.9278045,20.233608
22,11976,8150,192.3,189.941,12.288,251.056,226.285,164.629,32.366,89.8,15.637,151.693,178.038,11.04,131.482,28.627,47.043,45.764,3.425,26.854,109.071,150.489,9.342,3.16,21.08,226.346,310.129,182.544,22.922,226.062,14.811,184.006,40.508,271.071,103.6,122.374,159.267,431.033,263.543,167.9,280.362,361.37,216.67,10.77,1.0,472.664,38.8,6.076,497.201,72.115,10.369,137.935,11.351243,27.800941,-0.5795907,-11.152748
23,15541,4379,87.69,103.072,8.055,84.352,45.853,133.626,7.273,62.555,22.956,164.339,85.304,7.024,119.249,12.051,218.659,15.193,1.0,5.137,28.677,95.848,5.171,1.0,129.013,165.077,299.387,94.308,20.834,157.166,4.453,143.099,40.508,236.984,18.55,37.308,72.573,230.902,121.147,203.922,36.758,151.534,75.264,57.178,1.0,296.37,11.8,10.137,482.684,56.876,12.712,145.715,16.389957,20.069641,1.4580574,-6.430212
24,16532,6222,123.51,194.285,8.055,102.739,70.318,63.007,4.137,112.0,6.489,130.617,70.551,54.213,70.318,28.627,34.486,9.734,1.0,1.0,113.025,81.415,3.086,1.0,41.161,205.577,544.065,30.412,14.571,63.007,5.604,84.968,32.983,139.969,11.8,17.598,154.227,113.47,181.22,128.276,113.862,223.38,134.268,2.221,1.0,246.884,8.2,4.046,287.371,53.49,1.0,52.35,18.331192,28.862793,0.19512485,-8.446973
25,6347,4081,203.1,509.187,64.496,76.998,183.47,1.0,1.0,84.755,15.637,175.93,399.335,7.024,4.058,2.105,40.067,6.459,1.0,483.953,2.318,124.715,245.015,1.0,31.121,107.962,193.161,327.577,12.483,358.114,1.0,22.53,123.288,136.035,82.0,45.607,99.791,63.851,1.0,31.018,167.5,329.438,66.108,424.781,281.898,1.0,4.6,9.122,271.535,7.773,1.0,2.556,9.949509,-66.80461,-3.2665205,21.64075
26,19553,1766,90.96,118.274,8.055,383.439,156.966,42.338,140.578,15.127,21.126,178.038,141.155,14.052,107.016,12.051,12.162,1.0,1.0,93.04,85.348,135.025,86.509,1.0,36.141,176.5,299.387,315.406,5.176,292.662,1.0,80.662,160.915,442.815,1.0,89.178,13.097,202.785,214.595,147.488,363.054,656.736,136.302,601.866,75.755,129.354,1.0,7.091,342.798,24.705,1.0,167.5,28.90149,-2.5022297,-4.0522857,1.1495533
27,6464,7074,131.61,587.37,27.809,61.063,138.617,6.167,46.48,74.664,8.319,262.342,399.335,8.028,20.368,33.048,34.486,3.184,1.0,442.587,3.636,272.142,593.309,1.0,116.462,269.962,590.613,347.861,11.439,182.428,1.0,24.683,266.271,21.976,37.45,95.402,99.791,222.632,32.149,103.061,82.574,307.771,127.147,614.078,424.612,2.546,2.8,14.198,377.11,2.693,1.0,49.238,-4.860754,-60.251587,3.4195666,20.390797
28,20751,15211,199.41,556.965,13.699,214.283,182.451,18.224,107.644,87.782,8.319,107.434,220.19,8.028,26.485,170.079,6.581,45.764,5.85,523.252,11.544,193.789,783.098,175.96,28.611,195.192,418.742,227.17,1.0,230.655,10.207,64.514,157.153,90.15,217.0,91.252,101.807,179.629,38.824,117.47,402.164,375.055,101.714,401.577,145.98,1.0,31.6,4.046,245.141,38.251,75.954,41.458,7.3930206,-60.277115,0.56757164,23.964846
29,3462,4578,187.61,376.711,26.398,165.253,165.121,123.291,18.251,25.218,13.808,60.013,400.389,7.024,1.0,68.41,33.091,52.315,7.062,548.071,3.636,242.245,451.489,2.08,141.563,269.962,231.355,332.648,30.229,197.355,14.811,33.295,128.932,54.752,227.8,186.692,56.444,98.584,58.849,115.069,585.426,379.616,24.398,372.267,227.531,1.0,15.4,11.152,341.478,141.537,17.396,114.593,16.288584,-61.259846,-5.5052176,19.594353
30,23925,9034,89.54,268.124,12.288,148.092,173.277,37.171,49.617,70.627,13.808,160.123,212.813,79.314,56.047,6.525,40.067,44.672,1.0,165.432,132.794,344.31,7.257,11.8,48.691,247.115,509.452,375.245,9.351,221.469,2.151,41.907,87.542,104.571,45.55,164.907,177.413,201.131,178.996,139.083,455.802,458.305,259.397,364.939,1.0,242.245,4.6,19.274,217.428,26.398,1.0,43.014,11.7008915,-16.848886,-1.7701261,6.092285
31,25987,959,185.9,79.183,6.644,156.672,191.626,59.562,322.499,25.218,13.808,155.908,296.063,11.04,201.819,197.706,20.534,47.948,1.0,439.484,119.615,233.997,90.681,82.0,362.447,182.731,274.323,330.619,21.878,105.493,12.509,274.433,347.169,28.531,79.3,87.103,123.985,354.95,250.194,134.28,285.95,313.473,178.012,506.606,1.0,107.704,15.4,64.96,257.018,219.425,12.712,195.509,13.509216,-14.364723,4.376685,5.4198236
32,13921,17267,323.91,14.03,10.877,86.804,102.939,374.764,465.214,72.645,4.659,226.513,165.392,295.178,1.0,78.356,2.395,602.584,16.761,12.376,176.286,324.721,21.856,10.72,8.53,326.038,122.742,88.222,77.204,399.452,393.464,203.384,601.153,179.299,611.2,71.542,137.09,45.657,69.973,290.374,168.617,349.966,206.497,1.0,12.327,1.0,476.2,214.201,81.501,188.947,337.123,567.411,-24.328182,16.182484,14.094823,-14.893005
33,5328,11462,179.37,113.93,2.411,83.126,79.493,45.783,4.137,16.136,43.082,193.845,195.953,6.02,113.133,3.21,93.087,4.275,3.425,7.205,81.394,91.724,7.257,1.0,136.543,218.038,72.613,175.445,37.536,110.086,20.566,26.836,64.966,149.146,68.5,34.196,29.226,100.238,58.849,98.258,23.349,213.116,117.991,5.885,1.0,240.698,40.6,4.046,472.127,94.127,2.171,95.921,15.296289,29.614674,1.1644905,-6.257325
34,11023,14729,107.88,16.202,12.288,352.795,334.34,25.114,87.256,57.509,21.126,166.446,171.715,14.052,113.133,115.929,30.3,38.121,7.062,20.649,188.148,159.768,15.599,4.24,317.266,261.654,498.71,381.33,23.966,157.166,50.49,134.487,239.932,99.327,161.65,91.252,131.041,82.045,121.147,121.072,141.799,330.579,276.691,33.974,7.796,509.779,240.4,9.122,445.733,271.915,80.639,295.098,9.49515,44.937572,-1.9642293,-17.660732
35,10753,722,84.42,11.859,5.233,393.245,729.862,14.779,1.0,41.364,21.126,99.003,591.127,24.092,327.204,1.0,60.996,174.597,1.0,295.736,159.153,455.653,199.132,634.96,1.0,738.308,246.871,659.224,1.0,377.634,1.0,128.028,2.881,331.378,88.75,824.682,310.478,110.162,243.519,93.456,224.49,616.822,261.432,502.943,5.531,324.206,1.0,5.061,337.519,1.0,1.0,106.813,-11.078421,-14.972689,-13.352747,5.6229258
36,36,2467,197.56,480.954,32.042,204.477,230.362,11.334,26.093,22.191,26.615,225.459,462.563,4.012,5.078,10.946,35.881,28.295,3.425,877.969,20.769,170.077,564.111,4.24,26.101,260.615,146.613,407.699,2.044,352.372,14.811,32.219,128.932,242.228,231.85,39.383,16.121,144.896,107.797,9.405,212.198,533.572,47.796,259.91,363.449,7.186,56.8,14.198,65.664,26.398,5.685,75.692,18.0635,-66.38831,-6.5866733,21.207891
37,2359,14433,98.92,33.576,1.0,611.432,155.947,574.564,432.279,67.6,11.978,290.794,99.003,9.032,29.543,319.265,5.186,53.407,9.487,1.0,57.672,108.22,55.225,6.4,48.691,248.154,503.484,139.947,3.088,165.203,43.584,145.252,467.576,301.224,152.2,131.71,219.752,88.661,110.022,381.629,145.151,246.188,85.437,31.532,10.061,160.283,591.4,1.0,514.357,605.48,217.665,547.182,1.948803,69.426125,-3.7110467,-24.174913
38,21070,11909,48.89,502.672,24.987,123.577,194.684,1.0,21.388,57.509,6.489,65.282,321.354,35.137,6.097,5.42,31.696,11.918,1.0,561.516,1.0,203.068,326.353,1.0,191.764,149.5,116.774,302.221,6.219,72.193,2.151,37.601,72.492,25.909,154.9,110.963,56.444,1.0,1.0,50.23,156.326,302.068,61.021,502.943,89.347,1.0,1.0,15.213,179.157,1.0,1.0,46.126,8.069342,-65.65947,-2.4691873,21.683302
40,21845,9127,296.48,174.739,10.877,86.804,213.033,38.893,96.666,71.636,11.978,152.747,526.845,13.048,44.834,19.787,79.134,18.469,1.0,54.776,126.204,143.272,5.171,2.08,53.711,159.885,345.935,183.558,16.658,85.972,5.604,126.952,142.102,118.992,49.6,107.85,670.36,282.175,183.445,230.338,155.208,306.63,162.753,247.697,1.0,178.841,19.0,10.137,292.65,9.466,2.171,123.93,-3.7554913,37.843468,6.736787,-13.853858
41,12065,5043,55.15,74.839,15.11,68.417,144.734,54.395,2.568,74.664,37.593,112.703,316.085,6.02,149.831,37.468,319.117,20.652,1.0,12.376,48.446,111.313,1.0,1.0,1.0,197.269,275.516,144.004,67.809,365.003,2.151,156.017,1.0,319.579,14.5,53.907,44.347,174.667,256.869,209.925,120.567,238.205,83.402,163.429,1.0,242.245,1.0,6.076,420.659,158.469,6.856,148.827,16.368053,12.5611515,2.7660968,-4.3691235
42,24069,4040,202.53,103.072,5.233,86.804,115.171,1.0,173.512,66.591,11.978,273.934,212.813,7.024,96.822,3.21,21.929,4.275,1.0,264.711,19.451,124.715,15.599,1.0,179.214,237.769,280.29,116.62,18.746,58.414,2.151,44.06,159.034,16.732,28.0,77.766,104.831,90.315,92.223,56.233,157.443,357.949,126.129,461.419,1.0,81.415,31.6,13.183,284.732,112.753,1.0,8.78,11.923763,-10.93931,4.115272,3.5733085
43,17506,6818,110.58,135.648,8.055,134.609,61.144,26.836,7.273,69.618,8.319,192.791,47.367,508.03,140.656,25.312,30.3,59.957,1.0,106.484,111.707,597.926,7.257,1.0,154.113,535.808,487.968,360.031,23.966,103.197,1.0,140.946,48.034,36.398,18.55,905.598,108.864,270.598,332.517,164.298,234.547,417.25,901.321,32.753,7.796,418.539,20.8,8.107,487.963,7.773,1.0,4.112,-22.251694,39.756657,6.5041313,-22.011803
44,23573,12862,353.62,378.883,6.644,171.382,216.091,138.793,7.273,533.8,4.659,191.737,384.582,8.028,64.202,55.149,9.372,130.925,1.0,548.071,159.153,236.059,401.434,36.64,16.06,215.962,449.774,225.141,162.803,260.51,94.225,205.537,121.407,74.417,215.65,55.981,123.985,187.899,205.695,367.22,195.436,399.003,101.714,270.901,143.714,5.639,85.6,154.302,234.584,155.083,34.964,114.593,6.4058266,-51.397514,-2.3849688,15.2130575
45,16141,3410,36.53,70.496,5.233,91.707,190.606,4.445,106.075,14.118,13.808,154.854,174.877,6.02,170.218,40.783,37.277,6.459,2.212,2.034,41.856,24.712,1.0,1.0,81.322,152.615,246.871,201.814,35.448,76.786,2.151,89.274,324.593,62.618,14.5,277.981,64.509,80.391,156.746,70.642,201.023,330.579,157.666,84.046,1.0,203.584,10.0,8.107,518.316,56.876,1.0,4.112,15.438448,12.735867,3.6661682,-2.5053604
46,2969,6536,338.84,389.741,47.564,176.285,139.637,88.843,104.507,47.418,17.467,218.082,384.582,28.109,3.039,84.987,62.391,38.121,4.637,669.068,7.59,246.368,436.889,1.0,184.234,339.538,544.065,373.216,17.702,280.031,18.264,16.071,302.017,138.657,191.35,83.991,67.533,169.705,47.724,76.645,323.943,474.271,199.376,531.032,259.245,24.197,148.6,12.168,336.199,73.808,12.712,78.804,-8.690559,-59.63836,5.263785,21.555632
47,13634,7451,103.61,57.465,10.877,78.223,207.936,1.0,13.546,77.691,30.275,214.921,221.244,12.044,165.121,3.21,51.229,25.02,1.0,19.615,99.846,161.83,1.0,1.0,103.912,202.462,181.226,250.496,22.922,188.169,1.0,144.176,102.593,142.591,34.75,120.299,94.751,356.604,167.871,123.474,78.104,351.106,245.155,49.851,1.0,420.085,4.6,9.122,359.954,46.717,2.171,75.692,10.108532,28.896152,-0.60755885,-12.032655
48,10126,5662,133.17,263.78,19.343,410.406,143.714,26.836,4.137,65.582,19.297,145.37,256.019,6.02,89.687,34.153,38.672,2.092,1.0,197.491,11.544,316.474,71.91,1.0,58.731,287.615,614.484,330.619,17.702,220.321,1.0,81.738,106.356,282.87,22.6,240.636,108.864,128.356,110.022,182.309,739.634,428.654,100.697,383.258,57.633,154.098,1.0,9.122,387.667,16.239,1.0,50.794,21.184624,-19.085754,-6.3995066,0.95554906
49,7278,15647,67.23,1.0,3.822,80.675,226.285,123.291,21.388,77.691,96.143,169.608,55.797,7.024,32.601,15.366,303.77,61.049,3.425,11.342,48.446,123.684,1.0,2.08,126.503,171.308,298.194,207.899,3.088,363.855,18.264,28.989,175.966,340.555,45.55,145.196,100.799,82.045,65.523,125.875,19.997,246.188,175.978,3.443,1.0,138.633,121.6,1.0,802.048,117.832,53.702,83.472,17.720179,24.491531,2.5461419,-6.3348427
50,5250,3174,27.29,3.172,12.288,10.806,34.64,1.0,40.207,22.191,2.83,242.32,227.566,4.012,2.019,301.584,7.976,340.551,1.0,13.41,483.367,11.31,1.0,1.0,1.0,130.808,465.29,23.313,347.571,355.817,263.41,223.837,134.576,171.433,316.9,29.009,117.936,88.661,29.924,65.839,2.117,158.377,5.069,1.0,32.714,1.0,83.8,330.954,76.222,1.0,27.937,21.229,-23.477795,12.962158,13.168555,-14.161968
51,12807,1244,165.15,150.85,24.987,331.957,212.013,25.114,10.41,64.573,37.593,107.434,23.13,11.04,160.024,10.946,331.675,71.967,1.0,32.025,2.318,501.015,42.712,1.0,48.691,220.115,302.968,199.786,11.439,448.828,1.0,128.028,32.983,446.748,7.75,360.972,43.339,22.502,85.548,51.43,135.094,339.702,117.991,281.892,23.653,4.093,6.4,3.03,627.849,12.853,2.171,80.36,25.228493,11.885433,4.062977,-3.6912806
52,4520,15371,67.51,1.0,1.0,170.156,107.016,63.007,55.89,25.218,19.297,130.617,112.703,7.024,82.551,9.841,1.0,35.938,4.637,2.034,194.737,118.529,1.0,35.56,445.279,181.692,108.419,245.425,2.044,146.831,41.282,28.989,149.627,71.795,121.15,26.935,58.46,429.379,152.296,111.466,73.634,298.647,264.484,1.0,1.0,455.653,134.2,15.213,534.152,205.88,141.539,88.14,14.614609,45.89092,-4.2647943,-16.22579
53,3334,6664,201.68,635.148,30.631,204.477,166.141,9.612,63.732,42.373,10.148,197.006,440.434,7.024,2.019,89.407,45.648,29.387,4.637,402.255,14.179,251.523,543.255,2.08,189.254,290.731,498.71,333.662,5.176,207.69,15.962,16.071,315.186,14.11,219.7,54.944,77.614,333.449,116.697,61.036,190.966,354.527,111.887,509.049,290.959,18.011,114.4,12.168,424.618,105.98,24.423,55.463,-7.9941597,-58.812286,5.0122046,20.821321
54,23240,9924,340.54,302.872,32.042,97.836,187.548,92.288,101.37,66.591,8.319,179.092,180.146,21.08,4.058,4.315,31.696,9.734,1.0,376.401,8.908,256.678,213.731,1.0,136.543,159.885,326.839,111.549,16.658,74.49,9.056,70.973,157.153,94.083,68.5,63.243,73.581,39.041,29.924,211.126,206.611,164.079,105.783,252.582,55.367,7.186,24.4,19.274,225.346,14.546,3.342,134.822,7.209841,-43.54581,3.595573,12.262947
56,18355,648,222.15,90.041,8.055,204.477,155.947,94.01,30.797,10.082,13.808,5.215,286.579,11.04,133.52,88.302,34.486,2.092,1.0,20.649,18.133,141.211,38.541,1.0,123.992,191.038,283.871,368.145,2.044,90.566,2.151,120.492,31.102,213.386,5.05,341.262,232.857,88.661,72.198,86.251,346.292,484.534,157.666,367.381,46.306,169.562,8.2,3.03,328.281,6.08,1.0,123.93,20.043556,-1.7641525,-1.24235,1.6337041
57,3946,13295,59.84,5.343,1.0,219.187,187.548,71.619,1.0,60.536,2.83,143.263,147.478,82.326,86.629,10.946,2.395,75.243,5.85,29.957,69.533,166.985,1.0,3.16,78.812,252.308,260.0,247.454,15.614,53.821,41.282,17.148,14.169,16.732,113.05,69.467,95.759,325.179,136.722,107.864,121.685,492.517,328.574,13.213,1.0,293.277,222.4,1.0,740.022,90.741,63.072,89.696,12.232367,43.435604,-2.614802,-15.60515
58,18900,13663,191.31,200.8,61.674,108.867,272.157,286.921,170.375,109.982,15.637,165.392,388.797,47.185,17.31,9.841,5.186,43.58,2.212,392.947,1.0,196.882,226.244,2.08,151.603,165.077,304.161,308.307,1.0,237.545,7.906,246.444,232.407,164.878,171.1,169.056,197.574,39.041,23.249,336.001,553.02,287.243,157.666,373.488,152.776,21.104,35.2,3.03,279.453,275.302,40.819,363.565,12.255766,-44.50949,-3.3310323,14.022528
59,14999,3931,103.19,72.667,13.699,482.726,136.579,1.0,79.414,62.555,44.912,113.756,155.908,7.024,103.958,5.42,141.92,8.643,1.0,16.512,61.625,129.87,1.0,1.0,18.57,119.385,199.129,263.681,42.755,389.117,1.0,195.848,187.254,699.776,5.05,184.617,81.646,52.273,187.895,100.66,382.05,286.103,99.679,99.923,1.0,211.316,22.6,6.076,385.028,21.319,1.0,1.0,31.909191,12.385458,-3.8963258,-2.8779058
60,24829,2790,185.05,77.011,5.233,70.869,214.052,2.722,5.705,47.418,13.808,232.835,428.842,9.032,178.373,25.312,24.719,11.918,1.0,227.481,8.908,115.437,21.856,1.0,284.636,232.577,341.161,188.629,8.307,118.124,1.0,46.213,72.492,101.949,59.05,183.579,135.074,96.93,34.374,47.828,245.721,274.699,185.133,520.04,5.531,110.797,8.2,12.168,316.404,61.956,1.0,122.374,10.556593,-11.033472,3.4831471,3.6006992
62,13030,8213,136.02,137.82,16.521,97.836,163.083,7.89,27.661,81.727,88.824,218.082,83.196,13.048,117.21,52.939,143.316,52.315,3.425,12.376,41.856,149.458,5.171,2.08,51.201,228.423,133.484,192.686,22.922,226.062,11.358,304.575,115.763,491.323,107.65,187.729,111.888,125.048,65.523,153.492,66.93,291.805,163.77,1.0,1.0,220.594,71.2,10.137,440.454,100.9,24.423,108.369,19.946201,18.274916,1.4923426,-5.505036
64,12328,12248,61.26,224.689,16.521,62.288,352.689,30.281,107.644,116.036,119.929,105.326,273.934,72.285,147.792,21.997,154.478,53.407,4.637,11.342,164.425,163.892,13.514,55.0,53.711,171.308,307.742,370.174,16.658,285.772,28.622,87.121,61.203,172.744,140.05,307.028,386.084,184.591,243.519,135.481,137.329,417.25,253.293,124.348,1.0,466.478,55.0,25.366,526.234,67.036,20.91,201.734,-0.6327362,32.54825,2.7040656,-15.08887
65,11979,1890,271.75,357.165,15.11,192.22,66.241,59.562,33.934,42.373,2.83,105.326,244.427,15.056,123.327,3.21,28.905,4.275,1.0,614.258,2.318,340.186,336.781,1.0,96.382,177.538,285.065,273.823,5.176,102.048,1.0,111.88,130.814,27.22,17.2,47.682,51.404,176.321,85.548,113.868,186.497,426.373,171.908,484.623,275.102,5.639,10.0,6.076,392.946,7.773,1.0,99.033,9.046574,-62.142334,-1.6816785,19.913576
66,24915,2990,152.5,116.102,9.466,312.345,152.889,2.722,8.841,53.473,26.615,249.696,200.168,8.028,179.393,20.892,24.719,14.102,1.0,117.86,85.348,545.347,99.023,1.0,184.234,288.654,356.677,266.724,52.15,330.555,34.377,81.738,76.254,286.803,42.85,121.336,124.993,72.121,36.599,39.423,472.564,249.61,94.593,422.339,14.592,79.868,2.8,38.564,292.65,58.569,1.0,142.603,20.673359,-17.139057,-5.9623513,1.3586811
