cell,x,y,area µm²,PSD-95,NeuN,CD68,CD11c,E5,E9,CD8,H2A.x,CD3e,ATG7,CD163,ApoE,E7,Olig2,HLA-A,SMA,TMEM119,Vimentin,CD11b,Synaptophysin,a-Beta,CD4,CD40,CD45,CD34,PCNA,Claudin-5,E2,E10,DAPI_1,CD31,HLA-DR,Gal3,AQP4,GFAP,E6,CD74,IBA1,CD14,P2Rx7,MAP2,CD44,E3,CollagenIV,S100B,E4,E1,E8,None,UMAP_1,UMAP_2,TSNE_1,TSNE_2
4011,10758,5679,171.83,265.952,15.11,95.384,146.772,40.616,5.705,59.527,17.467,130.617,279.203,5.016,100.9,31.942,41.462,1.0,1.0,78.562,18.133,144.303,78.167,1.0,51.201,232.577,547.645,225.141,11.439,184.724,1.0,62.361,72.492,244.85,28.0,212.626,154.227,144.896,205.695,153.492,272.54,268.997,84.42,413.79,59.898,124.715,1.0,8.107,292.65,21.319,1.0,46.126,10.674801,-0.8291054,0.6027747,4.208714
4013,6880,8308,112.71,461.409,15.11,61.063,67.26,190.466,209.582,102.918,8.319,205.437,199.114,9.032,84.59,84.987,30.3,21.744,2.212,40.298,8.908,363.898,280.47,1.0,116.462,170.269,422.323,187.615,18.746,131.903,5.604,158.17,401.729,33.776,56.35,12.411,83.662,245.788,105.572,266.359,70.282,144.692,96.627,327.079,263.776,124.715,74.8,11.152,498.52,70.422,8.027,217.294,-10.846647,-45.875862,6.8540792,16.644016
4014,5061,7165,118.54,478.783,44.742,302.539,125.365,9.612,22.956,50.445,10.148,241.266,358.237,6.02,1.0,49.624,37.277,8.643,2.212,433.28,1.0,318.536,501.543,1.0,106.422,406.0,522.581,350.904,18.746,249.028,4.453,17.148,251.22,37.709,122.5,150.383,66.525,168.051,9.9,44.226,480.386,515.325,99.679,669.035,306.816,1.0,55.0,12.168,469.487,29.785,3.342,44.57,3.8391132,-54.563824,4.040899,21.329832
4016,11435,16949,90.68,83.526,22.165,203.252,159.005,35.448,102.939,139.245,22.956,170.661,310.816,7.024,10.174,34.153,23.324,249.931,4.637,20.649,342.347,812.365,182.447,3.16,126.503,115.231,312.516,482.751,413.335,580.879,294.485,174.318,211.712,278.937,423.55,14.486,367.938,4.308,214.595,158.294,42.346,207.414,124.095,329.522,105.204,7.186,29.8,268.009,576.382,26.398,3.342,232.855,49.495697,-10.020531,15.901723,-19.674135
4017,22797,1135,156.34,111.759,10.877,144.415,225.265,2.722,5.705,26.227,30.275,76.873,272.88,6.02,184.49,60.675,17.743,19.561,1.0,154.056,29.995,62.858,249.186,1.0,111.442,141.192,298.194,276.866,3.088,258.214,1.0,143.099,271.915,289.425,3.7,432.551,92.735,250.75,172.321,83.85,160.795,279.26,97.645,539.581,5.531,194.305,1.0,7.091,350.716,31.478,1.0,122.374,17.55499,-7.04368,1.1662972,3.4396062
4018,25964,12892,178.37,748.078,34.864,112.545,162.063,137.071,1.0,108.973,13.808,101.111,253.911,6.02,24.446,39.678,16.348,35.938,3.425,743.528,33.949,292.762,645.449,97.12,6.02,180.654,402.032,285.994,1.0,212.283,9.056,244.291,32.983,151.768,200.8,21.748,102.815,242.48,161.196,273.564,255.779,399.003,83.402,352.726,243.388,19.557,8.2,5.061,191.034,138.151,36.135,92.808,6.0071526,-61.847176,0.5110236,24.153666
4019,5351,4021,147.39,491.813,24.987,285.378,173.277,1.0,7.273,98.882,21.126,164.339,370.883,7.024,23.427,1.0,154.478,23.928,1.0,480.851,6.272,147.396,322.182,1.0,91.362,149.5,274.323,330.619,12.483,322.517,2.151,34.372,247.458,94.083,91.45,101.626,103.823,85.353,12.125,17.81,283.715,351.106,69.16,407.683,200.347,1.0,15.4,10.137,478.725,82.275,1.0,15.005,9.769203,-60.722862,-2.208743,19.816198
4021,13615,1874,110.01,139.991,10.877,407.955,99.881,6.167,7.273,49.436,24.786,113.756,47.367,19.072,103.958,3.21,98.668,3.184,1.0,129.236,4.954,219.563,21.856,1.0,36.141,67.462,116.774,245.425,9.351,251.324,1.0,111.88,21.695,507.055,6.4,38.346,51.404,123.394,114.472,63.438,218.903,219.959,64.073,402.798,32.714,84.508,1.0,4.046,361.273,14.546,1.0,92.808,31.05452,1.8242607,-2.02762,-0.31803924
4022,2129,16332,102.76,11.859,3.822,138.286,364.921,214.579,44.912,108.973,13.808,202.275,232.835,8.028,186.529,82.777,16.348,140.751,4.637,1.0,126.204,99.972,1.0,4.24,43.671,420.538,430.677,251.511,19.79,288.069,66.603,90.35,98.831,259.272,146.8,162.832,451.608,379.76,147.846,134.28,290.419,335.14,250.241,5.885,10.061,214.409,103.6,157.348,551.308,105.98,57.216,156.607,4.9581394,37.89329,1.1219155,-15.468665
4024,2976,7478,471.3,480.954,30.631,202.026,144.734,309.312,240.948,64.573,15.637,229.674,470.994,7.024,1.0,250.75,27.51,56.682,8.274,564.618,4.954,181.418,405.605,4.24,129.013,269.962,521.387,270.781,10.395,282.328,28.622,55.902,490.153,84.906,218.35,63.243,75.597,184.591,3.225,277.166,383.168,461.726,101.714,400.356,331.735,1.0,308.8,11.152,309.806,221.119,29.108,298.21,-17.953072,-57.60048,7.9721794,21.527632
4025,12806,16256,92.53,148.678,9.466,401.826,179.393,87.121,16.683,95.855,26.615,149.585,131.671,7.024,35.659,7.631,1.0,26.111,3.425,575.994,7.59,230.904,328.438,4.24,61.241,181.692,274.323,279.909,8.307,307.59,12.509,177.547,36.746,191.098,191.35,72.579,97.775,37.387,89.998,143.886,510.557,464.007,111.887,55.957,25.918,1.0,127.0,3.03,140.886,177.095,10.369,15.005,24.880302,-43.771088,-7.3892636,13.801736
4026,19890,10816,302.45,446.207,34.864,152.995,228.323,14.779,32.366,81.727,15.637,88.465,238.104,6.02,4.058,26.417,33.091,21.744,1.0,497.398,2.318,202.037,305.497,1.0,98.892,151.577,400.839,258.61,7.263,243.286,3.302,75.279,127.051,107.193,123.85,150.383,70.557,34.079,18.8,80.248,273.658,384.178,38.641,506.606,225.265,1.0,1.0,13.183,396.905,2.693,1.0,39.902,10.933411,-58.892555,-2.2717159,19.126167
4028,7736,17239,532.7,11.859,2.411,621.238,885.829,73.341,55.89,102.918,4.659,99.003,739.712,86.342,202.839,28.627,197.73,165.862,5.85,30.991,387.157,158.737,1.0,235.36,154.113,470.385,561.968,665.31,5.176,297.255,40.131,185.083,183.492,74.417,327.7,673.224,897.177,133.318,147.846,139.083,377.581,632.788,155.631,55.957,1.0,480.396,26.2,23.335,439.135,68.729,40.819,147.271,-5.7804794,30.965797,-14.521273,4.2855244
4029,2367,13828,112.42,7.515,5.233,184.865,188.567,497.055,266.041,36.318,17.467,183.307,132.725,6.02,27.504,191.075,3.791,30.479,5.85,4.102,51.082,116.467,1.0,4.24,131.523,292.808,374.581,194.715,4.132,196.207,26.32,122.645,350.932,213.386,99.55,50.794,60.476,151.512,172.321,275.965,196.554,246.188,90.523,27.868,1.0,202.037,380.8,1.0,472.127,356.576,270.367,354.229,2.5270824,65.05474,-3.320832,-23.15245
4030,8305,9122,34.82,124.789,8.055,61.063,127.404,314.479,287.997,35.309,13.808,197.006,269.718,10.036,132.501,62.885,35.881,2.092,1.0,33.059,33.949,176.263,17.685,1.0,134.033,311.5,246.871,221.084,7.263,164.055,3.302,239.985,486.39,48.197,9.1,32.121,41.323,87.007,16.575,400.84,54.638,242.767,82.385,132.897,21.388,178.841,20.8,10.137,311.125,148.31,16.225,86.584,2.6658096,13.309219,6.278998,-7.341905
4031,10930,851,144.83,226.861,120.936,111.319,60.124,9.612,1.0,38.336,19.297,93.734,292.902,5.016,40.756,2.105,2.395,6.459,1.0,425.006,12.861,141.211,184.532,1.0,43.671,100.692,75.0,217.027,100.169,400.6,1.0,65.591,10.407,285.492,1.0,65.318,11.081,173.013,241.294,97.058,401.047,320.315,23.381,306.318,157.306,58.218,1.0,6.076,246.461,1.0,1.0,80.36,21.091776,-62.235256,-8.311743,21.589521
4032,15779,4480,55.86,42.263,5.233,78.223,111.094,209.412,33.934,32.282,8.319,156.962,253.911,31.121,190.606,4.315,17.743,17.377,1.0,11.342,110.389,111.313,3.086,1.0,319.776,241.923,285.065,164.288,9.351,95.159,5.604,97.886,31.102,78.35,23.95,113.037,79.63,348.334,308.042,199.119,76.987,403.565,198.358,37.638,1.0,571.636,31.6,6.076,621.251,168.629,1.0,273.313,10.0474615,36.57435,-0.8926578,-13.475014
4033,876,7973,35.25,233.376,30.631,152.995,165.121,273.141,405.619,113.009,21.126,350.861,439.38,7.024,20.368,334.737,81.925,341.643,5.85,18.581,464.916,939.173,67.739,5.32,11.04,232.577,695.645,487.822,201.426,420.121,373.899,40.831,426.186,347.11,613.9,7.224,261.083,217.671,265.768,291.575,38.993,208.555,136.302,583.546,19.122,2.546,233.2,144.149,503.799,136.458,34.964,422.696,-27.4454,19.52469,16.382425,-20.055887
4034,23816,3477,67.08,70.496,5.233,139.512,394.484,1.0,264.473,31.273,22.956,313.978,319.247,7.024,172.257,2.105,16.348,138.567,1.0,686.649,62.943,250.492,67.739,1.0,103.912,313.577,323.258,419.87,23.966,130.755,1.0,9.612,223.0,33.776,6.4,819.495,138.098,273.906,207.92,21.412,42.346,295.226,130.199,371.045,3.265,121.622,13.6,310.649,317.724,63.649,1.0,2.556,5.863266,-24.653938,-7.3107357,7.1895437
4035,15202,9036,34.96,226.861,15.11,70.869,164.102,85.398,167.239,77.691,11.978,113.756,30.506,302.206,110.074,113.719,42.858,15.193,1.0,3.068,82.712,123.684,21.856,1.0,28.611,170.269,360.258,133.862,12.483,59.562,3.302,102.192,160.915,341.866,61.75,127.561,100.799,227.594,230.169,202.721,307.181,83.11,274.657,11.991,1.0,469.571,1.0,8.107,697.793,105.98,1.0,39.902,13.284838,27.173588,0.14647222,-10.129477
4036,23326,1830,120.24,189.941,9.466,31.644,172.257,66.452,320.931,20.173,6.489,126.402,369.829,7.024,100.9,52.939,23.324,34.846,1.0,112.689,49.764,62.858,282.555,1.0,93.872,33.192,152.581,247.454,67.809,127.31,50.49,121.569,292.61,101.949,30.7,107.85,164.308,412.839,230.169,148.689,76.987,263.295,112.904,367.381,66.694,4.093,1.0,81.204,229.305,144.924,1.0,198.621,9.639862,-15.663536,4.659153,6.028429
4037,11080,7155,245.74,163.88,10.877,301.313,232.401,30.281,93.529,76.682,15.637,233.889,213.867,6.02,104.978,67.305,34.486,16.285,1.0,30.991,33.949,169.046,23.942,1.0,36.141,307.346,519.0,197.757,20.834,190.466,2.151,163.553,232.407,210.764,22.6,117.187,116.928,65.505,103.347,161.897,374.228,327.158,124.095,79.161,10.061,160.283,17.2,8.107,385.028,7.773,13.883,106.813,15.14175,20.510424,-4.65262,-6.8664794
4038,13673,2326,223.85,168.224,8.055,362.601,151.869,4.445,151.556,36.318,11.978,141.155,120.079,6.02,127.404,2.105,31.696,6.459,1.0,119.929,35.266,135.025,28.113,1.0,51.201,80.962,88.129,274.838,12.483,164.055,1.0,79.585,70.61,236.984,9.1,197.065,83.662,115.124,294.693,79.047,359.701,357.949,73.229,250.139,55.367,149.458,6.4,8.107,366.552,48.41,1.0,80.36,27.824799,-0.88007545,-1.7091528,0.09244482
4040,25885,14507,123.51,274.639,1.0,172.607,77.454,11.334,35.502,62.555,8.319,119.025,12.592,6.02,4.058,77.251,2.395,14.102,5.85,689.752,12.861,191.728,242.929,140.32,1.0,198.308,399.645,81.123,1.0,45.783,18.264,195.848,138.339,124.236,153.55,64.28,45.355,325.179,116.697,95.857,640.181,267.856,117.991,1.0,107.469,4.093,127.0,2.015,69.624,16.239,65.414,97.477,29.453,-36.739227,-7.575219,12.254374
4041,5667,14596,86.7,11.859,1.0,709.493,131.482,193.91,309.953,79.709,22.956,218.082,4.161,10.036,16.291,70.621,6.581,63.233,9.487,1.0,35.266,132.963,1.0,6.4,41.161,352.0,385.323,140.961,38.58,136.497,66.603,174.318,390.441,278.937,168.4,43.533,89.71,63.851,52.174,237.542,478.151,294.086,157.666,1.0,1.0,103.065,431.2,1.0,391.626,475.102,216.494,355.785,3.609974,64.14709,-4.360959,-22.478682
4043,13433,14133,196.0,242.063,1.0,73.32,274.196,192.188,30.797,118.055,4.659,91.627,243.373,19.072,64.202,6.525,9.372,43.58,2.212,42.366,36.584,159.768,413.948,1.0,81.322,139.115,378.161,192.686,2.044,209.986,7.906,77.432,187.254,111.126,130.6,103.701,322.575,136.626,178.996,261.556,113.862,218.818,131.216,69.391,125.592,129.354,2.8,2.015,486.643,70.422,3.342,234.411,10.032017,-27.009684,6.1324677,10.213277
4044,6482,1659,84.14,431.004,33.453,76.998,147.792,1.0,153.124,56.5,8.319,128.509,285.525,14.052,50.95,19.787,28.905,5.367,1.0,517.047,18.133,95.848,338.866,5.32,73.791,144.308,246.871,288.022,3.088,130.755,1.0,98.962,191.017,18.043,77.95,26.935,68.541,1.0,439.314,11.806,66.93,318.034,26.433,441.879,302.286,55.125,2.8,9.122,272.855,23.012,1.0,1.0,6.4107094,-65.517715,-1.4328831,21.172546
4045,15810,5099,113.56,113.93,8.055,111.319,114.152,100.9,15.115,62.555,6.489,159.07,154.854,7.024,97.842,3.21,19.138,10.826,1.0,5.137,57.672,71.105,5.171,1.0,8.53,180.654,300.581,67.938,13.527,236.397,6.755,116.186,17.932,243.539,33.4,53.907,115.92,168.051,185.67,207.524,111.628,209.695,156.649,22.983,1.0,328.845,15.4,5.061,501.16,77.195,2.171,120.818,16.047935,25.662926,-0.5578268,-8.76148
4046,24167,15016,462.2,7.515,1.0,154.221,26.485,4.445,80.983,33.291,8.319,137.994,60.013,8.028,76.435,55.149,6.581,2.092,2.212,290.565,80.077,153.582,3.086,43.12,6.02,156.769,394.871,32.441,2.044,40.041,5.604,65.591,147.746,63.929,57.7,42.495,78.622,288.791,207.92,49.029,137.329,274.699,174.96,2.221,7.796,118.529,19.0,5.061,449.692,6.08,13.883,49.238,38.1704,-23.552029,10.1870165,-0.15849437
4047,15331,9755,84.28,320.246,20.754,195.897,230.362,57.84,10.41,96.864,8.319,124.294,274.987,8.028,70.318,2.105,44.253,32.662,1.0,142.68,85.348,128.839,128.221,1.0,21.08,200.385,338.774,294.108,27.097,207.69,20.566,73.126,51.797,57.374,71.2,162.832,132.049,320.217,239.069,170.302,485.973,523.308,224.809,91.374,28.184,358.228,8.2,50.747,598.816,43.331,1.0,30.565,6.565649,25.619888,0.5464096,-11.847478
4048,19680,12924,227.55,244.235,17.932,179.962,236.479,176.686,149.987,105.945,21.126,146.424,291.848,19.072,26.485,56.254,66.577,67.6,1.0,475.68,29.995,382.455,322.182,1.0,48.691,149.5,406.806,372.202,8.307,340.89,10.207,121.569,168.441,184.543,148.15,76.729,87.694,48.965,185.67,261.556,245.721,462.866,176.995,466.304,164.102,53.579,4.6,35.518,362.593,92.434,3.342,111.481,11.049866,-48.08111,-2.638139,14.64131
4050,15033,5695,132.61,118.274,9.466,322.151,427.104,23.391,2.568,31.273,11.978,152.747,259.18,8.028,78.473,35.258,38.672,2.092,1.0,9.273,41.856,172.139,7.257,1.0,28.611,240.885,322.065,244.411,13.527,184.724,4.453,135.564,40.508,403.484,46.9,293.542,396.164,58.889,132.272,143.886,287.067,485.675,133.251,3.443,1.0,209.769,2.8,9.122,191.034,63.649,5.685,67.911,3.398304,32.459663,4.3558993,-13.850738
4051,16123,14382,121.66,7.515,1.0,476.598,129.443,109.512,102.939,56.5,10.148,147.478,69.497,8.028,97.842,130.295,2.395,7.551,2.212,1.0,40.538,120.591,3.086,2.08,3.51,176.5,372.194,45.625,7.263,133.052,13.66,159.247,151.508,247.472,52.3,70.505,95.759,103.546,112.247,200.32,380.933,363.651,88.489,2.221,1.0,72.136,42.4,2.015,259.658,107.673,25.594,128.598,27.571575,31.728298,-4.9554663,-9.398933
4053,20065,6185,68.22,313.73,10.877,323.377,323.127,1.0,1.0,92.827,39.423,100.057,8.377,14.052,66.241,16.471,27.51,1.0,1.0,10.307,69.533,116.467,126.136,1.0,28.611,114.192,376.968,126.762,12.483,51.524,1.0,101.115,36.746,138.657,29.35,150.383,79.63,70.467,116.697,146.287,256.896,165.219,94.593,16.877,5.531,147.912,1.0,8.107,225.346,23.012,1.0,7.224,23.324139,27.284725,-1.1608826,-6.728609
4054,9057,5730,82.29,396.257,16.521,231.444,114.152,35.448,74.71,61.545,6.489,107.434,189.63,5.016,55.028,23.102,33.091,4.275,1.0,58.913,3.636,466.994,388.921,1.0,28.611,244.0,467.677,233.255,8.307,103.197,2.151,55.902,324.593,27.22,63.1,97.477,96.767,207.747,5.45,166.7,120.567,225.661,36.606,539.581,279.633,10.279,2.8,9.122,433.856,58.569,1.0,32.121,-5.6155033,-45.115242,5.5231266,16.365845
4055,18801,3160,66.94,276.811,23.576,79.449,96.822,42.338,84.119,74.664,13.808,148.532,281.31,10.036,97.842,13.156,51.229,3.184,1.0,43.401,15.497,113.375,157.42,1.0,206.824,149.5,243.29,185.587,11.439,126.162,1.0,87.121,236.169,41.642,15.85,68.43,101.807,259.02,199.02,166.7,81.456,406.986,107.818,253.803,134.653,198.944,1.0,8.107,469.487,29.785,1.0,57.019,12.1071615,-1.9776373,3.3161302,1.2897385
4056,10545,8367,135.59,116.102,13.699,146.866,291.526,288.643,360.138,78.7,22.956,213.867,325.57,10.036,121.288,175.604,40.067,28.295,2.212,54.776,23.405,228.842,3.086,1.0,53.711,193.115,479.613,453.339,9.351,314.479,7.906,133.411,343.407,339.244,41.5,238.561,211.687,115.124,78.873,248.349,184.262,476.551,101.714,51.072,1.0,277.813,85.6,8.107,371.831,170.322,19.739,290.43,2.144991,18.07652,5.984789,-9.110644
4057,4365,15533,99.63,3.172,1.0,300.087,979.612,92.288,62.163,74.664,8.319,126.402,285.525,19.072,57.066,10.946,28.905,54.498,7.062,1.0,185.512,119.56,1.0,6.4,319.776,357.192,398.452,379.302,3.088,127.31,37.829,65.591,130.814,105.882,229.15,43.533,543.343,199.477,74.423,160.696,137.329,359.089,120.025,26.647,1.0,291.731,64.0,1.0,622.571,190.641,112.26,75.692,1.7961826,38.759533,1.3312813,-16.025002
4058,19256,6931,91.53,183.426,15.11,241.25,762.483,9.612,43.344,64.573,6.489,261.288,319.247,39.153,718.649,19.787,47.043,165.862,1.0,655.624,203.963,373.176,19.77,785.08,1.0,446.5,509.452,686.608,6.219,94.01,1.0,745.944,106.356,112.437,118.45,709.533,348.785,105.2,210.145,139.083,255.779,316.894,207.514,81.604,1.0,421.632,8.2,8.107,234.584,2.693,1000.0,5.668,-11.332916,-12.457043,-13.798226,5.1889358
4060,8433,2515,63.53,398.428,29.22,53.708,123.327,4.445,48.049,33.291,13.808,91.627,342.43,10.036,26.485,13.156,116.806,1.0,1.0,635.975,4.954,223.687,355.551,1.0,26.101,113.154,335.194,295.122,12.483,188.169,1.0,40.831,230.525,86.217,23.95,130.673,26.202,77.083,417.065,67.04,102.688,336.281,29.485,347.841,352.122,183.48,1.0,10.137,361.273,29.785,1.0,72.579,5.311775,-61.035496,0.23833194,18.5227
4062,20092,320,118.68,1.0,60.263,25.515,8.136,131.903,2.568,1.0,10.148,94.788,2.054,53.209,9.155,98.248,2.395,8.643,768.436,1.0,275.132,193.789,1.0,1.0,1.0,92.385,138.258,3.028,102.257,530.355,323.258,264.745,1.0,504.433,38.8,27.972,237.897,1.0,1.0,151.09,6.587,243.908,3.035,8.328,1.0,1.0,4.6,320.802,3.639,87.354,52.531,32.121,23.423523,16.67168,12.46764,-12.991371
4063,3664,16385,81.87,24.889,1.0,317.248,378.173,44.06,44.912,104.936,2.83,105.326,203.329,10.036,99.881,2.105,7.976,82.885,4.637,1.0,194.737,81.415,1.0,3.16,164.153,209.731,227.774,289.037,2.044,99.752,29.773,54.825,119.525,4.933,150.85,163.869,159.267,270.598,296.918,44.226,218.903,314.613,153.597,41.302,1.0,426.271,139.6,2.015,406.143,136.458,58.387,117.706,11.912792,42.633568,-3.0560157,-15.221126
4064,20848,13781,254.27,202.972,2.411,80.675,166.141,137.071,84.119,90.809,4.659,122.187,441.487,84.334,6.097,91.617,2.395,22.836,1.0,166.466,44.492,264.926,359.722,15.04,91.362,165.077,372.194,201.814,19.79,181.279,14.811,80.662,241.814,82.283,115.75,205.364,108.864,369.836,185.67,292.775,247.956,315.753,184.116,391.807,100.673,1.0,4.6,26.381,371.831,112.753,4.513,156.607,1.8853111,-35.42738,0.72923195,13.208918
4065,11131,3106,132.04,318.074,36.275,117.448,140.656,2.722,336.614,56.5,8.319,130.617,337.161,96.382,92.745,83.882,28.905,42.489,1.0,185.081,32.631,175.232,276.299,1.0,16.06,190.0,248.065,322.506,31.273,122.717,4.453,106.498,224.881,15.421,55.0,377.57,101.807,300.369,138.947,44.226,123.919,363.651,399.786,445.543,207.143,24.197,15.4,35.518,419.339,67.036,1.0,212.626,1.7013083,-41.475014,1.8829834,14.356715
4066,18277,10934,179.51,524.389,106.826,278.023,227.304,45.783,236.243,85.764,11.978,87.411,179.092,7.024,19.349,29.732,41.462,15.193,3.425,634.941,2.318,260.802,405.605,1.0,184.234,222.192,363.839,311.349,16.658,141.09,12.509,89.274,202.305,19.354,168.4,31.084,93.743,37.387,63.298,171.502,247.956,323.736,92.558,472.411,168.633,2.546,80.2,13.183,373.151,53.49,2.171,19.673,7.411562,-59.632645,-1.068582,20.03538
4067,3775,10324,232.95,283.326,16.521,292.733,185.509,247.305,132.736,76.682,21.126,189.63,348.753,6.02,112.113,186.655,31.696,45.764,7.062,21.683,43.174,354.619,92.766,3.16,304.716,267.885,520.194,297.15,11.439,250.176,42.433,49.443,497.678,141.28,144.1,74.654,48.379,343.373,274.668,205.123,155.208,268.997,103.748,328.301,78.02,161.83,267.4,11.152,498.52,271.915,37.306,169.056,-4.515623,11.0094185,0.6232547,7.4065886
4068,10263,12909,189.32,3.172,1.0,263.314,201.819,45.783,107.644,93.836,13.808,187.522,26.291,97.386,49.931,130.295,7.976,92.711,3.425,1.0,281.722,186.573,1.0,2.08,16.06,273.077,399.645,145.018,1.0,151.424,21.717,139.87,185.373,163.567,75.25,353.71,190.518,22.502,58.849,89.853,193.201,146.973,190.22,4.664,1.0,149.458,154.0,2.015,546.029,148.31,44.333,136.379,12.67309,38.97756,-0.45986962,-15.725138
4069,5398,929,196.0,107.415,10.877,271.894,344.534,1.0,1.0,28.245,10.148,96.896,551.082,131.523,96.822,3.21,33.091,23.928,1.0,187.149,40.538,195.851,211.645,34.48,8.53,192.077,205.097,399.586,9.351,308.738,1.0,37.601,32.983,243.539,28.0,671.15,403.221,250.75,212.37,33.419,515.027,416.11,322.47,251.361,155.041,1.0,1.0,19.274,224.026,1.0,1.0,66.355,-3.3342628,-4.7683907,-8.752381,5.797122
4071,17072,11094,134.88,552.622,24.987,50.031,170.218,16.502,98.234,85.764,10.148,114.81,83.196,6.02,24.446,10.946,40.067,3.184,2.212,138.543,4.954,202.037,593.309,1.0,48.691,129.769,356.677,292.079,19.79,87.121,9.056,77.432,219.237,12.799,127.9,68.43,88.702,120.086,123.372,155.893,130.624,369.353,81.368,462.641,189.02,41.207,15.4,13.183,420.659,26.398,2.171,1.0,-3.5706577,-50.186993,4.3092804,16.895824
4072,1206,13201,79.88,3.172,2.411,165.253,207.936,4.445,5.705,60.536,13.808,167.5,130.617,7.024,37.698,56.254,20.534,46.856,7.062,2.034,89.302,129.87,1.0,4.24,181.724,264.769,289.839,238.326,4.132,293.81,56.244,9.612,23.576,429.705,141.4,236.486,132.049,305.331,167.871,13.007,375.346,327.158,195.307,5.885,14.592,285.545,278.2,2.015,518.316,104.286,15.054,88.14,22.641634,43.785553,-6.6117797,-12.787806
4073,21239,4142,173.26,543.935,17.932,491.307,178.373,1.0,63.732,60.536,13.808,125.348,142.209,7.024,27.504,5.42,73.553,8.643,1.0,710.435,26.041,201.006,343.038,1.0,63.751,137.038,258.806,391.472,16.658,123.866,1.0,26.836,136.458,94.083,68.5,52.869,179.429,136.626,125.597,43.025,258.013,371.634,115.956,450.428,247.918,1.0,1.0,19.274,249.1,26.398,1.0,1.0,12.058254,-60.42797,-2.931887,19.950415
4075,7659,8809,110.58,109.587,19.343,286.604,104.978,200.8,239.38,69.618,54.06,222.297,182.253,11.04,74.396,87.197,222.845,4.275,2.212,42.366,22.087,180.387,1.0,1.0,46.181,285.538,320.871,176.459,20.834,542.986,7.906,140.946,311.424,472.969,36.1,100.589,40.315,50.619,81.098,249.549,554.138,345.404,78.316,233.042,1.0,121.622,55.0,9.122,377.11,155.083,23.252,94.364,27.531359,13.592079,-6.4084053,-2.8364058
4076,14203,12384,84.28,222.517,1.0,295.184,150.85,87.121,55.89,119.064,4.659,142.209,121.133,7.024,76.435,1.0,5.186,32.662,1.0,132.339,8.908,141.211,428.547,1.0,71.281,79.923,183.613,197.757,52.15,161.759,7.906,172.165,294.492,19.354,56.35,168.019,116.928,268.944,101.122,279.567,278.128,289.524,111.887,173.199,161.837,254.616,22.6,2.015,391.626,182.175,5.685,58.575,8.924053,-27.729393,5.4828887,10.399157
4077,18027,7960,193.15,593.885,39.097,177.51,653.408,1.0,5.705,118.055,8.319,68.443,515.253,51.201,64.202,6.525,65.182,33.754,1.0,241.96,119.615,77.291,524.484,85.24,171.683,208.692,337.581,412.771,13.527,234.1,1.0,55.902,168.441,21.976,86.05,135.86,357.858,277.214,138.947,33.419,91.513,434.356,152.579,413.79,356.653,113.89,1.0,10.137,387.667,12.853,1.0,1.0,-9.70089,-26.13417,-12.835285,9.308198
4078,8762,13129,219.59,5.343,1.0,339.312,336.379,16.502,84.119,123.1,13.808,182.253,233.889,291.162,84.59,51.834,47.043,100.354,2.212,5.137,47.128,249.461,1.0,1.0,51.201,352.0,526.161,373.216,5.176,199.652,13.66,223.837,177.847,153.079,77.95,317.402,482.859,55.581,87.773,161.897,199.906,564.363,603.248,35.196,1.0,169.562,76.6,2.015,520.955,188.947,22.081,77.248,-14.297455,41.051754,4.573259,-20.080408
4081,23427,15101,228.97,3.172,2.411,129.706,29.543,2.722,65.3,44.391,6.489,124.294,51.582,8.028,52.989,52.939,1.0,4.275,3.425,176.807,66.897,79.353,1.0,43.12,6.02,149.5,384.129,13.171,1.0,76.786,9.056,68.82,110.119,78.35,52.3,40.421,74.589,335.103,165.646,51.43,168.617,237.065,154.614,13.213,3.265,109.251,20.8,10.137,536.791,11.159,19.739,50.794,38.776386,-22.487663,10.08027,-0.42298058
4082,15149,2338,64.67,137.82,2.411,73.32,96.822,64.729,178.217,66.591,4.659,126.402,167.5,9.032,119.249,58.465,20.534,16.285,1.0,14.444,28.677,175.232,21.856,1.0,78.812,131.846,184.806,163.274,16.658,79.083,2.151,154.941,224.881,49.508,9.1,90.215,42.331,148.204,230.169,257.954,97.101,369.353,64.073,225.714,19.122,163.376,105.4,5.061,489.283,14.546,54.873,122.374,13.504772,2.3053303,3.508016,-0.4225626
4083,4491,17188,190.88,9.687,1.0,129.706,136.579,116.402,21.388,106.955,2.83,90.573,107.434,201.804,52.989,76.146,59.601,170.23,7.062,1.0,246.137,206.161,1.0,5.32,73.791,181.692,400.839,184.573,1.0,127.31,51.641,223.837,80.017,117.681,153.55,423.215,718.748,100.238,101.122,175.105,190.966,288.384,239.051,1.0,1.0,246.884,101.8,1.0,382.388,129.685,163.791,88.14,-2.969164,41.392326,5.860256,-15.401649
4084,13027,17015,164.59,261.609,33.453,148.092,329.243,64.729,175.08,121.082,17.467,124.294,253.911,8.028,5.078,60.675,5.186,51.223,4.637,660.795,3.636,136.056,516.142,4.24,76.302,255.423,408.0,339.747,8.307,376.486,19.415,159.247,279.441,120.303,273.7,81.916,116.928,4.308,32.149,149.889,412.221,416.11,131.216,206.174,98.408,2.546,87.4,4.046,155.403,39.944,22.081,223.519,19.072021,-47.809574,-5.931105,14.573337
