cell,x,y,area µm²,ATG7,ApoE,TMEM119,E_9,IBA1,PSD95,HLA-DR,Neurofilament,CD163,CD14,CD11b,CD34,AQP4,E_8,CD3e,CD68,P2Rx7,Vimentin,Synaptophysin,Olig-2,DAPI_1,CD45,Gal3,SMA,E_7,PCNA,MAP2,E_1,GFAP,CD8,CD44,A-Beta,CD31,E_4,E_5,NeuN,E_3,CD40,S100B,HLA-A,E_10,E_6,H2A.x,CD74,Claudin5,E_2,CollagenIV,CD11c,CD4,UMAP_1,UMAP_2,TSNE_1,TSNE_2
1,18393,7006,113.85,383.95,64.404,5.094,89.076,14.656,28.428,12.213,64.829,12.522,65.146,14.016,26.017,41.959,4.109,24.494,11.071,446.515,53.177,162.455,23.928,201.874,22.812,132.556,2.502,38.985,11.45,58.389,7.11,156.446,13.838,7.231,3.004,9.222,10.064,25.84,14.702,8.014,210.026,662.528,3.108,48.172,18.048,100.298,6.209,4.064,3.066,10.24,115.458,26.67,26.02848,20.146694,1.9102604,1.6817214
3,14173,7304,190.03,245.2,28.836,127.922,96.315,109.199,21.043,25.465,142.018,11.37,157.685,43.303,16.01,126.874,2.036,21.429,45.31,445.379,84.992,19.5,27.203,81.565,60.984,56.5,5.507,190.924,41.754,24.381,17.294,270.44,4.501,122.5,11.02,13.333,41.282,61.48,14.702,30.058,155.247,302.351,26.291,61.8,44.188,35.102,40.585,12.236,13.397,12.294,10.036,51.271,-32.63721,17.241585,-13.750981,7.3626623
4,20077,3368,124.22,329.56,27.289,6.118,44.435,50.372,8.384,4.058,8.422,5.609,34.651,9.678,112.741,14.986,1.0,14.279,6.035,365.823,51.904,101.909,2.092,238.397,23.903,106.861,1.0,33.287,10.405,105.151,1.0,334.691,1.0,1.0,1.0,1.0,2.007,5.32,54.562,1.0,11.091,590.286,1.0,36.641,26.003,55.163,1.0,1.0,1.0,2.027,45.177,15.974,19.460838,23.407772,-1.6935034,1.5481982
6,7312,6324,138.72,159.73,14.918,14.306,75.804,5.202,25.263,12.213,158.346,12.522,124.035,20.524,106.07,178.822,2.036,23.472,15.099,754.512,172.803,6.045,52.315,201.874,42.443,99.667,7.009,114.954,49.069,5.251,23.404,160.591,6.835,259.577,50.098,24.639,37.254,62.56,5.983,40.078,67.312,182.636,16.807,528.279,35.096,149.446,9.334,13.258,130.137,14.347,11.04,54.48,-65.79656,-20.295727,-29.447502,0.8240204
7,15116,10254,121.38,461.65,64.404,4.071,118.033,29.363,51.636,12.213,84.126,7.913,68.301,15.101,21.013,73.927,6.182,20.408,12.078,362.413,63.358,347.455,22.836,39.671,16.269,66.778,7.009,54.179,15.63,258.189,7.11,302.565,16.172,4.115,12.022,27.722,21.141,23.68,50.825,19.036,186.961,607.831,5.215,62.848,15.775,31.09,10.375,9.172,5.132,10.24,69.273,20.253,29.648651,6.702051,6.45737,4.262307
8,19178,15322,5.4,134.2,44.3,110.522,11.859,137.562,43.196,67.26,216.238,2.152,58.837,33.541,1.0,104.896,15.508,2.021,44.303,3.273,14.999,251.591,2.092,6.371,115.514,20.528,4.005,54.179,1.0,75.394,26.459,2.036,1.0,1.0,7.012,33.889,19.127,44.2,1.0,38.074,1.0,213.597,12.592,5.193,51.007,9.024,10.375,3.043,8.232,12.294,50.197,6.348,27.013208,47.501446,-2.8907542,-8.703802
9,13067,15208,66.66,220.78,67.497,3.047,81.837,13.606,31.592,4.058,9.906,1.0,43.063,2.085,7.671,110.89,7.218,8.15,3.014,179.433,27.725,589.636,2.092,130.977,14.087,31.833,2.502,61.776,1.0,86.021,8.128,138.829,1.0,1.0,14.026,15.389,17.113,13.96,10.965,15.028,1.0,706.905,3.108,48.172,51.007,10.027,1.0,6.107,9.265,85.191,28.109,3.139,53.937073,24.381014,6.883383,-6.2039657
10,19802,8014,124.36,799.09,143.272,7.141,107.174,304.587,27.373,14.252,3.969,363.958,491.036,69.336,52.701,266.734,11.363,33.687,56.388,459.017,241.524,51.455,58.866,34.3,88.249,343.25,136.203,50.38,51.159,18.004,7.11,726.415,18.506,11.385,9.016,26.694,16.106,30.16,48.334,10.018,344.091,714.129,57.905,58.655,29.413,41.12,14.542,39.816,7.199,100.592,162.647,117.586,36.634365,-19.59803,17.605675,4.0923433
11,9443,13567,83.29,278.5,58.218,32.731,126.478,80.836,44.251,18.33,18.813,13.675,130.344,149.603,96.063,59.941,7.218,31.644,26.176,205.573,228.797,180.955,63.233,201.874,214.76,200.389,2.502,56.078,105.498,22.255,5.073,163.7,25.508,26.962,13.024,42.111,13.085,11.8,27.158,15.028,388.779,619.183,77.927,39.786,15.775,23.066,26.001,102.126,5.132,155.008,124.494,53.41,55.0501,-8.791718,17.173021,-4.4935637
12,16042,7821,75.47,771.34,45.847,83.909,188.011,191.136,48.471,26.485,17.328,10.218,146.118,38.964,4.336,231.769,4.109,26.537,15.099,545.392,146.078,206.182,45.764,4.223,79.524,186.0,2.502,59.876,20.855,94.523,2.018,703.616,19.673,19.692,7.012,11.278,17.113,24.76,18.439,12.022,253.273,680.072,5.215,65.993,40.778,29.084,22.876,3.043,2.033,13.321,64.253,29.879,31.741344,-17.370728,16.071972,5.46912
13,15184,5301,145.54,66.49,35.022,3.047,145.783,2.05,6.275,82.551,81.158,11.37,174.511,15.101,152.768,127.873,2.036,22.451,14.092,626.085,140.987,1.0,22.836,194.355,19.54,61.639,2.502,94.063,6.225,66.891,7.11,270.44,2.167,211.808,3.004,3.056,30.205,25.84,4.737,11.02,65.87,319.896,5.215,92.199,24.867,164.491,2.042,4.064,6.165,8.187,2.004,34.157,-42.027115,8.324196,-19.122484,7.282349
14,12841,6195,209.64,223.0,28.836,22.495,124.065,24.11,19.988,13.233,85.611,10.218,176.614,27.033,104.402,92.908,2.036,24.494,19.127,612.447,216.071,1.0,85.069,167.5,72.98,69.861,7.009,71.272,80.418,1.0,17.294,235.205,6.835,373.808,11.02,22.583,16.106,42.04,7.228,17.032,106.234,242.494,16.807,97.441,33.959,73.217,6.209,14.279,11.331,7.16,5.016,43.784,-42.799446,14.771526,-17.298489,9.770011
15,9960,4000,116.97,104.23,13.372,13.283,114.413,3.101,7.329,11.194,180.612,10.218,118.777,33.541,114.409,104.896,1.0,20.408,15.099,586.307,49.359,1.0,18.469,258.806,39.171,44.167,5.507,69.373,54.294,1.0,6.092,179.245,2.167,186.885,35.068,13.333,24.162,20.44,3.491,15.028,22.623,284.807,21.022,572.306,28.276,97.289,2.042,14.279,105.342,9.214,3.008,43.784,-67.55733,-17.708815,-28.559425,-0.6794763
16,20929,1871,118.25,359.53,59.765,148.393,103.554,145.965,17.879,12.213,245.926,4.457,48.321,63.912,6.003,39.961,2.036,8.15,9.056,356.73,63.358,339.045,1.0,127.755,158.048,84.25,1.0,50.38,53.249,253.938,1.0,124.321,5.668,1.0,2.002,14.361,9.056,28.0,25.913,9.016,16.857,454.059,3.108,29.303,33.959,38.111,6.209,1.0,4.099,6.134,77.306,15.974,17.23193,7.727257,3.783175,9.364777
17,9662,6802,110.01,145.3,67.497,17.377,138.543,19.909,18.933,15.271,36.626,20.588,167.149,27.033,91.06,50.95,2.036,25.515,22.148,778.379,51.904,1.0,47.948,291.032,113.333,86.306,2.502,31.388,53.249,1.0,9.147,259.04,15.005,85.115,10.018,13.333,11.071,15.04,8.474,13.024,181.195,298.223,14.699,113.165,14.638,213.639,9.334,7.129,7.199,13.321,25.096,51.271,-51.77304,10.174831,-21.919058,9.581239
18,12920,10829,104.46,62.05,35.022,1.0,31.163,2.05,14.714,5.078,42.563,10.218,50.424,9.678,46.03,55.945,3.073,20.408,12.078,249.898,17.544,86.773,21.744,271.697,5.362,41.083,2.502,76.97,5.18,5.251,11.183,183.39,6.835,42.538,12.022,10.25,18.12,12.88,10.965,26.05,127.857,208.437,3.108,69.137,28.276,117.349,7.25,5.086,3.066,6.134,20.076,20.253,-20.303932,22.709497,-12.463662,0.9266458
19,21539,16700,35.39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,101.067,219.781,4.109,3.043,5.028,1.0,101.536,408.0,1.0,210.468,9.725,1.0,2.502,101.66,1.0,1.0,31.55,131.575,1.0,1.0,13.024,5.111,27.183,52.84,1.0,36.07,1.0,542.813,11.538,20.917,57.826,35.102,1.0,13.258,16.496,4.08,16.06,1.0,71.88549,21.413422,8.958928,-13.15329
20,3215,5611,114.84,873.46,44.3,35.801,232.652,59.826,40.032,16.291,29.204,13.675,110.364,20.524,22.681,322.678,3.073,23.472,13.085,857.935,152.441,80.045,85.069,7.445,172.226,301.111,20.529,18.093,97.138,22.255,3.037,788.593,17.339,13.462,38.074,41.083,5.028,16.12,13.456,15.028,191.286,414.842,29.453,204.364,12.365,32.093,10.375,15.301,166.295,27.695,118.47,34.157,30.21437,-23.076777,17.75075,7.0610757
21,24300,2073,130.76,410.59,76.776,275.316,154.228,277.274,41.087,19.349,96.001,4.457,180.82,75.844,21.013,130.87,4.109,16.322,41.282,414.693,91.355,251.591,34.846,193.281,212.579,221.972,1.0,19.992,81.463,109.402,3.037,144.01,8.002,1.0,5.008,19.5,12.078,19.36,12.211,7.012,31.273,234.238,15.753,32.448,26.003,88.262,49.96,1.0,5.132,6.134,261.041,43.784,11.665802,11.813257,0.28693065,14.2532835
22,13759,16216,111.57,120.88,75.229,1.0,3.413,12.555,7.329,2.019,17.328,2.152,13.619,10.762,102.735,6.994,5.145,5.086,6.035,22.594,44.269,147.318,2.092,169.648,3.181,26.694,1.0,61.776,1.0,37.134,4.055,207.225,2.167,1.0,7.012,6.139,8.049,18.28,4.737,13.024,1.0,682.136,11.538,21.965,27.14,51.151,1.0,16.322,3.066,18.454,30.117,3.139,61.45295,30.502266,6.007806,-9.679575
24,8577,778,168.42,446.11,33.475,50.131,201.283,66.129,42.141,17.31,179.128,6.761,71.456,22.694,117.745,94.906,4.109,13.258,9.056,327.181,31.543,226.364,16.285,48.265,155.867,92.472,2.502,10.496,107.588,215.679,2.018,310.856,19.673,3.077,19.036,43.139,11.071,12.88,12.211,12.022,51.455,276.551,4.161,81.717,8.956,50.148,5.167,2.021,71.25,14.347,120.478,14.905,11.11661,3.728342,3.620744,11.643222
25,1836,3586,188.61,157.51,1.0,4.071,40.815,1.0,6.275,7.116,75.22,11.37,53.579,15.101,192.795,63.937,1.0,17.344,10.064,401.055,4.818,41.364,17.377,172.871,9.725,76.028,1.0,109.257,11.45,5.251,1.0,211.37,2.167,41.5,1.0,1.0,5.028,5.32,5.983,5.008,37.039,191.925,1.0,154.047,27.14,80.238,1.0,1.0,15.463,8.187,5.016,28.809,-22.63245,16.40653,-14.55032,2.0635629
26,16201,11512,87.55,78.7,25.743,4.071,14.272,7.303,8.384,3.039,1.0,7.913,17.825,10.762,201.134,20.98,2.036,20.408,10.064,15.775,18.817,53.136,6.459,267.4,3.181,41.083,1.0,61.776,1.0,30.757,1.0,138.829,4.501,2.038,2.002,2.028,6.035,18.28,7.228,4.006,97.584,563.454,1.0,43.979,20.321,107.319,4.125,1.0,1.0,4.08,27.105,14.905,64.37874,32.146072,4.531196,-11.168446
27,21040,5669,132.18,311.8,45.847,34.778,80.63,56.675,35.812,14.252,54.438,7.913,38.857,16.186,66.043,44.956,5.145,22.451,11.071,257.853,76.084,246.545,10.826,178.242,77.343,96.583,2.502,65.574,25.035,120.03,5.073,187.535,6.835,1.0,2.002,22.583,14.092,21.52,24.667,8.014,61.545,507.724,4.161,43.979,40.778,57.169,3.083,3.043,2.033,8.187,101.402,17.044,22.472801,25.496931,-1.0116279,0.2442569
28,20697,12108,191.73,466.09,44.3,8.165,28.75,40.918,32.647,9.155,20.297,10.218,94.591,14.016,14.342,99.901,4.109,26.537,18.12,236.259,167.712,197.773,45.764,252.361,47.896,193.194,4.005,37.086,25.035,54.138,4.055,261.113,8.002,3.077,18.034,13.333,7.042,20.44,17.193,10.018,113.442,251.782,2.054,62.848,15.775,101.301,7.25,4.064,3.066,7.16,211.844,32.018,19.897022,28.361198,-1.6852217,4.244296
29,9155,9583,142.98,223.0,45.847,20.448,204.902,14.656,74.844,11.194,110.845,11.37,64.095,21.609,1.0,33.967,10.327,22.451,13.085,240.805,2.273,510.591,39.213,12.816,140.598,31.833,8.511,101.66,62.654,279.445,14.239,6.182,25.508,17.615,12.022,44.167,35.24,46.36,17.193,26.05,305.169,281.711,5.215,42.931,8.956,30.087,16.626,14.279,8.232,19.481,53.209,26.67,20.428911,50.471634,0.5545974,7.629497
30,22977,10213,56.0,16.54,92.24,5.094,2.207,43.019,22.098,17.31,1.0,12.522,299.648,17.27,72.715,489.511,9.29,28.58,21.141,4.41,170.257,108.636,98.17,186.835,23.903,67.806,4.005,109.257,9.36,1.0,21.367,466.302,9.169,29.038,20.038,12.306,20.134,56.08,5.983,77.152,161.013,652.208,36.829,56.558,61.235,40.117,7.25,24.494,12.364,117.02,55.217,64.106,71.04407,6.8924065,14.804103,-17.37225
31,16268,5899,168.99,420.58,55.125,89.027,188.011,83.987,47.416,15.271,78.189,11.37,152.427,42.218,31.02,152.848,3.073,21.429,14.092,569.259,170.257,249.909,46.856,147.09,58.802,152.083,2.502,57.977,38.619,207.177,7.11,299.456,16.172,36.308,5.008,12.306,24.162,31.24,17.193,8.014,191.286,360.145,11.538,63.896,23.73,100.298,12.459,5.086,5.132,12.294,57.225,30.949,2.2069569,4.1425133,-5.6243668,9.327547
32,13689,6869,113.56,136.42,39.661,14.306,204.902,28.312,16.824,16.291,139.049,12.522,155.582,33.541,31.02,124.876,4.109,23.472,25.169,656.771,126.989,1.0,39.213,153.535,24.993,108.917,7.009,158.637,34.439,5.251,25.44,282.876,6.835,141.192,13.024,14.361,39.268,75.52,5.983,21.04,165.338,235.27,17.861,73.331,39.642,107.319,8.292,14.279,25.794,10.24,12.044,42.714,-43.987762,12.947165,-18.510725,9.303897
33,21899,13254,226.27,12.1,7.186,6.118,44.435,32.514,53.746,12.213,1.0,10.218,325.938,14.016,27.684,198.802,15.508,26.537,16.106,1.0,172.803,673.727,38.121,98.752,64.255,70.889,8.511,59.876,2.045,13.753,13.22,383.397,17.339,32.154,26.05,36.972,36.247,39.88,5.983,29.056,316.701,524.237,21.022,33.496,30.549,58.172,23.918,17.344,17.529,37.962,71.281,22.392,75.21524,11.008896,12.615461,-13.927973
34,11911,4119,172.12,148.63,24.197,23.518,237.478,5.202,18.933,14.252,220.691,9.066,175.562,24.863,52.701,151.849,2.036,21.429,15.099,718.143,58.268,2.682,137.475,363.003,33.718,72.944,4.005,52.279,97.138,1.0,8.128,212.407,10.336,156.769,7.012,8.194,18.12,23.68,5.983,8.014,52.896,273.455,14.699,48.172,23.73,136.407,5.167,8.15,23.728,9.214,5.016,38.436,-48.682247,9.31922,-21.591932,8.676265
35,1480,6816,98.35,494.95,36.568,33.754,136.13,43.019,30.537,16.291,12.875,13.675,45.166,19.44,76.05,32.968,4.109,23.472,16.106,435.15,40.451,113.682,47.948,287.81,114.424,187.028,7.009,35.186,71.014,20.13,6.092,128.466,13.838,4.115,21.04,34.917,17.113,32.32,20.93,13.024,120.649,400.394,8.377,214.847,38.505,213.639,9.334,5.086,38.191,13.321,108.43,36.297,7.064579,17.3069,-2.8339214,10.990492
36,11887,7309,143.55,174.16,61.311,4.071,148.196,3.101,7.329,14.252,32.172,13.675,178.717,18.355,47.698,74.926,2.036,22.451,20.134,742.01,130.806,1.0,31.57,244.842,79.524,90.417,2.502,59.876,27.124,1.0,6.092,186.499,5.668,261.654,2.002,4.083,23.155,36.64,5.983,11.02,161.013,307.511,16.807,127.841,32.823,209.627,4.125,10.193,2.033,21.534,10.036,40.575,-49.854782,13.032558,-20.365725,10.278831
37,11428,5452,125.78,399.49,45.847,9.189,221.793,6.252,17.879,10.174,118.267,12.522,125.086,22.694,42.694,48.952,2.036,22.451,18.12,876.119,13.726,1.0,46.856,263.103,31.537,121.25,4.005,73.171,94.003,1.0,17.294,334.691,9.169,151.577,9.016,10.25,12.078,34.48,5.983,28.054,78.844,255.91,17.861,64.944,33.959,151.452,4.125,10.193,10.298,9.214,26.101,43.784,-53.166412,14.661446,-21.835083,12.057802
38,5695,4218,76.89,38.74,11.825,30.683,98.728,1.0,24.208,10.174,373.584,11.37,50.424,23.779,66.043,165.835,3.073,28.58,19.127,465.836,65.903,1.0,219.361,265.252,46.806,17.444,4.005,114.954,127.442,1.0,11.183,156.446,12.671,264.769,56.11,9.222,40.275,62.56,5.983,18.034,168.221,249.718,24.184,308.143,20.321,31.09,10.375,7.129,97.078,16.401,3.008,63.036,-57.078873,-9.074612,-23.83554,1.6251668
39,17142,1253,208.5,500.5,42.754,32.731,157.848,53.524,32.647,12.213,121.236,4.457,81.972,20.524,84.389,119.881,2.036,8.15,8.049,413.556,88.81,202.818,9.734,152.461,92.611,108.917,1.0,12.395,96.093,183.796,2.018,360.599,13.838,1.0,5.008,13.333,9.056,9.64,114.353,6.01,11.091,534.557,5.215,24.062,16.911,78.232,4.125,1.0,4.099,9.214,87.346,14.905,20.83849,1.7557869,7.247736,8.721786
40,5823,7155,74.48,297.37,38.115,31.707,52.88,38.817,40.032,12.213,30.688,12.522,40.96,22.694,151.1,89.911,3.073,22.451,12.078,435.15,32.815,349.136,27.203,97.677,88.249,92.472,4.005,31.388,37.574,66.891,6.092,176.136,9.169,2.038,18.034,27.722,8.049,12.88,25.913,7.012,86.052,353.952,6.269,112.116,21.457,64.19,7.25,3.043,69.184,11.267,55.217,26.67,8.741295,17.926653,-3.4000664,5.843538
41,23042,11411,12.51,4.33,1.0,8.165,1.0,95.543,18.933,9.155,1.0,12.522,640.36,19.44,1.0,985.015,1.0,26.537,18.12,1.0,280.975,1.0,41.397,13.89,58.802,121.25,2.502,78.869,1.0,1.0,20.349,750.25,1.0,725.846,45.088,4.083,30.205,28.0,3.491,30.058,1.0,254.878,62.12,78.572,10.092,32.093,1.0,7.129,11.331,11.267,28.109,34.157,-95.43224,73.621445,18.007755,-23.396164
42,20662,602,127.63,361.75,67.497,54.225,96.315,41.968,22.098,11.194,144.987,4.457,67.249,19.44,27.684,59.941,2.036,9.172,8.049,303.314,49.359,254.955,25.02,258.806,113.333,114.056,1.0,6.698,76.238,52.013,1.0,248.677,9.169,1.0,4.006,16.417,5.028,10.72,27.158,3.004,48.571,451.995,5.215,19.869,4.41,82.244,3.083,1.0,3.066,11.267,131.523,24.531,17.59055,19.63648,-1.5207609,0.49572626
43,18380,14261,79.45,308.47,62.858,8.165,42.022,23.06,44.251,9.155,58.892,11.37,93.539,12.932,1.0,68.932,7.218,27.558,14.092,28.276,14.999,285.227,33.754,98.752,43.534,89.389,7.009,23.791,8.315,111.528,13.22,281.839,18.506,8.269,24.046,29.778,24.162,22.6,13.456,15.028,256.156,606.799,7.323,64.944,40.778,44.13,14.542,7.129,8.232,13.321,160.639,28.809,42.621048,22.285408,5.409879,-2.588329
44,13756,4657,148.38,82.03,24.197,34.778,154.228,49.322,4.165,17.31,64.829,13.675,138.757,27.033,222.815,97.903,1.0,21.429,15.099,541.983,97.718,2.682,20.652,185.761,35.9,43.139,2.502,78.869,37.574,3.126,9.147,203.08,4.501,191.038,4.006,7.167,15.099,28.0,4.737,10.018,58.662,267.262,9.43,67.041,26.003,152.455,5.167,5.086,5.132,7.16,4.012,39.505,-36.483116,6.8403053,-17.847254,5.0531654
45,25869,5201,6.82,107.56,1.0,63.438,21.511,175.379,38.977,8.136,1.0,18.284,278.617,31.371,1.0,883.117,9.29,23.472,25.169,60.099,196.982,233.091,18.469,12.816,182.041,152.083,11.516,6.698,4.135,1.0,45.807,836.263,1.0,222.192,77.152,25.667,18.12,28.0,4.737,52.102,9.649,316.8,41.044,2.048,2.137,37.108,7.25,14.279,67.118,8.187,126.503,24.531,-98.16077,68.71228,18.804909,-21.784222
46,1682,1567,88.97,6.55,7.186,10.212,45.641,2.05,3.11,11.194,210.3,11.37,43.063,15.101,106.07,59.941,1.0,11.215,14.092,781.788,111.717,1.0,39.213,226.581,4.272,50.333,1.0,86.466,9.36,1.0,6.092,110.849,1.0,143.269,37.072,1.0,8.049,22.6,2.246,8.014,1.0,207.405,23.13,765.188,40.778,134.401,4.125,2.021,70.217,4.08,1.0,20.253,-70.886024,-21.627758,-30.620485,-0.9646637
47,11867,7883,196.14,322.9,28.836,9.189,95.109,5.202,10.494,12.213,42.563,13.675,155.582,20.524,11.007,91.909,2.036,20.408,21.141,651.089,82.447,6.045,28.295,187.91,39.171,54.444,1.0,61.776,30.259,3.126,5.073,244.532,3.334,358.231,1.0,1.0,20.134,20.44,4.737,10.018,129.299,269.326,2.054,117.358,21.457,169.506,4.125,2.021,2.033,9.214,4.012,45.923,-42.894398,15.471546,-17.258923,10.288711
49,17035,12103,153.07,257.41,50.486,4.071,28.75,23.06,19.988,7.116,42.563,7.913,33.599,10.762,52.701,21.979,3.073,24.494,10.064,49.87,16.271,214.591,7.551,125.606,20.631,57.528,2.502,33.287,5.18,90.272,3.037,197.898,8.002,2.038,10.018,8.194,6.035,22.6,37.123,9.016,166.779,631.567,1.0,37.689,14.638,53.157,6.209,2.021,3.066,7.16,72.285,20.253,45.62005,28.497978,4.3204565,-5.2257943
50,12528,1892,19.33,200.8,50.486,231.302,184.391,323.495,52.691,35.659,288.973,11.37,208.161,127.909,1.0,83.917,10.327,14.279,40.275,273.765,3.545,186.0,30.479,405.971,288.921,50.333,8.511,86.466,322.854,200.8,16.275,27.944,27.842,4.115,16.03,69.861,24.162,56.08,17.193,27.052,117.766,448.899,30.506,39.786,28.276,29.084,105.171,9.172,19.596,15.374,91.362,68.384,11.214857,42.395992,-8.538075,-6.866366
51,25817,5360,55.29,17.65,2.546,73.673,16.685,319.293,36.867,11.194,1.0,24.045,377.465,57.404,1.0,887.113,19.654,21.429,32.219,1.0,587.674,199.455,10.826,86.935,184.223,72.944,13.018,95.962,9.36,1.0,75.339,755.432,2.167,106.923,81.16,26.694,118.826,57.16,3.491,56.11,86.052,637.759,44.206,46.076,62.372,31.09,45.794,11.215,137.368,6.134,35.137,20.253,-99.38194,71.14804,18.057787,-20.583717
52,4650,5694,12.22,541.57,62.858,32.731,192.837,15.707,46.361,18.33,76.704,14.827,133.499,28.117,47.698,445.555,9.29,30.623,18.12,671.546,60.813,186.0,59.957,8.519,173.317,186.0,11.516,40.884,103.408,79.645,11.183,291.166,25.508,12.423,68.134,40.056,6.035,15.04,19.685,12.022,302.286,662.528,27.345,179.206,12.365,31.09,14.542,50.031,90.879,528.735,84.334,44.853,36.831917,-19.178013,15.5728445,9.62857
53,14748,2468,65.95,416.14,73.683,39.895,178.359,19.909,43.196,12.213,107.877,13.675,116.674,25.948,4.336,160.84,4.109,22.451,11.071,437.423,46.814,160.773,30.479,256.658,63.165,149.0,4.005,31.388,62.654,103.026,7.11,163.7,8.002,17.615,2.002,9.222,15.099,25.84,7.228,10.018,156.688,573.774,5.215,55.51,32.823,158.473,7.25,3.043,7.199,10.24,56.221,36.297,16.633472,15.428234,1.0516808,3.2667992
54,6126,809,220.58,357.31,373.692,50.131,230.239,52.473,36.867,12.213,152.409,13.675,187.129,38.964,242.828,231.769,5.145,23.472,16.106,440.833,221.162,117.045,160.403,148.165,202.763,194.222,1.0,23.791,181.781,22.255,3.037,203.08,23.174,28.0,55.108,77.056,6.035,17.2,17.193,11.02,137.948,406.586,61.066,164.53,29.413,22.063,4.125,97.018,71.25,123.18,75.297,51.271,53.374844,-18.39545,20.328918,-2.3897886
55,15462,5353,135.16,157.51,41.207,32.731,95.109,38.817,14.714,21.388,97.486,10.218,207.109,20.524,72.715,142.858,2.036,19.387,17.113,532.891,106.627,6.045,64.325,254.51,45.715,121.25,2.502,107.357,26.079,15.879,13.22,248.677,3.334,292.808,6.01,9.222,33.226,39.88,5.983,17.032,73.078,301.319,10.484,79.62,36.232,125.373,5.167,9.172,8.232,8.187,4.012,45.923,-39.340103,12.074297,-17.337831,7.222744
56,2819,2738,164.16,10.99,2.546,9.189,83.043,3.101,1.0,6.097,69.282,10.218,53.579,18.355,289.526,42.958,1.0,10.193,7.042,579.488,4.818,1.0,34.846,83.713,20.631,28.75,1.0,46.582,21.9,1.0,1.0,168.882,2.167,109.0,17.032,1.0,9.056,10.72,1.0,12.022,3.883,248.686,3.108,436.031,28.276,19.054,2.042,2.021,96.044,3.053,1.0,27.74,-66.114586,-12.470531,-26.5049,-0.8018232
57,17575,8516,147.53,242.98,67.497,5.094,51.674,16.757,33.702,13.233,90.064,10.218,72.507,16.186,27.684,93.907,5.145,23.472,12.078,243.078,18.817,229.727,44.672,165.352,36.99,101.722,4.005,65.574,22.945,73.268,5.073,134.684,12.671,5.154,8.014,23.611,20.134,31.24,15.948,13.024,172.545,580.998,7.323,51.317,24.867,104.31,6.209,4.064,8.232,9.214,81.322,23.461,36.711082,26.91063,2.51565,-2.3289237
61,13617,12742,203.96,224.11,36.568,1.0,73.391,27.262,30.537,9.155,12.875,9.066,77.765,11.847,22.681,50.95,3.073,26.537,12.078,319.225,91.355,229.727,28.295,133.126,7.544,66.778,2.502,35.186,5.18,117.904,3.037,318.11,13.838,10.346,14.026,16.417,18.12,25.84,79.475,9.016,257.597,729.61,3.108,57.607,26.003,64.19,8.292,3.043,6.165,6.134,72.285,24.531,40.639114,17.870577,5.8254046,-0.92567194
62,5527,10812,105.6,813.52,168.015,18.401,92.696,72.432,40.032,16.291,5.453,15.979,157.685,29.202,436.29,201.799,11.363,25.515,18.12,378.324,339.515,172.545,80.702,13.89,148.233,312.417,4.005,40.884,128.487,32.883,8.128,435.213,17.339,19.692,23.044,87.333,8.049,38.8,15.948,9.016,429.143,388.009,162.231,77.524,10.092,33.096,15.584,193.037,4.099,203.264,176.704,88.707,47.261574,-19.761295,20.453178,-0.22940537
63,16283,9130,254.41,511.6,42.754,30.683,91.489,51.423,38.977,14.252,76.704,10.218,79.868,19.44,59.372,85.915,4.109,24.494,17.113,372.642,67.176,221.318,27.203,78.342,53.349,104.806,4.005,86.466,18.765,217.804,5.073,412.414,13.838,6.192,8.014,20.528,24.162,29.08,14.702,20.038,168.221,459.219,5.215,76.475,32.823,52.154,8.292,3.043,8.232,14.347,84.334,23.461,26.905067,-0.6390343,8.461125,5.727984
64,4904,13298,89.26,1.0,4.093,27.613,1.0,29.363,27.373,7.116,1.0,11.37,570.956,29.202,2.668,619.381,1.0,31.644,12.078,1.0,196.982,48.091,37.03,9.594,105.699,38.0,2.502,78.869,1.0,1.0,6.092,584.441,9.169,444.423,43.084,15.389,11.071,16.12,5.983,4.006,269.13,753.346,31.56,63.896,6.683,31.09,9.334,3.043,14.43,3.053,15.056,29.879,-97.190414,76.49114,16.808851,-22.259632
65,21273,2537,60.26,965.59,104.611,6.118,236.272,149.117,11.549,11.194,39.594,19.436,133.499,30.287,51.033,154.846,2.036,23.472,9.056,947.72,153.713,58.182,50.131,13.89,64.255,379.222,91.135,88.365,63.699,54.138,3.037,665.273,4.501,2.038,1.0,4.083,16.106,8.56,17.193,9.016,58.662,648.08,28.399,34.545,56.689,16.045,2.042,24.494,5.132,38.989,102.406,22.392,30.810331,-22.812485,17.848965,6.641823
66,11325,7409,64.38,200.8,18.011,9.189,95.109,4.151,18.933,16.291,45.532,15.979,166.098,20.524,27.684,65.935,1.0,22.451,20.134,749.966,174.075,1.0,46.856,473.645,28.265,100.694,5.507,67.473,56.384,3.126,11.183,204.116,3.334,119.385,12.022,12.306,25.169,31.24,7.228,28.054,107.675,253.846,19.968,134.13,55.553,223.669,5.167,8.15,7.199,8.187,4.012,42.714,-52.520756,8.645401,-22.650198,9.163285
