cell,x,y,area µm²,E3,Vimentin,CD163,P2Ry12,a-Beta,PSD-95,CD11c,HLA-A,TMEM119,CD31,Gal3,HLA-DR,CD8,ATG7,MAP2,GFAP,CollagenIV,CD3e,CD4,NeuN,Neurofilament,CD74,Claudin-5,CD40,CD11b,E1,E10,Synaptophysin,CD34,ApoE,E2,PCNA,Olig2,E4,DAPI_1,H2A.x,E5,E6,E9,S100B,SMA,CD44,CD45,E8,CD68,AQP4,IBA1,CD14,E7,UMAP_1,UMAP_2,TSNE_1,TSNE_2
4110,8242,11800,209.92,11.771,2.221,1.0,1.0,1.0,13.023,180.123,14.928,91.818,3.255,4.122,44.847,9.246,271.03,24.949,6.781,1.0,2.37,99.142,4.323,136.069,122.163,2.12,63.649,344.664,3.625,37.218,3.689,45.148,11.04,1.0,187.348,34.257,11.557,149.933,148.873,1.0,9.084,90.948,635.443,1.0,81.089,303.993,20.15,317.414,2.138,473.72,123.451,10.484,-34.294697,-2.3632164,0.9302504,0.6355814
4111,3445,13921,127.35,10.425,306.318,1.0,1.0,1.0,16.302,106.791,135.213,164.916,209.595,324.634,68.548,41.054,273.253,88.241,9.094,444.599,1.0,49.339,7.645,72.357,29.509,166.753,51.797,39.185,6.251,41.745,37.303,345.352,56.221,1.0,224.838,58.561,12.877,14.748,253.759,1.0,5.62,41.19,700.441,2.032,149.585,202.996,15.363,17.586,355.998,401.531,233.658,16.807,40.95217,-3.0284157,-12.307488,-24.578465
4112,9230,9582,80.59,15.81,26.647,1.0,1.0,1.0,7.558,117.61,14.928,516.006,26.933,6.203,37.737,9.246,298.811,14.685,7.938,1.0,2.37,143.087,4.323,125.875,242.138,4.36,78.888,308.543,10.189,35.708,1.0,106.955,16.06,1.0,222.632,79.027,12.877,110.982,90.411,1.0,10.239,69.897,358.492,1.0,189.63,421.458,36.109,44.379,29.445,230.374,279.577,24.71,-43.9505,44.565613,-17.69002,11.185812
4113,15553,1887,133.74,3.693,7.106,1.0,1.0,7.616,46.906,104.386,4.798,136.12,33.699,47.828,1.0,1.0,195.466,125.875,2.156,1.0,1.0,59.592,14.29,95.293,46.139,2.12,21.319,256.942,1.0,34.199,392.264,2.261,31.121,1.0,201.682,8.675,14.197,110.982,104.167,1.0,6.775,52.672,179.04,1.0,4.161,245.81,28.129,2.276,73.82,225.717,78.553,13.646,-7.6884937,-102.27815,29.68145,1.0879341
4115,4975,20526,191.73,3.693,14.434,1.0,1.0,210.062,1.0,98.375,4.798,255.734,33.699,12.447,6.925,1.0,236.582,139.56,2.156,2.202,1.0,18.578,8.753,143.714,48.515,4.36,1.0,29.897,2.313,38.727,277.977,8.568,323.541,1.0,25.258,4.837,2.32,25.058,203.895,1.0,6.775,46.931,91.433,2.032,1.0,161.279,10.575,17.586,148.916,324.685,73.45,8.903,9.079815,-88.65837,30.373161,-8.578154
4116,16216,13245,43.21,7.732,495.615,1.0,1.0,1.0,10.837,23.841,325.137,7.645,220.87,383.95,1.0,38.698,239.915,18.106,17.188,510.718,2.37,71.311,14.29,11.194,1.0,391.864,134.764,92.85,16.753,70.417,5.034,515.636,132.778,1.0,218.222,79.027,11.557,19.33,100.728,1.0,10.239,117.741,559.14,1.0,158.016,114.074,44.088,1.0,324.139,252.497,359.171,21.549,47.47511,-1.5278816,-13.22413,-27.20899
4117,8978,15346,99.49,11.771,13.213,1.0,1.0,6.293,29.418,126.025,11.129,164.916,7.765,17.65,24.701,9.246,214.357,26.659,3.312,1.0,1.0,75.705,3.215,77.454,80.587,4.36,99.207,147.548,6.251,41.745,6.378,48.932,33.631,1.0,190.656,38.095,6.279,167.118,95.57,1.0,11.394,81.379,415.013,2.032,94.788,285.331,32.917,134.966,144.364,228.045,127.533,24.71,-53.05776,-8.560556,7.442301,5.9885354
4118,26111,3455,53.58,23.888,228.156,1.0,1.0,6.293,10.837,14.224,250.433,6.538,188.172,335.041,1.0,1.0,238.804,43.765,28.75,478.26,1.0,49.339,76.313,1.0,1.0,218.271,29.785,11.32,49.572,58.344,46.715,279.761,122.737,1.0,322.974,4.837,35.312,477.587,1.0,1.0,13.704,45.017,142.301,3.064,1.0,89.922,40.896,1.0,24.894,164.007,32.633,16.807,55.278534,-15.074928,-6.9535275,-31.371435
4119,11383,10016,57.99,19.849,502.943,1.0,1.0,1.0,15.209,75.534,373.251,81.85,323.476,348.569,48.402,57.547,181.02,23.238,4.469,415.747,1.0,113.79,14.29,1.0,20.006,392.984,172.015,50.537,3.625,40.236,5.034,398.33,369.977,1.0,309.742,67.515,16.836,15.893,71.497,1.0,16.014,37.362,455.99,1.0,129.563,152.497,29.725,12.483,128.435,247.839,369.375,4.161,47.00768,-3.6256256,-12.771871,-27.610704
4120,15814,17931,94.23,18.503,22.983,47.606,1.0,1.0,1.0,103.184,42.783,350.982,30.316,3.081,50.772,1.0,258.806,9.553,10.25,1.0,1.0,187.031,2.108,115.681,66.333,2.12,33.171,346.728,8.876,88.526,1.0,8.568,13.55,1.0,180.732,53.444,27.394,50.263,121.361,1.0,13.704,182.81,255.342,1.0,110.595,549.901,76.005,262.552,2.138,557.552,303.047,15.226,-36.07341,20.90974,-9.21599,4.783838
4121,19763,16927,50.17,6.385,429.666,1.0,1.0,1.0,50.185,27.448,641.677,116.184,290.778,175.825,46.032,1.0,208.801,16.396,6.781,673.011,1.0,52.268,38.656,3.548,1.0,195.872,38.251,20.608,20.691,219.814,1.0,352.92,185.489,1.0,307.536,61.119,31.353,483.315,107.606,1.0,6.775,201.948,812.069,2.032,211.759,184.333,15.363,1.0,136.4,170.993,321.415,21.549,44.55491,-2.2221813,-13.523938,-24.663195
4122,2045,2566,164.02,14.464,16.877,1.0,1.0,1.0,5.372,117.61,14.928,434.048,21.296,21.812,78.028,1.0,295.477,18.106,19.5,1.0,1.0,61.057,3.215,187.038,96.03,5.48,43.331,115.555,18.066,91.544,1.0,197.773,12.295,1.0,185.142,45.77,20.795,28.495,245.162,1.0,13.704,104.345,533.706,2.032,270.772,336.927,64.834,77.552,16.929,551.731,256.107,19.968,-33.527832,37.188427,-16.784927,-1.8181565
4123,9417,16113,196.28,7.732,102.366,1.0,1.0,117.44,15.209,127.227,19.992,175.991,11.148,76.966,60.253,15.137,296.588,50.608,6.781,8.213,1.0,49.339,5.43,153.908,94.842,5.48,56.876,59.825,6.251,49.29,38.647,76.682,29.866,1.0,207.195,45.77,10.238,65.156,202.176,1.0,13.704,77.552,340.123,2.032,239.158,264.473,32.917,83.931,268.386,408.517,80.593,21.549,-45.320877,-23.859198,12.084671,-1.1127028
4124,24183,18075,73.48,10.425,280.671,1.0,1.0,1.0,6.465,2.202,220.046,12.075,102.479,229.938,1.0,1.0,216.58,16.396,6.781,385.693,1.0,31.761,28.688,1.0,1.0,154.434,1.0,4.096,8.876,96.071,3.689,89.295,6.02,1.0,223.735,38.095,11.557,173.992,45.706,1.0,5.62,52.672,160.67,1.0,84.25,36.13,16.958,1.0,177.361,350.301,181.616,10.484,45.459114,-15.837156,-7.053504,-27.001709
4126,20705,19342,52.59,6.385,13.213,1.0,1.0,1.0,1.0,93.567,16.194,254.626,20.168,1.0,5.74,1.0,176.575,12.974,5.625,1.0,1.0,33.226,1.0,13.742,1.0,1.0,6.08,178.508,6.251,91.544,1.0,6.045,2.255,1.0,165.295,13.791,8.918,34.224,155.75,1.0,7.929,79.466,388.165,2.032,326.623,403.893,29.725,1.0,31.721,262.976,245.903,34.195,-57.308414,8.023136,-2.5259674,10.856531
4128,15542,5843,145.11,2.346,297.769,370.812,1.0,444.265,11.93,263.072,52.913,246.874,10.02,84.25,5.74,3.356,332.148,84.82,3.312,2.202,1.0,151.875,5.43,74.906,28.321,1.0,65.342,120.715,8.876,40.236,101.841,22.443,435.239,9.372,311.947,26.583,7.598,98.38,154.031,1.0,1.0,66.069,431.969,2.032,104.272,372.057,15.363,247.241,161.432,239.689,466.316,12.065,14.974186,-84.07396,29.877756,-11.606624
4131,12632,16558,125.22,3.693,2.221,1.0,1.0,1.0,32.697,69.523,11.129,253.519,8.893,6.203,3.37,4.534,205.467,14.685,6.781,1.0,1.0,110.861,5.43,18.839,276.586,2.12,26.398,121.747,7.564,50.799,1.0,27.489,28.611,1.0,300.921,219.731,12.877,279.391,95.57,1.0,7.929,85.207,505.446,1.0,66.335,307.287,13.767,75.0,172.81,526.115,164.269,13.646,-56.9745,33.364502,-9.235092,11.510003
4132,22425,17291,194.29,21.195,14.434,1.0,1.0,1.0,14.116,44.278,21.259,90.711,13.403,11.406,24.701,1.0,227.692,12.974,18.344,1.0,1.0,52.268,2.108,156.457,28.321,6.6,9.466,466.443,19.378,103.616,1.0,13.614,22.335,1.0,179.629,68.794,27.394,172.846,80.095,1.0,12.549,108.172,357.079,2.032,120.079,331.438,40.896,238.31,90.887,204.759,133.656,46.84,-49.205833,0.2637329,1.60729,8.412018
4134,7313,8577,79.02,9.078,1.0,1.0,1.0,1.0,11.93,124.823,8.597,100.678,5.51,3.081,19.961,6.89,294.366,14.685,2.156,1.0,1.0,87.424,4.323,133.52,174.429,4.36,100.9,252.814,7.564,37.218,1.0,98.125,12.295,1.0,201.682,80.306,10.238,42.243,210.773,1.0,3.31,60.328,337.297,2.032,112.703,332.536,26.534,75.0,1.0,591.318,164.269,8.903,-37.836445,6.7879467,-3.2868185,2.960773
4135,12079,8787,108.59,2.346,388.143,386.01,1.0,1.0,45.813,22.639,369.452,97.356,191.554,543.166,118.32,5.712,331.037,31.791,9.094,540.773,9.222,181.172,49.732,1.0,160.175,216.031,83.968,466.443,4.938,46.272,2.345,400.852,70.026,1.0,481.755,82.864,4.959,437.49,205.614,1.0,4.465,58.414,569.031,120.715,147.478,356.688,23.342,67.345,86.336,421.325,794.894,23.13,26.66198,-17.610554,-19.096928,-19.774752
4136,6777,1676,168.85,11.771,59.621,1.0,1.0,1.0,20.674,190.942,64.308,182.636,6.638,41.584,54.327,17.493,315.479,71.135,9.094,2.202,1.0,134.298,5.43,220.168,92.466,7.72,78.888,455.091,24.629,123.234,11.756,40.102,38.651,1.0,184.04,76.469,16.836,74.321,200.456,1.0,4.465,67.983,539.358,2.032,400.389,425.849,31.321,4.828,206.944,460.913,248.964,15.226,-22.966307,-7.2960777,0.6909131,-7.0002103
4137,12758,20003,327.18,10.425,8.328,1.0,1.0,174.336,54.557,220.996,27.589,280.1,63.015,81.128,80.399,2.178,236.582,223.38,7.938,2.202,1.0,75.705,15.398,408.755,189.872,3.24,12.853,34.025,10.189,50.799,255.12,3.523,54.966,1.0,212.709,40.653,11.557,66.302,154.031,1.0,7.929,119.655,174.801,2.032,21.022,188.724,20.15,122.207,184.188,202.43,69.369,32.614,-9.307592,-95.83995,24.3501,2.2690601
4138,1721,2617,216.6,13.117,16.877,1.0,1.0,1.0,29.418,97.173,14.928,358.735,21.296,7.244,44.847,1.0,298.811,28.37,14.875,1.0,1.0,84.494,4.323,339.946,318.162,5.48,12.853,96.978,18.066,76.453,1.0,331.477,6.02,1.0,270.046,96.935,16.836,267.935,203.895,1.0,14.859,148.362,403.709,2.032,160.123,250.201,52.067,12.483,11.24,257.154,122.431,21.549,-48.819153,43.6296,-16.103943,12.601015
4139,4442,4147,305.72,10.425,1.0,1.0,1.0,1.0,25.046,162.09,17.46,179.314,5.51,4.122,108.84,3.356,256.584,19.817,9.094,1.0,1.0,131.368,3.215,240.556,236.199,1.0,36.558,240.43,4.938,64.381,1.0,70.375,37.396,1.0,251.301,93.097,12.877,201.487,197.017,1.0,7.929,110.086,482.837,2.032,199.114,437.925,28.129,146.448,5.551,651.864,278.557,13.646,-23.497341,13.070457,-7.712778,-2.1147802
4140,7653,12253,251.28,17.156,14.434,1.0,1.0,1.0,4.279,94.769,16.194,302.251,12.275,12.447,36.552,6.89,253.25,19.817,9.094,1.0,1.0,69.846,3.215,57.066,97.218,3.24,46.717,188.829,7.564,34.199,1.0,35.057,8.53,1.0,311.947,24.024,10.238,42.243,138.556,1.0,14.859,94.776,407.948,1.0,109.541,328.145,28.129,108.172,6.689,477.213,225.494,15.226,-44.817593,19.949133,-7.1274743,10.38351
4141,226,14417,137.3,14.464,30.311,1.0,1.0,1.0,13.023,69.523,12.395,484.994,13.403,17.65,34.181,3.356,273.253,225.091,7.938,1.0,1.0,37.62,174.884,82.551,359.737,4.36,26.398,58.793,7.564,25.145,91.085,17.398,44.926,1.0,340.616,44.49,15.517,154.516,83.534,1.0,9.084,112.0,188.931,1.0,112.703,269.962,8.979,124.759,121.608,370.094,186.718,18.388,-61.02259,36.244675,37.00545,6.063699
4143,241,9405,76.32,33.313,48.63,1.0,1.0,4.97,1.0,46.682,13.662,106.216,38.209,8.284,36.552,1.0,278.809,69.425,26.437,1.0,1.0,25.902,5.43,51.969,1.0,27.879,6.08,41.249,70.576,41.745,45.37,28.75,6.02,1.0,81.493,4.837,15.517,30.787,116.203,1.0,13.704,62.241,200.235,8.224,137.994,117.367,16.958,270.207,37.41,201.266,64.267,8.903,-67.822365,1.5933971,7.7155857,13.150045
4145,17236,13625,71.21,7.732,3.443,1.0,1.0,1.0,7.558,59.906,8.597,591.318,12.275,17.65,101.73,3.356,277.697,28.37,3.312,1.0,1.0,167.988,3.215,164.102,363.301,4.36,77.195,483.988,6.251,31.181,33.269,26.227,51.201,1.0,127.805,90.539,7.598,58.282,81.814,1.0,11.394,92.862,220.017,1.0,154.854,442.316,24.938,1.0,173.948,396.874,255.087,19.968,-49.4946,34.12787,-13.809714,17.485773
4146,4516,175,156.91,26.581,57.178,6.066,1.0,1.0,44.72,123.621,98.494,467.274,134.05,162.297,189.423,6.89,305.478,21.527,5.625,127.227,1.0,135.762,12.075,199.781,256.392,86.117,65.342,139.291,10.189,65.89,1.0,117.045,59.986,1.0,309.742,36.816,24.754,314.906,209.053,1.0,7.929,94.776,652.399,1.0,166.446,391.818,34.513,126.034,40.823,280.441,397.947,32.614,-35.262844,43.892517,-20.114893,-3.3113213
4147,26544,13082,71.35,26.581,68.17,25.316,1.0,56.574,1.0,1.0,75.703,111.754,8.893,1.0,35.367,1.0,322.147,40.344,16.031,2.202,1.0,46.409,1.0,6.097,59.206,4.36,1.0,79.434,14.127,135.307,1.0,1.0,52.456,1.0,213.811,53.444,8.918,226.692,31.95,1.0,3.31,27.793,97.085,1.0,172.769,207.387,18.554,45.655,84.06,238.524,119.37,8.903,-71.16529,3.1350365,5.7451706,13.937276
4148,88,14980,76.89,9.078,64.506,1.0,1.0,85.683,23.953,77.939,11.129,247.981,15.658,69.681,147.947,2.178,359.929,175.483,5.625,5.809,1.0,30.296,9.86,401.11,155.423,6.6,28.092,15.448,4.938,25.145,241.674,2.261,21.08,1.0,231.454,30.42,8.918,132.749,109.325,1.0,5.62,20.138,122.519,2.032,107.434,193.115,5.788,128.586,92.025,246.675,65.287,21.549,-10.46636,-96.92198,24.36813,2.6200614
4149,7082,10521,301.74,10.425,19.319,1.0,1.0,1.0,10.837,182.527,21.259,347.66,30.316,7.244,110.025,10.425,305.478,14.685,6.781,1.0,1.0,106.466,4.323,69.809,390.622,2.12,89.047,227.013,4.938,32.69,1.0,70.375,42.416,1.0,275.56,35.536,10.238,84.632,207.334,1.0,10.239,37.362,619.9,1.0,123.241,410.48,20.15,108.172,2.138,592.483,383.661,12.065,-26.04938,26.830631,-13.373423,-0.89241564
4150,11954,18319,153.36,5.039,33.974,1.0,1.0,11.585,9.744,121.217,3.532,50.839,12.275,18.691,3.37,1.0,257.695,182.325,5.625,1.0,1.0,58.128,6.538,329.753,12.879,2.12,12.853,289.967,7.564,47.781,193.271,6.045,26.101,1.0,133.318,35.536,6.279,21.622,215.931,1.0,7.929,98.603,306.211,2.032,171.715,334.732,23.342,17.586,119.333,315.371,88.757,12.065,-43.12018,-23.141102,13.103796,-1.8415968
4151,15583,11703,239.77,9.078,206.174,1.0,1.0,8.939,6.465,107.993,82.034,256.841,76.545,145.647,93.434,11.603,306.59,110.479,20.656,115.206,1.0,58.128,54.162,176.844,77.024,115.235,89.047,89.754,8.876,50.799,84.362,215.432,80.067,1.0,197.272,30.42,12.877,19.33,183.262,1.0,16.014,98.603,372.622,2.032,254.965,263.375,28.129,36.724,291.142,317.699,181.616,18.388,23.525595,-6.804056,1.8298484,-13.422496
4152,5959,2027,164.87,11.771,37.638,1.0,1.0,1.0,41.441,116.408,37.719,506.038,26.933,1.0,43.662,3.356,202.133,24.949,6.781,1.0,1.0,109.396,4.323,136.069,375.18,7.72,36.558,201.213,41.695,56.835,11.756,80.466,9.785,1.0,303.126,56.003,14.197,312.615,76.656,1.0,6.775,60.328,334.471,3.064,83.196,343.514,32.917,92.862,36.272,297.906,203.045,19.968,-53.412544,48.578606,-18.201305,15.172445
4153,15613,13998,84.28,5.039,2.221,1.0,1.0,1.0,8.651,145.26,8.597,117.292,3.255,5.163,144.391,3.356,291.032,14.685,7.938,1.0,1.0,88.889,2.108,102.939,96.03,3.24,41.637,358.081,6.251,71.926,1.0,21.182,14.805,1.0,227.043,80.306,6.279,130.458,54.303,1.0,13.704,112.0,512.511,1.0,145.37,412.676,60.046,136.241,45.375,389.888,146.921,12.065,-35.09716,-1.4240875,0.2129277,1.9508282
4154,10456,16989,182.21,7.732,21.762,1.0,1.0,1.0,3.186,87.556,3.532,63.022,4.383,38.462,8.11,1.0,264.363,108.769,4.469,1.0,1.0,47.874,2.108,199.781,36.636,2.12,16.239,192.957,3.625,34.199,130.077,24.966,23.59,1.0,113.47,34.257,4.959,13.602,200.456,1.0,9.084,79.466,294.907,1.0,151.693,195.311,21.746,53.31,235.39,276.948,69.369,27.872,-47.108673,-23.324612,12.36909,-0.5735503
4155,23987,18760,53.87,29.274,26.647,1.0,1.0,2.323,1.0,4.606,17.46,229.153,19.041,1.0,5.74,1.0,296.588,14.685,16.031,1.0,1.0,24.437,2.108,23.936,1.0,3.24,1.0,90.786,19.378,139.834,1.0,1.0,4.765,1.0,98.033,8.675,19.476,35.369,43.986,1.0,25.253,140.707,146.54,2.032,178.038,265.57,31.321,1.0,118.195,435.297,122.431,31.033,-68.868866,6.2820625,4.735121,14.186357
4157,2048,279,39.23,9.078,121.906,1.0,1.0,1.0,2.093,97.173,83.3,172.669,48.357,110.266,163.352,1.0,432.159,14.685,19.5,123.621,1.0,497.57,2.108,13.742,132.854,71.557,46.717,141.355,18.066,130.779,1.0,77.943,71.281,1.0,225.94,31.699,19.476,55.991,380.998,1.0,4.465,125.397,991.522,1.0,295.009,335.83,36.109,272.759,4.413,616.934,446.927,26.291,-14.418869,16.306408,-10.041326,-10.717424
4158,12451,16961,303.45,9.078,110.914,1.0,1.0,1.0,7.558,140.451,8.597,253.519,12.275,6.203,28.256,1.0,247.694,30.08,5.625,1.0,1.0,77.17,3.215,77.454,264.707,2.12,14.546,89.754,11.502,43.254,10.412,42.625,38.651,1.0,235.864,98.214,8.918,90.36,148.873,1.0,5.62,98.603,324.58,1.0,95.842,300.7,21.746,106.897,46.513,274.619,182.636,23.13,-62.589462,27.330093,-7.3753004,14.135099
4159,374,3147,44.06,3.693,19.319,7.079,1.0,1.0,54.557,93.567,41.517,395.284,12.275,12.447,10.48,1.0,293.255,55.74,9.094,1.0,1.0,56.663,15.398,143.714,27.133,4.36,21.319,68.082,11.502,70.417,6.378,163.716,33.631,1.0,273.354,291.362,20.795,270.226,313.94,1.0,6.775,27.793,499.793,1.0,207.544,325.949,16.958,58.414,54.477,417.832,209.168,2.581,-45.01175,39.976738,-14.81355,12.195707
4160,12089,9531,33.26,19.849,25.425,1.0,1.0,1.0,7.558,91.162,32.654,335.477,3.255,32.219,3.37,4.534,296.588,24.949,12.562,1.0,1.0,81.565,3.215,240.556,153.048,3.24,39.944,250.75,4.938,38.727,26.546,16.136,28.611,1.0,604.149,35.536,7.598,27.35,145.434,1.0,10.239,18.224,324.58,1.0,161.177,351.199,16.958,95.414,219.46,332.836,690.81,12.065,-47.728832,28.587418,-14.310985,20.03052
4161,23064,7057,149.09,15.81,15.655,1.0,1.0,18.201,56.743,94.769,22.525,363.165,32.571,51.991,16.406,2.178,245.472,55.74,9.094,7.011,2.37,46.409,12.075,123.327,116.224,8.84,60.263,139.291,7.564,22.127,195.96,6.045,29.866,1.0,142.139,9.954,15.517,146.497,26.792,1.0,11.394,50.759,32.086,4.096,1.0,175.551,37.704,1.0,77.233,257.154,80.593,26.291,-13.4170265,-109.091515,30.602217,5.6959524
4162,12276,268,83.15,77.743,295.326,1.0,2.843,3.646,31.604,134.44,185.859,45.302,146.453,207.044,2.185,1.0,275.475,117.322,61.125,498.697,3.741,80.1,68.56,3.548,1.0,339.226,82.275,26.801,67.95,88.526,99.152,421.034,21.08,1.0,379.209,9.954,78.861,366.46,54.303,1.0,46.042,276.586,234.147,2.032,1.0,118.465,83.984,1.0,3.276,249.003,80.593,37.356,55.85324,-13.762232,-7.448329,-31.242983
4163,5777,6665,118.68,11.771,7.106,1.0,1.0,1.0,10.837,115.206,9.863,404.144,13.403,9.325,5.74,3.356,307.701,38.634,9.094,1.0,1.0,90.353,3.215,181.941,151.86,3.24,90.741,164.06,6.251,52.308,29.236,90.557,7.275,1.0,200.579,43.211,24.754,29.641,231.406,1.0,14.859,96.69,451.751,1.0,225.459,398.404,56.855,191.103,4.413,512.143,272.434,18.388,-33.382328,35.911156,-14.675982,-1.3073611
4164,18966,20200,134.45,5.039,8.328,1.0,1.0,1.0,9.744,103.184,6.065,230.261,46.102,1.0,28.256,1.0,263.251,19.817,5.625,1.0,1.0,121.114,3.215,136.069,20.006,1.0,6.08,211.533,6.251,105.125,1.0,9.83,8.53,1.0,216.017,114.843,6.279,156.807,198.737,1.0,11.394,127.31,177.627,1.0,149.585,392.915,29.725,91.586,21.481,371.259,117.329,23.13,-60.06678,12.770214,-0.6789668,12.880176
4165,13254,12437,128.2,7.732,109.693,1.0,1.0,1.0,33.79,126.025,13.662,367.595,14.53,16.609,34.181,4.534,283.254,18.106,7.938,1.0,2.37,112.326,7.645,217.62,55.642,3.24,50.103,186.764,8.876,65.89,1.0,35.057,29.866,1.0,227.043,187.753,10.238,226.692,155.75,1.0,6.775,77.552,560.553,1.0,128.509,383.035,20.15,2.276,54.477,254.825,299.986,19.968,-47.425095,40.387985,-14.995818,11.573578
4168,14559,15905,186.33,19.849,36.417,1.0,2.843,1.0,6.465,89.96,23.791,463.951,30.316,10.366,101.73,5.712,208.801,12.974,11.406,1.0,1.0,150.411,3.215,59.615,135.229,5.48,82.275,378.721,12.815,43.254,2.345,22.443,11.04,1.0,178.526,43.211,15.517,53.7,135.117,1.0,17.169,54.586,234.147,2.032,114.81,496.109,21.746,89.034,3.276,465.57,217.331,12.065,-46.139168,26.774048,-12.089702,16.707668
4169,8502,6358,66.52,6.385,3.443,1.0,1.0,1.0,7.558,103.184,8.597,459.521,10.02,5.163,3.37,2.178,303.256,50.608,12.562,1.0,1.0,62.522,5.43,51.969,183.932,2.12,53.49,192.957,6.251,46.272,9.067,65.33,34.886,1.0,418.904,79.027,14.197,73.175,123.081,1.0,3.31,92.862,433.382,1.0,175.93,299.602,36.109,1.0,5.551,325.85,289.781,16.807,-50.62413,37.89495,-13.576456,13.298726
4171,6369,8098,149.95,11.771,3.443,1.0,1.0,1.0,15.209,144.058,9.863,140.55,10.02,3.081,36.552,2.178,243.249,16.396,4.469,1.0,1.0,63.987,4.323,69.809,22.382,4.36,73.808,261.07,4.938,50.799,1.0,91.818,6.02,1.0,173.013,102.051,10.238,116.71,193.578,1.0,5.62,85.207,405.122,1.0,146.424,258.984,56.855,248.517,3.276,201.266,154.064,31.033,-48.10338,-2.8846931,3.4477508,4.301698
4172,3436,2014,199.83,26.581,339.292,1.0,1.0,1.0,31.604,116.408,315.008,225.83,321.221,262.197,66.178,29.274,245.472,31.791,19.5,303.946,1.0,87.424,33.119,153.908,34.26,241.79,92.434,85.626,40.382,85.508,13.101,445.0,33.631,1.0,277.765,73.91,37.951,194.614,105.886,1.0,25.253,169.414,359.905,2.032,114.81,206.289,74.409,26.517,8.965,365.437,238.76,32.614,42.007507,-6.249298,-10.804918,-24.905006
4173,25585,15372,50.46,2.346,53.515,1.0,1.0,3.646,1.0,1.0,36.452,70.775,21.296,1.0,96.989,1.0,295.477,23.238,5.625,11.819,1.0,46.409,1.0,3.548,18.818,13.32,1.0,30.929,2.313,295.267,1.0,1.0,7.275,1.0,16.437,1.0,3.639,21.622,59.461,1.0,7.929,66.069,143.714,1.0,231.782,103.096,36.109,1.0,150.054,233.867,108.145,16.807,-73.65497,2.1365204,6.2021184,14.213041
4174,16346,19067,109.01,21.195,4.664,1.0,1.0,1.0,1.0,85.152,14.928,94.033,11.148,1.0,34.181,1.0,292.143,12.974,6.781,1.0,1.0,102.072,2.108,105.487,14.067,3.24,28.092,278.615,14.127,79.471,1.0,13.614,12.295,1.0,144.344,72.631,6.279,19.33,147.153,1.0,31.028,140.707,252.516,2.032,182.253,373.155,47.28,134.966,7.827,260.647,115.288,29.453,-57.00743,0.70269775,3.134199,9.265495
4175,3422,4745,60.69,10.425,18.098,1.0,1.0,2.323,2.093,150.069,27.589,122.829,3.255,21.812,8.11,1.0,284.365,14.685,6.781,1.0,1.0,50.804,3.215,133.52,23.57,2.12,23.012,227.013,11.502,103.616,1.0,278.5,27.356,1.0,187.348,25.303,36.631,49.117,358.645,1.0,25.253,125.397,57.521,1.0,226.513,322.656,60.046,23.966,1.0,317.699,110.186,34.195,-59.227676,2.2421265,6.0166407,10.791737
4176,7295,13000,166.72,10.425,63.285,161.083,1.0,1.0,21.767,114.004,46.582,552.554,30.316,38.462,150.317,16.315,257.695,18.106,11.406,3.404,1.0,80.1,4.323,59.615,606.815,2.12,68.729,189.861,6.251,41.745,13.101,12.352,24.845,1.0,254.609,32.978,20.795,136.186,195.298,1.0,9.084,50.759,494.141,3.064,162.231,495.011,10.575,72.448,234.252,486.528,608.155,8.903,-39.99671,52.252224,-23.586992,11.032565
4177,1935,16237,179.65,10.425,4.664,1.0,1.0,7.616,34.883,56.3,4.798,302.251,39.336,36.381,1.0,8.068,228.803,177.193,4.469,1.0,1.0,20.043,13.183,365.431,73.46,4.36,39.944,27.833,3.625,35.708,443.357,1.0,23.59,1.0,82.596,25.303,10.238,7.874,61.181,1.0,10.239,52.672,85.781,2.032,1.0,126.149,18.554,1.0,139.813,162.843,58.144,15.226,-14.923231,-98.34854,26.621267,3.063513
4178,2719,10194,171.41,15.81,24.204,2.013,1.0,1.0,26.139,186.134,12.395,151.625,10.02,34.3,89.879,9.246,261.029,21.527,4.469,3.404,2.37,125.509,6.538,220.168,119.787,6.6,55.183,265.198,7.564,34.199,3.689,52.716,32.376,1.0,221.53,49.607,8.918,164.827,202.176,1.0,10.239,48.845,645.334,2.032,249.696,374.253,18.554,243.414,194.428,529.608,322.435,10.484,-23.616932,-2.011178,-2.0619574,-5.3325496
4179,9961,17892,135.16,15.81,4.664,1.0,2.843,1.0,43.627,126.025,3.532,150.518,46.102,68.641,1.0,2.178,233.248,298.647,11.406,1.0,1.0,30.296,14.29,67.26,16.442,4.36,16.239,54.665,10.189,38.727,451.424,1.0,17.315,1.0,110.162,24.024,14.197,11.311,90.411,1.0,19.479,46.931,208.713,2.032,1.0,167.866,15.363,39.276,272.937,265.304,59.164,24.71,-8.97611,-99.037186,28.407446,0.96496373
4180,16482,14400,67.51,6.385,20.54,1.0,1.0,1.0,5.372,97.173,12.395,128.367,3.255,11.406,32.996,1.0,262.14,14.685,4.469,1.0,1.0,74.24,2.108,166.651,72.272,2.12,117.832,547.973,3.625,55.326,1.0,26.227,36.141,1.0,153.166,79.027,11.557,44.534,145.434,1.0,10.239,79.466,311.863,1.0,213.867,462.077,47.28,54.586,98.852,466.734,183.657,23.13,-28.195566,-0.87480927,-0.5021032,3.9813132
