cell,x,y,area µm²,CD40,SMA,MAP2,CD8,CD31,Synaptophysin,AQP4,CD34,PCNA,IBA1,S100B,CD163,Claudin5,GFAP,PSD-95,Trem2,NeuN,HLA-DR,CD14,CD11b,CD3e,P2Rx7(Park7),DAPI_1,CD11c,CD4,GalMac3,ApoE,CD45,HLA-A,CD68,Vimentin,A-Beta,H2A.x,TMEM119,CD74,P2Ry12,CollagenIV,CD44,Neurofilament,ATG7,iNOS,UMAP_1,UMAP_2,TSNE_1,TSNE_2
1,12308,16245,85.7,248.36,1.0,40.695,324.265,379.0,232.238,182.519,305.958,725.107,278.562,272.454,6.081,380.746,200.8,136.058,140.446,6.854,78.232,465.871,480.0,62.163,260.572,394.909,270.972,333.645,385.142,50.596,686.484,413.251,421.997,398.66,1.0,40.733,26.512,28.527,243.768,178.306,189.203,6.53,551.62,51.38,28.702667,-14.8595085,-19.008625,1.6668228
2,6030,15938,190.03,146.787,1.0,118.432,169.178,40.15,93.235,179.945,8.511,255.779,432.514,289.573,102.628,1.0,202.508,5.288,16.252,14.658,244.732,621.178,270.0,47.892,309.68,200.201,134.41,250.483,164.808,58.862,336.834,24.993,239.982,55.557,1.0,76.682,238.665,589.389,41.819,19.525,20.329,48.923,438.293,3.458,6.00373,21.163029,1.0213014,-5.2176013
3,2410,10453,280.42,433.581,342.053,1.0,297.075,57.7,281.603,46.058,53.579,270.305,370.709,334.815,394.299,40.393,176.892,95.326,46.756,22.463,140.419,620.128,264.0,107.016,341.951,233.151,95.543,567.136,221.334,71.851,189.11,94.793,174.679,181.644,8.248,21.812,3.685,85.875,144.942,142.58,67.125,1.0,355.762,208.664,7.165489,-22.580063,-18.969725,-12.626317
4,9354,19401,74.9,47.604,1.0,245.788,93.649,13.15,247.827,12.586,2.502,108.275,380.822,63.361,21.326,1.0,59.062,18.15,1.0,40.023,89.265,198.282,231.0,29.543,320.904,29.457,159.621,207.837,19.457,89.564,393.161,10.816,230.256,3.425,1.0,25.597,568.98,112.255,3.148,15.555,1.0,244.299,354.53,1.0,11.1283,77.65947,12.248981,2.0988932
5,16775,9621,134.17,382.197,2.421,96.93,387.71,593.65,177.676,113.001,143.714,605.54,392.06,306.692,9.13,574.558,216.169,339.717,128.462,24.414,105.313,658.955,559.0,93.764,306.874,279.582,214.246,445.592,299.777,93.106,694.986,493.956,331.684,410.784,7.04,167.5,258.806,168.456,138.497,192.861,240.068,26.804,797.983,147.225,30.092285,-17.41438,-19.893959,1.5224732
6,2993,16547,288.95,175.467,2.421,138.28,128.896,18.55,462.177,263.624,43.063,202.141,222.376,261.449,3.033,5.727,129.077,54.594,16.252,2.951,134.401,124.826,102.0,34.64,399.478,116.327,67.18,271.807,63.293,44.691,169.98,28.265,164.953,24.035,2.208,65.33,427.992,306.091,106.271,10.262,23.381,235.083,177.149,8.373,-62.10212,52.824127,16.18797,-5.684777
8,7938,455,271.89,312.889,3.842,37.387,295.06,92.8,558.309,192.818,58.086,407.752,375.204,188.083,12.179,43.544,79.554,277.547,47.845,6.854,235.705,229.763,341.0,44.834,384.044,231.654,53.524,398.681,32.147,84.84,431.42,131.873,220.53,9.487,10.664,123.983,394.423,454.048,123.458,31.433,112.904,231.397,336.053,73.498,-20.134893,-18.364609,-7.8644943,-10.497747
10,4687,13940,386.31,46.409,1.0,141.588,301.103,21.25,453.083,15.161,16.023,188.732,244.85,73.143,4.049,1.0,16.369,3.144,48.935,281.969,111.331,109.085,197.0,74.396,424.733,102.847,201.64,179.05,43.682,63.585,311.328,2.091,160.784,2.212,1.0,190.205,508.556,139.782,127.755,15.555,5.069,157.67,313.88,46.465,12.880363,68.776184,9.096737,0.7910308
11,13193,2574,219.31,567.419,2.421,1.0,346.42,200.8,356.951,155.485,196.293,240.134,266.201,391.062,10.146,283.052,176.892,266.828,129.552,6.854,220.66,345.193,175.0,134.54,430.346,69.897,150.167,482.908,195.955,308.021,207.177,228.938,378.925,108.902,10.664,50.193,261.492,301.503,127.755,195.507,151.562,52.609,409.962,228.325,-9.437286,-9.1657295,-13.332106,-5.2489853
12,10479,7056,301.17,139.617,2.421,232.556,303.117,133.3,282.902,55.07,19.027,207.728,234.737,111.049,30.472,13.606,43.692,200.371,18.431,20.512,114.34,124.826,157.0,65.221,298.455,114.829,210.044,205.704,52.911,63.585,324.081,22.812,156.616,5.85,4.624,137.227,492.444,147.811,46.116,23.494,3.035,163.199,395.18,68.583,0.9715576,54.109394,3.71673,8.27747
14,2785,11794,251.99,170.687,1.0,169.705,251.757,92.8,106.226,12.586,4.005,218.903,301.037,113.494,4.049,1.0,79.554,131.77,9.715,38.072,106.316,129.023,134.0,71.338,210.06,144.784,222.65,238.756,40.222,96.649,280.507,24.993,183.015,3.425,194.277,110.739,398.452,290.033,76.194,12.909,10.156,192.69,370.544,78.413,17.474709,51.800507,7.0100746,14.188519
15,8642,17292,168.28,41.629,1.0,207.747,187.305,73.9,106.226,133.599,2.502,74.752,168.436,111.049,9.13,4.151,23.2,58.882,1.0,8.805,34.099,92.295,114.0,19.349,261.975,23.466,90.29,135.337,43.682,51.777,255.001,2.091,69.082,5.85,1.0,40.733,355.484,41.144,11.742,12.909,1.0,290.378,304.026,1.0,3.9168472,77.14931,13.2054405,1.6514523
16,6388,18048,272.89,44.019,1.0,222.632,128.896,23.95,241.332,93.691,17.525,64.695,243.727,108.603,2.016,2.576,18.077,28.869,2.089,32.219,28.081,104.888,156.0,21.388,318.098,26.462,77.685,172.653,32.147,67.128,256.064,2.091,34.346,8.274,1.0,18.028,449.476,42.29,24.632,7.616,1.0,124.493,206.713,1.0,7.5785294,82.66587,13.125366,0.18535168
18,13954,7760,221.44,185.026,1.0,310.293,329.3,138.7,207.555,2.287,5.507,198.789,359.471,135.504,18.277,18.333,50.523,208.946,22.788,162.947,85.253,170.998,221.0,70.318,295.649,42.937,199.539,350.703,35.607,82.479,431.42,7.544,151.058,4.637,2.208,95.602,548.839,88.169,67.6,28.787,4.052,200.063,461.698,58.753,-7.564457,44.259922,0.026348699,12.324195
19,8668,873,177.23,415.657,12.368,7.616,331.315,150.85,485.56,223.715,73.108,190.966,397.678,261.449,6.081,87.664,154.692,318.279,127.373,6.854,165.494,201.43,237.0,64.202,370.013,30.955,140.713,399.747,64.447,130.894,381.47,159.139,328.905,38.584,10.664,71.006,429.335,347.381,321.11,69.805,140.372,176.101,275.694,110.362,-25.508223,-12.884331,-9.3159485,-7.4100175
20,5713,5512,158.19,206.536,3.842,252.404,266.863,171.1,76.347,71.805,17.525,242.369,394.307,92.707,10.146,16.757,45.4,277.547,48.935,18.561,68.202,115.381,156.0,54.008,193.223,261.609,251.013,205.704,40.222,80.117,384.659,34.809,76.029,3.425,55.359,184.528,507.214,178.778,59.006,27.464,9.138,85.786,438.293,87.015,0.79302406,40.54527,-0.4026536,7.9835587
21,12121,3179,338.41,389.367,5.263,32.425,207.447,84.7,493.355,105.277,65.597,213.315,347.11,353.157,21.326,51.423,135.908,153.208,50.024,2.951,330.991,210.874,298.0,176.335,402.284,119.322,56.675,530.886,43.682,122.628,398.474,114.424,234.424,11.911,13.08,91.818,508.556,394.406,123.458,26.14,208.532,150.297,308.953,73.498,-24.675879,-17.148453,-10.202202,-8.235495
22,10354,8069,58.56,167.102,2.421,78.737,247.729,106.3,143.9,2.287,31.045,165.265,252.717,155.069,17.26,34.09,69.308,146.777,35.862,10.756,87.259,93.345,110.0,52.989,218.479,104.345,257.315,230.226,59.833,63.585,242.248,26.084,148.28,8.274,7.04,97.494,260.149,82.434,82.639,81.714,3.035,166.886,408.73,39.092,-3.5407715,63.731094,7.7345824,7.5730176
23,5030,18111,231.53,131.252,2.421,216.017,116.811,9.1,438.793,197.968,16.023,178.674,304.408,162.405,21.326,2.576,52.231,41.732,15.162,16.609,207.62,245.503,175.0,26.485,355.982,128.309,40.918,261.145,22.918,86.021,285.821,53.349,192.741,1.0,1.0,40.733,389.052,312.972,56.858,12.909,55.935,192.69,190.699,67.354,-60.73069,52.50544,15.84398,-5.934666
24,328,3260,243.89,94.208,5.263,73.775,243.701,68.5,269.912,178.657,7.009,165.265,150.457,155.069,3.033,19.909,113.708,80.32,44.577,2.951,60.178,141.616,148.0,40.756,225.494,146.282,29.363,195.043,71.368,64.766,130.657,50.078,102.428,14.336,7.04,59.653,144.673,263.653,31.077,36.726,51.866,58.138,63.822,21.889,-41.147667,36.425682,7.7407494,-8.619408
25,4082,15263,150.94,46.409,1.0,154.82,278.948,17.2,614.17,200.543,20.529,203.258,253.84,142.841,5.065,1.0,53.938,43.876,2.089,34.17,100.298,157.356,213.0,74.396,524.353,80.381,168.025,201.44,60.986,93.106,306.014,16.269,280.275,3.425,1.0,46.409,664.315,234.979,198.652,18.201,14.225,192.69,227.654,52.609,13.43169,71.196106,16.832184,-2.8344798
26,12556,18244,140.99,136.032,1.0,91.969,205.432,61.75,140.003,119.438,26.538,274.775,257.211,125.722,2.016,21.484,134.2,204.659,79.438,47.828,92.274,118.529,192.0,36.679,210.06,269.097,161.722,424.269,93.286,100.191,340.022,31.537,344.189,48.283,1.0,97.494,436.048,165.015,91.232,89.653,20.329,23.118,390.253,13.288,0.441267,38.052063,3.1077907,3.4743614
27,7721,3990,180.65,196.976,5.263,106.854,318.223,146.8,324.473,2.287,26.538,203.258,256.088,175.856,6.081,48.271,36.862,163.927,22.788,16.609,120.358,111.184,137.0,113.133,428.942,146.282,172.227,239.822,39.068,77.755,281.57,24.993,155.227,1.0,8.248,91.818,500.5,185.66,37.523,28.787,13.208,312.496,376.703,94.387,2.6692066,55.560814,4.2159753,6.756581
28,6983,18612,122.52,38.044,1.0,22.502,37.254,11.8,312.782,33.184,2.502,196.554,445.999,284.682,18.277,1.0,19.785,9.575,21.699,8.805,106.316,146.862,146.0,29.543,419.121,261.609,44.069,187.58,17.15,71.851,130.657,69.709,221.919,2.212,1.0,63.437,351.456,361.145,20.335,4.97,2.017,10.216,140.195,8.373,19.25087,77.275856,12.123065,-4.2493544
30,7335,16009,246.03,70.309,1.0,156.474,134.939,23.95,394.624,34.472,61.09,240.134,330.254,234.548,6.081,35.666,45.4,5.288,18.431,98.559,101.301,227.664,129.0,38.717,354.579,179.232,114.451,265.41,57.525,137.979,241.185,23.903,163.563,28.885,137.502,161.824,395.766,185.66,31.077,51.281,1.0,45.236,320.039,9.601,17.140797,77.37416,11.229972,-2.1273835
31,5870,6676,221.44,412.072,603.526,1.0,312.18,80.65,501.15,213.416,20.529,425.631,655.013,210.093,144.295,15.181,110.292,198.227,72.902,24.414,500.5,564.512,344.0,93.764,355.982,216.676,26.211,368.828,310.159,30.521,379.345,117.695,134.385,187.706,16.704,50.193,5.028,511.396,323.258,121.409,63.056,1.0,220.263,235.697,2.671856,-23.601448,-15.091083,-13.463729
32,17294,5021,210.49,66.724,1.0,2.654,1.0,291.25,152.993,7.437,1.0,19.997,162.818,10.782,25.391,48.271,35.154,286.122,40.219,59.535,108.322,16.741,79.0,199.781,1.0,296.057,4.151,85.227,22.918,5.723,2.063,167.864,31.567,39.796,1.0,171.284,43.968,37.703,67.6,16.878,1.0,34.177,25.636,1.0,-40.89914,37.35589,8.760949,-8.530183
33,8090,19553,320.79,180.246,1.0,20.848,96.67,42.85,336.165,128.45,220.329,298.242,416.782,145.286,46.732,174.328,88.092,3.144,24.967,24.414,544.633,228.713,475.0,45.853,357.385,376.936,157.521,293.13,205.184,116.723,451.613,136.236,255.266,144.061,1.0,55.869,289.69,286.592,24.632,241.819,8.121,141.081,333.589,5.915,7.232769,-3.2800045,-2.1722772,-6.585792
35,10200,8826,231.1,202.951,1.0,133.318,304.124,190.0,188.069,141.323,230.845,307.181,330.254,166.073,10.146,201.115,50.523,208.946,40.219,53.682,93.277,121.678,126.0,63.183,231.107,242.138,258.366,293.13,160.194,149.787,337.897,206.035,170.51,108.902,3.416,173.176,516.613,197.13,76.194,120.086,8.121,23.118,358.226,80.871,8.489248,11.878677,-9.47882,2.6759064
36,4918,3770,85.99,242.385,5.263,207.747,285.997,176.5,90.637,10.012,31.045,239.017,295.418,92.707,8.114,26.211,28.323,249.678,6.447,26.365,208.623,116.431,201.0,72.357,228.301,24.964,306.688,375.225,45.99,58.862,362.34,41.353,130.217,3.425,45.695,74.79,485.73,317.56,61.155,38.049,5.069,190.847,441.989,89.472,0.13484764,45.776405,0.81758857,8.471734
37,9889,13203,68.36,228.045,2.421,80.391,285.997,56.35,282.902,308.682,1.0,203.258,253.84,195.42,5.065,2.576,89.8,241.103,85.975,57.584,119.355,98.591,140.0,75.415,219.882,264.604,176.429,261.145,67.908,68.309,203.988,29.356,237.203,5.85,4.624,193.989,423.964,434.55,226.581,10.262,29.485,2.843,239.972,126.336,-26.44858,33.203346,3.66687,-3.8647075
38,282,15865,66.09,308.109,1.0,1.0,184.284,29.35,764.865,349.878,50.574,291.537,396.555,592.819,6.081,27.787,301.554,28.869,88.154,12.707,231.693,382.971,161.0,45.853,702.545,189.717,56.675,411.475,197.109,187.574,299.637,67.527,214.972,100.415,2.208,67.222,197.04,197.13,104.123,75.098,410.977,23.118,263.376,20.661,-32.603413,-21.265709,-13.281416,-10.248946
39,478,6991,95.79,122.888,3.842,111.816,228.595,38.8,311.482,96.265,4.005,250.191,152.704,100.044,3.033,15.181,30.031,110.333,24.967,30.268,41.12,76.555,70.0,59.105,238.122,177.735,100.795,159.859,45.99,56.5,148.724,11.906,57.967,5.85,8.248,84.25,288.347,216.628,89.084,22.171,6.087,23.118,310.185,21.889,-2.6998444,66.142876,7.803572,-3.6745372
40,16198,6303,91.39,199.366,2.421,15.886,356.491,384.4,317.978,43.483,381.071,545.198,213.386,283.459,8.114,505.227,100.046,183.221,103.406,20.512,85.253,183.59,928.0,111.094,189.014,562.657,232.104,251.55,358.61,336.362,651.413,264.928,488.69,534.447,1.0,197.773,21.141,1.0,104.123,314.593,66.108,4.686,464.162,230.782,31.119705,-9.6885395,-18.51695,2.8091261
41,3089,13983,112.28,55.969,1.0,254.058,380.66,80.65,432.298,124.588,74.611,188.732,289.8,134.282,13.195,46.696,52.231,31.013,4.268,118.07,144.431,143.714,159.0,59.105,426.136,30.955,262.568,215.3,71.368,84.84,329.395,52.259,208.025,20.398,2.208,18.028,340.714,121.431,132.052,42.019,7.104,89.472,228.885,73.498,11.503458,67.103,8.139446,2.2199862
42,8234,16683,111.57,44.019,1.0,73.775,142.995,15.85,247.827,38.334,13.018,376.463,379.699,267.563,19.293,4.151,135.908,11.719,69.634,14.658,80.238,135.319,83.0,37.698,368.61,507.24,211.095,246.219,84.058,89.564,167.854,4.272,497.026,41.008,1.0,260.21,250.75,248.743,13.89,10.262,1.0,36.02,360.689,7.144,17.370426,32.843086,1.336596,-1.0815984
43,2711,1374,136.3,297.354,2.421,67.159,266.863,134.65,124.414,122.013,181.271,331.765,287.552,216.207,14.212,161.722,50.523,65.313,40.219,40.023,127.38,101.739,200.0,71.338,280.215,367.949,199.539,269.674,220.18,65.947,287.947,213.669,63.524,93.141,14.288,173.176,274.919,346.234,43.968,117.44,6.087,179.788,391.485,53.838,12.682312,15.452803,-8.987528,1.0873787
46,12373,371,145.26,363.078,5.263,32.425,224.567,64.45,358.25,137.461,100.149,332.883,248.222,442.419,7.098,65.604,127.369,208.946,71.812,2.951,141.422,233.96,269.0,94.784,539.787,255.618,116.552,470.114,39.068,24.617,371.905,77.343,145.501,26.46,14.288,125.875,367.569,304.944,205.097,28.787,346.886,159.513,339.748,50.151,-27.636066,-22.80381,-10.467138,-10.040751
47,7874,5833,274.31,216.096,2.421,67.159,387.71,237.25,175.078,15.161,212.818,269.188,438.133,216.207,8.114,286.203,65.892,215.378,59.829,22.463,129.386,178.343,125.0,85.609,305.471,185.223,259.416,293.13,221.334,257.245,277.319,219.122,258.045,97.99,14.288,169.392,372.94,300.356,67.6,151.842,11.173,124.493,407.498,196.376,8.625397,10.441542,-10.56603,2.6488671
48,9171,13989,236.79,140.812,1.0,206.093,242.694,91.45,103.628,91.116,20.529,269.188,363.966,90.262,5.065,1.0,21.492,241.103,27.146,102.461,123.367,82.851,178.0,86.629,183.402,209.187,297.233,315.52,39.068,50.596,301.763,6.453,149.669,7.062,4.624,182.636,536.754,243.008,134.2,22.171,10.156,168.729,407.498,96.845,3.538334,40.827503,-0.20231478,7.113107
49,6639,10540,52.45,122.888,1.0,1.0,29.198,15.85,219.247,594.478,35.552,69.164,410.039,342.152,41.651,8.879,359.615,35.3,66.365,1.0,149.446,286.429,118.0,79.493,8.015,266.102,20.959,295.263,36.761,218.277,133.846,79.524,162.174,72.53,11.872,44.517,117.819,506.808,91.232,108.177,218.705,1.0,13.318,50.151,-48.296684,22.014277,5.3525705,-13.278412
50,5052,5633,245.46,153.957,3.842,206.093,295.06,222.4,247.827,203.117,161.741,268.07,356.1,195.42,4.049,158.571,55.646,196.084,9.715,45.877,76.226,115.381,114.0,65.221,340.548,129.807,237.356,222.763,169.423,71.851,334.709,103.517,134.385,64.044,5.832,108.847,418.593,101.932,52.561,157.135,15.242,48.923,451.843,69.812,7.1111164,13.969591,-9.38343,2.4158304
51,11702,14762,219.45,140.812,2.421,24.156,215.503,113.05,460.878,208.267,41.561,41.228,423.524,177.078,4.049,34.09,195.677,78.176,91.422,1.0,175.524,119.579,182.0,93.764,218.479,177.735,126.006,294.196,115.204,82.479,197.612,84.977,267.771,42.221,7.04,53.977,356.827,166.162,235.174,94.946,34.571,12.059,231.349,166.886,-33.646065,31.523037,4.6724005,-6.8340964
53,4618,18186,208.22,75.089,1.0,78.737,21.141,5.05,641.451,62.794,19.027,40.111,241.479,181.969,47.749,2.576,76.138,5.288,4.268,1.0,130.389,284.33,140.0,27.504,382.64,35.448,34.615,212.101,6.768,90.745,215.679,9.725,113.544,4.637,1.0,6.676,253.435,192.542,22.484,8.939,96.627,106.061,162.367,1.0,-68.3479,51.34569,17.31645,-7.267473
54,7430,17348,65.95,45.214,1.0,177.975,154.073,22.6,137.404,250.75,5.507,285.95,106.631,263.895,17.26,1.0,89.8,28.869,18.431,10.756,224.672,146.862,107.0,30.562,287.23,339.492,85.038,74.566,55.218,60.043,262.44,9.725,74.64,5.85,1.0,84.25,124.532,39.997,39.671,15.555,62.039,189.004,284.317,4.686,3.067707,75.67657,9.307343,-3.116621
55,3435,2195,81.16,125.278,5.263,159.781,253.771,210.25,141.302,8.724,38.556,193.201,205.52,111.049,8.114,41.968,67.6,174.646,11.894,38.072,125.373,101.739,165.0,48.911,266.184,20.471,223.7,188.646,47.143,62.404,286.884,14.087,89.924,10.699,40.863,74.79,403.823,122.577,11.742,28.787,2.017,133.708,369.312,10.83,-2.3430138,60.652603,5.885577,9.514409
57,13359,18446,57.28,115.718,2.421,1.0,15.099,34.75,355.651,554.57,1.0,27.819,249.345,114.717,54.863,4.151,347.662,181.077,151.34,1.0,361.081,247.602,314.0,54.008,9.419,80.381,7.303,340.042,43.682,120.266,146.599,150.414,437.281,36.159,5.832,33.165,469.617,592.83,402.748,4.97,92.558,1.0,24.404,64.897,-43.829956,26.363327,4.2886004,-12.490667
58,15072,897,238.21,263.895,5.263,225.94,381.667,230.5,251.724,133.599,35.552,250.191,306.656,201.534,10.146,43.544,64.185,350.436,41.309,30.268,209.627,167.85,339.0,236.479,346.16,32.453,208.994,356.034,72.522,73.032,384.659,71.89,333.074,13.124,13.08,150.472,511.242,249.89,192.206,42.019,29.485,166.886,466.625,283.62,-13.075063,9.227682,-8.166511,10.064464
59,1077,9641,181.36,274.65,19.474,37.387,284.99,60.4,194.564,120.726,61.09,370.876,628.044,402.067,15.228,12.03,163.231,352.579,32.593,24.414,153.458,201.43,168.0,111.094,318.098,332.003,286.729,360.299,120.972,58.862,203.988,43.534,296.949,60.407,8.248,141.011,453.504,425.374,374.819,31.433,4.052,10.216,605.82,265.188,0.23882198,22.068987,-6.8837442,6.515361
61,1929,12478,291.08,158.737,2.421,209.401,266.863,125.2,110.124,52.495,11.516,138.446,263.954,135.504,6.081,4.151,23.2,118.908,3.179,12.707,66.196,145.813,138.0,61.144,218.479,26.462,214.246,169.455,40.222,74.213,278.382,19.54,126.049,2.212,52.943,55.869,413.222,104.226,95.529,16.878,6.087,153.983,304.026,80.871,0.59451675,65.62988,7.8413005,7.1036606
62,8658,11468,137.72,200.561,1.0,1.0,46.318,18.55,423.204,419.396,1.0,176.44,655.013,274.9,32.505,4.151,591.862,69.601,192.738,1.0,187.56,293.774,160.0,94.784,5.209,293.061,25.161,356.034,26.379,147.426,262.44,118.786,183.015,95.566,8.248,97.494,438.734,595.124,194.355,14.232,313.315,8.373,31.795,118.963,-49.887894,19.459747,4.6997023,-13.469996
63,14601,8649,181.21,207.731,1.0,181.283,319.23,150.85,115.32,4.862,7.009,227.842,328.007,147.732,30.472,13.606,110.292,202.515,17.341,28.316,172.515,158.405,275.0,73.377,246.541,113.331,255.215,324.049,35.607,86.021,375.094,45.715,235.814,3.425,3.416,133.443,606.577,199.424,76.194,32.756,8.121,133.708,491.261,55.066,-4.6144333,36.50785,-1.751808,9.968824
64,8778,1552,287.1,196.976,3.842,120.086,351.456,107.65,563.506,218.566,67.099,294.889,272.944,283.459,5.065,29.363,158.108,241.103,57.65,36.121,101.301,204.578,221.0,42.795,496.291,177.735,156.47,300.593,41.375,43.511,333.646,51.168,224.698,16.761,11.872,118.307,440.077,255.625,151.387,32.756,96.627,181.631,320.039,56.295,-25.109898,-9.7651825,-7.665606,-7.640325
65,14300,12218,86.13,492.135,18.053,1.0,204.425,102.25,707.705,138.749,2.502,291.537,808.965,52.356,877.031,71.907,2.708,144.633,132.82,30.268,199.596,730.312,366.0,257.886,1.0,391.913,61.927,908.309,234.023,5.723,189.11,163.501,409.492,157.397,11.872,76.682,2.343,77.846,175.019,112.147,204.462,1.0,214.104,389.295,-48.663937,-67.69627,-21.162447,-15.097133
66,7026,15364,154.21,32.069,1.0,144.896,78.543,17.2,284.202,55.07,2.502,71.399,206.643,81.703,5.065,4.151,12.954,7.431,1.0,8.805,59.175,101.739,98.0,30.562,204.448,87.87,52.473,111.882,26.379,57.681,164.666,2.091,35.736,4.637,1.0,40.733,262.835,143.223,28.929,14.232,1.0,93.159,216.567,1.0,6.4781723,82.533035,13.444237,-0.90116197
67,5572,9734,71.49,107.353,3.842,27.464,126.882,29.35,558.309,83.392,4.005,38.993,284.181,43.797,23.358,8.879,57.354,50.307,89.243,1.0,39.114,124.826,36.0,52.989,24.853,349.976,1.0,175.852,12.536,70.67,22.255,12.997,81.587,13.124,4.624,129.659,175.556,303.797,78.342,6.293,35.589,4.686,8.391,80.871,-49.83686,33.20169,8.03315,-11.030533
68,2785,3628,64.53,392.952,2.421,20.848,318.223,497.8,155.592,176.082,384.075,891.607,366.214,150.177,38.602,462.683,21.492,37.444,71.812,82.949,133.398,811.113,330.0,128.423,218.479,517.724,244.71,429.6,724.294,70.67,764.066,379.442,421.997,396.235,4.624,116.415,85.593,178.778,86.935,501.162,184.116,2.843,549.157,115.277,29.825356,-17.435059,-19.927406,1.2559336
69,12504,8846,195.14,161.127,1.0,45.657,251.757,102.25,379.035,1.0,4.005,91.513,320.141,205.202,38.602,10.454,149.569,133.914,35.862,6.854,241.723,197.232,196.0,61.144,270.393,167.25,158.571,260.079,54.065,69.489,233.746,48.987,124.659,2.212,5.832,93.71,296.403,259.065,46.116,15.555,6.087,78.413,294.171,77.185,9.579563,56.72809,6.7714067,-2.3951423
70,10532,13317,335.28,189.806,2.421,27.464,125.875,34.75,493.355,101.415,1.0,17.762,223.499,43.797,4.049,7.303,118.831,82.464,46.756,1.0,157.47,103.838,106.0,69.299,36.077,153.771,34.615,142.8,33.3,38.787,63.703,22.812,188.573,30.097,4.624,95.602,244.036,333.618,149.239,4.97,28.467,2.843,10.855,88.244,-47.898956,33.38199,7.874121,-10.650341
71,3877,15924,285.25,61.944,1.0,111.816,149.037,42.85,152.993,258.474,55.081,87.044,206.643,263.895,2.016,26.211,64.185,41.732,1.0,6.854,70.208,150.011,186.0,33.62,259.169,29.457,53.524,143.867,77.136,61.223,177.419,33.718,81.587,30.097,1.0,21.812,409.194,109.961,69.748,53.927,3.035,321.712,216.567,2.229,4.691345,82.44655,14.116559,-1.033429
72,365,19216,107.31,139.617,1.0,4.308,70.487,1.0,534.926,84.679,28.041,192.084,250.469,225.989,2.016,1.0,100.046,7.431,9.715,1.0,97.289,176.245,188.0,21.388,365.803,198.703,12.555,279.27,19.457,100.191,192.298,20.631,102.428,4.637,2.208,19.92,148.702,299.209,20.335,7.616,91.541,78.413,33.027,4.686,-72.286575,46.430813,18.754816,-8.437598
73,8592,6244,92.53,353.518,2.421,128.356,395.766,207.55,427.101,4.862,197.795,270.305,512.299,123.277,11.163,139.662,62.477,219.665,71.812,28.316,167.5,253.898,183.0,85.609,319.501,257.115,494.722,425.335,246.712,269.053,408.039,149.323,209.414,104.052,11.872,139.119,652.23,309.532,76.194,183.599,9.138,65.511,403.803,212.351,3.870615,13.605056,-8.925964,5.0787325
74,3921,469,129.2,114.523,6.684,192.861,285.997,206.2,149.096,3.575,32.547,220.02,194.282,92.707,7.098,49.847,18.077,202.515,11.894,24.414,126.377,87.048,161.0,27.504,233.913,27.96,290.931,232.359,34.454,54.138,397.412,39.171,116.323,4.637,8.248,57.761,508.556,301.503,7.445,34.079,1.0,318.026,435.83,13.288,-0.82361794,54.945534,3.8439212,9.5195875
76,5141,13185,158.62,241.19,1.0,75.429,273.912,34.75,238.733,8.724,61.09,284.832,485.33,246.776,74.172,46.696,238.369,88.895,44.577,12.707,119.355,232.911,152.0,83.57,294.246,323.016,126.006,351.769,104.822,88.383,178.482,30.447,228.866,44.646,11.872,148.58,555.552,348.528,121.31,77.744,24.398,87.629,458.002,102.989,4.021387,25.901783,-2.964568,1.2695451
77,16741,9465,170.84,176.661,3.842,270.598,330.307,329.05,75.048,107.852,2.502,228.96,233.613,322.588,5.065,46.696,209.338,457.624,42.398,26.365,83.247,102.789,238.0,68.28,204.448,30.955,350.808,254.748,69.061,95.468,419.73,10.816,84.366,19.186,3.416,173.176,582.407,77.846,78.342,44.665,10.156,100.531,684.656,94.387,-11.630726,39.112263,-2.6534057,13.687691
78,4616,10963,113.56,194.586,2.421,186.245,259.814,122.5,72.45,125.875,20.529,193.201,130.229,161.182,7.098,2.576,31.738,243.247,1.0,41.975,114.34,105.937,103.0,61.144,235.316,24.964,228.953,175.852,65.6,50.596,336.834,16.269,85.755,8.274,1.0,82.358,350.113,45.731,65.452,24.817,7.104,61.825,380.398,56.295,-9.455145,59.746468,6.6438994,9.482316
79,14708,5827,422.12,293.769,3.842,177.975,311.173,316.9,182.873,169.646,179.768,428.983,298.79,283.459,64.009,213.721,132.492,249.678,44.577,18.561,307.922,424.945,365.0,98.861,273.199,138.793,169.076,329.38,208.644,93.106,450.55,245.297,262.213,131.937,4.624,95.602,401.137,128.312,93.381,174.336,54.918,142.924,491.261,196.376,4.976225,1.9341106,-12.160694,4.2474203
80,11866,16336,259.81,177.856,1.0,148.204,263.842,79.3,198.462,127.162,5.507,187.614,306.656,139.173,19.293,2.576,74.431,243.247,20.61,22.463,120.358,126.924,248.0,37.698,301.261,92.363,178.53,347.505,51.758,68.309,378.282,27.175,132.996,11.911,1.0,63.437,637.46,111.108,187.91,20.848,15.242,109.747,501.116,8.373,-7.6105404,40.39985,-0.6079548,11.516211
82,13753,10256,433.78,191.001,2.421,278.868,249.743,146.8,102.329,61.506,5.507,237.899,294.295,157.514,14.212,10.454,88.092,251.822,29.325,59.535,90.268,179.393,179.0,67.26,254.959,129.807,242.609,330.446,41.375,124.989,326.206,44.624,119.102,8.274,187.029,127.767,500.5,131.753,91.232,27.464,15.242,72.884,462.93,87.015,19.540077,48.65645,4.5674725,14.672058
