cell,x,y,area µm²,ATG7,ApoE,TMEM119,E_9,IBA1,PSD95,HLA-DR,Neurofilament,CD163,CD14,CD11b,CD34,AQP4,E_8,CD3e,CD68,P2Rx7,Vimentin,Synaptophysin,Olig-2,DAPI_1,CD45,Gal3,SMA,E_7,PCNA,MAP2,E_1,GFAP,CD8,CD44,A-Beta,CD31,E_4,E_5,NeuN,E_3,CD40,S100B,HLA-A,E_10,E_6,H2A.x,CD74,Claudin5,E_2,CollagenIV,CD11c,CD4,UMAP_1,UMAP_2,TSNE_1,TSNE_2
3495,4646,11545,92.38,321.802,46.779,233.399,103.337,232.191,70.069,20.608,13.283,10.082,72.645,53.052,1.0,13.195,16.167,24.28,15.584,169.035,13.41,556.0,42.625,6.415,246.954,34.651,5.301,17.027,91.271,155.925,6.388,79.086,23.634,26.502,18.077,79.493,14.352,12.799,24.589,7.487,329.832,431.674,12.753,50.95,15.992,35.0,27.973,6.683,6.741,19.981,126.018,45.58,-58.34468,26.764133,-22.578861,-3.4955049
3497,13689,6422,116.26,115.659,38.641,311.216,78.971,264.006,10.009,39.185,158.629,11.091,201.809,85.084,41.62,130.067,5.045,26.304,36.418,288.73,58.913,1.0,41.469,136.366,158.897,33.599,5.301,180.856,33.096,3.671,36.563,89.001,6.144,437.855,11.978,20.029,60.479,91.461,3.359,34.732,224.806,326.731,52.713,68.881,55.516,30.0,76.924,18.048,26.262,11.989,33.115,75.976,18.861334,26.092155,0.47579312,15.712213
3498,19357,17274,151.51,53.451,17.277,84.075,1.0,237.494,16.015,6.16,1.0,1.0,21.182,14.013,2.269,9.13,10.1,7.073,32.251,1.0,7.205,327.565,1.0,25.366,93.106,2.052,1.0,61.545,3.006,297.495,5.311,1.0,1.0,1.0,2.22,4.568,20.422,29.843,62.332,17.866,1.0,253.135,1.0,16.369,30.984,13.0,11.989,1.0,3.297,2.998,35.409,10.119,27.96323,-45.89619,-3.5390263,-29.542717
3499,10277,8552,60.97,54.67,64.073,467.901,111.865,361.573,31.03,95.946,62.414,10.082,190.709,90.089,55.583,130.067,6.056,30.353,65.586,368.144,92.006,38.0,46.094,15.89,297.562,36.754,2.075,43.738,32.093,49.08,4.233,65.452,14.375,258.234,7.099,35.489,41.057,25.909,5.718,21.758,372.343,536.617,106.776,80.408,85.499,25.0,49.951,26.003,9.038,96.904,38.85,84.081,13.604132,24.563251,-1.6609672,11.829328
3500,11657,2316,175.53,294.967,29.485,385.878,301.918,283.096,77.076,30.929,408.379,9.073,122.091,127.126,2.269,110.758,10.1,17.195,84.337,258.806,4.102,436.957,41.469,15.89,312.745,44.115,5.301,33.053,145.434,428.38,9.621,126.185,25.692,39.807,8.319,52.139,31.346,45.575,51.717,16.569,142.285,433.037,31.558,53.512,30.984,24.0,60.94,4.41,10.186,16.984,81.287,51.659,-40.94684,-5.899811,-22.13417,10.913695
3501,7706,15109,69.22,788.978,149.527,10.464,68.006,922.583,26.025,38.153,1.0,308.773,619.573,171.17,287.879,68.074,12.122,14.158,279.137,129.903,456.031,140.957,165.187,143.134,831.982,488.933,1.0,18.807,391.172,73.12,2.078,92.72,4.087,159.554,9.538,181.771,8.283,10.177,48.178,15.271,256.064,577.503,310.102,56.073,24.169,12.0,46.954,257.853,10.186,213.787,176.485,175.268,-77.334656,-55.903877,13.621378,-15.917183
3502,5498,2266,40.08,287.648,25.415,209.213,165.47,379.602,14.013,325.056,244.609,225.018,579.209,219.218,36.543,219.499,2.011,16.182,230.176,559.197,125.099,1.0,100.437,103.878,581.979,145.066,4.226,100.722,117.349,1.0,21.476,180.721,8.202,233.841,94.923,52.139,127.241,101.949,4.538,71.06,93.523,311.739,103.251,505.623,171.362,14.0,80.92,13.502,127.31,25.975,96.197,62.804,60.019592,27.473774,19.54368,10.488359
3503,17187,8229,55.15,273.011,57.969,253.379,103.337,276.732,50.049,39.185,215.949,11.091,172.545,98.097,1.0,64.009,9.089,17.195,144.756,186.298,2.034,399.957,26.437,7.768,257.076,30.444,4.226,49.08,38.111,308.179,8.544,18.352,19.519,10.979,4.659,35.489,26.491,41.642,10.436,25.651,333.583,377.158,29.207,39.423,32.347,34.0,54.946,6.683,5.593,18.982,92.757,69.897,-57.743767,32.898117,-22.82636,-8.083556
3504,20649,14433,102.48,186.407,16.26,247.069,43.64,447.475,20.019,14.416,17.377,4.027,124.109,48.047,11.155,21.326,6.056,9.097,38.502,25.169,5.137,374.217,21.812,195.927,149.787,11.516,1.0,72.23,41.12,204.005,9.621,10.916,1.0,1.0,7.099,23.596,17.994,39.02,87.1,12.677,1.0,428.948,4.526,16.369,52.79,22.0,51.949,2.137,4.445,3.997,69.817,18.224,22.822311,-34.12158,-6.7517247,-23.716963
3505,5622,4285,81.72,35.154,11.173,177.665,102.118,352.029,17.016,73.242,606.951,10.082,105.945,167.166,31.465,138.197,2.011,21.243,37.46,375.05,45.469,1.0,57.656,22.659,419.021,17.825,4.226,66.888,94.28,1.0,15.01,85.283,9.231,280.41,80.286,25.975,43.485,59.996,3.359,33.435,264.816,255.861,91.498,354.492,37.798,21.0,63.937,15.775,99.752,16.984,50.319,81.042,74.41143,34.16883,21.638939,21.586626
3507,11337,8648,101.48,91.264,42.71,285.978,82.626,187.65,25.024,25.769,185.242,9.073,131.173,96.095,6.078,92.465,4.033,22.255,65.586,355.484,45.469,7.435,49.563,17.244,206.468,22.032,4.226,91.818,10.027,3.671,19.32,95.199,8.202,218.319,19.297,25.975,58.051,94.083,4.538,46.409,257.314,269.49,24.506,82.969,107.306,23.0,41.959,15.775,19.372,12.988,12.47,64.831,15.575699,24.683678,-0.60461384,13.725395
3508,17632,13883,129.76,58.33,4.052,1.0,24.148,601.248,1.0,43.313,1.0,200.8,108.973,170.169,41.62,1.0,9.089,69.827,198.925,1.0,82.699,1.0,1.0,251.427,108.289,69.353,2.075,79.353,101.301,1.0,12.854,15.873,7.173,2.109,2.22,9.325,157.587,61.307,11.615,215.071,8.502,62.33,136.159,4.842,397.602,2.0,14.986,47.597,56.117,11.989,3.294,39.501,60.866436,-77.82672,28.311993,-15.512835
3509,9768,11108,96.36,297.407,33.554,141.912,145.977,151.592,56.055,19.576,80.838,11.091,104.936,65.064,1.0,12.179,10.1,25.292,23.918,208.166,3.068,345.261,38.0,145.841,203.432,42.012,4.226,63.326,72.214,70.449,10.699,77.846,20.548,17.632,15.637,42.625,10.711,24.598,12.795,21.758,261.065,486.19,10.402,41.985,30.984,29.0,46.954,7.819,5.593,17.983,85.875,40.514,-47.282974,38.67959,-17.610897,-8.072835
3510,20658,7399,45.62,502.33,25.415,2.052,5.873,555.646,5.004,5.128,21.471,625.627,121.082,79.078,18.771,67.058,3.022,12.134,36.418,19.415,80.63,20.304,5.625,355.659,94.119,72.507,2.075,198.663,3.006,1.0,3.155,205.51,2.029,1.0,2.22,9.325,3.428,4.933,2.179,6.19,33.508,427.585,17.454,39.423,6.452,17.0,1.999,15.775,2.148,27.973,91.61,40.514,-1.8462658,61.34891,15.501999,-5.506201
3511,19590,4012,103.19,362.055,51.866,250.224,98.463,343.545,10.009,36.089,175.006,5.036,110.991,104.103,1.0,18.277,2.011,22.255,42.668,203.562,1.0,251.957,1.0,178.329,196.347,8.361,1.0,45.519,153.458,75.791,1.0,59.254,2.029,1.0,1.0,1.0,7.069,15.421,6.897,2.297,58.514,544.794,1.0,35.581,30.984,21.0,105.895,1.0,1.0,10.99,52.613,43.554,-25.471626,16.324741,-12.335437,5.8033543
3512,14670,6834,82.01,187.626,17.277,288.081,82.626,243.857,16.015,36.089,172.959,10.082,86.773,84.083,45.428,48.765,8.078,20.231,112.463,203.562,19.615,17.087,26.437,44.317,178.128,22.032,7.452,100.722,39.114,193.321,37.641,162.129,6.144,116.312,11.978,31.921,43.485,82.283,9.256,41.219,151.038,322.643,26.856,67.6,50.064,18.0,49.951,21.457,19.372,10.99,41.144,68.883,8.184921,24.068443,-2.6833525,11.864142
3513,10482,6212,116.69,53.451,10.156,305.958,64.351,265.067,19.018,37.121,498.453,10.082,113.009,112.111,46.698,73.156,6.056,26.304,38.502,291.032,40.298,1.0,51.875,55.146,237.845,16.774,11.753,74.011,42.123,1.0,39.796,85.283,6.144,395.721,25.396,54.518,37.416,78.35,4.538,38.625,208.552,242.232,63.291,74.004,43.25,29.0,25.975,35.096,27.41,11.989,21.645,76.989,23.830402,16.676174,-0.3840524,19.396908
3514,5668,4372,79.59,53.451,8.121,243.915,63.133,287.338,17.016,41.249,375.625,9.073,101.909,112.111,32.734,89.416,2.011,28.328,33.293,295.636,34.093,1.0,316.656,357.012,281.368,12.567,5.301,102.503,149.446,1.0,12.854,65.452,12.317,282.627,68.088,30.732,59.265,53.441,6.897,60.681,182.295,266.764,52.713,314.788,52.79,34.0,107.893,12.365,97.455,15.985,44.584,82.055,62.30378,38.52653,17.651018,18.233269
3515,18230,8227,97.5,349.857,52.883,249.173,113.083,229.01,59.058,20.608,238.467,9.073,180.618,72.071,1.0,31.488,11.111,22.255,16.626,216.222,5.137,486.826,27.594,33.488,224.687,35.702,4.226,72.23,71.211,292.152,9.621,12.155,23.634,8.761,7.099,45.004,25.277,42.953,74.126,25.651,296.074,303.562,22.155,59.915,52.79,40.0,27.973,8.956,5.593,15.985,107.667,79.015,-60.05451,31.352097,-24.217789,-6.6044226
3516,16072,3585,131.9,27.835,32.537,365.898,71.661,429.446,9.008,90.786,146.346,7.055,224.009,112.111,37.812,118.888,4.033,22.255,46.835,211.619,40.298,7.435,6.781,293.39,208.492,5.206,2.075,95.38,116.346,14.356,9.621,69.17,3.058,226.08,2.22,3.379,31.346,56.063,4.538,21.758,141.035,450.754,30.382,41.985,54.153,23.0,182.818,5.546,14.779,9.991,26.233,79.015,26.226307,35.72605,6.39947,12.831486
3517,1562,8246,17.77,179.088,30.502,406.909,142.322,489.895,56.055,23.705,11.236,16.136,178.6,78.077,1.0,178.848,7.067,27.316,20.792,297.938,68.22,441.783,41.469,256.841,263.149,46.218,4.226,45.519,114.34,59.765,8.544,93.959,18.49,32.046,58.33,67.6,14.352,21.976,150.791,19.164,309.827,454.843,40.96,149.569,28.258,50.0,53.947,4.41,45.783,19.981,138.635,74.962,-37.80288,25.24531,-8.024008,-7.654731
3518,11703,2651,100.06,5.879,15.242,1.0,36.33,406.115,3.002,23.705,1.0,8.064,35.309,15.014,126.668,26.407,62.679,29.34,11.417,24.018,156.124,2.609,115.469,278.5,2.012,53.579,9.603,364.273,159.476,1.0,71.049,28.268,8.202,15.414,9.538,64.032,141.807,205.52,8.077,89.223,79.77,146.829,211.378,49.669,175.45,18.0,32.968,246.488,67.6,400.6,26.233,26.33,61.25995,-85.77116,31.917027,-13.017854
3519,10174,5285,82.72,60.769,8.121,457.385,86.28,370.057,17.016,58.793,394.049,12.1,334.0,156.155,37.812,40.635,4.033,24.28,39.543,258.806,29.957,1.0,70.375,124.183,386.632,13.619,6.377,68.668,135.404,1.0,25.786,86.522,10.26,275.974,13.198,36.679,36.202,70.484,3.359,33.435,302.325,334.909,79.745,59.915,29.621,23.0,128.872,20.321,25.114,12.988,30.821,101.305,33.488827,22.27683,4.0721,20.144627
3520,23142,1621,184.34,169.33,29.485,420.58,99.682,487.774,27.026,20.608,138.158,3.018,84.755,91.09,53.044,37.586,6.056,13.146,79.128,154.073,4.102,343.652,2.156,193.22,199.383,20.98,2.075,50.861,132.395,91.818,3.155,13.395,5.115,1.0,3.44,31.921,17.994,35.087,214.482,28.245,23.506,374.432,15.104,16.369,41.887,22.0,66.934,2.137,5.593,8.992,115.696,64.831,-35.14865,15.597839,-10.810772,-19.965403
3521,7327,6255,52.02,44.912,6.087,414.271,66.788,345.666,34.033,46.409,336.73,12.1,87.782,96.095,14.963,129.051,3.022,27.316,45.794,365.842,48.571,1.0,50.719,438.232,307.684,30.444,8.527,45.519,345.033,1.0,20.398,111.311,13.346,166.206,53.451,50.95,53.196,79.661,5.718,42.517,292.323,353.989,42.135,273.804,56.879,41.0,175.825,26.003,95.159,14.986,66.377,76.989,57.395332,36.88229,15.898807,15.738874
3522,9392,9455,298.33,193.725,34.571,265.998,156.941,319.153,60.059,60.857,91.074,11.091,122.091,88.087,2.269,32.505,7.067,21.243,57.252,316.353,2.034,325.957,70.375,187.805,264.161,28.341,4.226,77.572,80.238,126.543,11.777,10.916,20.548,34.263,9.538,40.246,30.132,49.508,11.615,21.758,313.578,490.278,36.259,59.915,32.347,31.0,102.898,11.229,6.741,15.985,68.67,68.883,-31.58952,23.65355,-9.36933,3.9175081
3523,17158,5102,62.54,259.593,29.485,371.156,99.682,173.863,37.036,32.993,82.885,9.073,116.036,86.085,32.734,87.384,4.033,23.267,16.626,442.954,14.444,274.478,161.719,197.28,160.921,25.186,1.0,29.492,104.31,97.16,3.155,76.607,12.317,85.266,2.22,15.271,7.069,20.665,8.077,7.487,202.3,475.286,15.104,49.669,18.718,25.0,18.982,2.137,4.445,10.99,44.584,45.58,-18.758265,16.882982,-8.590237,6.5566344
3524,23645,1089,125.36,373.033,37.623,420.58,244.659,353.089,62.061,45.377,510.736,5.036,155.391,141.14,1.0,115.839,12.122,13.146,15.584,208.166,8.239,473.957,14.875,9.122,364.365,50.424,2.075,47.299,103.307,147.912,4.233,14.634,8.202,1.0,8.319,69.979,20.422,23.287,12.795,26.948,57.264,400.327,11.578,30.458,37.798,24.0,20.98,3.273,11.334,16.984,156.986,45.58,-36.441513,-5.782789,-20.232319,12.017375
3525,11373,14088,194.29,486.473,61.021,1.0,14.401,597.006,11.01,16.48,1.0,740.664,892.027,167.166,172.366,55.879,11.111,32.377,77.045,49.339,206.798,12.261,43.781,292.037,211.529,185.026,133.268,50.861,76.226,1.0,8.544,190.636,7.173,22.067,16.857,74.736,33.774,62.618,12.795,26.948,437.359,422.134,211.378,39.423,25.532,20.0,19.981,133.973,5.593,113.887,69.817,159.057,0.039295197,67.73628,15.969492,-2.8628263
3526,5736,1545,77.89,120.538,14.225,359.588,160.596,266.127,17.016,47.441,852.607,7.055,104.936,131.13,42.889,131.083,4.033,16.182,274.97,452.161,49.606,4.217,54.188,40.256,346.146,17.825,3.151,33.053,130.389,3.671,25.786,91.48,16.433,229.406,86.385,33.111,32.56,46.886,3.359,30.84,158.539,366.255,58.589,253.312,69.145,15.0,117.883,10.092,85.972,13.987,78.993,76.989,75.46431,39.37454,18.224842,22.892765
3527,12741,8956,162.31,5.879,14.225,255.482,19.274,284.156,11.01,45.377,39.895,9.073,64.573,64.063,6.078,29.456,2.011,22.255,51.002,72.357,2.034,13.87,29.906,44.317,122.459,6.258,1.0,145.241,4.009,35.725,3.155,53.057,4.087,146.249,2.22,2.189,31.346,57.374,4.538,23.056,161.04,379.884,11.578,52.231,70.508,24.0,77.923,1.0,4.445,7.993,17.057,46.593,7.302307,36.357582,1.1868385,7.512441
3528,10959,5347,201.11,85.165,34.571,17.825,102.118,338.242,23.022,70.146,353.107,18.155,228.045,240.239,37.812,126.002,3.022,27.316,119.755,442.954,100.28,2.609,65.75,86.28,228.736,75.662,4.226,49.08,48.142,11.684,19.32,169.566,10.26,263.778,13.198,11.704,20.422,54.752,5.718,21.758,217.304,208.16,66.816,77.846,32.347,62.0,59.941,12.365,19.372,12.988,30.821,78.002,24.38655,20.193745,-1.7247812,20.94431
3529,16115,275,210.07,424.264,51.866,252.327,141.104,380.662,45.044,84.594,277.363,75.673,377.391,185.184,42.889,172.751,7.067,18.207,61.419,185.147,128.202,269.652,27.594,170.207,474.69,152.427,5.301,31.273,225.675,169.281,7.466,93.959,18.49,3.218,9.538,50.95,22.849,24.598,24.589,20.461,166.041,539.342,70.342,22.773,24.169,21.0,106.894,36.232,10.186,62.938,179.925,59.765,-36.675568,6.1955585,-18.111994,7.002464
3530,21671,4583,235.51,374.253,53.9,377.465,176.434,444.293,58.057,31.961,244.609,21.182,172.545,113.112,6.078,101.611,13.134,26.304,66.628,270.316,23.752,387.087,26.437,10.476,295.538,49.373,2.075,54.422,96.286,161.267,8.544,51.818,18.49,1.0,2.22,41.436,16.78,27.22,13.974,11.379,238.559,529.802,22.155,41.985,33.709,26.0,46.954,8.956,4.445,34.966,126.018,44.567,-39.00305,7.5773315,-19.119339,5.612384
3531,5958,7955,177.66,312.044,45.762,316.474,197.145,305.366,65.064,47.441,179.1,14.118,243.182,138.137,4.808,39.619,19.2,27.316,44.752,238.09,9.273,642.87,50.719,101.171,400.802,47.269,9.603,74.011,155.464,342.904,22.553,19.592,21.577,9.87,19.297,84.25,34.988,46.886,31.666,42.517,379.845,427.585,35.084,70.162,39.161,38.0,93.907,18.048,10.186,21.979,138.635,66.857,-57.286674,16.861702,-24.053083,0.12935548
3532,18065,8886,115.55,316.923,58.987,237.605,70.443,277.793,47.046,48.473,209.807,12.1,219.973,79.078,13.694,79.253,8.078,30.353,45.794,213.921,8.239,436.957,27.594,228.415,246.954,65.146,2.075,38.396,90.268,195.992,4.233,133.622,18.49,7.653,5.879,25.975,24.063,23.287,41.102,13.974,297.324,578.866,26.856,56.073,32.347,46.0,105.895,2.137,7.89,11.989,123.724,51.659,-44.91219,29.087927,-16.827032,-4.303979
3533,15034,3893,169.28,99.802,42.71,345.918,165.47,302.185,24.023,56.729,230.279,9.073,129.155,95.094,7.347,104.66,4.033,28.328,215.592,406.124,32.025,33.174,39.156,140.427,183.188,27.289,1.0,56.203,121.361,43.738,7.466,70.409,8.202,244.929,3.44,5.757,22.849,37.709,4.538,11.379,153.538,449.392,35.084,47.108,41.887,25.0,98.902,5.546,11.334,15.985,37.703,71.923,22.125671,27.740047,3.7078397,14.603579
3534,19466,12722,165.01,270.571,44.744,265.998,77.752,390.207,46.045,21.64,48.084,9.073,180.618,84.083,4.808,28.439,11.111,28.328,54.127,140.262,6.171,276.087,38.0,6.415,202.419,39.908,3.151,22.369,7.018,209.348,4.233,9.676,57.586,15.414,10.758,43.814,28.919,21.976,11.615,20.461,317.329,479.375,11.578,45.827,18.718,28.0,38.962,2.137,5.593,16.984,116.843,55.712,-46.783066,33.822025,-16.420753,-6.72381
3535,5069,3356,86.7,10.758,2.017,389.033,44.859,394.449,4.003,60.857,516.877,10.082,130.164,178.177,22.579,48.765,2.011,23.267,26.001,129.903,21.683,1.0,49.563,44.317,311.733,3.103,4.226,72.23,57.169,1.0,12.854,38.184,4.087,199.469,54.67,17.65,37.416,75.728,3.359,29.543,133.533,300.836,59.765,436.462,29.621,18.0,37.963,15.775,87.121,10.99,11.323,94.213,73.28651,34.981094,20.811028,21.021965
3536,14176,9283,134.03,37.593,6.087,218.677,26.584,395.51,18.017,30.929,70.602,8.064,170.527,63.062,6.078,16.244,4.033,23.267,49.96,42.433,2.034,112.0,75.0,258.195,136.629,3.103,2.075,125.652,155.464,27.711,7.466,17.113,7.173,24.284,2.22,8.136,27.705,54.752,8.077,26.948,194.798,352.626,12.753,44.546,80.048,31.0,98.902,4.41,7.89,13.987,20.498,45.58,5.077532,38.97212,1.8657043,5.851609
3537,14294,15212,97.5,147.374,41.692,79.868,80.189,223.707,41.04,13.384,74.697,2.009,100.9,38.037,8.616,23.358,14.145,7.073,47.877,89.621,2.034,367.783,1.0,6.415,175.091,5.206,2.075,40.176,1.0,260.099,11.777,100.156,2.029,1.0,16.857,30.732,28.919,37.709,3.359,39.922,1.0,528.439,13.928,43.265,36.435,10.0,18.982,3.273,9.038,4.996,46.878,29.369,33.68779,-36.621014,-6.9961705,-28.413136
3539,10079,3352,67.37,90.044,14.225,339.608,94.809,330.818,14.013,116.587,512.783,7.055,140.255,146.145,9.886,114.823,2.011,24.28,114.546,293.334,49.606,1.0,53.031,126.89,245.942,20.98,5.301,65.107,123.367,1.0,12.854,147.256,6.144,359.132,59.549,20.029,30.132,54.752,3.359,16.569,126.031,300.836,59.765,372.423,40.524,22.0,94.906,19.184,114.679,14.986,62.936,72.936,72.851746,34.645184,20.87324,21.201883
3540,14194,5390,54.01,132.736,36.606,405.858,160.596,347.787,19.018,35.057,392.002,10.082,161.445,142.141,4.808,103.644,5.045,21.243,76.003,333.616,52.708,7.435,62.281,47.024,298.574,22.032,7.452,113.187,60.178,14.356,31.175,127.424,8.202,320.325,14.418,37.868,36.202,104.571,5.718,49.004,192.298,358.078,48.012,70.162,45.975,23.0,55.945,26.003,14.779,15.985,35.409,75.976,25.34172,17.225136,0.8888159,19.12647
3541,9888,14704,27.29,3.44,63.056,1.0,16.838,33.876,1.0,6.16,1.0,2.009,50.445,2.001,468.131,12.179,21.223,14.158,9.334,1.0,355.717,2.609,20.656,757.695,3.024,319.628,2.075,129.214,174.521,1.0,24.709,2.239,1.0,1.0,5.879,207.936,49.554,56.063,43.46,29.543,23.506,272.216,263.091,34.3,37.798,11.0,2.998,416.966,10.186,203.797,11.323,10.119,52.076874,-80.03802,28.139849,-8.488518
3542,1390,1931,143.83,26.615,14.225,219.728,71.661,266.127,7.006,137.227,463.652,103.927,291.618,169.168,16.233,42.667,1.0,16.182,151.006,285.278,106.484,4.217,53.031,160.732,277.319,39.908,1.0,81.134,70.208,1.0,5.311,64.212,7.173,200.578,36.374,10.514,14.352,35.087,2.179,7.487,124.781,228.603,79.745,437.742,54.153,15.0,88.912,2.137,49.228,10.99,6.735,99.279,64.26427,31.781288,19.801542,19.109665
3543,18872,2803,128.48,263.253,61.021,313.319,145.977,322.334,37.036,94.914,281.457,10.082,191.718,137.136,25.118,112.79,8.078,35.413,99.962,357.786,57.879,269.652,16.031,18.598,262.137,45.166,2.075,61.545,84.25,318.864,8.544,113.79,7.173,32.046,1.0,55.707,50.768,53.441,6.897,28.245,199.8,607.487,97.374,39.423,66.419,15.0,59.941,46.461,25.114,80.92,61.789,93.2,-22.384998,8.659592,-12.982138,10.110269
3544,15802,9390,237.07,103.462,31.519,233.399,68.006,331.879,36.035,22.673,158.629,8.064,126.127,98.097,20.041,22.342,7.067,23.267,44.752,127.601,1.0,324.348,16.031,145.841,275.295,13.619,3.151,43.738,110.328,225.374,5.311,14.634,14.375,7.653,3.44,15.271,17.994,25.909,45.819,15.271,263.566,378.521,20.98,40.704,43.25,25.0,61.939,4.41,2.148,11.989,65.23,53.686,-42.04528,38.020443,-14.008522,-7.854189
3545,17808,17337,61.54,91.264,37.623,100.9,3.437,179.166,37.036,15.448,80.838,1.0,62.555,11.01,1.0,53.846,9.089,5.049,15.584,1.0,2.034,343.652,1.0,1.0,100.191,8.361,1.0,34.834,1.0,209.348,2.078,20.831,1.0,1.0,3.44,12.893,11.925,19.354,3.359,12.677,1.0,396.239,2.175,13.808,10.54,10.0,6.994,2.137,2.148,4.996,22.792,3.026,30.264717,-42.10743,-4.940942,-28.111437
3546,16587,1037,118.82,259.593,227.86,15.722,170.343,198.255,17.016,10.288,3.047,12.1,198.782,880.881,329.769,40.635,24.256,18.207,58.294,128.752,499.466,65.348,125.875,541.11,755.058,387.981,1.0,6.342,287.861,3.671,5.311,54.297,32.894,66.417,5.879,108.036,32.56,32.465,18.692,16.569,208.552,476.649,149.087,17.65,21.443,33.0,8.992,285.13,5.593,233.767,135.194,32.409,-81.33307,-70.5291,17.71164,-20.529865
3547,22548,5173,197.13,257.154,47.796,584.626,137.449,461.261,53.052,42.281,117.686,10.082,321.891,131.13,1.0,29.456,7.067,27.316,61.419,193.204,1.0,350.087,17.188,201.341,358.292,32.547,1.0,41.957,159.476,244.072,5.311,7.197,16.433,2.109,1.0,37.868,10.711,21.976,41.102,10.082,237.309,446.666,13.928,48.388,37.798,32.0,93.907,1.0,2.148,15.985,152.398,88.134,-39.562355,14.352875,-16.03856,2.7393553
3548,2705,6707,283.55,314.484,38.641,242.863,195.927,393.389,56.055,28.865,91.074,13.109,136.218,137.136,21.31,112.79,14.145,74.888,71.836,207.015,64.084,335.609,50.719,135.012,363.353,63.043,5.301,24.15,187.56,334.89,7.466,36.944,70.961,23.175,29.055,75.925,10.711,24.598,19.871,11.379,373.593,501.181,64.466,114.988,20.08,35.0,91.909,22.594,15.928,158.842,138.635,96.239,-49.405952,19.279646,-19.737127,0.02287473
3549,19817,9480,106.03,264.473,36.606,298.597,65.57,324.455,56.055,27.833,70.602,10.082,135.209,105.104,3.539,112.79,14.145,26.304,23.918,137.96,24.786,258.391,39.156,75.451,246.954,63.043,6.377,82.914,45.133,289.481,11.777,77.846,22.606,13.196,7.099,47.382,28.919,42.953,17.512,36.03,317.329,539.342,28.032,68.881,22.806,30.0,39.961,21.457,5.593,45.955,137.488,36.461,-48.26919,32.86046,-16.930086,-6.1048717
3550,8467,4789,81.3,13.198,325.522,1.0,64.351,271.43,38.037,29.897,1.0,24.209,234.1,36.035,573.489,57.911,27.289,34.401,35.376,189.751,481.885,1.0,64.594,623.683,9.097,312.267,4.226,143.46,283.849,1.0,22.553,33.226,21.577,78.614,25.396,180.582,47.126,94.083,48.178,50.301,546.136,234.055,233.708,355.773,96.402,26.0,16.984,420.375,53.821,467.533,124.871,104.345,46.65695,-83.958755,30.681526,-5.5847516
3551,19887,5887,145.4,331.56,40.675,355.382,126.484,402.933,55.054,48.473,250.75,11.091,293.636,148.147,1.0,49.781,7.067,20.231,54.127,189.751,7.205,383.87,26.437,213.524,349.182,40.96,2.075,33.053,250.75,473.789,3.155,46.86,18.49,6.544,1.0,47.382,16.78,21.976,21.051,11.379,263.566,435.763,33.908,47.108,40.524,33.0,124.876,2.137,2.148,17.983,138.635,107.384,-44.881947,12.423553,-22.795176,7.2890706
3552,18588,13621,189.74,260.813,40.675,228.141,70.443,222.646,50.049,26.801,76.744,9.073,105.945,63.062,1.0,46.732,13.134,26.304,20.792,51.641,7.205,280.913,35.688,6.415,165.982,39.908,3.151,47.299,7.018,182.636,9.621,9.676,20.548,15.414,13.198,31.921,33.774,32.465,11.615,26.948,336.084,370.344,12.753,47.108,44.613,22.0,36.964,5.546,7.89,14.986,96.197,49.633,-51.56372,44.961075,-17.341219,-10.984703
3553,10870,7148,159.33,181.527,27.45,314.371,98.463,279.914,28.027,41.249,400.191,12.1,147.318,92.091,21.31,120.921,4.033,25.292,71.836,429.143,60.981,1.0,61.125,41.61,290.477,33.599,8.527,100.722,72.214,1.0,35.485,117.509,10.26,420.114,19.297,41.436,37.416,78.35,4.538,25.651,258.564,319.917,48.012,70.162,59.604,32.0,40.96,30.549,21.669,18.982,51.466,89.147,24.377586,17.182526,-0.1800219,19.394941
3554,15639,11646,222.72,303.505,45.762,221.832,99.682,244.917,54.053,41.249,60.367,9.073,197.773,96.095,3.539,108.725,10.1,26.304,41.627,129.903,12.376,391.913,29.906,116.061,207.48,38.857,4.226,36.615,98.292,284.139,7.466,118.748,18.49,9.87,18.077,31.921,19.208,37.709,12.795,20.461,276.069,503.907,12.753,45.827,30.984,27.0,51.949,5.546,6.741,20.98,111.108,47.606,-50.850433,34.755898,-18.742046,-6.760968
3555,19513,10305,89.83,294.967,34.571,175.562,50.95,214.162,47.046,21.64,101.309,9.073,156.4,53.052,61.93,18.277,11.111,23.267,26.001,91.923,26.854,293.783,27.594,25.366,152.824,47.269,6.377,77.572,26.075,163.939,10.699,98.917,16.433,4.326,13.198,40.246,20.422,25.909,9.256,32.138,226.056,503.907,8.052,49.669,24.169,25.0,37.963,10.092,4.445,15.985,111.108,34.435,-50.40773,42.094757,-17.545795,-9.543245
3556,7484,12619,210.78,344.978,35.589,222.883,143.54,225.828,57.056,26.801,11.236,11.091,124.109,63.062,1.0,14.212,13.134,28.328,51.002,171.336,7.205,502.913,42.625,7.768,251.003,35.702,3.151,36.615,62.184,201.334,2.078,14.634,21.577,15.414,14.418,71.168,14.352,19.354,23.41,10.082,313.578,360.804,22.155,49.669,26.895,32.0,60.94,4.41,3.297,19.981,111.108,74.962,-58.727905,26.099483,-22.406557,-3.366014
