cell,x,y,area µm²,ATG7,ApoE,TMEM119,E_9,IBA1,PSD95,HLA-DR,Neurofilament,CD163,CD14,CD11b,CD34,AQP4,E_8,CD3e,CD68,P2Rx7,Vimentin,Synaptophysin,Olig-2,DAPI_1,CD45,Gal3,SMA,E_7,PCNA,MAP2,E_1,GFAP,CD8,CD44,A-Beta,CD31,E_4,E_5,NeuN,E_3,CD40,S100B,HLA-A,E_10,E_6,H2A.x,CD74,Claudin5,E_2,CollagenIV,CD11c,CD4,UMAP_1,UMAP_2,TSNE_1,TSNE_2
1,12402,11199,94.09,194.945,48.814,220.78,72.879,169.621,50.049,36.089,195.477,10.082,126.127,75.074,1.0,116.856,9.089,21.243,29.126,207.015,14.444,330.783,38.0,10.476,174.079,19.928,8.527,61.545,9.024,54.422,35.485,67.931,14.375,99.68,32.714,62.843,43.485,28.531,6.897,32.138,216.054,480.738,36.259,33.019,47.338,26.0,40.96,24.867,17.076,16.984,53.76,48.62,-45.85248,43.262398,-4.482185,5.6262093
2,21132,6875,115.98,127.857,37.623,354.331,138.667,490.955,47.046,38.153,99.262,11.091,169.518,137.136,1.0,16.244,10.1,28.328,64.544,160.978,3.068,274.478,29.906,231.122,277.319,27.289,4.226,47.299,254.762,198.663,7.466,3.479,21.577,8.761,3.44,31.921,19.208,49.508,13.974,11.379,309.827,351.263,24.506,49.669,36.435,38.0,120.88,8.956,5.593,21.979,121.431,70.91,-37.182114,22.155207,-13.664362,0.14114843
3,12357,3047,192.3,177.868,24.398,512.067,228.821,272.49,41.04,48.473,445.227,9.073,106.955,133.132,7.347,82.302,8.078,18.207,115.588,341.673,17.547,197.261,41.469,64.622,295.538,16.774,8.527,65.107,135.404,294.824,27.942,79.086,14.375,122.964,14.418,53.329,55.623,49.508,68.229,30.84,96.024,487.553,26.856,50.95,36.435,21.0,59.941,19.184,26.262,14.986,75.552,66.857,-24.30349,0.64162445,-12.638603,14.422847
4,23552,3402,168.14,290.088,61.021,427.941,124.048,391.268,52.051,34.025,121.781,7.055,141.264,111.11,9.886,79.253,13.134,23.267,49.96,204.713,14.444,408.0,11.406,102.524,306.672,37.805,2.075,61.545,130.389,139.898,8.544,20.831,8.202,1.0,2.22,49.761,25.277,58.685,38.743,21.758,142.285,423.497,11.578,20.212,51.427,25.0,81.919,2.137,6.741,11.989,112.255,55.712,-38.96024,11.288155,-16.77932,4.408938
7,18420,3059,29.56,347.418,53.9,422.683,161.815,286.277,15.014,48.473,154.535,5.036,105.945,141.14,1.0,106.693,2.011,31.365,18.709,433.747,7.205,446.609,2.156,10.476,253.027,17.825,1.0,6.342,60.178,246.743,1.0,122.467,2.029,39.807,1.0,1.0,21.635,4.933,6.897,1.0,111.028,407.142,1.0,41.985,14.629,17.0,10.99,1.0,5.593,14.986,48.025,63.817,-29.874187,5.4521484,-13.836882,10.139673
8,17919,17453,207.79,38.813,44.744,147.169,2.218,254.462,21.02,22.673,80.838,2.009,127.136,21.02,1.0,43.684,8.078,7.073,43.71,1.0,2.034,288.957,1.0,56.5,116.386,2.052,1.0,25.93,4.009,161.267,4.233,34.465,1.0,1.0,3.44,6.946,15.566,27.22,5.718,11.379,1.0,398.965,6.876,12.527,18.718,10.0,37.963,2.137,2.148,5.995,42.29,10.119,25.058998,-40.518383,-3.6711354,-26.166866
9,8238,2396,71.35,86.385,20.329,350.124,132.576,203.557,16.015,32.993,473.887,6.045,142.273,111.11,17.502,151.409,2.011,19.219,23.918,349.729,36.161,12.261,197.563,228.415,291.489,15.722,3.151,45.519,124.37,1.0,10.699,98.917,8.202,303.694,64.429,28.354,47.126,39.02,2.179,21.758,107.277,261.312,38.609,319.912,10.54,17.0,33.967,7.819,61.859,20.98,77.846,52.672,70.08267,37.820374,19.338814,21.16895
10,15035,4582,249.29,336.44,126.129,125.086,164.251,307.487,12.011,86.658,70.602,46.409,383.445,522.522,101.281,117.872,15.156,29.34,63.503,325.56,376.401,1.0,90.031,332.646,474.69,301.752,2.075,38.396,257.771,35.725,11.777,106.354,20.548,238.276,5.879,77.114,21.635,42.953,19.871,16.569,314.829,561.149,328.907,47.108,56.879,22.0,38.962,202.164,9.038,207.793,81.287,162.096,-78.04559,-64.60913,16.960096,-18.09459
11,10120,6019,42.78,21.736,42.71,84.075,32.676,449.596,32.031,50.537,7.141,15.127,118.055,43.042,267.569,51.814,38.412,32.377,34.335,97.677,490.158,1.0,44.937,78.159,102.216,113.519,14.98,81.134,185.554,1.0,72.126,33.226,14.375,54.221,18.077,282.861,42.271,117.681,10.436,46.409,348.587,120.935,471.118,35.581,45.975,23.0,29.971,371.505,20.521,446.554,36.556,66.857,51.425896,-91.161415,34.134377,-8.14787
12,14343,8338,201.82,169.33,26.433,213.419,93.59,187.65,36.035,27.833,185.242,10.082,122.091,59.058,7.347,95.514,7.067,27.316,101.004,227.732,33.059,197.261,33.375,51.085,91.082,37.805,4.226,148.802,14.039,73.12,19.32,126.185,9.231,88.593,9.538,27.164,42.271,95.394,6.897,52.896,228.557,557.06,12.753,56.073,92.314,27.0,48.952,12.365,14.779,16.984,30.821,37.475,-5.884693,25.221783,-3.8222494,6.271958
13,18585,14638,34.4,216.901,38.641,202.903,20.493,249.159,24.023,12.352,56.273,2.009,88.791,45.044,2.269,25.391,9.089,9.097,4.125,9.056,10.307,221.391,1.0,13.183,146.751,14.671,2.075,40.176,1.0,107.845,6.388,44.381,1.0,1.0,19.297,21.218,24.063,16.732,25.769,25.651,1.0,419.408,5.701,15.088,54.153,8.0,8.992,3.273,6.741,5.995,45.731,9.105,25.687954,-37.242012,-4.835646,-25.463667
14,9032,4809,96.65,41.253,7.104,357.485,94.809,291.58,20.019,52.601,447.275,10.082,78.7,96.095,65.738,52.83,5.045,24.28,121.838,320.956,23.752,7.435,175.594,243.305,296.55,22.032,4.226,59.765,176.527,1.0,17.165,98.917,13.346,173.968,36.374,23.596,44.699,62.618,5.718,36.03,269.817,454.843,44.486,418.531,65.056,33.0,79.921,14.638,97.455,13.987,41.144,95.226,66.199,35.287308,19.28935,18.230795
15,16091,13983,282.55,132.736,45.762,134.551,21.711,244.917,26.025,22.673,68.555,5.036,144.291,62.061,1.0,25.391,4.033,14.158,60.377,7.906,3.068,345.261,9.094,109.293,156.872,7.309,2.075,65.107,4.009,171.952,3.155,54.297,8.202,2.109,10.758,23.596,22.849,35.087,21.051,10.082,266.066,397.602,12.753,41.985,36.435,14.0,53.947,4.41,5.593,6.994,52.613,58.752,-44.90871,45.623466,-14.6376295,-10.571022
16,9959,11241,83.57,271.791,47.796,155.582,144.759,192.952,61.06,25.769,60.367,10.082,67.6,51.05,13.694,14.212,12.122,22.255,16.626,202.411,1.0,502.913,36.844,6.415,155.86,26.238,4.226,49.08,35.102,252.086,8.544,39.423,21.577,12.088,10.758,50.95,8.283,14.11,21.051,8.784,259.815,471.198,3.351,43.265,13.266,28.0,30.97,5.546,2.148,15.985,96.197,37.475,-58.202602,38.215096,-20.101828,-9.780149
17,19232,7532,214.33,251.055,43.727,173.459,103.337,284.156,48.047,24.737,201.619,11.091,192.727,121.12,4.808,97.546,11.111,24.28,57.252,178.242,21.683,258.391,29.906,84.927,195.334,50.424,5.301,50.861,62.184,171.952,13.932,44.381,20.548,10.979,7.099,46.193,22.849,35.087,10.436,23.056,304.826,569.326,45.661,41.985,40.524,28.0,89.911,18.048,10.186,38.962,91.61,76.989,-42.537388,34.602737,-16.673122,-6.541721
18,6674,12977,113.99,447.44,13.208,95.642,16.838,310.669,21.02,14.416,21.471,460.136,196.764,118.117,16.233,4.049,3.022,17.195,65.586,32.075,43.401,263.217,22.969,53.793,197.359,43.063,2.075,97.16,57.169,374.957,4.233,10.916,8.202,2.109,5.879,45.004,9.497,11.488,148.432,10.082,152.288,597.947,48.012,62.477,35.072,20.0,12.988,16.911,2.148,116.884,131.753,67.87,-49.157784,35.604992,-19.901262,-14.965561
19,12599,6903,163.31,69.308,14.225,228.141,96.027,190.831,13.012,23.705,287.598,11.091,116.036,65.064,12.424,77.221,3.022,24.28,15.584,326.711,66.152,2.609,65.75,91.695,146.751,24.135,4.226,102.503,27.078,14.356,27.942,105.114,6.144,331.413,9.538,18.839,47.126,73.106,3.359,37.327,194.798,338.997,30.382,65.038,44.613,24.0,22.978,16.911,20.521,10.99,10.176,52.672,18.478191,20.198978,-0.76899195,16.882414
20,1280,4471,116.55,365.714,34.571,279.668,194.709,196.134,66.065,34.025,392.002,9.073,124.109,84.083,7.347,96.53,9.089,21.243,29.126,219.675,6.171,456.261,71.531,42.963,309.708,54.631,2.075,33.053,75.223,220.032,2.078,39.423,20.548,13.196,25.396,54.518,14.352,19.354,18.692,10.082,291.073,407.142,23.331,81.688,18.718,25.0,27.973,3.273,19.372,25.975,93.904,46.593,-56.288876,11.852467,-24.351494,2.8580728
21,17543,3627,56.85,251.055,38.641,249.173,87.499,183.408,9.008,26.801,164.77,7.055,93.836,64.063,2.269,85.351,2.011,23.267,61.419,406.124,20.649,134.522,2.156,14.537,125.495,17.825,1.0,70.449,29.084,62.436,2.078,162.129,2.029,108.55,1.0,1.0,25.277,37.709,18.692,25.651,51.013,390.787,5.701,33.019,56.879,20.0,19.981,1.0,6.741,10.99,9.029,43.554,4.079773,18.141228,-4.8813157,13.31218
22,6834,11458,114.13,431.582,49.831,299.648,128.921,231.131,73.072,20.608,19.424,11.091,104.936,79.078,1.0,9.13,15.156,22.255,12.459,189.751,3.068,510.957,56.5,9.122,334.0,53.579,5.301,22.369,95.283,278.797,5.311,2.239,22.606,8.761,14.418,75.925,9.497,16.732,49.358,10.082,302.325,563.874,15.104,41.985,30.984,35.0,28.972,3.273,2.148,19.981,165.015,49.633,-59.41844,23.019238,-23.28897,-2.590613
23,16578,16941,352.62,66.868,38.641,122.983,9.528,237.494,20.019,34.025,66.508,2.009,82.736,21.02,1.0,16.244,7.067,6.061,20.792,4.453,2.034,343.652,1.0,59.207,78.936,3.103,1.0,50.861,1.0,278.797,3.155,5.958,1.0,1.0,3.44,5.757,14.352,25.909,13.974,12.677,1.0,258.587,5.701,12.527,26.895,9.0,40.96,1.0,3.297,4.996,26.233,7.079,27.891273,-45.717728,-4.0844636,-29.15882
24,12326,5953,132.32,21.736,121.043,76.714,60.696,400.812,25.024,61.889,50.131,14.118,133.191,37.036,295.496,83.318,30.323,32.377,26.001,142.563,266.78,2.609,49.563,140.427,56.669,216.574,7.452,186.198,120.358,1.0,32.252,58.015,17.461,124.073,10.758,92.575,45.913,124.236,8.077,42.517,228.557,179.539,162.015,44.546,90.951,21.0,29.971,228.304,20.521,238.762,15.91,147.912,53.914032,-84.759964,31.566103,-10.140193
25,14442,4887,291.65,93.703,28.467,263.895,143.54,312.79,8.007,25.769,285.551,11.091,148.327,107.106,63.199,122.953,5.045,21.243,57.252,296.787,60.981,2.609,34.531,67.329,206.468,31.496,4.226,91.818,50.148,6.342,23.631,101.396,8.202,281.518,10.758,23.596,19.208,65.24,2.179,23.056,187.297,307.651,44.486,54.792,78.685,19.0,51.949,16.911,11.334,11.989,31.968,79.015,18.950882,19.8727,-0.54811704,17.104906
26,8548,2749,82.29,119.319,12.19,310.164,167.906,357.331,20.019,45.377,594.668,6.045,161.445,114.113,23.849,143.279,4.033,19.219,34.335,312.9,44.435,1.0,44.937,251.427,348.17,26.238,2.075,25.93,139.416,1.0,11.777,138.579,11.288,257.125,58.33,14.082,25.277,23.287,2.179,19.164,147.287,326.731,28.032,350.65,37.798,21.0,152.848,4.41,80.231,12.988,80.14,66.857,68.76125,39.3191,18.434752,20.938013
27,22554,1729,216.6,429.143,61.021,371.156,153.287,345.666,31.03,23.705,414.52,4.027,187.682,99.098,1.0,69.091,7.067,9.097,39.543,285.278,23.752,372.609,7.938,114.707,246.954,47.269,1.0,45.519,94.28,134.556,3.155,157.171,6.144,6.544,2.22,34.3,17.994,29.843,24.589,13.974,24.756,506.633,22.155,26.615,21.443,15.0,46.954,1.0,7.89,8.992,107.667,39.501,-34.18543,-2.5620117,-18.984274,11.531559
28,6303,6336,78.31,76.626,84.42,13.619,75.316,224.768,20.019,27.833,3.047,14.118,88.791,24.023,193.945,101.611,35.379,45.535,44.752,177.091,638.043,12.261,70.375,388.146,35.413,340.66,9.603,123.872,241.723,1.0,55.961,81.565,21.577,28.719,36.374,289.996,111.461,104.571,11.615,99.603,322.33,228.603,459.365,99.619,187.716,67.0,18.982,356.73,89.417,409.591,65.23,70.91,47.113728,-87.174706,31.923046,-6.140156
29,17099,8667,183.49,276.67,41.692,260.74,105.773,441.111,55.054,60.857,252.797,12.1,144.291,93.092,4.808,109.742,10.1,29.34,60.377,190.902,12.376,427.304,40.312,160.732,279.343,42.012,2.075,81.134,196.587,150.583,9.621,64.212,20.548,15.414,8.319,48.571,37.416,40.331,16.333,21.758,347.337,445.303,36.259,50.95,35.072,32.0,131.869,5.546,9.038,23.977,130.606,85.094,-43.893074,18.859375,-17.467625,1.0635152
30,19143,15495,68.22,240.077,40.675,92.487,9.528,167.5,35.034,6.16,39.895,2.009,59.527,12.011,1.0,60.96,11.111,8.085,7.25,3.302,27.888,380.652,3.312,6.415,86.021,22.032,3.151,27.711,1.0,182.636,12.854,49.339,1.0,1.0,15.637,27.164,30.132,25.909,3.359,30.84,1.0,517.536,11.578,12.527,21.443,11.0,7.993,18.048,7.89,13.987,49.172,5.053,32.181892,-36.111835,-6.5614476,-27.607735
31,1823,2799,273.31,32.714,2.017,180.82,59.478,201.436,2.001,50.537,236.42,97.873,238.136,68.067,16.233,29.456,2.011,15.17,43.71,388.861,20.649,1.0,88.875,190.512,158.897,5.206,1.0,61.545,84.25,1.0,1.0,38.184,3.058,241.603,2.22,1.0,4.642,11.488,3.359,4.892,118.529,264.038,17.454,227.696,35.072,16.0,72.928,1.0,4.445,6.994,6.735,53.686,44.41619,34.160404,1.8392481,13.961713
32,14039,5165,158.33,93.703,44.744,260.74,161.815,291.58,15.014,37.121,283.504,12.1,152.364,81.08,7.347,147.344,4.033,26.304,18.709,406.124,42.366,1.0,42.625,163.439,182.176,43.063,2.075,65.107,125.373,9.013,11.777,148.495,12.317,236.059,7.099,12.893,16.78,44.264,3.359,20.461,212.303,352.626,36.259,52.231,48.701,29.0,78.922,7.819,6.741,12.988,41.144,55.712,22.66235,24.786926,1.7943194,15.977567
33,24115,1325,150.09,362.055,39.658,396.394,226.384,311.729,80.079,31.961,383.814,4.027,98.882,87.086,6.078,127.018,14.145,13.146,36.418,190.902,5.137,549.565,11.406,9.122,351.207,37.805,3.151,29.492,105.313,233.388,5.311,9.676,14.375,2.109,5.879,66.411,16.78,23.287,34.025,17.866,51.013,355.352,11.578,25.335,28.258,22.0,29.971,2.137,10.186,13.987,139.782,40.514,-39.052933,-4.4760895,-21.204573,10.941779
34,13333,14445,90.39,172.989,41.692,128.241,81.407,161.137,37.036,10.288,78.791,2.009,79.709,36.035,4.808,8.114,18.189,7.073,5.167,85.017,1.0,343.652,6.781,14.537,143.714,6.258,4.226,68.668,2.003,145.241,23.631,10.916,1.0,1.0,22.956,30.732,37.416,45.575,3.359,46.409,1.0,238.143,15.104,36.862,71.87,9.0,11.989,7.819,20.521,9.991,35.409,15.185,28.356833,-43.308887,-3.911524,-28.35001
35,9152,14242,147.25,342.538,37.623,224.986,92.372,390.207,46.045,37.121,11.236,12.1,201.809,86.085,6.078,23.358,7.067,27.316,32.251,167.884,14.444,329.174,72.688,292.037,273.271,44.115,2.075,91.818,161.482,81.134,3.155,20.831,20.548,13.196,9.538,31.921,31.346,25.909,21.051,20.461,327.332,389.424,38.609,59.915,26.895,38.0,126.874,4.41,2.148,18.982,166.162,98.266,-38.2383,28.513739,-12.863155,-2.9307
36,10996,733,178.66,181.527,27.45,401.652,169.124,366.876,37.036,45.377,369.484,5.036,120.073,154.153,2.269,15.228,9.089,18.207,60.377,256.505,2.034,248.739,17.188,279.854,341.085,31.496,4.226,34.834,182.545,228.045,11.777,1.0,23.634,1.0,21.736,59.275,31.346,32.465,131.92,26.948,83.521,337.634,30.382,53.512,36.435,60.0,161.839,10.092,27.41,16.984,142.076,72.936,-33.05007,5.924347,-16.508787,8.431662
38,17687,9049,138.86,236.418,31.519,268.101,85.062,460.201,38.037,34.025,123.828,12.1,190.709,99.098,3.539,131.083,7.067,31.365,74.961,178.242,5.137,190.826,64.594,262.256,192.298,50.424,2.075,74.011,179.536,380.299,5.311,40.663,17.461,12.088,4.659,39.057,21.635,20.665,96.536,19.164,319.83,558.423,24.506,61.196,37.798,46.0,110.89,4.41,5.593,15.985,153.545,84.081,-38.60426,25.917835,-12.4766035,-0.95595914
39,20969,4706,226.13,343.758,50.848,312.267,197.145,328.697,54.053,36.089,353.107,8.064,98.882,124.123,1.0,50.798,8.078,24.28,32.251,209.317,5.137,372.609,17.188,74.098,267.198,42.012,1.0,31.273,116.346,257.428,2.078,17.113,19.519,2.109,1.0,24.786,7.069,16.732,15.153,4.892,238.559,480.738,11.578,41.985,32.347,27.0,65.935,1.0,3.297,16.984,107.667,79.015,-37.538002,1.692316,-19.232439,9.872123
40,21479,12026,124.36,27.835,35.589,1.0,5.873,478.229,6.005,6.16,1.0,570.127,284.555,107.106,59.391,44.7,10.1,31.365,61.419,1.0,252.301,1.0,46.094,275.793,82.985,290.184,672.018,38.396,125.373,1.0,9.621,50.578,8.202,26.502,13.198,23.596,22.849,33.776,29.307,21.758,381.095,249.046,90.322,13.808,25.532,28.0,9.991,27.14,6.741,146.854,29.674,92.187,0.60022926,61.95945,17.358818,-5.3811655
41,10528,7969,75.47,3.44,13.208,1.0,64.351,376.42,33.032,17.512,9.189,10.082,79.709,14.013,435.127,18.277,55.601,25.292,17.667,87.319,319.522,1.0,35.688,88.988,13.146,198.697,11.753,205.786,88.262,1.0,60.272,31.986,13.346,66.417,13.198,211.504,121.171,284.181,2.179,115.171,239.81,212.248,181.995,34.3,97.765,18.0,33.967,314.679,15.928,273.727,2.147,31.396,55.80417,-89.746765,33.424137,-10.447386
42,21044,9019,126.49,330.341,42.71,361.692,122.829,201.436,53.052,28.865,37.848,10.082,118.055,107.106,1.0,52.83,18.189,27.316,24.959,173.638,4.102,369.391,35.688,5.061,283.392,31.496,6.377,57.984,55.163,236.059,19.32,3.479,23.634,10.979,8.319,74.736,32.56,35.087,16.333,36.03,287.322,274.941,20.98,47.108,25.532,34.0,27.973,8.956,18.224,15.985,132.9,34.435,-57.229824,25.632572,-22.309717,-3.9572785
44,11789,4476,57.85,126.637,23.381,290.184,187.399,256.583,22.021,20.608,324.447,12.1,110.991,79.078,12.424,150.393,3.022,23.267,13.501,393.464,55.811,1.0,53.031,15.89,162.945,53.579,4.226,74.011,48.142,17.027,16.087,129.903,12.317,343.609,10.758,18.839,27.705,46.886,3.359,25.651,214.804,389.424,43.311,54.792,32.347,18.0,30.97,13.502,17.076,12.988,20.498,62.804,19.204681,17.45126,-1.3269856,17.699322
45,24800,5552,116.4,305.945,31.519,402.703,194.709,460.201,67.066,30.929,58.32,9.073,85.764,55.054,6.078,153.442,16.167,25.292,28.084,261.108,15.478,414.435,41.469,328.585,330.964,40.96,4.226,34.834,246.738,393.655,8.544,48.099,24.663,14.305,5.879,62.843,19.208,23.287,193.251,15.271,227.307,274.941,15.104,50.95,29.621,58.0,55.945,5.546,5.593,13.987,176.485,69.897,-42.846046,15.668247,-16.257072,1.6382395
46,13949,6199,41.93,98.582,30.502,284.926,91.154,260.825,23.022,283.775,220.043,10.082,145.3,77.076,26.388,116.856,10.1,25.292,215.592,257.656,32.025,1.0,80.781,91.695,241.894,22.032,7.452,102.503,45.133,11.684,43.029,113.79,7.173,222.754,11.978,39.057,32.56,120.303,3.359,67.168,216.054,403.053,53.888,62.477,37.798,25.0,51.949,24.867,32.003,13.987,19.351,76.989,20.181122,26.588684,1.9241632,13.771621
47,20428,12878,260.1,373.033,31.519,215.522,72.879,367.936,54.053,24.737,33.754,10.082,106.955,64.063,3.539,51.814,12.122,28.328,58.294,83.866,13.41,308.261,63.438,176.976,223.675,36.754,6.377,38.396,77.229,270.783,10.699,25.789,19.519,10.979,21.736,49.761,38.629,49.508,41.102,38.625,301.075,438.488,12.753,47.108,32.347,37.0,73.927,8.956,13.631,12.988,158.133,63.817,-45.43581,31.428352,-15.143236,-4.9871583
48,2897,3406,67.51,42.473,5.069,284.926,65.57,329.758,11.01,28.865,533.254,7.055,53.473,134.133,36.543,65.025,1.0,24.28,13.501,343.975,24.786,1.0,73.844,36.195,273.271,18.877,2.075,90.037,34.099,1.0,3.155,39.423,3.058,208.34,14.418,3.379,21.635,33.776,3.359,23.056,168.542,250.409,30.382,135.481,45.975,19.0,25.975,4.41,34.3,13.987,15.91,74.962,26.42168,14.683983,-0.26082972,21.387121
49,13293,3052,144.69,265.692,38.641,382.723,208.11,368.997,43.042,43.313,357.201,9.073,155.391,127.126,6.078,78.237,7.067,21.243,49.96,372.748,12.376,251.957,34.531,290.683,312.745,20.98,7.452,54.422,146.437,107.845,17.165,69.17,10.26,107.442,13.198,30.732,41.057,48.197,3.359,26.948,224.806,366.255,31.558,40.704,59.604,22.0,127.873,14.638,21.669,13.987,53.76,75.976,-18.898212,9.297554,-10.860453,7.6763563
50,2857,6653,140.85,277.89,33.554,258.637,192.272,461.261,56.055,37.121,93.121,14.118,196.764,171.17,17.502,47.749,13.134,25.292,79.128,204.713,15.478,379.043,38.0,270.378,471.653,35.702,6.377,41.957,453.358,225.374,8.544,5.958,24.663,15.414,18.077,89.007,19.208,25.909,91.818,15.271,353.588,315.828,58.589,86.812,36.435,56.0,147.853,15.775,9.038,25.975,207.452,101.305,-42.861916,18.677877,-15.958889,0.32263803
51,14113,15326,141.84,125.418,41.692,154.531,110.646,130.382,50.049,13.384,60.367,2.009,157.409,31.03,1.0,8.114,13.134,7.073,15.584,126.45,2.034,403.174,1.0,5.061,160.921,8.361,2.075,29.492,1.0,369.615,7.466,8.437,1.0,1.0,11.978,31.921,20.422,21.976,9.256,28.245,2.25,457.569,5.701,30.458,17.355,11.0,13.987,2.137,5.593,7.993,64.083,9.105,34.67688,-39.856842,-6.99162,-29.291725
52,15316,6537,120.53,90.044,32.537,301.752,141.104,252.341,30.029,36.089,197.525,10.082,122.091,64.063,2.269,148.36,5.045,25.292,91.629,331.315,19.615,140.957,35.688,11.829,130.556,37.805,4.226,66.888,16.045,59.765,22.553,122.467,9.231,96.354,11.978,12.893,37.416,62.618,4.538,25.651,293.573,580.229,30.382,53.512,65.056,20.0,60.94,11.229,15.928,12.988,17.057,53.686,-1.2405491,23.087564,-4.5830874,9.640633
53,14675,5449,38.52,182.747,36.606,199.748,165.47,280.975,19.018,56.729,277.363,10.082,182.636,120.119,12.424,87.384,8.078,31.365,24.959,314.051,32.025,1.0,127.031,84.927,240.881,30.444,5.301,104.283,61.181,9.013,35.485,74.128,9.231,295.932,7.099,27.164,33.774,118.992,5.718,69.762,214.804,458.932,32.733,70.162,33.709,28.0,55.945,19.184,19.372,15.985,20.498,71.923,19.30135,21.985405,0.48047817,16.034185
54,11223,3435,41.22,102.242,29.485,208.161,188.617,190.831,25.024,28.865,394.049,9.073,151.355,74.073,27.657,110.758,4.033,21.243,41.627,195.506,34.093,1.0,65.75,323.171,165.982,13.619,3.151,84.695,220.66,1.0,18.243,116.269,11.288,227.189,9.538,11.704,44.699,53.441,4.538,26.948,133.533,299.473,37.434,67.6,63.693,33.0,130.87,14.638,28.559,13.987,36.556,69.897,31.568733,30.915543,8.3372755,19.534906
55,7910,14792,161.03,260.813,26.433,265.998,55.823,258.704,56.055,15.448,17.377,3.018,76.682,37.036,2.269,27.423,8.078,9.097,36.418,90.772,5.137,385.478,6.781,116.061,253.027,20.98,2.075,36.615,84.25,350.917,5.311,8.437,2.029,1.0,5.879,54.518,8.283,12.799,115.407,24.353,4.751,205.434,8.052,31.738,40.524,19.0,54.946,2.137,10.186,8.992,143.223,51.659,28.337143,-38.57928,-9.692629,-25.483265
56,3744,1988,129.2,9.538,2.017,230.244,69.224,179.166,4.003,24.737,580.338,5.036,31.273,91.09,31.465,59.944,4.033,12.134,24.959,219.675,20.649,1.0,76.156,141.78,180.152,3.103,5.301,138.118,82.244,1.0,33.33,24.55,6.144,180.62,60.769,22.407,53.196,49.508,2.179,34.732,39.76,343.086,46.836,190.554,71.87,15.0,35.965,19.184,64.155,8.992,13.617,73.949,73.264626,43.10842,19.482676,24.748938
57,17459,9442,145.82,259.593,57.969,320.68,104.555,277.793,58.057,40.217,117.686,11.091,200.8,76.075,6.078,85.351,12.122,26.304,64.544,189.751,7.205,451.435,36.844,47.024,234.809,39.908,3.151,66.888,49.145,238.73,4.233,48.099,21.577,15.414,4.659,41.436,17.994,29.843,67.05,11.379,322.33,487.553,18.629,53.512,25.532,37.0,71.929,3.273,2.148,15.985,135.194,50.646,-53.690685,29.003521,-20.0933,-5.484973
59,16080,1167,127.35,269.352,43.727,354.331,177.652,273.551,63.062,40.217,484.123,5.036,190.709,139.138,2.269,66.042,9.089,11.122,72.878,224.279,6.171,362.957,17.188,49.732,370.438,30.444,4.226,22.369,188.563,297.495,9.621,18.352,23.634,2.109,11.978,53.329,20.422,29.843,24.589,21.758,134.783,424.859,33.908,41.985,39.161,20.0,73.927,7.819,15.928,16.984,116.843,83.068,-36.197975,-5.329117,-20.29673,11.239638
60,1992,6873,95.08,580.396,166.822,239.708,115.52,752.901,31.03,215.661,62.414,226.027,515.636,204.203,23.849,90.432,35.379,34.401,162.465,142.563,219.208,166.696,94.656,390.854,670.036,389.033,9.603,143.46,234.702,86.476,19.32,14.634,20.548,16.523,30.275,199.611,14.352,45.575,28.128,61.978,428.607,434.4,209.027,112.427,50.064,45.0,224.776,105.56,46.931,126.874,202.865,159.057,-76.240555,-55.180435,13.316942,-15.100295
61,14248,5763,307.0,74.187,20.329,326.989,87.499,334.0,18.017,79.434,258.939,11.091,89.8,99.098,12.424,90.432,10.1,21.243,131.214,202.411,36.161,7.435,54.188,160.732,184.201,13.619,8.527,90.037,104.31,9.013,43.029,64.212,7.173,216.101,16.857,46.193,34.988,120.303,4.538,55.491,187.297,328.094,51.538,50.95,43.25,28.0,101.899,33.959,22.817,13.987,26.233,89.147,24.202522,30.471336,4.2266073,14.360335
62,22029,9565,342.82,336.44,68.143,302.803,109.428,451.717,46.045,34.025,5.094,11.091,172.545,52.051,120.321,128.035,19.2,28.328,76.003,175.94,119.929,314.696,51.875,105.232,277.319,120.88,6.377,59.765,98.292,147.912,18.243,50.578,22.606,22.067,18.077,93.764,31.346,36.398,16.333,49.004,314.829,465.746,82.095,49.669,37.798,31.0,80.92,81.693,14.779,68.932,179.925,69.897,-29.372688,31.115238,-5.9039035,-4.59548
63,7953,4840,104.32,165.67,57.969,8.361,26.584,554.586,14.013,406.586,168.865,12.1,213.918,217.216,308.189,116.856,8.078,30.353,291.637,104.583,136.475,1.0,96.969,451.768,327.927,83.023,8.527,136.337,171.512,1.0,30.097,41.902,10.26,211.666,55.89,194.854,73.831,104.571,8.077,58.086,269.817,397.602,236.059,620.892,82.774,34.0,49.951,219.212,72.193,263.737,78.993,128.661,57.677032,27.213852,21.099073,13.938144
64,21410,519,146.25,309.604,49.831,494.191,145.977,428.385,43.042,34.025,416.568,4.027,90.809,161.16,1.0,43.684,7.067,12.134,106.213,274.919,9.273,375.826,2.156,236.537,307.684,12.567,3.151,15.246,230.69,241.401,6.388,17.113,9.231,1.0,14.418,48.571,26.491,21.976,25.769,20.461,124.781,423.497,40.96,9.965,17.355,18.0,101.899,8.956,10.186,11.989,173.044,73.949,-35.519165,1.1005192,-18.271729,9.029704
