class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,ATG7,P2Rx7_Park7,GalMac3,CD31,CD44,Trem2,TMEM119,CD74,AQP4,S100B,CD3e,SMA,CD8,CD14,Neurofilament,GFAP,HLA-A,P2Ry12,CD68,H2A.x,PSD-95,Synaptophysin,CD40,CollagenIV,DAPI_1,CD11c,IBA1,PCNA,CD45,ApoE,MAP2,Claudin5,CD4,CD11b,Vimentin,A-Beta,iNOS,CD34,NeuN,CD163,HLA-DR,UMAP_1,UMAP_2,TSNE_1,TSNE_2
diffuse,1000432,8643,3532,1061.06,290.94,0.16,0.66,179.619,19.731,60.734,37.46,41.19,79.789,71.195,29.283,93.93,69.403,62.848,4.151,38.224,74.067,32.003,67.119,20.782,153.182,18.317,20.468,25.316,241.697,200.097,10.358,42.799,61.889,26.185,14.875,58.154,133.221,177.116,21.388,71.251,64.255,18.526,217.877,103.102,1.0,4.964,7.918,34.651,-47.07029,-33.496265,1.744327,18.13832
diffuse,1000433,10726,3557,1393.08,341.42,0.15,0.78,80.035,1.0,29.837,13.501,245.583,74.738,25.415,46.455,74.922,126.67,58.655,3.101,28.163,152.173,32.003,159.686,16.386,138.455,35.635,21.492,21.264,54.252,186.043,4.509,255.975,35.057,51.37,18.077,27.195,198.515,7.073,17.096,80.777,75.162,41.895,173.477,104.103,10.976,4.964,13.453,30.444,-58.19742,-34.53254,1.2379557,21.357435
diffuse,1000434,9261,3517,208.86,99.53,0.26,0.67,62.647,1.0,21.598,32.251,30.855,60.597,16.26,27.263,79.146,12.135,58.655,3.101,28.163,89.184,42.338,86.354,15.287,123.727,13.988,21.492,11.132,154.365,188.386,5.679,84.598,30.929,8.196,5.269,31.958,129.956,79.948,21.388,55.772,63.165,20.474,151.277,102.101,8.126,4.964,6.535,38.857,-52.684853,-36.804546,1.6353804,19.146719
diffuse,1000435,8414,3593,1446.66,447.46,0.09,0.6,399.335,107.144,109.139,33.293,67.6,82.819,130.199,44.435,110.827,261.885,65.993,4.151,49.29,119.419,21.669,89.96,30.673,159.318,81.093,18.418,40.514,235.307,196.584,10.358,159.837,113.491,70.558,28.75,126.024,368.279,119.422,20.315,168.889,102.427,30.211,373.277,114.113,5.275,6.946,18.988,42.012,-35.85136,-27.55479,5.220181,15.738141
diffuse,1000436,1049,3554,454.67,139.38,0.29,0.73,544.759,723.194,91.631,83.295,13.631,72.718,295.003,50.495,53.801,83.72,85.91,5.202,203.215,109.34,128.459,41.874,33.97,102.864,52.952,22.517,113.463,209.746,276.223,13.868,55.339,145.483,89.747,129.077,308.201,322.574,268.21,23.534,184.368,102.427,10.737,197.385,106.105,1.0,42.625,13.453,73.559,32.480553,6.817156,2.7252028,-13.291448
diffuse,1000437,5627,3551,506.05,210.83,0.14,0.63,462.563,602.481,93.691,74.961,7.89,59.586,262.449,69.688,41.129,105.99,64.944,4.151,126.755,81.625,28.559,10.617,16.386,110.227,33.47,22.517,105.358,493.045,236.403,11.528,76.238,116.587,82.551,84.25,212.945,121.794,347.158,18.169,115.308,76.252,8.789,270.815,78.077,1.0,60.464,6.535,36.754,8.785179,-19.185457,8.3525715,-5.3785872
diffuse,1000438,4704,3539,201.18,103.17,0.24,0.6,532.114,377.706,86.481,39.543,1.0,47.465,199.376,52.516,21.064,43.951,64.944,4.151,67.399,37.533,28.559,4.606,17.485,105.318,32.388,23.542,61.791,235.307,210.638,11.528,80.418,116.587,63.363,83.183,158.173,430.309,189.261,19.242,146.266,57.712,22.421,77.846,74.073,1.0,22.804,6.535,42.012,22.327314,7.3161926,1.7373823,-10.093557
diffuse,1000439,18079,3565,532.13,192.48,0.18,0.65,619.052,136.281,96.78,83.295,10.186,89.89,163.77,39.384,148.844,137.806,93.248,4.151,122.731,70.288,149.128,83.949,22.98,178.955,23.729,28.665,131.701,657.06,224.692,20.886,30.259,177.476,27.384,89.587,187.94,87.515,398.778,32.118,76.014,87.158,32.158,171.769,88.087,10.976,20.821,6.535,38.857,-16.366127,-16.856464,4.847295,8.172762
diffuse,1000440,3158,3568,284.47,101.17,0.35,0.77,584.277,831.419,122.528,61.419,4.445,60.597,305.176,102.011,61.193,163.258,45.027,3.101,123.737,106.821,76.786,13.022,26.277,115.136,64.858,15.345,83.068,346.07,269.196,11.528,21.9,152.708,147.312,95.99,264.145,103.838,341.085,16.023,134.359,74.071,12.684,214.462,72.071,2.425,34.696,45.277,36.754,19.242054,-23.963545,11.285178,-8.054508
diffuse,1000441,13946,3602,1510.62,335.88,0.17,0.75,671.215,654.512,110.169,78.087,18.224,87.87,171.908,39.384,108.715,201.436,76.475,5.202,147.882,113.12,52.672,58.704,28.475,176.5,25.894,23.542,132.714,401.452,258.655,11.528,105.498,150.644,36.978,99.192,164.126,565.794,310.72,21.388,112.926,81.705,14.632,279.354,140.139,3.85,48.571,9.302,32.547,39.806614,12.79335,0.91085106,-15.260307
diffuse,1000442,16898,3582,297.05,135.66,0.2,0.67,628.536,485.931,107.079,85.379,7.89,66.657,161.735,37.364,119.275,210.981,70.186,4.151,106.634,57.69,142.238,26.245,17.485,160.545,21.564,22.517,144.872,648.539,231.719,12.698,38.619,178.508,16.591,58.635,154.601,110.368,429.143,21.388,80.777,64.255,16.579,216.169,89.088,1.0,32.714,6.535,27.289,-6.814501,-11.901733,5.0537243,5.2342396
diffuse,1000443,7024,3590,287.46,152.84,0.15,0.58,332.946,273.644,82.362,61.419,6.741,69.688,95.61,30.293,116.107,180.756,49.22,4.151,73.435,32.494,32.003,29.852,14.188,131.091,21.564,19.443,80.028,392.932,200.097,8.019,42.799,89.754,12.993,35.154,103.4,85.882,219.626,20.315,55.772,55.531,4.895,245.2,75.074,1.0,10.911,5.151,27.289,-28.522257,-26.508041,4.153148,12.209203
diffuse,1000444,1868,3604,588.84,183.74,0.22,0.73,494.177,756.494,95.751,62.461,5.593,48.475,167.839,30.293,60.137,64.631,57.607,3.101,116.695,32.494,90.566,8.213,13.089,97.955,18.317,16.369,93.2,316.249,225.863,12.698,38.619,103.17,18.989,76.779,159.364,94.044,386.632,18.169,87.921,50.078,10.737,134.2,73.072,2.425,38.661,6.535,28.341,14.540646,-20.379932,9.301429,-7.007669
diffuse,1000445,5543,3601,441.67,190.44,0.15,0.68,440.434,614.969,93.691,74.961,10.186,63.627,155.631,37.364,45.353,96.446,54.462,5.202,117.701,37.533,52.672,8.213,13.089,90.591,18.317,24.566,85.094,414.232,239.917,10.358,72.059,106.267,17.79,79.981,173.652,131.588,377.523,18.169,84.349,64.255,12.684,286.185,80.079,1.0,28.75,6.535,28.341,9.718346,-19.47744,8.621979,-5.8902993
diffuse,1000446,2866,3614,382.26,112.27,0.38,0.79,497.339,706.544,105.02,49.96,3.297,51.506,131.216,30.293,46.409,188.71,56.558,3.101,118.707,32.494,59.562,5.809,16.386,91.818,25.894,25.591,84.081,324.77,230.547,12.698,293.594,110.395,15.391,77.846,129.596,95.676,277.319,14.95,93.875,55.531,10.737,240.077,72.071,3.85,28.75,6.535,31.496,13.949774,-17.067898,10.860596,-5.0667663
diffuse,1000447,6190,3631,411.68,173.1,0.17,0.67,467.305,527.556,90.601,72.878,7.89,68.677,156.649,38.374,48.521,37.588,46.076,4.151,117.701,32.494,56.117,17.83,15.287,124.955,16.153,20.468,87.121,418.493,222.349,10.358,21.9,110.395,26.185,56.5,137.931,89.147,274.283,19.242,58.154,53.349,22.421,171.769,79.078,1.0,18.839,5.151,31.496,6.705593,-21.804482,8.845025,-4.985541
diffuse,1000448,3235,3656,502.85,146.38,0.29,0.76,547.921,696.138,102.96,72.878,4.445,61.607,227.86,39.384,55.913,50.314,58.655,4.151,127.761,81.625,359.262,11.819,20.782,134.773,29.141,17.394,89.147,269.388,238.746,12.698,113.858,161.996,44.174,105.596,251.048,560.897,201.407,17.096,185.559,66.437,10.737,410.846,95.094,5.275,42.625,9.302,36.754,37.172386,13.336411,0.25185585,-14.463517
diffuse,1000449,2974,3658,361.79,112.04,0.36,0.77,519.468,637.863,94.721,79.128,9.038,53.526,159.701,41.404,62.249,99.627,65.993,5.202,145.87,50.131,87.121,7.011,17.485,109.0,24.811,18.418,129.674,320.51,250.457,13.868,42.799,118.651,9.395,83.183,168.889,129.956,365.377,20.315,96.256,53.349,10.737,427.923,87.086,1.0,18.839,6.535,36.754,12.547758,-19.61469,9.112774,-6.07018
diffuse,1000450,2731,3705,2022.85,408.95,0.15,0.74,498.919,662.838,102.96,64.544,6.741,55.546,205.48,42.415,71.754,112.354,65.993,4.151,138.828,72.807,173.241,27.448,26.277,104.091,39.964,15.345,108.398,311.989,253.971,17.377,67.879,124.843,38.178,75.712,193.894,151.176,359.304,20.315,135.549,76.252,18.526,252.031,87.086,2.425,24.786,6.535,34.651,11.412436,-8.335125,5.0627823,-6.081886
diffuse,1000451,3113,3660,259.81,98.06,0.34,0.8,557.405,679.488,88.541,82.253,4.445,53.526,244.137,51.506,45.353,13.726,49.22,4.151,156.937,53.91,245.583,4.606,20.782,113.909,26.976,14.32,125.622,326.9,228.205,13.868,21.9,133.099,58.565,95.99,196.275,67.926,547.565,22.461,117.689,66.437,8.789,79.554,87.086,1.0,60.464,14.837,37.805,16.969202,-20.834538,9.343824,-8.352992
diffuse,1000452,15475,3703,993.98,282.99,0.16,0.65,668.054,165.419,77.212,64.544,11.334,98.981,316.367,76.758,86.538,107.581,86.958,4.151,53.314,116.899,83.676,41.874,37.267,165.455,37.8,29.689,49.633,267.258,208.295,15.037,243.435,151.676,135.319,83.183,171.271,508.662,128.532,36.41,143.884,117.695,22.421,306.677,96.095,3.85,20.821,9.302,46.218,11.950523,7.850235,-16.417706,0.57002306
diffuse,1000453,16323,3711,569.37,297.12,0.08,0.55,698.087,583.75,111.199,77.045,6.741,70.698,149.527,44.435,105.547,115.535,82.765,4.151,102.61,53.91,180.131,35.863,14.188,153.182,21.564,25.591,108.398,518.606,203.611,13.868,113.858,160.964,27.384,56.5,155.791,231.162,328.939,20.315,99.828,72.98,20.474,214.462,96.095,1.0,18.839,7.918,32.547,1.9843597,-9.5660515,5.7122297,-3.5591
diffuse,1000454,1050,3687,380.69,171.79,0.16,0.66,549.502,698.219,107.079,81.212,35.448,59.586,179.03,42.415,73.866,63.04,60.751,4.151,189.13,79.106,52.672,74.332,18.584,79.545,16.153,18.418,140.819,297.079,265.682,13.868,88.778,124.843,10.594,109.865,236.759,471.118,325.903,21.388,139.122,48.987,18.526,159.815,95.094,1.0,16.857,7.918,30.444,33.24088,10.7404175,1.5566512,-13.74201
diffuse,1000455,18213,3705,597.08,183.43,0.22,0.8,533.695,204.963,84.422,84.337,7.89,86.859,184.116,34.334,109.771,47.132,86.958,5.202,126.755,63.989,118.124,21.437,16.386,169.136,23.729,27.64,129.674,663.45,228.205,11.528,26.079,146.515,26.185,89.587,220.089,118.529,362.34,20.315,70.061,75.162,20.474,388.646,95.094,1.0,24.786,6.535,29.393,-17.806725,-17.020859,4.6457314,8.165077
diffuse,1000456,12023,3715,351.56,188.8,0.12,0.54,151.166,100.9,95.751,31.21,80.231,72.718,18.294,30.293,171.02,368.467,62.848,4.151,83.495,137.055,66.452,144.058,26.277,164.227,19.4,32.763,57.738,216.136,235.232,8.019,184.916,55.697,6.996,11.673,16.479,208.309,98.167,20.315,71.251,70.799,32.158,188.846,111.11,1.0,8.929,7.918,32.547,-44.52596,-27.915993,1.1953374,15.685773
diffuse,1000457,799,3720,539.38,186.14,0.2,0.72,484.693,658.675,84.422,72.878,9.038,60.597,219.722,50.495,65.418,82.129,70.186,4.151,179.069,121.938,94.01,29.852,27.376,86.909,21.564,16.369,108.398,167.145,264.511,13.868,176.556,122.779,38.178,109.865,254.62,546.206,180.152,22.461,174.843,71.89,16.579,291.308,103.102,1.0,12.893,21.755,35.702,37.01556,14.563917,0.8239325,-14.090151
diffuse,1000458,16899,3738,1136.18,345.52,0.12,0.55,685.441,510.906,112.229,69.753,19.372,66.657,257.363,50.495,159.404,285.747,81.717,4.151,107.64,154.692,121.569,85.152,30.673,161.773,31.306,25.591,108.398,503.695,232.89,12.698,97.138,216.693,72.957,75.712,210.564,316.044,322.866,18.169,148.647,87.158,20.474,393.769,90.089,5.275,48.571,20.371,46.218,6.5148582,-2.1438541,3.1559393,-3.8075054
diffuse,1000459,5337,3694,212.2,81.81,0.4,0.81,446.756,598.319,77.212,71.836,3.297,49.485,146.476,39.384,22.121,23.271,55.51,4.151,143.858,16.117,18.224,1.0,9.792,95.5,13.988,17.394,106.371,343.94,239.917,10.358,46.979,90.786,10.594,67.173,139.122,90.779,283.392,17.096,70.061,58.802,8.789,173.477,74.073,1.0,34.696,5.151,30.444,8.804041,-22.063587,9.277925,-5.4791183
diffuse,1000460,1731,3709,322.56,97.89,0.42,0.81,558.986,814.769,102.96,81.212,20.521,67.667,213.618,39.384,68.586,148.941,58.655,5.202,170.015,52.651,52.672,33.458,50.455,97.955,19.4,18.418,123.595,262.998,253.971,12.698,13.54,111.427,10.594,97.058,180.796,134.853,453.435,26.753,111.735,58.802,14.632,303.262,92.091,1.0,34.696,6.535,26.238,16.180136,-22.267685,10.487083,-7.5800347
diffuse,1000461,1378,3866,6001.68,1059.69,0.07,0.67,505.242,725.275,93.691,72.878,223.766,69.688,182.081,44.435,89.706,102.809,68.089,4.151,175.045,72.807,121.569,136.845,27.376,113.909,25.894,18.418,123.595,277.908,282.079,17.377,80.418,102.138,41.776,90.654,236.759,136.485,389.669,22.461,124.833,65.346,57.474,204.215,93.092,2.425,38.661,12.069,42.012,3.2076445,3.4429846,-2.780097,-2.2593856
diffuse,1000462,2377,3726,683.07,235.41,0.15,0.7,486.274,721.113,103.99,88.504,10.186,57.566,180.047,35.344,81.258,193.482,59.703,4.151,132.792,55.17,49.228,38.267,54.851,90.591,20.482,15.345,86.108,358.851,244.601,44.282,67.879,117.619,11.794,83.183,154.601,129.956,271.246,56.798,121.261,60.984,55.526,374.985,78.077,33.777,40.643,6.535,27.289,13.2900505,-17.43238,7.6289673,-5.929559
diffuse,1000463,13005,3741,647.61,187.22,0.23,0.74,647.505,585.831,108.109,81.212,30.855,87.87,247.189,62.617,102.378,166.439,80.668,5.202,118.707,91.704,131.903,43.076,21.881,169.136,30.223,25.591,107.384,467.484,241.088,11.528,38.619,150.644,83.75,79.981,177.224,103.838,362.34,22.461,103.4,94.793,18.526,253.738,110.109,1.0,12.893,7.918,51.476,3.8327007,-12.328407,7.7597866,-5.3205166
diffuse,1000464,7586,3750,1112.51,311.41,0.14,0.75,435.691,444.306,92.661,73.92,14.779,92.92,156.649,47.465,73.866,109.172,61.8,5.202,108.647,57.69,104.345,27.448,24.079,156.864,26.976,19.443,78.002,399.322,211.809,9.189,42.799,115.555,50.17,57.567,154.601,116.897,246.954,25.68,89.112,84.977,16.579,315.215,97.096,2.425,14.875,9.302,45.166,2.4495926,-19.498299,7.4994082,-4.106779
diffuse,1000465,4620,3737,469.81,140.15,0.3,0.76,453.079,573.344,70.003,80.17,2.148,57.566,179.03,32.313,37.961,16.908,50.269,4.151,95.568,16.117,131.903,10.617,13.089,97.955,17.235,20.468,76.989,375.891,214.151,11.528,21.9,100.074,20.188,81.048,176.033,115.265,423.07,18.169,83.159,47.896,4.895,236.662,71.07,1.0,40.643,6.535,31.496,10.112995,-20.774374,8.897772,-6.013951
diffuse,1000466,17780,3772,667.94,236.63,0.15,0.71,660.15,375.625,92.661,96.837,11.334,81.809,173.943,42.415,101.322,82.129,98.489,5.202,137.822,65.248,255.917,11.819,20.782,180.182,24.811,24.566,139.806,667.71,216.494,15.037,26.079,168.188,21.388,88.519,217.708,116.897,474.69,25.68,61.726,80.615,16.579,361.323,96.095,2.425,26.768,6.535,35.702,-9.820374,-12.524937,4.8715825,5.876284
diffuse,1000467,3739,3788,1013.17,268.09,0.18,0.65,533.695,702.381,93.691,56.211,4.445,59.586,166.822,55.546,51.689,83.72,47.124,4.151,136.816,76.586,87.121,9.415,17.485,95.5,28.059,15.345,100.292,305.599,246.944,11.528,80.418,126.907,47.772,83.183,171.271,330.735,213.553,17.096,145.075,55.531,18.526,260.569,90.089,2.425,34.696,6.535,33.599,28.677414,5.8633795,2.493316,-12.690243
diffuse,1000468,17887,3793,882.76,289.22,0.13,0.67,660.15,313.188,89.571,82.253,12.483,65.647,189.203,42.415,125.611,48.723,97.441,4.151,145.87,82.885,118.124,49.087,16.386,191.227,31.306,25.591,166.149,627.239,209.467,12.698,38.619,190.893,38.178,91.721,221.28,304.618,465.581,19.242,101.019,76.252,12.684,112.0,106.105,2.425,26.768,9.302,31.496,-13.023823,-13.490799,5.5189714,6.9111876
diffuse,1000469,18306,3785,702.9,249.94,0.14,0.7,536.856,204.963,82.362,76.003,11.334,98.981,136.302,36.354,91.818,32.815,96.392,4.151,139.834,41.313,87.121,21.437,13.089,193.682,23.729,29.689,139.806,710.311,216.494,11.528,80.418,143.419,20.188,86.385,202.229,95.676,444.325,20.315,79.586,77.343,16.579,207.631,97.096,1.0,74.339,6.535,31.496,-16.259161,-16.117794,4.5898604,8.070122
diffuse,1000470,17529,3795,978.63,256.72,0.19,0.77,664.892,421.413,100.9,66.628,22.817,69.688,208.532,87.87,135.115,86.901,97.441,4.151,119.713,130.757,145.683,64.715,26.277,191.227,62.693,25.591,124.609,571.857,235.232,11.528,214.176,167.156,154.508,78.913,226.043,252.382,277.319,18.169,141.503,114.424,30.211,397.185,97.096,2.425,32.714,28.673,95.642,-1.3734818,-7.799057,5.9873595,5.5061936
diffuse,1000471,10320,3786,1004.99,306.9,0.13,0.66,78.454,1.0,49.405,24.959,114.679,70.698,14.225,28.273,103.434,121.898,49.22,4.151,35.205,115.639,11.334,122.419,19.683,156.864,13.988,18.418,30.382,122.414,204.782,5.679,63.699,39.185,10.594,5.269,16.479,289.926,37.438,21.388,91.493,57.712,24.368,328.877,108.107,1.0,2.982,6.535,32.547,-56.763397,-35.03204,0.9290013,20.503218
diffuse,1000472,14385,3856,1289.75,481.09,0.07,0.52,690.184,550.45,91.631,67.669,12.483,73.728,237.016,68.677,100.266,201.436,80.668,4.151,102.61,119.419,118.124,40.671,19.683,166.682,41.047,22.517,106.371,407.842,222.349,11.528,105.498,147.548,80.152,66.106,151.029,425.412,265.173,23.534,124.833,118.786,10.737,205.923,110.109,3.85,30.732,9.302,37.805,15.028467,4.471971,1.5324733,-5.766337
diffuse,1000473,1116,3813,660.69,249.18,0.13,0.63,568.47,744.006,101.93,68.711,108.938,90.9,143.424,34.334,79.146,85.311,78.572,4.151,205.227,82.885,66.452,101.982,29.574,101.636,20.482,32.763,123.595,241.697,275.052,19.717,264.335,110.395,16.591,118.404,210.564,397.662,216.59,27.826,156.982,56.621,39.947,141.031,106.105,9.551,117.946,9.302,48.321,33.91338,10.135773,1.7983649,-13.444383
diffuse,1000474,16700,3858,2478.66,502.18,0.12,0.72,680.699,525.475,103.99,87.462,18.224,71.708,180.047,37.364,120.331,196.664,78.572,4.151,103.616,61.469,149.128,35.863,17.485,170.364,23.729,22.517,117.516,584.638,217.665,13.868,34.439,177.476,23.786,68.24,187.94,141.382,444.325,22.461,85.54,70.799,18.526,166.646,88.087,2.425,26.768,6.535,32.547,0.5805168,-5.6586914,2.9063087,-3.4490895
diffuse,1000475,7101,3822,365.27,153.74,0.19,0.69,492.597,685.731,101.93,87.462,13.631,94.94,243.12,69.688,49.577,70.994,55.51,5.202,114.683,40.053,14.779,32.256,21.881,142.136,37.8,21.492,81.042,380.151,193.07,9.189,67.879,174.38,80.152,94.923,216.517,90.779,210.517,25.68,101.019,95.883,6.842,151.277,87.086,1.0,34.696,6.535,44.115,11.291512,-22.518446,10.487104,-5.847556
diffuse,1000476,5048,3850,607.18,223.61,0.15,0.67,525.791,646.188,113.259,83.295,4.445,63.627,176.995,36.354,86.538,171.212,52.365,6.252,126.755,35.014,135.348,13.022,16.386,111.455,18.317,20.468,107.384,329.03,238.746,11.528,46.979,145.483,15.391,86.385,209.373,105.471,359.304,23.534,96.256,48.987,4.895,176.892,75.074,1.0,32.714,5.151,30.444,14.70644,-16.842548,8.613151,-7.256818
diffuse,1000477,5192,3902,1564.06,513.05,0.07,0.58,472.047,677.406,106.049,74.961,9.038,69.688,179.03,35.344,79.146,164.849,55.51,6.252,146.876,37.533,52.672,11.819,15.287,109.0,20.482,21.492,107.384,380.151,239.917,11.528,97.138,126.907,22.587,91.721,171.271,128.324,338.049,20.315,120.07,48.987,6.842,253.738,78.077,2.425,104.071,6.535,28.341,9.900942,-7.1783047,4.2100253,-5.6608343
diffuse,1000478,14254,3860,588.49,201.73,0.18,0.72,663.312,652.431,97.81,81.212,21.669,80.799,211.584,66.657,110.827,223.707,75.427,5.202,125.749,109.34,52.672,73.13,25.178,161.773,34.553,24.566,111.437,418.493,229.376,13.868,51.159,149.612,68.16,74.644,177.224,275.235,307.684,23.534,128.405,92.611,6.842,226.415,117.116,1.0,12.893,14.837,50.424,30.432682,-6.6250935,4.8013606,-14.299816
diffuse,1000479,12770,3856,566.53,193.29,0.19,0.76,761.315,768.981,130.767,90.587,136.497,97.971,129.181,41.404,130.891,413.008,70.186,6.252,169.009,145.874,142.238,128.43,27.376,182.636,160.104,23.542,83.068,320.51,229.376,11.528,101.318,219.789,81.352,74.644,226.043,472.75,201.407,24.607,216.517,79.524,10.737,293.015,124.123,1.0,8.929,10.686,70.404,48.02011,4.9704037,3.1919148,-18.867899
diffuse,1000480,18734,3860,714.77,176.28,0.29,0.79,413.562,102.981,75.153,69.753,10.186,85.849,163.77,39.384,127.723,50.314,108.972,4.151,128.767,58.95,138.793,65.917,18.584,181.409,24.811,26.615,104.345,588.898,211.809,15.037,76.238,121.747,45.373,70.375,212.945,113.632,286.429,21.388,83.159,89.34,22.421,344.246,102.101,3.85,40.643,7.918,34.651,-22.366882,-19.782814,4.0617805,10.078578
diffuse,1000481,16083,3869,247.45,119.72,0.22,0.62,715.475,698.219,109.139,83.295,26.262,66.657,191.237,40.394,173.132,357.331,102.682,3.101,128.767,104.301,94.01,83.949,50.455,159.318,24.811,27.64,113.463,418.493,232.89,23.226,126.397,202.245,44.174,71.442,183.178,312.779,335.012,37.483,118.88,69.709,49.684,214.462,107.106,8.126,16.857,10.686,38.857,39.563637,-4.4358826,5.1657515,-17.434343
diffuse,1000482,5459,3882,490.13,178.89,0.19,0.69,484.693,642.025,94.721,86.42,3.297,58.576,174.96,40.394,28.457,61.449,57.607,5.202,148.888,23.676,45.783,4.606,14.188,110.227,16.153,18.418,124.609,456.834,251.628,10.358,72.059,116.587,15.391,93.856,191.513,100.574,316.793,19.242,85.54,40.262,8.789,202.508,82.081,1.0,46.589,5.151,29.393,9.470947,-20.368254,8.936802,-6.0630846
diffuse,1000483,2651,3912,1422.0,421.06,0.1,0.6,442.014,669.081,90.601,58.294,12.483,47.465,176.995,41.404,63.305,98.037,60.751,3.101,118.707,63.989,125.014,16.628,19.683,93.045,54.035,17.394,95.226,329.03,250.457,15.037,84.598,100.074,81.352,62.904,171.271,128.324,353.231,16.023,108.163,126.42,20.474,190.554,71.07,3.85,24.786,6.535,32.547,10.786422,-9.189726,5.2658753,-5.870318
diffuse,1000484,17620,3898,536.54,198.25,0.17,0.78,601.665,479.688,102.96,73.92,15.928,68.677,164.787,39.384,81.258,99.627,97.441,4.151,124.743,63.989,118.124,14.224,15.287,188.773,24.811,25.591,128.661,556.947,235.232,11.528,55.339,138.259,29.783,56.5,183.178,123.426,322.866,18.169,56.963,74.071,10.737,327.169,94.093,1.0,26.768,7.918,32.547,-5.593239,-13.268143,5.3308864,5.6088157
diffuse,1000485,4931,3938,624.66,229.88,0.15,0.64,514.726,667.0,97.81,88.504,3.297,68.677,173.943,40.394,80.202,113.944,58.655,6.252,141.846,28.715,73.341,9.415,15.287,113.909,18.317,20.468,121.569,405.712,243.43,12.698,26.079,126.907,15.391,88.519,191.513,100.574,353.231,23.534,89.112,33.718,6.842,195.677,82.081,1.0,58.482,5.151,28.341,10.9327965,-18.018875,8.745226,-6.719697
diffuse,1000486,17733,3955,461.56,173.3,0.19,0.72,596.922,456.794,95.751,80.17,12.483,70.698,154.614,42.415,101.322,61.449,89.055,4.151,126.755,62.729,97.455,15.426,15.287,202.273,22.647,25.591,134.74,657.06,225.863,11.528,72.059,147.548,26.185,62.904,183.178,118.529,423.07,18.169,65.298,70.799,16.579,318.631,97.096,1.0,22.804,9.302,39.908,-9.117447,-12.732094,4.99065,5.8397226
diffuse,1000487,5034,3954,344.24,191.39,0.12,0.63,430.949,617.05,97.81,76.003,7.89,52.516,135.285,33.324,88.65,94.855,58.655,6.252,112.671,19.897,145.683,4.606,13.089,113.909,15.07,18.418,90.16,339.68,232.89,11.528,42.799,108.331,8.196,51.163,133.168,98.941,338.049,20.315,65.298,41.353,1.0,112.0,76.075,1.0,22.804,5.151,24.135,12.714764,-18.063723,8.155187,-6.7959146
