cell,x,y,area µm²,CD40,SMA,MAP2,CD8,CD31,Synaptophysin,AQP4,CD34,PCNA,IBA1,S100B,CD163,Claudin5,GFAP,PSD-95,Trem2,NeuN,HLA-DR,CD14,CD11b,CD3e,P2Rx7(Park7),DAPI_1,CD11c,CD4,GalMac3,ApoE,CD45,HLA-A,CD68,Vimentin,A-Beta,H2A.x,TMEM119,CD74,P2Ry12,CollagenIV,CD44,Neurofilament,ATG7,iNOS,UMAP_1,UMAP_2,TSNE_1,TSNE_2
2,9617,14793,83.29,90.745,1.0,169.626,300.7,113.306,138.362,76.955,113.6,170.374,261.423,131.251,49.436,129.553,38.286,159.175,12.997,13.052,538.691,153.179,182.181,77.298,202.018,20.754,339.504,135.481,112.0,90.957,312.863,74.919,274.411,71.27,158.335,36.245,241.635,157.336,118.529,125.006,11.132,83.426,423.129,156.482,-14.429351,-19.864609,2.8216753,9.4345875
3,4838,16265,235.93,64.766,1.0,141.285,128.872,10.141,463.037,129.737,10.165,137.919,258.221,122.649,7.055,1.0,44.714,9.325,4.272,43.853,94.468,159.391,124.123,31.519,328.721,23.576,66.018,180.308,39.0,75.57,262.965,20.567,91.699,19.739,1.0,21.661,410.566,207.231,26.185,10.271,28.356,132.881,196.704,1.0,21.935904,22.090744,16.744732,-5.9817696
4,1531,9196,260.1,163.957,3.24,179.545,286.714,190.353,149.601,159.347,113.6,223.113,197.385,222.181,25.218,157.433,80.714,204.963,9.725,26.444,78.387,105.559,93.092,58.987,214.201,13.699,247.654,144.019,144.0,62.55,276.479,101.009,119.303,86.495,5.583,48.398,220.974,83.049,70.258,113.416,10.119,60.347,478.882,74.456,-19.340313,-3.9607143,10.906676,11.351418
6,15160,8352,84.99,115.543,2.12,183.796,358.642,220.388,147.104,1.0,4.928,162.26,287.038,171.801,16.136,27.33,26.714,221.612,7.544,17.07,63.312,155.25,184.183,58.987,390.854,22.165,195.021,204.856,40.0,94.508,381.472,16.219,40.434,3.342,2.528,78.781,524.807,54.221,19.889,25.338,1.0,121.342,508.465,27.934,-19.67625,-38.67575,1.723021,16.965948
7,1198,15011,155.49,48.234,1.0,78.936,323.677,28.424,310.69,181.232,27.186,203.843,285.971,173.03,16.136,2.549,92.286,28.056,11.906,5.017,215.071,204.941,166.165,70.177,276.334,115.292,114.523,176.038,50.0,68.468,310.784,48.83,95.642,4.513,2.528,26.522,330.354,274.866,158.405,13.748,44.567,152.663,217.185,103.838,12.118044,5.381363,8.656948,-1.7545522
8,1379,19217,141.56,73.032,1.0,2.417,76.924,1.0,572.928,118.151,35.042,198.772,172.837,411.413,3.018,1.0,128.286,3.081,12.997,1.0,98.488,138.686,156.155,29.485,390.854,302.958,42.281,216.596,19.0,77.937,149.655,31.437,263.895,12.712,2.528,19.23,163.854,232.733,45.074,11.43,136.767,136.178,76.096,3.449,-14.069164,43.195663,21.797432,-15.482361
9,9545,17046,77.32,100.191,1.0,156.872,201.799,92.412,134.616,16.448,1.0,117.635,391.635,80.871,24.209,1.0,40.857,23.894,1.0,41.174,53.262,214.258,326.326,29.485,278.771,6.644,224.949,335.067,21.0,146.589,475.031,11.871,170.567,2.171,1.0,25.307,591.65,186.164,11.494,12.589,1.0,183.985,377.616,1.0,25.483849,-0.706398,14.613031,0.39002416
10,3224,11431,246.88,214.734,1.0,118.613,269.731,62.376,73.427,58.932,3.619,245.425,310.519,101.76,5.036,1.0,39.571,161.256,11.906,14.391,93.463,86.924,136.135,69.16,172.779,125.169,272.423,188.846,38.0,58.999,276.479,7.522,246.807,6.856,1.0,106.734,404.489,292.606,101.739,16.066,7.079,144.421,388.994,72.007,-1.5155373,-16.92022,1.7812885,5.5195203
11,8208,292,139.0,297.394,3.24,16.587,352.648,85.882,719.031,62.794,82.177,514.192,371.356,439.675,55.491,39.721,148.857,246.587,101.336,5.017,175.875,277.407,394.394,60.004,534.612,429.949,125.875,405.51,49.0,68.468,473.992,153.187,120.617,34.964,10.165,178.438,340.077,434.528,91.246,28.814,225.927,179.04,358.273,90.371,14.247631,-83.353485,-10.353419,-14.64955
15,2741,13033,223.43,134.436,1.0,97.357,234.766,64.988,148.352,26.747,69.084,185.587,245.413,142.31,11.091,31.977,35.714,61.356,9.725,22.426,107.533,127.298,117.116,68.143,219.074,167.5,218.757,230.471,76.0,63.733,261.925,18.393,136.391,26.766,4.055,54.474,323.062,149.575,87.048,36.927,6.066,124.639,340.068,58.54,-7.3004494,-6.0217094,7.253139,3.1858375
16,5885,7412,172.12,143.883,3.24,101.609,265.735,106.776,124.626,190.244,7.547,235.283,310.519,193.919,3.018,21.135,52.429,142.525,41.353,2.339,99.493,150.074,85.084,64.073,242.222,192.898,91.818,203.788,49.0,67.284,229.699,46.656,141.649,6.856,5.583,90.934,298.755,427.876,126.924,20.702,15.185,14.188,212.633,84.25,4.3192234,8.818829,3.8156273,-5.615051
17,15989,1800,140.0,323.372,4.36,91.689,263.737,253.035,266.984,337.004,65.156,189.644,263.558,466.708,16.136,103.223,157.857,400.6,91.521,39.835,322.61,160.426,277.277,259.397,334.812,57.441,289.967,306.25,121.0,119.365,357.563,145.578,207.372,79.468,13.22,107.949,403.274,132.943,288.527,85.602,38.488,160.906,598.352,239.732,10.189327,-54.11113,-11.389871,13.223361
18,9393,5377,250.57,186.394,2.12,168.209,326.674,195.576,283.217,2.287,18.021,198.772,361.75,114.048,6.045,25.781,25.429,192.475,34.809,50.548,138.689,165.602,136.135,58.987,220.293,139.28,321.96,226.202,37.0,100.427,351.326,65.136,163.995,4.513,8.638,97.011,609.88,354.697,47.172,21.861,6.066,213.658,379.892,127.099,1.2219543,-26.246893,-2.1642826,6.46791
19,11762,17441,148.95,175.766,1.0,180.962,266.734,101.553,134.616,93.691,1.0,222.098,341.471,99.303,3.018,1.0,39.571,246.587,60.984,26.444,89.443,185.272,189.188,28.467,186.18,197.131,276.551,457.808,34.0,132.385,440.726,53.178,136.391,12.712,236.239,104.303,471.332,171.75,32.481,18.384,7.079,33.97,421.991,10.794,-4.3766403,-28.643353,6.5361137,22.30944
20,5655,5848,412.88,193.479,3.24,104.443,281.719,191.659,207.044,190.244,50.754,253.539,347.875,174.258,4.027,97.028,48.571,227.856,22.812,39.835,129.644,148.003,108.107,62.039,226.384,112.47,295.127,266.76,108.0,103.977,288.953,130.359,269.153,71.27,149.17,65.412,334.0,277.083,95.443,123.847,15.185,76.832,400.372,94.044,-8.581434,-5.690363,-10.432611,3.8193867
21,6084,6604,145.82,126.17,6.6,205.051,381.619,98.941,149.601,110.427,11.474,214.999,242.212,73.498,13.109,14.94,20.286,242.425,189.676,444.256,70.347,95.206,68.067,50.848,193.49,173.144,171.284,167.5,38.0,116.998,229.699,14.045,156.108,6.856,253.041,173.577,289.033,127.4,66.061,16.066,8.092,22.431,309.347,96.493,-13.823998,-19.81604,7.1416783,8.471932
22,6480,10823,90.82,169.862,2.12,60.515,205.795,80.659,281.969,325.418,10.165,76.052,391.635,261.502,50.445,5.647,137.286,109.225,27.175,1.0,173.865,235.998,138.137,60.004,269.024,16.521,104.202,334.0,65.0,93.325,272.32,24.915,287.555,18.567,5.583,28.953,369.245,288.171,118.529,28.814,49.633,19.134,316.174,68.335,0.4410782,10.687027,3.4493048,-6.968668
23,10022,19333,260.24,47.053,1.0,83.187,116.884,17.976,280.72,12.586,23.258,136.905,229.404,131.251,3.018,7.195,24.143,32.219,20.631,6.357,53.262,94.171,105.104,19.312,225.166,109.648,109.363,194.183,20.0,76.754,249.451,7.522,156.108,6.856,4.055,64.197,412.996,163.989,19.889,18.384,1.0,172.446,237.665,2.224,24.421825,15.21534,14.803764,-3.6703298
24,2124,5816,120.95,879.553,7.72,1.0,358.642,162.929,680.32,1.0,18.021,384.373,228.337,437.218,1000.0,27.33,1.0,105.063,104.608,13.052,232.157,955.485,698.698,226.843,31.457,271.915,1.0,756.654,99.0,273.239,744.273,164.058,353.279,287.934,4.055,22.876,1.0,125.182,70.258,43.881,294.824,1.0,47.65,494.379,-6.8197327,79.93515,-15.841911,-27.390305
25,9887,15747,173.97,71.851,1.0,237.643,177.823,97.635,120.88,47.345,4.928,139.947,234.74,89.472,2.009,2.549,26.714,90.494,3.181,6.357,85.423,83.819,170.169,29.485,260.496,23.576,210.501,144.019,32.0,81.488,348.207,9.696,78.554,11.54,85.014,42.321,493.208,109.659,147.912,16.066,5.053,172.446,327.552,1.0,-31.598831,-16.910522,14.213263,1.8022565
26,10822,5492,126.35,481.606,2.12,2.417,292.708,174.682,180.82,182.519,255.005,241.369,356.413,429.845,351.155,355.684,186.143,80.087,45.715,10.374,194.971,568.308,273.273,97.645,343.34,89.894,98.01,450.337,383.0,145.405,200.592,237.977,207.372,251.628,8.638,21.661,150.485,206.122,82.851,152.82,8.092,25.728,296.831,232.386,-11.274096,69.06387,-14.336064,-23.515999
27,13129,4723,187.89,313.926,3.24,236.226,336.664,153.788,310.69,240.451,27.186,125.748,249.683,187.775,31.273,27.33,65.286,317.35,28.265,10.374,145.724,240.139,229.228,73.229,355.523,32.042,156.836,293.442,42.0,80.305,315.981,56.44,148.221,6.856,13.22,49.613,545.467,211.666,156.307,16.066,49.633,236.738,357.136,160.154,1.3297434,-58.28459,-9.928647,-5.913402
28,8747,17853,112.85,44.691,1.0,1.0,72.928,72.824,99.651,4.862,180.375,300.193,117.337,53.838,2.009,292.181,22.857,1.0,7.544,2.339,11.05,56.903,863.864,16.26,145.977,246.517,28.865,70.375,152.0,44.795,472.952,167.319,186.341,373.429,1.0,10.723,1.0,1.0,21.987,142.39,21.264,2.649,104.541,3.449,-48.42633,51.65439,-20.886158,6.4448333
29,8762,17531,281.56,64.766,1.0,168.209,133.867,45.4,150.85,48.633,2.309,96.336,294.51,53.838,45.4,1.0,8.714,28.056,5.362,6.357,136.679,159.391,202.201,27.45,178.871,46.153,117.619,131.212,21.0,64.917,312.863,22.741,287.555,3.342,1.0,22.876,434.872,242.711,21.987,17.225,1.0,139.475,263.835,2.224,25.592552,11.200268,13.993775,-2.0671642
31,16769,7093,168.0,6.904,3.24,56.264,205.795,92.412,164.586,34.472,50.754,147.047,81.048,784.963,5.036,41.27,400.857,155.013,120.967,55.905,41.201,67.255,63.062,74.246,407.91,133.636,112.459,86.385,145.0,64.917,168.366,10.783,31.233,171.989,13.22,231.912,61.766,12.088,7.296,16.066,1.0,45.51,591.525,58.54,-69.514984,-43.655693,17.883533,10.34981
32,10552,10938,49.03,110.819,1.0,5.251,36.964,10.141,537.962,360.177,3.619,31.426,316.923,101.76,4.027,1.0,197.714,34.3,35.9,2.339,56.277,113.84,120.119,67.125,1.0,123.758,23.705,218.731,11.0,21.122,97.677,19.48,668.753,51.36,2.528,84.858,320.631,150.684,68.16,6.795,81.042,1.0,12.378,15.691,7.4446335,36.15663,9.789498,-14.122909
33,1448,15933,197.56,78.936,1.0,59.098,119.881,4.918,453.047,34.472,55.991,160.231,301.981,223.41,3.018,2.549,94.857,13.488,12.997,3.678,138.689,154.215,171.17,31.519,299.482,149.157,21.64,170.702,23.0,61.366,153.813,16.219,171.882,12.712,1.0,60.551,196.668,308.129,24.086,10.271,103.332,188.931,64.718,5.897,-8.777145,40.76696,20.599037,-14.329285
34,11639,625,45.05,264.33,3.24,10.919,328.672,50.624,542.957,197.968,57.3,202.828,279.567,335.229,5.036,33.526,118.0,302.781,83.886,3.678,156.78,131.439,170.169,77.298,489.535,291.669,47.441,216.596,48.0,21.122,214.106,49.917,68.038,19.739,14.748,95.796,199.099,67.526,271.737,20.702,300.903,91.668,201.255,146.688,15.211838,-76.39987,-12.287234,-11.656111
36,1037,3559,94.37,224.181,3.24,53.43,305.695,71.518,426.824,230.152,41.588,254.553,298.779,208.664,4.027,28.879,165.571,88.413,58.802,3.678,408.037,150.074,155.154,77.298,322.629,177.377,118.651,200.587,90.0,88.59,232.818,62.962,106.158,31.45,7.11,61.766,222.19,544.296,87.048,53.152,27.343,7.594,106.817,69.559,2.0113792,21.560858,1.9358401,-10.13077
37,16097,2331,168.42,530.021,2.12,44.928,378.622,161.624,248.253,307.394,12.784,298.164,529.317,476.539,122.091,38.172,102.571,344.406,106.789,6.357,326.63,326.063,386.386,174.96,282.426,257.805,152.708,472.75,70.0,127.65,347.168,97.748,332.247,17.396,13.22,117.672,664.569,309.238,179.393,29.973,29.369,98.262,616.557,225.04,12.944614,-54.257904,-12.468798,11.441515
38,3997,10418,105.03,218.277,2.12,172.46,321.679,118.529,102.149,146.473,23.258,264.695,194.183,372.092,5.036,4.098,415.0,248.669,79.524,38.496,63.312,103.488,85.084,74.246,422.529,32.042,319.896,100.26,176.0,66.101,326.377,14.045,94.328,146.224,10.165,69.058,380.182,61.982,80.752,27.655,12.145,76.832,724.649,62.213,-30.293015,-24.47831,16.942303,11.541801
39,7863,7300,177.38,221.819,2.12,168.209,329.671,182.518,77.174,17.736,19.33,371.188,350.01,130.022,15.127,11.842,89.714,259.075,55.531,14.391,148.739,103.488,136.135,72.212,206.891,228.174,329.184,285.971,49.0,108.712,313.902,40.134,148.221,19.739,11.693,178.438,448.241,358.023,78.653,27.655,7.079,50.455,490.26,123.426,3.7850342,-24.333786,-1.198213,6.1043015
40,3639,18010,276.16,44.691,1.0,15.17,53.947,4.918,685.315,58.932,31.114,117.635,237.942,211.122,71.636,1.0,102.571,3.081,5.362,1.0,443.213,291.901,191.19,32.537,353.087,63.085,56.729,163.231,22.0,92.141,191.236,31.437,337.505,8.027,1.0,5.861,210.036,370.22,9.395,6.795,98.266,152.663,104.541,3.449,-12.921043,41.283566,18.496725,-15.710759
41,1152,1966,142.56,365.883,3.24,44.928,306.694,224.306,158.342,199.255,210.489,236.297,316.923,208.664,3.018,282.888,75.571,119.631,20.631,23.765,87.433,126.263,163.162,58.987,228.821,56.03,397.298,355.346,150.0,90.957,330.535,136.881,233.662,107.576,16.275,30.168,293.894,112.986,55.567,289.574,13.158,7.594,432.231,41.401,-17.141884,3.3149834,-14.014291,3.4858696
43,2550,14022,109.44,54.138,1.0,206.468,329.671,75.435,189.561,51.207,8.856,183.558,299.846,67.354,19.164,2.549,10.0,23.894,5.362,179.106,155.775,128.334,249.248,65.091,311.665,22.165,477.795,150.423,38.0,53.081,320.139,6.435,117.988,2.171,1.0,53.259,377.752,200.578,97.542,12.589,8.092,60.347,126.159,90.371,18.467585,-0.2110939,10.494073,1.5685359
44,7735,11467,168.99,140.34,1.0,64.766,272.728,28.424,244.506,163.209,10.165,198.772,182.442,133.708,3.018,5.647,70.429,140.444,191.857,195.176,54.267,105.559,81.08,77.298,264.151,305.78,51.569,129.077,44.0,37.693,84.163,29.263,74.611,18.567,4.055,116.456,306.047,229.406,116.431,12.589,18.224,4.297,59.028,109.96,7.952442,18.023998,6.1445956,-9.500618
45,13097,17957,73.62,119.085,2.12,40.677,154.846,83.271,87.164,209.554,1.0,283.965,500.5,44.007,14.118,4.098,97.429,281.969,162.41,1.0,144.719,214.258,324.324,25.415,231.257,373.508,27.833,251.817,26.0,47.162,307.665,51.004,166.624,17.396,1.0,90.934,487.131,397.939,162.603,12.589,11.132,9.243,103.403,38.952,11.934481,-7.72814,2.5413547,-2.8097858
46,15389,9724,301.31,572.532,1.0,39.26,422.578,208.635,84.666,78.242,260.242,509.121,510.106,233.24,179.609,242.619,174.571,202.881,80.615,9.035,419.093,298.112,431.431,117.991,165.47,257.805,221.853,479.154,210.0,69.652,449.043,272.763,234.976,193.07,10.165,84.858,351.015,437.855,108.036,136.595,21.264,14.188,505.051,161.379,14.76161,-41.09611,-14.707809,8.001205
47,9367,2522,123.65,284.404,3.24,107.277,304.696,122.447,509.241,181.232,44.207,186.601,212.327,153.369,4.027,22.684,49.857,248.669,22.812,5.017,169.845,173.884,206.205,88.489,376.234,17.932,110.395,329.731,49.0,62.55,295.19,90.138,309.901,8.027,7.11,49.613,515.084,332.522,124.826,29.973,39.501,180.688,351.446,65.886,5.995308,-67.70311,-10.581601,-8.09803
48,7482,16132,121.66,244.255,1.0,40.677,241.759,122.447,235.765,33.184,232.747,254.553,580.548,123.878,25.218,323.158,40.857,113.388,22.812,7.696,133.664,284.654,229.228,61.021,344.559,22.165,158.9,480.221,150.0,434.216,384.591,159.709,198.171,184.872,1.0,15.584,623.248,231.624,74.456,137.754,1.0,118.045,352.584,103.838,5.0964813,-37.87783,-12.632248,5.7409635
49,10018,18368,161.17,31.702,1.0,137.034,135.865,45.4,243.257,3.575,4.928,48.668,160.029,84.557,3.018,4.098,26.714,25.975,3.181,13.052,44.216,159.391,103.102,14.225,238.567,6.644,127.939,149.356,18.0,72.019,273.36,8.609,160.051,1.0,2.528,20.445,327.923,77.505,7.296,12.589,1.0,207.064,282.04,2.224,29.251709,16.0652,16.853199,-2.749388
50,12784,19577,79.59,71.851,1.0,19.421,74.926,16.671,375.625,257.187,1.0,93.293,324.394,204.978,14.118,1.0,366.143,136.281,99.155,39.835,106.528,267.055,249.248,40.675,316.538,57.441,125.875,247.548,113.0,64.917,295.19,14.045,290.184,150.909,1.0,28.953,440.949,85.266,139.517,45.039,22.277,4.297,285.453,2.224,6.674556,15.70281,8.066655,-6.09351
51,5515,4415,259.39,295.032,2.12,8.085,330.67,229.529,174.576,75.668,383.317,360.031,391.635,309.424,6.045,454.809,150.143,65.519,39.171,22.426,58.287,216.328,189.188,92.558,365.27,250.75,295.127,338.269,359.0,122.916,238.016,233.629,169.253,194.242,23.913,54.474,296.325,246.038,116.431,191.065,9.105,29.025,410.613,166.276,-19.13253,7.803013,-16.084494,2.704862
52,9382,14866,138.58,78.936,1.0,260.315,321.679,136.812,335.665,113.001,107.054,201.814,301.981,138.624,5.036,177.567,49.857,94.656,12.997,74.653,137.684,130.404,173.172,72.212,256.841,9.466,342.6,220.865,125.0,107.528,339.891,162.971,90.384,59.558,100.289,31.383,473.763,116.312,131.122,74.013,7.079,202.119,354.86,85.474,-14.585316,-23.86349,3.8766785,9.285819
53,5523,16312,141.56,47.053,1.0,307.077,156.844,17.976,149.601,125.875,3.619,105.464,296.644,116.506,20.173,2.549,43.429,9.325,1.0,66.618,45.221,179.06,170.169,27.45,226.384,12.288,69.114,172.837,27.0,57.815,255.688,4.261,78.554,11.54,1.0,14.369,478.624,130.726,11.494,7.954,2.013,256.52,192.153,1.0,28.086452,15.49081,16.074715,-2.650348
54,5897,6470,192.02,195.84,24.519,46.345,313.687,119.835,446.804,205.692,18.021,176.459,502.635,294.679,37.327,18.037,110.286,234.1,47.896,10.374,79.392,193.553,164.163,64.073,315.32,118.114,124.843,225.135,85.0,118.181,294.151,110.792,152.164,9.198,42.243,55.69,439.734,323.651,116.431,26.497,58.752,53.752,391.27,118.529,3.488738,-56.469044,-7.392378,-3.6327837
55,12210,3133,86.7,376.511,3.24,15.17,284.716,66.294,651.599,22.885,52.063,415.813,345.74,330.314,19.164,35.074,125.714,159.175,88.249,6.357,376.881,244.28,272.272,166.822,563.851,343.877,51.569,553.865,40.0,94.508,328.456,106.444,237.605,11.54,8.638,89.719,588.004,345.827,129.023,24.179,209.716,57.05,255.87,131.996,13.279224,-80.7514,-10.544734,-13.522441
56,8693,18762,107.17,35.245,1.0,86.021,66.934,20.588,562.938,15.161,16.712,19.256,198.452,127.565,5.036,4.098,97.429,5.163,2.091,13.052,46.226,78.642,113.112,19.312,373.798,12.288,80.466,100.26,31.0,101.61,229.699,9.696,114.045,12.712,1.0,13.153,386.259,29.828,5.197,13.748,1.0,139.475,188.739,1.0,24.738955,22.72414,17.728453,-6.1527247
58,7361,7702,339.55,234.809,4.36,216.387,308.692,212.553,75.925,119.438,11.474,243.397,343.606,136.166,4.027,14.94,42.143,319.431,28.265,15.731,110.548,150.074,114.113,62.039,194.709,106.826,309.575,263.558,44.0,81.488,387.71,21.654,246.807,9.198,30.023,110.38,567.343,359.132,118.529,29.973,17.211,19.134,454.987,92.82,-0.7669983,-29.927486,-1.4789451,8.165317
59,2891,2588,255.41,146.245,3.24,311.328,343.657,147.259,224.526,6.149,29.805,245.425,256.087,66.125,15.127,16.488,21.571,182.069,87.158,219.28,126.629,124.193,141.14,53.9,198.363,61.674,262.102,247.548,27.0,94.508,338.851,11.871,148.221,2.171,165.972,100.657,368.029,148.466,15.691,23.02,2.013,119.693,345.757,8.346,-14.838707,-21.040207,9.243191,16.700531
61,8245,12736,133.32,282.043,1.0,131.366,276.724,165.541,160.84,110.427,165.972,244.411,477.019,137.395,4.027,148.14,119.286,192.475,43.534,21.087,229.142,136.616,200.199,65.091,164.251,136.458,330.216,293.442,104.0,113.447,416.817,168.406,187.655,85.324,2.528,58.12,449.456,344.718,80.752,98.35,16.198,55.401,541.461,76.904,7.0713634,-35.424736,-9.923174,5.483887
62,4343,14519,357.17,86.021,1.0,115.779,266.734,29.729,298.202,85.966,23.258,146.032,387.365,177.945,11.091,11.842,30.571,21.812,1.0,2.339,118.589,189.412,217.216,75.264,290.954,23.576,176.444,215.529,53.0,94.508,277.518,36.873,203.429,18.567,1.0,15.584,585.573,229.406,162.603,20.702,9.105,126.287,243.354,76.904,20.508276,1.509903,11.73391,-0.41100207
63,1286,6529,101.76,86.021,2.12,49.179,128.872,19.282,381.869,43.483,3.619,184.573,255.019,37.863,3.018,21.135,67.857,30.138,88.249,2.339,85.423,102.453,140.139,62.039,32.676,339.644,15.448,139.75,8.0,67.284,43.621,42.308,397.971,4.513,7.11,54.474,160.208,507.707,57.666,10.271,31.396,61.995,6.689,46.298,11.153549,37.894547,5.929184,-14.341409
64,800,11278,361.72,149.787,5.48,114.362,242.758,80.659,114.636,4.862,8.856,191.672,219.798,75.956,4.027,4.098,25.429,171.663,8.634,13.052,94.468,104.523,142.141,66.108,164.251,67.318,201.213,259.288,32.0,90.957,252.569,18.393,183.712,2.171,123.202,50.828,381.398,211.666,150.011,21.861,4.04,139.475,325.277,86.699,-9.471317,-11.509991,10.107926,6.1883206
65,5897,13826,143.83,39.968,1.0,199.383,282.718,59.765,119.631,15.161,2.309,164.288,260.356,64.897,4.027,1.0,17.714,32.219,1.0,15.731,84.418,92.101,165.164,64.073,203.237,8.055,302.351,99.192,41.0,144.222,373.156,8.609,96.957,2.171,343.165,19.23,487.131,64.2,120.628,18.384,6.066,147.718,357.136,64.662,-44.202354,-26.533363,11.9860115,22.136066
67,15532,6185,225.42,214.734,2.12,91.689,182.818,128.976,89.661,89.829,3.619,186.601,464.212,186.546,35.309,27.33,52.429,179.987,26.084,6.357,221.102,179.06,253.253,103.748,153.287,74.373,163.028,262.49,32.0,58.999,329.495,49.917,530.733,5.685,4.055,67.843,434.872,207.231,51.37,18.384,6.066,90.02,476.606,117.305,-3.0480385,-30.042276,-4.2300987,10.114891
68,5850,13112,383.18,200.564,1.0,95.94,316.684,91.106,120.88,71.805,113.6,273.823,251.817,80.871,5.036,86.186,28.0,136.281,11.906,9.035,139.694,70.361,327.327,80.35,198.363,199.953,279.647,166.433,109.0,92.141,361.721,51.004,278.354,81.81,72.794,69.058,389.905,150.684,95.443,65.9,13.158,55.401,383.305,89.147,-5.843649,-14.274462,2.5806959,6.966304
69,13805,10662,164.87,295.032,2.12,138.451,304.696,101.553,143.358,128.45,4.928,311.349,360.683,209.893,3.018,8.744,67.857,267.4,64.255,11.713,65.322,140.756,153.152,75.264,194.709,245.106,172.316,263.558,35.0,61.366,300.388,24.915,223.146,12.712,2.528,144.409,385.044,157.336,120.628,18.384,13.158,42.213,395.821,103.838,1.6299629,-23.036137,0.3737869,5.1825724
71,11128,15316,132.18,81.298,2.12,271.651,259.741,165.541,103.398,116.863,1.0,182.544,264.625,128.793,28.245,2.549,37.0,290.294,31.537,33.139,139.694,141.792,155.154,60.004,202.018,8.055,305.447,244.346,50.0,82.672,386.67,45.569,195.542,9.198,7.11,38.675,398.412,116.312,160.504,14.907,20.251,113.099,410.613,149.136,-21.72508,-31.521545,4.6853824,14.4047165
72,1460,16818,108.02,106.096,1.0,2.417,93.907,4.918,705.295,120.726,40.279,175.445,265.692,153.369,4.027,8.744,34.429,11.406,24.993,1.0,136.679,156.285,164.163,24.398,338.467,201.364,20.608,251.817,12.0,29.408,193.315,19.48,78.554,2.171,2.528,65.412,246.496,455.595,70.258,9.113,64.831,172.446,78.371,4.673,-15.898529,37.911064,20.882196,-16.576286
73,1050,816,313.11,50.596,4.36,166.791,291.709,186.435,134.616,100.128,2.309,165.303,213.394,77.185,22.191,30.428,4.857,152.931,5.362,14.391,67.332,120.052,105.104,14.225,183.744,6.644,154.772,200.587,38.0,85.039,276.479,24.915,135.076,2.171,109.454,30.168,270.803,146.249,3.099,25.338,1.0,73.535,344.62,2.224,-27.664484,-15.568281,10.921209,11.728278
74,9434,19357,86.7,104.915,1.0,77.519,63.937,12.753,112.139,78.242,90.033,169.359,356.413,295.908,23.2,28.879,49.857,5.163,17.359,13.052,107.533,199.765,251.251,30.502,222.729,184.432,178.508,306.25,47.0,151.323,379.393,53.178,48.321,30.279,1.0,77.566,417.858,107.442,3.099,49.675,1.0,75.183,235.39,5.897,21.357742,10.755865,13.658945,-1.9411508
76,1869,17207,203.53,215.915,1.0,1.0,196.804,15.365,600.4,268.773,23.258,338.733,374.558,340.144,43.382,5.647,132.143,13.488,39.171,1.0,301.504,299.147,217.216,43.727,338.467,159.034,60.857,435.394,51.0,158.425,280.637,48.83,232.347,15.054,4.055,38.675,79.996,530.991,87.048,69.377,112.45,78.48,115.919,29.158,-17.757496,44.355835,19.111847,-17.48849
77,15793,265,69.93,456.809,5.48,98.774,624.376,793.671,193.308,182.519,100.507,693.708,194.183,325.399,13.109,948.888,112.857,294.456,138.417,27.783,237.182,517.581,932.933,258.38,411.565,315.657,296.159,275.298,526.0,141.854,865.899,1000.0,357.222,490.545,16.275,132.255,81.212,131.835,238.158,224.674,424.511,60.347,857.773,365.831,-46.04675,62.73194,-25.460987,4.293268
78,7075,3741,175.39,309.202,3.24,74.685,289.711,119.835,276.974,10.012,50.754,196.743,528.25,138.624,13.109,31.977,26.714,109.225,24.993,22.426,104.518,217.364,187.186,111.887,243.44,127.992,218.757,370.288,57.0,81.488,355.484,67.31,198.171,10.369,8.638,62.982,569.774,294.824,59.765,35.768,7.079,83.426,357.136,87.923,8.476419,-30.927181,-5.1543427,6.6044846
79,8107,13274,310.84,181.67,1.0,202.217,276.724,40.176,134.616,177.37,6.237,206.885,208.058,160.742,4.027,1.0,91.0,238.263,9.725,31.8,157.785,94.171,146.145,66.108,200.8,27.809,338.472,140.817,68.0,67.284,351.326,6.435,152.164,36.135,10.165,77.566,419.073,142.922,110.134,18.384,8.092,101.559,432.231,41.401,-22.048508,-28.601547,5.6601753,13.262907
80,783,11688,241.9,129.713,2.12,138.451,268.732,71.518,274.476,1.0,14.093,160.231,203.788,87.015,7.055,2.549,26.714,75.925,12.997,101.436,69.342,106.594,129.128,66.108,211.765,15.11,249.718,184.577,29.0,70.835,242.174,7.522,196.857,1.0,66.683,48.398,330.354,128.508,59.765,11.43,7.079,134.53,246.768,30.382,-13.710625,-9.887615,10.915636,4.2185774
81,9334,8549,79.88,276.138,1.0,71.851,282.718,220.388,148.352,66.656,319.161,380.316,279.567,148.454,5.036,323.158,76.857,127.956,52.259,62.601,95.473,198.73,406.406,91.541,164.251,342.466,346.728,303.048,276.0,105.161,516.613,224.933,112.73,168.476,8.638,105.518,445.81,104.115,49.271,310.435,25.316,58.698,476.606,118.529,-19.63318,4.932062,-19.509773,4.990588
82,3817,3593,82.43,173.404,4.36,219.221,245.755,143.341,83.417,245.601,19.33,211.956,240.077,169.343,4.027,14.94,94.857,234.1,17.359,11.713,122.609,102.453,127.126,46.779,205.673,8.055,214.629,192.048,44.0,109.896,384.591,33.612,223.146,9.198,306.505,44.752,358.307,289.28,93.345,23.02,18.224,78.48,440.196,74.456,-37.65349,-29.53004,9.1029415,20.277779
