cell,x,y,area µm²,CD40,SMA,MAP2,CD8,CD31,Synaptophysin,AQP4,CD34,PCNA,IBA1,S100B,CD163,Claudin5,GFAP,PSD-95,Trem2,NeuN,HLA-DR,CD14,CD11b,CD3e,P2Rx7(Park7),DAPI_1,CD11c,CD4,GalMac3,ApoE,CD45,HLA-A,CD68,Vimentin,A-Beta,H2A.x,TMEM119,CD74,P2Ry12,CollagenIV,CD44,Neurofilament,ATG7,iNOS,UMAP_1,UMAP_2,TSNE_1,TSNE_2
216,14880,9788,104.18,221.819,2.12,151.204,254.746,224.306,95.905,73.093,6.237,153.132,317.99,159.513,5.036,10.293,115.429,263.238,10.816,18.409,124.619,72.431,138.137,65.091,187.399,3.822,206.373,216.596,36.0,227.077,337.812,53.178,93.013,13.883,654.78,66.628,433.657,49.786,101.739,23.02,20.251,75.183,470.917,80.577,-47.10747,-32.856735,10.452378,24.240528
217,10388,16222,122.52,73.032,1.0,212.136,181.819,78.047,198.303,80.817,19.33,113.578,299.846,127.565,2.009,22.684,71.714,105.063,3.181,22.426,102.508,109.699,191.19,30.502,231.257,16.521,250.75,220.865,55.0,96.876,328.456,23.828,127.189,32.621,219.436,26.522,491.993,39.807,173.097,32.291,9.105,188.931,415.164,2.224,-35.01024,-22.98734,10.354869,18.10823
219,2817,4581,299.61,109.638,5.48,127.115,285.715,92.412,220.78,271.348,8.856,246.44,311.587,318.026,5.036,21.135,130.857,123.794,31.537,6.357,95.473,143.862,149.148,71.195,251.968,50.386,237.334,151.49,80.0,93.325,309.744,45.569,188.97,15.054,10.165,129.825,403.274,158.445,74.456,28.814,41.527,58.698,404.924,52.419,-11.799046,-7.3202057,8.335544,8.36451
221,16963,7691,90.68,145.064,9.96,1.0,3.997,2.306,63.438,1.0,10.165,1.0,281.702,1.0,16.136,129.553,35.714,82.169,113.333,21.087,309.544,1.0,155.154,469.981,1.0,136.458,366.337,116.269,1.0,14.02,22.83,99.922,128.504,44.333,54.463,78.781,83.642,110.768,513.092,51.993,6.066,1.0,105.679,249.526,24.422108,-9.04327,9.255287,-9.61098
222,1162,16345,49.18,29.34,1.0,88.855,115.885,3.612,811.439,44.771,33.733,218.042,140.817,166.886,3.018,1.0,16.429,7.244,14.087,6.357,56.277,109.699,163.162,29.485,387.199,496.267,19.576,92.788,13.0,22.306,125.745,4.261,28.604,2.171,1.0,21.661,157.777,27.61,24.086,5.636,72.936,50.455,20.343,3.449,-16.065804,36.628365,23.050219,-16.392336
223,8433,4519,93.81,150.968,3.24,175.294,348.652,199.494,158.342,26.747,18.021,195.729,297.712,90.701,6.045,16.488,19.0,236.181,8.634,14.391,254.268,144.897,159.158,77.298,186.18,10.877,263.134,253.952,52.0,75.57,371.077,56.44,269.153,4.513,4.055,50.828,489.562,334.739,63.962,25.338,6.066,193.876,345.757,122.202,-8.771038,-29.32177,1.8846776,10.7146635
224,13131,12175,114.41,559.543,2.12,1.0,149.851,115.918,559.191,1.0,4.928,18.242,530.385,3.458,766.9,19.586,4.857,92.575,43.534,1.0,488.44,589.012,684.684,123.077,33.894,111.059,2.032,689.413,118.0,4.551,271.281,147.752,244.178,98.206,7.11,9.507,1.0,187.273,139.517,24.179,21.264,1.0,41.961,291.151,-5.0325356,81.136185,-14.229379,-27.839375
227,16752,8250,229.25,122.628,7.72,146.953,276.724,237.365,58.442,16.448,4.928,183.558,354.279,206.207,14.118,87.735,89.714,273.644,98.064,88.044,190.951,109.699,205.204,115.956,202.018,10.877,304.415,258.221,33.0,77.937,351.326,89.051,217.888,16.225,62.101,97.011,518.73,181.729,78.653,36.927,9.105,152.663,464.09,171.173,-13.687352,-41.142914,-3.2229502,16.891123
229,11236,3351,169.28,276.138,2.12,40.677,359.641,59.765,481.769,263.624,53.372,330.619,288.106,268.875,30.264,36.623,69.143,250.75,57.712,5.017,226.127,179.06,158.157,119.008,316.538,187.254,144.451,399.106,74.0,103.977,300.388,90.138,233.662,16.225,10.165,105.518,419.073,322.543,156.307,78.648,94.213,122.99,324.139,144.239,8.8842125,-73.30917,-10.692618,-9.851282
230,9483,12780,49.89,140.34,2.12,70.434,202.798,48.012,247.004,83.392,3.619,105.464,211.26,39.092,4.027,1.0,40.857,200.8,40.262,2.339,124.619,73.466,135.134,75.264,145.977,164.678,67.05,145.087,30.0,75.57,179.801,16.219,156.108,6.856,2.528,61.766,334.0,273.757,99.641,6.795,14.171,43.861,69.269,76.904,9.357487,24.816284,7.4002295,-10.408974
231,1806,14535,218.31,68.309,2.12,1.0,281.719,126.365,256.994,11.299,37.661,466.524,151.49,105.446,16.136,697.977,67.857,3.081,3.181,33.139,173.865,231.857,94.093,103.748,70.443,252.161,175.412,209.125,311.0,146.589,42.582,746.717,73.296,208.295,2.528,8.292,2.215,9.87,45.074,127.324,3.026,1.0,172.81,243.404,-19.278526,15.034882,-17.19703,0.13911916
232,1895,11367,206.51,152.149,1.0,103.026,241.759,51.929,135.865,4.862,35.042,457.396,273.163,157.055,8.064,13.391,34.429,65.519,15.178,10.374,71.352,188.377,87.086,68.143,175.216,167.5,204.309,128.01,44.0,100.427,234.897,32.524,157.422,12.712,220.963,50.828,264.726,134.052,93.345,42.722,5.053,53.752,284.315,53.643,-6.307585,-9.162671,6.6756964,1.9438897
233,11505,8145,68.79,230.085,2.12,253.23,345.655,185.129,499.251,2.287,223.582,232.241,337.202,88.244,4.027,268.949,51.143,175.825,34.809,117.505,98.488,199.765,146.145,51.866,336.03,123.758,319.896,275.298,104.0,135.936,414.738,46.656,334.876,80.639,11.693,90.934,449.456,105.224,68.16,127.324,5.053,61.995,398.097,62.213,-2.060011,-36.002174,-13.41679,6.012249
234,291,18901,89.68,181.67,1.0,2.417,50.95,1.0,453.047,43.483,46.826,61.853,233.673,251.672,2.009,1.0,58.857,3.081,6.453,1.0,209.041,158.355,155.154,26.433,328.721,96.949,16.48,227.269,5.0,40.06,222.422,35.786,203.429,2.171,1.0,7.077,129.825,213.883,19.889,4.477,75.976,118.045,26.032,3.449,-9.1623535,43.932816,21.00847,-13.988729
235,5828,761,176.38,126.17,3.24,129.949,268.732,160.318,192.059,105.277,59.919,190.658,273.163,145.996,3.018,39.721,66.571,225.775,24.993,9.035,86.428,111.77,202.201,25.415,253.187,58.852,118.651,231.538,34.0,54.264,363.8,37.96,64.095,8.027,10.165,44.752,479.839,149.575,49.271,21.861,13.158,108.153,271.8,68.335,-16.797558,-25.322844,5.495587,10.188631
236,15266,10750,187.47,290.309,2.12,148.37,250.75,182.518,55.945,158.059,11.474,171.388,328.663,168.114,4.027,28.879,138.571,334.0,29.356,11.713,94.468,126.263,208.207,73.229,200.8,5.233,200.181,242.212,54.0,66.101,373.156,49.917,237.605,36.135,2.528,73.92,457.964,145.14,150.011,40.404,29.369,45.51,402.648,119.754,-9.9533615,-40.803688,-1.2045485,16.776363
238,9539,1789,164.73,352.894,2.12,5.251,384.616,161.624,499.251,226.29,91.342,457.396,233.673,370.863,7.055,185.312,245.286,271.562,140.598,3.678,217.081,198.73,210.209,49.831,368.924,365.042,121.747,303.048,198.0,144.222,205.79,214.062,175.825,102.891,14.748,70.274,229.482,237.168,181.492,111.099,67.87,33.97,286.591,150.36,19.752237,-66.87314,-16.740095,-4.9220457
239,14972,269,173.11,272.596,4.36,172.46,334.666,242.588,143.358,131.024,25.877,293.093,387.365,256.587,11.091,35.074,69.143,338.163,46.806,15.731,232.157,146.968,435.435,242.103,217.856,40.508,284.807,370.288,51.0,87.406,504.138,71.658,372.996,6.856,10.165,94.58,664.569,293.715,185.689,41.563,23.29,94.965,515.292,248.301,6.9911346,-49.359177,-9.542712,12.619935
241,9220,6531,305.01,120.266,2.12,76.102,267.733,160.318,321.929,4.862,83.486,178.487,291.308,128.793,4.027,132.651,44.714,121.713,12.997,27.783,88.438,133.51,137.136,79.333,269.024,120.936,261.07,177.106,98.0,93.325,297.27,79.268,152.164,34.964,62.101,56.905,491.993,151.792,53.468,89.079,3.026,129.584,348.033,53.643,-9.758633,-15.950886,5.690638,6.4370465
242,13949,3737,357.17,377.691,4.36,71.851,424.576,136.812,562.938,213.416,82.177,179.502,177.106,443.362,117.045,58.307,210.571,296.537,54.44,9.035,568.842,391.283,217.216,106.8,518.774,60.263,142.387,275.298,92.0,113.447,279.597,78.181,292.813,37.306,23.913,87.288,259.865,268.213,152.109,34.609,86.108,264.762,419.715,169.949,20.8169,-73.81856,-17.143024,-12.685218
243,2152,908,75.61,67.128,2.12,84.604,348.652,130.282,210.79,1.0,8.856,180.516,199.519,98.074,2.009,4.098,16.429,113.388,2.091,22.426,109.543,120.052,140.139,17.277,226.384,1.0,157.868,148.288,42.0,44.795,305.586,27.089,7.572,1.0,13.22,26.522,302.401,431.202,1.0,26.497,1.0,108.153,246.768,1.0,-1.9857006,-8.306208,5.9936175,2.4267502
244,10256,19480,374.94,34.064,1.0,84.604,92.908,28.424,314.436,1.0,7.547,57.796,237.942,83.328,4.027,1.0,103.857,32.219,16.269,7.696,48.236,123.158,175.174,21.346,277.552,57.441,109.363,152.558,17.0,74.386,260.886,3.174,200.8,4.513,4.055,50.828,419.073,138.487,13.592,16.066,2.013,162.554,222.874,1.0,26.148201,15.815109,15.846368,-4.217432
245,13606,8790,198.55,90.745,1.0,95.94,265.735,98.941,253.248,8.724,2.309,184.573,305.183,148.454,4.027,16.488,38.286,48.869,69.709,229.993,73.362,142.827,219.218,69.16,337.249,92.716,203.277,308.385,26.0,197.486,255.688,36.873,125.875,2.171,442.454,141.978,405.704,138.487,45.074,19.543,10.119,75.183,395.821,34.055,-42.955288,-28.023514,12.540475,23.059387
246,3846,17276,167.43,88.383,1.0,53.43,113.887,11.447,426.824,213.416,32.423,160.231,268.894,177.945,13.109,5.647,78.143,19.731,33.718,1.0,39.191,120.052,178.177,28.467,292.172,157.623,12.352,184.577,25.0,85.039,192.276,11.871,89.07,5.685,4.055,73.92,293.894,254.908,32.481,9.113,65.844,146.069,143.227,7.121,-3.4648895,34.975388,18.424322,-11.203714
247,1379,7951,131.9,332.819,12.2,1.0,318.682,40.176,280.72,258.474,42.898,592.286,724.635,354.889,472.245,104.772,187.429,90.494,74.071,7.696,561.807,664.584,376.376,144.441,217.856,135.047,156.836,790.808,129.0,50.713,273.36,254.283,187.655,201.268,10.165,56.905,5.861,584.212,158.405,221.197,58.752,1.0,193.29,118.529,-12.506477,66.85615,-13.66725,-21.86896
248,11142,3829,116.4,302.117,3.24,166.791,383.617,101.553,541.709,286.796,48.135,204.857,282.769,198.834,16.136,31.977,97.429,246.587,26.084,26.444,182.91,163.532,171.17,116.974,393.29,17.932,147.548,328.663,76.0,92.141,380.433,67.31,150.85,20.91,13.22,55.69,567.343,230.515,108.036,25.338,50.646,103.208,391.27,111.184,5.5198517,-65.762024,-10.929587,-7.602578
249,12005,4605,111.43,299.755,2.12,115.779,284.716,85.882,586.664,154.197,55.991,109.521,272.096,177.945,7.055,14.94,62.714,209.125,18.45,5.017,146.729,189.412,150.149,75.264,360.396,8.055,100.074,357.481,38.0,88.59,299.349,41.221,79.868,16.225,8.638,49.613,438.518,241.603,82.851,19.543,47.606,30.673,292.28,120.978,4.858204,-67.993454,-10.463511,-7.829243
252,4085,11766,134.03,197.021,1.0,258.898,297.703,98.941,103.398,97.553,3.619,199.786,316.923,141.081,20.173,1.0,55.0,200.8,2.091,37.157,103.513,143.862,120.119,51.866,171.561,10.877,255.91,234.74,49.0,157.242,392.907,5.348,98.271,4.513,201.106,52.044,450.672,209.448,66.061,16.066,14.171,164.203,456.125,74.456,-34.836647,-31.690338,8.42901,20.279884
253,7468,8646,284.83,137.979,3.24,111.528,288.712,128.976,85.915,200.543,10.165,173.416,278.5,184.089,3.018,14.94,124.429,244.506,35.9,6.357,69.342,151.109,73.072,53.9,247.095,60.263,165.092,137.615,69.0,57.815,243.213,26.002,116.674,43.162,7.11,71.489,351.015,202.796,97.542,25.338,16.198,17.485,338.931,87.923,-19.936787,-12.410265,9.394443,10.050785
254,15395,7186,74.76,101.372,2.12,83.187,252.748,91.106,324.426,11.299,58.609,148.061,315.856,292.221,5.036,27.33,141.143,146.688,17.359,10.374,86.428,130.404,195.194,71.195,343.34,87.072,106.267,152.558,30.0,101.61,248.411,17.306,135.076,13.883,4.055,72.704,569.774,67.526,59.765,27.655,4.04,127.936,393.546,73.232,-8.833641,-31.716171,7.373388,5.833811
255,5564,1379,111.43,212.372,3.24,166.791,338.662,157.706,177.074,38.334,33.733,234.269,387.365,118.963,5.036,18.037,22.857,163.338,18.45,14.391,105.523,105.559,196.195,35.589,191.054,116.703,136.195,301.981,37.0,79.121,367.958,31.437,196.857,4.513,2.528,59.336,461.609,380.199,45.074,24.179,3.026,198.822,299.107,51.195,3.2921715,-21.735699,-0.76927644,4.4586687
256,7627,13881,137.01,68.309,1.0,196.549,240.76,127.671,65.935,129.737,4.928,167.331,329.731,107.904,25.218,2.549,38.286,240.344,7.544,11.713,110.548,146.968,176.175,70.177,193.49,15.11,275.519,266.76,35.0,87.406,373.156,28.176,292.813,5.685,146.115,60.551,588.004,172.859,131.122,21.861,10.119,90.02,424.267,107.511,-18.602507,-33.822906,4.2728987,18.727472
257,14069,11167,137.15,274.957,2.12,127.115,259.741,104.165,110.89,74.38,4.928,261.653,433.26,133.708,4.027,10.293,102.571,252.831,91.521,27.783,72.357,151.109,142.141,79.333,161.815,218.297,166.124,330.798,44.0,70.835,324.298,48.83,165.309,17.396,2.528,98.226,423.934,203.905,124.826,20.702,16.198,25.728,362.825,127.099,3.2190075,-24.786018,-2.67337,7.4172363
258,3160,17691,209.78,71.851,1.0,36.426,91.909,3.612,724.026,178.657,29.805,228.184,293.442,170.572,3.018,2.549,73.0,9.325,27.175,3.678,132.659,267.055,175.174,30.502,359.178,136.458,20.608,216.596,35.0,92.141,226.581,37.96,103.529,9.198,2.528,24.091,405.704,290.388,38.777,9.113,95.226,165.851,105.679,12.018,-12.048252,36.495052,18.854523,-13.268092
259,15144,665,108.44,207.649,3.24,128.532,312.688,183.824,254.496,57.644,49.444,167.331,257.154,201.292,9.073,31.977,76.857,288.213,71.89,104.114,120.599,124.193,314.314,229.895,245.877,19.343,195.021,301.981,47.0,62.55,326.377,54.266,135.076,11.54,10.165,92.15,518.73,91.919,89.147,33.45,17.211,106.505,448.161,223.816,-7.6801567,-46.440742,-2.4833107,14.336443
260,3934,18085,64.24,38.787,1.0,9.502,79.921,1.0,509.241,24.173,31.114,287.008,225.135,182.86,8.064,2.549,56.286,1.0,18.45,1.0,162.81,142.827,281.281,38.641,297.045,207.008,45.377,139.75,10.0,99.243,238.016,12.958,107.472,2.171,1.0,39.891,372.891,452.269,17.79,6.795,102.318,96.614,47.65,3.449,-10.405552,34.604893,17.034489,-13.118528
262,9842,6943,248.73,119.085,2.12,139.868,289.711,159.012,172.079,46.058,41.588,121.691,275.298,126.336,30.264,16.488,60.143,186.231,11.906,29.122,79.392,169.743,136.135,52.883,215.42,17.932,238.366,197.385,45.0,77.937,309.744,45.569,103.529,11.54,5.583,66.628,468.901,128.508,47.172,21.861,3.026,160.906,398.097,56.092,-21.476576,-28.57821,4.9948425,12.438429
263,6550,2455,45.48,173.404,2.12,176.711,398.602,237.365,535.465,140.036,50.754,226.155,256.087,133.708,6.045,33.526,11.286,119.631,59.893,238.028,90.448,153.179,321.321,65.091,451.768,15.11,228.045,317.99,45.0,73.203,427.212,70.571,219.203,9.198,7.11,45.967,491.993,86.375,51.37,28.814,3.026,63.644,288.867,23.037,-8.179865,-30.513252,-6.880994,-5.0850234
264,8245,16265,325.48,57.681,1.0,180.962,114.886,36.259,158.342,131.024,15.402,60.839,298.779,139.852,2.009,2.549,21.571,25.975,10.816,18.409,37.181,111.77,124.123,34.571,223.948,81.428,81.498,128.01,30.0,61.366,187.078,4.261,192.913,15.054,1.0,66.628,430.011,101.898,53.468,11.43,1.0,126.287,224.011,3.449,26.616508,16.401733,15.8085375,-3.2456715
265,2799,8720,111.0,185.213,3.24,20.838,192.808,42.788,315.685,199.255,28.495,239.34,330.798,153.369,3.018,25.781,53.714,65.519,36.99,3.678,161.805,126.263,129.128,69.16,191.054,270.504,86.658,262.49,41.0,87.406,140.299,67.31,244.178,5.685,7.11,97.011,357.091,435.637,133.221,16.066,27.343,63.644,145.502,57.316,6.062458,23.638737,4.305266,-10.635598
266,17659,5247,148.24,47.053,2.12,20.838,9.991,136.812,183.317,46.058,1.0,1.0,148.288,47.694,15.127,19.586,20.286,167.5,57.712,2.339,57.282,63.114,150.149,82.385,25.366,139.28,1.0,62.904,1.0,31.775,17.633,62.962,4.943,12.712,16.275,59.336,105.518,66.417,17.79,3.318,3.026,122.99,30.583,26.71,12.592411,30.023151,9.242837,-11.510625
267,9112,18267,172.26,69.489,1.0,110.111,107.893,8.835,369.381,11.299,4.928,192.686,281.702,79.642,2.009,1.0,51.143,7.244,17.359,15.731,52.257,146.968,213.212,29.485,278.771,122.347,84.594,208.058,16.0,86.223,242.174,11.871,106.158,4.513,1.0,45.967,540.606,169.533,13.592,16.066,1.0,182.337,236.527,1.0,25.012749,14.354706,14.723983,-3.7615116
269,3003,12175,202.82,256.064,1.0,46.345,194.806,84.576,120.88,24.173,93.961,226.155,516.51,201.292,16.136,155.884,82.0,40.544,3.181,14.391,217.081,231.857,237.236,89.506,197.145,144.924,285.839,353.212,153.0,145.405,251.53,159.709,455.808,75.954,4.055,31.383,513.869,282.627,57.666,125.006,5.053,60.347,402.648,45.074,7.1813927,-29.745636,-8.778475,4.4420786
270,6265,9015,50.6,166.319,119.715,1.0,86.914,320.941,416.834,1.0,1.0,424.941,132.279,1.0,7.055,172.921,1.0,19.731,32.628,3.678,18.086,348.838,206.205,40.675,3.437,191.487,130.003,49.029,139.0,6.918,261.925,141.23,173.196,181.359,2.528,3.431,1.0,22.067,17.79,140.072,75.976,1.0,1.0,49.971,3.404644,32.214874,-1.0311108,-12.183271
271,15800,7733,60.83,127.351,2.12,67.6,207.793,168.153,296.954,75.668,6.237,164.288,278.5,272.561,6.045,36.623,121.857,215.369,21.722,25.105,76.377,132.475,250.249,66.108,260.496,78.606,107.299,234.74,53.0,100.427,314.942,27.089,79.868,29.108,4.055,87.288,524.807,78.614,36.679,29.973,9.105,276.302,403.786,49.971,-14.098366,-41.02388,-2.109204,14.483305
272,8409,4568,241.34,173.404,2.12,118.613,340.66,196.882,341.909,16.448,162.045,219.056,344.673,161.97,9.073,194.605,39.571,138.363,22.812,33.139,176.88,142.827,148.147,85.437,303.137,197.131,285.839,213.394,103.0,77.937,309.744,166.232,125.875,61.9,4.055,60.551,448.241,274.866,80.752,86.761,4.04,131.233,343.482,124.651,-11.371109,-1.9655685,-11.874217,2.7978914
273,15724,12248,85.42,134.436,5.48,1.0,49.951,49.318,517.982,1.0,35.042,347.861,85.317,89.472,23.2,62.953,1.0,50.95,118.786,94.74,73.362,43.445,171.17,99.679,120.393,448.292,5.128,115.202,51.0,8.102,40.503,8.609,65.409,300.817,17.803,124.964,11.938,5.435,82.851,18.384,8.092,1.0,1.0,90.371,4.4344845,34.85285,9.700885,-15.733249
274,8144,14319,153.07,25.798,1.0,27.923,88.912,16.671,149.601,20.311,151.57,55.768,356.413,152.14,31.273,2.549,132.143,25.975,8.634,15.731,50.246,83.819,130.129,73.229,91.154,139.28,75.306,93.856,27.0,25.857,95.598,15.132,263.895,32.621,1.0,41.106,143.193,100.789,36.679,5.636,3.026,114.748,155.743,25.485,14.145048,25.623833,10.648649,-10.260252
275,416,11771,165.15,146.245,1.0,145.536,295.705,46.706,157.094,2.287,2.309,176.459,215.529,144.768,4.027,2.549,31.857,88.413,1.0,14.391,66.327,143.862,152.151,63.056,219.074,19.343,201.213,140.817,35.0,70.835,243.213,5.348,41.749,3.342,4.055,37.46,402.058,135.161,59.765,13.748,4.04,164.203,295.694,37.728,-23.471817,-11.708668,12.120819,4.519691
276,10374,9518,127.49,213.553,1.0,42.094,254.746,53.235,389.361,156.772,38.97,261.653,417.25,132.48,17.145,7.195,52.429,105.063,27.175,21.087,143.714,102.453,181.18,58.987,264.151,287.436,301.319,273.163,78.0,64.917,366.919,37.96,136.391,27.937,1.0,81.212,374.106,217.21,55.567,67.059,4.04,15.837,368.514,26.71,7.224846,-17.30757,-3.2969294,-1.3164784
277,961,2517,114.7,413.117,1.0,12.336,500.5,492.012,120.88,195.393,274.645,978.702,344.673,204.978,76.682,509.019,106.429,71.763,89.34,30.461,56.277,896.477,377.377,60.004,244.659,446.881,240.43,565.606,590.0,102.794,977.13,629.316,380.883,353.519,2.528,30.168,99.442,132.943,53.468,282.621,156.017,1.0,646.14,42.625,-45.134483,61.856552,-24.480799,3.8533595
279,4462,14629,128.2,129.713,1.0,52.013,283.717,95.024,424.326,168.358,84.796,227.17,384.163,247.985,5.036,45.916,110.286,3.081,4.272,22.426,73.362,197.694,178.177,76.281,510.246,112.47,233.206,201.654,130.0,106.345,229.699,67.31,338.82,82.981,1.0,44.752,481.055,325.869,179.393,65.9,9.105,61.995,316.174,79.353,7.3698845,2.2236748,-2.2545645,-5.1329026
280,6195,2850,236.36,168.681,4.36,137.034,323.677,162.929,177.074,2.287,46.826,162.26,227.269,120.192,4.027,45.916,35.714,167.5,75.162,13.052,61.302,128.334,157.156,63.056,225.166,13.699,146.515,147.221,44.0,61.366,257.767,26.002,94.328,13.883,7.11,48.398,431.226,172.859,40.876,34.609,3.026,207.064,312.761,52.419,-22.485262,-20.662947,5.273989,9.850201
281,11805,1437,199.41,332.819,2.12,20.838,266.734,61.071,373.127,178.657,78.249,153.132,278.5,342.601,5.036,39.721,109.0,196.638,58.802,1.0,230.147,180.095,175.174,48.814,353.087,87.072,64.986,389.5,53.0,41.244,285.835,66.223,241.549,51.36,16.275,53.259,196.668,244.929,120.628,23.02,401.208,126.287,249.043,100.165,20.604584,-75.32418,-14.150992,-12.412356
282,1940,18976,289.52,139.16,9.96,1.0,166.834,7.529,466.784,374.338,11.474,208.914,295.577,558.867,86.773,2.549,253.0,28.056,56.621,1.0,486.43,501.018,240.239,33.554,443.24,92.716,31.961,271.029,86.0,156.058,296.23,106.444,249.436,36.135,2.528,10.723,115.241,516.577,51.37,19.543,536.975,61.995,55.615,25.485,-16.431862,47.82936,17.628841,-18.704657
283,6945,16683,115.12,48.234,1.0,73.268,74.926,19.282,468.032,74.38,27.186,201.814,410.846,69.812,6.045,2.549,6.143,5.163,21.722,70.635,85.423,158.355,168.167,25.415,230.039,250.75,63.954,156.827,17.0,83.855,191.236,6.435,199.486,2.171,1.0,58.12,410.566,349.153,15.691,5.636,1.0,33.97,146.64,2.224,15.9548855,16.66948,12.953234,-6.7352166
284,2760,9131,96.93,150.968,3.24,66.183,282.718,92.412,184.566,279.072,7.547,276.866,416.183,338.915,4.027,24.233,78.143,130.038,36.99,3.678,195.976,138.686,152.151,79.333,256.841,111.059,176.444,322.26,76.0,81.488,244.253,60.788,250.75,6.856,8.638,52.044,422.719,424.549,87.048,48.516,23.29,4.297,564.218,56.092,0.65582657,-3.4734917,-6.4725914,1.980997
285,14991,6090,383.46,213.553,2.12,67.6,309.691,121.141,404.346,120.726,24.567,188.629,484.49,232.011,5.036,47.465,70.429,184.15,39.171,3.678,119.594,203.906,263.263,79.333,317.756,104.004,109.363,292.375,53.0,77.937,255.688,64.049,215.259,30.279,7.11,62.982,459.179,199.469,97.542,41.563,14.171,106.505,423.129,162.603,2.6101227,-45.84237,-6.9903135,-1.9760798
286,15797,5744,260.81,231.266,3.24,185.213,364.636,196.882,148.352,102.702,24.567,292.079,391.635,206.207,41.364,38.172,58.857,229.938,52.259,98.757,112.558,161.461,259.259,93.575,248.313,89.894,141.355,315.856,43.0,75.57,352.365,58.614,119.303,16.225,5.583,129.825,618.387,175.077,59.765,27.655,12.145,109.802,454.987,149.136,-1.6621761,-42.179108,-4.78291,13.280947
288,7370,1795,91.25,80.117,3.24,67.6,337.663,97.635,486.764,173.508,49.444,222.098,263.558,249.214,4.027,22.684,102.571,134.2,28.265,9.035,59.292,97.277,143.142,45.762,356.741,222.53,132.067,135.481,74.0,61.366,217.225,35.786,45.692,32.621,14.748,59.336,449.456,58.656,47.172,24.179,15.185,113.099,300.245,42.625,-9.801861,-13.645807,7.6326776,5.0829253
289,4715,12677,235.37,199.383,1.0,1.0,209.791,100.247,244.506,8.724,126.693,412.771,240.077,67.354,65.582,479.591,64.0,28.056,15.178,27.783,226.127,453.397,198.197,94.593,133.794,195.72,118.651,367.087,287.0,230.628,171.485,532.568,231.033,186.043,7.11,28.953,4.646,247.147,15.691,104.145,13.158,1.0,228.563,92.82,-16.536598,16.426088,-18.274853,0.8384889
290,4205,5143,111.14,150.968,5.48,362.34,242.758,182.518,87.164,159.347,15.402,172.402,256.087,147.225,3.018,30.428,47.286,242.425,17.359,21.087,68.337,81.748,138.137,62.039,236.13,12.288,306.479,124.808,53.0,51.897,343.009,17.306,86.441,10.369,8.638,55.69,334.0,68.635,78.653,24.179,11.132,96.614,436.782,60.989,-27.14647,-25.212034,7.919821,13.618139
291,11864,8365,220.3,220.638,2.12,156.872,339.661,151.176,425.575,1.0,18.021,170.374,307.317,73.498,16.136,16.488,19.0,182.069,16.269,46.531,70.347,148.003,169.168,58.987,298.263,16.521,311.639,285.971,36.0,133.569,414.738,18.393,146.907,2.171,416.486,54.474,590.434,69.744,61.863,23.02,2.013,90.02,414.026,48.746,-42.390224,-31.958145,8.514732,24.029085
292,3021,9623,62.25,127.351,3.24,146.953,298.702,106.776,233.267,123.3,52.063,195.729,228.337,171.801,12.1,11.842,106.429,186.231,7.544,14.391,90.448,129.369,89.088,51.866,208.11,39.097,178.508,168.567,57.0,99.243,239.055,11.871,69.353,4.513,4.055,58.12,262.296,291.497,57.666,25.338,23.29,24.079,432.231,68.335,-15.685322,-10.210154,9.340957,8.671859
293,9582,4949,26.86,467.436,2.12,1.0,505.495,1000.0,183.317,85.966,336.182,773.83,629.644,357.347,106.955,835.823,79.429,92.575,102.427,45.192,680.4,801.235,720.72,158.683,314.101,462.403,385.945,557.067,704.0,74.386,833.673,803.244,616.174,469.464,2.528,171.146,48.398,104.115,51.37,261.76,159.057,1.0,756.508,209.125,-45.256004,63.733643,-25.340921,3.425935
294,11850,15777,36.95,560.723,62.598,1.0,178.822,96.329,254.496,210.841,36.351,167.331,439.663,283.62,560.036,42.819,314.714,82.169,151.504,7.696,112.558,497.912,598.598,49.831,234.912,190.076,140.323,729.971,141.0,69.652,371.077,101.009,156.108,125.143,7.11,30.168,1.0,106.333,343.095,165.568,104.345,1.0,580.147,229.938,-9.979698,74.27202,-14.933073,-24.80754
295,5960,6559,274.31,557.181,214.911,1.0,331.669,54.541,369.381,177.37,19.33,321.491,606.163,321.712,616.545,16.488,34.429,211.206,66.437,9.035,97.483,873.702,385.385,114.939,325.066,144.924,36.089,516.51,195.0,24.673,309.744,111.879,145.592,111.089,20.858,27.737,4.646,114.094,238.158,63.582,97.253,1.0,262.697,262.993,-8.733681,74.90587,-14.883475,-25.36586
296,14138,3759,110.58,369.426,3.24,73.268,379.621,108.082,493.007,186.381,32.423,227.17,223.0,239.384,61.545,41.27,96.143,290.294,51.168,5.017,438.188,326.063,247.246,106.8,371.361,144.924,88.722,386.298,62.0,89.774,226.581,64.049,262.58,12.712,14.748,69.058,177.223,396.83,135.319,19.543,60.778,157.609,332.104,178.518,18.572935,-79.80188,-13.148298,-15.422908
297,1222,19186,101.2,52.957,1.0,1.0,34.966,1.0,596.654,43.483,59.919,202.828,251.817,209.893,18.155,2.549,67.857,3.081,19.54,1.0,230.147,145.933,140.139,23.381,361.615,263.449,64.986,218.731,3.0,101.61,193.315,18.393,225.775,2.171,1.0,44.752,156.562,353.588,15.691,5.636,119.543,139.475,56.753,4.673,-15.53389,40.619465,20.667475,-16.060898
