cell,x,y,area µm²,SMA,NeuN,HLA-A,CD4,CD44,S100B,GalMac3,P2Ry12,CD11b,Claudin5,CD34,iNOS,ApoE,CD11c,CD40,PCNA,CollagenIV,CD8,Neurofilament,CD3e,DAPI_1,CD68,ATG7,Vimentin,AQP4,CD14,CD45,TMEM119,CD31,GFAP,P2Rx7(Park7),HLA-DR,Synaptophysin,A-Beta,PSD-95,H2A.x,CD163,MAP2,Trem2,CD74,IBA1,UMAP_1,UMAP_2,TSNE_1,TSNE_2
2,11775,4533,313.96,8.897,45.31,48.911,146.1,6.176,244.85,138.259,150.85,164.433,30.836,63.438,213.787,134.682,237.489,142.846,176.626,25.778,212.788,173.972,181.45,55.876,43.433,462.188,14.169,46.068,104.685,197.706,194.461,107.893,304.796,264.235,51.743,203.666,123.031,140.799,70.404,22.634,178.412,102.75,84.532,31.273,6.017006,18.544022,8.160763,10.738732
3,3167,9180,181.36,8.897,60.081,40.756,123.135,3.07,72.919,169.22,98.902,104.905,39.067,19.598,124.876,85.906,207.652,137.78,147.699,22.399,158.842,94.546,120.576,70.843,33.734,274.243,23.576,49.823,86.582,119.244,85.161,91.909,241.079,198.427,42.229,164.77,124.065,104.063,79.868,18.817,55.913,110.844,64.214,24.065,-31.381683,-0.6745758,7.4828005,-4.163655
4,16905,7931,115.55,91.818,23.827,187.548,120.003,49.656,345.987,183.668,176.824,154.692,119.316,40.854,243.757,123.843,187.76,149.938,190.056,124.89,225.775,9.825,164.058,12.225,36.159,372.553,475.102,94.891,84.936,157.923,150.741,149.851,246.768,421.745,47.514,191.383,164.398,153.044,24.135,23.907,153.068,187.156,113.881,13.974,31.326176,2.525093,17.837908,7.6627173
5,19747,9747,157.62,18.769,21.141,63.183,123.135,28.951,404.421,140.323,194.806,156.857,63.759,54.138,258.742,75.067,149.082,128.661,91.912,13.389,173.827,25.71,151.013,92.045,36.159,333.518,32.983,86.128,42.145,128.085,113.579,101.899,341.206,468.135,35.886,193.43,219.208,144.88,88.281,20.089,108.715,213.75,118.397,13.974,34.156303,23.227856,-2.8652008,15.685961
9,10175,3329,161.88,10.872,19.798,50.95,116.871,35.163,424.648,163.028,94.906,144.951,47.298,70.08,142.858,82.293,217.597,90.16,203.486,24.652,164.836,87.486,178.189,110.753,62.831,525.8,74.373,176.263,99.748,183.34,208.67,65.935,340.068,401.247,63.371,138.158,145.783,146.921,130.344,27.725,184.748,102.75,93.563,81.727,14.743177,10.911648,1.6728914,17.887726
10,9431,6378,152.36,6.923,21.141,20.368,131.486,2.035,203.272,188.829,93.907,121.14,14.375,50.153,128.872,105.778,223.123,128.661,148.732,22.399,176.824,78.661,161.884,48.393,33.734,379.781,4.763,6.008,99.748,134.716,120.137,105.895,286.591,237.265,33.771,203.666,51.674,64.267,29.393,18.817,180.524,25.281,65.342,47.13,-4.946539,12.462345,3.338302,1.6663253
12,3143,13604,272.89,8.897,7.714,43.814,157.583,124.193,48.197,12.352,147.853,111.399,39.067,35.54,10.99,15.452,34.153,177.294,36.125,6.631,3.997,2.765,37.96,43.404,33.734,84.852,91.305,106.158,122.789,58.465,82.975,42.958,383.305,1.0,32.714,22.495,139.578,105.084,31.496,42.996,3.112,165.187,68.729,110.558,-70.00629,50.493446,-1.5949359,-27.046791
14,19871,6669,257.25,18.769,14.427,71.338,126.266,53.797,429.143,131.035,149.851,192.574,59.644,151.116,253.747,46.163,154.607,135.754,122.905,14.515,141.859,61.011,174.928,90.798,44.646,240.991,78.136,99.898,48.728,121.455,137.625,117.883,485.708,586.807,44.343,127.922,224.379,123.451,96.694,21.362,85.482,221.844,115.01,47.13,39.834225,18.30024,-4.8934946,17.209705
15,7596,12467,207.22,12.846,35.911,54.008,136.705,18.599,103.26,247.654,134.866,102.74,48.326,14.285,205.795,84.099,156.817,160.07,141.501,17.894,170.83,2.765,45.569,120.73,38.584,306.049,113.881,47.32,132.664,51.834,44.72,71.929,261.559,92.701,53.857,69.579,141.646,130.594,163.995,27.725,5.224,140.906,103.722,77.403,-50.052803,4.4777336,10.808866,-10.681862
16,14596,8683,302.02,10.872,35.911,69.299,111.652,7.211,215.633,148.58,163.837,129.798,49.355,71.408,210.79,94.939,191.075,139.806,158.03,65.197,180.82,18.65,152.1,87.056,45.858,336.41,70.61,9.763,70.124,172.289,162.764,99.901,359.411,349.463,57.029,144.299,141.646,144.88,114.571,31.543,125.611,132.812,130.814,52.896,11.46929,28.61779,5.354836,11.160531
17,17603,5774,70.92,20.743,41.282,72.357,205.602,43.445,285.305,276.551,223.777,223.962,64.788,11.628,311.689,127.456,246.33,210.729,163.195,37.041,258.742,55.716,252.109,138.191,82.229,291.592,53.678,103.654,98.102,177.814,209.763,123.877,251.319,669.877,91.914,254.844,187.149,246.923,179.768,32.815,165.74,180.219,146.617,26.948,30.65866,18.448288,-1.0180023,18.846397
18,17570,6256,199.69,14.82,21.141,39.737,145.056,27.916,394.307,147.548,154.846,190.41,43.182,12.956,241.759,100.358,197.706,148.925,138.401,20.147,188.812,34.535,172.754,124.472,64.044,353.758,36.746,104.906,83.29,176.709,187.903,89.911,260.421,598.674,47.514,220.043,148.885,179.575,170.304,21.362,231.214,127.031,116.139,31.273,27.34977,21.25507,1.409612,16.075089
19,7463,3971,25.87,2.974,14.427,29.543,118.959,80.713,344.863,79.434,71.929,167.68,17.461,20.927,98.902,82.293,255.17,64.831,181.791,61.818,136.864,309.878,169.493,20.955,45.858,428.936,40.508,454.18,101.394,180.024,140.904,7.993,491.397,314.941,51.743,97.215,30.991,68.348,19.928,21.362,127.723,17.188,16.803,16.857,4.4601784,-16.166048,-11.642705,1.5037041
20,19851,10809,119.96,18.769,11.742,56.047,99.125,24.81,507.804,77.37,153.847,130.881,47.298,79.379,226.774,44.356,129.19,146.899,80.548,12.263,139.861,113.961,151.013,45.899,33.734,342.192,25.458,21.03,22.395,92.722,80.789,69.931,243.354,216.767,40.114,65.485,179.91,103.043,24.135,17.544,74.922,241.5,115.01,26.948,35.971573,38.305,-3.4199784,10.73677
22,6296,7136,244.75,1.0,22.484,1.0,106.433,1.0,134.724,44.345,39.961,114.646,1.0,113.919,26.974,91.325,219.808,68.883,119.806,25.778,44.956,64.541,131.446,49.64,34.947,355.204,1.0,1.0,84.936,126.98,96.091,9.991,257.008,87.307,46.457,143.276,1.0,9.163,52.527,14.999,117.163,1.0,4.386,57.221,-21.152252,7.9857845,1.5809836,-5.68987
24,4700,10957,272.03,14.82,195.698,51.969,127.31,8.247,29.093,287.903,119.881,105.987,55.528,10.299,164.836,29.904,185.55,170.202,155.964,19.02,189.811,25.71,137.968,65.854,33.734,220.751,44.271,93.639,56.957,91.617,87.347,137.863,324.139,241.58,49.629,152.488,159.227,136.717,50.424,18.817,60.137,170.969,85.661,45.688,-46.77804,-1.1948643,12.6619005,-8.064246
25,6681,13388,241.48,8.897,25.169,31.582,140.881,4.106,49.321,296.159,246.754,100.575,41.125,6.314,6.994,44.356,48.519,264.428,38.191,10.01,43.957,2.765,44.482,37.169,10.699,219.305,241.814,141.211,47.082,46.309,17.395,76.924,452.712,160.667,20.029,123.828,123.031,161.207,31.496,6.09,15.784,80.781,32.607,22.623,-63.65548,42.342987,-4.3399706,-30.566977
26,6413,1280,58.27,4.949,3.685,24.446,95.994,222.54,572.981,55.697,20.98,32.388,18.49,95.32,46.954,107.584,120.35,30.382,116.706,20.147,44.956,96.311,80.355,39.663,24.035,389.902,147.746,535.553,35.562,131.4,79.696,19.981,499.362,385.065,36.943,1.0,78.562,8.143,10.464,13.726,24.233,158.25,30.349,25.506,12.112518,-23.5199,-15.171945,1.9533994
27,2583,4468,98.35,12.846,9.056,59.105,115.828,753.615,723.561,180.572,142.858,124.387,35.98,8.971,169.831,385.787,255.17,96.239,195.221,19.02,190.81,151.027,146.665,33.427,45.858,334.964,260.627,866.049,320.285,186.655,96.091,53.947,715.547,298.758,67.6,13.283,143.714,144.88,17.825,20.089,3.112,305.094,70.986,103.351,5.388527,-20.66185,-14.141752,-1.0713948
28,3353,14929,237.07,8.897,9.056,26.485,120.003,115.911,56.063,9.256,130.87,98.411,41.125,12.956,9.991,49.776,17.576,173.241,29.927,5.505,3.997,2.765,29.263,99.528,10.699,51.601,55.559,41.06,61.895,24.207,1.0,41.959,275.213,1.0,16.857,11.236,133.373,153.044,90.384,9.908,1.0,137.438,39.38,8.208,-69.6782,52.271496,-2.2642558,-26.877249
31,9014,10363,188.18,10.872,10.399,52.989,136.705,273.266,151.58,88.722,137.863,114.646,29.807,20.927,196.804,187.071,115.929,177.294,115.673,19.02,136.864,18.65,124.924,62.112,42.221,170.151,104.475,293.94,224.829,78.356,31.604,36.964,297.969,30.129,59.143,80.838,96.143,142.84,55.682,48.087,17.896,121.25,74.373,65.87,-65.110275,21.559486,5.046962,-21.920397
32,19877,7498,10.66,18.769,33.226,69.299,100.169,61.044,138.096,106.267,169.831,134.128,75.076,3.657,270.73,76.873,154.607,225.927,92.945,20.147,228.772,22.18,87.964,22.202,49.495,267.014,23.576,56.083,83.29,195.496,238.181,150.85,646.14,399.09,33.771,328.541,201.627,246.923,19.928,17.544,229.101,389.5,142.102,163.896,24.63784,24.469055,9.295242,13.340474
33,15412,7143,180.36,12.846,33.226,56.047,123.135,5.141,242.603,151.676,153.847,152.528,48.326,83.364,213.787,89.519,176.709,136.767,115.673,40.419,163.837,29.24,152.1,123.225,39.796,248.22,17.932,19.778,61.895,152.397,143.09,98.902,147.778,389.38,40.114,135.087,153.022,159.166,149.273,18.817,62.249,136.281,105.98,34.156,16.919006,32.752594,3.3663065,11.7638445
34,19480,12698,242.47,2.974,11.742,12.213,116.871,106.594,784.243,117.619,106.894,116.81,11.288,24.912,5.995,26.291,29.732,82.055,22.695,7.758,1.0,8.06,26.002,113.247,36.159,608.207,87.542,222.583,7.583,66.2,40.348,7.993,247.905,159.589,24.257,22.495,32.025,81.614,69.353,8.636,91.818,64.594,6.644,12.532,69.123276,-77.15198,-14.090939,-22.105453
36,13344,4598,336.42,10.872,27.855,39.737,127.31,7.211,239.232,148.58,141.859,175.257,29.807,139.16,214.786,89.519,234.174,130.688,156.997,23.525,181.819,75.131,176.015,90.798,50.708,392.793,14.169,14.771,60.249,181.129,243.646,95.905,320.726,495.106,46.457,160.676,119.929,136.717,197.645,22.634,165.74,109.688,101.464,65.87,18.150747,21.819332,3.530131,15.423956
37,5649,6480,204.67,2.974,25.169,17.31,121.047,15.493,285.305,208.437,71.929,105.987,13.346,95.32,100.9,91.325,209.862,86.108,165.262,24.652,162.838,110.431,133.62,103.27,32.522,483.874,55.559,237.605,60.249,130.295,104.835,45.955,583.56,295.522,45.4,142.252,47.537,41.817,127.189,16.271,144.619,35.688,33.736,45.688,-0.7512474,-5.7835007,-1.3656948,1.739445
38,15419,8013,198.7,14.82,34.569,54.008,125.223,5.141,219.004,105.235,179.821,147.116,44.211,141.816,219.781,85.906,161.238,153.991,132.203,19.02,186.814,22.18,139.055,128.213,44.646,240.991,19.814,9.763,65.186,113.719,129.974,81.919,202.393,312.783,43.286,112.569,132.339,132.635,130.344,20.089,112.939,136.281,103.722,31.273,14.938484,36.223457,3.096309,10.583412
40,7991,4990,227.12,1.0,25.169,10.174,136.705,8.247,354.976,83.562,87.913,116.81,2.029,147.13,91.909,71.454,217.597,88.134,196.254,25.778,143.857,91.016,177.102,103.27,41.008,483.874,10.407,17.274,48.728,157.923,108.114,18.982,522.118,390.459,40.114,119.734,18.581,27.531,137.705,14.999,131.947,5.625,42.766,58.662,1.8288908,6.6758842,-0.12431945,2.6869977
41,8683,14105,204.81,8.897,17.113,23.427,125.223,1.0,154.952,63.954,142.858,108.152,45.24,16.941,4.996,47.969,62.885,142.846,33.026,12.263,3.997,6.295,28.176,100.775,15.549,300.266,29.22,18.526,40.499,41.888,10.837,76.924,311.623,68.967,20.029,63.438,126.134,139.778,75.662,8.636,13.672,102.75,17.932,13.974,58.630993,-65.0643,-7.33846,-27.14158
42,5379,4912,113.7,2.974,21.141,126.385,187.856,100.382,252.717,224.949,83.917,133.046,214.998,164.4,135.865,589.922,289.428,117.516,254.108,267.926,143.857,53.951,158.622,68.348,123.45,311.832,187.254,420.38,147.476,135.821,91.719,159.841,395.821,181.165,217.714,35.801,21.683,46.919,18.877,18.817,70.698,44.937,26.963,41.364,-29.01509,-21.469759,17.345205,3.4815128
43,13578,1556,364.42,14.82,2.343,56.047,89.73,225.646,608.94,74.274,20.98,65.94,47.298,78.051,72.928,100.358,71.726,25.316,133.236,12.263,88.912,143.966,83.616,118.236,24.035,418.816,93.186,305.207,101.394,202.126,91.719,68.932,311.623,550.126,41.171,1.0,153.022,43.858,80.92,12.454,5.224,183.688,67.6,22.623,20.315624,-27.681293,-18.362442,3.9453855
45,664,6629,35.82,4.949,39.94,71.338,116.871,5.141,3.247,156.836,44.956,72.434,73.019,22.255,81.919,44.356,141.346,90.16,218.982,258.915,86.914,122.786,146.665,107.011,39.796,259.786,127.051,99.898,33.916,80.566,58.929,78.922,203.531,41.996,39.057,120.757,57.879,58.144,24.135,13.726,172.076,36.844,32.607,15.416,-33.57726,-9.829739,14.468126,-0.9020323
48,2678,13671,60.83,10.872,9.056,57.066,156.539,128.334,14.485,2.032,162.838,69.187,35.98,11.628,2.998,17.259,29.732,238.085,28.893,5.505,4.996,2.765,28.176,88.303,10.699,41.48,64.966,71.105,262.682,34.153,3.186,35.965,324.139,1.0,10.514,16.353,160.261,119.37,52.527,13.726,3.112,131.656,34.864,15.416,-70.86557,51.508938,-1.481196,-26.442894
51,12488,5277,238.49,8.897,19.798,52.989,124.179,7.211,185.292,157.868,128.872,128.716,34.952,62.109,200.8,127.456,224.228,151.965,116.706,20.147,202.798,41.595,145.578,73.337,36.159,320.507,14.169,11.015,107.977,156.817,150.741,104.896,187.601,316.019,42.229,112.569,119.929,135.697,165.046,20.089,58.025,103.906,95.82,29.831,12.666031,31.34793,4.278209,10.951443
52,2720,1808,86.84,6.923,13.085,41.776,65.721,11.352,259.459,189.861,18.982,23.729,25.692,14.285,61.939,84.099,201.021,21.264,187.99,21.273,166.834,151.027,109.705,73.337,19.186,622.664,57.441,87.38,98.102,96.038,150.741,77.923,300.245,372.119,32.714,158.629,109.587,28.552,168.201,6.09,201.645,109.688,30.349,29.831,-6.953621,12.497215,1.4673536,3.1429667
53,12750,8726,109.3,12.846,21.141,72.357,122.091,9.282,258.335,179.54,161.839,139.54,46.269,28.898,212.788,94.939,210.967,184.386,176.626,20.147,251.749,1.0,160.797,63.36,43.433,524.355,49.915,38.556,168.871,184.445,218.507,103.897,282.04,258.841,44.343,208.784,108.553,177.534,145.066,21.362,112.939,133.969,122.912,64.429,9.736951,23.050776,7.3682156,12.386892
54,18794,10288,273.6,22.717,11.742,70.318,133.574,150.074,688.726,114.523,147.853,164.433,65.817,90.007,233.767,129.262,120.35,99.279,109.475,39.293,145.855,23.945,139.055,98.281,37.371,427.491,140.22,206.308,157.351,145.767,88.44,76.924,325.277,287.97,41.171,75.72,202.661,166.309,65.146,26.452,102.378,182.531,112.753,15.416,43.344063,32.67878,-6.051947,11.716301
55,9681,5532,269.62,8.897,26.512,45.853,131.486,4.106,180.798,167.156,98.902,111.399,31.865,38.197,154.846,132.875,206.546,127.648,148.732,20.147,209.791,195.152,149.926,85.809,36.159,346.53,10.407,34.801,111.269,168.973,123.416,113.887,236.527,298.758,42.229,161.7,118.894,107.125,111.416,18.817,488.884,80.781,67.6,32.714,3.7431974,16.933765,9.731089,8.741087
57,6519,11751,193.58,10.872,10.399,79.493,141.925,80.713,85.28,95.946,143.857,84.34,60.673,95.32,205.795,80.486,129.19,215.795,138.401,112.501,170.83,4.53,123.837,125.719,37.371,67.504,68.729,69.853,305.473,58.465,43.627,68.932,276.351,16.104,43.286,62.414,126.134,121.411,106.158,37.906,3.112,133.969,99.207,80.286,-61.905083,19.418995,7.7243657,-19.672096
58,12525,2276,117.54,12.846,13.085,63.183,102.257,188.377,405.544,75.306,78.922,121.14,48.326,47.496,125.875,47.969,183.34,65.844,211.751,24.652,159.841,165.147,197.756,183.09,41.008,447.731,57.441,520.53,66.832,136.926,155.113,60.94,345.757,457.347,46.457,6.118,190.252,146.921,160.84,13.726,5.224,179.062,86.79,16.857,11.654636,-20.14838,-14.342116,1.231241
59,18222,10896,93.95,18.769,35.911,75.415,105.389,57.938,543.764,117.619,155.845,123.304,64.788,59.452,263.737,82.293,165.658,102.318,118.772,21.273,198.802,29.24,151.013,38.416,36.159,472.308,61.203,159.989,47.082,152.397,104.835,110.89,238.803,385.065,40.114,109.498,209.901,173.453,37.805,20.089,163.628,232.25,121.783,6.766,41.174797,31.758354,-5.6637077,12.255191
61,12961,2962,163.02,14.82,57.395,267.06,120.003,69.325,192.035,293.063,126.874,131.963,201.623,202.926,202.798,261.137,236.384,141.833,415.27,419.972,279.721,75.131,269.502,317.787,45.858,301.712,215.475,104.906,163.934,155.712,178.066,177.823,312.761,417.43,47.514,40.919,194.388,166.309,48.321,14.999,62.249,219.531,112.753,24.065,29.187195,-3.2409554,19.890236,6.373329
64,910,10962,61.83,12.846,13.085,67.26,85.555,32.057,106.631,339.504,107.893,95.164,37.009,2.328,148.852,55.195,170.079,174.255,88.813,17.894,131.869,119.256,112.966,12.225,21.61,180.271,17.932,107.41,83.29,73.936,53.464,79.921,358.273,163.904,46.457,65.485,145.783,88.757,15.722,12.454,7.336,108.531,64.214,58.662,-46.618324,-2.7229977,12.868302,-8.27114
65,7616,1354,200.97,6.923,2.343,86.629,150.276,286.724,307.78,86.658,36.964,72.434,42.153,18.27,70.93,120.23,250.75,54.699,367.748,95.607,90.91,92.781,109.705,168.124,111.326,401.467,78.136,447.921,178.746,289.428,284.086,43.957,404.924,405.563,307.571,1.0,104.416,34.674,26.238,12.454,1.0,183.688,249.339,470.948,-1.7120781,-30.067589,-7.5142703,4.609241
66,15381,5867,182.35,14.82,22.484,56.047,137.749,10.317,89.775,137.227,167.833,157.939,54.499,127.203,258.742,89.519,226.438,185.4,144.6,22.399,197.803,29.24,183.625,88.303,51.92,255.449,16.051,6.008,78.353,168.973,185.717,108.892,326.415,363.488,47.514,121.781,187.149,149.983,175.562,22.634,81.258,157.094,110.495,41.364,12.020882,32.524937,4.7082043,10.574852
68,3129,3428,169.7,4.949,11.742,31.582,109.564,139.721,574.105,141.355,107.893,112.481,20.548,18.27,86.914,113.004,206.546,97.253,171.46,17.894,148.852,48.655,146.665,73.337,78.592,489.657,63.085,457.936,162.288,123.665,113.579,21.979,335.517,272.866,52.8,17.377,95.109,131.615,90.384,20.089,36.905,118.938,50.668,57.221,8.910007,-20.22304,-13.400632,2.2311208
69,14455,9238,113.85,12.846,18.456,60.124,120.003,8.247,124.611,150.644,167.833,136.293,45.24,15.613,205.795,116.617,224.228,140.819,156.997,23.525,237.763,4.53,124.924,88.303,55.557,540.258,29.22,78.617,81.644,191.075,233.809,107.893,247.905,496.185,53.857,183.195,159.227,160.187,79.868,18.817,138.283,146.688,155.647,116.325,12.561932,22.450235,7.4134364,12.6355715
70,19764,12021,21.46,20.743,13.085,93.764,177.417,56.903,804.47,170.252,119.881,155.775,73.019,4.985,253.747,73.26,204.336,142.846,102.243,208.233,165.835,11.59,130.359,20.955,43.433,352.313,25.458,134.951,103.04,141.346,87.347,106.894,547.15,290.127,50.686,61.39,247.13,119.37,17.825,26.452,55.913,310.875,111.624,12.532,42.356274,30.939735,-6.3050985,13.203831
71,13638,13574,136.16,1.0,17.113,3.039,115.828,1.0,453.865,107.299,85.915,110.316,5.115,20.927,1.0,67.841,39.678,111.437,16.496,5.505,1.999,6.295,37.96,183.09,8.274,603.87,16.051,1.0,1.0,49.624,22.86,7.993,197.842,198.427,18.971,30.683,16.512,72.43,154.531,3.545,62.249,12.562,2.129,21.182,66.1952,-73.56408,-12.009223,-23.058294
72,1472,8359,121.66,16.794,30.54,38.717,106.433,81.748,463.979,199.149,78.922,102.74,43.182,20.927,66.934,58.808,147.977,120.556,111.541,15.641,93.907,82.191,96.661,141.933,31.309,284.363,21.695,193.789,19.104,82.777,34.883,52.948,279.764,130.46,35.886,30.683,120.963,55.083,97.745,11.181,17.896,102.75,31.478,16.857,-1.6434498,-12.697926,-7.4162955,-0.044525646
73,11978,9899,265.78,10.872,23.827,64.202,135.661,17.564,179.674,275.519,152.848,126.551,49.355,32.883,190.81,60.615,174.499,202.624,161.129,37.041,200.8,4.53,128.185,114.494,34.947,452.068,112.0,72.357,48.728,92.722,120.137,76.924,508.465,265.314,40.114,194.454,138.543,156.105,223.935,14.999,119.275,139.75,98.078,38.481,-40.694504,10.011108,12.173899,-2.7450101
75,980,12361,336.99,14.82,33.226,50.95,111.652,14.458,65.053,461.283,115.885,82.176,53.471,8.971,186.814,15.452,144.662,150.951,115.673,31.409,149.851,25.71,119.489,85.809,27.672,216.414,147.746,92.387,75.061,58.465,49.092,64.936,296.831,136.933,42.229,54.225,168.534,106.104,58.837,18.817,24.233,169.812,92.434,24.065,-55.951385,-5.8985596,15.702987,-9.556276
77,18053,1653,168.14,20.743,3.685,72.357,95.994,161.461,575.228,98.01,36.964,59.446,64.788,30.226,88.912,42.55,129.19,53.686,82.614,13.389,97.903,126.316,86.877,90.798,33.734,210.631,23.576,183.774,60.249,157.923,93.905,102.898,230.838,620.251,41.171,9.189,194.388,80.593,46.218,7.363,7.336,201.031,82.275,15.416,22.46082,-34.98884,-19.748447,6.0347733
78,11606,8261,235.65,2.974,11.742,9.155,137.749,4.106,186.416,100.074,85.915,137.375,9.231,105.948,102.898,47.969,140.241,140.819,119.806,16.768,52.948,6.295,139.055,93.292,42.221,248.22,17.932,2.252,66.832,103.773,100.463,9.991,245.63,84.07,40.114,108.474,24.786,63.246,223.935,23.907,70.698,24.125,54.054,51.455,-27.099976,15.163406,2.2046487,-9.1925335
80,13261,3803,209.64,10.872,33.226,46.872,136.705,14.458,429.143,217.725,147.853,122.222,47.298,52.81,237.763,114.81,238.594,153.991,158.03,24.652,260.74,53.951,214.062,130.708,54.345,460.742,21.695,79.868,129.372,161.238,173.694,103.897,313.899,455.189,38.0,129.969,167.5,197.943,339.608,22.634,68.586,138.594,110.495,26.948,21.743645,19.282341,3.9739242,16.943722
81,2428,8567,303.16,10.872,22.484,33.62,118.959,3.07,108.879,261.07,106.894,105.987,42.153,47.496,102.898,80.486,230.858,120.556,134.269,19.02,162.838,80.426,114.053,90.798,32.522,415.925,27.339,51.075,81.644,111.509,52.371,86.914,369.651,241.58,43.286,125.875,112.689,90.798,81.972,17.544,70.698,86.562,57.441,32.714,-16.627369,1.6921101,5.111199,-1.0221397
83,2462,4831,193.15,8.897,10.399,28.523,118.959,425.446,469.597,36.089,87.913,115.728,19.519,78.051,100.9,210.555,183.34,91.173,235.512,19.02,93.907,152.792,127.098,107.011,49.495,238.1,243.695,382.823,175.455,120.35,122.323,19.981,445.885,38.759,55.971,8.165,104.416,61.205,132.447,18.817,17.896,165.187,49.539,64.429,0.2566986,-22.55532,-11.928532,-0.9590681
85,16606,1633,178.94,14.82,3.685,61.144,101.213,325.028,221.252,32.993,39.961,65.94,55.528,115.247,88.912,33.517,98.248,53.686,114.64,14.515,81.919,122.786,103.183,35.921,27.672,152.802,42.39,61.09,129.372,177.814,124.509,84.916,337.793,323.571,31.657,1.0,192.32,56.103,10.464,7.363,1.0,297.0,67.6,70.195,11.245337,-45.206985,-17.755653,10.743153
87,18486,5513,65.81,22.717,15.77,109.055,196.207,485.489,646.024,164.06,154.846,307.302,74.047,12.956,241.759,194.297,296.059,145.885,257.207,22.399,209.791,36.3,214.062,44.652,238.626,466.525,151.508,695.793,191.913,535.863,320.155,130.87,363.962,513.446,223.0,23.518,241.96,183.657,31.496,51.904,15.784,218.375,383.668,592.039,31.774632,-17.586754,-12.9802885,16.503431
88,10634,2636,119.1,14.82,6.371,61.144,117.915,168.708,423.524,128.971,45.955,126.551,50.384,32.883,118.882,87.712,227.543,76.989,184.89,29.157,159.841,283.403,176.015,43.404,33.734,326.289,40.508,134.951,132.664,198.811,193.368,44.956,641.589,526.392,78.171,3.047,177.842,123.451,17.825,13.726,15.784,174.438,111.624,65.87,16.541271,-15.24999,-11.506005,7.9187975
89,19125,8082,137.72,20.743,14.427,75.415,135.661,27.916,496.567,134.131,174.826,174.174,83.307,14.285,252.748,49.776,149.082,139.806,119.806,15.641,170.83,48.655,183.625,154.404,41.008,251.111,32.983,88.632,42.145,115.929,107.021,107.893,348.033,583.57,44.343,95.168,245.062,139.778,106.158,22.634,96.042,223.0,100.336,16.857,40.972794,20.076698,-4.6483607,16.35296
90,7201,11970,147.67,12.846,10.399,74.396,116.871,205.976,29.093,73.242,144.856,84.34,42.153,4.985,191.809,129.262,135.821,208.703,103.276,101.238,169.831,20.415,104.27,22.202,28.885,113.767,91.305,82.372,157.351,38.573,41.441,67.933,267.248,32.286,32.714,130.993,149.919,142.84,16.774,17.544,9.448,170.969,99.207,15.416,-62.78505,17.58068,8.205009,-20.217741
91,18973,5847,266.07,18.769,14.427,70.318,161.759,109.699,460.607,189.861,159.841,177.421,67.874,88.678,252.748,57.002,163.448,156.017,120.839,14.515,145.855,76.896,171.667,65.854,70.106,180.271,53.678,104.906,48.728,150.187,125.602,93.907,328.69,580.334,69.714,53.202,230.584,168.35,43.063,21.362,68.586,264.625,115.01,35.597,43.174667,14.947708,-6.2033772,17.494688
92,3285,800,167.14,6.923,30.54,25.465,61.545,1.0,150.457,62.921,3.997,19.4,20.548,30.226,1.999,114.81,111.509,5.053,102.243,17.894,61.939,117.491,39.047,43.404,11.911,376.89,10.407,4.756,109.623,96.038,101.556,71.929,137.538,168.219,29.543,98.239,46.503,22.429,64.095,8.636,188.973,33.375,15.675,16.857,-16.542095,11.052452,-1.5137343,-5.471185
93,13838,10821,285.11,12.846,15.77,65.221,125.223,4.106,136.972,147.548,165.835,136.293,49.355,133.846,209.791,118.423,214.282,172.228,111.541,23.525,165.835,6.295,116.227,89.551,37.371,327.735,44.271,7.259,63.54,133.611,132.16,102.898,235.39,269.63,92.971,102.333,146.817,145.901,72.507,21.362,53.801,153.625,117.268,74.519,11.212812,35.882694,3.9999568,9.620207
94,19084,14046,173.26,1.0,13.085,1.0,144.013,56.903,454.989,1.0,60.94,162.269,1.0,109.934,1.0,8.226,25.312,79.015,19.596,6.631,1.0,1.0,26.002,149.416,21.61,206.294,8.525,1.0,10.875,76.146,26.139,1.0,231.976,67.888,25.314,1.0,2.034,12.225,79.868,8.636,20.008,4.469,2.129,26.948,60.43885,-80.59874,-13.8745775,-25.800734
95,4008,13093,109.16,12.846,33.226,60.124,91.818,70.361,67.3,126.907,147.853,86.505,46.269,12.956,217.783,26.291,97.143,161.083,80.548,7.758,142.858,13.355,80.355,161.888,31.309,57.384,38.627,98.647,172.163,30.837,20.674,58.942,227.425,11.788,42.229,54.225,124.065,136.717,106.158,22.634,7.336,164.031,103.722,9.649,-61.06459,16.016579,8.296301,-19.800945
97,487,9675,222.15,8.897,22.484,34.64,132.53,2.035,60.558,164.06,84.916,90.834,33.923,46.168,94.906,49.776,192.18,141.833,123.938,21.273,84.916,159.852,131.446,88.303,32.522,287.255,8.525,36.053,56.957,102.668,64.394,54.946,294.556,18.261,44.343,90.05,105.45,69.369,58.837,20.089,51.689,94.656,61.956,34.156,-31.049385,1.1925812,6.192891,-5.980786
98,19052,6408,109.3,20.743,46.653,376.135,181.592,132.475,251.593,561.389,240.76,255.35,229.402,188.312,296.704,234.04,229.753,184.386,358.45,451.507,212.788,18.65,244.499,280.371,77.38,284.363,659.475,325.237,224.829,310.425,241.46,239.761,277.489,455.189,132.086,46.037,230.584,188.759,84.075,34.088,41.129,224.156,177.095,178.312,33.295925,-4.3967133,21.266815,7.3237734
